번호|개방서비스명|개방서비스ID|개방자치단체코드|관리번호|인허가일자|인허가취소일자|영업상태구분코드|영업상태명|상세영업상태코드|상세영업상태명|폐업일자|휴업시작일자|휴업종료일자|재개업일자|소재지전화|소재지면적|소재지우편번호|소재지전체주소|도로명전체주소|도로명우편번호|사업장명|최종수정시점|데이터갱신구분|데이터갱신일자|업태구분명|좌표정보(X)|좌표정보(Y)|문화체육업종명|문화사업자구분명|지역구분명|총층수|주변환경명|제작취급품목내용|보험기관명|건물용도명|지상층수|지하층수|객실수|건축연면적|영문상호명|영문상호주소|선박총톤수|선박척수|선박제원|무대면적|좌석수|기념품종류|회의실별동시수용인원|시설면적|놀이기구수내역|놀이시설수|방송시설유무|발전시설유무|의무실유무|안내소유무|기획여행보험시작일자|기획여행보험종료일자|자본금|보험시작일자|보험종료일자|부대시설내역|시설규모
11|관광펜션업|03_11_02_P|3570000|CDFI3261092016000001|20161227||01|영업/정상|13|영업중||||||||인천광역시 강화군 화도면 동막리 산 125-1번지 |인천광역시 강화군 화도면 해안남로 1669-12|23062|랜드하우스|20161227164701|I|2018-10-09 15:19:31.0||150283              |454837              |관광펜션업||||||||||||||||||||||||||||||||||
12|관광펜션업|03_11_02_P|3570000|CDFI3261092017000001|20170327||01|영업/정상|13|영업중|||||032-937-4871|||인천광역시 강화군 화도면 동막리 184-1번지 |인천광역시 강화군 화도면 해안남로1691번길 43-30|23062|썬댄스펜션|20170327133220|I|2018-10-09 15:19:31.0||150359.394502694    |454711.602682263    |관광펜션업|||2|||||2||||||||||||||||||||||||||
13|관광펜션업|03_11_02_P|3570000|CDFI3261092018000001|20180103||01|영업/정상|13|영업중|||||032-933-3500|||인천광역시 강화군 화도면 동막리 66-30번지 |인천광역시 강화군 화도면 해안남로 1596|23062|바다요정|20190326194130|U|2019-03-28 02:40:00.0||151094.869229765    |454976.837788454    |관광펜션업|||3|||||3|||||||||||||206.52|||||||||||||207
14|관광펜션업|03_11_02_P|3570000|CDFI3261092004000001|20040715||01|영업/정상|13|영업중|||||032-933-9290||417911|인천광역시 강화군 삼산면 매음리 886-5번지 |인천광역시 강화군 삼산면 어류정길212번길 17|23007|나무와 숲 석모도점|20161020182336|I|2018-10-09 15:19:31.0||141111.223407607    |461380.513799401    |관광펜션업|관광사업|||||||||||||||||||||||||||||||||
15|관광펜션업|03_11_02_P|3570000|CDFI3261092007000001|20070615||01|영업/정상|13|영업중|||||937-7707||417862|인천광역시 강화군 화도면 사기리 514-3번지 |인천광역시 강화군 화도면 해안남로 1414-1|23059|하미양|20111030132435|I|2018-10-09 15:19:31.0||152456.467372431    |454787.739445471    |관광펜션업||관리지역|3|기타|||근린생활시설|3|||||||||||||234.4|||||||||||||234
16|관광펜션업|03_11_02_P|3570000|CDFI3261092009000001|20090806||03|폐업|03|폐업|20150209||||032-937-8885||417861|인천광역시 강화군 화도면 내리 2159-15번지 |인천광역시 강화군 화도면 해안남로 2709-8|417861|펜션 씨엘로|20150209184508|I|2018-10-09 15:19:31.0||145053.573803119    |459519.968790454    |관광펜션업||관리지역|2|기타|||여인숙|2|||||||||||||201.95|||||||||||||202
17|관광펜션업|03_11_02_P|3570000|CDFI3261092018000002|20181010||01|영업/정상|13|영업중||||||||인천광역시 강화군 강화읍 월곳리 173-8번지 |인천광역시 강화군 강화읍 연미정길36번길 48-26|23021|나니하우스|20181010131121|U|2018-10-10 23:59:59.0||156383.431682711    |474674.457747733    |관광펜션업|||2|기타|||단독주택|||||||||||||||||||||||||||
18|관광펜션업|03_11_02_P|3580000|CDFI3261092017000003|20170929||01|영업/정상|13|영업중||||||||인천광역시 옹진군 영흥면 내리 8-256번지 |인천광역시 옹진군 영흥면 영흥로156번길 33-17|23118|영흥도관광펜션|20170929190318|I|2018-08-31 23:59:59.0||155204.337022111    |417608.935125721    |관광펜션업||관리지역|4|기타||||3|1||||||||||||1949.58|||||||||385000000||||1950
19|관광펜션업|03_11_02_P|3580000|CDFI3261092018000001|20180831||01|영업/정상|13|영업중||||||||인천광역시 옹진군 영흥면 내리 738-5번지 자연의집 펜션 |"인천광역시 옹진군 영흥면 영흥북로426번길 105-1, 자연의집 펜션"|23118|자연의 집|20180831134141|I|2018-08-31 23:59:59.0||153593.043030375    |420022.359811571    |관광펜션업||관리지역|3|기타|||숙박시설|3|||||||||||||631.23|||||||||||||631
20|관광펜션업|03_11_02_P|3580000|CDFI3261092014000001|20140721||03|폐업|03|폐업|20151020||||032-761-1950||409892|인천광역시 옹진군 덕적면 서포리 310-3번지 |인천광역시 옹진군 덕적면 덕적남로606번길 117|409892|하늘바다펜션|20151024183559|I|2018-08-31 23:59:59.0||121681.837165013    |414050.966626586    |관광펜션업||관리지역|2|기타|||단독주택|2|||||||||||||303|||||||||100000000||||303
21|관광펜션업|03_11_02_P|3580000|CDFI3261092017000002|20170516||01|영업/정상|13|영업중||||||||인천광역시 옹진군 북도면 장봉리 12-4번지 |인천광역시 옹진군 북도면 장봉로26번길 76-28|23112|오후엔|20170516134726|I|2018-08-31 23:59:59.0||145025.107441403    |448445.506686213    |관광펜션업||관리지역|2|기타|||숙박시설|2|0||||||||||||1649|||||||||1500000000||||1649
22|관광펜션업|03_11_02_P|3580000|CDFI3261092017000001|20170411||01|영업/정상|13|영업중||||||||인천광역시 옹진군 영흥면 선재리 543번지 |인천광역시 옹진군 영흥면 선재로306번길 27-116|23122|퀸스비치|20170411155105|I|2018-08-31 23:59:59.0||157180.290385453    |417416.375649368    |관광펜션업||관리지역|2|기타||||2|0||||||||||||4848|||||||||4000000000||||4848
23|관광펜션업|03_11_02_P|3580000|CDFI3261092016000001|20160518||01|영업/정상|13|영업중|||||032-836-9300|||인천광역시 옹진군 영흥면 내리 1327-16번지 |인천광역시 옹진군 영흥면 영흥서로446번길 36 (하와이비치펜션)|23117|하와이비치|20160518164541|I|2018-08-31 23:59:59.0||151826.367974955    |420156.034293902    |관광펜션업||관리지역|4|기타|||숙박시설|3|1||||||||||||680|||||||||200000000||||680
24|관광펜션업|03_11_02_P|3730000|CDFI3261092015000003|20151105||01|영업/정상|13|영업중||||||||울산광역시 울주군 상북면 이천리 520-1번지 |울산광역시 울주군 상북면 배내로 1108 (퀸즈파크팬션)|44909|퀸즈파크펜션|20180416095234|I|2018-08-31 23:59:59.0||382446.837215951    |228487.62780877     |관광펜션업||관리지역||||9실|단독주택|1|||||||||||||1408|||||||||1000000000||||1408
25|관광펜션업|03_11_02_P|3730000|CDFI3261092014000001|20141215||01|영업/정상|13|영업중|||||||689883|울산광역시 울주군 서생면 대송리 25-16번지 |울산광역시 울주군 서생면 간절곶1길 31-1|45015|수호천사|20150715161148|I|2018-08-31 23:59:59.0||414343.310284215    |209179.129635477    |관광펜션업||자연녹지지역|3|기타||기타: 9실|다세대주택|3||||SUHO ANGEL PENSION|TOURIST PENSION||||||||578|||||||||687000000||||578
26|관광펜션업|03_11_02_P|3730000|CDFI3261092015000002|20150512||01|영업/정상|13|영업중|||||||689823|울산광역시 울주군 상북면 이천리 642-1번지 |울산광역시 울주군 상북면 배내로 1013-27|44909|배내골 걸리버 펜션|20160602104554|I|2018-08-31 23:59:59.0||382119.807930238    |227808.765130456    |관광펜션업|||2|||"기타:3실,  705㎡"|||||||||||||||705|||||||||500000000||||705
27|관광펜션업|03_11_02_P|3730000|CDFI3261092015000001|20150106|20171106|04|취소/말소/만료/정지/중지|33|지정취소|||||||689883|울산광역시 울주군 서생면 대송리 25-12번지 |울산광역시 울주군 서생면 간절곶1길 31|45015|하얀등대|20171207135550|I|2018-08-31 23:59:59.0||414335.838843324    |209162.183665537    |관광펜션업||자연녹지지역|3|기타||기타:9실|단독주택|3||||White light house Pension|TOURIST PENSION||||||||579|||||||||784000000||||579
28|관광펜션업|03_11_02_P|3730000|CDFI3261092017000001|20170118|20170808|04|취소/말소/만료/정지/중지|33|지정취소||||||||울산광역시 울주군 서생면 대송리 212번지 |울산광역시 울주군 서생면 간절곶2길 14|45015|간절곶 팜 하우스 펜션|20170809101620|I|2018-08-31 23:59:59.0||414116.070819961    |209343.093235334    |관광펜션업||자연녹지지역|2||||다세대주택|2|0|||Palm house pension|TOURIST PENSION||||||||3765|||||||||3000000000||||3765
29|관광펜션업|03_11_02_P|3990000|CDFI3261092016000001|20161220||01|영업/정상|13|영업중||||||||경기도 남양주시 오남읍 오남리 23-12번지 |경기도 남양주시 오남읍 팔현로 81|12037|(주)레이나 컴퍼니|20171018092558|I|2018-08-31 23:59:59.0||219535.920781038    |465834.340655339    |관광펜션업||||||||||||||||||||||||||||||||||
30|관광펜션업|03_11_02_P|3990000|CDFI3261092012000001|20120418||03|폐업|03|폐업|20180705||||||472851|경기도 남양주시 수동면 지둔리 48-7번지 |경기도 남양주시 수동면 비룡로수자1길 61-8|12028|안다미로|20180706085754|I|2018-08-31 23:59:59.0||227071.894555526    |467874.281864485    |관광펜션업||주거지역|2||||||||||||||||||160.67|||||||||||||161
31|관광펜션업|03_11_02_P|4050000|CDFI3261092018000001|20180123||01|영업/정상|13|영업중||||||||경기도 용인시 처인구 포곡읍 전대리 191-33번지 |경기도 용인시 처인구 포곡읍 전대로78번길 14-7|17023|에버오렌지펜션|20180214135813|I|2018-08-31 23:59:59.0||219265.3251168      |420491.763034873    |관광펜션업||전용주거지역||주택가주변||2층 4객실|단독주택||||||||||||||227.85|||||||||||||228
32|관광펜션업|03_11_02_P|4060000|CDFI3261092018000001|20181213||01|영업/정상|13|영업중||||||||경기도 파주시 탄현면 축현리 137-1번지 |"경기도 파주시 탄현면 웅지로110번길 68, 2층"|10846|테라카페테라펜션|20181213182613|I|2018-12-15 02:20:16.0||176561.884340336    |479072.391537289    |관광펜션업||||||||||||||||||||||||||||||||||
33|관광펜션업|03_11_02_P|4060000|CDFI3261092016000001|20160314||03|폐업|03|폐업|20180126|||||||경기도 파주시 파평면 율곡리 307-1번지 |경기도 파주시 파평면 장승배기로198번길 83-15|10809|원프레임|20180126161545|I|2018-08-31 23:59:59.0||184162.343405854    |486655.142048081    |관광펜션업||||||||||||||||||||||||||||||||||
34|관광펜션업|03_11_02_P|4060000|CDFI3261092009000001|20090907||01|영업/정상|13|영업중|||||031-958-0029||413876|경기도 파주시 법원읍 법원리 140-2번지 |경기도 파주시 법원읍 초리골길 280|10826|초호쉼터|20130621141643|I|2018-08-31 23:59:59.0||190840.122750537    |483817.273730371    |관광펜션업||관리지역|||||숙박시설|||||||||||||||||||||||||||
35|관광펜션업|03_11_02_P|4090000|CDFI3261092018000001|20180328||01|영업/정상|13|영업중|||||031-985-4312|||경기도 김포시 월곶면 성동리 169-1번지 |경기도 김포시 월곶면 문수산로 174-25|10000|문수산 펜션|20180328140612|I|2018-08-31 23:59:59.0||158757.697762705    |471472.74949974     |관광펜션업||||||||||||||||||||||||||||||||||
36|관광펜션업|03_11_02_P|4140000|CDFI3261092010000001|20100721||01|영업/정상|13|영업중|||||031-833-3322|||경기도 연천군 왕징면 북삼리 225-7번지 |경기도 연천군 왕징면 북삼로20번길 102|11042|클럽 플로라|20151208144009|I|2018-08-31 23:59:59.0||200197.399863376    |509360.829366159    |관광펜션업|||2|기타|||숙박시설|||||Club Flora|Tourismt Pension||||||||931.3|||||||||||||931
37|관광펜션업|03_11_02_P|4160000|CDFI3261092017000001|20170309||01|영업/정상|13|영업중|||||031-581-8188|||경기도 가평군 가평읍 두밀리 129-1번지 |경기도 가평군 가평읍 태봉두밀로406번길 153-80|12425|유기원|20190121111448|U|2019-01-23 02:40:00.0||239027.637824228    |480246.81882233     |관광펜션업|||2||||숙박시설|2|||||||||||||1963|||||||||100000000||||1963
38|관광펜션업|03_11_02_P|4160000|CDFI3261092019000001|20190516||01|영업/정상|13|영업중||||||||경기도 가평군 청평면 대성리 428-23번지 |"경기도 가평군 청평면 남이터길 54-12 (54-13, 54-20)"|12457|라스블랑카스|20190517092814|I|2019-05-19 02:20:50.0||232704.737708016    |465290.087171196    |관광펜션업|||2||||||||||||||||||464.65|||||||||550000000||||465
39|관광펜션업|03_11_02_P|4160000|CDFI3261092005000001|20050817||01|영업/정상|13|영업중|||||031-584-6663||477811|경기도 가평군 청평면 호명리 339-6번지 |경기도 가평군 청평면 호반로 752|12455|메종드발리 관광펜션|20131116105851|I|2018-08-31 23:59:59.0||241118.023815752    |467465.408400112    |관광펜션업|관광사업|자연녹지지역|4|기타|||숙박시설|3|1||||||||||||565.55|||||||||||||566
40|관광펜션업|03_11_02_P|4160000|CDFI3261092006000001|20061016||01|영업/정상|13|영업중|||||584-9170||477811|경기도 가평군 청평면 고성리 717번지 |경기도 가평군 청평면 양진길 25|12456|캐슬레이크펜션|20131112153127|I|2018-08-31 23:59:59.0||242743.101311366    |468282.535733572    |관광펜션업|관광사업|관리지역|4|기타|||호텔|1|3||||||||||||848.68|||||||||2000000000||||849
41|관광펜션업|03_11_02_P|4160000|CDFI3261092009000001|20090506||03|폐업|03|폐업|20180614||||031-581-1212||477842|경기도 가평군 북면 백둔리 342-2번지 |경기도 가평군 북면 백둔로 379|12406|백둔관광펜션|20180615104142|I|2018-08-31 23:59:59.0||240991.205616999    |488920.669253536    |관광펜션업||관리지역|2|기타|||다가구용 주택(공동주택적용)|2|||||||||||||148.25|||||||||200000000||||148
42|관광펜션업|03_11_02_P|4160000|CDFI3261092009000002|20090506||03|폐업|03|폐업|20180614||||||477842|경기도 가평군 북면 백둔리 342-3번지 |경기도 가평군 북면 백둔로 379|12406|노팅힐|20180615104156|I|2018-08-31 23:59:59.0||240985.728662149    |488903.893238856    |관광펜션업||관리지역|2|기타|||다가구용 주택(공동주택적용)|2|||||||||||||149.42|||||||||200000000||||149
43|관광펜션업|03_11_02_P|4160000|CDFI3261092010000001|20100311||03|폐업|03|폐업|20150715||||031-581-6213||477803|경기도 가평군 가평읍 산유리 48-1번지 |경기도 가평군 가평읍 호반로 1698-59|477803|히어앤나우펜션|20150821145237|I|2018-08-31 23:59:59.0||245301.912405495    |471540.3450035      |관광펜션업|||3||||기타|3|||||||||||||396.85|||||||||||||397
44|관광펜션업|03_11_02_P|4160000|CDFI3261092010000002|20100805||01|영업/정상|13|영업중|||||031-585-7027|||경기도 가평군 조종면 상판리 147번지 |경기도 가평군 조종면 명지산로 337-251|12431|그린듯이 아름다운 펜션|20180411113711|I|2018-08-31 23:59:59.0||233403.335334228    |489666.826738727    |관광펜션업|||2|||||2|||||||||||||652.75|||||||||||||653
45|관광펜션업|03_11_02_P|4160000|CDFI3261092010000003|20101119||03|폐업|03|폐업|20170919||||031-582-8122||477842|경기도 가평군 북면 백둔리 45-5번지 |경기도 가평군 북면 백둔로 61-58|12406|연인산 밸리|20170919183900|I|2018-08-31 23:59:59.0||243494.065555532    |488375.173769963    |관광펜션업|||2|||||2|||||||||||||669.61|||||||||||||670
46|관광펜션업|03_11_02_P|4160000|CDFI3261092012000001|20120904||01|영업/정상|13|영업중|||||031-581-8346||477814|경기도 가평군 청평면 상천리 129번지 4동 2층 |경기도 가평군 청평면 상천고갯길 149-33|12449|숲향|20190121111417|U|2019-01-23 02:40:00.0||240977.444286251    |476609.888425427    |관광펜션업|||2|||||2|||||||||||||536.6|||||||||||||537
47|관광펜션업|03_11_02_P|4160000|CDFI3261092012000002|20120928||03|폐업|03|폐업|20170125||||||477812|경기도 가평군 청평면 대성리 402-1번지 외1필지 |경기도 가평군 청평면 모꼬지로 90|12457|실로암펜션|20170125180558|I|2018-08-31 23:59:59.0||232664.963187794    |464814.279162626    |관광펜션업||관리지역|3|기타|||숙박시설|3|0||||||||||||396.72|||||||||50000000||||397
48|관광펜션업|03_11_02_P|4160000|CDFI3261092018000002|20180723||01|영업/정상|13|영업중||||||||경기도 가평군 청평면 고성리 720-2번지 |경기도 가평군 청평면 양진길 28-18|12456|로뎀나무|20190121111556|U|2019-01-23 02:40:00.0||242841.959191454    |468347.926926464    |관광펜션업||||||||||||||||||||||||||||||||||
49|관광펜션업|03_11_02_P|4160000|CDFI3261092018000001|20180119||01|영업/정상|13|영업중|||||031-585-0634|||경기도 가평군 설악면 가일리 226-5번지 |"경기도 가평군 설악면 유명산길 108, 옹달샘펜션"|12473|옹달샘펜션|20190121111524|U|2019-01-23 02:40:00.0||243087.700303906    |454641.451101134    |관광펜션업||||||||||||||||||||||||||||||||||
50|관광펜션업|03_11_02_P|4160000|CDFI3261092017000002|20170914||01|영업/정상|13|영업중||||||||경기도 가평군 청평면 호명리 339-3번지 |경기도 가평군 청평면 호반로 764 (송강펜션)|12455|르푸앙|20170914165333|I|2018-08-31 23:59:59.0||241257.18135305     |467424.726023182    |관광펜션업|||||||||||||||||||||133.37|||||||||||||133
51|관광펜션업|03_11_02_P|4160000|CDFI3261092014000002|20140616||03|폐업|03|폐업|20170907||||||477812|경기도 가평군 청평면 대성리 422-2번지 |경기도 가평군 청평면 남이터길 29-25|12457|꿈에그린리조트|20170907190525|I|2018-08-31 23:59:59.0||232568.394929638    |465155.818610576    |관광펜션업|||2||||숙박시설|2|||||||||||||364|||||||||250000000||||364
52|관광펜션업|03_11_02_P|4160000|CDFI3261092014000001|20140204||03|폐업|03|폐업|20170913||||||477812|경기도 가평군 청평면 대성리 413-3번지 |경기도 가평군 청평면 남이터길 7|12457|솔거펜션|20170913110728|I|2018-08-31 23:59:59.0||232580.709825947    |464893.803372885    |관광펜션업|||2|||||||||Solger Pension|Tourist Pension||||||||271.07|||||||||||||271
53|관광펜션업|03_11_02_P|4160000|CDFI3261092012000004|20121210||03|폐업|03|폐업|20170914||||||477833|경기도 가평군 하면 하판리 417-10번지 |경기도 가평군 하면 운악청계로589번길 55-209|477833|가평펠리체|20170914151723|I|2018-08-31 23:59:59.0||||관광펜션업|||||||숙박시설|2|||||||||||||428.45|||||||||70000000||||428
54|관광펜션업|03_11_02_P|4160000|CDFI3261092012000003|20121011||01|영업/정상|13|영업중|||||031-585-7959||477854|경기도 가평군 설악면 회곡리 247-1번지 |경기도 가평군 설악면 유명로 2108|12459|아르노펜션|20121011100530|I|2018-08-31 23:59:59.0||240505.887588321    |465926.344528178    |관광펜션업||관리지역|2|기타|||다가구용 주택(공동주택적용)|2||||Arno pension|Tourism Pension||||||||229.67|||||||||500000000||||230
55|관광펜션업|03_11_02_P|4170000|CDFI3261092005000002|20050617||01|영업/정상|13|영업중|||||031-772-7991||476801|경기도 양평군 양평읍 백안리 17-32번지 |경기도 양평군 양평읍 백안3리길 112-11||캐시미어힐 관광펜션|20120319161532|I|2018-08-31 23:59:59.0||246598.197496837    |445476.119498327    |관광펜션업||관리지역|3|기타|||단독주택|2|1|||Cashmerehill Pension|Tourist Pension||||||||198.87|||||||||||||199
56|관광펜션업|03_11_02_P|4170000|CDFI3261092011000001|20110221||01|영업/정상|13|영업중|||||031-774-1776||476921|경기도 양평군 강하면 왕창리 298-1번지 |경기도 양평군 강하면 강하1로 46||꿈이 익는 농장 펜션|20110221103816|I|2018-08-31 23:59:59.0||235030.49998452     |442424.080442063    |관광펜션업||관리지역|2|기타|||단독주택|2|0|||Gumiignunnongjang Pension|Tourist Pension||||||||263.74|||||||||||||264
57|관광펜션업|03_11_02_P|4170000|CDFI3261092010000001|20100604||01|영업/정상|13|영업중|||||031-774-4264||476852|경기도 양평군 단월면 산음리 859-1번지 |경기도 양평군 단월면 고북길 245||아띠울(Attiwool)펜션|20100604174626|I|2018-08-31 23:59:59.0||251726.120989786    |454455.235475758    |관광펜션업|||2||||숙박시설|2|||||||||||||228.82|||||||||||||229
58|관광펜션업|03_11_02_P|4170000|CDFI3261092004000001|20041029||01|영업/정상|13|영업중|||||031-774-3000||476808|경기도 양평군 양평읍 백안리 17-2번지 |경기도 양평군 양평읍 삼산길 130-13|12547|양평밸리|20140129133221|I|2018-08-31 23:59:59.0||246555.314265912    |445347.636034301    |관광펜션업||근린상업지역|1|기타|||숙박시설|1|||||||||||||763.7|||||||||||||764
59|관광펜션업|03_11_02_P|4170000|CDFI3261092005000001|20050428||01|영업/정상|13|영업중|||||031-775-3907||476851|경기도 양평군 단월면 덕수리 370번지 |경기도 양평군 단월면 상가마길1번길 16||우리벨리펜션|20110601100149|I|2018-08-31 23:59:59.0||259485.781043334    |450700.406843847    |관광펜션업|관광사업|관리지역|2|기타||||2|||||||||||||214.53|||||||||400000000||||215
60|관광펜션업|03_11_02_P|4170000|CDFI3261092012000001|20121212||01|영업/정상|13|영업중|||||031-773-2210||476851|경기도 양평군 단월면 부안리 |경기도 양평군 단월면 대부록길 37|12528|생각속의 집|20121212140327|I|2018-08-31 23:59:59.0||260127.54194486     |453346.664684382    |관광펜션업||관리지역|2|기타|||다가구용 주택(공동주택적용)|2||||House of the mind Pension|Tourist Pension||||||||682.09|||||||||3000000000||||682
61|관광펜션업|03_11_02_P|4170000|CDFI3261092016000001|20160420||01|영업/정상|13|영업중|||||031-773-0737|||경기도 양평군 강상면 병산리 881-2번지 |경기도 양평군 강상면 백병길 117|12571|도반|20160420175731|I|2018-08-31 23:59:59.0||239496.520871521    |442709.846463993    |관광펜션업||관리지역|1|기타|||단독주택|1|1||||||||||||194.92|||||||||||||195
62|관광펜션업|03_11_02_P|4170000|CDFI3261092009000001|20091224||01|영업/정상|13|영업중|||||031-775-2175||476801|경기도 양평군 양평읍 백안리 30번지 |경기도 양평군 양평읍 백안3리길 90-12||코리아 뮤직파크|20110601101233|I|2018-08-31 23:59:59.0||246362.572773879    |445173.836987371    |관광펜션업||관리지역|1|주택가주변|||숙박시설|1|||||||||||||232.74|||||||||||||233
63|관광펜션업|03_11_02_P|4180000|CDFI3261092010000001|20100803||03|폐업|03|폐업|20171027||||||200911|강원도 춘천시 남산면 창촌리 86-4번지 |강원도 춘천시 남산면 보매기1길 62-14||여우그늘관광펜션|20180118113041|I|2018-08-31 23:59:59.0||256553.977425028    |476601.109892398    |관광펜션업||관리지역|3|기타|||숙박시설|3||||YEUGEUNEUL TOUR PENSION|TOUR PENSION AGENCY||||||||575.09|||||||||1000000000||||575
64|관광펜션업|03_11_02_P|4180000|CDFI3261092014000001|20141020||03|폐업|03|폐업|20171116||||||200914|강원도 춘천시 남산면 서천리 319번지 |강원도 춘천시 남산면 서천길 117|24464|쏠리오|20180118113115|I|2018-08-31 23:59:59.0||247650.420128352    |482561.620004772    |관광펜션업||관리지역|3||||단독주택|3|1||||||||||||571.3|||||||||||||571
65|관광펜션업|03_11_02_P|4190000|CDFI3261092008000001|20080801||01|영업/정상|13|영업중|||||033-742-4455||220824|강원도 원주시 지정면 판대리 370-26번지 |강원도 원주시 지정면 구재로 40-13|26357|자작나무숲펜션|20140128163526|I|2018-08-31 23:59:59.0||269951.792742982    |432465.089403268    |관광펜션업|관광사업||3||||||||||||||||||218.45|||||||||1200000000||||218
