번호|개방서비스명|개방서비스ID|개방자치단체코드|관리번호|인허가일자|인허가취소일자|영업상태구분코드|영업상태명|상세영업상태코드|상세영업상태명|폐업일자|휴업시작일자|휴업종료일자|재개업일자|소재지전화|소재지면적|소재지우편번호|소재지전체주소|도로명전체주소|도로명우편번호|사업장명|최종수정시점|데이터갱신구분|데이터갱신일자|업태구분명|좌표정보(X)|좌표정보(Y)|문화체육업종명|문화사업자구분명|지역구분명|총층수|주변환경명|제작취급품목내용|보험기관명|건물용도명|지상층수|지하층수|객실수|건축연면적|영문상호명|영문상호주소|선박총톤수|선박척수|선박제원|무대면적|좌석수|기념품종류|회의실별동시수용인원|시설면적|놀이기구수내역|놀이시설수|방송시설유무|발전시설유무|의무실유무|안내소유무|기획여행보험시작일자|기획여행보험종료일자|자본금|보험시작일자|보험종료일자|부대시설내역|시설규모
20|관광숙박업|03_11_01_P|3000000|CDFI2260032018000004|20180705||01|영업/정상|13|영업중|||||027303455|||서울특별시 종로구 관훈동 198-11번지 호텔 썬비 |"서울특별시 종로구 인사동7길 26, 호텔 썬비 (관훈동)"|03149|호텔 썬비|20180705164445|I|2018-08-31 23:59:59.0||198586.86523867     |452307.07147577     |관광숙박업||일반상업지역|10|기타||(주)KB손해보험|호텔|9|1|42|2071|Hotel Sunbee|Tourist Accommodation Business||||||||2070.85|||||||||100000000||||2071
21|관광숙박업|03_11_01_P|3000000|CDFI2260032018000003|20180618||01|영업/정상|13|영업중||||||||서울특별시 종로구 익선동 24번지 |서울특별시 종로구 삼일대로32길 46 (익선동)|03132|JONGRO ALICE|20180618185404|I|2018-08-31 23:59:59.0||199003.460155451    |452574.992954032    |관광숙박업||일반상업지역|5|학교정화(상대)|||숙박시설|5||8|278|JONGRO ALICE|Tourist Accommodation Business||||||||278.43|||||||||100000000||||278
22|관광숙박업|03_11_01_P|3000000|CDFI2260032018000002|20180611||01|영업/정상|13|영업중|||||027386100|||서울특별시 종로구 인사동 34-2번지 |서울특별시 종로구 인사동길 20-9 (인사동)|03163|호텔쿠레타케소|20180611104239|I|2018-08-31 23:59:59.0||198797.815432789    |452231.193562946    |관광숙박업||일반상업지역|16|기타|||호텔|13|3|127|4543|HOTEL KURETAKESO|Tourist Accommodation Business||||||||4543.43|||||||||100000000||||4543
23|관광숙박업|03_11_01_P|3000000|CDFI2260032014000001|20140109||03|폐업|03|폐업|20160215||||02-2174-6500||110891|서울특별시 종로구 인의동 48-26번지 |서울특별시 종로구 창경궁로 106 (인의동)|03130|라마다 서울 종로|20160215180230|I|2018-08-31 23:59:59.0||199764.69151091     |452177.255224359    |관광숙박업|||12||||숙박시설|12|5|139|9968|Ramada Seoul Jongno|Tourist Accommodation Business||||||||9968.21|||||||||500000000||||9968
24|관광숙박업|03_11_01_P|3000000|CDFI2260032013000008|20131230||01|영업/정상|13|영업중|||||02-2262-0219||110126|서울특별시 종로구 종로6가 289-3번지 |서울특별시 종로구 청계천로 279 (종로6가)|03198|(주) 동승 JW메리어트 동대문 스퀘어 서울|20170718101732|I|2018-08-31 23:59:59.0||200717.7490316      |452011.865092338    |관광숙박업|||10||||숙박시설|10|6|170|41731|JW Marriott Dongdaemun Square Seoul(DONGSUNG Co.Ltd)|Tourist Accommodation Business||||||||41730|||||||||20200000000||||41730
25|관광숙박업|03_11_01_P|3000000|CDFI2260032013000007|20130925||01|영업/정상|13|영업중|||||02-6730-1131||110340|서울특별시 종로구 익선동 34-8번지 호텔 이비스앰배서더 인사동 |"서울특별시 종로구 삼일대로30길 31 (익선동, 호텔 이비스앰배서더 인사동)"|03132|호텔 이비스앰배서더 인사동|20161207112420|I|2018-08-31 23:59:59.0||198977.911015975    |452460.663046516    |관광숙박업||상업지역|10||||호텔|10|2|363|14346|ibis Ambassador  Seoul Insadong|Tourist Accommodation Business||||||||14346.3|||||||||18000000000||||14346
26|관광숙박업|03_11_01_P|3000000|CDFI2260032013000006|20130523||01|영업/정상|13|영업중|||||||110360|서울특별시 종로구 와룡동 140번지 |서울특별시 종로구 돈화문로 85 (와룡동)|03131|호스텔코리아|20180104151211|I|2018-08-31 23:59:59.0||199074.670635062    |452648.894407231    |관광숙박업||일반상업지역|5|학교정화(상대)|||숙박시설|5|1|30|1482|HOSTELKOREA|Tourist Accommodation Business(Hostel)||||||||1481|||||||||994380000||||1481
27|관광숙박업|03_11_01_P|3000000|CDFI2260032013000005|20130512||01|영업/정상|13|영업중|||||070-8958-0505||110340|서울특별시 종로구 익선동 89번지 |서울특별시 종로구 삼일대로32가길 38 (익선동)|03132|Fortune HOSTEL|20180412170342|I|2018-08-31 23:59:59.0||199022.300982384    |452472.976006603    |관광숙박업||일반상업지역|9|학교정화(상대)|||숙박시설|9|1|18|548|Fortune HOSTEL|Tourist Accommodation Business(Hostel)||||||||547|||||||||220000000||||547
28|관광숙박업|03_11_01_P|3000000|CDFI2260032013000004|20130503||01|영업/정상|13|영업중|||||"742-4025, 4030"||110350|서울특별시 종로구 운니동 19번지 |서울특별시 종로구 율곡로6길 13-3 (운니동)|03131|노블관광호텔|20171127134544|I|2018-08-31 23:59:59.0||199016.856080944    |452710.006795455    |관광숙박업||일반상업지역|5|학교정화(상대)|||숙박시설|5|1|34|1229|Noble Tourist Hotel|Tourist Accommodation Business||||||||1228.72|||||||||||||1229
29|관광숙박업|03_11_01_P|3000000|CDFI2260032013000003|20130408||01|영업/정상|13|영업중|||||02-744-6844||110360|서울특별시 종로구 와룡동 68번지 |서울특별시 종로구 돈화문로 66 (와룡동)|03134|Hostel Tommy 호스텔 토미|20180109152056|I|2018-08-31 23:59:59.0||199153.425066203    |452459.177175342    |관광숙박업||일반상업지역|4|기타|||숙박시설|4|0|21|469|Hostel Tommy|Tourist Accommodation Business(Hostel)||||||||234.71|||||||||300000000||||235
30|관광숙박업|03_11_01_P|3000000|CDFI2260032015000004|20150930||01|영업/정상|13|영업중|||||02  60305000|||서울특별시 종로구 당주동 29번지 |서울특별시 종로구 새문안로 97 (당주동)|03183|포시즌스 호텔 서울|20180117092022|I|2018-08-31 23:59:59.0||197764              |452030              |관광숙박업|||32||||호텔|25|7|317||Fourseasons Hotel Seoul|Tourist Accomodation Business||||||||67264.89|||||||||3889000000||||67265
31|관광숙박업|03_11_01_P|3000000|CDFI2260032015000003|20150420||01|영업/정상|13|영업중|||||02-733-5600||110170|서울특별시 종로구 견지동 21번지 |"서울특별시 종로구 율곡로4길 11-3, 1층 (견지동)"|03144|아름호스텔|20180111133123|I|2018-08-31 23:59:59.0||198354.893145135    |452526.073191496    |관광숙박업|||1|||||1||6||AROOM HOSTEL|Tourist Accomodation Business||||||||79|||||||||20000000||||79
32|관광숙박업|03_11_01_P|3000000|CDFI2260032012000002|20120928||01|영업/정상|13|영업중|||||2139-8223||110170|서울특별시 종로구 견지동 65-1번지 |서울특별시 종로구 우정국로 46 (견지동)|03145|(주)아워홈 아벤트리호텔 종로점|20170906134128|I|2018-08-31 23:59:59.0||198469.85451949     |452315.746209246    |관광숙박업||일반상업지역|11|기타|||호텔|11|1|155||AVENTREE HOTEL JONGNO|Tourist Accommodation Business||||||||6086.66|||||||||||||6087
33|관광숙박업|03_11_01_P|3000000|CDFI2260032015000005|20151022||03|폐업|03|폐업|20181031||||02-3675-7885|||서울특별시 종로구 봉익동 10-1번지 디아망빌딩 |"서울특별시 종로구 율곡로10길 105, 5층 (봉익동, 디아망 쥬얼리)"|03134|24 게스트하우스 종로3가|20190108153557|U|2019-01-10 02:40:00.0||199243.960959498    |452293.899531079    |관광숙박업|||||||숙박시설|5||16||24guesthouse Jongno3ga Station|Tourist Accommodation Business||||||||247.13|||||||||||||247
34|관광숙박업|03_11_01_P|3000000|CDFI2260032012000004|20121127||03|폐업|03|폐업|20161101||||||110360|서울특별시 종로구 와룡동 21번지 |서울특별시 종로구 율곡로10길 12 (와룡동)|03134|Stay in GAM|20161104181131|I|2018-08-31 23:59:59.0||199119.675907849    |452732.545380767    |관광숙박업||상업지역|5|학교정화(상대)|||근린생활시설|5|1|15|888|Stay in GAM|Tourist Accommodation Business||||||||423.76|||||||||500000000||||424
35|관광숙박업|03_11_01_P|3000000|CDFI2260032012000003|20121109||01|영업/정상|13|영업중|||||2127-1903||110704|서울특별시 종로구 관훈동 198-42번지 |서울특별시 종로구 인사동5길 38 (관훈동)|03149|센터마크호텔|20171208110853|I|2018-08-31 23:59:59.0||198534.549198735    |452256.166993396    |관광숙박업||상업지역|14|학교정화(상대)|||숙박시설|14|4|250||CenterMark Hotel|Tourist Accommodation Business||||||||15679.42|||||||||10000000000||||15679
36|관광숙박업|03_11_01_P|3000000|CDFI2260032012000001|20120404||01|영업/정상|13|영업중|||||2260-6300||110420|서울특별시 종로구 관수동 124번지 외1 |서울특별시 종로구 청계천로 117 (관수동)|03192|호텔베뉴지|20160215173553|I|2018-08-31 23:59:59.0||199121.144814384    |451827.704774757    |관광숙박업|||12|||||12|1|163|6629|Hotel Venueg|Tourist Accommodation Business||||||||6629.01|||||||||100000000||||6629
37|관광숙박업|03_11_01_P|3000000|CDFI2260032007000001|20070904||01|영업/정상|13|영업중|||||02-6262-8282||110320|서울특별시 종로구 낙원동 272번지 |서울특별시 종로구 인사동4길 18 (낙원동)|03163|오라카이 인사동 스위츠|20161214133634|I|2018-08-31 23:59:59.0||198811.497417806    |452301.907780717    |관광숙박업|관광사업|일반상업지역|30|학교정화(상대)|||호텔|24|6|213||Orakai Insadong Suites|Family Hotel Business||||||||45510.23|||||||||20300000000||||45510
38|관광숙박업|03_11_01_P|3000000|CDFI2260032003000002|20031210||03|폐업|03|폐업|20120830||||02-763-3233||110450|서울특별시 종로구 원남동 36번지 |서울특별시 종로구 율곡로 176  (원남동)||비원관광호텔|20120905092714|I|2018-08-31 23:59:59.0||199775.901529928    |452592.4422331      |관광숙박업|관광사업||15|||||13|2|||||||||||||||||||||||||
39|관광숙박업|03_11_01_P|3000000|CDFI2260032003000001|20030711||03|폐업|03|폐업|20051230||||02-2287-6070||110846|서울특별시 종로구 평창동 108-2번지 |||(주)올림피아스위트|20051230180629|I|2018-08-31 23:59:59.0||197949.002174181    |456478.436790904    |관광숙박업|관광사업|||||||||||||||||||||||||||||||||
40|관광숙박업|03_11_01_P|3000000|CDFI2260031990000001|19900402||01|영업/정상|13|영업중|||||02-379-0520|||서울특별시 종로구 평창동 66-50번지 |"서울특별시 종로구 평창문화로 136 (평창동, 킴스관광호텔)"|03010|동화킴스관광호텔|20160927105600|I|2018-08-31 23:59:59.0||197733.39181877     |456346.84737021     |관광숙박업|관광사업||6|||||4|2|51|||||||||||3170.38|||||||||||||3170
41|관광숙박업|03_11_01_P|3000000|CDFI2260031980000001|19800401||01|영업/정상|13|영업중|||||02-3676-8000|||서울특별시 종로구 낙원동 25번지 |"서울특별시 종로구 삼일대로30길 9 (낙원동, 종로 크라운 호텔)"|03132|종로크라운|20170118165944|I|2018-08-31 23:59:59.0||198886.944446027    |452419.42955676     |관광숙박업|관광사업||10|||||8|2|80||Jongno Crown|Tourist Accommodation Business||||||||4285.76|||||||||||||4286
42|관광숙박업|03_11_01_P|3000000|CDFI2260031974000001|19740401||03|폐업|03|폐업|20080104||||02-735-9001||110130|서울특별시 종로구 청진동 92번지 |||서울|20080104142913|I|2018-08-31 23:59:59.0||||관광숙박업|관광사업||10|||||8|2||||||||||||5358.27|||||||||||||5358
43|관광숙박업|03_11_01_P|3000000|CDFI2260032014000002|20140122||01|영업/정상|13|영업중|||||"070-8146-1410,1400"||110836|서울특별시 종로구 종로5가 314-7번지 7층 |"서울특별시 종로구 청계천로 229, 7층 (종로5가)"|03196|미오하우스|20171127135141|I|2018-08-31 23:59:59.0||200199.528812856    |451980.604036907    |관광숙박업||||||||7||10|400|mmmio house|Tourist Accommodation Business||||||||400.25|||||||||||||400
44|관광숙박업|03_11_01_P|3000000|CDFI2260032013000002|20130213||01|영업/정상|13|영업중|||||744-4647||110340|서울특별시 종로구 익선동 46번지 |서울특별시 종로구 삼일대로32가길 33 (익선동)|03132|호텔 다다-익선(Hotel DADA-IKSeon)|20190212173547|U|2019-02-14 02:40:00.0||199006.378605147    |452484.083300535    |관광숙박업||일반상업지역|9|학교정화(상대)|||숙박시설|9|1|37|956|Hotel DADA-IKSeon|Tourist Accommodation Business(Hostel)||||||||956|||||||||300000000||||956
45|관광숙박업|03_11_01_P|3000000|CDFI2260032013000001|20130125||01|영업/정상|13|영업중|||||766-3438|||서울특별시 종로구 익선동 33-24번지 |서울특별시 종로구 삼일대로32가길 20 (익선동)|03132|ICON|20190430110902|U|2019-05-02 02:40:00.0||198951.339009067    |452506.320099222    |관광숙박업||일반상업지역|10|기타|||근린생활시설|9|1|28|861|ICON|Tourist Accommodation Business||||||||860.92|||||||||85000000||||861
46|관광숙박업|03_11_01_P|3000000|CDFI2260032016000004|20160315||01|영업/정상|13|영업중|||||02  732 1101|||"서울특별시 종로구 관철동 43-8번지 11,12층 "|"서울특별시 종로구 청계천로 61, 11,12층 (관철동, 관철동 빌딩)"|03189|호스텔 하루|20171220194140|I|2018-08-31 23:59:59.0||198545.22241783     |451854.820889784    |관광숙박업||일반상업지역|2|유흥업소밀집지역|||숙박시설||0|13|407|Hostel Haru|Tourist Accomodation Business||||||||406.93|||||||||500000000||||407
47|관광숙박업|03_11_01_P|3000000|CDFI2260032016000001|20160127||01|영업/정상|13|영업중|||||02  745 1986|||"서울특별시 종로구 창신동 329-18번지 2,3층 "|"서울특별시 종로구 종로54길 9-10, 2,3층 (창신동)"|03121|서울달빛|20171127135605|I|2018-08-31 23:59:59.0||201214.620228217    |452180.406567952    |관광숙박업|||2||||숙박시설|3||19|385|Seouldalbit|Tourist Accomodation Business||||||||385.19|||||||||150000000||||385
48|관광숙박업|03_11_01_P|3010000|CDFI2260032017000002|20170213||01|영업/정상|13|영업중|||||02-774-1212|||서울특별시 중구 남산동2가 36-6번지 |서울특별시 중구 소공로6길 29 (남산동2가)|04631|24게스트하우스 남산점|20181227164954|U|2018-12-29 02:40:00.0||198584.404622916    |450706.008067198    |관광숙박업||일반주거지역|5|학교정화(상대)|||숙박시설|2||11||24Guesthouse Seoul Namsan|Hostel||||||||386|||||||||||||386
49|관광숙박업|03_11_01_P|3010000|CDFI2260032017000001|20170112||01|영업/정상|13|영업중||||||||서울특별시 중구 명동2가 104번지 |서울특별시 중구 남대문로 56 (명동2가)|04535|알로프트서울명동호텔|20190122094021|U|2019-01-24 02:40:00.0||198333.33582458     |451110.784887572    |관광숙박업||||||||20|5|||Aloft Seoul Myeongdong Hotel|Tourist Hotel||||||||12964.45|||||||||||||12964
50|관광숙박업|03_11_01_P|3010000|CDFI2260032016000016|20161214||01|영업/정상|13|영업중||||||||서울특별시 중구 광희동2가 43-1번지 3~6층 |"서울특별시 중구 퇴계로 329, 3~6층 (광희동2가)"|04565|필스테이 동국대점|20190627174917|U|2019-06-29 02:40:00.0||200647.159357664    |451357.621131056    |관광숙박업||||||||||||PHILSTAY DONGGUK Univ.|Hostel||||||||313.28|||||||||||||313
51|관광숙박업|03_11_01_P|3010000|CDFI2260032016000015|20161110||01|영업/정상|13|영업중||||||||서울특별시 중구 다동 130번지 |서울특별시 중구 다동길 30 (다동)|04522|에이퍼스트호텔명동|20161110094325|I|2018-08-31 23:59:59.0||198260.880732247    |451708.909162308    |관광숙박업||||||||||||A FIRST HOTEL MYEONGDONG|Tourist Hotel||||||||6313.74|||||||||||||6314
52|관광숙박업|03_11_01_P|3010000|CDFI2260032016000014|20161020||01|영업/정상|13|영업중||||||||서울특별시 중구 을지로2가 195-8번지 |"서울특별시 중구 명동9길 22 (을지로2가, 호텔스카이파크 2)"|04538|호텔스카이파크명동Ⅱ|20161104175413|I|2018-08-31 23:59:59.0||198609.654267051    |451404.404906149    |관광숙박업||||||||15|10|||HOTEL SKYPARK MYEONGDONG Ⅱ|TOURIST HOTEL||||||||7111.91|||||||||||||7112
53|관광숙박업|03_11_01_P|3010000|CDFI2260032016000013|20160714||01|영업/정상|13|영업중||||||||서울특별시 중구 명동1가 59-1번지 |"서울특별시 중구 명동7길 13 (명동1가, 명동증권빌딩)"|04534|호텔 28|20160714161308|I|2018-08-31 23:59:59.0||198514.126767917    |451341.512309466    |관광숙박업||||||||||83||HOTEL TWENTY EIGHT|Tourist Hotel||||||||4668.84|||||||||||||4669
54|관광숙박업|03_11_01_P|3010000|CDFI2260032016000012|20160628||01|영업/정상|13|영업중||||||||서울특별시 중구 필동1가 10-6번지 |서울특별시 중구 퇴계로31길 9 (필동1가)|04554|베스틴 부띠크|20180228100620|I|2018-08-31 23:59:59.0||199238.837477244    |451039.792552027    |관광숙박업||||||||||19||Vestin Boutique|Hostel||||||||306.33|||||||||||||306
55|관광숙박업|03_11_01_P|3010000|CDFI2260031975000001|19751202||01|영업/정상|13|영업중|||||2270-3187||100855|서울특별시 중구 장충동2가 186-54번지 |서울특별시 중구 동호로 287 (장충동2가)||그랜드 앰버서더 서울|20150205142502|I|2018-08-31 23:59:59.0||200141.998469463    |450878.102981055    |관광숙박업|관광사업||||||||||||||||||||42433|||||||||||||42433
56|관광숙박업|03_11_01_P|3010000|CDFI2260031973000001|19731224||01|영업/정상|13|영업중|||||776-1811|||서울특별시 중구 충무로2가 61-3번지 |"서울특별시 중구 퇴계로 145 (충무로2가, 세종호텔)"|04537|세종호텔|20170331092502|I|2018-08-31 23:59:59.0||198866.36491721     |451021.050960516    |관광숙박업|관광사업|||||||||||SEJONG HOTEL|Tourist Hotel||||||||22928|||||||||||||22928
57|관광숙박업|03_11_01_P|3010000|CDFI2260032013000004|20130617||03|폐업|03|폐업|20140912||||2139-1000||100080|서울특별시 중구 북창동 93-37번지 |서울특별시 중구 남대문로5길 21 (북창동)|100080|신신호텔1|20140912132558|I|2018-08-31 23:59:59.0||198067.276635677    |451115.055200121    |관광숙박업||||||||11|2||||||||||||1233.29|||||||||110000000||||1233
58|관광숙박업|03_11_01_P|3010000|CDFI2260032013000003|20130610||01|영업/정상|13|영업중|||||6006-9157||100080|서울특별시 중구 북창동 17-1번지 |서울특별시 중구 세종대로16길 22 (북창동)|04526|호텔아로파|20190411170413|U|2019-04-13 02:40:00.0||197996.303190059    |451214.940443595    |관광숙박업|||14|||||11|3|127||HOTEL AROPA|Tourist Hotel||||||||5758.45|||||||||||||5758
