번호|개방서비스명|개방서비스ID|개방자치단체코드|관리번호|인허가일자|인허가취소일자|영업상태구분코드|영업상태명|상세영업상태코드|상세영업상태명|폐업일자|휴업시작일자|휴업종료일자|재개업일자|소재지전화|소재지면적|소재지우편번호|소재지전체주소|도로명전체주소|도로명우편번호|사업장명|최종수정시점|데이터갱신구분|데이터갱신일자|업태구분명|좌표정보(X)|좌표정보(Y)|문화체육업종명|문화사업자구분명|지역구분명|총층수|주변환경명|제작취급품목내용|보험기관명|건물용도명|지상층수|지하층수|객실수|건축연면적|영문상호명|영문상호주소|선박총톤수|선박척수|선박제원|무대면적|좌석수|기념품종류|회의실별동시수용인원|시설면적|놀이기구수내역|놀이시설수|방송시설유무|발전시설유무|의무실유무|안내소유무|기획여행보험시작일자|기획여행보험종료일자|자본금|보험시작일자|보험종료일자|부대시설내역|시설규모
11|일반야영장업|03_11_07_P|3130000|CDFI2262132015000001|20150504||01|영업/정상|13|영업중|||||02-300-5576||121270|서울특별시 마포구 상암동 478-1번지 |서울특별시 마포구 하늘공원로 108-1 (상암동)|03900|노을공원 가족캠핑장|20190118114716|U|2019-01-20 02:40:00.0||188821.62627565     |452533.065957761    |일반야영장업||||||||||||||||||||||||||||||||||
12|일반야영장업|03_11_07_P|3160000|CDFI2262132015000001|20150703||01|영업/정상|13|영업중|||||0002 8603086||152130|서울특별시 구로구 천왕동 230-1번지 일대 |||천왕근린공원|20150703184551|I|2018-11-26 13:44:42.0||||일반야영장업||||||||||||||||||||||||||||||||||
13|일반야영장업|03_11_07_P|3180000|CDFI2262132015000001|20150714||03|폐업|03|폐업|20150823||||070 40665975||150010|서울특별시 영등포구 여의도동 83-6번지 |||"2015 한강여름캠핑장(여의도,양화)"|20160121174848|I|2018-11-26 13:44:42.0||193249.499819026    |447795.437111319    |일반야영장업||||||||||||||||||||||||||||||100000000||||
14|일반야영장업|03_11_07_P|3180000|CDFI2262132018000001|20180713||03|폐업|03|폐업|20180827||||69598455|||서울특별시 영등포구 여의도동 83-6번지 |서울특별시 영등포구 여의서로 62 (여의도동)|07240|(주)한캠프|20180912125608|I|2018-11-26 13:44:42.0||193249.499819026    |447795.437111319    |일반야영장업||||||||||||||||||||||||||||||||||
15|일반야영장업|03_11_07_P|3180000|CDFI2262132017000001|20170717||03|폐업|03|폐업|20171130||||02  69598455|||서울특별시 영등포구 여의도동 84-9번지 |서울특별시 영등포구 여의서로 62 (여의도동)|07240|(주)한캠프|20171130164903|I|2018-11-26 13:44:42.0||193626.951304553    |447669.267978117    |일반야영장업|||||||||||||||||||||23670|||||||||||||23670
16|일반야영장업|03_11_07_P|3180000|CDFI2262132016000001|20160714||03|폐업|03|폐업|20160928|||||||서울특별시 영등포구 여의도동 83-6번지 |서울특별시 영등포구 여의서로 62 (여의도동)|07240|2016 한강여름캠핑장(여의도)|20160929111617|I|2018-11-26 13:44:42.0||193249.499819026    |447795.437111319    |일반야영장업||||||||||||||||||||||||||||||10000000||||
17|일반야영장업|03_11_07_P|3210000|CDFI2262132016000002|20160715||03|폐업|03|폐업|20160928|||||||서울특별시 서초구 잠원동 121번지 |"서울특별시 서초구 잠원로 221-124 (잠원동, 한강공원 잠원지구)"|06513|잠원캠핑장|20160928105105|I|2018-11-26 13:44:42.0||200753.815592237    |446314.687402426    |일반야영장업||||||||||||||||||||||||||||||||||
18|일반야영장업|03_11_07_P|3210000|CDFI2262132016000001|20160701||03|폐업|03|폐업|20160829||||02  578 7089|||서울특별시 서초구 양재동 236번지 |"서울특별시 서초구 매헌로 99 (양재동, 양재시민의숲)"|06773|시민의숲 임시캠핑장|20160907155731|I|2018-11-26 13:44:42.0||203093.373057701    |440988.316143937    |일반야영장업||||||||||||||||||||||||||||||||||
19|일반야영장업|03_11_07_P|3210000|CDFI2262132015000004|20151028||03|폐업|03|폐업|20151106||||02  579 7766|||서울특별시 서초구 잠원동 121-8번지 |"서울특별시 서초구 잠원로 221-124 (잠원동, 한강공원잠원안내센터)"|06513|(사)한국캠핑캐라바닝연맹|20151106165032|I|2018-11-26 13:44:42.0||201015.009715991    |446493.163455058    |일반야영장업||||||||||||||||||||||||||||||||||
20|일반야영장업|03_11_07_P|3210000|CDFI2262132015000003|20150720||03|폐업|03|폐업|20151001||||070 40665975||137030|서울특별시 서초구 잠원동 121번지 |"서울특별시 서초구 잠원로 221-124 (잠원동, 잠원한강공원 일대)"|06513|한강여름캠핑장|20151001181513|I|2018-11-26 13:44:42.0||200753.815592237    |446314.687402426    |일반야영장업|||||||||||||||||||||14147|||||||||||||14147
21|일반야영장업|03_11_07_P|3210000|CDFI2262132015000002|20150703||03|폐업|03|폐업|20150930||||21556861||137132|서울특별시 서초구 양재동 200번지 |서울특별시 서초구 바우뫼로12길 40 (양재동)|06769|문화예술공원 캠핑장|20150930162819|I|2018-11-26 13:44:42.0||202682.151815177    |440677.067208734    |일반야영장업||자연녹지지역||기타|||||||||||||||||4157|||||||||||||4157
22|일반야영장업|03_11_07_P|3210000|CDFI2262132015000001|20150702||03|폐업|03|폐업|20151001||||02  578 7089||137132|서울특별시 서초구 양재동 236번지 |서울특별시 서초구 매헌로 99 (양재동)|06773|시민의숲 임시캠핑장|20151001181308|I|2018-11-26 13:44:42.0||203093.373057701    |440988.316143937    |일반야영장업||녹지지역||기타|||||||||||||||||1500|||||||||||||1500
23|일반야영장업|03_11_07_P|3210000|CDFI2262132017000001|20170711||03|폐업|03|폐업|20170820||||000269598455|||서울특별시 서초구 잠원동 121번지 |"서울특별시 서초구 잠원로 221-124 (잠원동, 한강공원 잠원지구)"|06513|2017년 한강여름캠핑장(잠원)|20180402133055|I|2018-11-26 13:44:42.0||200753.815592237    |446314.687402426    |일반야영장업|||||||||||||||||||||14147|||||||||100000000||||14147
24|일반야영장업|03_11_07_P|3230000|CDFI2262132016000001|20160809||03|폐업|03|폐업|20180502||||0221473394|||서울특별시 송파구 장지동 851번지 |||장지공원 임시 캠핑장|20180502142844|I|2018-11-26 13:44:42.0||211840.144507023    |442558.701396125    |일반야영장업||||||||||||||||||||||||||||||||||
25|일반야영장업|03_11_07_P|3230000|CDFI2262132015000001|20150723||03|폐업|03|폐업|20151006||||07040665975||138889|서울특별시 송파구 잠실동 1-1번지 |서울특별시 송파구 한가람로 65 (잠실동)|05502|(주)엘아이커뮤니케이션즈|20151006183602|I|2018-11-26 13:44:42.0||207280.548175724    |446256.122690837    |일반야영장업||||||||||||||||||||||||||||||100000000||||
26|일반야영장업|03_11_07_P|3240000|CDFI2262132015000001|20150520||01|영업/정상|13|영업중|||||2045-7880||134882|서울특별시 강동구 둔촌동 562-9번지 |서울특별시 강동구 천호대로206길 87 (둔촌동)|05357|강동그린웨이 가족캠핑장|20181008165054|I|2018-11-26 13:44:42.0||213618.89044200000  |448496.73758000000  |일반야영장업||자연녹지지역|||||||||17500|||||||||||||||||||||||
27|일반야영장업|03_11_07_P|3330000|CDFI2262132017000001|20170524||03|폐업|03|폐업|20170923|||||||부산광역시 해운대구 송정동 713-14번지 |||송정해수욕장사계절야영장|20171018154134|I|2018-11-26 13:44:42.0||400243.514938176    |188804.22931304     |일반야영장업||자연녹지지역||기타|||||||||||||||||400|||||||||10000000||||400
28|일반야영장업|03_11_07_P|3360000|CDFI2262132017000001|20170725||01|영업/정상|13|영업중|||||051 310 6034|||부산광역시 강서구 대저1동 1-5번지 |||대저생태공원캠핑장|20181128094255|U|2018-11-30 02:40:00.0||380665.181688847    |191601.329926012    |일반야영장업||||||||||||||||||||||||||||||||||
29|일반야영장업|03_11_07_P|3360000|CDFI2262132015000001|20150904||02|휴업|02|휴업||20190101|20191231||901-901-7132|||부산광역시 강서구 범방동 1833번지 |"부산광역시 강서구 가락대로 929 (범방동, 부산경남경마공원)"|46745|마글램핑장|20190109174702|U|2019-01-11 02:40:00.0||371094.285732956    |185672.987884383    |일반야영장업||||||동부화재보험주식회사|||||||||||||||7446|||||||||||||7446
30|일반야영장업|03_11_07_P|3390000|CDFI2262132014000001|20150812||01|영업/정상|13|영업중||||||||부산광역시 사상구 삼락동 29-59번지 |||삼락생태공원 오토캠핑장|20190613103930|U|2019-06-15 02:40:00.0||379292.050163619    |187028.786397859    |일반야영장업|||||||||||||||||||||53200|||||||||||||53200
31|일반야영장업|03_11_07_P|3400000|CDFI2262132015000001|20150427||01|영업/정상|13|영업중|||||||619951|부산광역시 기장군 장안읍 월내리 368-1번지 |||만석꾼캠핑장|20180418170204|I|2018-11-26 13:44:42.0||406438.383495696    |205870.325929172    |일반야영장업||자연녹지지역||기타|||기타|140|||||||||||||405.58|||||||||50000000||||406
32|일반야영장업|03_11_07_P|3400000|CDFI2262132015000002|20150626||03|폐업|03|폐업|20190212||||||619912|부산광역시 기장군 일광면 용천리 945번지 |부산광역시 기장군 일광면 곡천길 286-61|46046|이지고 글램핑|20190212144810|U|2019-02-14 02:40:00.0||400288.626795008    |199987.024060885    |일반야영장업||자연녹지지역|||||단독주택||||78||||||||||77.85|||||||||||||78
33|일반야영장업|03_11_07_P|3400000|CDFI2262132015000003|20151005||01|영업/정상|13|영업중||||||||부산광역시 기장군 정관읍 병산리 550-1번지 |부산광역시 기장군 정관읍 병산로 221-19|46003|호수글램핑|20151005110915|I|2018-11-26 13:44:42.0||398580.68317878     |207427.178142073    |일반야영장업|||||||||||453|||||||||||||||||||||||
34|일반야영장업|03_11_07_P|3400000|CDFI2262132016000001|20160617||02|휴업|02|휴업||20190224|20210220|||||부산광역시 기장군 일광면 이천리 145-20번지 |부산광역시 기장군 일광면 일광로 292|46041|기장일출랜드|20190325085734|U|2019-03-27 02:40:00.0||404555.665983717    |199301.205343086    |일반야영장업||일반주거지역|||||근린생활시설||||||||||||||2791|||||||||||||2791
35|일반야영장업|03_11_07_P|3400000|CDFI2262132016000002|20160617||01|영업/정상|13|영업중||||||||부산광역시 기장군 일광면 문동리 72번지 |부산광역시 기장군 일광면 일광로 763|46039|부산카라반파크|20161110091643|I|2018-11-26 13:44:42.0||405407.166699016    |203438.17265941     |일반야영장업||자연녹지지역|||||근린생활시설||||||||||||||2963|||||||||||||2963
36|일반야영장업|03_11_07_P|3400000|CDFI2262132016000003|20160617||03|폐업|03|폐업|20180320||||051 721 6171|||부산광역시 기장군 일광면 화전리 9-1번지 |부산광역시 기장군 일광면 기장대로 1075-6|46047|화전농원 민캠프|20180320175158|I|2018-11-26 13:44:42.0||403205.058049599    |201225.241476441    |일반야영장업||자연녹지지역|||||근린생활시설||||||||||||||1380|||||||||||||1380
37|일반야영장업|03_11_07_P|3400000|CDFI2262132016000004|20160621||01|영업/정상|13|영업중||||||||부산광역시 기장군 일광면 삼성리 151-1번지 |부산광역시 기장군 일광면 기장해안로 1272 (약수터민박)|46044|지오클럽|20160621161338|I|2018-11-26 13:44:42.0||403343.136128027    |197689.888776289    |일반야영장업||보전녹지지역|||||||||||||||||||495|||||||||||||495
38|일반야영장업|03_11_07_P|3400000|CDFI2262132016000005|20160708||01|영업/정상|13|영업중|||||051 714 0838|||부산광역시 기장군 일광면 화전리 135번지 |부산광역시 기장군 일광면 이천8길 132-20|46041|제이스글램핑|20170811173639|I|2018-11-26 13:44:42.0||403192.029386403    |199830.642575723    |일반야영장업||자연녹지지역||학교정화(상대)|||근린생활시설||||||||||||||4065|||||||||||||4065
39|일반야영장업|03_11_07_P|3400000|CDFI2262132016000006|20160824||01|영업/정상|13|영업중||||||||부산광역시 기장군 장안읍 월내리 552-15번지 |부산광역시 기장군 장안읍 해맞이로 290|46033|더무빙카라반캠핑|20160824180550|I|2018-11-26 13:44:42.0||406347.410636263    |204936.530738196    |일반야영장업||자연녹지지역|||||근린생활시설||||||||||||||659|||||||||||||659
40|일반야영장업|03_11_07_P|3400000|CDFI2262132017000001|20170904||01|영업/정상|13|영업중||||||||부산광역시 기장군 정관읍 병산리 566번지 |부산광역시 기장군 정관읍 병산1길 18 (병산골정원)|46003|초원 숲속 야영장|20180605092046|I|2018-11-26 13:44:42.0||398787.642003738    |207288.381825327    |일반야영장업||||||||||||||||||||||||||||||||||
41|일반야영장업|03_11_07_P|3400000|CDFI2262132018000001|20181109||01|영업/정상|13|영업중||||||||부산광역시 기장군 장안읍 기룡리 448번지 |부산광역시 기장군 장안읍 장안로 18|46032|장안캠프|20181109103038|I|2018-11-26 13:44:42.0||404762.608168514    |207085.420254744    |일반야영장업||자연녹지지역|1||||기타||||491|||||||||||||||||||||||
42|일반야영장업|03_11_07_P|3420000|CDFI2262132016000001|20160202||01|영업/정상|13|영업중||||||||대구광역시 동구 능성동 산 47-1번지 |||블루마운틴|20190125144623|U|2019-01-27 02:40:00.0||356923.58185        |275192.116302       |일반야영장업||보전녹지지역||기타|||||||||||||||||8927|||||||||||||8927
43|일반야영장업|03_11_07_P|3420000|CDFI2262132016000002|20160714||02|휴업|02|휴업||20181101|20190531||662-3547|||대구광역시 동구 봉무동 산 135-3번지 |||봉무공원 야영장|20181105101142|I|2018-11-26 13:44:42.0||348926.195256       |270089.279808       |일반야영장업||자연녹지지역|||||||||||||||||||3600|||||||||||||3600
44|일반야영장업|03_11_07_P|3420000|CDFI2262132015000001|20150527||02|휴업|02|휴업||20181201|20190228||982-0005||701440|대구광역시 동구 용수동 36번지 |대구광역시 동구 팔공산로199길 6-1 (용수동)|41007|동화야영장(대구광역시장 팔공산공원관리사무소))|20181212170855|U|2018-12-14 02:40:00.0||352842.584184       |277982.958934       |일반야영장업||||||||||||||||||||||||||||||||||
45|일반야영장업|03_11_07_P|3450000|CDFI2262132018000001|20180510||03|폐업|03|폐업|20180901||||0535895855|||대구광역시 북구 산격동 1477-1번지 |||금호강 산격야영장|20180903171606|I|2018-11-26 13:44:42.0||344498.605517       |268792.880606       |일반야영장업|||||||||||||||||||||8500|||||||||||||8500
46|일반야영장업|03_11_07_P|3450000|CDFI2262132017000001|20170601||03|폐업|03|폐업|20170901||||053 589 5856|||대구광역시 북구 산격동 1477-1번지 |||금호강 산격 야영장|20170906130823|I|2018-11-26 13:44:42.0||344498.605517       |268792.880606       |일반야영장업||자연녹지지역|||||||||||||||||||8500|||||||||||||8500
47|일반야영장업|03_11_07_P|3450000|CDFI2262132016000001|20160622||03|폐업|03|폐업|20170414||||053 5895856|||대구광역시 북구 복현동 272번지 |||금호강 야영장|20170508180418|I|2018-11-26 13:44:42.0||346714.422161       |267762.399803       |일반야영장업||자연녹지지역||기타|||||||||||||||||7500|||||||||||||7500
48|일반야영장업|03_11_07_P|3450000|CDFI2262132019000001|20190501||01|영업/정상|13|영업중||||||||대구광역시 북구 산격동 1477-1번지 |대구광역시 북구 유통단지로3길 25 (산격동)|41506|금호강 산격야영장|20190501162231|I|2019-05-13 14:10:03.0||344498.605517       |268792.880606       |일반야영장업||자연녹지지역||기타|||||||||||||||||8500|||||||||||||8500
49|일반야영장업|03_11_07_P|3480000|CDFI2262132015000001|20150406||01|영업/정상|13|영업중|||||053-616-1868||711844|대구광역시 달성군 옥포읍 김흥리 952-4번지 |||오투글램핑|20150702105540|I|2018-11-26 13:44:42.0||||일반야영장업||자연녹지지역|1|기타||무배당 삼성화재 재물보험|근린생활시설|1|||||||||||||99|||||||||||||99
50|일반야영장업|03_11_07_P|3480000|CDFI2262132015000002|20150728||01|영업/정상|13|영업중||||||||대구광역시 달성군 가창면 냉천리 산 27-2번지 |대구광역시 달성군 가창면 가창로175길 8|42938|포레스트 12 자연휴양림|20190116125952|U|2019-01-18 02:40:00.0||347548.456103       |255127.369715       |일반야영장업||자연녹지지역|2|기타|||기타|2|0||||||||||||736|||||||||||||736
51|일반야영장업|03_11_07_P|3480000|CDFI2262132016000001|20160331||01|영업/정상|13|영업중|||||053-659-4412|||대구광역시 달성군 유가읍 용리 산 15번지 |||비슬산 숲속 오토캠핑장|20160526163348|I|2018-11-26 13:44:42.0||||일반야영장업||||||||||||||||||||||||||||||||||
52|일반야영장업|03_11_07_P|3480000|CDFI2262132016000002|20160608||01|영업/정상|13|영업중||||||||대구광역시 달성군 가창면 삼산리 128번지 |대구광역시 달성군 가창면 가창로10길 56|42940|가창농원 야영장|20160608094935|I|2018-11-26 13:44:42.0||351782.21088        |248652.069683       |일반야영장업||자연녹지지역|2||||근린생활시설|2|||||||||||||271.87|||||||||3000000||||272
53|일반야영장업|03_11_07_P|3490000|CDFI2262132016000001|20161215||01|영업/정상|13|영업중||||||||인천광역시 중구 무의동 276-2번지 |인천광역시 중구 대무의로 229 (무의동)|22387|섬뜰아래|20161215090729|I|2018-11-26 13:44:42.0||149006.319423132    |432841.536652133    |일반야영장업||자연녹지지역|3||||기타|3|0||||||||||||215.74|||||||||3000000||||216
54|일반야영장업|03_11_07_P|3490000|CDFI2262132017000001|20171221||01|영업/정상|13|영업중||||||||인천광역시 중구 을왕동 470번지 |||락인뜰 캠핑장|20171221090942|I|2018-11-26 13:44:42.0||146479.696960721    |439303.170289854    |일반야영장업||자연녹지지역|||||||||||||||||||609|||||||||||||609
55|일반야영장업|03_11_07_P|3490000|CDFI2262132017000002|20170713||01|영업/정상|13|영업중||||||||인천광역시 중구 을왕동 678-179번지 |인천광역시 중구 선녀바위로 70 (을왕동)|22383|힐링캠프글램핑|20190416162710|U|2019-04-18 02:40:00.0||145002.378560642    |437657.984754961    |일반야영장업||자연녹지지역||기타|||||||||||||||||1460|||||||||30000000||||1460
56|일반야영장업|03_11_07_P|3490000|CDFI2262132015000002|20151231||01|영업/정상|13|영업중||||||||인천광역시 중구 을왕동 810-105번지 |||왕산가족오토캠핑장|20190418091124|U|2019-04-20 02:40:00.0||143853.100556882    |439746.174728869    |일반야영장업|||||||||||||||||||||6264|||||||||||||6264
57|일반야영장업|03_11_07_P|3490000|CDFI2262132015000001|20150612||03|폐업|03|폐업|20170130||||||400420|인천광역시 중구 을왕동 625-1번지 |인천광역시 중구 용유서로174번길 53 (을왕동)|22384|캠핑 WE|20180426165534|I|2018-11-26 13:44:42.0||145395.760340577    |438346.14501091     |일반야영장업||자연녹지지역|1|기타|||기타|1|0||||||||||||1760|||||||||||||1760
58|일반야영장업|03_11_07_P|3530000|CDFI2262132019000002|20190515||01|영업/정상|13|영업중||||||||인천광역시 남동구 서창동 33-7번지 |인천광역시 남동구 운연로 31 (서창동)|21600|서창캠핑장|20190515131800|I|2019-05-17 02:20:47.0||||일반야영장업||자연녹지지역|||||||||||||||||||4991|||||||||||||4991
59|일반야영장업|03_11_07_P|3530000|CDFI2262132015000002|20151209||03|폐업|03|폐업|20171030||||465-2600|||인천광역시 남동구 장수동 456번지 |||너나들이캠핑장|20171206124142|I|2018-11-26 13:44:42.0||177810.051907964    |439261.29275348     |일반야영장업|||||||||||||||||||||29370|||||||||||||29370
60|일반야영장업|03_11_07_P|3530000|CDFI2262132018000001|20181008||01|영업/정상|13|영업중||||||||인천광역시 남동구 장수동 456번지 |||너나들이캠핑장|20181008102013|I|2018-11-26 13:44:42.0||177810.051907964    |439261.29275348     |일반야영장업|||||||||||||||||||||29370|||||||||||||29370
61|일반야영장업|03_11_07_P|3530000|CDFI2262132019000001|20190225||01|영업/정상|13|영업중||||||||인천광역시 남동구 장수동 141-7번지 |인천광역시 남동구 만의골로 155 (장수동)|21533|에제르파크|20190530124402|U|2019-06-01 02:40:00.0||179777.565971652    |439441.117389481    |일반야영장업||자연녹지지역||기타|||||||||||||||||4989|||||||||||||4989
62|일반야영장업|03_11_07_P|3550000|CDFI2262132015000001|20150507||01|영업/정상|13|영업중|||||031-999-7857||407350|인천광역시 계양구 귤현동 28-1번지 |||두리캠핑장|20170626143911|I|2018-11-26 13:44:42.0||179037.744714262    |452039.253346292    |일반야영장업||자연녹지지역||기타|||||||||||||||||11829|||||||||||||11829
63|일반야영장업|03_11_07_P|3570000|CDFI2262132018000008|20180903||01|영업/정상|13|영업중||||||||인천광역시 강화군 길상면 선두리 1024-13번지 |||쥬라기 카라반|20180903180319|I|2018-11-26 13:44:42.0||155429.678629796    |455543.353522137    |일반야영장업||관리지역||기타|||||||||||||||||2128|||||||||||||2128
64|일반야영장업|03_11_07_P|3570000|CDFI2262132018000007|20180814||01|영업/정상|13|영업중||||||||인천광역시 강화군 길상면 선두리 843-68번지 |인천광역시 강화군 길상면 해안남로 860-2|23051|강화도 아침 숲속야영장|20190530213306|U|2019-06-01 02:40:00.0||153922.354093256    |457136.377090568    |일반야영장업|||1|기타|||기타|1|||||||||||||4959|||||||||||||4959
65|일반야영장업|03_11_07_P|3570000|CDFI2262132018000006|20180809||01|영업/정상|13|영업중||||||||인천광역시 강화군 삼산면 매음리 897번지 |인천광역시 강화군 삼산면 어류정길198번길 8|23007|헬로 카라반|20180809091644|I|2018-11-26 13:44:42.0||141369.312026974    |461437.78196468     |일반야영장업||관리지역|1|기타|||기타|1|||||||||||||32|||||||||||||32
66|일반야영장업|03_11_07_P|3570000|CDFI2262132018000005|20180712||01|영업/정상|13|영업중||||||||인천광역시 강화군 길상면 동검리 127-18번지 |인천광역시 강화군 길상면 동검길 159-39|23053|검디 관광농원 야영장|20180730131708|I|2018-11-26 13:44:42.0||156902.037483623    |454043.675016939    |일반야영장업|||2||||기타|2|||||||||||||14087|||||||||||||14087
67|일반야영장업|03_11_07_P|3570000|CDFI2262132018000004|20180706||01|영업/정상|13|영업중|||||032 933 0118|||인천광역시 강화군 선원면 선행리 492-5번지 |인천광역시 강화군 선원면 시리미로237번길 32|23039|프랭클리 글램핑|20180706143441|I|2018-11-26 13:44:42.0||151500.071305484    |469773.018978187    |일반야영장업||관리지역|1||||기타|1||||||||||||||||||||||||||
68|일반야영장업|03_11_07_P|3570000|CDFI2262132018000003|20180630||03|폐업|03|폐업|20181021||||032 937 4445|||인천광역시 강화군 화도면 동막리 7번지 동막해수욕장관리사무소 |"인천광역시 강화군 화도면 해안남로 1481, 동막해수욕장관리사무소"|23062|동막리 마을회 야영장|20190121104323|U|2019-01-23 02:40:00.0||152126.148072054    |454714.03522117     |일반야영장업||관리지역||기타||||||||||||||||||||||||||||||
69|일반야영장업|03_11_07_P|3570000|CDFI2262132018000002|20180530||01|영업/정상|13|영업중|||||||417911|인천광역시 강화군 삼산면 매음리 897-2번지 |||민머루잼머|20180530193140|I|2018-11-26 13:44:42.0||||일반야영장업||관리지역|1|기타|||기타|1|||||||||||||8.8|||||||||||||9
70|일반야영장업|03_11_07_P|3570000|CDFI2262132018000001|20180330||02|휴업|02|휴업||20190523|20191031|||||인천광역시 강화군 화도면 장화리 511-1번지 |||힐링캠프 캠핑장|20190524092428|U|2019-05-26 02:40:00.0||145330.230700575    |457726.371567984    |일반야영장업||||||||||||||||||||||||||||||||||
71|일반야영장업|03_11_07_P|3570000|CDFI2262132017000009|20171207||01|영업/정상|13|영업중|||||032933 5098|||인천광역시 강화군 삼산면 상리 12-2번지 |인천광역시 강화군 삼산면 상리길281번길 93|23004|석모도 부자캠핑|20171207163755|I|2018-11-26 13:44:42.0||138954.542470057    |471386.306247265    |일반야영장업|||||||||||||||||||||4155|||||||||||||4155
72|일반야영장업|03_11_07_P|3570000|CDFI2262132017000008|20171031||01|영업/정상|13|영업중||||||||인천광역시 강화군 길상면 동검리 158-6번지 |인천광역시 강화군 길상면 동검길 159-27|23053|얏호캠핑장|20171031123315|I|2018-11-26 13:44:42.0||156782.920991525    |454051.567079358    |일반야영장업|||||||||||||||||||||1197|||||||||||||1197
