NAME|BRANCH|NEWADDR|OLDADDR|TELL|TIME
위니아에이드|기장점|부산광역시 기장군 기장읍 차성동로 89 (기장쭈꾸미) | 부산광역시 기장군 기장읍 동부리 273-6 |051-723-9005|영업시간 : 10:30~20:00
위니아에이드|김천점|경상북도 김천시 자산로 182 | 경상북도 김천시 성내동 10-21번지 |054-434-1159|영업시간 : 10:00~20:00
위니아에이드|김포점|경기도 김포시 중봉로 7 (감정동) | 경기도 김포시 감정동 513-3 |031-996-1578|영업시간 : 10:00~20:30
위니아에이드|김포풍무점|경기도 김포시 김포대로 821 B동 1층| 경기도 김포시 사우동 139-2 |031-988-5722|영업시간 : 10:00~21:00
위니아에이드|김해점|경상남도 김해시 김해대로 2295 | 경상남도 김해시 봉황동 18-10 |055-332-1149|영업시간 : 10:00~20:00
위니아에이드|나주점|전라남도 나주시 남고문로 86 | 전라남도 나주시 남외동 50 |061-333-7444|영업시간 : 10:00~19:30
위니아에이드|남광주점|광주광역시 남구 대남대로 173-1 | 광주광역시 남구 주월동 1273-11 |062-652-9588|영업시간 : 10:30~19:30
위니아에이드|남수원점|경기도 수원시 권선구 경수대로 334 (권선동) | 경기도 수원시 권선구 권선동 1004-2 |031-297-7900|영업시간 : 10:00~20:30
위니아에이드|남양주평내점|경기도 남양주시 경춘로 1315 (평내동) 1층| 경기도 남양주시 평내동 198 |031-592-6633|영업시간 : 10:00~21:00
위니아에이드|남원점|전라북도 남원시 용성로 8 (알파인) | 전라북도 남원시 하정동 216-4 |063-633-2001|영업시간 : 10:30~19:30
위니아에이드|남원주점|강원도 원주시 늘품로 107 (단구동) 1층| 강원도 원주시 단구동 1459-3 1층|033-731-1377|영업시간 : 08:30~19:30
위니아에이드|남천점|부산광역시 수영구 수영로 405-1 | 부산광역시 수영구 남천동 69-20 |051-627-3677|영업시간 : 10:30~20:00
위니아에이드|노원공릉점|서울특별시 노원구 동일로 1061 (공릉동, 남경빌딩) 1층| 서울특별시 노원구 공릉동 398-21 1층|02-974-6100|영업시간 : 10:00 ~ 20:30
위니아에이드|논산점|충청남도 논산시 계백로 1058 (취암동) | 충청남도 논산시 취암동 1035-25 |041-736-8989|영업시간 : 10:00~20:00
위니아에이드|논현역점|서울특별시 서초구 신반포로 324 (반포동) 1층| 서울특별시 서초구 반포동 704-5 |02-518-1777|영업시간 : 10:00~20:30
위니아에이드|당진시청점|충청남도 당진시 시청2로 14 (제일빌딩 3호) | 충청남도 당진시 수청동 1028 |041-357-0207|영업시간 : 09:00~20:30
위니아에이드|대구중앙점|대구광역시 서구 달구벌대로 1911 1층| 대구광역시 서구 내당동 1105-3 1층|053-550-6200|영업시간 : 10:00~20:00
위니아에이드|대연점|부산광역시 남구 수영로 174 (대연동) 1층| 부산광역시 남구 대연동 1258-13 1층|051-633-9230|영업시간 : 10:30 ~ 20:30
위니아에이드|덕천점|부산광역시 북구 만덕대로 129 | 부산광역시 북구 덕천동 374-5 |051-341-3677|영업시간 : 10:30~20:30
위니아에이드|도봉점|서울특별시 도봉구 도봉로 523 | 서울특별시 도봉구 쌍문동 80-60 |02-903-8819|영업시간 : 09:30~20:30
위니아에이드|동광양점|전라남도 광양시 중마중앙로 13 (중동) 1층| 전라남도 광양시 중동 1833-5 |061-793-3201|영업시간 : 10:30~19:30
위니아에이드|동광주점|광주광역시 북구 동문대로 201 (두암동) | 광주광역시 북구 두암동 561-23 |062-251-9688|영업시간 : 10:30~19:30
위니아에이드|동래역점|부산광역시 동래구 중앙대로 1333 (온천동) 1층| 부산광역시 동래구 온천동 1436-2 |051-553-1177|영업시간 : 10:30~20:30
위니아에이드|동탄2신도시점|경기도 화성시 동탄순환대로 719 (영천동) 테크노리움 110,111호| 경기도 화성시 영천동 679-3 |031-373-6422|영업시간 : 10:30~20:00
위니아에이드|두정점|충청남도 천안시 서북구 성정중2길 3 | 충청남도 천안시 서북구 성정동 1251 |041-554-7372|영업시간 : 10:00~20:00
위니아에이드|둔산점|대전광역시 서구 유등로 651 | 대전광역시 서구 탄방동 1481-6 |042-484-6060|영업시간 : 업무시간 		09:00~19:00
위니아에이드|등촌점|서울특별시 강서구 공항대로 519 (신성빌딩) | 서울특별시 강서구 등촌동 648-4 |02-2659-0685|영업시간 : 09:00~21:00
위니아에이드|마포점|서울특별시 마포구 월드컵로 96 | 서울특별시 마포구 서교동 440-9 |02-322-9740|영업시간 : 09:30~20:30
위니아에이드|명륜점|강원도 원주시 남원로 597 (명륜동) | 강원도 원주시 명륜동 275-8 |033-762-1143|영업시간 : 10:00~19:00
위니아에이드|명지신도시점|부산광역시 강서구 명지국제8로 259 1층 1,2,3호(명지동, 삼성빌딩)| 부산광역시 강서구 명지동 3358-3 |051-294-9919|영업시간 : 10:30~20:30
위니아에이드|목동점|서울특별시 양천구 등촌로 20-1 | 서울특별시 양천구 목동 793-5 |02-2647-7255|영업시간 : 09:30~20:30
위니아에이드|목포남악점|전라남도 무안군 삼향읍 남악4로34번길 6 (에드가채움 주상복합 아파트) 125호| 전라남도 무안군 삼향읍 남악리 2317 125호|061-984-0443|영업시간 : 10:00~19:00
위니아에이드|목포하당점|전라남도 목포시 백년대로 270 | 전라남도 목포시 상동 902번지 |061-283-7757|영업시간 : 10:30~19:30
위니아에이드|미아점|서울특별시 강북구 도봉로 126 | 서울특별시 강북구 미아동 135-2 |02-980-0633|영업시간 : 09:00~21:00
위니아에이드|밀양점|경상남도 밀양시 백민로 93 | 경상남도 밀양시 내이동 1559-16 |055-356-3371|영업시간 : 10:00~20:00
위니아에이드|방화점|서울특별시 강서구 금낭화로 65 (방화동) | 서울특별시 강서구 방화동 564-69 |02-2666-8798|영업시간 : 09:30~20:30
위니아에이드|범어점|대구광역시 수성구 달구벌대로 2473 | 대구광역시 수성구 범어동 167-15 |053-744-7800|영업시간 : 10:00~20:00
위니아에이드|보령점|충청남도 보령시 중앙로 37 (대천동) 위니아딤채| 충청남도 보령시 대천동 618-567 위니아딤채|041-931-8985|영업시간 : 09:30~20:00
위니아에이드|봉담점|경기도 화성시 봉담읍 삼천병마로 1267 (상리) 위니아타워 1층| 경기도 화성시 봉담읍 상리 31-8 위니아타워 1층|031-599-6300|영업시간 : 10:00~20:00
위니아에이드|부전점|부산광역시 부산진구 부전로 196번길 30(부전동) 전자상가 3층 | 부산광역시 부산진구 부전동 27-1 |051-805-4848|영업시간 : 09:00~19:00
위니아에이드|부천소사점|경기도 부천시 소삼로 20 (소사본동, 보경빌딩) 1층| 경기도 부천시 소사본동 140-2 1층|032-613-0233|영업시간 : 09:30~20:00
위니아에이드|부천역곡점|경기도 부천시 경인로 540 (괴안동 Urban forest) | 경기도 부천시 괴안동 168-8 |032-341-5551|영업시간 : 10:00~20:00
위니아에이드|부천중동점|경기도 부천시 길주로 279 서호빌딩 109호 | 경기도 부천시 중동 1058-4번지 |032-327-6422|영업시간 : 10:30~20:00
위니아에이드|부평점|인천광역시 부평구 경원대로 1344 | 인천광역시 부평구 부평동 534-91 |032-516-8822|영업시간 : 10:00~20:00
위니아에이드|분당점|경기도 성남시 분당구 불정로 168 (정자동, 예광아트홀) | 경기도 성남시 분당구 정자동 219-2 |031-786-1424|영업시간 : 10:30~20:30
위니아에이드|분평점|충청북도 청주시 서원구 1순환로1132번길 3 (분평동) | 충청북도 청주시 서원구 분평동 567 |043-294-0100|영업시간 : 09:00~20:00
위니아에이드|사당점|서울특별시 동작구 동작대로 81, 남전빌딩 1층 | 서울특별시 동작구 사당동 1007-8 |02-598-7027|영업시간 : 09:30~21:00
위니아에이드|사상점|부산광역시 사상구 사상로 232 (인디안사상점) | 부산광역시 사상구 괘법동 271-5 |051-315-3200|영업시간 : 10:30~20:00
위니아에이드|사창점|충청북도 청주시 서원구 사직대로 127 (사창동) | 충청북도 청주시 서원구 사창동 222-16 |043-276-9422|영업시간 : 10:00~21:00
위니아에이드|사하점|부산광역시 사하구 낙동대로 392 | 부산광역시 사하구 당리동 317-49 |051-203-3604|영업시간 : 10:30~20:00
위니아에이드|삼천포점|경상남도 사천시 중앙로 203 | 경상남도 사천시 벌리동 26-7 |055-832-8883|영업시간 : 10:30~20:30
위니아에이드|상계점|서울특별시 노원구 동일로 1622 | 서울특별시 노원구 상계동 1023-1 |02-936-8812|영업시간 : 10:00~20:30
위니아에이드|상남점|경상남도 창원시 성산구 마디미서로 34 보보스빌딩 | 경상남도 창원시 성산구 상남동 15-4 보보스빌딩 |055-264-9588|영업시간 : 10:00~20:00
위니아에이드|상도점|서울특별시 동작구 상도로 234 (상도동, 서울도시가스남부지사사옥빌딩) | 서울특별시 동작구 상도동 31-13 서울도시가스남부지사사옥빌딩 |02-812-2001|영업시간 : 10:30~20:00
위니아에이드|상록수점|경기도 안산시 상록구 용신로 217-1 | 경기도 안산시 상록구 사동 1543-3 |031-408-2823|영업시간 : 10:00~20:30
위니아에이드|상무점|광주광역시 서구 운천로 204 | 광주광역시 서구 쌍촌동 971-31 |062-374-5613|영업시간 : 10:00~19:30
위니아에이드|상주점|경상북도 상주시 왕산로 159 | 경상북도 상주시 남성동 103 |054-531-1250|영업시간 : 10:00~20:00
위니아에이드|서산점|충청남도 서산시 고운로 53 | 충청남도 서산시 읍내동 812-9 |041-664-8151|영업시간 : 09:00~20:00
위니아에이드|서수원점|경기도 수원시 권선구 금호로 194 | 경기도 수원시 권선구 탑동 747-1 1층 |031-258-8500|영업시간 : 10:00~20:00
위니아에이드|서천점|충청남도 서천군 서천로 135 | 충청남도 서천군 서천읍 사곡리 318-8 |041-953-7779|영업시간 : 09:00~20:00
위니아에이드|서청주점|충청북도 청주시 흥덕구 경산로 1 (가경동) | 충청북도 청주시 흥덕구 가경동 1455-9 |043-231-2587|영업시간 : 09:00~20:00
위니아에이드|서초점|서울특별시  효령로 418 (서초동, 우신1341빌딩) 1층| 서울특별시  서초동 1341-5 우신1341빌딩 1층|02-522-6555|영업시간 : 영업시간 : 10:00~20:00
위니아에이드|성남점|경기도 성남시 중원구 산성대로 404 | 경기도 성남시 중원구 금광2동 4474 |031-745-9336|영업시간 : 10:00~19:00
위니아에이드|성당점|대구광역시 달서구 구마로 251 | 대구광역시 달서구 성당동 262-2 |053-626-8400|영업시간 : 10:00~20:00
위니아에이드|성북구청점|서울특별시 성북구 동소문로 66 (동소문동3가, 명인빌딩) 1층| 서울특별시 성북구 동소문동3가 79 명인빌딩 |02-922-3300|영업시간 : 09:00~21:00
위니아에이드|세종점|세종특별자치시  갈매로 58 (황산프라자) 116호| 세종특별자치시  대평동 265-36 116호|044-868-6795|영업시간 : 10:30 ~ 20:30
위니아에이드|센텀점|부산광역시 해운대구 해운대로 337 | 부산광역시 해운대구 우2동 1217-11 |051-590-6700|영업시간 : 10:30~20:30
위니아에이드|소하점|경기도 광명시 오리로 500 광명 한라비발디| 경기도 광명시 소하동 1343-1 |02-899-7381|영업시간 : 09:00~21:00
위니아에이드|송정점|강원도 강릉시 경강로 2389 | 강원도 강릉시 송정동 821-20 |033-653-1113|영업시간 : 09:30~20:00
위니아에이드|송탄점|경기도 평택시 송탄로 408 | 경기도 평택시 지산동 770-2 |031-662-2255|영업시간 : 10:00~20:00
위니아에이드|송파2호점|서울특별시 송파구 오금로 222 (송파동) 대영타워 101호| 서울특별시 송파구 송파동 147-7 대영타워 101호|02-448-5000|영업시간 : 09:00~21:00
위니아에이드|수색점|서울특별시 은평구 수색로 300 (DMC롯데캐슬더퍼스트) 2층| 서울특별시 은평구 수색동 417 2층|02-372-7356|영업시간 : 10:00~20:00
위니아에이드|수완점|광주광역시 광산구 장신로 143 (수완동, 45타워) 1층| 광주광역시 광산구 수완동 1086 1층|062-954-5950|영업시간 : 10:30~19:30
위니아에이드|수원팔달점|경기도 수원시 영통구 중부대로 310 | 경기도 수원시 영통구 매탄동 102-20 |031-232-0181|영업시간 : 10:00~20:30
위니아에이드|수유점|서울특별시 강북구 덕릉로 126 우일빌딩 1층| 서울특별시 강북구 번동 441-28 우일빌딩 1층|02-981-8989|영업시간 : 09:00~21:00
위니아에이드|순창점|전라북도 순창군 순창읍 순창로 221 | 전라북도 순창군 순창읍 남계리 489-14 |063-653-8282|영업시간 : 10:30~20:30
위니아에이드|순천덕암점|전라남도 순천시 팔마로 182 (연화기공사) 대우전자 위니아스테이| 전라남도 순천시 덕암동 222-8 대우전자 위니아스테이|061-744-7760|영업시간 : 10:00~20:30
위니아에이드|순천조례점|전라남도 순천시 신월큰길 1-10 (피터팬아동도서) | 전라남도 순천시 조례동 1018-1 |061-723-3888|영업시간 : 10:30~19:30
위니아에이드|시지점|대구광역시 수성구 달구벌대로 3120 (시지동) 1층| 대구광역시 수성구 시지동 258-16 1층|053-792-9600|영업시간 : 10:00~20:00
위니아에이드|시흥신천점|경기도 시흥시 수인로 3352 (신천동, 백금빌딩) | 경기도 시흥시 신천동 710-2 |031-311-7122|영업시간 : 10:30~20:00
위니아에이드|시흥정왕점|경기도 시흥시 다솜마을2길 3 (정왕동) 1층| 경기도 시흥시 정왕동 1802-2 1층|031-498-2823|영업시간 : 10:00~20:30
위니아에이드|신갈점|경기도 용인시 기흥구 중부대로 375 | 경기도 용인시 기흥구 기흥구 신갈동 63번지 |031-8005-6100|영업시간 : 10:00~20:30
위니아에이드|신금정점|부산광역시 금정구 중앙대로 1897 | 부산광역시 금정구 구서동 201-23 쌈지빌딩 |051-583-7797|영업시간 : 10:30~20:30
위니아에이드|신림점|서울특별시 관악구 남부순환로 1461 | 서울특별시 관악구 신림동 538-11 |02-858-0266|영업시간 : 09:00~21:00
위니아에이드|신불당점|충청남도 천안시 서북구 불당34길 10 (불당동) | 충청남도 천안시 서북구 불당동 1842 |041-575-0564|영업시간 : 10:00 ~ 20:30
위니아에이드|신산본점|경기도 군포시 번영로 489 (산본동, 중앙타워) 1층 102호| 경기도 군포시 산본동 1142-7 중앙타워 1층 102호|031-399-4100|영업시간 : 10:00~20:30
위니아에이드|신성서점|대구광역시 달서구 달구벌대로 1256 (이곡동) | 대구광역시 달서구 이곡동 918-10 |053-584-7400|영업시간 : 10:00~20:00
위니아에이드|신제주점|제주특별자치도 제주시 도령로 103 (연동한일씨티파크) 105호| 제주특별자치도 제주시 연동 2325-7 105호|064-744-9588|영업시간 : 10:00~20:30
위니아에이드|신현석남점|인천광역시 서구 가정로 316 (인정빌딩) | 인천광역시 서구 석남동 456-9 |032-581-7770|영업시간 : 10:00~20:00
위니아에이드|아산아울렛점|충청남도 아산시 탕정면 선문로254번길 12 | 충청남도 아산시 탕정면 매곡리 121 |041-530-3307|영업시간 : 10:00~18:30
위니아에이드|아산점|충청남도 아산시 삼동로40번길 54 | 충청남도 아산시 모종동 569-1 |041-534-1919|영업시간 : 08:30~21:00
위니아에이드|안동점|경상북도 안동시 태화중앙로 99 (태화동) | 경상북도 안동시 태화동 242-39 |054-857-9200|영업시간 : 10:00~20:00
위니아에이드|안산선부점|경기도 안산시 단원구 선부광장로 71 (선부동) | 경기도 안산시 단원구 선부동 1077-16 |031-414-2124|영업시간 : 10:00~20:30
위니아에이드|안성점|경기도 안성시 개내교2길 2-7 | 경기도 안성시 신건지동 4-19 |031-674-5977|영업시간 : 10:00~20:00
위니아에이드|안양만안점|경기도 안양시 만안구 안양로 224 | 경기도 안양시 만안구 안양동 389-4번지 |031-449-9800|영업시간 : 10:00~20:00
위니아에이드|안양비산점|경기도 안양시 동안구 관악대로 265-1 현대빌딩 1층| 경기도 안양시 동안구 비산동 1052-2 현대빌딩 1층|031-384-5400|영업시간 : 10:00~20:00
위니아에이드|양산점|경상남도 양산시 서일동1길 10-1 (W.ANGLE) | 경상남도 양산시 중부동 606-13 |055-367-7633|영업시간 : 10:30~20:00
위니아에이드|양천점|서울특별시 양천구 신월로 324 | 서울특별시 양천구 신정1동 1027-1 번지 |02-2605-4114|영업시간 : 09:00~21:00
위니아에이드|어양점|전라북도  무왕로 1132 (어양동) | 전라북도  어양동 655-2 |063-838-9900|영업시간 : 10:00~19:00
위니아에이드|여수점|전라남도 여수시 좌수영로 453 | 전라남도 여수시 둔덕동 442-6 |061-685-0077|영업시간 : 10:30~19:30
위니아에이드|연수동춘점|인천광역시 연수구 청능대로 76 | 인천광역시 연수구 동춘동 1114-2번지 |032-811-7731|영업시간 : 10:00~20:30
위니아에이드|연신내점|서울특별시 은평구 통일로 890 금왕빌딩| 서울특별시 은평구 불광동 484-12 1층|02-391-0777|영업시간 : 10:00~21:00
위니아에이드|연제점|부산광역시 연제구 과정로 340 (연산동) | 부산광역시 연제구 연산동 307-40 |051-868-4849|영업시간 : 10:30~20:30
위니아에이드|영등포구청점|서울특별시 영등포구 당산로 78 (당산동1가) 새롬빌딩 1층| 서울특별시 영등포구 당산동1가 40-1 |02-3667-8884|영업시간 : 10:00~20:30
위니아에이드|영주점|경상북도 영주시 가흥로 367 | 경상북도 영주시 가흥동 479-2번지 |054-637-2552|영업시간 : 10:00~20:00
위니아에이드|영통점|경기도 수원시 영통구 덕영대로 1499 | 경기도 수원시 영통구 망포동 21-1번지(영통의류타운 맞은편) |031-205-1145|영업시간 : 10:00~20:30
위니아에이드|예산점|충청남도 예산군 천변로161번길 20 | 충청남도 예산군 예산읍 예산리 365-1 |041-335-2033|영업시간 : 10:00~19:00
위니아에이드|오룡역점|대전광역시 중구 계룡로 782 (오류동) | 대전광역시 중구 오류동 188-14 |042-479-6262|영업시간 : 10:30 ~ 20:30
위니아에이드|오산점|경기도 오산시 대원로 41 (원동, 경한기획) 1층| 경기도 오산시 원동 757-21 1층|031-375-3703|영업시간 : 10:00~20:00
위니아에이드|옥천점|충청북도 옥천군 금장로 6 | 충청북도 옥천군 옥천읍 금구리 179-12 |043-731-4548|영업시간 : 09:30~20:30
위니아에이드|왕십리점|서울특별시 성동구 왕십리로 353 1층 | 서울특별시 성동구 하왕십리동 956-2 1층 |02-2297-0400|영업시간 : 09:30~21:00
위니아에이드|용두점|서울특별시 동대문구 고산자로 411 (용두동) | 서울특별시 동대문구 용두동 40-3 봉우빌딩 1층|02-969-2300|영업시간 : 09:30~20:30
위니아에이드|용봉점|광주광역시 북구 설죽로 258 | 광주광역시 북구 용봉동 1425-2번지 |062-526-5200|영업시간 : 10:00~19:30
위니아에이드|용인점|경기도 용인시 처인구 금령로55번길 7 101호 | 경기도 용인시 처인구 김량장동 325-10 1층 101호 |031-323-3251|영업시간 : 10:00~20:00
위니아에이드|울산무거점|울산광역시 남구 대학로 169 | 울산광역시 남구 무거동 860-12 |052-277-9201|영업시간 : 10:30~20:00
위니아에이드|울산북구점|울산광역시 북구 진장로 8 (장안자동차매매상사) | 울산광역시 북구 진장동 734-1 |052-283-0777|영업시간 : 10:00~20:00
위니아에이드|울산신정점|울산광역시 남구 삼산로 159-1 (달동) | 울산광역시 남구 달동 591-10 |052-258-0206|영업시간 : 10:30~20:30
위니아에이드|원주단계점|강원도 원주시 원문로 93 | 강원도 원주시 학성동 1085-3 |033-743-6422|영업시간 : 10:00~20:00
위니아에이드|월배점|대구광역시 달서구 월배로 146 | 대구광역시 달서구 진천동 113-3번지 |053-639-9300|영업시간 : 10:00~20:00
위니아에이드|월산점|광주광역시 남구 대남대로 382-1 (월산동) | 광주광역시 남구 월산동 963-7 |062-365-3100|영업시간 : 10:00~19:30
위니아에이드|유성점|대전광역시 유성구 월드컵대로 359 | 대전광역시 유성구 봉명동 560-15 |042-826-3133|영업시간 : 09:00~19:00
위니아에이드|유천점|대전광역시 중구 계백로 1574 (유천동) | 대전광역시 중구 유천동 305-7 |042-587-6687|영업시간 : 10:00~20:00
위니아에이드|율하직영점|대구광역시 동구 율하동로 23길 82-3 1층 | 대구광역시 동구 율하동 877-7 1층 |053-965-8701|영업시간 : 10:00~20:00
위니아에이드|응암점|서울특별시 은평구 진흥로 19, 만민빌딩 1층 | 서울특별시 은평구 역촌동 43-22 |02-358-0096|영업시간 : 10:30~20:00
위니아에이드|의정부금오점|경기도 의정부시 중금로 1(금오동, 위니아딤채) | 경기도 의정부시 금오동 215-11 |031-848-8451|영업시간 : 09:00~21:00
위니아에이드|의정부역점|경기도 의정부시 시민로 39 | 경기도 의정부시 의정부동 486-7 |031-879-7471|영업시간 : 09:00~21:00
위니아에이드|이천점|경기도 이천시 이섭대천로 1233 (창전동, 화창빌딩) 104호| 경기도 이천시 창전동 165 |031-636-0004|영업시간 : 10:00~20:00
위니아에이드|익산점|전라북도 익산시 인북로 296 (남중동, 미래정수기) 대우전자 위니아스테이| 전라북도 익산시 남중동 535-23 |063-843-3400|영업시간 : 10:00~19:00
위니아에이드|인덕원점|경기도 안양시 동안구 흥안대로 450 (평촌동) | 경기도 안양시 동안구 평촌동 93-2 |031- 423-9009|영업시간 : 10:00~20:00
위니아에이드|인사점|경상남도 진주시 진주성로 22 | 경상남도 진주시 인사동 2-19 |055-746-3366|영업시간 : 10:00~20:00
위니아에이드|인천만수점|인천광역시 남동구 백범로 193 (만수동, 승재빌딩) | 인천광역시 남동구 만수동 897-10 |032-471-9588|영업시간 : 10:30~20:00
위니아에이드|인천서구청점|인천광역시 서구 서곶로 327-1 (심곡동, 명원빌딩) | 인천광역시 서구 심곡동 239-3 |032-569-5310|영업시간 : 10:00~20:30
위니아에이드|인후점|전라북도 전주시 덕진구 건산로 183 | 전라북도 전주시 덕진구 인후동 448-25번지 |063-247-1172|영업시간 : 10:00~20:00
위니아에이드|일산백석점|경기도 고양시 일산동구 강석로 33, 105호 | 경기도 고양시 일산동구 백석동 1288 |031-907-8338|영업시간 : 09:00~21:00
위니아에이드|일산서구점|경기도 고양시 일산서구 중앙로 1471 (주엽동, 문촌마을13단지아파트, 문촌마을13단지아파트) | 경기도 고양시 일산서구 주엽동 136 문촌마을13단지아파트 1층|031-925-9205|영업시간 : 09:30~20:30
위니아에이드|잠실점|서울특별시 송파구 삼학사로 84 | 서울특별시 송파구 석촌동 2-11 |02-424-8700|영업시간 : 09:00~21:00
위니아에이드|장안구청점|경기도 수원시 장안구 경수대로 953 (송죽동) 1층| 경기도 수원시 장안구 송죽동 498 1층|031-248-3500|영업시간 : 10:00~20:00
위니아에이드|장안점|서울특별시 동대문구 한천로 124 | 서울특별시 동대문구 장안동 146-25 |02-3394-6601|영업시간 : 09:30~20:30
위니아에이드|전자관2호점|대구광역시 북구 유통단지로 45 (유통단지전자관) 1층 59호| 대구광역시 북구 산격동 1621 1층 59호|053-604-3337|영업시간 : 10:00~20:00
위니아에이드|전자관점|대구광역시 북구 유통단지로 45 전자관(매장) | 대구광역시 북구 산격2동 1621번지 전자관 |053-604-2522|영업시간 : 10:00~20:00
