NAME|BRANCH|ADDR|TELL|TIME|CORDX|CORDY
애니카랜드|다사점|대구 달성군 다사읍 매곡리 1521-19|053-591-9551|09:00 ~ 20:00|128.46548960321007|35.86404912236574
애니카랜드|다산점|경북 고령군 다산면 상곡리 149-9|054-956-4506|08:00 ~ 20:00|128.44972393524182|35.82585703088146
애니카랜드|단양점|충북 단양군 단양읍 도전리 279|043-422-8484|09:00 ~ 18:00|128.36606444851432|36.97697873720109
애니카랜드|담양점|전남 담양군 담양읍 강쟁리 1752|061-383-2991|09:00 ~ 20:00|126.97811148740736|35.298817757448106
애니카랜드|당왕점|경기 안성시 당왕동 368-12|031-676-8794|09:00 ~ 18:00|127.2648075470135|37.026499810435034
애니카랜드|대관령점|강원 평창군 대관령면 횡계리 590-7|033-336-7282|09:00 ~ 18:00|128.70781873566378|37.67233489055789
애니카랜드|대구동구점|대구 동구 신천동 19-2|053-752-8228|09:00 ~ 19:00|128.6187521984|35.875348911085
애니카랜드|대명점|대구 남구 대명3동 2284-2|053-629-1661|06:00 ~ 17:00|128.580489|35.850886
애니카랜드|대산점|충남 서산시 대산읍 975|041-669-6406|07:00 ~ 19:00|126.43897462605541|36.935465048164815
애니카랜드|대야미점|경기 군포시 대야미동 645-15|031-438-1223|09:00 ~ 18:00|126.91704875253822|37.32937518802699
애니카랜드|대연점|부산 남구 대연동 889-14|051-626-5151|08:00 ~ 19:00|129.11117125051865|35.11436319208188
애니카랜드|대잠점|경북 포항시 남구 대잠동 905-1|054-273-0328|07:00 ~ 23:00|129.34438103494537|36.015132057652
애니카랜드|대저점|부산 강서구 대저1동 2748-4 (공항로 1155)|051-973-7952|09:00 ~ 19:00|128.97624336131|35.20552462904
애니카랜드|대치점(동양타이어)|서울 강남구 대치동 894-17|02-561-5582||127.055046|37.5040434
애니카랜드|대화점|경기 고양시 일산서구 대화동 2045-3|031-966-1800|09:00 ~ 19:00|126.75404071836|37.682595918317
애니카랜드|대흥점|서울 마포구 신수동 179-2|02-3273-8879|09:00 ~ 18:00|126.93766564225903|37.547514796872036
애니카랜드|덕진점|전북 전주시 덕진구 고랑동 1142-1번지|010-6587-8164|08:00 ~ 19:00|127.07683382092412|35.87674938452198
애니카랜드|덕천점|부산 북구 덕천동 340-18|051-337-8187|09:00 ~ 20:00|129.01452728721367|35.213711346788955
애니카랜드|도남점|제주 제주시 도남동 902-12|064-759-5114|09:00 ~ 18:00|126.52297759231031|33.4961245219239
애니카랜드|도당점|경기 부천시 도당동 27-12|032-671-0880|08:00 ~ 20:00|126.78445483591|37.517226502026
애니카랜드|도량점|경북 구미시 도량동 561-3|054-451-6082|09:00 ~ 18:00|128.3301070936687|36.136157690166726
애니카랜드|도림점|인천 남동구 도림동 245 10B 2L|010-8285-5109|09:00 ~ 19:00|126.731167|37.420904
애니카랜드|도촌점|경기 성남시 중원구 도촌동 583 (도촌로8번길 23)|031-755-8085|09:00 ~ 18:00|127.15155409271|37.415559828089
애니카랜드|독산점|서울 금천구 독산동 162-13|02-864-2070|08:00 ~ 20:00|126.90012394433|37.471405994795
애니카랜드|동광주점|광주 북구 두암동 561-22|062-266-6161|09:00 ~ 18:00|126.92891711921217|35.179634443702575
애니카랜드|동김해점|경남 김해시 지내동 279-11|055-335-0005|09:00 ~ 19:00|128.92128118278967|35.23257638199727
애니카랜드|동대구점|대구 동구 신암동 1508 (아양로49길 3)|053-942-3749|08:00 ~ 20:00|128.63855080118|35.886968291717
애니카랜드|동송점|강원 철원군 동송읍 이평리 268-10 (금학로 40)|033-456-2163|09:00 ~ 18:00|127.226981926|38.194918579162
애니카랜드|동진주점|경남 진주시 상평동 306-8 (큰들로 177)|055-762-8071|09:00 ~ 19:00|128.12273527665|35.171624699076
애니카랜드|동천안점|충남 천안시 동남구 성남면 대화리 241-9|041-554-4520|08:00 ~ 19:00|127.237518|36.74230743698578
애니카랜드|동천점|경북 경주시 동천동 889-15|054-749-6080|09:00 ~ 19:00|129.219774|35.85428209634202
애니카랜드|동춘점|인천 연수구 동춘동 815-6|032-465-4477|08:00 ~ 20:00|126.65505713442|37.412493336912
애니카랜드|두류점|대구 달서구 두류1.2동 118-7|053-629-7063|09:00 ~ 19:00|128.56236533047306|35.85610787391819
애니카랜드|둔포점|충남 아산시 둔포면 송용리 2-7|041-532-0779|09:00 ~ 18:00|127.03609211254922|36.92704015064588
애니카랜드|마도점|경기 화성시 마도면 쌍송리 141|031-356-1311|08:00 ~ 19:00|126.7929144068|37.189828408178
애니카랜드|마동점|전북 익산시 마동 241|063-858-5409|07:00 ~ 21:00|126.96338570842715|35.945064920682704
애니카랜드|마북점|경기 용인시 기흥구 마북동 517-8|031-285-5881|09:00 ~ 18:00|127.117617|37.301604
애니카랜드|마전점|인천 서구 마전동 620-3|010-3058-9620|08:00 ~ 20:00|126.6718729498062|37.59472077292529
애니카랜드|마평점|경기 용인시 처인구 마평동 582-9 （동부로 39）|031-333-4990|09:00 ~ 20:00|127.21430084582|37.230791331464
애니카랜드|만덕점|부산 북구 만덕동 759-10|051-331-1088|09:00 ~ 18:00|129.02460049|35.212964436102
애니카랜드|만수점|인천 남동구 만수동 969-9|032-434-5624|09:00 ~ 19:00|126.73932076392|37.44613099323
애니카랜드|만안점|경기 안양시 만안구 박달동 132-3|031-444-1903|09:00 ~ 19:00|126.89970545709404|37.40217529313988
애니카랜드|망포점|경기 수원시 영통구 망포동 530-3|031-204-1555|09:00 ~ 19:00|127.05759911587783|37.238098872780036
애니카랜드|매화점|경기 시흥시 도창동 43-4 (수인로 2875)|031-317-0829|09:00 ~ 18:00|126.79613770454772|37.42210064662409
애니카랜드|맹동점|충북 음성군 맹동면 쌍정리 247|043-883-4972|09:00 ~ 18:00|127.55995248472263|36.92436018256079
애니카랜드|면목점|서울 중랑구 면목동 179-1|02-437-0063|09:00 ~ 18:00|127.07977788272824|37.589072097133965
애니카랜드|명지점|부산 강서구 신호동 227 (신호산단4로64번가길 51)|051-944-3789|09:00 ~ 18:00|128.88178948487|35.084505206892
애니카랜드|명학점|경기 안양시 만안구 안양동 488-10 엔프라자|031-446-7070|09:00 ~ 18:00|126.92715213851647|37.38748741261055
애니카랜드|모라점|부산 사상구 모라동 795-14|051-302-5490|09:00 ~ 18:00|128.98683863371542|35.18627310258043
애니카랜드|무거점|울산 중구 태화동 937-1|052-249-0346|09:00 ~ 19:00|129.2777412704921|35.555699483217694
애니카랜드|무안점|전남 무안군 무안읍 성남리 96-3|061-454-5114|09:00 ~ 18:00|126.47376342732538|34.98715341908155
애니카랜드|무전점|경남 통영시 무전동 996-4 (안개4길 29)|055-646-6991|09:00 ~ 18:00|128.43215478068785|34.857040929404064
애니카랜드|문경점|경북 문경시 모전동 931-2|054-553-9399|09:00 ~ 19:00|128.18258792063182|36.584955595526
애니카랜드|문막점|강원 원주시 문막읍 건등리 1713-2 (건등로 10-6)|033-747-5336|09:00 ~ 18:00|127.8181473912|37.31141280609
애니카랜드|문산점|경기 파주시 문산읍 선유리 767-3|031-954-0951|09:00 ~ 18:00|126.80092568024514|37.862089728811796
애니카랜드|문수점|울산 남구 옥동 265-9|052-227-3388|09:00 ~ 18:00|129.2938514333214|35.53333171724239
애니카랜드|문정점|서울 송파구 문정동 70-11|02-430-3273|09:00 ~ 18:00|127.12614817616141|37.48315881437826
애니카랜드|문학점|인천 미추홀구 문학동 348-16|010-4064-2531|08:00 ~ 19:00|126.68587590630534|37.43873099217517
애니카랜드|문현점|부산 남구 문현동 189-52|051-631-3787|08:00 ~ 18:00|129.0724906302956|35.13864577793429
애니카랜드|물금점|경남 양산시 물금읍 범어리 2776-6|055-384-0830|09:00 ~ 18:00|129.0102160397078|35.31660531607118
애니카랜드|밀양점|경남 밀양시 내이동 1587-11|055-353-0681|09:00 ~ 20:00|128.74727995541238|35.502228092903294
애니카랜드|반구점|울산 중구 반구동 442-23|010-4586-3648|09:00 ~ 19:00|129.3421487389947|35.55880047492217
애니카랜드|반월점|경기 안산시 상록구 건건동 908-2|031-502-0083|08:00 ~ 20:00|126.90255509707376|37.30161891176796
애니카랜드|방배남부점|서울 서초구 방배3동 1018-1|02-587-7530|09:00 ~ 18:00|127.00095282100517|37.478184011408004
애니카랜드|방배북부점|서울 서초구 방배동 872-5|010-6587-4405|09:00 ~ 19:00|126.99218288835868|37.48749267377683
애니카랜드|방어점|울산 동구 방어동 1129-4|010-9313-2349|09:00 ~ 17:00|129.41374612481664|35.48565022808735
애니카랜드|방학점|서울 도봉구 방학동 677-3|02-3492-0799|09:00 ~ 18:00|127.04118731316|37.662266505022
애니카랜드|배방점|충남 아산시 배방읍 북수리 707-53|041-548-5702|09:00 ~ 18:00|127.06693418648625|36.77426413129702
애니카랜드|백석점(천안)|충남 천안시 서북구 백석동 986|041-551-2366|09:00 ~ 18:00|127.10765832863187|36.82327587498813
애니카랜드|백양점|전남 장성군 북이면 사거리 563-11|061-393-9070|09:00 ~ 18:00|126.80804476984068|35.4336193058997
애니카랜드|벌교점|전남 보성군 벌교읍 회정리 440-2|061-858-1822|08:00 ~ 19:00|127.35056693656706|34.84685756228143
애니카랜드|범서점|울산 울주군 범서읍 구영리 387-15 (구영로 176)|052-246-3886|09:00 ~ 17:00|129.24482943200857|35.56750863174431
애니카랜드|법원점|경기 파주시 법원읍 법원리 422-70|031-958-5711|09:00 ~ 18:00|126.88359666149739|37.84702573057627
애니카랜드|별내점|경기 남양주시 별내면 청학리 470-11|031-841-6774|09:00 ~ 18:00|127.1139227495856|37.707957945226155
애니카랜드|별마로점|강원 영월군 영월읍 영흥리 840-2|033-374-2025|09:00 ~ 18:00|128.47168059742|37.184841404333
애니카랜드|보령점|충남 보령시 동대동 205-7|041-933-9884|09:00 ~ 18:00|126.61715|36.352132
애니카랜드|보은점|충북 보은군 보은읍 교사리 220-2|043-544-7111|09:00 ~ 18:00|127.71710441521576|36.49593246775285
애니카랜드|복대점|충북 청주시 흥덕구 복대동 854-8|043-266-9888|08:00 ~ 19:00|127.45112312834341|36.63303950353073
애니카랜드|복정점|경기 성남시 수정구 복정동 680-6 101|031-755-8211|09:00 ~ 20:00|127.1289773802849|37.4611963645267
애니카랜드|본오점|경기 안산시 상록구 본오동 752-1|031-409-5191|09:00 ~ 18:00||
애니카랜드|봉담점|경기 화성시 봉담읍 와우리 156-41|031-278-6565|09:00 ~ 18:00|126.97736669551|37.21911426271
애니카랜드|봉명점|충북 청주시 흥덕구 봉명동 2863|043-274-0068|09:00 ~ 19:00|127.4578599799|36.6448309465
애니카랜드|봉산점|강원 원주시 봉산동 864-2|033-744-5103|09:00 ~ 18:00|127.96725456626998|37.342206314810284
애니카랜드|봉선점|광주 남구 주월동 1135-22|062-672-4759|09:00 ~ 19:00|126.8936915022|35.1323528505
애니카랜드|봉천점|서울 관악구 행운동 1667-17|02-876-5535|08:00 ~ 21:00|126.95435668682982|37.481882578772755
애니카랜드|부곡점(김천)|경북 김천시 부곡동 902-1|054-439-9955|08:00 ~ 20:00|128.09381452995|36.127843523476
애니카랜드|부곡점(안산)|경기 안산시 상록구 부곡동 649-11|010-4433-5109|08:00 ~ 19:00|126.86650581334312|37.33573849461274
애니카랜드|부발점|경기 이천시 대월면 사동리 351-2|031-636-7222|09:00 ~ 20:00|127.49624738154|37.243951049
애니카랜드|부안점|전북 부안군 부안읍 선은리 663-3|063-584-4800|08:00 ~ 18:00|126.7424964167|35.733821947525
애니카랜드|부암점|부산 부산진구 당감동 862-3 (신천대로 209)|051-804-7716|09:00 ~ 20:00|129.04954821299|35.160739848478
애니카랜드|부여점|충남 부여군 부여읍 군수리 49|041-835-3555|09:00 ~ 18:00|126.9068170157558|36.2659489725926
애니카랜드|부평점|인천 부평구 부평동 시장로 74|032-505-3000|09:00 ~ 19:00|126.72937193952|37.496554889074
애니카랜드|북대구점|대구 북구 서변동 1788-6 (호국로 39길 6-14)|053-941-5114|09:00 ~ 18:00|128.59928546509994|35.9203815458055
애니카랜드|북면점|경남 창원시 의창구 북면 감계리 26-5|055-294-4049|09:00 ~ 18:00|128.5969802448913|35.306344856707554
애니카랜드|북면점（천안）|충남 천안시 동남구 북면 상동리 245-1|041-555-7440|09:00 ~ 18:00|127.25741305650382|36.770231665473375
애니카랜드|북변점|경기 김포시 북변동 438-5|031-991-5083|09:00 ~ 19:00|126.71120782034045|37.62294309342961
애니카랜드|북삼점|경북 칠곡군 북삼읍 인평리 1093-5|054-975-6609|11:00 ~ 20:00|128.34981891610113|36.067302527945024
애니카랜드|불광점|서울 은평구 불광동 105-83|02-382-8272|09:00 ~ 18:00|126.9281908158998|37.62366589294554
애니카랜드|불국점|경북 경주시 시래동 260-2|054-748-6677|08:00 ~ 19:00|129.30997056423516|35.767493412685354
애니카랜드|비래점|대전 대덕구 비래동 123-7|042-634-2973|09:00 ~ 18:00|127.44740966289211|36.355038339166214
애니카랜드|사동점|경기 안산시 상록구 사동 1186-4|031-418-8879|09:00 ~ 19:00|126.84517872654867|37.30169874874246
애니카랜드|사천점|경남 사천시 정동면 화암리 757-1|055-853-6633|09:00 ~ 18:00|128.09881490798932|35.08011449386678
애니카랜드|산곡점|인천 부평구 산곡3동 369-288|010-6587-7194|09:00 ~ 18:00|126.7055579817904|37.49077943627683
애니카랜드|산본점|경기 군포시 금정동 710-5|031-454-0785|08:00 ~ 20:00|126.94036379752595|37.364087384912324
애니카랜드|산성점|대전 중구 산성동 280-1 (보문산로 66)|042-581-1300|09:00 ~ 19:00|127.38783113690593|36.30486829011298
애니카랜드|삼성점|서울 강남구 삼성1동 90-5|02-547-3607|08:00 ~ 19:00|127.06002029271116|37.516329476167186
애니카랜드|삼송점|경기 고양시 덕양구 지축동 768-2|02-381-7155|09:00 ~ 19:00|126.90335922871|37.653836496988
애니카랜드|삼척점|강원 삼척시 남양동 144|033-572-9229|09:00 ~ 18:00|129.16777865683|37.436671780493
애니카랜드|삼호점|전남 영암군 삼호읍 용앙리 408|061-464-2777|08:00 ~ 20:00|126.4667857528053|34.74689774312705
애니카랜드|삼화점|제주 제주시 화북일동 1152-8|064-752-4972|09:00 ~ 18:00|126.57262520016216|33.51801370058486
애니카랜드|상계점|서울 노원구 상계1동 1115-27|02-3391-1001|09:00 ~ 20:00|127.05575284833844|37.67783287579779
애니카랜드|상대점|경남 진주시 상대동 740-18|055-757-6388|08:00 ~ 19:00|128.09976543978877|35.18279585772939
애니카랜드|상도점|서울 동작구 상도4동 190-9|02-821-7766|09:00 ~ 19:00|126.93424083278502|37.50183086410921
애니카랜드|상동점(부천)|경기 부천시 상동 432-4|032-321-6088|08:00 ~ 19:00|126.75633268661993|37.48858971967897
애니카랜드|상무점(동방카)|광주 서구 쌍촌동 1076|062-381-4123|09:00 ~ 19:00|126.86243490189771|35.16149934502529
애니카랜드|상신점|경기 화성시 향남읍 상신리 943-15|031-354-3333|09:00 ~ 18:00|126.88482943007|37.122645988888
애니카랜드|상인점|대구 달서구 상인3동 1572-9|053-636-3395|09:00 ~ 18:00|128.54774837488554|35.80971273483808
애니카랜드|상하점|경기 용인시 기흥구 상하동 462-1|031-286-4107|09:00 ~ 18:00|127.13934900842344|37.273651067244785
애니카랜드|새말점|강원 횡성군 우천면 우항리 291|033-345-8776|09:00 ~ 21:00|128.07192003213134|37.44873409978078
애니카랜드|서구점|인천 서구 신현동 178-10 (새오개로 83)|032-571-8686|09:00 ~ 18:00|126.66524935564193|37.517615242867166
애니카랜드|서군산점|전북 군산시 산북동 1275-25|063-465-8233|09:00 ~ 18:00|126.67319987043842|35.97135487400025
애니카랜드|서귀포점|제주 서귀포시 동홍동 1255-7 (동홍로 145)|064-763-0344|09:00 ~ 19:00|126.56513|33.25080744048681
애니카랜드|서대구점|대구 서구 이현동 192-5|053-564-1114|09:00 ~ 20:00|128.54129787611345|35.878862145792624
애니카랜드|서북점|충남 천안시 서북구 쌍용동 1650|041-578-2999|09:00 ~ 18:00|127.1181381732|36.8062748942
애니카랜드|서세종점|세종  장군면 봉안리 382-14|044-864-2334|09:00 ~ 18:00|127.22334688425626|36.49928201389949
애니카랜드|서울대점|서울 관악구 서림동 131-27번지|02-882-0689|08:00 ~ 19:00|126.93996850303554|37.471115157682526
애니카랜드|서울산점|울산 울주군 삼남면 교동리 910-2|052-264-1212|09:00 ~ 18:00|129.11850336009|35.565649207601
애니카랜드|서전주점|전북 전주시 완산구 서신동 861-1|063-253-3054|08:00 ~ 19:00|127.11377802528322|35.82610214210883
애니카랜드|서진주점|경남 진주시 판문동 278-7|055-762-3636|09:00 ~ 19:00|128.04482370473|35.167630992066
애니카랜드|서천점|충남 서천군 서천읍 사곡로 164|041-953-8155|09:00 ~ 18:00|126.69942611757768|36.081201651445525
애니카랜드|서초중앙점|서울 서초구 양재동 9-61|02-578-0603|09:00 ~ 18:00|127.0401409404|37.483098897363
애니카랜드|서하남점|경기 하남시 감북동 449-4 1층|02-6405-7205||127.145066|37.5195645
애니카랜드|석남점(서산)|충남 서산시 석남동 32-2|041-666-0747|09:00 ~ 18:00|126.45392745294492|36.77313725536607
애니카랜드|석남점(인천)|인천 서구 석남동 566-30|032-583-8894|09:00 ~ 18:00|126.67457393562338|37.522594358976946
애니카랜드|석적점|경북 칠곡군 석적읍 중리 636-2|054-971-2003|09:00 ~ 18:00|128.40212161857|36.078434994162
