##NAME|SUBNAME|TELNUM|ADDR|NEWADDR|OT|SUBNAME2|URL|XCOORD|YCOORD@@BMW
BMW|분당/전시장|031-716-7401|경기도 성남시 분당구 분당동 98-1 |경기도 성남시 분당구 서현로429번길 2|[평일]08:00~21:00[토요일]09:00~21:00[일요일]09:00~21:00[공휴일]09:00~21:00|코오롱/모터스|http://www.kolonmotors.com/|127.144573|37.374548
BMW|분당(궁내)/전시장|031-781-0123|경기도 성남시 분당구 궁내동 314|경기도 성남시 분당구 대왕판교로 331|[평일]09:00~21:00[토요일]09:00~21:00[일요일]09:00~21:00|한독/모터스|http://www.bmwhandok.co.kr/|127.1011800|37.3730820
BMW|송도/전시장/|032-427-7301|인천광역시 연수구 송도동 220-6번지 Bavarian Songdo Complex|인천광역시 연수구 첨단대로 124번길 74 Bavarian Songdo Complex|[평일]08:30~21:00[토요일]09:00~21:00[일요일]09:00~21:00[공휴일]09:00~21:00|바바리안/모터스|http://www.bavarian.co.kr/|126.6377990|37.3966690
BMW|수원/전시장|031-223-7301|경기도 용인시 기흥구 영덕동 40-2|경기도 용인시 기흥구 중부대로 266|[평일]09:00~21:00[토요일]09:00~21:00[일요일]09:00~21:00|한독/모터스|http://www.bmwhandok.co.kr/|127.0969370|37.2696500
BMW|의정부/전시장|031-540-7301|경기도 의정부시 장암동 99-24|경기도 의정부시 동일로 198|[평일]09:00~21:00[토요일]09:00~21:00[일요일]09:00~21:00[공휴일]09:00~21:00|코오롱/모터스|www.kolonmotors.com/|127.0580960|37.7063980
BMW|인천/전시장/|032-429-7301|인천광역시 남동구 구월동 1206-5|인천광역시 남동구 인주대로 675|[평일]08:30~21:00[토요일]09:00~21:00[일요일]09:00~21:00[공휴일]09:00~21:00|바바리안/모터스|http://www.bavarian.co.kr/|126.712092|37.449526
BMW|일산/전시장|031-922-7301|경기도 고양시 일산동구 풍동 121-1 |경기도 고양시 일산동구 백마로 508|[평일]08:30~21:00[토요일]09:00~21:00[일요일]09:00~21:00[공휴일]09:00~21:00|바바리안/모터스|http://www.bavarian.co.kr/|126.8045870|37.6626380
BMW|자유로/전시장|031-994-7301|경기도 고양시 일산서구 법곳동 334-1|경기도 고양시 일산서구 법곳길 115번길 56-18(법곳동)|[평일]08:30~21:00[토요일]09:00~21:00[일요일]09:00~21:00[공휴일]09:00~21:00|바바리안/모터스|http://www.bavarian.co.kr/|126.722953|37.661294
BMW|평택/전시장|031-658-7301|경기도 평택시 장당동 182-3|경기도 평택시 경기대로 895|평일:08:30~21:00토요일:08:30~20:00일요일:08:30~20:00|내쇼날/모터스|http://www.nationalmotors.co.kr/|127.069934|37.029368
BMW|하남/전시장|031-8072-8327|경기도 하남시 신장동 616 스타필드 하남|경기도 하남시미사대로 750 스타필드|[평일]10:00~22:00[토요일]10:00~22:00[일요일]10:00~22:00[공휴일]10:00~22:00|도이치/모터스|http://www.deutschmotors.com/|127.2366110|37.5434190
BMW|위례/스마트/쇼룸|02-6416-7301|경기도 하남시 학암동 660, 스타필드 시티 1213호|경기도 하남시 위례대로 200, 스타필드 시티 1213호|10:00~22:00(연중무휴)|코오롱모터스|http://www.kolonmotors.com/|127.1484|37.4798797
BMW|BPS/김포/전시장|1688-7601|경기도 김포시 고촌읍 전호리 684번지|경기도 김포시 아라육로 152번길 45|[평일]08:30~20:00[토요일]09:00~19:00[일요일]09:00~19:00|바바리안/모터스|http://www.bavarian.co.kr/|126.783619|37.596349
BMW|BPS/부천/전시장|032-250-7301|경기도 부천시 삼정동 366-1 부천자동차매매단지|경기도 부천시 송내대로 450 1F|[평일]09:00~20:00[토요일]09:00~19:00[공휴일]09:00~19:00|코오롱/모터스|http://www.kolonmotors.com/|126.7625290|37.5189440
BMW|BPS/수원/전시장|031-282-7301|경기도 용인시 기흥구 영덕동 40-2 |경기도 용인시 기흥구 중부대로 266|[평일]09:00~20:00[토요일]09:00~19:00[일요일]09:00~19:00|한독/모터스|http://www.bmwhandok.co.kr/|127.0969370|37.2696500
BMW|BPS/인천/전시장|1588-7409|인천광역시 중구 신흥동3가 7-324|인천광역시 중구 서해대로 400|[평일]08:30~20:00[토요일]08:00~18:00[일요일]08:00~18:00|바바리안/모터스|http://www.bavarian.co.kr/|126.6329320|37.4619080
BMW|BPS/일산/전시장|1644-7409|경기도 고양시 일산동구 풍동 122-1|경기도 고양시 일산동구 백마로 508|[평일]08:30~20:00[토요일]09:00~19:00[일요일]09:00~19:00|바바리안/모터스|http://www.bavarian.co.kr/|126.8043790|37.6627860
BMW|대전/전시장|042-523-7301|대전광역시 유성구 봉명동 664-2|대전광역시 유성구 한밭대로492번길 8|[평일]09:00~20:30[토요일]09:00~20:30[일요일]09:00~20:30[공휴일]09:00~20:30|코오롱/모터스|http://www.kolonmotors.com/|127.3531290|36.3592850
BMW|서산/전시장|041-664-7301|충청남도 서산시 수석동 1031-23|충청남도 서산시 중앙로 323|-평일(하계):08:30~21:00-평일(동계):08:30~20:00-토요일:08:30~20:00-일요일:09:00~20:00|내쇼날/모터스|http://www.nationalmotors.co.kr/|126.4804240|36.7650810
BMW|원주/전시장|033-742-7301|강원도 원주시 우산동 74-7 |강원도 원주시 북원로 2539|[평일]08:30~21:00[토요일]08:30~21:00[일요일]08:30~21:00|도이치/모터스|http://www.deutschmotors.co.kr/|127.9410240|37.3710090
BMW|천안/전시장/|041-571-7401|충청남도 천안시 서북구 성정동 932|충청남도 천안시 서북구 쌍용대로 245|[평일]09:00~20:00|삼천리/모터스|http://www.samchullymotors.co.kr|127.1353210|36.8192820
BMW|청주/전시장|043-236-7401|충청북도 청주시 흥덕구 강서동 493|충청북도 청주시 흥덕구 강서로 122|[평일]09:00~20:00|삼천리/모터스|http://www.samchullymotors.co.kr|127.4300887|36.6248642
BMW|BPS/대전/전시장|042-604-7301|대전광역시 유성구 복용동 189-3 오토월드 1층 101호|대전광역시 유성구 유성대로 510|[평일]09:00~20:00[토요일]09:00~19:00[일요일]09:00~19:00|코오롱/모터스|http://www.kolonmotors.com/|127.3214850|36.3412430
BMW|BPS/천안/전시장|041-571-7401|충청남도 천안시 서북구 업성동 484-10|충청남도 천안시 서북구 번영로 608|[평일]09:00~20:00[토요일]09:00~19:00[일요일]09:00~19:00|삼천리/모터스|http://www.samchullymotors.co.kr|127.128100|36.852194
BMW|광주/전시장/|062-521-7301|광주광역시 서구 농성동 460-17|광주광역시 서구 죽봉대로 72|[평일]08:00~21:00[토요일]09:00~21:00[일요일]09:00~21:00|코오롱/모터스|http://www.kolonmotors.com/|126.8837376|35.1597743
BMW|광주상무/전시장/|062-382-7301|광주광역시 서구 쌍촌동 973-15|광주광역시 서구 상무대로 855|[평일]09:00~21:00[토요일]09:00~21:00[일요일]09:00~21:00|한독/모터스|http://www.bmwhandok.co.kr/|126.8554430|35.1501370
BMW|군산/전시장/|063-451-7301|전라북도 군산시 경장동 509-4|전라북도 군산시 번영로 62 |-평일(하계):08:30~21:00-평일(동계):08:30~20:00-토요일:09:00~20:00-일요일:09:00~20:00|내쇼날/모터스|http://www.nationalmotors.co.kr/|126.7283950|35.9713780
BMW|목포/전시장|061-283-7301|전라남도 목포시 연산동 585|전라남도 목포시 대양로 101|-평일(하계):08:30~21:00-평일(동계):08:30~20:00-토요일:09:00~20:00-일요일:09:00~20:00|내쇼날/모터스|http://www.nationalmotors.co.kr/|126.3909244|34.8214189
BMW|순천/전시장|061-741-7301|전라남도 순천시 연향동 1433-6 |전라남도 순천시 충효로 93|[평일]09:00~21:00[토요일]09:00~21:00[일요일]09:00~21:00[공휴일]09:00~21:00|코오롱/모터스|http://www.kolonmotors.com/|127.5145400|34.9473120
BMW|전주/전시장|063-223-7301|전라북도 전주시 덕진구 팔복동3가 45-1|전라북도 전주시 덕진구 온고을로 234|-평일(하계):08:30~21:00-평일(동계):08:30~20:00-토요일:09:00~20:00-일요일:09:00~20:00|내쇼날/모터스|http://www.nationalmotors.co.kr/|127.0999749|35.8401400
BMW|BPS/광주/전시장|062-446-7301|광주광역시 서구 매월동 663-4 |광주광역시 서구 매월1로 62번길 16 빛고을오토갤러리 1층|[평일]09:00~20:00[토요일]09:00~19:00[일요일]09:00~19:00|코오롱/모터스|http://www.kolonmotors.com/|126.8588970|35.1108880
BMW|BPS/전주/전시장|063-212-8301|전라북도 전주시 덕진구 팔복동3가 45-1|전라북도 전주시 덕진구 온고을로 234|-평일(하계):08:30~21:00-평일(동계):08:30~20:00-토요일:09:00~20:00-일요일:09:00~20:00|내쇼날/모터스|http://www.nationalmotors.co.kr/|127.0999749|35.8401400
BMW|구미/전시장|054-463-7301|경상북도 구미시 광평동 792-134|경상북도 구미시 구미대로 198|[평일]09:00~21:00[토요일]09:00~20:00[일요일]09:00~20:00[공휴일]09:00~20:00|코오롱/모터스|http://www.kolonmotors.com/|128.3633940|36.1040636
BMW|김해/전시장|055-311-7301|경상남도 김해시 봉황동69-10 |경남 김해시 김해대로2324번길 40-31|[평일]09:00~20:00[토요일]09:00~20:00[일요일]09:00~20:00[공휴일]09:00~20:00|코오롱/모터스|http://www.kolonmotors.com/|128.878588|35.225768
BMW|대구/전시장|053-745-7301|대구광역시 수성구 황금동 600-2|대구광역시 수성구 동대구로 132|[평일]08:00~21:00[토요일]09:00~20:00[일요일]09:00~20:00[공휴일]09:00~20:00|코오롱/모터스|http://www.kolonmotors.com/|128.6249660|35.8421300
BMW|부산(남구)/전시장|051-627-7301|부산광역시 남구 대연동 39-24 |부산광역시 남구 수영로 342|[평일]08:00~21:00[토요일]09:00~21:00[일요일]09:00~21:00[공휴일]09:00~21:00|코오롱/모터스|http://www.kolonmotors.com/|129.1031800|35.1385720
BMW|부산(중앙)/전시장|051-715-7301|부산광역시 중구 중앙동4가 27-2|부산광역시 중구 중앙대로 73|[평일]09:00~21:00[토요일]09:00~21:00[일요일]09:00~21:00|동성/모터스|http://www.bmwdongsung.co.kr/|129.0360270|35.1041790
BMW|부산(해운대)/전시장|051-731-7301|부산광역시 해운대구 우동 626-6 |부산광역시 해운대구 해운대해변로 265번길 5|[평일]09:00~21:00[토요일]09:00~21:00[일요일]09:00~21:00|동성/모터스|http://www.bmwdongsung.co.kr/|129.1603740|35.1600360
BMW|서대구/전시장|053-623-7301|대구광역시 서구 내당동 63-8|대구광역시 서구 달구벌대로 1841|[평일]09:00~21:00[토요일]09:00~21:00[일요일]09:00~21:00|한독/모터스|http://www.bmwhandok.co.kr/|128.5658070|35.8608850
BMW|울산/전시장|052-265-7301|울산광역시 남구 신정동 158-5 |울산광역시 남구 돋질로 147|[평일]09:00~21:00[토요일]09:00~20:00[일요일]09:00~20:00|동성/모터스|http://www.bmwdongsung.co.kr/|129.3215180|35.5406990
BMW|진주/전시장/|055-748-7301|경상남도 진주시 신안동 26-7|경상남도 진주시 남강로 513|[평일]09:00~21:00[토요일]09:00~20:00[일요일]09:00~20:00|동성/모터스|http://www.bmwdongsung.co.kr/|128.0744230|35.1838730
BMW|창원/전시장|055-247-7301|경상남도 창원시 마산회원구 봉암동 472-12|경상남도 창원시 마산회원구 봉양로 156|[평일]09:00~21:00[토요일]09:00~20:00[일요일]09:00~20:00|동성/모터스|http://www.bmwdongsung.co.kr/|128.6032860|35.2177000
BMW|포항/전시장/|054-282-7301|경상북도 포항시 북구 용흥동 624-5 |경상북도 포항시 북구 새천년대로 569|[평일]09:00~21:00[토요일]09:00~20:00[일요일]09:00~20:00|동성/모터스|http://www.bmwdongsung.co.kr/|129.3525620|36.0250850
BMW|BPS/대구/전시장|053-523-7301|대구광역시 서구 이현동 42-30번지 M월드 1층 109호|대구광역시 서구 문화로 37|[평일]09:00~20:00[토요일]09:00~19:00[일요일]09:00~19:00|코오롱/모터스|http://www.kolonmotors.com/|128.5370560|35.8750900
BMW|BPS/부산(서면)/전시장|051-816-7301|부산광역시 부산진구 부전동 450|부산광역시 부산진구 신천대로 122 네오스포 1F|[평일]09:00~20:00[토요일]09:00~19:00[일요일]09:00~19:00|코오롱/모터스|http://www.kolonmotors.com/|129.0540320|35.1537270
BMW|BPS/사직/전시장|1588-7305|부산광역시 연제구 거제동 1388-5 |부산광역시 연제구 경기장로 15|[평일]08:30~21:00[주말]09:00~21:00|동성/모터스|http://www.bmwdongsung.co.kr/|129.0539680|35.1874200
BMW|제주/전시장|064-757-7301|제주특별자치도 제주시 오라삼동 2811|제주특별자치도 제주시 연삼로 120|[평일]08:30~21:00[토요일]09:00~21:00[일요일]09:00~21:00|도이치/모터스|http://www.deutschmotors.co.kr/|126.5051870|33.4928880
