##NAME|SUBNAME|TELNUM|ID|NEWADDR|TYPE|COMMENTS|XCOORD|YCOORD@@기아자동차오토큐
기아오토큐|신림서부점|028378208|AX6110|서울특별시 관악구 조원로 85  신림동, 글로리아빌딩|전문서비스|수리유형제외항목:오디오,네비게이션  선루프|126.9137472|37.4817111
기아오토큐|신림점|028396677|AX0060|서울특별시 관악구 남부순환로 1553  신림동|전문서비스|네비게이션 관련 수리는 불가능 합니다.|126.9251944|37.4808944
기아오토큐|신수점|027152777|AX9120|서울특별시 마포구 독막로 193  신수동|전문서비스|오디오 수리및 파노라마 선루프 A/S 불가 합니다단 네비업데이트는 가능합니다 휠얼라이먼트보증불가 일반수리 가능|126.9374639|37.5447778
기아오토큐|신월남부점|0226941232|AX9210|서울특별시 양천구 신월로 216  신월동|전문서비스|① 수리불가 항목 : 판금도장(보험수리), 오디오, 시트, 썬루프, 유리 작업② 토요일 및 당일 예약은 불가합니다.③ 수리불가항목(엔진 등)이 발생할 수 있으니 인터넷 예약 후 확인전화 부탁드립니다.|126.8482361|37.5183722
기아오토큐|쌍문점|029952523|AX9100|서울 도봉구 쌍문3동 103-153|전문서비스|① 수리불가 항목 : 판금도장(보험수리), 오디오, 시트, 썬루프, 유리 작업② 토요일 및 당일 예약은 불가합니다.③ 수리불가항목(엔진 등)이 발생할 수 있으니 인터넷 예약 후 확인전화 부탁드립니다.|127.032195|37.641221
기아오토큐|안암점|029139999|AZ3030|서울특별시 성북구 안암로 33 (안암동4가 29-1) 안암동4가|전문서비스|① 수리불가 항목 : 판금도장(보험수리), 오디오, 시트, 썬루프, 유리 작업② 토요일 및 당일 예약은 불가합니다.③ 수리불가항목(엔진 등)이 발생할 수 있으니 인터넷 예약 후 확인전화 부탁드립니다.|127.0281295|37.5777769
기아오토큐|역촌점|023563096|AX2620|서울특별시 은평구 진흥로 41  역촌동, 역촌동수리점|전문서비스|주중예약가능(9시~6시)(토요일,공휴일제외),오디오,네비게이션 수리 및 업그레이드 불가합니다.선루프 및 시트 수리 불가1.2T 초과 상용차량 수리 불가 합니다.|126.9217222|37.5981917
기아오토큐|연희점|023248280|AX9960|서울특별시 서대문구 연희로 168, 기아오토큐 연희점 (연희동)|전문서비스|오디오,네비업글,시트,선루프,얼라인먼트 등은 해당항목 전문점에 별도 문의해주시기 바랍니다.|126.937239|37.569288
기아오토큐|옥수점|0222997218|AX8290|서울특별시 성동구 독서당로 214 (옥수동)|전문서비스|작업불가항목 안내합니다.네비게이션업데이트.AUDIO수리.선루프수리.시트수리|127.0166854|37.5407446
기아오토큐|용강점|027039118|AX8120|서울특별시 마포구  토정로 252|전문서비스|파노라마선루프,네비게이션,오디오 A/S 불가합니다|126.9403991|37.5404943
기아오토큐|잠실점|024120290|AX8280|서울특별시 송파구 도곡로62길 5 (잠실동)|전문서비스|공휴일및 토요일은 예약이 불가하니 평일이용 부탁드립니다. 공휴일 08:30~14:30분 토요일 08:30~14:30근무합니다.|127.079478|37.50149
기아오토큐|전농점|0222428573|AX0010|서울특별시 동대문구 전농로29길 93-12  전농동|전문서비스|① 수리불가 항목 : 판금도장(보험수리), 오디오, 시트, 썬루프, 유리 작업② 토요일 및 당일 예약은 불가합니다.③ 수리불가항목(엔진 등)이 발생할 수 있으니 인터넷 예약 후 확인전화 부탁드립니다.|127.058789|37.576179
기아오토큐|정릉점|029182200|AX9030|서울특별시 성북구 솔샘로 41  정릉동|전문서비스|① 수리불가 항목 : 판금도장(보험수리), 오디오, 시트, 썬루프, 유리 작업② 토요일 및 당일 예약은 불가합니다.③ 수리불가항목(엔진 등)이 발생할 수 있으니 인터넷 예약 후 확인전화 부탁드립니다.|127.007212|37.608593
기아오토큐|중계점|029330004|AX9490|서울특별시 노원구 덕릉로77길 6  중계동|전문서비스|① 수리불가 항목 : 오디오수리, 시트,네비게이션업데이트 ,썬루프 ② 토요일 및 당일 예약은 불가합니다.③ 수리불가항목(엔진 등)이 발생할 수 있으니 인터넷 예약 후 확인전화 부탁드립니다.|127.0759887|37.6522262
기아오토큐|중곡점|024530915|AX9610|서울특별시 광진구 긴고랑로 79 (중곡동)|전문서비스|판금도장,내비게이션, 오디오,시트, 썬루프 관련수리불가능합니다,토요일및 당일예약은 불가능합니다.(사전예약후 방문시 지연가능성 있음)|127.086713|37.55841
기아오토큐|청량리점|0222131421|AX9840|서울특별시 동대문구 제기로 147 (청량리동 38-2 외2필지)|전문서비스|시트.네비게이션.선루프.오디오.수리및교환은 불가능하므로 양해부탁드립니다|127.0513305|37.5836264
기아오토큐|하계점|029798581|AX9640|서울특별시 노원구 공릉로62길 25  하계동|전문서비스|시트.네비게이션업그레이드.선루프관련업무는불가합니다예약입고시지연가능성있음양해부탁드립니다|127.073987|37.633598
기아오토큐|화곡점|0226955700|AX9510|서울특별시 강서구 국회대로7길 149  화곡동, 기아자동차큐서비스|전문서비스|일요일또는공휴일예약불가평일오전9시부터12시까지만예약가능합니다|126.8545837|37.5261332
기아오토큐|애니모터스|024618585|AK0140|서울특별시 성동구 아차산로13길 48  (성수동2가)|종합서비스|① 예약불가항목 : 판금도장② 수리불가항목 : 오디오, 시트, 썬루프, 유리 작업③ 토요일 및 당일 예약은 불가합니다.|127.0647917|37.5440056
기아오토큐|한독자동차정비|029058585|AK0100|서울특별시 도봉구 도봉로 618 (창동)|종합서비스|1.인터넷 예약 불가항목: 소음건,판금도장2.수리불가항목:  네비게이션, 오디오, 시트, 썬루프, 유리작업3.네비게이션 업그레이드 불가4.토요일 & 공휴일 & 당일예약 불가5.점검항목에 따라 당일수리 불가 할수도 있습니다.|127.0438232|37.6567506
기아오토큐|가양점|0236618408|AX9300|서울특별시 강서구 허준로 78  가양동, 기아자동차공업사|전문서비스|네비게이션,시트 오디오,썬루프, 관련수리는 불가능합니다.|126.8518583|37.5651861
기아오토큐|개봉점|0236663636|AX9780|서울특별시 구로구 개봉로 11  개봉동|전문서비스|네비게이션.오디오.썬루프 작업은 불가합니다.|126.858068|37.483916
기아오토큐|공단써비스센터|028512001|AK1170|서울특별시 구로구 구로동로 2  가리봉동, 현대자동차AS센타|종합서비스|현장 작업상황에 따라 대기시간 발생될수 있습니다 *예약시간문의 (조정) 전화상담 가능합니다|126.8892611|37.4789583
기아오토큐|공항점|0226661259|AX9050|서울특별시 강서구 송정로 24  공항동, 기아자동차큐서비스|전문서비스|① 수리불가 항목 : 판금도장(보험수리), 오디오, 시트, 썬루프, 유리 작업② 토요일 및 당일 예약은 불가합니다.③ 수리불가항목(엔진 등)이 발생할 수 있으니 인터넷 예약 후 확인전화 부탁드립니다.|126.8141639|37.5545694
기아오토큐|구로점|0220691900|AX8180|서울특별시 구로구 구로중앙로40길 32 (신도림동)|전문서비스|① 수리불가 항목 : 판금도장(보험수리), 오디오, 시트, 썬루프, 유리 작업② 토요일 및 당일 예약은 불가합니다.③ 수리불가항목(엔진 등)이 발생할 수 있으니 인터넷 예약 후 확인전화 부탁드립니다.|126.8777542|37.5002564
기아오토큐|구의점|024539998|AX9070|서울특별시 광진구 광나루로 512 (구의동)|전문서비스|토요일은 예약이 안됩니다.|127.0884111|37.5419778
기아오토큐|길동점|024748585|AX9530|서울특별시 강동구 양재대로 1523 (천호동)|전문서비스|토요일은 보증수리, 상품 수리, 예약 안됩니다. 네비게이션, 오디오, 썬루프등은 해당 항목 전문점 별도 문의바랍니다.|127.14329|37.5389044
기아오토큐|내발산점|0236639337|AX0230|서울특별시 강서구 강서로 312, 기아모터스 (내발산동)|전문서비스|평일 오전 8시30분~10시00분 예약 가능,주중 공휴일 토요일 예약 불가(8시30분~17시00분 근무)|126.838554|37.549602
기아오토큐|논현점|025547110|AX0250|서울특별시 강남구 선릉로131길 26 (논현동)|전문서비스|네비게이션업데이트,오디오,시트 관련 수리는 불가능합니다.|127.0409944|37.5146139
기아오토큐|대림씨에스|05079592202|AK0550|서울특별시 도봉구 도봉로140길 32 (창동)|종합서비스|① 예약불가항목 : 판금도장② 수리불가항목 : 오디오, 시트, 썬루프, 유리 작업        ③ 토요일 및 당일 예약은 불가합니다.|127.046183|37.658082
기아오토큐|대방점|028248122|AX0110|서울특별시 동작구 상도로 19  대방동, 기아자동차서비스센타|전문서비스|평일09:00-18:30 토요일 09:00-16:00 점심시간12:00-13:30 ( 네비게이션및시트.썬루프관련 작업은불가합니다)*장소협소로 인하여 예약후 입고하시더라도 선입고 작업차량이 있으면 작업이 지연될수 있으니 꼭 양해부탁드립니다|126.924643|37.497209
기아오토큐|대성자동차정비|028530300|AK3610|서울특별시 금천구 벚꽃로 150 (독산동)|종합서비스|-.평일08:30~18:00 토요일 09:00~16:00 중식 시간은12:00~13:00(토요일은 예약 정비 불가) -.네비게이션,오디오,선루프,시트 관련 수리 작업 불가 합니다.-.당일,토요일 입고 차량은 입고순으로 작업 가능 하며 예약 시간 조정은 전화 문의헤 주세요. 고객님 차량 수리를 최고의 만족 서비스로 보답 하겠습니다.|126.8914611|37.4678722
기아오토큐|대일차사랑자동차|024377979|AK3620|서울특별시 중랑구 중랑천로14길 24 , 3,13 중화동, 대일자동차공업사|종합서비스|① 예약불가항목 : 판금도장② 수리불가항목 : 오디오, 시트, 썬루프, 유리 작업③ 토요일 및 당일 예약은 불가합니다.|127.0763959|37.5908584
기아오토큐|대치점|025588581|AX0090|서울특별시 강남구 역삼로 559 (대치동)|전문서비스|① 수리불가 항목 : 판금도장(보험수리), 오디오, 시트, 썬루프, 유리 작업② 토요일 및 당일 예약은 불가합니다.③ 수리불가항목(엔진 등)이 발생할 수 있으니 인터넷 예약 후 확인전화 부탁드립니다.|127.066618|37.502517
기아오토큐|독립문점|027224849|AX8060|서울특별시 종로구 통일로 272  무악동|전문서비스|네비게이션 및 선루프수리는 센터로 문의바랍니다|126.958491|37.573208
기아오토큐|면목남부점|024962580|AX2610|서울특별시 중랑구 동일로 604  면목동|전문서비스|면목남부점오토큐는 모든 작업을 입고 순서로 작업을 실시하고 있사오며 예약을 하셨다 하여도 대기차량이 있을시 정비시간이 지연됨을 양해 부탁드립니다|127.082111|37.581432
기아오토큐|면목점|024338585|AX9940|서울특별시 중랑구 봉우재로 74  면목동, 기아자동차서비스|전문서비스|오디오.네비게이션 수리및 업그레이드 불가합니다.선루프및 시트수리도 불가합니다.평일19시.토,공휴일은 17시까지 근무입니다.|127.0833361|37.5885028
기아오토큐|방배점|025968585|AX0130|서울특별시 서초구 서초대로 77 (방배동)|전문서비스|네비게이션(업그레이드), 오디오, 시트, 썬루프 보증수리 불가합니다.토요일 및 당일 예약은 불가합니다. 작업현장 상황에 따라 대기시간이 있을 수 있습니다.수리불가 항목이 발생할 수 있으니 예약 후 확인전화 부탁드립니다.|126.99293|37.484185
기아오토큐|방이점|024145585|AX0240|서울특별시 송파구 백제고분로 477 (방이동)|전문서비스|① 수리불가 항목 : 판금도장(보험수리), 오디오, 시트, 썬루프, 유리 작업② 토요일 및 당일 예약은 불가합니다.③ 수리불가항목(엔진 등)이 발생할 수 있으니 인터넷 예약 후 확인전화 부탁드립니다.|127.115938|37.51043
기아오토큐|번동점|029858285|AX9040|서울 강북구 월계로 201 (번동 110번지)|전문서비스|① 수리불가 항목 :오디오, 시트, 썬루프② 토요일 및 당일 예약은 불가합니다.③ 수리불가항목(엔진 등)이 발생할 수 있으니 인터넷 예약 후 확인전화 부탁드립니다.|127.0481262|37.6191993
기아오토큐|불광점|023889788|GX1140|서울특별시 은평구 연서로 328 (불광동 105-1) 불광동|전문서비스|당일예약 및 토요일예약불가합니다 또한네비게이션,오디오,시트A/S수리가 불가합니다|126.9305725|37.6217028
기아오토큐|삼전점|024125407|AX8320|서울특별시 송파구 삼전로 44  삼전동, 덕원빌딩|전문서비스|공휴일및 토요일은 예약이 불가하니 평일이용 부탁드립니다. 공휴일,토요일 08:30~16:00분 근무합니다.(입고시 지연 가능성 있음)|127.088931|37.499952
기아오토큐|상계점|029378585|AX0050|서울 노원구 노원로 472|전문서비스|① 수리불가 항목 : 판금도장(보험수리), 오디오, 시트, 썬루프, 유리 작업② 토요일 및 당일 예약은 불가합니다.③ 수리불가항목(엔진 등)이 발생할 수 있으니 인터넷 예약 후 확인전화 부탁드립니다.|127.0677795|37.6556516
기아오토큐|상도점|028171188|AX9680|서울특별시 관악구 양녕로16길 4 (봉천동)|전문서비스|평일09:00-18:30 토요일09:00-17:00 국.공휴일9:00-17:00※예약차량은 당일 대기순서 맨 처음으로 접수되오니 이점 양해해 주시기 바랍니다.|126.948143|37.4868539
기아오토큐|상신정비공업|028025551|AK0370|서울특별시 금천구 시흥대로 287  시흥동|종합서비스|평일 09:00-18:00 토요일 09:00-16:30 점심시간 12:00-13:00(토요일 예약 불가)※네비게이션, 오디오, 시트, 선루프 관련 작업은불가합니다※예약 시간 문의(조정) 전화 바랍니다※당일 및 토요일은 입고순 작업 도와드립니다감사합니다|126.9007336|37.4561493
기아오토큐|서교점|023332929|AX9110|서울특별시 마포구 동교로 148  서교동|전문서비스|네비게이션 업그레이드및 수리는 불가합니다|126.9208028|37.5524778
기아오토큐|서부역점|027143400|AX1120|서울특별시 용산구 청파로 351  서계동|전문서비스|일요일,공휴일은예약이불가하며,오디오,네비게이션수리.선루프등은별도로문의바랍니다.엄무시간은 평일08~19시토요일은08~18시까지근무.|126.9713333|37.5481083
기아오토큐|서빙고점|027498887|AX9140|서울 용산구 서빙고로 305|전문서비스|네비게이션 및 선루프수리는 센터로 문의바랍니다토요일 영업은 오후3시까지입니다|126.999625|37.5187028
기아오토큐|서초남부점|025220427|AX8250|서울특별시 서초구 서초대로42길 70 (서초동)|전문서비스|시트.네비게이션.썬루프.오디오 관련 수리는 불가능 합니다|127.0118667|37.4862361
기아오토큐|서초점|025687001|AX9270|서울특별시 서초구 사임당로 90 (서초동)|전문서비스|네비게이션업데이트,오디오,시트 관련 수리는 불가능합니다.|127.0218472|37.486925
기아오토큐|성내점|024084955|AX9150|서울특별시 강동구 강동대로 241 (성내동) 세기빌딩|전문서비스|① 수리불가 항목 :  내비게이션, 오디오, 시트, 썬루프, 유리 작업      ② 토요일 및 당일 예약은 불가합니다. ③ 수리불가항목(엔진 등)이 발생할 수 있으니 인터넷 예약 후 확인전화 부탁드립니다.|127.1349167|37.519725
기아오토큐|성수남부점|024623375|AX9880|서울특별시 성동구 성수일로 57 (성수동1가)|전문서비스|① 수리불가 항목 : 판금도장(보험수리), 오디오, 시트, 썬루프, 유리 작업② 토요일 및 당일 예약은 불가합니다.③ 수리불가항목(엔진 등)이 발생할 수 있으니 인터넷 예약 후 확인전화 부탁드립니다.|127.050929|37.543773
기아오토큐|송일자동차공업|024041193|AK1340|서울특별시 송파구 문정로4길 25 (문정동)|종합서비스|① 예약불가항목 : 판금도장② 수리불가항목 : 오디오, 시트, 썬루프, 유리 작업③ 토요일 및 당일 예약은 불가합니다.|127.1286087|37.4808457
기아오토큐|신길남부점|028415582|AX8310|서울특별시 영등포구 도림로 230  신길동|전문서비스|*오디오.네비게이션.시트.썬루프.등 예약불가합니다|126.907194|37.496294
기아오토큐|신당점|0222318582|AX0210|서울특별시 중구 다산로40길 15 1층 신당동, 국일빌딩|전문서비스|① 수리불가 항목 : 판금도장(보험수리), 오디오, 시트, 썬루프, 유리 작업② 토요일 및 당일 예약은 불가합니다.③ 수리불가항목(엔진 등)이 발생할 수 있으니 인터넷 예약 후 확인전화 부탁드립니다.|127.0189806|37.5612222
기아오토큐|신월점|0226088588|AX0140|서울특별시 양천구 남부순환로 420  신월동, 기아빌딩|전문서비스|토요일은 예약없이 입고 순서대로 차량정비를 합니다.|126.8338778|37.5273944
기아오토큐|신정남부점|0226497778|AX9390|서울특별시 양천구 신목로 41  신정동|전문서비스|① 수리불가 항목 : 판금도장(보험수리), 오디오, 시트, 썬루프, 유리 작업② 토요일 및 당일 예약은 불가합니다.③ 수리불가항목(엔진 등)이 발생할 수 있으니 인터넷 예약 후 확인전화 부탁드립니다.|126.874985|37.516418
기아오토큐|신정북부점|0226923336|AX9400|서울특별시 양천구 신정중앙로 29  신정동|전문서비스|오디오,네비게이션 수리 및 업그레이드.선루프 및 시트는 센터로 문의바랍니다.|126.8571611|37.5248694
기아오토큐|역삼점|025618285|AX0200|서울특별시 강남구 언주로104길 15 (역삼동)|전문서비스|내비업그레이드, 오디오, 선루프,시트 수리 안됩니다.2019년 하계 휴가 일정2019년 7월 28 ~~ 31일 하계 휴가 실시로 휴무입니다.|127.043304|37.504614
기아오토큐|오류점|0226831626|AX9770|서울특별시 구로구 경인로 22  오류동, 지평회관|전문서비스|네비게이션,오디오,선루푸는 작업불가입니다.예약 입고하시더라도 작업현장 상황에 따라 대기시간이지연될수있습니다~|126.827492|37.486723
기아오토큐|월곡점|029698572|AX8140|서울 성북구 화랑로 180(상월곡동)|전문서비스|① 수리불가 항목 :오디오, 시트, 썬루프, 유리 ② 토요일 및 당일 예약은 불가합니다.③ 수리불가항목(엔진 등)이 발생할 수 있으니 인터넷 예약 후 확인전화 부탁드립니다.|127.0525817|37.6042643
기아오토큐|이촌점|027170242|AX8110|서울특별시 용산구 이촌로2길 25|전문서비스|네비게이션과 오디오관련 및선루프,시트관련해서는 저희지점은정비가 불가합니다|127.45315277777777|37.16633888888889
기아오토큐|장안점|0222148582|AX0020|서울특별시 동대문구 사가정로 254  장안동|전문서비스|① 수리불가 항목 : 판금도장(보험수리), 오디오, 시트, 썬루프, 유리 작업② 토요일 및 당일 예약은 불가합니다.③ 수리불가항목(엔진 등)이 발생할 수 있으니 인터넷 예약 후 확인전화 부탁드립니다.|127.075349|37.576219
기아오토큐|청담점|0262418585|AX1110|서울특별시 강남구 삼성로148길 10 (청담동)|전문서비스|네비.시트, 오디오 일부 수리제약있습니다일요일 휴무입니다 당일예야불가합니다|127.050603|37.52086
기아오토큐|현대강남서비스|025751900|AK1100|서울특별시 서초구 마방로26 (양재동), 현대기아자동차서비스|종합서비스|오디오/네비게이션 수리.시트,썬루프,유리작업은 일반수리및보험 수리만 가.1톤이하 차량만수리가능정비혼잡시간(10시~11시,13시~15시)에는 정비지연으로 대기시간발생됨|127.0431439|37.4720393
기아오토큐|화곡북부점|0226951651|AX9590|서울특별시 강서구 까치산로 167  화곡동, 기아자동차서비스|전문서비스|주중오전예약가능-토요일제외오디오,시트,선루프관련작업은제외(단 네비업글은가능)|126.855021|37.549433
기아오토큐|화곡서부점|0226081700|AX8010|서울특별시 강서구 강서로17길 150  화곡동, 기아자동차큐서비스|전문서비스|오디오,네비업글,시트,선루프 등은 해당항목 전문점에 별도 문의,또는 예약해주시기 바랍니다.|126.839901|37.528929
기아오토큐|도곡공업사|025757666|AK3670|서울특별시 강남구 남부순환로381길 45 (도곡동)|종합서비스|네비게이션,오디오,시트, 선루프,얼라이먼트 보증수리는 불가능합니다.또한 지연 입고시 사전에 작업 중인 상태라면 작업지연 및 출고지연 가능성이 있으니 이점 양해해주시기 바랍니다.|127.04747|37.4842345
기아오토큐|미삼모터스|029800430|AK1260|서울특별시 강북구 도봉로 20  미아동|종합서비스|예약불가:판금도장수리불가:네비업글,오디오,시트,썬루프,유리작업토요일,공휴일및당일예약불가.|127.032689|37.608445
기아오토큐|성우자동차공업|024981885|AK1180|서울특별시 성동구 왕십리로16길26 (성수동1가), 성우자동차공업(주)|종합서비스|네비게이션업데이트.AUDIO수리.선루프수리.시트수리. 휠얼라이먼트 관련작업은 불가합니다.작업불가 항목입니다예약 차량이라도 작업장에 차량이 밀려있으면 작업지연될수 있습니다|127.049227|37.54854
기아오토큐|영등포점|0226768581|AX8330|서울 영등포구 국회대로 636|전문서비스|*오디오, 네비게이션, 시트, 썬루프 등 수리는 불가능 합니다.|126.906475|37.5225861
기아오토큐|동남모터스|0222930626|AK3730|서울 성동구 행당동 고산자로 224(행당동)|종합서비스|네비게이션,오디오,시트, 선루프,유리 수리는 불가능합니다.|127.0365556|37.5570556
기아오토큐|목동한신모터스|0226789100|AK3700|서울특별시 영등포구 양평로28길 1 (양평동6가), 한신자동차|종합서비스|오디오,네비게이션,시트,썬루프,휠얼라이먼트 관련작업은 불가합니다.(판금도장및교통안전공단검사차량은수리는가능하오나예약이어렵습니다.)|126.8920593|37.5372582
기아오토큐|천호점|024778572|AX2710|서울특별시 강동구 올림픽로 741 (천호동)|전문서비스|네비게이션,오디오,썬루프,시트,유리 관련 수리는 불가능합니다~|127.128431|37.544908
기아오토큐|한남써비스|027019601|AK3760|서울특별시 용산구 한남대로21길 23|종합서비스|고객센터로 예약가능하며, 당일예약과 주말,토요일,공휴일 예약은 불가합니다. 판금도장 수리 가능합니다. 네비게이션,오디오,시트,썬루프 수리 불가합니다. 지연입고시 당일 입고한 차량과 동일하게 입고순서대로 작업합니다.|127.008583|37.531079
기아오토큐|일원점|024455285|AX2800|서울특별시 강남구 개포로140길 24 (일원동)|전문서비스|DCT(더블클러치)전문/GDI,DPF크리닝장비보유/진동소음NVH진단장비 보유| | 
기아오토큐|강남하이모터스|025792900|AK3720|서울특별시 강남구 논현로10길 7 (개포동)|종합서비스|평일(월-금)9:00-10:00까지만 예약 가능합니다.주말,공휴일,당일 예약 불가합니다.내비게이션, 오디오, 시트, 썬루프는 수리 불가합니다.지연 입고시 당일 입고한 차량과 동일하게 입고 순서대로작업합니다.|127.0512237|37.4713877
