##NAME|SUBNAME|TELNUM|NEWADDR|FEAT|XCOORD|YCOORD
티스테이션|포천송우점|031-543-2947|경기도 포천시 소흘읍 호국로 709||127.150651|37.831033
티스테이션|향남동오점|031-352-6505|경기도 화성시 향남읍 서봉로 622||126.954055|37.131432
티스테이션|고양시청점|031-971-9333|경기도 고양시 덕양구 고양대로 1290번길 4||126.827658|37.657145
티스테이션|보정점|031-262-2331|경기도 용인시 기흥구 이현로||127.093907|37.309943
티스테이션|봉담점|031-224-8709|경기도 화성시 봉담읍 효행로 308||126.975125|37.220628
티스테이션|과천점|02-3418-7404|경기도 과천시 중앙로 422||127.000350|37.450658
티스테이션|광명점|02-6933-3325|경기도 광명시 오리로 1029||126.848977|37.480738
티스테이션|군포부곡점|031-458-8862|경기도 군포시 번영로 200번길 4||126.926653|37.333549
티스테이션|당왕점|031-675-6584|경기도 안성시 안성 맞춤대로 1200||127.267867|37.019543
티스테이션|도기점|031-677-0304|경기도 안성시 아양1로 14||127.262796|37.004327
티스테이션|발안공단점|031-366-0700|경기도 화성시 향남읍 발안공단로 108||126.907321|37.086764
티스테이션|보라점|031-282-0120|경기도 용인시 기흥구 용구대로 1886||127.104915|37.256456
티스테이션|분당정자점|031-713-6661|경기도 성남시 분당구 내정로 129번길 28||127.114019|37.373492
티스테이션|삼송점|02-357-0233|경기도 고양시 덕양구 동송로 20||126.8989479|37.648700
티스테이션|수원터미널점|031-232-6266|경기도 수원시 권선구 세지로 2||127.014721|37.252430
티스테이션|수지구청점|031-261-9779|경기도 용인시 수지구 풍덕천로 148번길 23||127.098930|37.322455
티스테이션|안양박달점|031-443-0285|경기도 안양시 만안구 박달로515||126.909879|37.402732
티스테이션|안양호계점|031-458-2288|경기도 안양시 동안구 귀인로 76||126.947723|37.381931
티스테이션|양주광적점|031-837-9202|경기도 양주시 광적면 삼일로 28||126.988008|37.820883
티스테이션|용인모현점|031-761-8002|경기도 용인시 처인구 모현면 문현로 265번길2||127.237785|37.338881
티스테이션|의왕고천점|031-462-3605|경기도 의왕시 경수대로 269||126.9724170|37.3502672
티스테이션|의정부금오점|031-845-4446|경기도 의정부시 호국로 1639||127.080939|37.757926
티스테이션|이충점|031-667-8080|경기도 평택시 경기대로 1253||127.062071|37.058439
티스테이션|일산대화점|031-913-2153|경기도 고양시 일산서구 성저로 53-11||126.753075|37.685180
티스테이션|초지점|031-486-7700|경기도 안산시 단원구 원포공원1로 26||126.813268|37.300805
티스테이션|하대원점|031-721-5129|경기도 성남시 중원구 둔촌대로 235||127.144456|37.428560
티스테이션|행신점|031-978-6300|경기도 고양시 덕양구 화신로 150||126.841218|37.625944
티스테이션|향남점|031-377-6028|경기도 화성시 향남읍 행정죽전로1길 3||126.920123|37.123653
티스테이션|화도점|031-511-6788|경기도 남양주시 화도읍 경춘로 1785||127.288339|37.656394
티스테이션|서수지점|031-261-4848|경기도 용인시 수지구 수지로 48||127.075386|37.307292
티스테이션|시흥점|031-723-9712|경기도 성남시 수정구 여수대로 16||127.103875|37.422046
티스테이션|판교점|031-781-3345|경기도 성남시 분당구 운중로 267번길3-7||127.091830|37.389249
티스테이션|수원삼성로점|031-205-8940|경기도 수원시 영통구 삼성로 31||127.048615|37.247906
티스테이션|양곡점|031-989-5127|경기도 김포시 양촌읍 양곡4로 41||126.620178|37.652839
티스테이션|풍동점|031-932-9111|경기도 고양시 일산동구 백마로 472||126.800852|37.661447
티스테이션|소사점|032-341-2999|경기도 부천시 소사구 소사로 152-1||126.795799|37.471814
티스테이션|구리점|031-552-5984|경기도 구리시 아차산로||127.130357|37.589634
티스테이션|동두천점|010-8654-7172|경기도 동두천시 평화로||127.0573439|37.8916583
티스테이션|모란점|031-721-4240|경기도 성남시 수정구 성남대로||127.128215|37.434893
티스테이션|죽전점|031-265-5554|경기도 용인시 기흥구 용구대로||127.10812|37.315265
티스테이션|김해테크노밸리점|055-346-7356|경상남도 김해시 진례면||128.7738693|35.26589
티스테이션|진주상평점|055-762-4545|경상남도 진주시 대신로 126||128.118527|35.171495
티스테이션|창원내서점|055-275-8585|경상남도 창원시 마산회원구 내서읍||128.530276|35.268245
티스테이션|창원도계점|010-6403-8484|경상남도 창원시 의창구 도계로 3||128.632895|35.259635
티스테이션|칠서점|055-586-5109|경상남도 함안군 칠서면 공단상가1길 90||128.483429|35.361440
티스테이션|칠암점|055-754-0077|경상남도 진주시 동진로 27||128.094038|35.179189
티스테이션|사천점|055-852-9233|경상남도 사천시 사천읍 옥산로 50-35||128.088152|35.078964
티스테이션|상남점|055-289-0003|경상남도 창원시 성산구 마디미로74번길8||128.680667|35.219045
티스테이션|신현점|055-635-8564|경상남도 거제시 거제대로 4541||128.639975|34.893111
티스테이션|장유점|055-314-1237|경상남도 김해시 금관대로 582||128.813824|35.200939
티스테이션|진주평거점|055-748-2435|경상남도 진주시 새들말로 40||128.0587117|35.1671138
티스테이션|창원신월점|055-282-4492|경상남도 창원시 의창구 상남로 192번길 45||128.691962|35.226868
티스테이션|광도점|055-646-3117|경상남도 통영시 광도면 죽림해안로 68||128.422437|34.884779
티스테이션|동양판매점|055-752-3400|경상남도 진주시 대신로 147번길 4||128.117487|35.173664
티스테이션|밀양점|055-355-2228|경상남도 밀양시 밀양대로 1750||128.753884|35.482158
티스테이션|산호점|055-245-3535|경상남도 창원시 마산합포구 허당로 90||128.585587|35.210597
티스테이션|상곡점|055-231-6849|경상남도 창원시 마산회원구 내서읍 중리공단로 109||128.509611|35.241125
티스테이션|옥포점|055-688-3005|경상남도 거제시 옥포로 23길 35||128.686659|34.894731
티스테이션|진영점|055-342-1058|경상남도 김해시 김해대로||128.717149|35.306384
티스테이션|진주상대점|055-753-4486|경상남도 진주시 모덕로 46||128.103067|35.181519
티스테이션|창원삼계점|055-232-5716|경상남도 창원시 마산회원구 내서읍 경남대로 820||128.504649|35.223228
티스테이션|통영무전점|055-645-2231|경상남도 통영시 통영해안로 533||128.435924|34.854674
티스테이션|거창점|055-945-1900|경상남도 거창군 거창읍 강남로||127.905240|35.682447
티스테이션|동양산점|055-366-9988|경상남도 양산시 웅상대로||129.1548714|35.3844021
티스테이션|마산점|055-256-0053|경상남도 창원시 마산회원구 3.15대로 802||128.586341|35.242656
티스테이션|마산중앙점|055-242-0252|경상남도 창원시 마산합포구 중앙남11길||128.563743|35.191658
티스테이션|석전점|055-299-0444|경상남도 창원시 마산회원구 양덕옛길1길 71||128.575405|35.228002
티스테이션|양덕점|055-299-5333|경상남도 창원시 마산회원구 양덕로||128.586343|35.228729
티스테이션|죽림점|055-646-5117|경상남도 통영시 광도면 죽림양지길 1||128.413591|34.884267
티스테이션|창녕점|055-532-0055|경상남도 창녕군 대지면 우포2로 1156||128.484185|35.547136
티스테이션|창원소계점|055-255-3636|경상남도 창원시 의창구 의창대로 31||128.604728|35.255293
티스테이션|연초점|055-637-5909|경상남도 거제시 연초면 거제대로 4298||128.650778|34.911579
티스테이션|진례점|055-342-7369|경상남도 김해시 진례면 서부로 889||128.766963|35.228654
티스테이션|함양점|055-964-2525|경상남도 함양군 함양읍 함양로 1283||127.734846|35.531555
티스테이션|김해점|055-327-9960|경상남도 김해시 가야로 506번지||128.888614|35.236908
티스테이션|북신점|055-645-4012|경상남도 통영시 장골로 46||128.423050|34.857545
티스테이션|신안점|055-746-1120|경상남도 진주시 남강로 529||128.074257|35.185088
티스테이션|용원점|055-543-7115|경상남도 창원시 진해구 용재로 65||128.816957|35.101187
티스테이션|하대점|055-763-3667|경상남도 진주시 말티고개로 58||128.108140|35.197742
티스테이션|사림점|055-267-7700|경상남도 창원시 의창구 사림로 152||128.684680|35.241739
티스테이션|동김해점|055-324-2706|경상남도 김해시 김해대로 2692||128.921172|35.228802
티스테이션|진주금산점|055-752-2609|경상남도 진주시 금산면 금산로 26||128.139557|35.213885
티스테이션|창원대산점|055-277-5882|경상남도 창원시 의창구 대산면 진산대로 441||128.708552|35.339105
티스테이션|팔용점|055-237-6600|경상남도 창원시 의창구 무역로 581번길 2||128.640852|35.230091
티스테이션|삼계점|055-333-1120|경상남도 김해시 김해대로 1888||128.865107|35.257904
티스테이션|서김해점|055-338-2738|경상남도 김해시 김해대로 2289||128.877090|35.226135
티스테이션|양산IC점|055-385-7037|경상남도 양산시||129.044412|35.370256
티스테이션|진해경화점|055-542-8848|경상남도 창원시 진해구 충장로||128.683184|35.156444
티스테이션|구미점|054-463-5500|경상북도 구미시 수출대로 4||128.364675|36.110526
티스테이션|문경시민운동장점|054-555-0070|경상북도 문경시 모전로 124||128.189084|36.592170
티스테이션|상주점|054-533-1982|경상북도 상주시 경상대로 2975||128.150987|36.412537
티스테이션|포항북구점|054-256-0909|경상북도 포항시 북구 새천년대로 1357||129.395391|36.076681
티스테이션|구미옥계점|054-474-8818|경상북도 구미시 옥계남로||128.425108|36.136072
티스테이션|노서점|054-773-5109|경상북도 경주시 금성로 263||129.206803|35.841112
티스테이션|신성주점|054-933-6560|경상북도 성주군 성주읍 성주순환로||128.291820|35.919746
티스테이션|영덕점|054-732-7989|경상북도 영덕군 영덕읍 강변길 10||129.371406|36.415142
티스테이션|영천점|054-331-0909|경상북도 영천시 최무선로 135||128.916233|35.961310
티스테이션|용강점|054-771-3300|경상북도 경주시 원화로 515||129.222513|35.866318
티스테이션|포항남구점|054-283-8084|경상북도 포항시 남구 새천년대로 438||129.345361|36.014834
티스테이션|남구미점|054-471-4234|경상북도 구미시 왕산로||128.366046|36.086951
티스테이션|두호점|054-247-8272|경상북도 포항시 북구 두호동||129.377139|36.057394
티스테이션|용덕점|054-291-1369|경상북도 포항시 남구 오천읍 정몽주로 608-1||129.415793|35.972200
티스테이션|용흥점|054-253-6262|경상북도 포항시 북구 새천년대로 599||129.354121|36.027444
티스테이션|울진점|054-783-0653|경상북도 울진군 북면 울진북로 2088||129.373711|37.102556
티스테이션|이동점|054-262-2000|경상북도 포항시 남구 희망대로 490||129.338547|36.023811
티스테이션|경산점|053-801-4802|경상북도 경산시 원효로||128.750862|35.822885
티스테이션|김천부곡점|054-437-4646|경상북도 김천시 영남대로 1440||128.093489|36.127057
티스테이션|안강점|054-762-0982|경상북도 경주시 안강읍 호국로 2626||129.197596|35.997111
티스테이션|안동송현점|054-841-8272|경상북도 안동시 경동로 341||128.698479|36.572143
티스테이션|인덕이마트점|054-291-8008|경상북도 포항시 남구 냉천로 88||129.401874|35.985465
티스테이션|구미형곡점|054-454-0215|경상북도 구미시 새마을로 44||128.343181|36.109943
티스테이션|안동수상점|054-852-4848|경상북도 안동시 강남로 2||128.703252|36.545738
티스테이션|영덕화개점|054-734-9900|경상북도 영덕군 영덕읍 화개동길 38||129.367817|36.417192
티스테이션|하양점|053-851-7337|경상북도 경산시 하양읍 대경로 676||128.815458|35.908458
티스테이션|김천율곡점|054-436-9393|경상북도 김천시 혁신6로 12||128.183810|36.121485
티스테이션|안동점|054-856-8272|경상북도 안동시 경동로||128.7167925|36.5638350
티스테이션|영주점|054-638-6630|경상북도 영주시 원당로||128.622686|36.820529
티스테이션|정평점|053-811-2244|경상북도 경산시||128.726088|35.835014
티스테이션|광주서구점|062-371-3090|광주광역시 서구 상무대로 902||126.860720|35.150524
티스테이션|상무점|062-373-0982|광주광역시 서구 운천로 149||126.856782|35.145953
티스테이션|운암점|062-531-1117|광주광역시 북구 북문대로||126.882610|35.174863
티스테이션|광주양산점|062-522-0079|광주광역시 북구 연양로||126.877729|35.206884
티스테이션|월곡산정점|062-952-9331|광주광역시 광산구 산정공원로71번길 31||126.804291|35.173813
티스테이션|광주역점|062-511-8979|광주광역시 북구 무등로 205||126.906226|35.165287
티스테이션|광주신창점|062-574-2544|광주광역시 광산구 북문대로 402||126.850192|35.192940
티스테이션|하남점|062-959-9855|광주광역시 광산구 사암로 720||126.815632|35.207033
티스테이션|대구강북점|053-323-8312|대구광역시 북구 칠곡 중앙대로 534||128.551140|35.943258
티스테이션|봉덕점|053-475-0982|대구광역시 남구 이천로 64||128.598793|35.846892
티스테이션|월배점|053-634-2121|대구광역시 달서구 조암로 80||128.521703|35.823337
티스테이션|화원점|053-638-6060|대구광역시 달성군 화원읍 비슬로 2501||128.491453|35.800257
티스테이션|동대구IC점|053-981-8142|대구광역시 동구 화랑로 533||128.682251|35.8754452
티스테이션|시민운동장점|053-352-0007|대구광역시 북구 칠성남로 71||128.579463|35.887395
티스테이션|원대점|053-356-3200|대구광역시 서구 달서천로 416||128.578059|35.880739
티스테이션|현풍점|053-616-1999|대구광역시 달성군 현풍면 현풍중앙로 148||128.440112|35.701138
티스테이션|만촌점|053-752-8192|대구광역시 수성구 무열로 11||128.646580|35.860232
티스테이션|성서점|053-587-0909|대구광역시 달서구 호산동로 10||128.486106|35.835933
티스테이션|평리점|053-559-6955|대구광역시 서구 서대구로||128.555249|35.877130
티스테이션|대구노원점|053-341-7701|대구광역시 북구 노원로 136||128.575936|35.897044
티스테이션|동구점|053-981-7077|대구광역시 동구 화랑로 379||128.665598|35.877509
티스테이션|서대구IC점|053-568-0909|대구광역시 서구 와룡로 507||128.539287|35.877891
티스테이션|성서IC점|053-592-1453|대구광역시 달서구 달구벌대로 1382||128.518564|35.850292
티스테이션|효목네거리점|053-753-9960|대구광역시 수성구 화랑로 156||128.643095|35.875070
티스테이션|태전점|053-313-0078|대구광역시 북구 칠곡중앙대로52길 73||128.550352|35.924996
티스테이션|대구동산점|053-254-5705|대구광역시 중구 국채보상로102길 53||128.587834|35.867918
티스테이션|남대구IC점|053-572-8272|대구광역시||128.531024|35.837617
티스테이션|달서점|053-555-6961|대구광역시 달서구 와룡로||128.5371|35.8586
티스테이션|세천점|053-585-7660|대구광역시 달성군||128.472051|35.876867
티스테이션|수성점|053-764-8272|대구광역시 수성구 들안로||128.617205|35.844732
티스테이션|월드컵점|053-792-3500|대구광역시 수성구 유니버시아드로||128.707464|35.828819
티스테이션|갈마점|042-533-1777|대전광역시 서구 신갈마로 147||127.368050|36.346792
티스테이션|관평점|042-935-5109|대전광역시 유성구 관들 4길73||127.394745|36.422602
티스테이션|대전서구점|042-471-8981|대전광역시 서구 문정로 25||127.382160|36.346525
티스테이션|대전점|042-936-1145|대전광역시 대덕구 대덕대로 1512||127.416387|36.449201
티스테이션|학하점|042-826-6589|대전광역시 유성구 학하중앙로 203||127,3141107|36.338-54
티스테이션|호수공원점|042-541-0893|대전광역시 서구 도안중로 305번길 72||127.349375|36.3157502
티스테이션|송촌점|042-622-5930|대전광역시 대덕구 송촌남로 62||127.444101|36.355580
티스테이션|오색읍내점|042-626-8484|대전광역시 대덕구 대전로 1446||127.425425|36.380795
티스테이션|정림점|042-541-1822|대전광역시 서구 계백로 1340||127.371421|36.309269
티스테이션|관저점|042-538-0909|대전광역시 서구 구봉산북로||127.3213108|36.2938004
티스테이션|남선점|042-486-3007|대전광역시 서구 유등로 657||127.401480|36.345565
티스테이션|대전오정점|042-624-8270|대전광역시 대덕구 한밭대로 1033||127.413339|36.358745
티스테이션|세이브존점|042-472-6615|대전광역시 서구 둔산로 201 세이브존 지하2층||127.397339|36.354092
티스테이션|중구청점|042-538-0780|대전광역시 중구 중앙로 58||127.418636|36.323751
티스테이션|내동점|042-526-4062|대전광역시 서구 도솔로 284||127.380429|36.334371
티스테이션|대전노은점|042-826-8288|대전광역시 유성구 은구비로 125||127.326528|36.379774
티스테이션|대전중촌점|042-625-3550|대전광역시 중구 동서대로 1457||127.416662|36.337437
티스테이션|도마점|042-526-4242|대전광역시||127.374786|36.310991
티스테이션|신탄진점|042-932-7800|대전광역시 대덕구 신탄진로 681번길 4||127.426393|36.439110
티스테이션|용문점|042-523-5109|대전광역시 서구 도산로 442||127.398143|36.341574
티스테이션|남대전IC점|042-283-7999|대전광역시 동구 물류로14번길 13||127.4680626|36.2720149
티스테이션|동서로점|042-522-7144|대전광역시 중구 계룡로||127.404070|36.329728
티스테이션|Luxtudio/부산점|051-868-8013|부산광역시 연제구 거제대로 197||129.071231|35.186004
티스테이션|연산점|051-754-9977|부산광역시 연제구 과정로 214||129.103910|35.188070
티스테이션|학장점|051-328-3328|부산광역시 사상구 대동로 209번길 28||128.983267|35.146517
티스테이션|괘법점|051-313-2586|부산광역시 사상구 사상로 168||128.986502|35.160675
티스테이션|모라점|051-304-7222|부산광역시 사상구 사상로 533||128.989445|35.192008
티스테이션|부산부곡점|051-582-4141|부산광역시 금정구 중앙대로 1682||129.092082|35.234591
티스테이션|센텀점|051-782-0119|부산광역시 해운대구 해운대로 213||129.125998|35.179378
티스테이션|수영점|051-625-1474|부산광역시 수영구 수영로 397-1||129.107462|35.141991
티스테이션|주례점|051-304-0708|부산광역시 사상구 백양대로 529||128.994917|35.155606
티스테이션|충무점|051-257-8680|부산광역시 서구 충무대로 240||129.024351|35.092014
티스테이션|동대신점|051-244-8808|부산광역시 서구 보수대로 204||129.021055|35.113594
티스테이션|부산중동점|051-743-1888|부산광역시 해운대구 해운대로 749||129.171686|35.166918
티스테이션|장림점|051-265-1446|부산광역시 사하구 장평로 143||128.972672|35.078906
티스테이션|토곡사거리점|051-754-9111|부산광역시 연제구 과정로 213||129.103903|35.187513
티스테이션|부산반여점|051-521-5588|부산광역시 해운대구 반여로 155번길 6||129.125550|35.205277
티스테이션|대저점|051-972-9906|부산광역시 강서구 낙동북로 256||128.956566|35.213075
티스테이션|범내골점|051-644-4517|부산광역시 부산진구 범일로 180||129.059549|35.146112
티스테이션|연산자이점|051-852-8108|부산광역시 연제구 쌍미천로 148||129.087443|35.185837
티스테이션|서부산IC점|051-256-1001|부산광역시 사상구 낙동대로 1080||128.974856|35.156751
티스테이션|엄궁점|051-328-5500|부산광역시 사상구 낙동대로 753||128.969589|35.128786
티스테이션|금사점|051-522-6902|부산광역시 금정구 반송로 459||129.113928|35.215706
티스테이션|덕천점|051-341-0858|부산광역시 북구 덕천로 55||129.010808|35.208650
티스테이션|녹산점|051-972-9555|부산광역시 강서구 낙동남로483번길 8||128.872481|35.112760
티스테이션|원동IC점|051-522-2225|부산광역시 동래구 충렬대로 490||129.111484|35.194338
티스테이션|홈플러스아시아드점|051-271-0918|부산광역시 사상구 괘법로 37||128.979515|35.159806
티스테이션|기장점|051-721-0246|부산광역시 기장군 기장읍 반송로||129.2149981|35.2496042
티스테이션|동래점|051-507-7680|부산광역시 동래구 아시아드대로||129.068808|35.206173
티스테이션|하단점|051-203-0089|부산광역시 사하구 낙동남로||128.9622942|35.1058454
티스테이션|화명점|051-333-1191|부산광역시 북구 금곡대로||129.0131156|35.2457923
티스테이션|강동점|02-478-8503|서울특별시 강동구 천호대로 1214||127.146119|37.535113
티스테이션|강북점|02-905-2985|서울특별시 강북구 도봉로 398||127.030361|37.642028
티스테이션|군자점|02-497-6777|서울특별시 성동구 동일로 285||127.071865|37.556860
티스테이션|서초점|02-585-9790|서울특별시 서초구 효령로 386||127.026136|37.487469
티스테이션|성북점|02-913-2341|서울특별시 성북구 종암로6길 8||127.036276|37.594563
티스테이션|송파삼전점|02-415-4033|서울특별시 송파구 삼전로 70||127.088694|37.504674
티스테이션|송파오금점|02-403-0666|서울특별시 송파구 동남로 310||127.138420|37.502954
티스테이션|신내IC점|02-3421-3377|서울특별시 중랑구 신내로 16길 80||127.1003299|37.6127925
티스테이션|양천점|02-2699-2812|서울특별시 양천구 중앙로 225||126.854051|37.516587
티스테이션|은평점|02-382-9644|서울특별시 은평구 통일로 813||126.923426|37.616217
티스테이션|잠실점|02-422-0911|서울특별시 송파구 도곡로 456||127.078632|37.505711
티스테이션|창동점|02-993-5109|서울특별시 도봉구 노해로 395||127.051821|37.652859
티스테이션|한남점|02-790-2921|서울특별시 용산구 한남대로 80||127.006401|37.535698
티스테이션|서교점|02-325-6336|서울특별시 마포구 월드컵로 54||126.912006|37.554068
티스테이션|시흥동점|02-806-6864|서울특별시 금천구 독산로 25-1||126.905375|37.449703
티스테이션|염창점|02-3664-5338|서울특별시 강서구 공항대로75길 41||126.874961|37.548568
티스테이션|용산원효로점|02-714-1447|서울특별시 용산구 백범로 342||126.966801|37.537604
티스테이션|구로구청점|02-837-3329|서울특별시 구로구 가마산로 264||126.889419|37.495123
티스테이션|도림점|02-832-8272|서울특별시 영등포구 도림로 342||126.900890|37.507886
티스테이션|마곡점|02-2666-3191|서울특별시 강서구 화곡로63길||126.847395|37.558555
티스테이션|백제고분로점|02-412-3493|서울특별시 송파구 오금로 180||127.114126|37.508852
티스테이션|송파배명점|02-417-0905|서울특별시 송파구 가락로 53||127.102138|37.499626
티스테이션|을지로5가점|02-2278-6649|서울특별시 중구 동호로 337||127.002153|37.564414
티스테이션|천호사거리점|02-489-0508|서울특별시 강동구 올림픽로 584-1||127.122030|37.533675
