##NAME|SUBNAME|TELNUM|ADDR|NEWADDR|OT|SUBNAME2|URL|XCOORD|YCOORD@@BMW서비스센터
BMW서비스센터|성산/서비스/센터|02-375-7301|서울특별시 마포구 성산동 589 |서울특별시 마포구 월드컵로36길 22|[2019년5월27일부터]-평일:09:00~18:00-토요일:09:00~15:00-일요일:휴무|코오롱/모터스|http://www.kolonmotors.com/|126.9038980|37.5665840
BMW서비스센터|성수/서비스/센터/|02-2170-7100|서울특별시 성동구 성수동 2가 19-24|서울특별시 성동구 동일로 111|[8/20부터운영시간]-평일:09:00~18:00-주말:09:00~16:00|도이치/모터스|http://www.deutschmotors.co.kr/|127.0637290|37.5424750
BMW서비스센터|송파/서비스/센터|02-415-7601|서울특별시 송파구 잠실동 305-8 |서울특별시 송파구 도곡로 444|[8/20부터운영시간]-평일:09:00~18:00-토요일:09:00~16:00|도이치/모터스|http://www.deutschmotors.co.kr/|127.0776750|37.5049680
BMW서비스센터|양재/서비스/센터|02-575-7602|서울특별시 서초구 양재동 394|서울특별시 서초구 논현로 7길 7|[8/20부터운영시간]-평일:09:00~18:00-토요일:09:00~16:00|도이치/모터스|http://www.deutschmotors.co.kr/|127.048661|37.472767
BMW서비스센터|역삼/패스트레인/서비스/센터|02-562-7301|서울특별시 강남구 대치동 906-19|서울특별시 강남구 역삼로 425 (대치동 906-19)|[2019년5월27일부터]-평일:09:00~18:00-토요일:휴무-일요일:휴무|코오롱/모터스|http://www.kolonmotors.com/|127.0534280|37.5016360
BMW서비스센터|용산/패스트레인/서비스/센터|02-718-1222|서울특별시 용산구 원효로1가 54-3 |서울특별시 용산구 원효로 242|[8/20부터운영시간]-평일:09:00~18:00-토요일:09:00~16:00|한독/모터스|http://www.bmwhandok.co.kr/|126.9682470|37.5392170
BMW서비스센터|구리/서비스/센터|031-567-7601|경기도 구리시 토평동 994 |경기도 구리시 벌말로 166|[8/20부터운영시간]-평일:09:00~18:00-토요일:09:00~16:00|도이치/모터스|http://www.deutschmotors.co.kr/|127.1499810|37.5911500
BMW서비스센터|미사/서비스/센터|031-794-7607|경기도 하남시 덕풍동 740번지|경기도 하남시 덕풍북로 192|[8/20부터운영시간]-평일:09:00~18:00-주말:09:00~16:00|도이치/모터스|http://www.deutschmotors.co.kr/|127.2095334|37.5524340
BMW서비스센터|부천/서비스/센터|032-676-7301|경기도 부천시 삼정동 97|경기도 부천시 신흥로 441번길 26|[2019년5월27일부터]-평일:09:00~18:00-토요일:휴무-일요일:휴무|코오롱/모터스| http://www.kolonmotors.com/|126.774565|37.523913
BMW서비스센터|분당(궁내)/서비스/센터|031-8016-7301|경기도 성남시 분당구 궁내동 314 |경기도 성남시 분당구 대왕판교로 331|[8/20부터운영시간]-평일:09:00~18:00-토요일:09:00~16:00|한독/모터스|http://www.bmwhandok.co.kr/|127.1011800|37.3730820
BMW서비스센터|분당/패스트레인/서비스/센터|031-711-7401|경기도 성남시 분당구 분당동 98-1|경기도 성남시 분당구 서현로 429번길 2|[2019년5월27일부터]-평일:09:00~18:00-토요일:09:00~15:00-일요일:휴무|코오롱/모터스|http://www.kolonmotors.com/|127.1445410|37.3743430
BMW서비스센터|송도/컴플렉스/서비스/센터|032-710-7401|인천광역시 연수구 송도동 220-6|인천광역시 연수구 첨단대로124번길 74|[8/20부터운영시간]-평일:09:00~18:00-토요일:09:00~16:00|바바리안/모터스|http://www.bavarian.co.kr/|126.661587|37.353748
BMW서비스센터|수원/서비스/센터|031-206-7501|경기도 용인시 기흥구 영덕동 40-2|경기도 용인시 기흥구 중부대로 266|[8/20부터운영시간]-평일:09:00~18:00-토요일:09:00~16:00|한독/모터스|http://www.bmwhandok.co.kr/|127.0969370|37.2696500
BMW서비스센터|오포/서비스/센터|031-726-7301|경기도 광주시 오포읍 신현리 379-1|경기도 광주시 오포읍 신현로 86-5|[2019년5월27일부터]-평일:09:00~18:00-토요일:휴무-일요일:휴무|코오롱/모터스|http://www.kolonmotors.com/|127.1567270|37.3594890
BMW서비스센터|의정부/서비스/센터|031-874-7301|경기도 의정부시 장암동 99-2|경기도 의정부시 동일로 192번길 11|[2019년5월27일부터]-평일:09:00~18:00-토요일:휴무-일요일:휴무|코오롱/모터스|http://www.kolonmotors.com/|127.0584410|37.7063360
BMW서비스센터|인천/서비스/센터|032-881-7401|인천광역시 중구 신흥동3가 7-324|인천광역시 중구 서해대로 400|[8/20부터운영시간]-평일:09:00~18:00-토요일:09:00~16:00|바바리안/모터스|http://www.bavarian.co.kr/|126.6329320|37.4619080
BMW서비스센터|일산/서비스/센터|031-966-7501|경기도 고양시 일산동구 식사동 825-10|경기도 고양시 일산동구 무궁화로 383|[8/20부터운영시간]-평일:09:00~18:00-토요일:09:00~16:00|바바리안/모터스|http://www.bavarian.co.kr/|126.8017210|37.6786900
BMW서비스센터|평택/서비스/센터|031-656-7501|경기도 안성시 원곡면 내가천리 158-8 |경기도 안성시 원곡면 청원로 1797|[2019년3월1일부터]-평일:08:30~17:30-토요일:08:30~17:30-일요일:휴무|내쇼날/모터스|http://www.nationalmotors.co.kr/|127.1195740|37.0411020
BMW서비스센터|하남/스타필드/체크인/서비스|031-796-7601|경기도 하남시신장동 616 스타필드 하남 B1|경기도 하남시미사대로 750 스타필드 B1|[8/20부터운영시간]-평일:09:00~18:00-토요일:09:00~16:00|도이치/모터스|http://www.deutschmotors.com/|127.2236650|37.5454250
BMW서비스센터|BMW/드라이빙/센터/패스트레인/서비스/센터|032-422-7301|인천광역시 중구 운서동 1677-77|인천광역시 중구 공항동로 136|[8/20부터운영시간]-평일:09:00~18:00-토요일:09:00~16:00|바바리안/모터스|http://www.bavarian.co.kr/|126.4857001|37.4623673
BMW서비스센터|대전/서비스/센터|042-633-7301|대전광역시 대덕구 와동 304-1 |대전광역시 대덕구 신탄진로315번길 20|[2019년5월27일부터]-평일:09:00~18:00-토요일:휴무-일요일:휴무|코오롱/모터스|http://www.kolonmotors.com/|127.4234310|36.4076000
BMW서비스센터|대전/유성/서비스/센터|042-826-7201|대전광역시 유성구 원신흥동 556-5|대전광역시 유성구 원신흥남로12번길 38-6|[2019년5월27일부터]-평일:09:00~18:00-토요일:휴무-일요일:휴무|코오롱/모터스|http://www.kolonmotors.com/|127.339912|36.333331
BMW서비스센터|서산/서비스/센터|041-664-7501|충청남도 서산시 수석동 1031-23|충청남도 서산시 중앙로 323|[2019년3월1일부터]-평일:09:00~18:00-토요일:휴무-일요일:휴무|내쇼날/모터스|http://www.nationalmotors.co.kr/|126.4804240|36.7650810
BMW서비스센터|원주/서비스/센터|033-734-7301|강원도 원주시 우산동 74-7 |강원도 원주시 북원로 2539|[8/20부터운영시간]-평일:09:00~18:00-토요일:09:00~16:00|도이치/모터스|http://www.deutschmotors.co.kr/|127.9410240|37.3710090
BMW서비스센터|천안/서비스/센터|041-572-7401|충청남도 천안시 서북구 성정동 932 |충청남도 천안시 서북구 쌍용대로 245 BMW빌딩|[07/01부터운영시간]-평일:09:00~18:00-토요일:09:00~13:00|삼천리/모터스|http://www.samchullymotors.co.kr|127.1353210|36.8192820
BMW서비스센터|청주/서비스/센터|043-236-7501|충청북도 청주시 흥덕구 석소동 13-18|충청북도 청주시 흥덕구 가로수로 754번길 15|[07/01부터운영시간]-평일:09:00~18:00-토요일:09:00~13:00|삼천리/모터스|http://www.samchullymotors.co.kr|127.3832570|36.6198470
BMW서비스센터|광주/서비스/센터|062-650-7301|광주광역시 남구 송하동 261-9|광주광역시 남구 송암로24번길 55|[2019년5월27일부터]-평일:09:00~18:00-토요일:09:00~13:00-일요일:휴무|코오롱/모터스|http://www.kolonmotors.com/|126.8837990|35.1102960
BMW서비스센터|광주/광천/패스트레인/서비스/센터|062-367-7301|광주광역시 서구 죽봉대로 72 (농성동, 31, 32)|광주광역시 서구 농성동 460-17|[2019년5월27일부터]-평일:09:00~18:00-토요일:휴무-일요일:휴무|코오롱/모터스|http://www.kolonmotors.com/|126.8842150|35.1596120
BMW서비스센터|광주/상무/패스트레인/서비스/센터|062-384-7301|광주광역시 서구 쌍촌동 973-15 |광주광역시 서구 상무대로 855|[8/20부터운영시간]-평일:09:00~18:00-토요일:09:00~16:00|한독/모터스/|http://www.bmwhandok.co.kr/|126.8554430|35.1501370
BMW서비스센터|광주/평동/서비스/센터|062-383-7301|광주광역시 광산구 월전동 1234|광주광역시 광산구 평동산단로 170-19|[8/20부터운영시간]-평일:09:00~18:00-토요일:09:00~16:00|한독/모터스|http://www.bmwhandok.co.kr/|126.771318|35.122307
BMW서비스센터|군산/서비스/센터|063-451-7501|전라북도 군산시 경장동 509-4|전라북도 군산시 번영로 62|[2019년3월1일부터]-평일:09:00~18:00-토요일:휴무-일요일:휴무|내쇼날/모터스|http://www.nationalmotors.co.kr/|126.7283950|35.9713780
BMW서비스센터|목포/서비스/센터|061-287-7501|전라남도 목포시 연산동 585|전라남도 목포시 대양로 101|[2019년3월1일부터]-평일:09:00~18:00-토요일:휴무-일요일:휴무|내쇼날/모터스|http://www.nationalmotors.co.kr/|126.3909244|34.8214189
BMW서비스센터|순천/서비스/센터|061-745-7301|전라남도 순천시 풍덕동 861-7|전라남도 순천시 남산로 158|[2019년5월27일부터]-평일:09:00~18:00-토요일:휴무-일요일:휴무|코오롱/모터스|http://www.kolonmotors.com/|127.5056630|34.9406360
BMW서비스센터|전주/서비스/센터|063-211-0505|전라북도 전주시 덕진구 팔복동1가 162-1 |전라북도 전주시 덕진구 신복로 66|-평일:08:30~17:30-토요일:휴무-일요일:휴무|내쇼날/모터스|http://www.nationalmotors.co.kr/|127.1079030|35.8566910
BMW서비스센터|구미/서비스/센터|054-464-7301|경상북도 구미시 광평동 792-134|경상북도 구미시 구미대로 198|[2019년5월27일부터]-평일:09:00~18:00-토요일:휴무-일요일:휴무|코오롱/모터스|http://www.kolonmotors.com/|128.3633940|36.1040636
BMW서비스센터|김해/서비스/센터|055-322-7301|경상남도 김해시 봉황동 69-10|경상남도 김해시 김해대로2324번길 40-31|[2019년5월27일부터]-평일:09:00~18:00-토요일:휴무-일요일:휴무|코오롱/모터스|http://www.kolonmotors.com/|128.878551|35.225623
BMW서비스센터|대구/서비스/센터|053-559-7301|대구광역시 동구 동호동 104-2|대구광역시 동구 안심로55길 39|[2019년5월27일부터]-평일:09:00~18:00-토요일:09:00~13:00-일요일:휴무|코오롱/모터스|http://www.kolonmotors.com/|128.7155200|35.8698400
BMW서비스센터|대구/수성/패스트레인/서비스/센터|053-768-7301|대구광역시 수성구 상동 4-4|대구광역시 수성구 청수로 50|[2019년5월27일부터]-평일:09:00~18:00-토요일:09:00~13:00-일요일:휴무|코오롱/모터스|http://www.kolonmotors.com/|128.6136890|35.8403750
BMW서비스센터|부산/광안리/서비스/센터|051-327-7301|부산광역시 수영구 광안동 173-14|부산광역시 수영구 광남로 135|[2019년5월27일부터]-평일:09:00~18:00-토요일:09:00~15:00-일요일:휴무|코오롱/모터스|http://www.kolonmotors.com/|129.1168280|35.1537360
BMW서비스센터|부산/서면/서비스/센터|051-819-7301|부산광역시 부산진구 전포동 631-1|부산광역시 부산진구 동성로 135|[8/20부터운영시간]-평일:09:00~18:00-토요일:09:00~16:00|동성/모터스|http://www.bmwdongsung.co.kr/|129.0642240|35.1605360
BMW서비스센터|부산/해운대/서비스/센터|051-731-7303|부산광역시 해운대구 중동 1394-356|부산광역시 해운대구 해운대해변로 299|[8/20부터운영시간]-평일:09:00~18:00-토요일:09:00~16:00|동성/모터스|http://www.bmwdongsung.co.kr/|129.1634750|35.1612030
BMW서비스센터|서대구/중앙/서비스/센터|053-655-7301|대구광역시 서구 이현동 42-587|대구광역시 서구 와룡로 425|[8/20부터운영시간]-평일:09:00~18:00-토요일:09:00~16:00|한독/모터스|http://www.bmwhandok.co.kr/|128.5376610|35.8707890
BMW서비스센터|서대구/패스트레인/서비스/센터|053-653-7301|대구광역시 서구 내당동 63-8|대구광역시 서구 달구벌대로 1841|[8/20부터운영시간]-평일:09:00~18:00-토요일:09:00~16:00|한독/모터스|http://www.bmwhandok.co.kr/|128.5658070|35.8608850
BMW서비스센터|울산/서비스/센터|052-268-7306|울산광역시 남구 신정동 158-5 |울산광역시 남구 돋질로 147|[8/20부터운영시간]-평일:09:00~18:00-토요일:09:00~16:00|동성/모터스|http://www.bmwdongsung.co.kr/|129.3215180|35.5406990
BMW서비스센터|진주/서비스/센터|055-744-7301|경상남도 진주시 신안동 7-1|경상남도 진주시 신안로 122|[8/20부터운영시간]-평일:09:00~18:00-토요일:09:00~16:00|동성/모터스|http://www.bmwdongsung.co.kr/|128.0692950|35.1885280
BMW서비스센터|창원/서비스/센터|055-256-7301|경상남도 창원시 마산회원구 봉암동 472-12|경상남도 창원시 마산회원구 봉양로 156|[8/20부터운영시간]-평일:09:00~18:00-토요일:09:00~16:00|동성/모터스|http://www.bmwdongsung.co.kr/|128.6032860|35.2177000
BMW서비스센터|포항/서비스/센터|054-272-7306|경상북도 포항시 북구 용흥동 624-5 |경상북도 포항시 북구 새천년대로 569|[8/20부터운영시간]-평일:09:00~18:00-토요일:09:00~16:00|동성/모터스|http://www.bmwdongsung.co.kr/|129.3525620|36.0250850
BMW서비스센터|제주/서비스/센터|064-757-7601|제주특별자치도 제주시 화북이동 947-1|제주특별자치도 제주시 동화로 66-2|-평일:08:30~18:00-토요일:09:00~16:00|도이치/모터스|http://www.deutschmotors.co.kr/|126.572483|33.514680
