##NAME|SUBNAME|SUBNAME2|ORGNAME|ID|TELNUM|ADDR|NEWADDR|WEBSITE|XCOORD|YCOORD
Ford|의정부/전시장|더파크모터스|의정부 전시장(더파크모터스)|905825|031-822-1000|경기도 의정부시 가능동 88-2|경기도 의정부시 평화로 722 (가능동)|www.theLincoln.co.kr|127.04332|37.756186
Ford|의정부/서비스센터|더파크모터스|의정부 서비스센터(더파크모터스)|A0B26|031-8030-1000|경기도 의정부시 가능동 88-2|경기도 의정부시 평화로 722 (가능동)|www.theford.co.kr|127.043482|37.756409
Ford|분당/전시장|선인자동차|분당 전시장(선인자동차)|905694|031-714-2004|경기도 성남시 분당구 서현동 102-7|경기도 성남시 분당구 새마을로 81 (서현동)|www.suninLincoln.co.kr|127.139382|37.383504
Ford|분당/서비스센터|선인자동차|분당 서비스센터(선인자동차)|A0B70|031-701-7004|경기도 성남시 분당구 서현동 102-7|경기도 성남시 분당구 새마을로 81 (서현동)|www.suninford.co.kr|127.139382|37.383504
Ford|인천/전시장|선인자동차|인천 전시장(선인자동차)|905696|032-832-0001|인천광역시 남동구 구월동 1205|인천광역시 남동구 인주대로 655 (구월동)|www.suninLincoln.co.kr|126.709765|37.449842
Ford|인천/구월/서비스센터|선인자동차|인천 구월 서비스센터(선인자동차)|A0B72|032-471-6080|인천광역시 남동구 구월동 1205|인천광역시 남동구 인주대로 655 (구월동)|www.suninford.co.kr|126.709765|37.449842
Ford|광주/오포서비스센터|프리미어모터스|광주 오포서비스센터(프리미어모터스)|A1B03|031-726-2008|경기도 광주시 오포읍 능평리 205-1|경기도 광주시 오포읍 창뜰윗길6번길 26|www.premiermotors.co.kr|127.173148|37.35091
Ford|용인/전시장|더파크모터스|용인 전시장(더파크모터스)|905707|031-300-9600|경기도 용인시 수지구 상현동 1118 U타워 빌딩 1층|경기도 용인시 수지구 광교중앙로 295번길 3 (상현동, U타워 빌딩 1층)|www.theLincoln.co.kr|127.066294|37.296204
Ford|수원/전시장|선인자동차|수원 전시장(선인자동차)|905695|031-221-7600|경기도 용인시 기흥구 영덕동 781-2|경기도 용인시 기흥구 중부대로 13 (영덕동)|www.suninLincoln.co.kr|127.070351|37.268386
Ford|수원/서비스센터|선인자동차|수원 서비스센터(선인자동차)|A0B71|031-237-6340|경기도 용인시 기흥구 영덕동 781-2|경기도 용인시 기흥구 중부대로 13 (영덕동)|www.suninford.co.kr|127.070351|37.268386
Ford|인천/중부/서비스센터|선인자동차|인천 중부 서비스센터(선인자동차)|A0B73|032-863-6080|인천광역시 중구 신흥동 3가 42-72|인천광역시 중구 서해대로 180번길 65 (신흥동)|www.suninford.co.kr|126.618222|37.444042
Ford|춘천/전시장|더파크모터스|춘천 전시장(더파크모터스)|905970|033-263-4200|강원도 춘천시 석사동 827-1|강원도 춘천시 춘천순환로 28 (석사동)|www.theford.co.kr|127.744915|37.854692
Ford|천안/전시장|선인자동차|천안 전시장(선인자동차)|905655|041-562-0007|충청남도 천안시 동남구 구성동 50-24|충청남도 천안시 동남구 천안대로 566 (구성동)|www.suninLincoln.co.kr|127.164858|36.798632
Ford|천안/서비스센터|선인자동차|천안 서비스센터(선인자동차)|A0B63|041-563-0009|충청남도 천안시 동남구 구성동 50-24|충청남도 천안시 동남구 천안대로 566 (구성동)|www.suninford.co.kr|127.164858|36.798632
Ford|원주/전시장|더파크모터스|원주 전시장(더파크모터스)|905708|033-762-0040|강원도 원주시 관설동 679-1|강원도 원주시 치악로 1320 (관설동)|www.theLincoln.co.kr|127.978182|37.305689
Ford|원주/서비스센터|더파크 모터스|원주 서비스센터(더파크 모터스)|A0B97|033-762-0041|강원도 원주시 관설동 298-3|강원도 원주시 치악로 1221-10 (관설동)|www.theford.co.kr|127.98302|37.298882
Ford|청주/전시장|선인자동차|청주 전시장(선인자동차)|905912|043-287-0007|충청북도 청주시 서원구 남이면 양촌리 11-2|충청북도 청주시 서원구 남이면 2순환로 1778 (양촌리)|www.suninLincoln.co.kr|127.474515|36.594468
Ford|청주/서비스센터|선인자동차|청주 서비스센터 (선인자동차)|A0B57|043-288-0007|충청북도 청주시 서원구 남이면 양촌리 11-2|충청북도 청주시 서원구 남이면 2순환로 1778|www.suninford.co.kr|127.474515|36.594468
Ford|대전/전시장|선인자동차|대전 전시장(선인자동차)|905700|042-823-2000|대전광역시 서구 용문동 257-7|대전광역시 서구 계룡로 650 (용문동)|www.suninLincoln.co.kr|127.393478|36.337474
Ford|대전/서비스센터|선인자동차|대전 서비스센터(선인자동차)|A0B77|042-226-7707|대전광역시 중구 용두동 291-3|대전광역시 중구 유등천동로 624 (용두동)|www.suninford.co.kr|127.399351|36.333909
Ford|강릉/서비스센터|더파크 모터스|강릉 서비스센터(더파크 모터스)|A0B96|033-901-2004|강원도 강릉시 포남동 1163|강원도 강릉시 경강로 2255번길 31 (포남동)|www.theford.co.kr|128.903787|37.766864
Ford|강릉/전시장|더파크모터스|강릉 전시장(더파크모터스)|905709|033-646-2300|강원도 강릉시 포남1동 1163|강원도 강릉시 경강로2255번길 31 (포남동)|www.theLincoln.co.kr|128.906112|37.766868
Ford|전주/전시장|선인자동차|전주 전시장(선인자동차)|905618|063-273-0005|전라북도 전주시 덕진구 장동 1053-6|전라북도 전주시 덕진구 장동유통로 29-8 (장동)|www.suninLincoln.co.kr|127.0622|35.861073
Ford|전주/서비스센터|선인자동차|전주 서비스센터(선인자동차)|A0B56|063-252-5400|전라북도 전주시 덕진구 팔복동 2가 830-3|전라북도 전주시 덕진구 기린대로 865 (팔복동2가)|www.suninford.co.kr|127.087277|35.855014
Ford|대구/전시장|선인자동차|대구 전시장(선인자동차)|905703|053-766-2000|대구광역시 수성구 황금동 845-4|대구광역시 수성구 동대구로 129 (황금동)|www.suninLincoln.co.kr|128.623735|35.84199
Ford|대구/수성/서비스센터|선인자동차|대구 수성 서비스센터(선인자동차)|A0B78|053-766-0755|대구광역시 수성구 황금동 845-4|대구광역시 수성구 동대구로 129 (황금동)|www.suninford.co.kr|128.623735|35.84199
Ford|동대구/서비스센터|선인자동차|동대구 서비스센터(선인자동차)|A0B79|053-963-0011|대구광역시 동구 동호동 109-1|대구광역시 동구 안심로55길 22 (동호동)|www.suninford.co.kr|128.716321|35.868094
Ford|광주/전시장|이한모터스|광주 전시장(이한모터스)|905710|062-515-1010|광주광역시 서구 양동 391-43|광주광역시 서구 상무대로 1226 (양동)|www.leehanmotors.com|126.895397|35.15585
Ford|광주/서비스센터|이한모터스|광주 서비스센터(이한모터스)|A0C52|062-515-1020|광주광역시 광산구 소촌동 653-1|광주광역시 광산구 어등대로 605|www.leehanmotors.com|126.786849|35.149573
Ford|포항/전시장|프리미어모터스|포항 전시장(프리미어모터스)|905687|054-285-8899|경상북도 포항시 남구 효자동 120-6번지|경상북도 포항시 남구 새천년대로 337 (효자동)|www.premiermotors.co.kr|129.33773|36.008671
Ford|포항/서비스센터|프리미어모터스|포항 서비스센터(프리미어모터스)|A0B12|054-281-7007|경상북도 포항시 남구 연일읍 오천리 180-23|경상북도 포항시 연일읍 동문로 76번길 12|www.premiermotors.co.kr|129.340687|35.99232
Ford|창원/전시장|프리미어모터스|창원 전시장(프리미어모터스)|905685|055-715-5000|경상남도 창원시 마산합포구 신포동 65-10|경상남도 창원시 마산합포구 해안대로 279-2 (신포동1가)|www.premiermotors.co.kr|128.572247|35.198756
Ford|창원/서비스센터|프리미어모터스|창원 서비스센터(프리미어모터스)|A0B08|055-715-3003|경상남도 창원시 마산합포구 해운동 45-8|경상남도 창원시 마산합포구 월영동 12길 18 (해운동)|www.premiermotors.co.kr|128.562555|35.180236
Ford|울산/익스프레스/서비스센터|프리미어모터스|울산 익스프레스 서비스센터(프리미어모터스)|A0B09|052-227-6001|울산광역시 남구 옥동 252-7|울산광역시 남구 문수로 328 (옥동)|www.premiermotors.co.kr|129.286964|35.534987
Ford|울산/전시장|프리미어모터스|울산 전시장(프리미어모터스)|905686|052-261-3388|울산광역시 남구 옥동 252-7|울산광역시 남구 문수로 328 (옥동)|www.premiermotors.co.kr|129.289143|35.534964
Ford|울산/서비스센터|프리미어모터스|울산 서비스센터(프리미어모터스)|A0B27|052-258-8004|울산 남구 삼산동 1544-20|울산광역시 남구 화합로 210번길 7 (삼산동)|www.premiermotors.co.kr|129.339504|35.543531
Ford|부산/학장/서비스센터|프리미어모터스|부산 학장 서비스센터(프리미어모터스)|A0B07|051-715-2000|부산광역시 사상구 학장동 279-4|부산광역시 사상구 학장로 243 (학장동)|www.premiermotors.co.kr|128.990392|35.145926
Ford|부산/해운대/전시장|프리미어모터스|부산 해운대 전시장(프리미어모터스)|905683|051-741-5114|부산광역시 해운대구 우동 1483 센텀Q|부산광역시 해운대구 센텀5로 55 (우동, 센텀큐빌딩)|www.premiermotors.co.kr|129.131589|35.172951
Ford|부산/수영/전시장|선인자동차|부산 수영 전시장(선인자동차)|905705|051-758-0075|부산광역시 수영구 광안2동 164-1|부산광역시 수영구 수영로 554 (광안동)|www.suninLincoln.co.kr|129.112905|35.155394
Ford|부산/수영/서비스센터|선인자동차|부산 수영 서비스센터(선인자동차)|A0B81|051-758-0046|부산시 수영구 광안동 509-107|부산광역시 수영구 수영로 562-9 (광안동)|www.suninford.co.kr|129.113302|35.155536
Ford|제주/서비스센터|프리미어모터스|제주 서비스센터(프리미어모터스)|A0C51|064-755-1474~5|제주특별자치도 제주시 화북일동 3797-4|제주특별자치도 제주시 화남로 7 (화북일동)|www.premiermotors.co.kr|126.554685|33.517349
Ford|제주/전시장|프리미어모터스|제주 전시장(프리미어모터스)|906017|064-759-9881~2|제주특별자치도 제주시 오라3동 2108-1|제주특별자치도 제주시 연삼로 132 (오라3동)|www.premiermotors.co.kr|126.497857|33.49258
