##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@신한생명
신한생명|대화지점|126.750847|37.675045|신한생명|031-924-7680|경기도 고양시 일산서구 중앙로 1542|경기도 고양시 일산서구 대화동 2199-2|||||||신한생명 대화지점|신동아 노블타워 2층 (대화동 2199-2 신동아 노블타워 2층);신동아 노블타워 2층|||40613
신한생명|운정지점|126.750893|37.674974|신한생명|031-922-4250|경기도 고양시 일산서구 중앙로 1542|경기도 고양시 일산서구 대화동 2199-2|||||||신한생명 운정지점|신동아 노블타워 2층 (대화동 2199-2 신동아 노블타워 2층);신동아 노블타워 2층|||40613
신한생명|프리미어/일산지점|126.750802|37.675009|신한생명|031-929-9850|경기도 고양시 일산서구 중앙로 1542|경기도 고양시 일산서구 대화동 2199-2|||||||신한생명 프리미어/일산지점|신동아 노블타워 2층 (대화동 2199-2 신동아 노블타워 2층);신동아 노블타워 2층|||40613
신한생명|광명지점|126.868389|37.475777|신한생명|02-895-1031|경기도 광명시 철산로 20|경기도 광명시 철산동 272|||||||신한생명 광명지점|야우리빌딩 4층 (철산동 272 야우리빌딩 4층);야우리빌딩 4층|||40613
신한생명|구리지점|127.142705|37.602144|신한생명|031-553-3164|경기도 구리시 경춘로 249|경기도 구리시 인창동 676-6|||||||신한생명 구리지점|(인창동,동원플에이스테이션) 9층 (인창동 676-6 (동원플에이스테이션) 9층);(동원플에이스테이션) 9층|||40613
신한생명|상동지점|126.776495|37.500396|신한생명|032-611-8364|경기도 부천시 신흥로 187|경기도 부천시 중동 1132|||||||신한생명 상동지점|(중동,부천농업협동조합) 2층 (중동 1132 (부천농업협동조합) 2층);(부천농업협동조합) 2층|||40613
신한생명|송내지점|126.776490|37.500319|신한생명|032-665-0350|경기도 부천시 신흥로 187|경기도 부천시 중동 1132|||||||신한생명 송내지점|(중동,부천농업협동조합) 3층 (중동 1132 (부천농업협동조합) 3층);(부천농업협동조합) 3층|||40613
신한생명|분당지점|127.120801|37.384519|신한생명|031-707-4701|경기도 성남시 분당구 황새울로 314|경기도 성남시 분당구 서현동 271-2|||||||신한생명 분당지점|유니퀘스트빌딩 2층 (분당구 서현동 271-2 유니퀘스트빌딩 2층);유니퀘스트빌딩 2층|||40613
신한생명|수원지점|127.030797|37.261540|신한생명|031-267-1900|경기도 수원시 권선구 효원로 268|경기도 수원시 권선구 권선동 1014|||||||신한생명 수원지점|현대해상빌딩 7층 (권선구 권선동 1014 현대해상빌딩 7층);현대해상빌딩 7층|||40613
신한생명|동수원지점|127.030986|37.260571|신한생명|031-267-3420|경기도 수원시 권선구 권광로 141|경기도 수원시 권선구 권선동 1023-3|||||||신한생명 동수원지점|서울보증보험빌딩 7층 (권선구 권선동 1023-3 서울보증보험빌딩 7층);서울보증보험빌딩 7층|||40613
신한생명|신수원지점|127.030807|37.260386|신한생명|031-226-9934|경기도 수원시 권선구 권광로 141|경기도 수원시 권선구 권선동 1023-3|||||||신한생명 신수원지점|서울보증보험빌딩 2층 (권선동 1023-3 서울보증보험빌딩 2층);서울보증보험빌딩 2층|||40613
신한생명|안산지점|126.829372|37.314230|신한생명|031-411-3733|경기도 안산시 단원구 광덕대로 197|경기도 안산시 단원구 고잔동 706|||||||신한생명 안산지점|MG손해보험빌딩 4층 (단원구 고잔동 706 MG손해보험빌딩 4층);MG손해보험빌딩 4층|||40613
신한생명|신안산지점|126.829367|37.314233|신한생명|031-482-0955|경기도 안산시 단원구 광덕대로 197|경기도 안산시 단원구 고잔동 706|||||||신한생명 신안산지점|MG손해보험빌딩 5층 (단원구 고잔동 706 MG손해보험빌딩 5층);MG손해보험빌딩 5층|||40613
신한생명|평촌지점|126.961232|37.394475|신한생명|031-389-7451|경기도 안양시 동안구 시민대로 278|경기도 안양시 동안구 관양동 1599|||||||신한생명 평촌지점|신한은행빌딩5층 (동안구 관양동 1599 신한은행빌딩 5층);신한은행빌딩 5층|||40613
신한생명|안양지점|126.924776|37.395282|신한생명|031-466-2411|경기도 안양시 만안구 안양로 250|경기도 안양시 만안구 안양1동 622-218|||||||신한생명 안양지점|안양저축은행빌딩 4층 (만안구 안양1동 622-218 안양저축은행빌딩 4층);안양저축은행빌딩 4층|||40613
신한생명|의정부지점|127.047442|37.735643|신한생명|031-825-3000|경기도 의정부시 평화로 489|경기도 의정부시 의정부3동 163-7|||||||신한생명 의정부지점|전기공사조합공제빌딩 2층 (의정부3동 163-7 전기공사조합공제빌딩 2층);전기공사조합공제빌딩 2층|||40613
신한생명|평택지점|127.087345|36.993322|신한생명|031-653-4033|경기도 평택시 평택1로 16|경기도 평택시 평택동 37-20|||||||신한생명 평택지점|영일빌딩 2층 (평택동 37-20 영일빌딩 2층);영일빌딩 2층|||40613
신한생명|거제지소|128.622814|34.888502|신한생명|055-637-2648|경상남도 거제시 거제중앙로25길 4|경상남도 거제시 고현동 961-108|||||||신한생명 거제지소|유신빌딩 9층 (고현동 961-108 유신빌딩 9층);유신빌딩 9층|||40613
신한생명|김해지점|128.867113|35.235248|신한생명|055-322-3324|경상남도 김해시 내외중앙로 60|경상남도 김해시 내동 1144-3|||||||신한생명 김해지점|신한프라자빌딩12층 (내동 1144-3 신한프라자빌딩 12층);신한프라자빌딩 12층|||40613
신한생명|양산지소|129.026674|35.338155|신한생명|055-385-0578|경상남도 양산시 강변로 438|경상남도 양산시 중부동 685-7|||||||신한생명 양산지소|크리스탈타워 10층 (중부동 685-7 크리스탈타워 10층);크리스탈타워 10층|||40613
신한생명|진주지소|128.103498|35.179649|신한생명|055-746-6920|경상남도 진주시 동진로 111|경상남도 진주시 상대동 292-21|||||||신한생명 진주지소|디럭스타워빌딩 3층 (상대동 292-21 디럭스타워빌딩 3층);디럭스타워빌딩 3층|||40613
신한생명|창원지점|128.677705|35.220176|신한생명|055-266-0294|경상남도 창원시 성산구 중앙대로 60|경상남도 창원시 성산구 상남동 71-1|||||||신한생명 창원지점|신한은행빌딩3층 (성산구 상남동 71-1 신한은행빌딩 3층);신한은행빌딩 3층|||40613
신한생명|경주지점|129.217028|35.846716|신한생명|054-742-4402|경상북도 경주시 원화로 293|경상북도 경주시 성동동 81-2|||||||신한생명 경주지점|성모클리닉빌딩3층 (성동동 81-2 성모클리닉빌딩 3층);성모클리닉빌딩 3층|||40613
신한생명|천마지점|129.214404|35.845035|신한생명|054-778-5650|경상북도 경주시 화랑로 125|경상북도 경주시 성동동 386-6|||||||신한생명 천마지점|KT빌딩5층 (성동동 386-6 KT빌딩 5층);KT빌딩 5층|||40613
신한생명|구미지소|128.346496|36.118796|신한생명|054-453-6871|경상북도 구미시 송원동로 7|경상북도 구미시 송정동 58|||||||신한생명 구미지소|용은빌딩 5층 (송정동 58번지 용은빌딩 5층);용은빌딩 5층|||40613
신한생명|안동지소|128.703194|36.563774|신한생명|054-841-8161|경상북도 안동시 광명로 185|경상북도 안동시 옥동 614-16|||||||신한생명 안동지소|백암문화센터 6층 (옥동 614-16 백암문화센터빌딩 6층);백암문화센터빌딩 6층|||40613
신한생명|포항지점|129.360991|36.017049|신한생명|054-271-2150|경북 포항시 남구 포스코대로 346|경상북도 포항시 남구 대도동 135-19|||||||신한생명 포항지점|KT포항지사 5층 (남구 대도동 135-19 KT포항타워 5층);KT포항타워 5층|||40613
신한생명|송정지점|126.848974|35.155803|신한생명|062-384-9802|광주 서구 상무중앙로 98|광주광역시 서구 치평동 1213-3|||||||신한생명 송정지점|BM타워 7층 ( 치평동 1213-3 BM타워 7층);BM타워 7층|||40613
신한생명|상무지점|126.849035|35.155690|신한생명|062-221-5450|광주 서구 상무중앙로 98|광주광역시 서구 치평동 1213-3|||||||신한생명 상무지점|BM타워 5층 (치평동 1213-3 BM타워 5층);BM타워 5층|||40613
신한생명|광주RM지점|126.849181|35.155748|신한생명|062-522-4414|광주광역시 서구 상무중앙로 98|광주광역시 서구 치평동 1213-3|||||||신한생명 광주RM지점|BM타워 6층 (치평동 1213-3 BM타워 6층);BM타워 6층|||40613
신한생명|대구광장지점|128.596263|35.865281|신한생명|053-743-8960|대구 중구 달구벌대로 2125|대구광역시 중구 봉산동 34-16|||||||신한생명 대구광장지점|신한은행빌딩 4층 (봉산동 34-16 (신한은행빌딩) 4층);(신한은행빌딩) 4층|||40613
신한생명|대구지점|128.596226|35.865321|신한생명|053-426-6780|대구광역시 중구 달구벌대로 2125|대구광역시 중구 봉산동 34-16|||||||신한생명 대구지점|신한은행빌딩 5층 (봉산동 34-16 신한은행빌딩 5층);신한은행빌딩 5층|||40613
신한생명|대명RM지점|128.603097|35.863581|신한생명|053-620-8350|대구 중구 달구벌대로 2191|대구광역시 중구 삼덕동2가 270-1|||||||신한생명 대명RM지점|소석문화센터 10층 (삼덕동2가 270-1 (소석문화센터) 10층);(소석문화센터) 10층|||40613
신한생명|동대전RM지점|127.377630|36.349249|신한생명|042-257-9770|대전 서구 대덕대로 182|대전광역시 서구 둔산2동 1160|||||||신한생명 동대전RM지점|오라클빌딩 7층 (둔산2동 1160 오라클빌딩 7층);오라클빌딩 7층|||40613
신한생명|대전지점|127.422834|36.331614|신한생명|042-253-7201|대전광역시 중구 대종로 540|대전광역시 중구 선화동 83-11|||||||신한생명 대전지점|(선화동,유안타증권) 13층 (선화동 83-11 (유안타증권) 13층);(유안타증권) 13층|||40613
신한생명|신호지점|127.422831|36.331634|신한생명|042-257-9420|대전광역시 중구 대종로 540|대전광역시 중구 선화동 83-11|||||||신한생명 신호지점|(선화동,유안타증권) 13층 (선화동 83-11 (유안타증권) 13층);(유안타증권) 13층|||40613
신한생명|부산지점|129.058746|35.158661|신한생명|051-605-1850|부산광역시 부산진구 새싹로 6|부산광역시 부산진구 부전1동 260-47|||||||신한생명 부산지점|신한은행빌딩3층 (부전1동 260-47 신한은행빌딩 3층);신한은행빌딩 3층|||40613
신한생명|범일지점|129.060472|35.158947|신한생명|051-466-0685|부산 부산진구 중앙대로 748|부산광역시 부산진구 부전동 130-3|||||||신한생명 범일지점|신한은행부전동지점 3층 (부전동 130-3 (신한은행부전동지점) 3층);(신한은행부전동지점) 3층|||40613
신한생명|부산RM지점|129.060720|35.159121|신한생명|051-801-5350|부산 부산진구 중앙대로 748|부산광역시 부산진구 부전동 130-3|||||||신한생명 부산RM지점|신한은행부전동지점 7층 (부전동 130-3 신한은행빌딩 7층);신한은행빌딩 7층|||40613
신한생명|화명지점|129.005901|35.209372|신한생명|051-330-8241|부산광역시 북구 백양대로 1200|부산광역시 북구 덕천2동 403-2|||||||신한생명 화명지점|정수빌딩 9층 (덕천2동 403-2 정수빌딩 9층);정수빌딩 9층|||40613
신한생명|강서지점|126.833036|37.559978|신한생명|02-2698-4604|서울특별시 강서구 마곡동로 55|서울특별시 강서구 마곡동 774-12|||||||신한생명 강서지점|(마곡동,마커스빌딩) 11층 (마곡동 774-12 (마커스빌딩) 11층);(마커스빌딩) 11층|||40613
신한생명|중계지점|127.061066|37.654088|신한생명|02-991-0501|서울특별시 노원구 동일로 1404|서울특별시 노원구 상계6.7동 727-2|||||||신한생명 중계지점|신한은행빌딩 5층 (상계6.7동 727-2 신한은행빌딩 5층);신한은행빌딩 5층|||40613
신한생명|신촌지점|126.920502|37.554877|신한생명|02-326-1651|서울특별시 마포구 양화로 127|서울특별시 마포구 서교동 353-|||||||신한생명 신촌지점|첨단빌딩8층 (서교동 353- 4 첨단빌딩 8층);4 첨단빌딩 8층|||40613
신한생명|반포지점|126.982767|37.488585|신한생명|02-508-8841|서울특별시 서초구 동작대로 134|서울특별시 서초구 방배동 1823|||||||신한생명 반포지점|(방배동,가나안빌딩) 8층 (방배동 1823 (가나안빌딩) 8층);(가나안빌딩) 8층|||40613
신한생명|잠실지점|127.102551|37.514533|신한생명|02-421-2457|서울특별시 송파구 올림픽로 289|서울특별시 송파구 신천동 7-19|||||||신한생명 잠실지점|(신천동,잠실시그마타워) 7층 (신천동 7-19 (잠실시그마타워) 7층);(잠실시그마타워) 7층|||40613
신한생명|VIP/SOHO지점|126.969807|37.540271|신한생명|02-2086-3131|서울특별시 용산구 원효로90길 11|서울특별시 용산구 원효로1가 41|||||||신한생명 VIP/SOHO지점|(원효로1가,용산더프라임) 23층 (원효로1가 41 (용산더프라임) 23층);(용산더프라임) 23층|||40613
신한생명|서울RM지점|126.973961|37.554230|신한생명|02-2259-8181|서울특별시 중구 후암로 110||||||||신한생명 서울RM지점|(남대문로5가,서울시티타워빌딩) 21층 (남대문로 5가 581 서울시티타워 21층);서울시티타워 21층|||40613
신한생명|엘리트RM지점|126.973634|37.554169|신한생명|02-2259-8001|서울특별시 중구 후암로 110|서울특별시 중구 남대문로5가 581|||||||신한생명 엘리트RM지점|서울시티타워빌딩 7층 (남대문로5가 581 서울시티타워빌딩 7층);서울시티타워빌딩 7층|||40613
신한생명|스마트금융지점|126.973084|37.559996|신한생명|02-2068-9691|서울특별시 중구 칠패로 37|서울특별시 중구 봉래동1가 25|||||||신한생명 스마트금융지점|(봉래동1가,HSBC은행) 17층 (봉래동1가 25 (HSBC은행) 17층);(HSBC은행) 17층|||40613
신한생명|프리미어/서울지점|126.973549|37.559409|신한생명|02-766-7986|서울특별시 중구 칠패로 42|서울특별시 중구 봉래동1가 5-36|||||||신한생명 프리미어/서울지점|(봉래동1가,우리빌딩) 5층 (봉래동1가 5-36 (우리빌딩) 5층);(우리빌딩) 5층|||40613
신한생명|명동지점|126.973538|37.559427|신한생명|02-779-4871|서울 중구 칠패로 42|서울특별시 중구 봉래동1가 5-36|||||||신한생명 명동지점|우리빌딩 16층 (봉래동1가 5-36 (우리빌딩) 16층);(우리빌딩) 16층|||40613
신한생명|혜화지점|126.973601|37.559499|신한생명|02-923-2731|서울 중구 칠패로 42|서울특별시 중구 봉래동1가 5-36|||||||신한생명 혜화지점|우리빌딩 16층 (봉래동1가 5-36 (우리빌딩) 16층);(우리빌딩) 16층|||40613
신한생명|화랑금융지점|126.973527|37.559418|신한생명|02-318-0821|서울특별시 중구 칠패로 42|서울특별시 중구 봉래동1가 5-36|||||||신한생명 화랑금융지점|(봉래동1가,우리빌딩) 17층 (봉래동1가 5-36 (우리빌딩) 17층);(우리빌딩) 17층|||40613
신한생명|신한세무금융지점|126.973696|37.559498|신한생명|02-2263-8940|서울특별시 중구 칠패로 42|서울특별시 중구 봉래동1가 5-36|||||||신한생명 신한세무금융지점|우리빌딩 16층 (봉래동1가 5-36 우리빌딩 16층);우리빌딩 16층|||40613
신한생명|프리미어SOHO지점|126.973597|37.559493|신한생명|02-771-2391|서울특별시 중구 칠패로 42|서울특별시 중구 봉래동1가 5-36|||||||신한생명 프리미어SOHO지점|우리빌딩 6층 (봉래동1가 5-36 우리빌딩 6층);우리빌딩 6층|||40613
신한생명|울산지점|129.331787|35.538705|신한생명|052-267-0394|울산광역시 남구 삼산로 227|울산광역시 남구 달동 1362-6|||||||신한생명 울산지점|신한은행빌딩 5층 (달동 1362-6 신한은행빌딩 5층);신한은행빌딩 5층|||40613
신한생명|남울산지점|129.326228|35.536856|신한생명|052-275-0144|울산광역시 남구 삼산로 172||||||||신한생명 남울산지점|신한은행 울산중앙기업금융센터빌딩 5층 (달동 117-1 신한은행 울산중앙기업금융센터 5층)|||40613
신한생명|인천중앙지점|126.705233|37.452912|신한생명|032-429-6310|인천광역시 남동구 미래로 32|인천광역시 남동구 구월1동 1142|||||||신한생명 인천중앙지점|비전타워빌딩 8층 (구월1동 1142 비전타워빌딩 8층);비전타워빌딩 8층|||40613
신한생명|주안지점|126.708360|37.451628|신한생명|032-468-6243|인천광역시 남동구 남동대로 776|인천광역시 남동구 구월1동 1199-13|||||||신한생명 주안지점|신한은행4층 (구월1동 1199-13 신한은행빌딩 4층);신한은행빌딩 4층|||40613
신한생명|구월지점|126.709080|37.452813|신한생명|032-463-4228|인천광역시 남동구 구월남로 174|인천광역시 남동구 구월동 1199-1|||||||신한생명 구월지점|그랜드프라자빌딩6층 (구월동 1199-1 그랜드프라자빌딩 6층);그랜드프라자빌딩 6층|||40613
신한생명|경인RM지점|126.722766|37.492434|신한생명|032-712-6742|인천광역시 부평구 부평대로 88||||||||신한생명 경인RM지점|부평대로우체국빌딩 9층 (442-15 부평대로우체국빌딩 9층);부평대로우체국빌딩 9층|||40613
신한생명|인천지점|126.722554|37.491058|신한생명|032-505-0805|인천광역시 부평구 광장로 4|인천광역시 부평구 부평동 534-1|||||||신한생명 인천지점|(부평동,코아빌딩) 8층 (부평동 534-1 코아빌딩 8층);코아빌딩 8층|||40613
신한생명|로얄지점|126.734008|37.506998|신한생명|032-712-6842|인천광역시 부평구 길주로 641|인천광역시 부평구 삼산동 464-4|||||||신한생명 로얄지점|근영프라자 9층 (삼산동 464-4 근영프라자 9층);근영프라자 9층|||40613
신한생명|계산지점|126.733891|37.507292|신한생명|032-503-2185|인천광역시 부평구 길주로 641|인천광역시 부평구 삼산동 464-4|||||||신한생명 계산지점|근영프라자빌딩 12층 (삼산동 464-4 근영프라자빌딩 12층);근영프라자빌딩 12층|||40613
신한생명|신부평지점|126.734104|37.507172|신한생명|032-526-0554|인천 부평구 길주로 641|인천광역시 부평구 삼산동 464-4|||||||신한생명 신부평지점|근영프라자빌딩 12층 (삼산동 464-4 근영프라자빌딩 12층);근영프라자빌딩 12층|||40613
신한생명|부평지점|126.733836|37.507169|신한생명|032-518-0277|인천 부평구 길주로 641|인천광역시 부평구 삼산동 464-4|||||||신한생명 부평지점|근영프라자빌딩 9층 (삼산동 464-4 근영프라자빌딩 9층);근영프라자빌딩 9층|||40613
신한생명|목포지소|126.426587|34.803888|신한생명|061-244-1603|전라남도 목포시 비파로 60|전라남도 목포시 상동 877-4|||||||신한생명 목포지소|삼흥타워 4층 (상동 877-4 삼흥타워 4층);삼흥타워 4층|||40613
신한생명|순천지점|127.516727|34.951830|신한생명|061-722-6671|전라남도 순천시 충효로 148|전라남도 순천시 연향동 1317-3|||||||신한생명 순천지점|중서빌딩 3층 (연향동 1317-3 중서빌딩 3층);중서빌딩 3층|||40613
신한생명|여수지소|127.663267|34.762408|신한생명|061-683-1460|전라남도 여수시 시청로 6||||||||신한생명 여수지소|신한금융투자빌딩4층 (학동 71-1 신한금융투자빌딩 4층)|||40613
신한생명|신군산지점|126.702376|35.964656|신한생명|063-464-9454|전라북도 군산시 하나운로 70|전라북도 군산시 나운2동 100-14|||||||신한생명 신군산지점|유앤미프라자빌딩 4층 (나운2동 100-14 유앤미프라자빌딩 4층);유앤미프라자빌딩 4층|||40613
신한생명|남군산지점|126.702391|35.964794|신한생명|063-464-4813|전라북도 군산시 하나운로 70|전라북도 군산시 나운동 100-14|||||||신한생명 남군산지점|(나운동,유앤미프라자) 4층 (나운동 100-14 (유앤미프라자) 4층);(유앤미프라자) 4층|||40613
신한생명|프리미어/동군산지점|126.702387|35.964582|신한생명|063-461-1791|전라북도 군산시 하나운로 70|전라북도 군산시 나운동 100-14|||||||신한생명 프리미어/동군산지점|유앤미프라자빌딩 5층 (나운동 100-14 유앤미프라자 5층);유앤미프라자 5층|||40613
신한생명|군산지점|126.702387|35.964582|신한생명|063-467-6406|전라북도 군산시 하나운로 70|전라북도 군산시 나운동 100-14|||||||신한생명 군산지점|유앤미프라자빌딩 7층 (나운동 100-14번지 유앤미프라자빌딩 7층);유앤미프라자빌딩 7층|||40613
신한생명|남원지소|127.387914|35.412736|신한생명|063-626-0936|전라북도 남원시 동림로 45|전라북도 남원시 향교동 197-3|||||||신한생명 남원지소|성심연합의원빌딩2층 (향교동 197-3 성심연합의원빌딩 2층);성심연합의원빌딩 2층|||40613
신한생명|신익산지점|126.981103|35.959578|신한생명|063-838-8880|전라북도 익산시 하나로 439|전라북도 익산시 영등동 855-6|||||||신한생명 신익산지점|태원빌딩4층 (영등동 855-6 태원빌딩 4층);태원빌딩 4층|||40613
신한생명|익산지점|126.981038|35.959586|신한생명|063-842-5936|전라북도 익산시 하나로 439|전라북도 익산시 영등동 855-6|||||||신한생명 익산지점|태원빌딩3층 (영등동 855-6 태원빌딩 3층);태원빌딩 3층|||40613
신한생명|신전주지점|127.146302|35.825718|신한생명|063-288-0973|전라북도 전주시 완산구 기린대로 213|전라북도 전주시 완산구 서노송동 568-95|||||||신한생명 신전주지점|대우증권3층 (완산구 서노송동 568-95 대우증권 3층);대우증권 3층|||40613
신한생명|전주RM지점|127.146302|35.825718|신한생명|063-288-1270|전라북도 전주시 완산구 기린대로 213|전라북도 전주시 완산구 서노송동 568-95|||||||신한생명 전주RM지점|대우증권3층 (완산구 서노송동 568-95 대우증권 3층);대우증권 3층|||40613
신한생명|전주금융지점|127.146377|35.825723|신한생명|063-276-8443|전라북도 전주시 완산구 기린대로 213|전라북도 전주시 완산구 서노송동 568-95|||||||신한생명 전주금융지점|(서노송동,대우빌딩) 3층 (서노송동 568-95 (대우빌딩) 3층);(대우빌딩) 3층|||40613
