##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@원할머니보쌈
원할머니보쌈|구리인창점|||원할머니보쌈|031-569-5454|경기 구리시 건원대로 71|경기 구리시 인창동 383-15|||||||원할머니보쌈 구리인창점||||81019
원할머니보쌈|군포산본점|||원할머니보쌈|031-392-3914|경기 군포시 광정로 58|경기 군포시 산본동 1143-3|||||||원할머니보쌈 군포산본점|201호|||81019
원할머니보쌈|김포사우점|||원할머니보쌈|031-982-4666|경기 김포시 돌문로 60|경기 김포시 사우동 994|||||||원할머니보쌈 김포사우점||||81019
원할머니보쌈|김포장기점|||원할머니보쌈|031-984-5352|경기 김포시 김포한강1로78번길 37|경기 김포시 장기동 1481|||||||원할머니보쌈 김포장기점||||81019
원할머니보쌈|김포통진점|||원할머니보쌈|031-983-5312|경기 김포시 통진읍 김포대로2244번길 20|경기 김포시 통진읍 마송리 110-2|||||||원할머니보쌈 김포통진점|마송프라자 1층 101,102호;마송프라자 1층 101,102호|||81019
원할머니보쌈|남양주오남점|||원할머니보쌈|031-575-6060|경기 남양주시 오남읍 진건오남로580번길 5-3|경기 남양주시 오남읍 오남리 246-5|||||||원할머니보쌈 남양주오남점|(남양빌딩)|||81019
원할머니보쌈|남양주장현점|||원할머니보쌈|031-571-8777|경기 남양주시 진접읍 장현로 67-2|경기 남양주시 진접읍 장현리 632-8|||||||원할머니보쌈 남양주장현점|(1층)|||81019
원할머니보쌈|남양주청학점|||원할머니보쌈|031-821-6767|경기 남양주시 별내면 청학로 88-1|경기 남양주시 별내면 청학리 432-4|||||||원할머니보쌈 남양주청학점||||81019
원할머니보쌈|남양주평내/배달점|||원할머니보쌈|031-528-5311|경기 남양주시 경춘로1286번안길 22|경기 남양주시 평내동 582-5|||||||원할머니보쌈 남양주평내/배달점||||81019
원할머니보쌈|덕평휴게소점|||원할머니보쌈|031-645-0001|경기 이천시 덕이로154번길 287-76|경기 이천시 마장면 319|||||||원할머니보쌈 덕평휴게소점|덕평휴게소 (영동고속도로);덕평휴게소 (영동고속도로)|||81019
원할머니보쌈|도당점|||원할머니보쌈|032-323-7733|경기 부천시 원미구 소이면 한불로 704|경기 부천시 원미구 중동 1062-4|||||||원할머니보쌈 도당점|로얄프라자2층 207;로얄프라자2층 207|||81019
원할머니보쌈|동탄1신도시|||원할머니보쌈|031-8003-5383|경기 화성시 동탄중심상가2길 29|경기 화성시 반송동 88-6|||||||원할머니보쌈 동탄1신도시|203호;203호|||81019
원할머니보쌈|동탄2행복|||원할머니보쌈|031-375-8155|경기 화성시 경기도 화성시 동탄기흥로277번길 12|경기 화성시 경기도 화성시 오산동 (동탄4동) 785|||||||원할머니보쌈 동탄2행복||||81019
원할머니보쌈|미사강변/배달점|||원할머니보쌈|031-791-4445|경기 하남시 미사강변중앙로 193|경기 하남시 망월동 1098|||||||원할머니보쌈 미사강변/배달점||||81019
원할머니보쌈|부천상동점|||원할머니보쌈|032-328-5003|경기 부천시 소향로 35|경기 부천시 상동 546-10|||||||원할머니보쌈 부천상동점|월드프라자 202|||81019
원할머니보쌈|부천송내점|||원할머니보쌈|032-326-2004|경기 부천시 원미구 부일로205번길 47|경기 부천시 원미구 상동 403-1|||||||원할머니보쌈 부천송내점||||81019
원할머니보쌈|부천역곡점|||원할머니보쌈|032-345-0114|경기 부천시 원미구 부일로 732|경기 부천시 원미구 역곡2동 80-3|||||||원할머니보쌈 부천역곡점||||81019
원할머니보쌈|부천옥길/배달점|||원할머니보쌈|032-348-5379|경기 부천시 양지로152번길 15-6|경기 부천시 옥길동 (범박동) 705-1|||||||원할머니보쌈 부천옥길/배달점||||81019
원할머니보쌈|분당서현점|||원할머니보쌈|031-707-5382|경기 성남시 분당구 서현로 204|경기 성남시 분당구 서현동 245-4|||||||원할머니보쌈 분당서현점|엘지 분당에클라트 2차 제2층 제202호;엘지 분당에클라트 2차 제2층 제202호|||81019
원할머니보쌈|성남모란점|||원할머니보쌈|031-752-3112|경기 성남시 중원구 성남대로1140번길 3|경기 성남시 중원구 성남동 3498|||||||원할머니보쌈 성남모란점||||81019
원할머니보쌈|성남판교점|||원할머니보쌈|031-628-6755|경기 성남시 분당구 대왕판교로 670|경기 성남시 분당구 삼평동 682|||||||원할머니보쌈 성남판교점|207호 유스페이스2;(2층 207호 유스페이스2)|||81019
원할머니보쌈|수원광교/배달점|||원할머니보쌈|031-215-5355|경기 수원시 혜령로 10|경기 수원시 영통구 이의동 1369-4|||||||원할머니보쌈 수원광교/배달점||||81019
원할머니보쌈|수원영통점|||원할머니보쌈|031-206-5353|경기 수원시 영통구 반달로 108|경기 수원시 영통구 영통동 1037-9|||||||원할머니보쌈 수원영통점|1층|||81019
원할머니보쌈|수원조원점|||원할머니보쌈|031-244-5252|경기 수원시 장안구 송원로 80|경기 수원시 장안구 조원동 752-19|||||||원할머니보쌈 수원조원점|2층;2층|||81019
원할머니보쌈|수원천천점|||원할머니보쌈|031-247-8897|경기 수원시 장안구 만석로19번길 25-5|경기 수원시 장안구 천천동 527-7|||||||원할머니보쌈 수원천천점|센타프라자 2층;센타프라자 2층|||81019
원할머니보쌈|시흥대야점|||원할머니보쌈|031-318-5353|경기 시흥시 비둘기공원6길 19|경기 시흥시 대야동 541-19|||||||원할머니보쌈 시흥대야점||||81019
원할머니보쌈|시흥배곧신도시/배달점|||원할머니보쌈|031-433-2740|경기 시흥시 배곧4로 32-28|경기 시흥시 정왕동 2473-2|||||||원할머니보쌈 시흥배곧신도시/배달점||||81019
원할머니보쌈|시흥정왕/배달점|||원할머니보쌈|031-499-6935||경기 시흥시 정왕동 1726-2|||||||원할머니보쌈 시흥정왕/배달점||||81019
원할머니보쌈|신구대점|||원할머니보쌈|031-7447-1111|경기 성남시 중원구 광명로 332|경기 성남시 중원구 금광동 1354|||||||원할머니보쌈 신구대점||||81019
원할머니보쌈|안산고잔/배달점|||원할머니보쌈|031-475-5188|경기 단원구 광덕2로 193-9|경기 단원구 고잔동 770-3|||||||원할머니보쌈 안산고잔/배달점||||81019
원할머니보쌈|안산상록수점|||원할머니보쌈|031-409-4323|경기 안산시 상록구 용신로 394|경기 안산시 상록구 본오동 873-5|||||||원할머니보쌈 안산상록수점|2층 201호;(2층 201호)|||81019
원할머니보쌈|안산선부점|||원할머니보쌈|031-405-1069|경기 안산시 단원구 선부광장로 37|경기 안산시 단원구 선부동 1076-15|||||||원할머니보쌈 안산선부점|2F;2F|||81019
원할머니보쌈|안산중앙역점|||원할머니보쌈|031-403-6782|경기 안산시 단원구 예술대학로 17|경기 안산시 단원구 고잔동 534-3|||||||원할머니보쌈 안산중앙역점|중앙노블레스 2층;중앙노블레스 2층|||81019
원할머니보쌈|안양관양/배달점|||원할머니보쌈|031-421-9488|경기 안양시 동안구 관악대로 418|경기 안양시 동안구 관양동 1466-6|||||||원할머니보쌈 안양관양/배달점||||81019
원할머니보쌈|안양인덕원역점|||원할머니보쌈|031-424-2100|경기 안양시 동안구 흥안대로 500-5|경기 안양시 동안구 관양동 1506-14|||||||원할머니보쌈 안양인덕원역점||||81019
원할머니보쌈|용인상현점|||원할머니보쌈|031-276-5382|경기 용인시 수지구 만현로 82-4|경기 용인시 수지구 상현동 66-2|||||||원할머니보쌈 용인상현점|헤르메스상가 2층;헤르메스상가 2층|||81019
원할머니보쌈|용인신갈점|||원할머니보쌈|031-286-3223|경기 용인시 기흥구 구갈로 74|경기 용인시 기흥구 구갈동 351|||||||원할머니보쌈 용인신갈점||||81019
원할머니보쌈|위례신도시/배달점|||원할머니보쌈|031-758-1778|경기 성남시 수정구 위례광장로 36|경기 성남시 수정구 창곡동 565|||||||원할머니보쌈 위례신도시/배달점|(위례역푸르지오 4단지) 4B-107;(위례역푸르지오 4단지) 4B-107|||81019
원할머니보쌈|의정부신시가지점|||원할머니보쌈|031-872-5325|경기 의정부시 신흥로 199|경기 의정부시 의정부2동 565-4|||||||원할머니보쌈 의정부신시가지점|1층 좌측;1층 좌측|||81019
원할머니보쌈|이천점|||원할머니보쌈|031-632-7449|경기 이천시 어재연로 29|경기 이천시 중리동 201-3|||||||원할머니보쌈 이천점|명동타운 2층;명동타운 2층|||81019
원할머니보쌈|일산마두점|||원할머니보쌈|031-904-2110|경기 고양시 일산 동구 일산동구 중앙로 1130|경기 고양시 일산 동구 마두동 806|||||||원할머니보쌈 일산마두점|에이렌 상가 2층;(에이렌 상가 2층)|||81019
원할머니보쌈|일산주엽점|||원할머니보쌈|031-915-2533|경기 고양시 일산 서구 중앙로 1376|경기 고양시 일산 서구 주엽동 75|||||||원할머니보쌈 일산주엽점|A-2-6호|||81019
원할머니보쌈|청평점|||원할머니보쌈|031-584-5656|경기 가평군 청평면 여울길 34|경기 가평군 청평면 청평리 430-1|||||||원할머니보쌈 청평점||||81019
원할머니보쌈|탄현점|||원할머니보쌈|031-975-6401|경기 고양시 일산 동구 고봉로278번길 11|경기 고양시 일산 동구 중산동 1666-1|||||||원할머니보쌈 탄현점|대림프라자 1층;대림프라자 1층|||81019
원할머니보쌈|파주문산점|||원할머니보쌈|031-952-5382|경기 파주시 문산읍 문향로 55-2|경기 파주시 문산읍 문산리 10-15|||||||원할머니보쌈 파주문산점|제6호 1층;제6호 1층|||81019
원할머니보쌈|파주운정|||원할머니보쌈|031-945-5929|경기 파주시 청암로 17번길 47|경기 파주시 목동동 937-3|||||||원할머니보쌈 파주운정|203호;203호|||81019
원할머니보쌈|평촌점|||원할머니보쌈|031-385-5177|경기 안양시 동안구 평촌대로223번길 16|경기 안양시 동안구 호계동 1044-5|||||||원할머니보쌈 평촌점|(현대프라자)|||81019
원할머니보쌈|평택이충점|||원할머니보쌈|031-666-5379|경기 평택시 이충로 49-33|경기 평택시 이충동 664-2|||||||원할머니보쌈 평택이충점|(201호);(201호)|||81019
원할머니보쌈|평택평택역점/|||원할머니보쌈|031-657-0303|경기 평택시 중앙2로 26|경기 평택시 평택동 293-1호 (2층) |||||||원할머니보쌈 평택평택역점/|(2층)|||81019
원할머니보쌈|하남미사점|||원할머니보쌈|031-795-5666|경기 하남시 월호로 62|경기 하남시 덕풍동 62-3|||||||원할머니보쌈 하남미사점||||81019
원할머니보쌈|행신역점|||원할머니보쌈|031-972-1444|경기 고양시 덕양구 충장로 20|경기 고양시 덕양구 행신동 761-4|||||||원할머니보쌈 행신역점|청원프라자 102호;청원프라자 102호|||81019
원할머니보쌈|화성향남점|||원할머니보쌈|031-354-9393|경기 화성시 향남읍 삼천병마로 173-5|경기 화성시 향남읍 평리 161|||||||원할머니보쌈 화성향남점|(에이스존 2F);(에이스존 2F)|||81019
원할머니보쌈|화정점|||원할머니보쌈|031-971-3911|경기 고양시 덕양구 화신로260번길 26|경기 고양시 덕양구 화정동 986|||||||원할머니보쌈 화정점|2F;2F|||81019
원할머니보쌈|본가|||원할머니보쌈|02-2232-3232|서울 중구 난계로 201|서울 중구 황학동 1685|||||||원할머니보쌈 본가||||81019
원할머니보쌈|제2롯데월드점|||원할머니보쌈|02-3213-4545|서울 송파구 올림픽로 300|서울 송파구 신천동 29|||||||원할머니보쌈 제2롯데월드점|롯데월드몰 5층|||81019
원할머니보쌈|논현점|||원할머니보쌈|02-3445-1975|서울 강남구 서울시 강남구 강남대로 120길 9|서울 강남구 서울특별시 강남구 논현동 167-31|||||||원할머니보쌈 논현점||||81019
원할머니보쌈|가락점|||원할머니보쌈|02-401-5354|서울 송파구 송파대로28길 6|서울 송파구 가락동 99-2|||||||원할머니보쌈 가락점|뉴훼미리오피스텔 105;뉴훼미리오피스텔 105|||81019
원할머니보쌈|가재울/배달점|||원할머니보쌈|02-304-5356|서울 서대문구 가재울 미래로 2|서울 서대문구 남가좌동 385|||||||원할머니보쌈 가재울/배달점||||81019
원할머니보쌈|강남1호점|||원할머니보쌈|02-3481-2346|서울 서초구 강남대로69길 11|서울 서초구 서초동 1308|||||||원할머니보쌈 강남1호점|삼미빌딩 2층;삼미빌딩 2층|||81019
원할머니보쌈|강남구청/배달점|||원할머니보쌈|02-544-3601|서울 강남구 선릉로 712|서울 강남구 청담동 40-28|||||||원할머니보쌈 강남구청/배달점||||81019
원할머니보쌈|강북미아/배달점|||원할머니보쌈|02-982-1008|서울 강북구 삼양로27길 95|서울 강북구 미아동 811|||||||원할머니보쌈 강북미아/배달점||||81019
원할머니보쌈|개봉점|||원할머니보쌈|02-2060-7988|서울 구로구 개봉로 14|서울 구로구 개봉동 403-191|||||||원할머니보쌈 개봉점|(1F)|||81019
원할머니보쌈|개포점|||원할머니보쌈|02-529-5382|서울 강남구 선릉로 4길 13|서울 강남구 개포동 158-8|||||||원할머니보쌈 개포점|(1F)|||81019
원할머니보쌈|거여역점|||원할머니보쌈|02-443-5353|서울 송파구 오금로 483|서울 송파구 거여동 21-3|||||||원할머니보쌈 거여역점|(흥정빌딩)|||81019
원할머니보쌈|공덕점|||원할머니보쌈|02-706-5382|서울 마포구 마포대로 173|서울 마포구 공덕동 463|||||||원할머니보쌈 공덕점|현대하이엘 118,119호;현대하이엘 118,119호|||81019
원할머니보쌈|구의역점|||원할머니보쌈|02-453-5357|서울 광진구 아차산로51길 45|서울 광진구 구의1동 252-57|||||||원할머니보쌈 구의역점||||81019
원할머니보쌈|국수보쌈/롯데몰은평|||원할머니보쌈|02-6975-5424|서울 은평구 통일로 1050|서울 은평구 진관동 61|||||||원할머니보쌈 국수보쌈/롯데몰은평|롯데몰 은평점 4층;롯데몰 은평점 4층|||81019
원할머니보쌈|금천점|||원할머니보쌈|02-803-5134|서울 금천구 금하로 658|서울 금천구 시흥동 886-9|||||||원할머니보쌈 금천점||||81019
원할머니보쌈|남영점|||원할머니보쌈|02-792-1317|서울 용산구 한강대로 254|서울 용산구 남영동 128|||||||원할머니보쌈 남영점||||81019
원할머니보쌈|녹번점|||원할머니보쌈|02-358-5355|서울 은평구 은평로 174|서울 은평구 응암동 96-1|||||||원할머니보쌈 녹번점||||81019
원할머니보쌈|대림점|||원할머니보쌈|02-836-5353|서울 영등포구 대림로 211|서울 영등포구 대림동 775-6|||||||원할머니보쌈 대림점||||81019
원할머니보쌈|대치/배달점|||원할머니보쌈|02-554-4225|서울 강남구 언주로69길 7|서울 강남구 역삼동 779|||||||원할머니보쌈 대치/배달점||||81019
원할머니보쌈|독산점|||원할머니보쌈|02-809-3330|서울 금천구 시흥대로 368|서울 금천구 독산2동 1031|||||||원할머니보쌈 독산점||||81019
원할머니보쌈|돈암점|||원할머니보쌈|02-953-2028|서울 성북구 동소문로20가길 47|서울 성북구 동선동 1가 121-6|||||||원할머니보쌈 돈암점||||81019
원할머니보쌈|등촌점|||원할머니보쌈|02-3663-9300|서울 강서구 강서로56길 50|서울 강서구 등촌동 671-3|||||||원할머니보쌈 등촌점|주양빌딩 1층;주양빌딩 1층|||81019
원할머니보쌈|롯데몰/김포공항점|||원할머니보쌈|02-6116-5745|서울 강서구 서울시 강서구 하늘길 38|서울 강서구 서울 강서구 방화동 886-5|||||||원할머니보쌈 롯데몰/김포공항점||||81019
원할머니보쌈|먹골역점|||원할머니보쌈|02-978-8252|서울 중랑구 공릉로 6|서울 중랑구 묵동 176-14|||||||원할머니보쌈 먹골역점||||81019
원할머니보쌈|면목점|||원할머니보쌈|02-2209-5341|서울 중랑구 면목로 354|서울 중랑구 면목동 428-14호 |||||||원할머니보쌈 면목점||||81019
원할머니보쌈|명동점|||원할머니보쌈|02-318-5352|서울 중구 명동3길 12|서울 중구 명동 59-25|||||||원할머니보쌈 명동점||||81019
원할머니보쌈|목동사거리점|||원할머니보쌈|02-2653-5411|서울 양천구 국회대로 265|서울 양천구 목동 807-6|||||||원할머니보쌈 목동사거리점||||81019
원할머니보쌈|반포점|||원할머니보쌈|02-595-5382|서울 서초구 서초중앙로 238|서울 서초구 반포동 30-25|||||||원할머니보쌈 반포점||||81019
원할머니보쌈|보라매점|||원할머니보쌈|02-841-2070|서울 동작구 보라매로5가길 16|서울 동작구 신대방동 395-69|||||||원할머니보쌈 보라매점|보라매아카데미타워 2층 207호;보라매아카데미타워 2층 207호|||81019
원할머니보쌈|봉천점|||원할머니보쌈|02-873-0906|서울 관악구 남부순환로 1855|서울 관악구 봉천6동 1665-5|||||||원할머니보쌈 봉천점||||81019
원할머니보쌈|봉천현대시장|||원할머니보쌈|02-883-5353|서울 관악구 양녕로 61|서울 관악구 봉천동 498-3|||||||원할머니보쌈 봉천현대시장||||81019
원할머니보쌈|서초점|||원할머니보쌈|02-521-3537|서울 서초구 효령로53길 21|서울 서초구 서초동 1589-14|||||||원할머니보쌈 서초점|신성오피스텔 1층 103호;신성오피스텔 1층 103호|||81019
원할머니보쌈|석촌역점|||원할머니보쌈|02-2203-0707|서울 송파구 백제고분로 385|서울 송파구 송파동 19-8|||||||원할머니보쌈 석촌역점||||81019
원할머니보쌈|성수점|||원할머니보쌈|02-2263-3456|서울 성동구 성수이로7길 7|서울 성동구 성수동2가 333-15|||||||원할머니보쌈 성수점|한라시그마밸리 2 101호;한라시그마밸리 2 101호|||81019
원할머니보쌈|수락산점|||원할머니보쌈|02-933-2516|서울 노원구 동일로 1596|서울 노원구 상계1동 966-1|||||||원할머니보쌈 수락산점||||81019
원할머니보쌈|수유역점|||원할머니보쌈|02-994-2340|서울 강북구 한천로 1054|서울 강북구 수유동 177-17|||||||원할머니보쌈 수유역점|1층|||81019
원할머니보쌈|신길점|||원할머니보쌈|02-841-5353|서울 영등포구 신길로 158-1|서울 영등포구 신길동 4902-12|||||||원할머니보쌈 신길점||||81019
원할머니보쌈|신내점|||원할머니보쌈|02-435-2472|서울 중랑구 봉화산로56길 25|서울 중랑구 신내1동 413-1호 |||||||원할머니보쌈 신내점||||81019
원할머니보쌈|신정점|||원할머니보쌈|02-2065-5353|서울 양천구 신월로 332|서울 양천구 신정동 1027-6|||||||원할머니보쌈 신정점|2층|||81019
원할머니보쌈|신촌점|||원할머니보쌈|02-338-5358|서울 서대문구 연세로 5가길 14호 |서울 서대문구 창천동 57-51|||||||원할머니보쌈 신촌점||||81019
원할머니보쌈|암사점|||원할머니보쌈|02-442-5382|서울 강동구 올림픽로 814|서울 강동구 암사동 463-1|||||||원할머니보쌈 암사점||||81019
원할머니보쌈|영등포시장역/배달점|||원할머니보쌈|02-3667-2228|서울 영등포구 국회대로 54길 10|서울 영등포구 영등포동 7가 203|||||||원할머니보쌈 영등포시장역/배달점||||81019
원할머니보쌈|오목교역점|||원할머니보쌈|02-2645-5381|서울 양천구 목동동로12길 38|서울 양천구 신정동 118-19|||||||원할머니보쌈 오목교역점|상가 1층|||81019
원할머니보쌈|용답답십리점|||원할머니보쌈|02-2247-3777|서울 성동구 용답중앙15길 17|서울 성동구 용답동 61-2|||||||원할머니보쌈 용답답십리점||||81019
원할머니보쌈|을지로/배달점|||원할머니보쌈|02-500-5989|서울 중구 퇴계로45길 22-24|서울 중구 충무로5가 36-1|||||||원할머니보쌈 을지로/배달점||||81019
원할머니보쌈|응암점|||원할머니보쌈|02-355-3101|서울 은평구 응암로 253|서울 은평구 응암3동 124-4호 1층 |||||||원할머니보쌈 응암점||||81019
원할머니보쌈|이수역점|||원할머니보쌈|02-3476-5252|서울 동작구 동작대로27나길 22|서울 동작구 사당2동 139-63|||||||원할머니보쌈 이수역점||||81019
원할머니보쌈|잠실나루역점|||원할머니보쌈|02-412-4646|서울 송파구 신천로 45|서울 송파구 신천동 11|||||||원할머니보쌈 잠실나루역점|장미전철상가 209호,210호;장미전철상가 209호,210호|||81019
원할머니보쌈|정릉점|||원할머니보쌈|02-912-9400|서울 성북구 보국문로 21|서울 성북구 정릉동 407-11|||||||원할머니보쌈 정릉점||||81019
원할머니보쌈|종로5가점|||원할머니보쌈|02-743-4451|서울 종로구 종로로 33길 3|서울 종로구 종로5가 89-2|||||||원할머니보쌈 종로5가점|2층;2층|||81019
원할머니보쌈|종암|||원할머니보쌈|02-941-5353|서울 성북구 종암로 132||||||||원할머니보쌈 종암|1층;1층|||81019
원할머니보쌈|중계점|||원할머니보쌈|02-3391-5353|서울 노원구 한글비석로 264|서울 노원구 중계본동 366-6|||||||원할머니보쌈 중계점|그랜드프라자 2층;그랜드프라자 2층|||81019
원할머니보쌈|중곡점|||원할머니보쌈|02-446-0033|서울 광진구 용마산로 37|서울 광진구 중곡동 123-6|||||||원할머니보쌈 중곡점|1층|||81019
원할머니보쌈|창동역점|||원할머니보쌈|02-903-5956|서울 도봉구 마들로11가길 13|서울 도봉구 창동 4|||||||원할머니보쌈 창동역점|월드프라자 (201호,202호,203호);월드프라자 (201호,202호,203호)|||81019
원할머니보쌈|행당점|||원할머니보쌈|02-2294-0980|서울 성동구 무학봉16길 26-9|서울 성동구 행당1동 309-13|||||||원할머니보쌈 행당점||||81019
원할머니보쌈|홍대역점|||원할머니보쌈|02-338-5356~7|서울 마포구 양화로18안길 10|서울 마포구 동교동 169-16|||||||원할머니보쌈 홍대역점||||81019
원할머니보쌈|홍제역점|||원할머니보쌈|02-732-5382|서울 서대문구 통일로 426|서울 서대문구 홍제동 137-12외 2층 |||||||원할머니보쌈 홍제역점|2층|||81019
원할머니보쌈|화곡역점|||원할머니보쌈|02-2667-5334~5|서울 강서구 화곡로 111|서울 강서구 화곡동 1068-32|||||||원할머니보쌈 화곡역점||||81019
원할머니보쌈|흑석점|||원할머니보쌈|02-817-3336|서울 동작구 현충로 100-1|서울 동작구 흑석동 9-89|||||||원할머니보쌈 흑석점||||81019
원할머니보쌈|군산나운점|||원할머니보쌈|063-466-5340|전북 군산시 공단대로 396|전북 군산시 나운동 340-17|||||||원할머니보쌈 군산나운점|고려빌딩 1F|||81019
원할머니보쌈|군산수송점|||원할머니보쌈|063-453-5354|전북 군산시 월명로 241|전북 군산시 수송동 810-1|||||||원할머니보쌈 군산수송점|2층;2층|||81019
원할머니보쌈|남원도통점|||원할머니보쌈|063-632-5353|전북 남원시 큰들길 31|전북 남원시 도통동 590-1|||||||원할머니보쌈 남원도통점||||81019
원할머니보쌈|익산모현점|||원할머니보쌈|063-837-5382|전북 익산시 선화로3길 31-9|전북 익산시 익산시 모현동 1가 846|||||||원할머니보쌈 익산모현점|롯데슈퍼2F 201호;롯데슈퍼 2F 201호|||81019
원할머니보쌈|전북고창점|||원할머니보쌈|063-564-8955|전북 고창군 고창읍 중앙로 231|전북 고창군 읍내리 199-6|||||||원할머니보쌈 전북고창점||||81019
원할머니보쌈|전북도청점|||원할머니보쌈|063-251-5382|전북 전주시 완산구 홍산남로 81|전북 전주시 완산구 효자동3가 1539-6|||||||원할머니보쌈 전북도청점|2층;2층|||81019
원할머니보쌈|전주아중점|||원할머니보쌈|063-247-2471|전북 전주시 덕진구 덕진구 아중로 167|전북 전주시 덕진구 인후동1가 920-2|||||||원할머니보쌈 전주아중점||||81019
원할머니보쌈|전주평화점|||원할머니보쌈|063-224-1253|전북 전주 완산구 장승배기로 196|전북 전주 완산구 평화2동 710-1|||||||원할머니보쌈 전주평화점||||81019
원할머니보쌈|정읍수성점|||원할머니보쌈|063-533-0339|전북 정읍시 수성택지5길 24-3|전북 정읍시 수성동 933-9|||||||원할머니보쌈 정읍수성점||||81019
원할머니보쌈|강릉교동점|||원할머니보쌈|033-655-9944|강원 강릉시 하슬라로 150|강원 강릉시 교동 1891-8|||||||원할머니보쌈 강릉교동점||||81019
