##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@박물관
꼭두박물관||127.0037808|37.5836715|박물관|02-766-3315|서울 종로구 성균관로 4길 21||아트샵; 카페; 공연장|10:00~18:00|||||꼭두박물관||||100103
나로우주센터/우주과학관||127.5178631|34.4535690|박물관|061-830-8770|전남 고흥군 봉래면 하반로 490||아트샵; 카페; 매점 및 식당 운영|10:00~17:30|||||나로우주센터 우주과학관||||100103
넥슨컴퓨터박물관||126.4857453|33.4722728|박물관|064-745-1994|제주 제주시 1100로 3198-8||카페인트(int); 아이템샵; 작은책방|10:00~18:00|||||넥슨컴퓨터박물관||||100103
농협농업박물관||126.9683226|37.5668447|박물관|02-2080-5727|서울 중구 새문안로 16|||하절기(3~10월) 09:30~18:00 / 동절기(11~2월) 09:30~17:30|||||농협농업박물관||||100103
다문화박물관||126.9326010|37.6188030|박물관|02-323-6848|서울 은평구 불광로 135||아트샵; 카페|10:00~18:00|||||다문화박물관||||100103
단국대학교석주선기념박물관||127.1278500|37.3191830|박물관|031-8005-2389|경기 용인시 수지구 죽전로 152|||매주 화, 목 10:00∼16:00|||||단국대학교석주선기념박물관||||100103
담양우표박물관||||박물관|061-383-3863|전남 담양군 대전면 대치9길 16|||10:00~18:00|||||담양우표박물관||||100103
대구가톨릭대학교역사박물관||128.8118000|35.9103740|박물관|053-850-3280|경북 경산시 하양읍 하양로 13-13|||09:00~16:30|||||대구가톨릭대학교역사박물관||||100103
대구교육대학교박물관||||박물관|053-620-1471|대구 남구 중앙대로 219||||||||대구교육대학교박물관||||100103
대구대학교중앙박물관||128.8512013|35.9030539|박물관|053-850-5621|경북 경산시 진량읍 대구대로 201||카페|09:00~17:00|||||대구대학교중앙박물관||||100103
대구보건대학교인당박물관||128.5431916|35.9268230|박물관|053-320-1857|대구 북구 영송로 15|||10:00~17:00|||||대구보건대학교인당박물관||||100103
대구한의대학교박물관||128.7741217|35.7936464|박물관|053-819-1148|경북 경산시 한의대로 1||아트샵; 카페|09:30~17:00|||||대구한의대학교박물관||||100103
대원사티벳박물관||127.1320512|34.9591537|박물관|061-852-3038|전남 보성군 문덕면 죽산길 520-1||아트샵|10:00~18:00|||||대원사티벳박물관||||100103
대전대학교박물관||127.4612256|36.3361792|박물관|042-280-2690~2|대전 동구 용운동 대학로 62|||10:00~17:00|||||대전대학교박물관||||100103
대전보건대학교박물관||||박물관|042-670-9120~3|대전 동구 충정로 21||||||||대전보건대학교박물관||||100103
대전아쿠아리움||127.4210954|36.3103156|박물관|042-226-2100|대전 중구 보문산공원로 469||음식점; 편의점; 기프트샵; 커피전문점 등||||||대전아쿠아리움||||100103
대흥사/서산대사박물관||||박물관|061-534-5502|전남 해남군 삼산면 대흥사길 400||||||||대흥사 서산대사박물관||||100103
덕성여자대학교박물관||127.0164423|37.6529783|박물관|02-901-8131~2|서울 도봉구 삼양로 144길 33||레스토랑; 카페|10:00~16:00|||||덕성여자대학교박물관||||100103
덕소자연사박물관||127.2307003|37.5796790|박물관|031-521-7166|경기 남양주시 와부읍 석실로 46-11||아트샵; 레스토랑; 3D 영상실|10:00~18:00|||||덕소자연사박물관||||100103
덕포진교육박물관||126.5387479|37.6507279|박물관|031-989-8580|경기 김포시 대곶면 신안리 덕포진로 103번길 90|||하절기 10:00~18:00 / 동절기 10:00~17:00|||||덕포진교육박물관||||100103
도갑사성보박물관||126.6628847|34.7530694|박물관|061-473-5122|전남 영암군 군서면 도갑사로 306||카페|10:00~16:00|||||도갑사성보박물관||||100103
도계민화박물관||||박물관|041-551-6886|충남 천안시 동남구 정골1길 73-9||전시실; 교육관; 휴게실|10:00~18:00|||||도계민화박물관||||100103
돌석도예박물관||126.9045833|37.3790376|박물관|031-464-7734|경기 안양시 만안구 병목안로 306||아트샵; 카페|10:00~19:00|||||돌석도예박물관||||100103
돌하르방공원||126.6894750|33.5394667|박물관|064-782-0570|제주 제주시 조천읍 북촌서 1길 70||아트샵; 체험공방|하절기(4월~10월) 08:40~18:00 / 동절기(11월~3월) 08:40~17:00|||||돌하르방공원||||100103
동곡박물관||127.7794427|36.1789809|박물관|043-742-3652|충북 영동군 영동읍 대학로 10|||10:00~16:00|||||동곡박물관||||100103
동국대경주박물관||||박물관|054-770-2462|경북 경주시 동대로 123||||||||동국대경주박물관||||100103
동국대학교박물관||127.0023443|37.5582533|박물관|02-2260-3722|서울 중구 필동로 1길 30|||10:00~17:00|||||동국대학교박물관||||100103
동덕여자대학교박물관||127.0418169|37.6055004|박물관|02-940-4232|서울 성북구 화랑로 13길 60||아트샵|10:00~17:00|||||동덕여자대학교박물관||||100103
동신대학교문화박물관||126.7179973|35.0499501|박물관|061-330-3827|전남 나주시 건재로 185|||10:00~17:00|||||동신대학교문화박물관||||100103
동아대학교석당박물관||129.0193250|35.1045990|박물관|051-200-8493|부산 서구 구덕로 225||카페|09:30~17:00|||||동아대학교석당박물관|동아대학교부민캠퍼스|||100103
동양자수박물관||128.8805287|37.7781766|박물관|033-644-0600|강원 강릉시 죽헌길 140-12||아트샵|09:30~18:00|||||동양자수박물관||||100103
동의대학교박물관||129.0436503|35.1562058|박물관|051-890-1741|부산 부산진구 엄광로 176|||09:30~18:00|||||동의대학교박물관||||100103
두루뫼박물관||126.8965269|37.8571241|박물관|031-958-6101~2|경기 파주시 법원읍 초리골길 278||카페; 휴게실|10:00~18:00|||||두루뫼박물관||||100103
땅끝해양자연사박물관||126.5673321|34.3248176|박물관|061-535-2110|전남 해남군 송지면 중대동길 5-4||아트샵|09:00~18:00|||||땅끝해양자연사박물관||||100103
떡박물관||126.9906760|37.5749730|박물관|02-741-5447|서울 종로구 동화문로 71||아트샵; 카페; 공연장|10:00~18:00|||||떡박물관||||100103
록봉민속교육박물관||128.8133210|35.0315686|박물관|051-892-5997|부산 강서구 가덕해안로 741||카페|10:00~18:00|||||록봉민속교육박물관||||100103
롯데월드/민속박물관||127.0965917|37.5110859|박물관|02-411-4762|서울 송파구 올림픽로 240||아트샵; 레스토랑; 카페|09:30~20:00 / 주말 및 공휴일 9:30~21:00|||||롯데월드 민속박물관||||100103
롯데월드/아쿠아리움||||박물관|02-3213-3214|서울 송파구 올림픽로 300||||||||롯데월드 아쿠아리움||||100103
만봉불화박물관||||박물관|033-372-5009||강원 영월군 김삿갓면 예밀리 8-1||10:00~18:00|||||만봉불화박물관||||100103
만해문학박물관||128.3170375|38.1871321|박물관|033-462-2303|강원 인제군 북면 만해로 91||레스토랑; 카페; 서원보전|08:30~17:30|||||만해문학박물관|동국대학교 만해마을|||100103
명인박물관||126.9851681|37.5801351|박물관|02-766-0272|서울 종로구 북촌로 6길 1|||하절기 10:00~18:00 / 동절기 10:00~17:00|||||명인박물관||||100103
명지대학교박물관||||박물관|031-330-6073~4|경기 용인시 처인구 명지로 116||||||||명지대학교박물관||||100103
목아박물관||127.6878915|37.2882091|박물관|031-885-9952|경기 여주시 강천면 이문안길 21||아트샵; 카페|하절기 09:00~18:00 / 동절기 09:00~17:00|||||목아박물관||||100103
목인박물관/목석원||||박물관|02-722-5055|서울 종로구 창의문로5다길 27-4||옥상 정원|10:00~19:00|||||목인박물관 목석원|(부암동)|||100103
목포대학교박물관||126.4346973|34.9073782|박물관|061-450-2934~6|전남 무안군 청계면 영산로 1666|||10:00~17:00|||||목포대학교박물관||||100103
무릉고서화미술박물관||||박물관|033-763-1535|강원 원주시 흥업면 사제로 399-10|||09:00~17:00|||||무릉고서화미술박물관||||100103
무의자박물관||||박물관|02-2279-9755|경기 남양주시 평내로 9||||||||무의자박물관||||100103
뮤지엄김치간||126.9851243|37.5734918|박물관|02-6002-6456|서울 종로구 인사동길 35-4||북카페|10:00   18:00(마지막 입장 17:30)|||||뮤지엄김치간|인사동마루 본관 4,5,6층|||100103
뮤지엄산||127.8237167|37.4154428|박물관|033-730-9000|강원 원주시 지정면 오크밸리 2길 260||아트샵; 레스토랑; 카페|10:30~18:00|||||뮤지엄산||||100103
미리벌민속박물관||128.6744441|35.4189650|박물관|055-391-2882|경남 밀양시 초동면 초동중앙로 439|||09:00~18:00|||||미리벌민속박물관||||100103
박물관/수||128.6341752|35.8648182|박물관|053-744-0268|대구 수성구 국채보상로 186길 79||아트샵; 문화 교육실 및 체험장|월~토 10:00~18:00|||||박물관 수||||100103
박물관은/살아있다||126.4089300|33.2548060|박물관|064-805-0888|제주 서귀포시 중문관광로 42||아트샵; 카페|09:00~23:00(야간개장)|||||박물관은 살아있다||||100103
박을복자수박물관||127.0084926|37.6538122|박물관|02-990-7000|서울 강북구 우이동 삼양로 149가길 53|||12:00~17:00|||||박을복자수박물관||||100103
방림원||126.2694191|33.3372651|박물관|064-773-0090,-0435|제주 제주시 한경면 용금로 864||카페; 아트샵|08:30~18:00|||||방림원||||100103
배다골민속박물관||126.8475608|37.6310310|박물관|031-970-6330|경기 고양시 덕양구 배달골길 131||아트샵; 레스토랑; 카페|10:00~18:00|||||배다골민속박물관||||100103
배재대학교박물관||127.3661135|36.3211313|박물관|042-520-5259|대전 서구 배재로 155-40|||09:30~16:30|||||배재대학교박물관||||100103
배재학당역사박물관||126.9726101|37.5640020|박물관|02-319-5578|서울 중구 서소문로11길 19|||10:00~17:00|||||배재학당역사박물관||||100103
백석대학교기독교박물관||127.1857825|36.8399285|박물관|041-550-9102|충남 천안시 동남구 문암로 76|||10:00~17:00(월~금)|||||백석대학교기독교박물관||||100103
범어사성보박물관||129.0697097|35.2843049|박물관|051-508-6139|부산 금정구 범어사로 250||아트샵|09:00~17:00|||||범어사성보박물관||||100103
범패박물관||126.6512218|37.4648096|박물관|032-886-0029|인천 미추홀구 경인로70번길 11-13||아트샵|09:00~18:00|||||범패박물관||||100103
벽봉한국장신구박물관||||박물관|031-949-0848|경기 파주시 탄현면 헤이리마을길 48-38|||하절기(3월~10월) 11:00~19:00 / 동절기(11월~2월) 11:00~18:30|||||벽봉한국장신구박물관||||100103
보나장신구박물관||126.9845298|37.5735826|박물관|02-732-6621|서울 종로구 인사동 9길 9|||10:00~18:30 / 일요일 12:00~18:00|||||보나장신구박물관||||100103
본태박물관||126.3924437|33.3038132|박물관|064-792-8108|제주 서귀포시 안덕면 산록남로 762번길 69||아트샵; 카페; 조각공원; 뮤직홀|10:00~18:00|||||본태박물관||||100103
부경대학교박물관||129.1048358|35.1345053|박물관|051-629-6772|부산 남구 용소로 45|||10:00~17:00|||||부경대학교박물관||||100103
부경민화박물관||128.8769522|37.8288714|박물관|033-661-6719|강릉 사천면 방동길 320||체험관; 휴게실|10:00~18:00|||||부경민화박물관||||100103
부산대학교박물관||129.0803681|35.2337641|박물관|051-510-1838|부산 금정구 부산대학로 63번길 2||아트샵|09:00~17:00|||||부산대학교박물관||||100103
부산여자대학교차박물관||129.0716380|35.1687260|박물관|051-850-3112|부산 부산진구 진남로 506|||10:00~17:00|||||부산여자대학교차박물관||||100103
부산포민속박물관||129.0603685|35.1555722|박물관|051-803-4300|부산 부산진구 중앙대로 702번길 21|||하절기 10:00~18:00 / 동절기 10:00~17:00|||||부산포민속박물관||||100103
부천로보파크전시관||126.7647448|37.5175815|박물관|070-7094-5479|경기 부천시 원미구 평천로 655||아트샵|10:00~18:00|||||부천로보파크전시관||||100103
북촌동양문화박물관||126.9835917|37.5838638|박물관|02-723-0190|서울 종로구 북촌로 11길 76||아트샵; 카페; 공연장|10:00~18:00|||||북촌동양문화박물관||||100103
북촌박물관||126.9847664|37.5802792|박물관|02-766-8402|서울 종로구 북촌로 39|||10:00~18:00|||||북촌박물관||||100103
북촌생활사박물관||||박물관|02-736-3957|서울 종로구 북촌로 5|||하절기 10:00~18:00 / 동절기 11:00~18:00|||||북촌생활사박물관|나길 90|||100103
불교중앙박물관||126.9820174|37.5744939|박물관|02-2011-1960|서울 종로구 우정국로 55||아트샵; 카페|하절기(3~10월) 10:00~18:00 / 동절기(11~2월) 10:00~17:00|||||불교중앙박물관||||100103
불교천태중앙박물관||128.4851072|37.0435077|박물관|043-423-9101~3|충북 단양군 영춘면 백자길 6|||10:00~17:00|||||불교천태중앙박물관||||100103
비움박물관||||박물관|062-222-6668|광주 동구 제봉로 143-1||전시실; 교육실; 무선 인터넷; 남/녀 화장실 구분; 장애인 편의시설|운영시간 :10시~18시관람권 매표시간:10시~17시(관람종료 1시간 전까지 입장가능)|||||비움박물관||||100103
사람박물관/얼굴||127.3020583|37.4939733|박물관|031-765-3522|경기 광주시 남종면 분원길 3-6||아트샵; 카페|10:00~18:00|||||사람박물관 얼굴||||100103
산청산골박물관||127.9820823|35.3693920|박물관|055-972-7895|경남 산청군 신안면 중촌갈전로 859||산골카페; 특산품판매; 도자기체험장 등|10:00~18:00|||||산청산골박물관||||100103
삼성미술관Leeum||126.9993406|37.5380703|박물관|02-2014-6900|서울 용산구 이태원로 55길 60-16||아트샵; 카페|10:30~18:00|||||삼성미술관Leeum||||100103
삼성출판박물관||126.9570848|37.6086466|박물관|02-394-6544|서울 종로구 비봉길 2-2|||10:00~17:00|||||삼성출판박물관||||100103
삼성화재교통박물관||127.2169544|37.3003689|박물관|031-320-9900|경기 용인시 처인구 포곡읍 에버랜드로 376번길 17||아트샵|10:00~18:00 / 11월~2월 10:00~17:00|||||삼성화재교통박물관||||100103
삼육대학교박물관||127.1092351|37.6418719|박물관|02-3399-3065~8|서울 노원구 화랑로 815||레스토랑|월~목 10:00~16:00 / 금 10:00~14:00|||||삼육대학교박물관||||100103
상명대학교박물관||126.9760826|37.6105981|박물관|02-781-7920|서울 종로구 평창문화로 151|||10:00~17:00|||||상명대학교박물관||||100103
생각하는/정원|분재예술원|||박물관|064-772-3701|제주 제주시 한경면 녹차분재로 675||||||||생각하는 정원 분재예술원||||100103
샬트르성바오로수녀회역사박물관||126.9880625|37.5624324|박물관|02-3706-3255|서울 중구 명동길 74-2|||10:00~17:00|||||샬트르성바오로수녀회역사박물관||||100103
서강대학교박물관||||박물관|02-705-8215|서울 마포구 백범로 35||||||||서강대학교박물관||||100103
서울교육대학교교육박물관||||박물관|02-3475-2131|서울 서초구 서초중앙로 96||||||||서울교육대학교교육박물관||||100103
서울대학교박물관||126.9522497|37.4645362|박물관|02-880-5333|서울 관악구 관악로 1|||09:30~18:00|||||서울대학교박물관||||100103
서울대학교의학박물관||||박물관|02-2072-2636|서울 종로구 대학로 101||||||||서울대학교의학박물관|서울대학교병원 내|||100103
서울시립대학교박물관||127.0568383|37.5831425|박물관|02-6490-6586~7|서울 동대문구 서울시립대로 163|||10:00~17:00|||||서울시립대학교박물관||||100103
서울여자대학교박물관||127.0912628|37.6282688|박물관|02-970-5311|서울 노원구 화랑로 621||카페; 스넥바|10:00~16:00|||||서울여자대학교박물관||||100103
서원대학교한국교육자료박물관||127.4828323|36.6239238|박물관|043-299-8195|충북 청주시 흥덕구 무심서로 377-3||카페|10:00~17:00|||||서원대학교한국교육자료박물관||||100103
석부작박물관||126.5365530|33.2502661|박물관|064-739-5588|제주 서귀포시 일주동로 8941||아트샵; 레스토랑; 카페; 펜션|09:00~18:00|||||석부작박물관||||100103
선문대학교박물관||127.0759297|36.7975666|박물관|041-530-2782|충남 아산시 탕정면 선문로 221번길 70|||10:00~17:00|||||선문대학교박물관||||100103
선암사성보박물관||||박물관|061-754-6062|전남 순천시 승주읍 선암사길 450||||||||선암사성보박물관||||100103
설록차뮤지엄/오'설록||||박물관|064-794-5312|제주 서귀포시 안덕면 신화역사로 425||||||||설록차뮤지엄 오'설록||||100103
설민민화박물관||||박물관|031-336-1541|경기 용인시 처인구 동부로 823||||||||설민민화박물관||||100103
성균관대학교박물관||126.9945072|37.5875238|박물관|02-760-1216~7|서울 종로구 성균관로 41|||10:00~16:00|||||성균관대학교박물관||||100103
성신여자대학교박물관||127.0212418|37.5918228|박물관|02-920-7325,7896|서울 성북구 보문로 34||아트샵; 카페|10:00~17:00|||||성신여자대학교박물관|다길 2|||100103
세계골프역사박물관||127.0620047|37.5081360|박물관|02-2192-3005|서울 강남구 테헤란로 528||아트샵|10:00~19:00|||||세계골프역사박물관||||100103
세계민속악기박물관||128.4074583|37.1904768|박물관|031-946-9838|경기 파주시 탄현면 헤이리마을길 63-26||아트샵|09:30~17:30|||||세계민속악기박물관||||100103
세계술문화박물관/리쿼리움||127.8656300|37.0185820|박물관|043-855-7333|충북 충주시 가금면 탑정안길 12||아트샵; 카페; 교육관|10:00~18:00|||||세계술문화박물관 리쿼리움||||100103
세계인형박물관||||박물관|031-947-2575|경기 파주시 탄현면 헤이리마을길 76-100||||||||세계인형박물관|2층|||100103
세계자동차제주박물관||126.3498929|33.2834607|박물관|064-792-3000|제주 서귀포시 안덕면 중산간서로 1610||아트샵; 카페; 잔디광장|09:30~18:00|||||세계자동차제주박물관||||100103
세계장신구박물관||126.9818207|37.5809998|박물관|02-730-1610|서울 종로구 북촌로 5||아트샵|11:00~17:00|||||세계장신구박물관|나길 2|||100103
세계조가비박물관||126.5516939|33.2473360|박물관|064-762-5551|제주 서귀포시 태평로 284||아트샵; 카페; 체험교육관|09:00~20:00|||||세계조가비박물관||||100103
세종대학교박물관||127.0752374|37.5514972|박물관|02-3408-3876,-3076|서울 광진구 능동로 209||학교 부속시설 이용|10:00~15:00|||||세종대학교박물관||||100103
세종전통장류박물관||127.2592114|36.6756151|박물관|044-868-7007|세종 전동면 배일길 90-43||레스토랑; 카페|10:00~18:00|||||세종전통장류박물관||||100103
손성목영화박물관||128.8976751|37.7982352|박물관|033-655-1130|강원 강릉시 경포로 399||||||||손성목영화박물관||||100103
송광사성보박물관||127.2756107|35.0023155|박물관|061-755-0407|전남 순천시 송광면 송광사안길 100|||09:00~17:40|||||송광사성보박물관||||100103
쇳대박물관||127.0046195|37.5798205|박물관|02-766-6494|서울 종로구 이화장길 100||아트샵|10:00~18:00|||||쇳대박물관||||100103
수덕사근역성보관||126.6226617|36.6625047|박물관|041-330-7777|충남 예산군 덕산면 수덕사안길 79|||09:30~17:00|||||수덕사근역성보관||||100103
수목원테마파크||126.4879244|33.4706602|박물관|064-742-3700|제주 제주시 은수길 69||스낵바; 카레; 기념품샵|09:30~18:00|||||수목원테마파크||||100103
수원대학교박물관||126.9757770|37.2084641|박물관|031-220-2341|경기 화성시 봉담읍 와우인길 17|||09:00~17:00|||||수원대학교박물관||||100103
숙명여자대학교박물관||126.9641095|37.5448733|박물관|02-710-9134|서울 용산구 청파로 47길 100||카페|10:00~17:00|||||숙명여자대학교박물관||||100103
숙명여자대학교정영양자수박물관||126.9641116|37.5449219|박물관|02-710-9134|서울 용산구 청파로 47길 100||카페|10:00~17:00|||||숙명여자대학교정영양자수박물관|르네상스플라자 1F|||100103
순천대학교박물관||127.4805019|34.9646270|박물관|061-750-5041|전남 순천시 중앙로 255||카페|10:00~17:00|||||순천대학교박물관||||100103
