##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@홈플러스익스프레스
홈플러스익스프레스|거제고현점|128.6300|34.8959|홈플러스익스프레스|055-633-8548|경상남도 거제시 중곡로 35|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 거제고현점||||92105
홈플러스익스프레스|거제상동점|128.6401|34.8644|홈플러스익스프레스|055-636-8544|경상남도 거제시 상동1길 15-3|||10:00~23:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 거제상동점||||92105
홈플러스익스프레스|경산백천점|128.738623|35.8034465|홈플러스익스프레스|053-813-8545||||08:00~24:00|||||홈플러스익스프레스 경산백천점||||92105
홈플러스익스프레스|경주안강점|129.1970|36.0020|홈플러스익스프레스|054-761-8545|경상북도 경주시 안강읍 구부랑4길 2|||08:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 경주안강점||||92105
홈플러스익스프레스|계룡엄사점|127.2420|36.2884|홈플러스익스프레스|042-840-8545|충청남도 계룡시 엄사면 번영로 26|||10:00~24:00 (단, 매월 2,4번째 수요일 휴점)|||||홈플러스익스프레스 계룡엄사점||||92105
홈플러스익스프레스|고양강촌점|126.7836687|37.6547944|홈플러스익스프레스|031-904-8546|경기도 고양시 일산동구 강송로 180|||10:00~23:00 (단, 매월 2,4번째 수요일 휴점)|||||홈플러스익스프레스 고양강촌점||||92105
홈플러스익스프레스|고양대화역점|126.74821470000006|37.6766341|홈플러스익스프레스|031-925-8565|경기도 고양시 일산서구 강성로 261|||10:00~24:00 (단, 매 월 두 번째, 네 번째 수요일 휴점)|||||홈플러스익스프레스 고양대화역점|(대화동 1층)|||92105
홈플러스익스프레스|고양덕이점|126.7505994|37.6754336|홈플러스익스프레스|031-914-8546|경기도 고양시 일산서구 하이파크3로78번길 1|||10:00~24:00 (단, 매월 2,4번째 수요일 휴점)|||||홈플러스익스프레스 고양덕이점||||92105
홈플러스익스프레스|고양성사점|126.8388|37.6585|홈플러스익스프레스|031-968-8545|경기도 고양시 덕양구 호국로 822|||10:00~24:00 (단, 매월 2,4번째 수요일 휴점)|||||홈플러스익스프레스 고양성사점||||92105
홈플러스익스프레스|고양정발산2점|126.773918|37.669746|홈플러스익스프레스|031-915-8545|경기도 고양시 일산동구 대산로 19|||10:00~24:00 (단, 매월 2,4번째 수요일 휴점)|||||홈플러스익스프레스 고양정발산2점||||92105
홈플러스익스프레스|고양정발산점|126.7770|37.6738|홈플러스익스프레스|031-919-8546|경기도 고양시 일산동구 일산로 450|||10:00~24:00 (단, 매월 2,4번째 수요일 휴점)|||||홈플러스익스프레스 고양정발산점||||92105
홈플러스익스프레스|고양주엽점|126.75966800000003|37.669931|홈플러스익스프레스|031-925-8576|경기도 고양시 일산서구 주화로 76|||10:00~24:00 (단, 매월 2,4번째 수요일 휴점)|||||홈플러스익스프레스 고양주엽점||||92105
홈플러스익스프레스|고양중산2점|126.7799875|37.6923746|홈플러스익스프레스|031-976-8544|경기도 고양시 일산동구 중산로 229|||10:00~24:00 (단, 매월 2,4번째 수요일 휴점)|||||홈플러스익스프레스 고양중산2점||||92105
홈플러스익스프레스|고양중산점|126.7870|37.6752|홈플러스익스프레스|031-976-8546|경기도 고양시 일산동구 하늘마을1로 14|||10:00~24:00 (단, 매월 2,4번째 수요일 휴점)|||||홈플러스익스프레스 고양중산점||||92105
홈플러스익스프레스|고양토당점|126.8236112|37.6207836|홈플러스익스프레스|031-978-8544|경기도 고양시 덕양구 지도로35번길 12-3|||10:00~23:00 (단, 매월 2,4번째 수요일 휴점)|||||홈플러스익스프레스 고양토당점||||92105
홈플러스익스프레스|고양행신2점|126.8470|37.6179|홈플러스익스프레스|031-970-8545|경기도 고양시 덕양구 중앙로 442|||10:00~24:00 (단, 매월 2,4번째 수요일 휴점)|||||홈플러스익스프레스 고양행신2점||||92105
홈플러스익스프레스|고양화정점|126.8336956|37.6452485|홈플러스익스프레스|031-963-8546|경기도 고양시 덕양구 화중로 205|||10:00~24:00 (단, 매월 2,4번째 수요일 휴점)|||||홈플러스익스프레스 고양화정점|102|||92105
홈플러스익스프레스|고양후곡2점|126.7644|37.6788|홈플러스익스프레스|031-923-8542|경기도 고양시 일산서구 일산로 571|||10:00~24:00 (단, 매월 2,4번째 수요일 휴점)|||||홈플러스익스프레스 고양후곡2점|뉴시티프라자1층|||92105
홈플러스익스프레스|공릉점|127.0710|37.6282|홈플러스익스프레스|02-949-8545|서울특별시 노원구 동일로 1101|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 공릉점||||92105
홈플러스익스프레스|광명점|126.8510|37.4680|홈플러스익스프레스|02-2060-8545|경기도 광명시 도덕로 28|||09:00~23:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 광명점||||92105
홈플러스익스프레스|광명철산2점|126.865388|37.470981|홈플러스익스프레스|02-2689-7102|경기도 광명시 도덕공원로 21-1|||09:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 광명철산2점||||92105
홈플러스익스프레스|광명철산역점|126.8700920|37.4763340|홈플러스익스프레스|02-2688-8545||경기도 광명시 철산동 385||09:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 광명철산역점||||92105
홈플러스익스프레스|광명철산점|126.8690|37.4842|홈플러스익스프레스|02-2613-8545|경기도 광명시 가마산로 24|||09:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 광명철산점||||92105
홈플러스익스프레스|광명하안2점|126.87578201293945|37.46668359980658|홈플러스익스프레스|02-897-8546|경기도 광명시 하안로 361|||09:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 광명하안2점||||92105
홈플러스익스프레스|광명하안점|126.8670|37.4677|홈플러스익스프레스|02-897-8557|경기도 광명시 하안동 안현로 35|||09:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 광명하안점||||92105
홈플러스익스프레스|광안점|129.1140|35.1618|홈플러스익스프레스|051-756-2277|부산광역시 수영구 수영로 625|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 광안점||||92105
홈플러스익스프레스|광화문점|126.9750|37.5705|홈플러스익스프레스|02-737-9994|서울특별시 종로구 새문안로 91|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 광화문점||||92105
홈플러스익스프레스|괴정점|127.3820|36.3335|홈플러스익스프레스|042-525-8546|대전광역시 서구 갈마로 257|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 괴정점||||92105
홈플러스익스프레스|구남점|128.9940|35.1963|홈플러스익스프레스|051-333-8545|부산광역시 북구 백양대로 1013|||09:00~23:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 구남점||||92105
홈플러스익스프레스|구로점|126.8729|37.4960|홈플러스익스프레스|02-868-8545|서울특별시 구로구 구일로10길 27|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 구로점||||92105
홈플러스익스프레스|구미옥계점|128.4167936|36.1468321|홈플러스익스프레스|054-474-8541|경상북도 구미시 홍안로 15|||09:00~23:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 구미옥계점||||92105
홈플러스익스프레스|구미인의점|128.4267211|36.11684289|홈플러스익스프레스|054-476-8542|경상북도 구미시 수출대로 31길 76|||08:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 구미인의점||||92105
홈플러스익스프레스|구산점|126.9170|37.6114|홈플러스익스프레스|02-358-8546|서울특별시 은평구 서오릉로 145|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 구산점||||92105
홈플러스익스프레스|구월점|126.7110|37.4526|홈플러스익스프레스|032-463-8547|인천광역시 남동구 구월남로 198|||08:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 구월점||||92105
홈플러스익스프레스|구의2점|127.0943|37.5405|홈플러스익스프레스|02-458-8545|서울특별시 광진구 아차산로 473|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 구의2점||||92105
홈플러스익스프레스|구의점|127.0840|37.5425|홈플러스익스프레스|02-2201-8545|서울특별시 광진구 자양로 168|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 구의점||||92105
홈플러스익스프레스|군포궁내점|126.9218459|37.3606863|홈플러스익스프레스|031-393-8547|경기도 군포시 고산로539번길 7-36|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 군포궁내점||||92105
홈플러스익스프레스|군포부곡점|126.9388|37.3412|홈플러스익스프레스|031-462-8545|경기도 군포시 번영로28번길 37-12|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 군포부곡점||||92105
홈플러스익스프레스|군포산본2점|126.9262|37.3621|홈플러스익스프레스|031-398-4970|경기도 군포시 산본천로 43-58|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 군포산본2점||||92105
홈플러스익스프레스|군포수리산역점|126.9264619|37.3494556|홈플러스익스프레스|031-398-8545|경기도 군포시 번영로 380-1|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 군포수리산역점|110|||92105
홈플러스익스프레스|군포오금점|||홈플러스익스프레스|031-393-8545|경기도 군포시 번영로 405|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 군포오금점||||92105
홈플러스익스프레스|금호2점|127.0160|37.5500|홈플러스익스프레스|02-2253-8541|서울특별시 성동구 동호로 102|||08:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 금호2점||||92105
홈플러스익스프레스|금호점|127.0210|37.5546|홈플러스익스프레스|02-2292-8545|서울특별시 성동구 행당로 6|||08:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 금호점||||92105
홈플러스익스프레스|길동점|127.1410|37.5383|홈플러스익스프레스|02-470-8529|서울특별시 강동구 양재대로 1486|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 길동점||||92105
홈플러스익스프레스|길음점|127.0231283|37.6088005|홈플러스익스프레스|02-942-8545|서울특별시 성북구 길음로 13길 22|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 길음점||||92105
홈플러스익스프레스|김포고창2점|126.669596|37.644906|홈플러스익스프레스|031-984-4253|경기도 김포시 김포한강2로 106|||09:00~24:00 (단, 매월 2,4번째 수요일 휴점)|||||홈플러스익스프레스 김포고창2점||||92105
홈플러스익스프레스|김포고창점|126.669596|37.644906|홈플러스익스프레스|031-981-8543||경기도 김포시 장기동 5132-4||09:00~24:00 (단, 매월 2,4번째 수요일 휴점)|||||홈플러스익스프레스 김포고창점|지상1층|||92105
홈플러스익스프레스|김포고촌점|126.7709558|37.5989946|홈플러스익스프레스|031-982-8547|경기도 김포시 고촌읍 인향로 10|||09:00~24:00 (단, 매월 2,4번째 수요일 휴점)|||||홈플러스익스프레스 김포고촌점|지상1층|||92105
홈플러스익스프레스|김포수정점|126.66959650000001|37.6449061|홈플러스익스프레스|031-984-8723|경기도 김포시 김포한강2로23번길 14|||09:00~24:00 (단, 매월 2,4번째 수요일 휴점)|||||홈플러스익스프레스 김포수정점|(장기동,1층)|||92105
홈플러스익스프레스|김포양곡점|126.632565|37.643141|홈플러스익스프레스|031-986-8548|경기도 김포시 김포한강4로 417|||09:00~24:00 (단, 매월 2,4번째 수요일 휴점)|||||홈플러스익스프레스 김포양곡점||||92105
홈플러스익스프레스|김포장기2점|126.6669|37.6482|홈플러스익스프레스|031-984-8544|경기도 김포시 청송로 26|||09:00~24:00 (단, 매월 2,4번째 수요일 휴점)|||||홈플러스익스프레스 김포장기2점||||92105
홈플러스익스프레스|김해삼계점|128.8654|35.2702|홈플러스익스프레스|055-313?8545|경상남도 김해시 해반천로 254|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 김해삼계점||||92105
홈플러스익스프레스|김해어방점|128.9040|35.2432|홈플러스익스프레스|055-336-8545|경상남도 김해시 인제로 167|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 김해어방점|102|||92105
홈플러스익스프레스|남성점|126.9720|37.4844|홈플러스익스프레스|02-3481-8541|서울특별시 동작구 사당로 215|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 남성점||||92105
홈플러스익스프레스|남양주별내2점|127.11474529999998|37.6669626|홈플러스익스프레스|031-575-9159|경기도 남양주시 별내3로 64-7|||10:00~24:00 (단, 매월 2,4번째 수요일 휴점)|||||홈플러스익스프레스 남양주별내2점||||92105
홈플러스익스프레스|남양주별내점|127.1177296|37.668877|홈플러스익스프레스|031-527-9545|경기도 남양주시 별내5로5번길 7|||10:00~24:00 (단, 매월 2,4번째 수요일 휴점)|||||홈플러스익스프레스 남양주별내점||||92105
홈플러스익스프레스|남양주진접점|127.1930|37.7121|홈플러스익스프레스|031-529-8545|경기도 남양주시 진접읍 해밀예당3로 51|||10:00~24:00 (단, 매월 2,4번째 수요일 휴점)|||||홈플러스익스프레스 남양주진접점||||92105
홈플러스익스프레스|노은점|127.3180|36.3754|홈플러스익스프레스|042-826-8545|대전광역시 유성구 노은로 178|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 노은점|110|||92105
홈플러스익스프레스|논현역점|127.0195|37.5100|홈플러스익스프레스|02-3446-8545|서울특별시 서초구 신반포로 326|||08:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 논현역점||||92105
홈플러스익스프레스|능곡점|126.8090|37.3683|홈플러스익스프레스|031-404-8545|경기도 시흥시 능곡로 182|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 능곡점||||92105
홈플러스익스프레스|다대포점|128.9660|35.0493|홈플러스익스프레스|051-266-8542|부산광역시 사하구 다대낙조2길 3|||08:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 다대포점||||92105
홈플러스익스프레스|당산점|||홈플러스익스프레스|02-2671-8546|서울특별시 영등포구 당산로44길 3|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 당산점||||92105
홈플러스익스프레스|대구구암2점|128.5570|35.9312|홈플러스익스프레스|053-326-8545|대구광역시 북구 구암로32길 6-10|||08:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 대구구암2점||||92105
홈플러스익스프레스|대구대곡점|128.512488|35.807492|홈플러스익스프레스|053-636-8580|대구광역시 달서구 명천로 18|||08:00~23:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 대구대곡점||||92105
홈플러스익스프레스|대구상인점|128.5470|35.8207|홈플러스익스프레스|053-631-8545|대구광역시 달서구 송현로7길 19|||09:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 대구상인점||||92105
홈플러스익스프레스|대구용산점|128.5310|35.8572|홈플러스익스프레스|053-525-8545|대구광역시 달서구 용산로 220|||08:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 대구용산점||||92105
홈플러스익스프레스|대구침산점|128.5949025|35.8870505|홈플러스익스프레스|053-352-8545|대구광역시 북구 침산남로 180-4|||08:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 대구침산점||||92105
홈플러스익스프레스|대구화원점|128.51117|35.81093|홈플러스익스프레스|053-638-8545|대구광역시 달성군 화원읍 비슬로543길 27|||08:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 대구화원점||||92105
홈플러스익스프레스|대방점|126.9260|37.5126|홈플러스익스프레스|02-813-8545|서울특별시 동작구 노량진로 4|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 대방점||||92105
홈플러스익스프레스|대야점|126.7970|37.4448|홈플러스익스프레스|031-314-8542|경기도 시흥시 은행로173번길 17|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 대야점||||92105
홈플러스익스프레스|대전갈마점|127.370523|36.347308|홈플러스익스프레스|042-535-8546|대전광역시 서구 갈마중로 12|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 대전갈마점||||92105
홈플러스익스프레스|대전관저점|127.3360|36.3081|홈플러스익스프레스|042-545-8545|대전광역시 서구 관저북로 71|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 대전관저점|133|||92105
홈플러스익스프레스|대전관평점|127.3882|36.4226|홈플러스익스프레스|042-933-8545|대전시 유성구 관평2로 52|||10:00~23:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 대전관평점||||92105
홈플러스익스프레스|대전노은역점|127.3192|36.3739|홈플러스익스프레스|042-826-8562|대전광역시 유성구 은구비남로33번길 29|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 대전노은역점||||92105
홈플러스익스프레스|대전도안2점|127.3437633|36.3207655|홈플러스익스프레스|042-545-8591|대전광역시 서구 원도안로 191|||10:00~23:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 대전도안2점||||92105
홈플러스익스프레스|대전도안점|127.3360|36.3440|홈플러스익스프레스|042-826-8542|대전광역시 유성구 도안대로 511-6|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 대전도안점||||92105
홈플러스익스프레스|대전둔산점|127.393385|36.3613831|홈플러스익스프레스|042-477-8546|대전광역시 서구 청사로 281|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 대전둔산점||||92105
홈플러스익스프레스|대전신성점|127.3504|36.3871|홈플러스익스프레스|042-863-8545|대전광역시 유성구 신성남로 51|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 대전신성점||||92105
홈플러스익스프레스|대전오류점|127.4100|36.3241|홈플러스익스프레스|042-525-8848|대전광역시 중구 계룡로 858|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 대전오류점||||92105
홈플러스익스프레스|대전원내점|127.3199528|36.299270|홈플러스익스프레스|042-545-9550|대전광역시 유성구 진잠로 78번길 70|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 대전원내점||||92105
홈플러스익스프레스|대치역점|127.062908|37.493767|홈플러스익스프레스|02-553-8526|서울특별시 강남구 삼성로 155|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 대치역점||||92105
홈플러스익스프레스|대치점|127.0597465|37.4980747|홈플러스익스프레스|02-569---8545|서울특별시 강남구 도곡로 450|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 대치점||||92105
홈플러스익스프레스|도곡2점|127.0430|37.4827|홈플러스익스프레스|02-3463-8545|서울특별시 강남구 논현로 28길 9|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 도곡2점||||92105
홈플러스익스프레스|도곡점|127.0530|37.4958|홈플러스익스프레스|02-577-8547|서울특별시 강남구 도곡로 320|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 도곡점||||92105
홈플러스익스프레스|도림점|126.9010|37.5067|홈플러스익스프레스|02-833-8535|서울특별시 영등포구 도신로 75|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 도림점||||92105
홈플러스익스프레스|도원점|128.5350|35.8066|홈플러스익스프레스|053-632-8544|대구광역시 달서구 도원로 36|||08:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 도원점||||92105
홈플러스익스프레스|도화점|126.9517745|37.5377449|홈플러스익스프레스|02-3272-8544|서울특별시 마포구 새창로8길 72|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 도화점|상가|||92105
홈플러스익스프레스|동두천지행점|127.0526|37.8921|홈플러스익스프레스|031-866-8545||||09:00~23:00|||||홈플러스익스프레스 동두천지행점||||92105
홈플러스익스프레스|동부점|129.1770|35.1777|홈플러스익스프레스|051-701-8520|부산광역시 해운대구 세실로 158|||08:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 동부점||||92105
홈플러스익스프레스|동탄2점|127.0560|37.2002|홈플러스익스프레스|031-613-8559||경기도 화성시 반송동 858||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 동탄2점|동탄택지지구|||92105
홈플러스익스프레스|동탄3점|127.0600|37.2099|홈플러스익스프레스|031-8003-8542|경기도 화성시 동탄지성로 142|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 동탄3점||||92105
홈플러스익스프레스|동탄점|127.0730|37.1942|홈플러스익스프레스|031-8003-8545|경기도 화성시 동탄솔빛로 53|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 동탄점||||92105
홈플러스익스프레스|등촌점|126.8460|37.5601|홈플러스익스프레스|02-2658-8544|서울특별시 강서구 공항대로41길 56|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 등촌점||||92105
홈플러스익스프레스|뚝섬점|127.0490|37.5469|홈플러스익스프레스|02-499-8545|서울특별시 성동구 아차산로 41|||08:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 뚝섬점||||92105
홈플러스익스프레스|마두점|126.7900|37.6543|홈플러스익스프레스|031-901-8545|경기도 고양시 일산동구 일산로 198|||10:00~24:00 (단, 매 월 두 번째, 네 번째 수요일 휴점)|||||홈플러스익스프레스 마두점||||92105
홈플러스익스프레스|마산양덕점|128.5848|35.2290|홈플러스익스프레스|055-297-8545|경상남도 창원시 마산회원구 율림교로 12|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 마산양덕점||||92105
홈플러스익스프레스|마산월영점|128.5580|35.1746|홈플러스익스프레스|055-244-4442|경상남도 창원시 마산함포구 월영남로 42|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 마산월영점||||92105
홈플러스익스프레스|마산호계점|128.5240|35.2664|홈플러스익스프레스|055-232-8051|경상남도 창원시 마산회원구 내서읍 광려천북로 198-2|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 마산호계점||||92105
홈플러스익스프레스|망우점|127.1000|37.5950|홈플러스익스프레스|02-434-8545||||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 망우점||||92105
홈플러스익스프레스|매탄점|127.0420|37.2592|홈플러스익스프레스|031-212-8543|경기도 수원시 영통구 효원로 363|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 매탄점||||92105
홈플러스익스프레스|메트로시티점|129.1090|35.1275|홈플러스익스프레스|051-612-8003|부산광역시 남구 분포로 113|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 메트로시티점|1005-201|||92105
홈플러스익스프레스|면목점|127.0880|37.5840|홈플러스익스프레스|02-493-8545|서울특별시 중랑구 면목로 357|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 면목점||||92105
홈플러스익스프레스|명륜2점|127.0002|37.5856|홈플러스익스프레스|02-764-8545|서울특별시 종로구 혜화로3길 5|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 명륜2점||||92105
홈플러스익스프레스|명륜점|127.0000|37.5870|홈플러스익스프레스|02-747-8545|서울특별시 종로구 혜화로 17|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 명륜점||||92105
홈플러스익스프레스|명촌점|129.3560|35.5533|홈플러스익스프레스|052-287-8543|울산시 북구 명촌 10길 3번 |||10:00~24:00 (단, 매월 2번째 수요일, 4번째 일요일 휴점)|||||홈플러스익스프레스 명촌점||||92105
홈플러스익스프레스|모라점|128.9920|35.1858|홈플러스익스프레스|051-328-2862|부산광역시 사상구 모라로 116|||08:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 모라점||||92105
홈플러스익스프레스|목동2점|126.8630|37.5450|홈플러스익스프레스|02-2062-8545|서울특별시 양천구 등촌로 172|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스익스프레스 목동2점||||92105
