##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@현대해상하이카
하이카프라자|경남/창녕점|128.490789638991|35.5429589050929|현대해상하이카|055-532-3000|경남 창녕군 창녕읍 명덕로 13|경남 창녕군 창녕읍 교리 1047-1|||||||하이카프라자 경남/창녕점||||160503
하이카프라자|영천/금노점|128.932127484572|35.9601106584664|현대해상하이카|054-337-4230|경북 영천시 금완로 38|경북 영천시 금노동 501-9|||||||하이카프라자 영천/금노점||||160503
하이카프라자|경북/울진/읍내점|129.398467216772|36.9873557320761|현대해상하이카|054-783-4474|경북 울진군 울진읍 울진중앙로 58|경북 울진군 울진읍 읍내리 301-3|||||||하이카프라자 경북/울진/읍내점||||160503
하이카프라자|여수/학동점|127.668826495905|34.7658707822273|현대해상하이카|061-684-2922|전남 여수시 쌍봉로 117|전남 여수시 학동 15-14|||||||하이카프라자 여수/학동점||||160503
하이카프라자|군산/문화점|126.704691803198|35.9738410203636|현대해상하이카|063-465-4711|전북 군산시 팔마로 33|전북 군산시 문화동 897-19|||||||하이카프라자 군산/문화점||||160503
하이카프라자|군산/구암점|126.749725342060|35.9793063808544|현대해상하이카|063-446-9934|전북 군산시 백릉로 231|전북 군산시 구암동 316-2|||||||하이카프라자 군산/구암점||||160503
하이카프라자|전주/서서학점|127.149363216637|35.8066857809593|현대해상하이카|063-231-6260|전북 전주시 완산구 팔달로 45|전북 전주시 완산구 서서학동 138-2|||||||하이카프라자 전주/서서학점||||160503
하이카프라자|전북/무주/적상점|127.659793626250|35.9403227169783|현대해상하이카|063-324-6176|전북 무주군 적상면 사내로 6|전북 무주군 적상면 사산리 1136-5|||||||하이카프라자 전북/무주/적상점||||160503
하이카프라자|전북/부안/변산점|126.474995073690|35.6288427346860|현대해상하이카|063-583-9977|전북 부안군 변산면 격포로 137|전북 부안군 변산면 격포리 271-182|||||||하이카프라자 전북/부안/변산점||||160503
하이카프라자|전북/진안점|127.404980524229|35.7799344645959|현대해상하이카|063-433-7711|전북 진안군 진안읍 전진로 3136-9|전북 진안군 진안읍 정곡리 47-1|||||||하이카프라자 전북/진안점||||160503
하이카프라자|공주/금학점|127.128824598868|36.4424937323167|현대해상하이카|041-857-9977|충남 공주시 우금티로 616|충남 공주시 금학동 77-4|||||||하이카프라자 공주/금학점||||160503
하이카프라자|천안/원성점|127.164222131033|36.8122600076493|현대해상하이카|041-551-5674|충남 천안시 동남구 신원3길 4|충남 천안시 동남구 원성1동 31-4|||||||하이카프라자 천안/원성점||||160503
하이카프라자|충남/청양점|126.814088055209|36.4530871125885|현대해상하이카|041-942-5700|충남 청양군 청양읍 칠갑산로 343|충남 청양군 청양읍 교월리 43|||||||하이카프라자 충남/청양점||||160503
하이카프라자|대구/태전점|128.547236397952|35.9221397845584|현대해상하이카|053-312-9777|대구 북구 칠곡중앙대로 298|대구 북구 태전동 422-19|||||||하이카프라자 대구/태전점||||160503
하이카프라자|대구/남산점|128.589126371441|35.8598310435247|현대해상하이카|053-256-2645|대구 중구 명덕로35길 69|대구 중구 남산동 595-10|||||||하이카프라자 대구/남산점||||160503
하이카프라자|대전/갈마점|127.369505400961|36.3516635308736|현대해상하이카|042-535-7800|대전 서구 갈마로 7|대전 서구 갈마동 308-5|||||||하이카프라자 대전/갈마점||||160503
하이카프라자|부산/사직점|129.065284933714|35.1994824558628|현대해상하이카|051-504-7200|부산 동래구 아시아드대로170번길 4|부산 동래 사직3동 63-11|||||||하이카프라자 부산/사직점||||160503
하이카프라자|부산/동삼점|129.071456702391|35.0833200586962|현대해상하이카|051-403-0444|부산 영도구 동삼로 111|부산 영도구 동삼동 219-89|||||||하이카프라자 부산/동삼점||||160503
하이카프라자|강남/논현점|127.028004962783|37.5108866212784|현대해상하이카|02-544-9685|서울 강남구 학동로20길 37|서울 강남구 논현동 149-7|||||||하이카프라자 강남/논현점||||160503
하이카프라자|송파/삼전점|127.087254746462|37.5030173263068|현대해상하이카|02-423-0745|서울 송파구 삼전로 46|서울 송파구 삼전동 33|||||||하이카프라자 송파/삼전점||||160503
하이카프라자|은평/갈현점|126.919092428784|37.6262034693546|현대해상하이카|02-387-6408|서울 은평구 갈현로 340-4|서울 은평구 갈현동 418-6|||||||하이카프라자 은평/갈현점||||160503
하이카프라자|울산/방어점|129.417274935931|35.4901964486053|현대해상하이카|052-232-5109|울산 동구 봉수로 30|울산 동구 방어동 914-1|||||||하이카프라자 울산/방어점||||160503
하이카프라자|울산/반구점|129.340840208915|35.5612026582614|현대해상하이카|052-281-6701|울산 중구 구교로 185|울산 중구 반구2동 243-5|||||||하이카프라자 울산/반구점||||160503
하이카프라자|인천/도화점|126.6567225142|37.4755658624|현대해상하이카|032-773-6996|인천 남구 송림로 213|인천 남구 도화동 7-18|||||||하이카프라자 인천/도화점||||160503
하이카프라자|경주/용강점|129.226755148773|35.8603023976912|현대해상하이카|054-771-2488|경북 경주시 소금강로61번길 3|경북 경주시 용강동 1345-5|||||||하이카프라자 경주/용강점||||160503
하이카프라자|경북/의성/읍내점|128.695760397085|36.3471098504694|현대해상하이카|054-832-1424|경북 의성군 의성읍 구봉길 246|경북 의성군 의성읍 도서리 92-1|||||||하이카프라자 경북/의성/읍내점||||160503
하이카프라자|대전/장대점|127.335749300473|36.3599774967099|현대해상하이카|042-823-5555|대전 유성구 장대로 57|대전 유성구 장대동 272-2|||||||하이카프라자 대전/장대점||||160503
하이카프라자|부산/해운대점|129.170139822577|35.1688089053247|현대해상하이카|051-742-4476|부산 해운대구 좌동로 31|부산 해운대구 중동 1328|||||||하이카프라자 부산/해운대점|1층|||160503
하이카프라자|강동/둔촌점|127.144279423759|37.5343854276657|현대해상하이카|02-488-9307|서울 강동구 천호대로 1196|서울 강동구 둔촌동 50-2|||||||하이카프라자 강동/둔촌점|도성빌딩|||160503
하이카프라자|광주/쌍촌점|126.869693224986|35.1552784928120|현대해상하이카|062-372-8869|광주 서구 월드컵4강로 214|광주 서구 쌍촌동 282-7|||||||하이카프라자 광주/쌍촌점||||160503
하이카프라자|성동/행당점|127.031523950002|37.5581786914604|현대해상하이카|02-2281-5109|서울 성동구 행당로 113-2|서울 성동구 행당동 317-77|||||||하이카프라자 성동/행당점||||160503
하이카프라자|광주/운암점((주)현대자동차서비스운암점)|126.870589903913|35.1844909813080|현대해상하이카|062-512-8582|광주 북구 북문대로 183|광주 북구 운암동 1078-3|||||||하이카프라자 광주/운암점((주)현대자동차서비스운암점)||||160503
하이카프라자|경북/청송/진보점|129.081884879846|36.5419562791755|현대해상하이카|054-874-5300|경북 청송군 진보면 영양로 34-35|경북 청송군 진보면 시량리 669-1|||||||하이카프라자 경북/청송/진보점||||160503
하이카프라자|충남/예산점|126.839055910971|36.7192824879266|현대해상하이카|041-335-3000|충남 예산군 예산읍 신례원로 103|충남 예산군 예산읍 신례원리 480-2|||||||하이카프라자 충남/예산점||||160503
하이카프라자|송파/풍납점|127.120000608772|37.5300203720839|현대해상하이카|02-478-7877|서울 송파구 올림픽로 537|서울 송파구 풍납동 505-7|||||||하이카프라자 송파/풍납점||||160503
하이카프라자|전주/덕진점|127.118226171961|35.8494406572280|현대해상하이카|063-271-6064|전북 전주시 덕진구 권삼득로 424|전북 전주시 덕진구 덕진동2가 167-30|||||||하이카프라자 전주/덕진점||||160503
하이카프라자|나주/성북점|126.749440143964|35.0350300448950|현대해상하이카|061-337-7900|전남 나주시 금천면 영산로 5678|전남 나주시 금천면 원곡리 257|||||||하이카프라자 나주/성북점||||160503
하이카프라자|충주/성남점|127.937980484020|36.9687024185629|현대해상하이카|043-847-4789|충북 충주시 형설로 165|충북 충주시 성남동 213|||||||하이카프라자 충주/성남점||||160503
하이카프라자|충북/증평점|127.576167400424|36.7788234510677|현대해상하이카|043-838-4779|충북 증평군 증평읍 중앙로 129|충북 괴산군 증평읍 초중리 10-6|||||||하이카프라자 충북/증평점||||160503
하이카프라자|대전/월평점|127.369304284906|36.3442077543690|현대해상하이카|042-537-6588|대전 서구 갈마로 92|대전 서구 갈마1동 393-9|||||||하이카프라자 대전/월평점||||160503
하이카프라자|순천/조례점|127.535750732063|34.9567260796997|현대해상하이카|061-721-4972|전남 순천시 왕궁중앙길 67|전남 순천시 조례동 1817-3|||||||하이카프라자 순천/조례점||||160503
하이카프라자|강릉/주문진점|128.827210292742|37.8779503307521|현대해상하이카|033-661-8272|강원 강릉시 주문진읍 연주로 285|강원 강릉시 주문진읍 교항리 29-16|||||||하이카프라자 강릉/주문진점||||160503
하이카프라자|창원/남양점|128.704154602847|35.2071746007876|현대해상하이카|055-267-5949|경남 창원시 성산구 가양로98번길 18|경남 창원시 남양동 31-7|||||||하이카프라자 창원/남양점||||160503
하이카프라자|용인/신갈점|127.098367627798|37.2615556277441|현대해상하이카|031-281-7639|경기 용인시 기흥구 덕영대로 1979|경기 용인시 기흥구 하갈동 279-27|||||||하이카프라자 용인/신갈점||||160503
하이카프라자|전북/순창/복흥점|126.932687004897|35.4334334991329|현대해상하이카|063-652-7773|전북 순창군 복흥면 가인로 27|전북 순창군 복흥면 정산리 231-16|||||||하이카프라자 전북/순창/복흥점||||160503
하이카프라자|충남/예산/덕산점|126.668161322268|36.7018973148820|현대해상하이카|041-338-5161|충남 예산군 덕산면 수암산로 26|충남 예산군 덕산면 읍내리 180|||||||하이카프라자 충남/예산/덕산점||||160503
하이카프라자|전북/고창점|126.689705272030|35.4296090622841|현대해상하이카|063-564-5511|전북 고창군 고창읍 덕산길 59|전북 고창군 고창읍 덕산리 227-6|||||||하이카프라자 전북/고창점||||160503
하이카프라자|대구/현풍점|128.430573227401|35.6663235918293|현대해상하이카|053-616-8112|대구 달성군 현풍면 삼강길 9|대구 달성군 현풍면 지리 1367-6|||||||하이카프라자 대구/현풍점||||160503
하이카프라자|삼척/마달점|129.160704038407|37.4578813311733|현대해상하이카|033-573-3777|강원 삼척시 동해대로 4331|강원 삼척시 마달동 35-1|||||||하이카프라자 삼척/마달점||||160503
하이카프라자|서대문/연희점|126.929928160467|37.5650229793203|현대해상하이카|02-322-6179|서울 서대문구 연희로 78|서울 서대문구 연희3동 194-32|||||||하이카프라자 서대문/연희점||||160503
하이카프라자|김해/외동점|128.853892269129|35.2336852035582|현대해상하이카|055-329-1409|경남 김해시 금관대로 1200|경남 김해시 외동 1229-4|||||||하이카프라자 김해/외동점||||160503
하이카프라자|계룡/금암점|127.257278282408|36.2754059144388|현대해상하이카|042-840-8008|충남 계룡시 팥거리로 19|충남 계룡시 금암동 17-2|||||||하이카프라자 계룡/금암점||||160503
하이카프라자|전북/부안/줄포점|126.684424888012|35.5979405201003|현대해상하이카|063-583-0145|전북 부안군 줄포면 주을로 66|전북 부안군 줄포면 장동리 471-2|||||||하이카프라자 전북/부안/줄포점||||160503
하이카프라자|대전/비래점|127.453459966287|36.3575554158070|현대해상하이카|042-637-4975|대전 대덕구 우암로 442|대전 대덕구 비래동 147-5|||||||하이카프라자 대전/비래점||||160503
하이카프라자|서산/읍내점|126.447345249021|36.7788027636482|현대해상하이카|041-664-9920|충남 서산시 고운로 83|충남 서산시 읍내동 82-1|||||||하이카프라자 서산/읍내점||||160503
하이카프라자|전남/무안점|126.474421886673|34.9846953006815|현대해상하이카|061-453-8401|전남 무안군 무안읍 무안로 447|전남 무안군 무안읍 성남리 158-1|||||||하이카프라자 전남/무안점||||160503
하이카프라자|경북/칠곡/왜관점|128.390357312652|36.0009529580541|현대해상하이카|054-977-9948|경북 칠곡군 약목면 관호8길 25-17|경북 칠곡군 약목면 관호리 952-11|||||||하이카프라자 경북/칠곡/왜관점||||160503
하이카프라자|전북/순창점|127.139003936084|35.3917269221577|현대해상하이카|063-653-7776|전북 순창군 순창읍 옥천로 215-10|전북 순창군 순창읍 복실리 313|||||||하이카프라자 전북/순창점||||160503
하이카프라자|광주/운남점|126.817820714305|35.1733100615800|현대해상하이카|062-952-8889|광주 광산구 임방울대로 136|광주 광산구 운남동 514-31|||||||하이카프라자 광주/운남점||||160503
하이카프라자|경기/가평점|127.509955837411|37.8331705100073|현대해상하이카|031-582-7732|경기 가평군 가평읍 석봉로 204|경기 가평군 가평읍 읍내리 615-3|||||||하이카프라자 경기/가평점||||160503
하이카프라자|충남/금산점|127.507369261610|36.1015461332712|현대해상하이카|041-754-8276|충남 금산군 금산읍 인삼로 238|충남 금산군 금산읍 신대리 488-1|||||||하이카프라자 충남/금산점||||160503
하이카프라자|대구/평리점|128.555280815574|35.8724382180971|현대해상하이카|053-572-2221|대구 서구 서대구로 162|대구 서구 평리동 1094-1|||||||하이카프라자 대구/평리점||||160503
하이카프라자|청주/가로수점|127.423121451649|36.6262739234951|현대해상하이카|043-234-7820|충북 청주시 흥덕구 가로수로 1138|충북 청주시 흥덕구 비하동 75-5|||||||하이카프라자 청주/가로수점||||160503
하이카프라자|동대문/장안점|127.067192268100|37.5735763408497|현대해상하이카|02-2215-5183|서울 동대문구 답십리로 239-17|서울 동대문구 장안동 139-23|||||||하이카프라자 동대문/장안점|1층|||160503
하이카프라자|인천/임학점|126.736037707113|37.5477478289726|현대해상하이카|032-554-6447|인천 계양구 계양산로 181-1|인천 계양구 임학동 4-5|||||||하이카프라자 인천/임학점||||160503
하이카프라자|상주/냉림점|128.158240843841|36.4250606765258|현대해상하이카|054-532-2345|경북 상주시 상산로 383|경북 상주시 냉림동 132-9|||||||하이카프라자 상주/냉림점||||160503
하이카프라자|금천/독산점|126.901588994266|37.4673224685374|현대해상하이카|02-851-9500|서울 금천구 독산로 229|서울 금천구 독산4동 1023-4|||||||하이카프라자 금천/독산점||||160503
하이카프라자|부산/장림점|128.976684300564|35.0771992871768|현대해상하이카|051-263-6506|부산 사하구 다대로 282|부산 사하구 장림동 283|||||||하이카프라자 부산/장림점||||160503
하이카프라자|강릉/포남점|128.903590108582|37.7657399293673|현대해상하이카|033-647-1815|강원 강릉시 강릉대로 331|강원 강릉시 포남동 1117-3|||||||하이카프라자 강릉/포남점||||160503
하이카프라자|대구/용산점|128.525604329348|35.8543449537364|현대해상하이카|053-554-6626|대구 달서구 용산서로 78-1|대구 달서구 용산동 947-11|||||||하이카프라자 대구/용산점||||160503
하이카프라자|부산/청룡점|129.092394035331|35.2750733298478|현대해상하이카|051-508-4004|부산 금정구 중앙대로 2135|부산 금정구 청룡동 81-7|||||||하이카프라자 부산/청룡점||||160503
하이카프라자|노원/하계점|127.070899197340|37.6354776180222|현대해상하이카|02-948-8206|서울 노원구 공릉로 319|서울 노원구 하계동 170-42|||||||하이카프라자 노원/하계점||||160503
하이카프라자|영주/휴천점|128.627980040660|36.8181338827505|현대해상하이카|054-632-3022|경북 영주시 구성로 282|경북 영주시 휴천동 700-1|||||||하이카프라자 영주/휴천점||||160503
하이카프라자|영천/문외점|128.934290492087|35.9688043983808|현대해상하이카|054-336-8585|경북 영천시 최무선로 323|경북 영천시 문외동 97|||||||하이카프라자 영천/문외점||||160503
하이카프라자|광주/주월점|126.910243052966|35.1324010140630|현대해상하이카|062-673-0944|광주 남구 대남대로139번길 15|광주 남구 주월동 1252-12|||||||하이카프라자 광주/주월점||||160503
하이카프라자|전남/영광점|126.511772336291|35.2701623267799|현대해상하이카|061-351-0951|전남 영광군 영광읍 중앙로 125|전남 영광군 영광읍 남천리 15-10|||||||하이카프라자 전남/영광점||||160503
하이카프라자|안양/평촌점|126.9667575504|37.404958926|현대해상하이카|031-421-4200|경기 안양시 동안구 관악대로 395|경기 안양시 동안구 관양동 1433-26|||||||하이카프라자 안양/평촌점||||160503
하이카프라자|대구/지산점|128.626719373246|35.8264329837984|현대해상하이카|053-781-8944|대구 수성구 지범로 45|대구 수성구 지산동 1160-11|||||||하이카프라자 대구/지산점||||160503
하이카프라자|포항/해도점|129.368658131578|36.0238303599501|현대해상하이카|054-275-5131|경북 포항시 남구 중앙로 120|경북 포항시 남구 해도1동 431-12|||||||하이카프라자 포항/해도점||||160503
하이카프라자|강원/양양점|128.624709966506|38.0759435517936|현대해상하이카|033-671-7740|강원 양양군 양양읍 남문1길 3|강원 양양군 양양읍 남문리 3-21|||||||하이카프라자 강원/양양점||||160503
하이카프라자|부산/초량점|129.043724660336|35.1347464786991|현대해상하이카|051-462-5787|부산 동구 중앙대로 282|부산 동구 초량동 1164-3|||||||하이카프라자 부산/초량점||||160503
하이카프라자|안양/안양1점|126.911633494905|37.3945411950569|현대해상하이카|031-469-6678|경기 안양시 만안구 양화로25번길 60|경기 안양시 만안구 안양9동 969-14|||||||하이카프라자 안양/안양1점||||160503
하이카프라자|인천/간석점|126.707486239421|37.4641969733494|현대해상하이카|032-439-2972|인천 남동구 경인로626번길 37|인천 남동구 간석동 280-3|||||||하이카프라자 인천/간석점||||160503
하이카프라자|진주/상평점|128.119179876617|35.1709603419216|현대해상하이카|055-756-0303|경남 진주시 큰들로150번길 6|경남 진주시 상평동 164-9|||||||하이카프라자 진주/상평점||||160503
하이카프라자|은평/역촌점|126.916046009999|37.6028513950855|현대해상하이카|02-352-4775|서울 은평구 연서로 42|서울 은평구 역촌동 35-27|||||||하이카프라자 은평/역촌점||||160503
하이카프라자|인천/선학점(윤성자동차공업사)|126.696758841433|37.4257377973796|현대해상하이카|032-817-6437|인천 연수구 학나래로46번길 3|인천 연수구 선학동 382-12|||||||하이카프라자 인천/선학점(윤성자동차공업사)||||160503
하이카프라자|대전/송강점|127.394286390876|36.4214229733891|현대해상하이카|042-936-5379|대전 유성구 관평1로 94-17|대전 유성구 관평동 1244|||||||하이카프라자 대전/송강점||||160503
하이카프라자|경기/양주/장흥점|126.935411777969|37.7148678006143|현대해상하이카|031-855-0803|경기 양주시 장흥면 호국로123번길 12|경기 양주시 장흥면 일영리 331-3|||||||하이카프라자 경기/양주/장흥점||||160503
하이카프라자|원주/우산점(SJ모터스)|127.943638415685|37.3754410025960|현대해상하이카|033-746-7641|강원 원주시 상지대길 31|강원 원주시 우산동 126-1|||||||하이카프라자 원주/우산점(SJ모터스)||||160503
하이카프라자|세종/조치원점|127.294066857636|36.6082430131059|현대해상하이카|044-864-4006|세종 조치원읍 충현로 220|세종 조치원읍 서창리 73-1|||||||하이카프라자 세종/조치원점||||160503
하이카프라자|천안/목천점|127.211812633110|36.7752304376414|현대해상하이카|041-522-2442|충남 천안시 동남구 목천읍 목천안터2길 6|충남 천안시 동남구 목천읍 신계리 166|||||||하이카프라자 천안/목천점||||160503
하이카프라자|충북/청원/북이점|127.544161345303|36.7426561988015|현대해상하이카|043-217-5000|충북 청주시 청원구 북이면 현암길 5|충북 청주시 청원구 북이면 현암리 50-12|||||||하이카프라자 충북/청원/북이점||||160503
하이카프라자|광양/중동점|127.690993001772|34.9384704266486|현대해상하이카|061-791-1010|전남 광양시 광장로 6|전남 광양시 중동 1612-1|||||||하이카프라자 광양/중동점||||160503
하이카프라자|전주/중화산점|127.121732038042|35.8163290192495|현대해상하이카|063-227-8282|전북 전주시 완산구 중산중앙로 34|전북 전주시 완산구 중화산동2가 628-6|||||||하이카프라자 전주/중화산점||||160503
하이카프라자|정읍/망제점|126.841417254470|35.6051820593766|현대해상하이카|063-536-7373|전북 정읍시 황토현로 1003|전북 정읍시 망제동 31|||||||하이카프라자 정읍/망제점||||160503
하이카프라자|대전/산성점|127.388264169470|36.3110051310608|현대해상하이카|042-583-8033|대전 중구 대둔산로 469|대전 중구 산성동 142-3|||||||하이카프라자 대전/산성점||||160503
하이카프라자|송파/가락점|127.124226969437|37.4943214645448|현대해상하이카|02-404-5007|서울 송파구 송이로 141|서울 송파구 가락동 123-12|||||||하이카프라자 송파/가락점||||160503
하이카프라자|안산/본오점|126.872656962315|37.2999891235357|현대해상하이카|031-416-3315|경기 안산시 상록구 각골로 117|경기 안산시 상록구 본오동 1126-5|||||||하이카프라자 안산/본오점||||160503
하이카프라자|안산/와동점|126.819882756227|37.3312481913597|현대해상하이카|031-482-3733|경기 안산시 단원구 화정로2길 2|경기 안산시 단원구 와동 846-6|||||||하이카프라자 안산/와동점||||160503
하이카프라자|부산/서동점|129.107098644333|35.2131209638095|현대해상하이카|051-523-5104|부산 금정구 반송로 391|부산 금정구 서동 208-12|||||||하이카프라자 부산/서동점||||160503
하이카프라자|안양/안양2점|126.9095054014|37.4177018192|현대해상하이카|031-465-9228|경기 안양시 만안구 만안로 449|경기 안양시 만안구 석수동 268-22|||||||하이카프라자 안양/안양2점||||160503
하이카프라자|용인/삼가점|127.171720472395|37.2400720758692|현대해상하이카|031-339-3702|경기 용인시 처인구 중부대로 1138|경기 용인시 처인구 삼가동 197-8|||||||하이카프라자 용인/삼가점||||160503
하이카프라자|인천/송월점|126.619172646910|37.4787533149545|현대해상하이카|032-773-3668|인천 중구 제물량로 308|인천 중구 송월동 2가 5-15|||||||하이카프라자 인천/송월점||||160503
하이카프라자|수원/송죽점|127.001343982693|37.3037189192104|현대해상하이카|031-268-6790|경기 수원시 장안구 정조로1110번길 2|경기 수원시 장안구 송죽동 448-14|||||||하이카프라자 수원/송죽점||||160503
하이카프라자|인천/심곡점|126.669811792790|37.5436750725979|현대해상하이카|032-565-8801|인천 서구 승학로235번길 26|인천 서구 심곡동 335-10|||||||하이카프라자 인천/심곡점||||160503
하이카프라자|안양/호계점|126.948647054671|37.3880295012146|현대해상하이카|031-427-7282|경기 안양시 동안구 경수대로 751|경기 안양시 동안구 호계동 904-11|||||||하이카프라자 안양/호계점||||160503
하이카프라자|충북/영동점|127.767704159097|36.1659407289276|현대해상하이카|043-744-8729|충북 영동군 영동읍 학산영동로 1146|충북 영동군 영동읍 부용리 129-7|||||||하이카프라자 충북/영동점||||160503
하이카프라자|성북/상월곡점|127.050292743840|37.6070627836811|현대해상하이카|02-969-8282|서울 성북구 화랑로 178|서울 성북구 상월곡동 23-168|||||||하이카프라자 성북/상월곡점||||160503
하이카프라자|마포/망원점|126.900174507904|37.5555014453350|현대해상하이카|02-334-1066|서울 마포구 희우정로 122|서울 마포구 망원동 418-11|||||||하이카프라자 마포/망원점||||160503
하이카프라자|경산/삼북점|128.739311105601|35.8182887768155|현대해상하이카|053-816-3697|경북 경산시 장산로 132|경북 경산시 삼북동 93|||||||하이카프라자 경산/삼북점||||160503
하이카프라자|경주/모화점|129.323163398072|35.7155531468381|현대해상하이카|054-741-1222|경북 경주시 외동읍 입실로3길 27-1|경북 경주시 외동읍 입실리 1058-8|||||||하이카프라자 경주/모화점||||160503
하이카프라자|울산/범서점|129.245920461354|35.5670076679625|현대해상하이카|052-244-4010|울산 울주군 범서읍 구영앞길 2|울산 울주군 범서읍 구영리 394-8|||||||하이카프라자 울산/범서점||||160503
하이카프라자|울산/무거점|129.268738712344|35.5520980248104|현대해상하이카|052-277-6736|울산 남구 북부순환도로 46|울산 남구 무거동 174-1|||||||하이카프라자 울산/무거점||||160503
하이카프라자|양천/신월점|126.837774569681|37.5183020729909|현대해상하이카|02-2692-7477|서울 양천구 지양로 20|서울 양천구 신월동 992-1|||||||하이카프라자 양천/신월점||||160503
하이카프라자|대전/선화점|127.414822992784|36.3354007995394|현대해상하이카|042-254-9997|대전 중구 동서대로 1430|대전 중구 선화동 155-5|||||||하이카프라자 대전/선화점||||160503
