##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@한국투자증권
한국투자증권|연산동지점|||한국투자증권|051-867-7911|부산광역시 연제구 중앙대로 1097|부산광역시 연제구 연산5동 1242-9|||||||한국투자증권 연산동지점|2층 (연산5동,자노빌딩);자노빌딩 2층|||40530
한국투자증권|영등포PB센터|||한국투자증권|02-2672-1212|서울특별시 영등포구 영등포로 194|서울특별시 영등포구 영등포동 4가 147-1|||||||한국투자증권 영등포PB센터|2층 (영등포동4가,홍익금융프라자빌딩);홍익금융프라자 2층|||40530
한국투자증권|영업부지점|||한국투자증권|02-3276-5050|서울특별시 영등포구 의사당대로 88|서울특별시 영등포구 여의도동 27-1|||||||한국투자증권 영업부지점|1층 (여의도동,한국투자증권빌딩);한국투자증권 1층|||40530
한국투자증권|울산PB센터|||한국투자증권|052-211-1254|울산광역시 남구 삼산로 273|울산광역시 남구 삼산동 1526-9|||||||한국투자증권 울산PB센터|5층 (삼산동,삼산타워);삼산타워 5층|||40530
한국투자증권|의정부지점|||한국투자증권|031-829-1254|경기도 의정부시 시민로 118|경기도 의정부시 의정부동 141-1|||||||한국투자증권 의정부지점|2층 (의정부동,은덕빌딩);은덕빌딩 2층|||40530
한국투자증권|익산지점|||한국투자증권|063-836-4911|전라북도 익산시 무왕로 1073|전라북도 익산시 영등동 837-3|||||||한국투자증권 익산지점|3층 (영등동,하나빌딩);하나빌딩 3층|||40530
한국투자증권|인천PB센터|||한국투자증권|032-433-1221|인천광역시 남동구 인하로 501|인천광역시 남동구 구월동 1470-1|||||||한국투자증권 인천PB센터|(구월동),5층;5층|||40530
한국투자증권|일산지점|||한국투자증권|031-919-1254|경기도 고양시 일산서구 중앙로 1426|경기도 고양시 일산서구 주엽동 66-1|||||||한국투자증권 일산지점|일송노브레스 2층;일송노브레스 2층|||40530
한국투자증권|잠실PB센터|||한국투자증권|02-415-0311|서울특별시 송파구 송파대로 558|서울특별시 송파구 신천동 7-25|||||||한국투자증권 잠실PB센터|3층 (신천동,월드타워빌딩)|||40530
한국투자증권|전주PB센터|||한국투자증권|063-286-6411|전라북도 전주시 완산구 팔달로 232|전라북도 전주시 완산구 서노송동 614-3|||||||한국투자증권 전주PB센터|2층 (서노송동,한국투자증권빌딩);한국투자증권빌딩 2층|||40530
한국투자증권|정읍지점|||한국투자증권|063-533-4611|전라북도 정읍시 중앙1길 30|전라북도 정읍시 수성동 527-3|||||||한국투자증권 정읍지점|1층 (수성동,대한통운빌딩);대한통운빌딩 1층|||40530
한국투자증권|정자PB센터|||한국투자증권|031-717-5511|경기도 성남시 분당구 성남대로 349|경기도 성남시 분당구 정자동 17-5|||||||한국투자증권 정자PB센터|3층 (정자동,시그마타워빌딩);시그마타워 3층|||40530
한국투자증권|제주지점|||한국투자증권|064-722-0111|제주특별자치도 제주시 노형로 407|제주도 제주시 노형동 1288-5|||||||한국투자증권 제주지점|1층 (노형동)|||40530
한국투자증권|지산지점|||한국투자증권|053-781-4911|대구광역시 수성구 지범로 180|대구광역시 수성구 지산동 1275-7|||||||한국투자증권 지산지점|2층 (지산동,KK빌딩);KK빌딩 2층|||40530
한국투자증권|창원PB센터|||한국투자증권|055-266-1214|경상남도 창원시 성산구 상남로 , 88|경상남도 창원시 성산구 상남동 26-4|||||||한국투자증권 창원PB센터|6층 (상남동,다이소빌딩)|||40530
한국투자증권|천안지점|||한국투자증권|041-567-4911|충청남도 천안시 서북구 불당33길 24|충청남도 천안시 서북구 불당동 1618|||||||한국투자증권 천안지점|리앤시티 3;리앤시티 3층|||40530
한국투자증권|청담PB센터|||한국투자증권|02-547-3911|서울특별시 강남구 학동로 401|서울특별시 강남구 청담동 41-2|||||||한국투자증권 청담PB센터|2층 (청담동,금하빌딩);금하빌딩 2층|||40530
한국투자증권|청량리지점|||한국투자증권|02-963-5574|서울특별시 동대문구 왕산로 225|서울특별시 동대문구 청량리동 235-4|||||||한국투자증권 청량리지점|2층 (청량리동,미주상가 A동);미주상가 A동 2층|||40530
한국투자증권|청주PB센터|||한국투자증권|043-238-4911|충청북도 청주시 흥덕구 대농로 49|충청북도 청주시 흥덕구 복대동 288-125|||||||한국투자증권 청주PB센터|2층 (복대동,SY스타몰);SY스타몰 2층|||40530
한국투자증권|춘천지점|||한국투자증권|033-254-1212|강원도 춘천시 중앙로 74-1||||||||한국투자증권 춘천지점|1층 (중앙로2가)|||40530
한국투자증권|평촌PB센터|||한국투자증권|031-387-1254|경기도 안양시 동안구 동안로 120|경기도 안양시 동안구 호계동 1051|||||||한국투자증권 평촌PB센터|2층 (호계동,평촌올림픽스포츠센터빌딩);평촌올림픽스포츠센터 2층|||40530
한국투자증권|평택지점|||한국투자증권|031-658-8222|경기도 평택시 중앙2로 25|경기도 평택시 평택동 292-6|||||||한국투자증권 평택지점|2층 (평택동,강림빌딩);강림빌딩 2층|||40530
한국투자증권|포항지점|||한국투자증권|054-249-1254|경상북도 포항시 남구 포스코대로 324|경상북도 포항시 남구 상도동 18-263|||||||한국투자증권 포항지점|1층 (상도동);1층|||40530
한국투자증권|합정동지점|||한국투자증권|02-335-4911|서울특별시 마포구 독막로 10|서울특별시 마포구 합정동 373-4|||||||한국투자증권 합정동지점|2층 (합정동,성지빌딩);성지빌딩 2층|||40530
한국투자증권|해운대PB센터|||한국투자증권|051-731-1254|부산광역시 해운대구 해운대해변로 154|부산광역시 해운대구 우동 1434-1|||||||한국투자증권 해운대PB센터|6층 (우동,마리나센터빌딩);마리나센터 6층|||40530
한국투자증권|홍제동지점|||한국투자증권|02-379-1254|서울특별시 서대문구 통일로 464|서울특별시 서대문구 홍제동 301-2|||||||한국투자증권 홍제동지점|2층 (홍제동,홍제빌딩);홍제빌딩 2층|||40530
한국투자증권|화정지점|||한국투자증권|031-966-3911|경기도 고양시 덕양구 화정로 47|경기도 고양시 덕양구 화정동 969|||||||한국투자증권 화정지점|2층 (화정도,동원텔빌딩);동원텔빌딩 2층|||40530
한국투자증권|V/privilege/강남센터|||한국투자증권|02-2112-5400|서울특별시 강남구 테헤란로 152|서울특별시 강남구 역삼1동 737|||||||한국투자증권 V/privilege/강남센터|15층 (역삼1동,강남파이낸스센터빌딩);강남파이낸스센터 15층|||40530
