##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@이마트
이마트|김해점|128.871803|35.229944|이마트|055-310-1234|경남 김해시 김해대로 2232|경남 김해시 외동 1264|주유소;전기차충전소;일렉트로마트|10:00~23:00|||||이마트 김해점|(외동) 이마트 김해점|||90405
이마트|남양주점|127.242979|37.6547819|이마트|031-590-1234|경기도 남양주시 늘을2로 27|경기도 남양주시 호평동 637|문화센터;전기차충전소|10:00~23:00|||||이마트 남양주점||||90405
이마트|남원점|127.3750404|35.4078294|이마트|063-620-3123|전북 남원시 남문로 385-16|전라북도 남원시 왕정동 146-1||10:00~22:00|||||이마트 남원점||||90405
노브랜드|SF코엑스몰점|127.05915972198929|37.51182328107812|이마트|02-3454-0567|서울 강남구 영동대로 513|서울 강남구 삼성동 159|노브랜드|10:30~22:00|||||노브랜드 SF코엑스몰점|(삼성동,코엑스) B2층|||90405
노브랜드|강남대치역점|127.06266067972791|37.494569022513886|이마트|02-3453-9775|서울 강남구 남부순환로 2947|서울 강남구 대치동 599|노브랜드|11:00~22:00|||||노브랜드 강남대치역점|(대치동,대원빌딩) B1층 B103호|||90405
노브랜드|강남삼성점|127.0511095195337|37.516292413898775|이마트|02-541-7285|서울 강남구 삼성로 633|서울 강남구 삼성동 21-1|노브랜드|11:00~22:00|||||노브랜드 강남삼성점|(삼성동,삼광빌딩)|||90405
노브랜드|강남세곡점|127.096113|37.466802|이마트|02-2226-8661|서울 강남구 헌릉로569길 29|서울 강남구 세곡동 595|노브랜드|11:00~22:00|||||노브랜드 강남세곡점|(세곡동)|||90405
노브랜드|강남역삼점|127.03095164890226|37.49214526231267|이마트|02-2051-9666|서울 강남구 강남대로 324|서울 강남구 역삼동 832-5|노브랜드|11:00~22:00|||||노브랜드 강남역삼점|(역삼동,역삼디오슈페리움)|||90405
노브랜드|강남터미널점|127.0065191|37.5053447|이마트|02-537-8491|서울 서초구 신반포로 194|서울 서초구 반포동 19-4|노브랜드|10:00~22:00|||||노브랜드 강남터미널점|(반포동,강남고속버스터미널) 지하층 대형1호|||90405
노브랜드|강남한티역점|127.052355|37.498036|이마트|02-2052-1008|서울 강남구 선릉로 318|서울 강남구 대치동 922-25|노브랜드|11:00~22:00|||||노브랜드 강남한티역점|(대치동)|||90405
노브랜드|강서가양점|126.8462094|37.5649224|이마트|02-3665-7661|서울 강서구 양천로 410|서울 강서구 가양동 54-5|노브랜드|11:00~22:00|||||노브랜드 강서가양점|(가양동) 1층|||90405
노브랜드|강서마곡점|126.82360462864068|37.56267051102515|이마트|02-2667-0151|서울 강서구 마곡서로 101|서울 강서구 마곡동 768-2|노브랜드|11:00~22:00|||||노브랜드 강서마곡점|(마곡동,동익드미라벨복합빌딩) 1층 127~132호|||90405
노브랜드|거제아주점|128.68540943015262|34.86755891229824|이마트|055-682-5773|경남 거제시 아주2로 51|경남 거제시 아주동 1683-1|노브랜드|11:00~22:00|||||노브랜드 거제아주점|(아주동)|||90405
노브랜드|거제양정점|128.63853231264636|34.89067752918152|이마트|055-638-4850|경남 거제시 수양로 487|경남 거제시 양정동 920|노브랜드|11:00~22:00|||||노브랜드 거제양정점|1층 101호|||90405
노브랜드|경동시장점|127.039162|37.579203|이마트|02-3295-4785|서울 동대문구 고산자로36길 3|서울 동대문구 제기동 1019|노브랜드|10:00~20:00|||||노브랜드 경동시장점|(제기동,경동시장) 2층|||90405
노브랜드|경산정평점|128.727405|35.833723|이마트|053-811-2950|경북 경산시 대학로 44|경북 경산시 정평동 206-14|노브랜드|11:00~22:00|||||노브랜드 경산정평점|(정평동) 1층|||90405
노브랜드|고양SF점|126.894946|37.646807|이마트|031-5174-1000|경기 고양시 덕양구 고양대로 1955|경기 고양시 덕양구 동산동 370|노브랜드|10:00~22:00|||||노브랜드 고양SF점|(동산동,스타필드 고양) B1층|||90405
노브랜드|고양도내점|126.8597822|37.6218478|이마트|031-968-9196|경기 고양시 덕양구 도래울1로 61|경기 고양시 덕양구 도내동 1086|노브랜드|11:00~22:00|||||노브랜드 고양도내점|(도내동)|||90405
노브랜드|고양마두점|126.78712612289735|37.65857276214623|이마트|031-323-6816|경기 고양시 일산동구 일산로 255|경기 고양시 일산동구 마두동 754|노브랜드|11:00~22:00|||||노브랜드 고양마두점|(마두동,세경빌딩) 1층|||90405
노브랜드|고양신원점|126.890727|37.662942|이마트|02-381-9692|경기 고양시 덕양구 권율대로 896-12|경기 고양시 덕양구 신원동 634-1|노브랜드|11:00~22:00|||||노브랜드 고양신원점|1층|||90405
노브랜드|고양원마운트점|126.754165|37.664198|이마트|031-924-7461|경기 고양시 일산서구 한류월드로 300|경기 고양시 일산서구 대화동 2606|노브랜드|11:00~22:00|||||노브랜드 고양원마운트점|(대화동,원마운트)|||90405
노브랜드|고양위시티점|126.8142956549891|37.67589584303448|이마트|031-968-9201|경기 고양시 일산동구 위시티2로 33|경기 고양시 일산동구 식사동 1557-2|노브랜드|11:00~22:00|||||노브랜드 고양위시티점|(식사동)|||90405
노브랜드|고양정발산점|126.77361901516731|37.66993238687056|이마트|031-9223-4930|경기 고양시 일산동구 대산로 23|경기 고양시 일산동구 정발산동 677-3|노브랜드|11:00~22:00|||||노브랜드 고양정발산점|(정발산동,경환빌딩)|||90405
노브랜드|고양풍동점|126.799680|37.662632|이마트|031-932-6522|경기 고양시 일산동구 고일로 134|경기 고양시 일산동구 풍동 832-1|노브랜드|11:00~22:00|||||노브랜드 고양풍동점|(풍동) 다동|||90405
노브랜드|고양행신점|126.8353826|37.6135631|이마트|031-979-5982|경기 고양시 덕양구 용현로 9|경기 고양시 덕양구 행신동 765|노브랜드|11:00~22:00|||||노브랜드 고양행신점|(행신동,대경티앤에스빌딩) 제 1층|||90405
노브랜드|고양행신중앙점|126.83464874489505|37.62323668990159|이마트|031-979-5250|경기 고양시 덕양구 중앙로557번길 10|경기 고양시 덕양구 행신동 998-1|노브랜드|11:00~22:00|||||노브랜드 고양행신중앙점|(행신동,원빌딩) 1층|||90405
노브랜드|공주/신관동점|127.1400124799212|36.476905182455496|이마트|041-881-9971|충남 공주시 한적2길 29|충남 공주시 신관동 670-6|노브랜드|11:00~22:00|||||노브랜드 공주/신관동점||||90405
노브랜드|광명소하점|126.8814683|37.455246|이마트|02-899-9390|경기 광명시 한내일로 53|경기 광명시 소하동 1279|노브랜드|11:00~21:00|||||노브랜드 광명소하점|(소하동)|||90405
노브랜드|광명역점|126.88383090543114|37.42040045303506|이마트|02-899-8711|경기 광명시 신기로17번길 4|경기 광명시 일직동 511-4|노브랜드|11:00~22:00|||||노브랜드 광명역점||||90405
노브랜드|광주초월점|127.2903175165447|37.38383688298502|이마트|031-798-0746|경기 광주시 초월읍 경충대로 1215|경기 광주시 초월읍 대쌍령리 269-3|노브랜드|11:00~22:00|||||노브랜드 광주초월점|(대쌍령리)|||90405
노브랜드|광주태전점|127.23443843505946|37.386772047045554|이마트|031-768-9064|경기 광주시 태전동로 25|경기 광주시 태전동 162-5|노브랜드|11:00~22:00|||||노브랜드 광주태전점|(태전동) 제1층 제101호 (태전동)|||90405
노브랜드|구리갈매점|127.116827|37.63478|이마트|031-575-5126|경기 구리시 경춘북로 252|경기 구리시 갈매동 266|노브랜드|11:00~22:00|||||노브랜드 구리갈매점|아이파크 애비뉴C동 1층|||90405
노브랜드|구리인창점|127.139965|37.611280|이마트|031-554-4782|경기 구리시 동구릉로136번길 33|경기 구리시 인창동 701-2|노브랜드|11:00~22:00|||||노브랜드 구리인창점|(인창동,삼성전자디지털센터) 1층|||90405
노브랜드|구미선산시장점|128.3004132|36.2401191|이마트|054-482-9633|경북 구미시 선산읍 단계동길 24|경북 구미시 선산읍 완전리 253|노브랜드|10:00~20:00|||||노브랜드 구미선산시장점|(완전리,선산시장) A동 2층|||90405
노브랜드|구미진평점|128.432068939349|36.09336100551395|이마트|054-476-2129|경북 구미시 인동36길 14-1|경북 구미시 진평동 85-2|노브랜드|11:00~22:00|||||노브랜드 구미진평점||||90405
노브랜드|군포당동TR점|126.934411|37.339990|이마트|031-361-3494|경기 군포시 삼성로 74|경기 군포시 부곡동 1227-1|노브랜드|10:00~23:00|||||노브랜드 군포당동TR점|(부곡동)|||90405
노브랜드|김천율곡점|128.181421|36.121597|이마트|054-435-7263|경북 김천시 혁신로 242|경북 김천시 율곡동 359|노브랜드|11:00~22:00|||||노브랜드 김천율곡점|(율곡동)|||90405
노브랜드|김포운양점|126.68404537173215|37.65556668851867|이마트|031-996-4255|경기 김포시 김포한강11로 312|경기 김포시 운양동 1296-1|노브랜드|11:00~22:00|||||노브랜드 김포운양점|(운양동) 1층 108~114호 (리앤포레2)|||90405
노브랜드|김포장기점|126.6651598|37.6439267|이마트|031-989-4268|경기 김포시 김포한강2로23번길 32|경기 김포시 장기동 5552-1|노브랜드|11:00~22:00|||||노브랜드 김포장기점|(장기동)|||90405
노브랜드|김포장기청송점|126.66531746813388|37.64695213615252|이마트|031-996-6994|경기 김포시 청송로 8|경기 김포시 장기동 1917-1|노브랜드|11:00~22:00|||||노브랜드 김포장기청송점|(장기동) 1층 104호 (석권에듀프라자)|||90405
노브랜드|김포패션타운점|126.66999899439797|37.65526154071814|이마트|031-996-3315|경기 김포시 김포대로 1466-12|경기 김포시 운양동 1028|노브랜드|11:00~22:00|||||노브랜드 김포패션타운점|(운양동) 1층|||90405
노브랜드|김포풍무TR점|126.71983|37.6067475|이마트|031-8048-5663|경기 김포시 김포대로 715|경기 김포시 풍무동 16-10|노브랜드|10:00~23:00|||||노브랜드 김포풍무TR점||||90405
노브랜드|김포풍무점|126.7219224|37.6067136|이마트|031-996-7867|경기 김포시 풍무로96번길 25-2|경기 김포시 풍무동 126-3|노브랜드|11:00~22:00|||||노브랜드 김포풍무점|(풍무동) 외 2필지,1동|||90405
노브랜드|김해구산점|128.86954054816803|35.25707673186522|이마트|055-336-8847|경남 김해시 삼계로 30|경남 김해시 구산동 1051-2|노브랜드|11:00~22:00|||||노브랜드 김해구산점||||90405
노브랜드|김해진영점|128.7295852581405|35.31252079287455|이마트||경남 김해시 진영읍 장등로122번길 79|경남 김해시 진영읍 진영리 1701-8|노브랜드|11:00~21:00|||||노브랜드 김해진영점|(진영리) 1층 101~108호|||90405
노브랜드|나주빛가람점|126.791679|35.022549|이마트|061-331-9474|전남 나주시 상야4길 22|전남 나주시 빛가람동 203-2|노브랜드|11:00~22:00|||||노브랜드 나주빛가람점|(빛가람동) 1층 노브랜드 나주빛가람점|||90405
노브랜드|남양주/다산점|127.1525189357912|37.623030529321504|이마트|031-554-3752|경기 남양주시 다산중앙로123번길 7-14|경기 남양주시 다산동 6087-3|노브랜드|11:00~22:00|||||노브랜드 남양주/다산점|(다산동) 다산퍼스트타워 (111~115호)|||90405
노브랜드|남양주금곡점|127.20776361826275|37.633675120236575|이마트|031-595-7410|경기 남양주시 경춘로 953|경기 남양주시 금곡동 430-11|노브랜드|11:00~22:00|||||노브랜드 남양주금곡점||||90405
노브랜드|남양주도곡점|127.22571726567207|37.57793584522993|이마트|031-577-9511|경기 남양주시 와부읍 덕소로 269|경기 남양주시 와부읍 도곡리 1058-3|노브랜드|11:00~22:00|||||노브랜드 남양주도곡점|(도곡리,동성프라자)|||90405
노브랜드|남양주별내점|127.11568|37.7086365|이마트|031-856-8078|경기 남양주시 별내면 청학로중앙길 15|경기 남양주시 별내면 청학리 414|노브랜드|11:00~22:00|||||노브랜드 남양주별내점|(청학리,주공프라자)|||90405
노브랜드|남양주오남점|127.2082947|37.6791582|이마트|031-575-0860|경기 남양주시 오남읍 진건오남로 506|경기 남양주시 오남읍 오남리 475-2|노브랜드|11:00~22:00|||||노브랜드 남양주오남점|(오남리)|||90405
노브랜드|남양주진접점|127.181448|37.715956|이마트|031-575-6351|경기 남양주시 진접읍 봉현로14번길 11|경기 남양주시 진접읍 장현리 668|노브랜드|11:00~22:00|||||노브랜드 남양주진접점|(장현리)|||90405
노브랜드|남양주퇴계원점|127.144298|37.656628|이마트|031-575-9305|경기 남양주시 퇴계원면 퇴계원로 116|경기 남양주시 퇴계원면 퇴계원리 78-1|노브랜드|11:00~22:00|||||노브랜드 남양주퇴계원점||||90405
노브랜드|남양주평내점|127.23899475885105|37.65030579003668|이마트|031-595-7506|경기 남양주시 경춘로1308번길 8-9|경기 남양주시 평내동 117-5|노브랜드|11:00~22:00|||||노브랜드 남양주평내점||||90405
노브랜드|남양주호평점|127.2459751|37.6554329|이마트|031-595-6882|경기 남양주시 호평로68번길 7|경기 남양주시 호평동 666-6|노브랜드|11:00~22:00|||||노브랜드 남양주호평점|(호평동)|||90405
노브랜드|남양주화도2점|127.273930|37.654424|이마트|031-595-8795|경기 남양주시 화도읍 경춘로 1645|경기 남양주시 화도읍 묵현리 410|노브랜드|11:00~22:00|||||노브랜드 남양주화도2점|C동 1층|||90405
노브랜드|남양주화도점|127.304946|37.645527|이마트|031-595-9347|경기 남양주시 화도읍 창현로 57|경기 남양주시 화도읍 창현리 563-1|노브랜드|11:00~22:00|||||노브랜드 남양주화도점|(창현리)|||90405
노브랜드|노원/중계점|127.08152927047857|37.646025602205576|이마트|02-3392-5380|서울 노원구 중계로 119|서울 노원구 중계동 311-25|노브랜드|11:00~22:00|||||노브랜드 노원/중계점||||90405
노브랜드|노원상계점|127.0542441130526|37.67100570571957|이마트|02-3392-4882|서울 노원구 수락산로 222|서울 노원구 상계동 1040-18|노브랜드|11:00~22:00|||||노브랜드 노원상계점||||90405
노브랜드|논산내동점|127.0936867581131|36.190334669068456|이마트|041-736-9666|충남 논산시 시민로 275|충남 논산시 내동 312-5|노브랜드|11:00~22:00|||||노브랜드 논산내동점||||90405
노브랜드|당진어시장점|126.6295405|36.8899833|이마트|041-357-9590|충남 당진시 당진시장길 100|충남 당진시 읍내동 145-13|노브랜드|11:00~21:00|||||노브랜드 당진어시장점|(읍내동)|||90405
