##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@쉐보레바로서비스센터
쉐보레서비스센터|해운대바로서비스|129.1663883|35.1687111|쉐보레바로서비스센터|051-746-8572|부산 해운대구 좌동순환로 25||||||||쉐보레서비스센터 해운대바로서비스|(좌동)|||160408
쉐보레서비스센터|사하바로서비스|128.993235|35.095256|쉐보레바로서비스센터|051-205-0100|부산 사하구 사하로 151||||||||쉐보레서비스센터 사하바로서비스|(괴정동)|||160408
쉐보레서비스센터|부산남부바로서비스|129.0927107|35.1303646|쉐보레바로서비스센터|051-611-5488|부산 남구 유엔로 151||||||||쉐보레서비스센터 부산남부바로서비스|(대연동)|||160408
쉐보레서비스센터|엄궁바로서비스|128.96747700000003|35.1246829|쉐보레바로서비스센터|051-313-8572|부산 사상구 엄궁로 11||||||||쉐보레서비스센터 엄궁바로서비스|(엄궁동)|||160408
쉐보레서비스센터|부산연제바로서비스|129.118584|35.165971|쉐보레바로서비스센터|051-754-3826|부산 수영구 감포로 84||||||||쉐보레서비스센터 부산연제바로서비스|(민락동)|||160408
쉐보레서비스센터|다대바로서비스|128.97065280000004|35.0518997|쉐보레바로서비스센터|051-261-8572|부산 사하구 다대로 612||||||||쉐보레서비스센터 다대바로서비스||||160408
쉐보레서비스센터|대구중구바로서비스|128.58283110000002|35.8610842|쉐보레바로서비스센터|053-255-1556|대구 중구 남산로 50||||||||쉐보레서비스센터 대구중구바로서비스|(남산동)|||160408
쉐보레서비스센터|달성바로서비스|128.448129|35.730064|쉐보레바로서비스센터|053-615-8572|대구 달성군 논공읍 논공로 728||||||||쉐보레서비스센터 달성바로서비스||||160408
쉐보레서비스센터|칠곡바로서비스|128.55499209999994|35.943633|쉐보레바로서비스센터|053-324-8572|대구 북구 동천로23길 58||||||||쉐보레서비스센터 칠곡바로서비스|(동천동)|||160408
쉐보레서비스센터|수성바로서비스|128.61645380000004|35.8447035|쉐보레바로서비스센터|053-768-0544|대구 수성구 들안로 165||||||||쉐보레서비스센터 수성바로서비스|(중동)|||160408
쉐보레서비스센터|범어바로서비스|128.651908|35.85538|쉐보레바로서비스센터|053-742-5582|대구 수성구 달구벌대로 2656||||||||쉐보레서비스센터 범어바로서비스|(만촌동)|||160408
쉐보레서비스센터|대구남구바로서비스|128.566488|35.841894|쉐보레바로서비스센터|053-622-4900|대구 남구 대명복개로 141||||||||쉐보레서비스센터 대구남구바로서비스|(대명동)|||160408
쉐보레서비스센터|대구동구바로서비스|128.62564539999994|35.8905041|쉐보레바로서비스센터|053-939-5582|대구 동구 동북로 330||||||||쉐보레서비스센터 대구동구바로서비스|(신암동)|||160408
쉐보레서비스센터|성서바로서비스|128.486122|35.835298|쉐보레바로서비스센터|053-585-1112|대구 달서구 성서공단로 33||||||||쉐보레서비스센터 성서바로서비스|(호림동)|||160408
쉐보레서비스센터|태전바로서비스|128.545394|35.921098|쉐보레바로서비스센터|053-313-1472|대구 북구 태전로 7||||||||쉐보레서비스센터 태전바로서비스|(태전동)|||160408
쉐보레서비스센터|지산바로서비스|128.62633759999994|35.8227899|쉐보레바로서비스센터|053-784-7002|대구 수성구 용학로 160||||||||쉐보레서비스센터 지산바로서비스||||160408
쉐보레서비스센터|동촌바로서비스|128.650348|35.887855|쉐보레바로서비스센터|053-983-8296|대구 동구 동촌로 76||||||||쉐보레서비스센터 동촌바로서비스||||160408
쉐보레서비스센터|대구북구바로서비스|128.58503|35.900985|쉐보레바로서비스센터|053-355-8255|대구 북구 노원로 233||||||||쉐보레서비스센터 대구북구바로서비스|(침산동)|||160408
쉐보레서비스센터|대구만촌바로서비스|128.645051|35.867599|쉐보레바로서비스센터|053-753-8256|대구 수성구 국채보상로 1053||||||||쉐보레서비스센터 대구만촌바로서비스|(만촌동)|||160408
쉐보레서비스센터|대구화원바로서비스|128.49707439999997|35.8003704|쉐보레바로서비스센터|053-636-5582|대구 달성군 화천읍 명천로 196||||||||쉐보레서비스센터 대구화원바로서비스||||160408
쉐보레서비스센터|시지바로서비스|128.69931769999994|35.8337729|쉐보레바로서비스센터|053-794-8255|대구 수성구 노변공원로 103||||||||쉐보레서비스센터 시지바로서비스|(노변동)|||160408
쉐보레서비스센터|동서변바로서비스|128.598939|35.923514|쉐보레바로서비스센터|053-958-8255|대구 북구 호국로 243||||||||쉐보레서비스센터 동서변바로서비스|(서변동)|||160408
쉐보레서비스센터|다사바로서비스|128.457847|35.865826|쉐보레바로서비스센터|053-592-8255|대구 달성군 다사읍 다사역로 38||||||||쉐보레서비스센터 다사바로서비스||||160408
쉐보레서비스센터|대덕밸리바로서비스|127.378847|36.382746|쉐보레바로서비스센터|042-863-2010|대전 유성구 대덕대로 558||||||||쉐보레서비스센터 대덕밸리바로서비스|(도룡동)|||160408
쉐보레서비스센터|대전동구바로서비스|127.432987|36.346994|쉐보레바로서비스센터|042-673-8255|대전 동구 계족로 392번길 9||||||||쉐보레서비스센터 대전동구바로서비스|(성남동)|||160408
쉐보레서비스센터|서구바로서비스|127.373937|36.339831|쉐보레바로서비스센터|042-526-8255|대전 서구 갈마로 154||||||||쉐보레서비스센터 서구바로서비스|(괴정동)|||160408
쉐보레서비스센터|유성바로서비스|127.33474669999998|36.3626437|쉐보레바로서비스센터|042-825-8266|대전 유성구 장대로 88||||||||쉐보레서비스센터 유성바로서비스|(장대동)|||160408
쉐보레서비스센터|중구바로서비스|127.39763990000006|36.3323791|쉐보레바로서비스센터|042-523-8256|대전 중구 태평로 179||||||||쉐보레서비스센터 중구바로서비스||||160408
쉐보레서비스센터|변동바로서비스|127.38437139999996|36.3243373|쉐보레바로서비스센터|042-523-8255|대전 서구 변동로 101||||||||쉐보레서비스센터 변동바로서비스|(변동)|||160408
쉐보레서비스센터|둔산바로서비스|127.373378|36.351467|쉐보레바로서비스센터|042-484-6800|대전 서구 갈마역로 9-1||||||||쉐보레서비스센터 둔산바로서비스||||160408
쉐보레서비스센터|계양바로서비스|126.72289309999996|37.5364431|쉐보레바로서비스센터|032-551-8255|인천 계양구 계양대로 142||||||||쉐보레서비스센터 계양바로서비스|(계산동)|||160408
쉐보레서비스센터|연수바로서비스|126.67061089999993|37.4254385|쉐보레바로서비스센터|032-816-4464|인천 연수구 비류대로 321번길 2-5||||||||쉐보레서비스센터 연수바로서비스|(연수동)|||160408
쉐보레서비스센터|부평바로서비스|126.735853|37.487153|쉐보레바로서비스센터|032-528-8255|인천 부평구 경인로 1043||||||||쉐보레서비스센터 부평바로서비스|(부개동)|||160408
쉐보레서비스센터|계산바로서비스|126.733494|37.532978|쉐보레바로서비스센터|032-549-8285|인천 계양구 장제로 729||||||||쉐보레서비스센터 계산바로서비스|(작전동)|||160408
쉐보레서비스센터|국제공항바로서비스|126.538044|37.490115|쉐보레바로서비스센터|032-751-8255|인천 중구 운중로 48번길 33||||||||쉐보레서비스센터 국제공항바로서비스|(운남동)|||160408
쉐보레서비스센터|장기바로서비스|126.673572|37.643842|쉐보레바로서비스센터|031-981-8259|경기 김포시 김포한강1로 78번길 61-14||||||||쉐보레서비스센터 장기바로서비스|(장기동)|||160408
쉐보레서비스센터|북주안바로서비스|126.684278|37.469736|쉐보레바로서비스센터|032-876-8255|인천 미추홀구 염전로 397번길 3||||||||쉐보레서비스센터 북주안바로서비스|(주안동)|||160408
쉐보레서비스센터|강화바로서비스|126.488756|37.73345|쉐보레바로서비스센터|032-933-4955|인천 강화군 선원면 중앙로 114-1||||||||쉐보레서비스센터 강화바로서비스||||160408
쉐보레서비스센터|송도바로서비스|126.663866|37.412658|쉐보레바로서비스센터|032-832-8255|인천 연수구 앵고개로 165||||||||쉐보레서비스센터 송도바로서비스|(동춘동)|||160408
쉐보레서비스센터|검단바로서비스|126.674224|37.595775|쉐보레바로서비스센터|032-561-8255|인천 서구 완정로8번길 25||||||||쉐보레서비스센터 검단바로서비스|(마전동)|||160408
쉐보레서비스센터|남인천바로서비스|126.70683140000005|37.4462271|쉐보레바로서비스센터|032-468-8285|인천 남동구 남동대로 715||||||||쉐보레서비스센터 남인천바로서비스|(구월동)|||160408
쉐보레서비스센터|남동구바로서비스|126.72935510000002|37.4479969|쉐보레바로서비스센터|032-468-8256|인천 남동구 인주대로 820번길 7-12||||||||쉐보레서비스센터 남동구바로서비스|(구월동)|||160408
쉐보레서비스센터|학익바로서비스|126.6627545|37.4416892|쉐보레바로서비스센터|032-831-8255|인천 미추홀구 한나루로 375||||||||쉐보레서비스센터 학익바로서비스|(학익동)|||160408
쉐보레서비스센터|광산바로서비스|126.801441|35.14335|쉐보레바로서비스센터|062-943-8585|광주 광산구 상무대로 326||||||||쉐보레서비스센터 광산바로서비스|(신촌동)|||160408
쉐보레서비스센터|광주북구바로서비스|126.897955|35.166881|쉐보레바로서비스센터|062-515-8255|광주 북구 무등로 130||||||||쉐보레서비스센터 광주북구바로서비스|(신안동)|||160408
쉐보레서비스센터|광주첨단바로서비스|126.845568|35.216785|쉐보레바로서비스센터|062-973-8252|광주 광산구 첨단중앙로 124번길 5-32||||||||쉐보레서비스센터 광주첨단바로서비스||||160408
쉐보레서비스센터|광주서구바로서비스|126.8548184|35.1662877|쉐보레바로서비스센터|062-382-8255|광주 서구 천변우하로 307||||||||쉐보레서비스센터 광주서구바로서비스||||160408
쉐보레서비스센터|광주신창바로서비스|126.8351662|35.1864038|쉐보레바로서비스센터|062-955-8252|광주 광산구 신가삼효로 22-1||||||||쉐보레서비스센터 광주신창바로서비스|(신가동)|||160408
쉐보레서비스센터|용봉바로서비스|126.903793|35.194426|쉐보레바로서비스센터|062-431-8255|광주 북구 우치로331번길 2||||||||쉐보레서비스센터 용봉바로서비스|(삼각동)|||160408
쉐보레서비스센터|시흥바로서비스|126.8979511|37.4651954|쉐보레바로서비스센터|02-896-9647|서울 금천구 독산동 시흥대로 356||||||||쉐보레서비스센터 시흥바로서비스||||160408
쉐보레서비스센터|구리바로서비스|127.12742479999997|37.5804138|쉐보레바로서비스센터|031-563-2588|경기 구리시 한다리길 21||||||||쉐보레서비스센터 구리바로서비스||||160408
쉐보레서비스센터|철산바로서비스|126.86954639999999|37.4672032|쉐보레바로서비스센터|02-2060-8252|경기 광명시 철망산로 7||||||||쉐보레서비스센터 철산바로서비스|(하안동)|||160408
쉐보레서비스센터|중동바로서비스|126.770269|37.51276|쉐보레바로서비스센터|032-678-8585|경기 부천시 중동로 370||||||||쉐보레서비스센터 중동바로서비스|(약대동)|||160408
쉐보레서비스센터|청라바로서비스|126.664837|37.528717|쉐보레바로서비스센터|032-573-8255|인천 서구 청중로 478번길 18||||||||쉐보레서비스센터 청라바로서비스|(가정동)|||160408
쉐보레서비스센터|서안산바로서비스|126.787773|37.342949|쉐보레바로서비스센터|031-499-8255|경기 시흥시 군자로 546||||||||쉐보레서비스센터 서안산바로서비스|(거모동)|||160408
쉐보레서비스센터|여주바로서비스|127.635161|37.288603|쉐보레바로서비스센터|031-881-5255|경기 여주시 여양로 4||||||||쉐보레서비스센터 여주바로서비스|(홍문동)|||160408
쉐보레서비스센터|안성바로서비스|127.23437280000007|37.0137243|쉐보레바로서비스센터|031-676-2452|경기 안성시 대덕면 중앙로 45||||||||쉐보레서비스센터 안성바로서비스||||160408
쉐보레서비스센터|광주바로서비스|127.253905|37.39931|쉐보레바로서비스센터|031-761-8266|경기 광주시 역동로 107||||||||쉐보레서비스센터 광주바로서비스|(역동)|||160408
쉐보레서비스센터|광명바로서비스|126.85650550000003|37.4833108|쉐보레바로서비스센터|02-2686-8255|경기 광명시 광명로 950||||||||쉐보레서비스센터 광명바로서비스|(광명동)|||160408
쉐보레서비스센터|안양동안바로서비스|126.95406|37.379398|쉐보레바로서비스센터|031-425-2250|경기 안양시 동안구 경수대로 641||||||||쉐보레서비스센터 안양동안바로서비스|(호계동)|||160408
쉐보레서비스센터|분당바로서비스|127.11009179999996|37.3440209|쉐보레바로서비스센터|031-718-8253|경기 성남시 분당구 금곡로7번길 4||||||||쉐보레서비스센터 분당바로서비스|(구미동)|||160408
쉐보레서비스센터|오산바로서비스|127.07606579999992|37.1621283|쉐보레바로서비스센터|031-374-8294|경기 오산시 현충로 77||||||||쉐보레서비스센터 오산바로서비스|(은계동)|||160408
쉐보레서비스센터|수원정문바로서비스|127.01138379999998|37.2961182|쉐보레바로서비스센터|031-246-8255|경기 수원시 장안구 송정로 130||||||||쉐보레서비스센터 수원정문바로서비스|(조원동)|||160408
쉐보레서비스센터|산본바로서비스|126.93665420000002|37.3725162|쉐보레바로서비스센터|031-394-8288|경기 군포시 고산로 708-1||||||||쉐보레서비스센터 산본바로서비스|(산본동)|||160408
쉐보레서비스센터|원당바로서비스|126.83676390000005|37.6605207|쉐보레바로서비스센터|031-969-8255|경기 고양시 덕양구 원당로 93||||||||쉐보레서비스센터 원당바로서비스|(주교동)|||160408
쉐보레서비스센터|시흥연성바로서비스|126.80624890000001|37.3922671|쉐보레바로서비스센터|031-317-0449|경기 시흥시 하중로 221번길 5||||||||쉐보레서비스센터 시흥연성바로서비스|(하중동)|||160408
쉐보레서비스센터|덕소바로서비스|127.218299|37.590093|쉐보레바로서비스센터|031-577-5800|경기 남양주시 와부읍 수레로 76-14||||||||쉐보레서비스센터 덕소바로서비스||||160408
쉐보레서비스센터|부천바로서비스|126.77602320000005|37.4815439|쉐보레바로서비스센터|032-349-8255|경기 부천시 심곡로 25||||||||쉐보레서비스센터 부천바로서비스|(심곡본동)|||160408
쉐보레서비스센터|역곡바로서비스|126.81876209999996|37.4848289|쉐보레바로서비스센터|032-342-8202|경기 부천시 안곡로 187||||||||쉐보레서비스센터 역곡바로서비스|(괴안동)|||160408
쉐보레서비스센터|파주금촌바로서비스|126.7886145|37.7732709|쉐보레바로서비스센터|031-943-0955|경기 파주시 월롱면 아동로 162||||||||쉐보레서비스센터 파주금촌바로서비스||||160408
쉐보레서비스센터|정왕바로서비스|126.74727669999993|37.3481329|쉐보레바로서비스센터|031-432-1153|경기 시흥시 정왕천로 449번길 72||||||||쉐보레서비스센터 정왕바로서비스|(정왕동)|||160408
쉐보레서비스센터|동백바로서비스|127.15307510000002|37.2850955|쉐보레바로서비스센터|031-693-8202|경기 용인시 기흥구 평촌1로 8번길 12||||||||쉐보레서비스센터 동백바로서비스|(동백동)|||160408
쉐보레서비스센터|장안바로서비스|126.97788880000007|37.3032072|쉐보레바로서비스센터|031-271-3939|경기 수원시 장안구 하률로 51-21||||||||쉐보레서비스센터 장안바로서비스|(천천동)|||160408
쉐보레서비스센터|고색바로서비스|126.98717429999999|37.2480968|쉐보레바로서비스센터|031-291-1515|경기 수원시 권선구 고색로 86번길 75||||||||쉐보레서비스센터 고색바로서비스|(고색동)|||160408
쉐보레서비스센터|수지바로서비스|127.09963240000002|37.3306392|쉐보레바로서비스센터|031-351-8255|경기 용인시 수지구 신수로683번길 27||||||||쉐보레서비스센터 수지바로서비스|(풍덕천동)|||160408
쉐보레서비스센터|하남바로서비스|127.19718910000006|37.525487|쉐보레바로서비스센터|031-791-8257|경기 하남시 대성로 169번길 16||||||||쉐보레서비스센터 하남바로서비스|(춘궁동)|||160408
쉐보레서비스센터|남수원바로서비스|127.01366580000001|37.2610095|쉐보레바로서비스센터|031-222-8900|경기 수원시 권선구 정조로 586||||||||쉐보레서비스센터 남수원바로서비스|(세류동)|||160408
쉐보레서비스센터|성남바로서비스|127.13306409999996|37.4387113|쉐보레바로서비스센터|031-722-6060|경기 성남시 수정구 제일로 136||||||||쉐보레서비스센터 성남바로서비스|(수진동)|||160408
쉐보레서비스센터|부천오정바로서비스|126.805318|37.516056|쉐보레바로서비스센터|032-675-8251|경기 부천시 까치로 111||||||||쉐보레서비스센터 부천오정바로서비스|(작동)|||160408
쉐보레서비스센터|기흥바로서비스|127.10849080000002|37.299372|쉐보레바로서비스센터|031-283-5244|경기 용인시 기흥구 용구대로 2384-7||||||||쉐보레서비스센터 기흥바로서비스|(마북동)|||160408
쉐보레서비스센터|안중바로서비스|126.912188|36.991214|쉐보레바로서비스센터|031-686-8259|경기 평택시 안중읍 서동대로 1451||||||||쉐보레서비스센터 안중바로서비스||||160408
쉐보레서비스센터|화성바로서비스|126.9788585|37.1366531|쉐보레바로서비스센터|031-359-8287|경기 화성시 향남읍 우등길 5||||||||쉐보레서비스센터 화성바로서비스||||160408
쉐보레서비스센터|오산원동바로서비스|127.06778320000001|37.1377751|쉐보레바로서비스센터|031-378-8256|경기 오산시 오산로 123-9||||||||쉐보레서비스센터 오산원동바로서비스|(오산동)|||160408
쉐보레서비스센터|교하바로서비스|126.70576549999998|37.7222564|쉐보레바로서비스센터|031-957-8257|경기 파주시 유채꽃길 111||||||||쉐보레서비스센터 교하바로서비스|(문발동)|||160408
쉐보레서비스센터|별내바로서비스|127.11732129999996|37.63810700000001|쉐보레바로서비스센터|031-528-8210|경기 구리시 담터길 62||||||||쉐보레서비스센터 별내바로서비스||||160408
쉐보레서비스센터|동해바로서비스|129.10262699999998|37.5064542|쉐보레바로서비스센터|033-521-8280|강원 동해시 동해대로 5187||||||||쉐보레서비스센터 동해바로서비스|(지흥동)|||160408
쉐보레서비스센터|삼척바로서비스|129.132325|37.443369|쉐보레바로서비스센터|033-573-8255|강원 삼척시 오십천로 105||||||||쉐보레서비스센터 삼척바로서비스|(등봉동)|||160408
쉐보레서비스센터|평창바로서비스|128.563173|37.64586|쉐보레바로서비스센터|033-336-6691|강원 평창군 진부면 진부중앙로 169||||||||쉐보레서비스센터 평창바로서비스||||160408
쉐보레서비스센터|강릉교동바로서비스|128.88205859999994|37.7703226|쉐보레바로서비스센터|033-644-4500|강원 강릉시 원대로 179번길 1||||||||쉐보레서비스센터 강릉교동바로서비스|(교동)|||160408
쉐보레서비스센터|태백중앙바로서비스|128.962379|37.186787|쉐보레바로서비스센터|033-553-8833|강원 태백시 태백로 584||||||||쉐보레서비스센터 태백중앙바로서비스|(화전동)|||160408
쉐보레서비스센터|주문진바로서비스|128.821705|37.882222|쉐보레바로서비스센터|033-661-8285|강원 강릉시 주문진읍 신리천로 89||||||||쉐보레서비스센터 주문진바로서비스||||160408
쉐보레서비스센터|정선바로서비스|128.650453|37.37978|쉐보레바로서비스센터|033-563-8272|강원 정선군 정선읍 정선로 1225||||||||쉐보레서비스센터 정선바로서비스||||160408
쉐보레서비스센터|속초바로서비스|128.575271|38.187467|쉐보레바로서비스센터|033-635-8255|강원 속초시 청대로 232번길 2||||||||쉐보레서비스센터 속초바로서비스||||160408
쉐보레서비스센터|충주바로서비스|127.9347798|36.9771195|쉐보레바로서비스센터|043-843-0927|충북 충주시 봉현로 278||||||||쉐보레서비스센터 충주바로서비스|(교현동)|||160408
쉐보레서비스센터|옥천바로서비스|127.57580970000004|36.2981196|쉐보레바로서비스센터|043-733-7501|충북 옥천군 옥천읍 문장로 82||||||||쉐보레서비스센터 옥천바로서비스||||160408
쉐보레서비스센터|진천바로서비스|127.447588|36.8629451|쉐보레바로서비스센터|043-534-7001|충북 진천군 진천읍 문화로 338||||||||쉐보레서비스센터 진천바로서비스||||160408
쉐보레서비스센터|음성바로서비스|127.601040|36.995311|쉐보레바로서비스센터|043-882-8572|충북 음성군 금왕읍 무극로 359||||||||쉐보레서비스센터 음성바로서비스||||160408
쉐보레서비스센터|신용암바로서비스|127.500193|36.614045|쉐보레바로서비스센터|043-293-8255|충북 청주시 상당구 단재로 180번길 8||||||||쉐보레서비스센터 신용암바로서비스|(용암동)|||160408
쉐보레서비스센터|흥덕바로서비스|127.453977|36.640074|쉐보레바로서비스센터|043-272-8225|충북 청주시 흥덕구 월명로60번길 1||||||||쉐보레서비스센터 흥덕바로서비스|(봉명동)|||160408
쉐보레서비스센터|오창바로서비스|127.438928|36.714325|쉐보레바로서비스센터|043-211-8100|충북 청주시 청원구 오창읍 양청송대길 9-15||||||||쉐보레서비스센터 오창바로서비스|(양청리)|||160408
쉐보레서비스센터|진천중앙바로서비스|127.44931489999999|36.854063|쉐보레바로서비스센터|043-537-8255|충북 진천군 진천읍 원덕로 312||||||||쉐보레서비스센터 진천중앙바로서비스||||160408
쉐보레서비스센터|제천의림바로서비스|128.2118352|37.1636662|쉐보레바로서비스센터|043-646-7255|충북 제천시 의림대로 412||||||||쉐보레서비스센터 제천의림바로서비스|(모산동)|||160408
쉐보레서비스센터|제천바로서비스|128.20207140000002|37.1351083|쉐보레바로서비스센터|043-646-8500|충북 제천시 내토로15길 37||||||||쉐보레서비스센터 제천바로서비스|(서부동)|||160408
쉐보레서비스센터|보은바로서비스|127.717906|36.490243|쉐보레바로서비스센터|043-543-6292|충북 보은군 보은읍 보은로 182-6||||||||쉐보레서비스센터 보은바로서비스||||160408
쉐보레서비스센터|율량바로서비스|127.486887|36.665789|쉐보레바로서비스센터|043-216-2500|충북 청주시 청원구 공항로 96-2||||||||쉐보레서비스센터 율량바로서비스|(율량동)|||160408
쉐보레서비스센터|광혜원바로서비스|127.45492860000002|36.9862108|쉐보레바로서비스센터|043-535-6700|충북 음성군 대소면 대금로 77-8||||||||쉐보레서비스센터 광혜원바로서비스||||160408
쉐보레서비스센터|아산바로서비스|127.015902|36.778655|쉐보레바로서비스센터|041-546-4711|충남 아산시 온천대로 1606||||||||쉐보레서비스센터 아산바로서비스|(풍기동)|||160408
쉐보레서비스센터|성환바로서비스|127.12823370000001|36.9057109|쉐보레바로서비스센터|041-585-8255|충남 천안시 서북구 성환읍 성환1로 121||||||||쉐보레서비스센터 성환바로서비스||||160408
쉐보레서비스센터|공주바로서비스|127.14933399999995|36.4506145|쉐보레바로서비스센터|041-856-3767|충남 공주시 소학동길 163||||||||쉐보레서비스센터 공주바로서비스||||160408
쉐보레서비스센터|천안바로서비스|127.130476|36.799881|쉐보레바로서비스센터|041-578-8256|충남 천안시 서북구 미라5길 35||||||||쉐보레서비스센터 천안바로서비스|(쌍룡동)|||160408
쉐보레서비스센터|금산바로서비스|127.49345990000006|36.1091983|쉐보레바로서비스센터|041-751-3690|충남 금산군 금산읍 비단로 268||||||||쉐보레서비스센터 금산바로서비스||||160408
쉐보레서비스센터|서천바로서비스|126.684066|36.087876|쉐보레바로서비스센터|041-951-8255|충남 서천군 서천읍 서천로232번길 1||||||||쉐보레서비스센터 서천바로서비스||||160408
쉐보레서비스센터|논산바로서비스|127.102605|36.177491|쉐보레바로서비스센터|041-735-8255|충남 논산시 시민로 106||||||||쉐보레서비스센터 논산바로서비스|(내동)|||160408
쉐보레서비스센터|서산바로서비스|126.455046|36.76684|쉐보레바로서비스센터|041-667-8255|충남 서산시 동서1로 144||||||||쉐보레서비스센터 서산바로서비스|(석남동)|||160408
쉐보레서비스센터|계룡대바로서비스|127.248122|36.283418|쉐보레바로서비스센터|042-841-1580|충남 계룡시 엄사면 연화동길 10||||||||쉐보레서비스센터 계룡대바로서비스||||160408
