##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@크리스피크림
크리스피크림|수서역사점|127.104560413|37.4854175712|크리스피크림|02-445-1937||||월~일07:00~23:00|||||크리스피크림 수서역사점||||80627
크리스피크림|파주운정점|126.745317034|37.7114997009|크리스피크림|031-8071-3344||||월~일09:00~22:00|||||크리스피크림 파주운정점||||80627
크리스피크림|공주신관점|127.141246866|36.4733567572|크리스피크림|041-852-1117||||월~일,08:00~,00:30|||||크리스피크림 공주신관점||||80627
크리스피크림|롯데몰은평점|126.91789992|37.6375379352|크리스피크림|02-6975-5361||||월~일10:00~22:00|||||크리스피크림 롯데몰은평점||||80627
크리스피크림|속초점|128.590526457|38.2030687989|크리스피크림|033-638-8018||||월~일09:00~21:00|||||크리스피크림 속초점||||80627
크리스피크림|안성휴게소(상)점|127.132497962|37.0767720032|크리스피크림|031-611-5794||||월~일08:00~20:00|||||크리스피크림 안성휴게소(상)점||||80627
크리스피크림|문막휴게소(하)점|127.858205441|37.335221858|크리스피크림|033-733-8787||||월~일00:00~24:00(24H)|||||크리스피크림 문막휴게소(하)점||||80627
크리스피크림|순천연향점|127.51992103162702|34.95159257576947|크리스피크림|061-741-6502||||09:00~22:00|||||크리스피크림 순천연향점||||80627
크리스피크림|부산사직점|129.060655706|35.1963126209|크리스피크림|051-505-1937||||09:00~22:00|||||크리스피크림 부산사직점||||80627
크리스피크림|원주단계점|127.929940361|37.3444753948|크리스피크림|033-748-7179||||월~일09:00~22:00|||||크리스피크림 원주단계점||||80627
크리스피크림|세종청사점|||크리스피크림|044-864-1919||||월~일09:00~22:00|||||크리스피크림 세종청사점||||80627
크리스피크림|강남역/지하쇼핑센터점|127.02830790088069|37.498164651039694|크리스피크림|02-567-9718||||월~일08:00~22:00|||||크리스피크림 강남역/지하쇼핑센터점||||80627
크리스피크림|화서휴게소점|127.922706645|36.4440504447|크리스피크림|054-531-1982||||08:00~22:00|||||크리스피크림 화서휴게소점||||80627
크리스피크림|롯데아울렛고양터미널점|126.78966279692483|37.643177737069394|크리스피크림|031-936-3578||||월~목10:00~21:00(月;1회월요일정기휴무);금~일10:00~22:00|||||크리스피크림 롯데아울렛고양터미널점||||80627
크리스피크림|길동역점|127.13959075519809|37.53751344923963|크리스피크림|02-472-8045||||월~일09:00~22:00|||||크리스피크림 길동역점||||80627
크리스피크림|가좌역점|126.91270731340155|37.57081410217132|크리스피크림|02-302-4464||||월~일09:00~22:00|||||크리스피크림 가좌역점||||80627
크리스피크림|분당미금역점|127.11044949644548|37.35038922457064|크리스피크림|031-714-0401||||월~일09:00~22:00|||||크리스피크림 분당미금역점||||80627
크리스피크림|동탄커뮤니티점|127.11092807602509|37.205955740403844|크리스피크림|031-376-8849||||월~일08:00~22:00|||||크리스피크림 동탄커뮤니티점||||80627
크리스피크림|대전테크노밸리점|127.38955106170464|36.425929833087956|크리스피크림|042-933-6999||||월~일08:00~22:00|||||크리스피크림 대전테크노밸리점||||80627
크리스피크림|부산백양로점|||크리스피크림|051-898-0188||||월~일09:00~22:00|||||크리스피크림 부산백양로점||||80627
크리스피크림|부산명지점|128.90405175182016|35.07990528476568|크리스피크림|051-271-7599||||월~일09:00~22:00|||||크리스피크림 부산명지점||||80627
크리스피크림|롯데아울렛광교점|127.05591986493964|37.286245131580124|크리스피크림|031-8064-2321||||월~목11:00~21:00;금~일11:00~22:00|||||크리스피크림 롯데아울렛광교점||||80627
크리스피크림|마산양덕점|128.58535445587725|35.22897899929679|크리스피크림|055-251-0027||||월~일09:00~22:00|||||크리스피크림 마산양덕점||||80627
크리스피크림|용인동백점|127.15277525843898|37.27753861258626|크리스피크림|031-281-2442||||월~일09:30~22:00|||||크리스피크림 용인동백점||||80627
크리스피크림|제천중앙점|128.2118541678991|37.140050735158184|크리스피크림|043-648-1000||||월~일09:00~21:00|||||크리스피크림 제천중앙점||||80627
크리스피크림|코엑스몰점|127.05915972198929|37.51182328107812|크리스피크림|02-556-1937||||월~일10:00~22:00|||||크리스피크림 코엑스몰점||||80627
크리스피크림|경북상주점|128.15906741721165|36.41741777828378|크리스피크림|054-531-1937||||월~일10:00~22:00|||||크리스피크림 경북상주점||||80627
크리스피크림|평택비전점|127.11178510498033|37.001387691170684|크리스피크림|031-657-7148||||월~일09:00~23:00|||||크리스피크림 평택비전점||||80627
크리스피크림|익산모현점|126.94068157582399|35.95210934745221|크리스피크림|063-842-2066||||월~일08:00~22:00|||||크리스피크림 익산모현점||||80627
크리스피크림|송내남부역점|126.75279066050949|37.486322460509165|크리스피크림|032-654-8008||||월~일08:00~22:00|||||크리스피크림 송내남부역점||||80627
크리스피크림|춘천명동점|127.72771119426774|37.87804136705529|크리스피크림|033-252-6677||||월~일09:00~22:00|||||크리스피크림 춘천명동점||||80627
크리스피크림|목포상동점|126.42445070124731|34.805461473340365|크리스피크림|061-262-7300||||월~일08:00~22:00|||||크리스피크림 목포상동점||||80627
크리스피크림|남악신도시점|126.45258457824485|34.82331273719368|크리스피크림|061-284-1937||||월~일08:00~22:00|||||크리스피크림 남악신도시점||||80627
크리스피크림|강릉교동점|128.87630008287283|37.7641082647308|크리스피크림|033-645-1937||||월~일09:00~21:00|||||크리스피크림 강릉교동점||||80627
크리스피크림|충주연수점|127.93993866984516|36.98225302684635|크리스피크림|043-855-1937||||월~일09:00~22:00|||||크리스피크림 충주연수점||||80627
크리스피크림|춘천석사점|127.74507991741797|37.851960676007415|크리스피크림|033-261-7799||||월~일08:00~22:00|||||크리스피크림 춘천석사점||||80627
크리스피크림|전주평화점|127.13174551881191|35.79320419842592|크리스피크림|063-224-0750||||월~일10:00~22:00|||||크리스피크림 전주평화점||||80627
크리스피크림|대전관저점|127.33977461988732|36.29932267819009|크리스피크림|042-541-5114||||월~일08:00~22:00|||||크리스피크림 대전관저점||||80627
크리스피크림|부산하단점|128.96452239002144|35.10657448687722|크리스피크림|051-203-1937||||월~일07:00~23:00|||||크리스피크림 부산하단점||||80627
크리스피크림|광주첨단점|126.8424537674055|35.21723442939513|크리스피크림|062-375-1937||||월~일07:00~23:00|||||크리스피크림 광주첨단점||||80627
크리스피크림|원주무실점|127.93082745004907|37.33442408186557|크리스피크림|033-746-1937||||월~일09:00~22:00|||||크리스피크림 원주무실점||||80627
크리스피크림|진주하대점|128.121723109|35.1920738632|크리스피크림|055-761-0064||||월~일09:00~22:00|||||크리스피크림 진주하대점||||80627
크리스피크림|인천공항1층점|126.45404416372651|37.446814493964425|크리스피크림|032-743-2349||||월~일00:00~24:00|||||크리스피크림 인천공항1층점||||80627
크리스피크림|구미역사점|128.33094168820713|36.12833072272408|크리스피크림|054-457-1937||||월~일07:00~22:00|||||크리스피크림 구미역사점||||80627
크리스피크림|이천로데오점|127.44655651361494|37.278899742562515|크리스피크림|031-634-5008||||월~일07:00~22:00|||||크리스피크림 이천로데오점||||80627
크리스피크림|거제고현점|128.62305518504576|34.889479224457205|크리스피크림|055-633-9359||||월~일08:00~22:00|||||크리스피크림 거제고현점||||80627
크리스피크림|군산수송점|126.71608015953932|35.963140173484675|크리스피크림|063-465-2066||||월~일9:00~21:00|||||크리스피크림 군산수송점||||80627
크리스피크림|롯데아울렛광명점|126.8834409711941|37.42416632242523|크리스피크림|02-6226-2399||||월~목11:00~21:00금~일11:00~|||||크리스피크림 롯데아울렛광명점||||80627
크리스피크림|인천청라점|126.65204668594069|37.53209902068138|크리스피크림|032-567-4325||||월~금09:00~22:30;토~일08:00~22:30|||||크리스피크림 인천청라점||||80627
크리스피크림|의정부행복로점|127.04868501729914|37.73961915051454|크리스피크림|031-846-8588||||월~일08:00~23:00|||||크리스피크림 의정부행복로점||||80627
크리스피크림|현대중동점|126.76218172839239|37.50428614885791|크리스피크림|032-623-2083||||월~일10:30~21:00|||||크리스피크림 현대중동점||||80627
크리스피크림|부산역사점|129.04282159921294|35.11571186090527|크리스피크림|051-442-1937||||월~일6:00~22:30|||||크리스피크림 부산역사점||||80627
크리스피크림|롯데백부산점|129.05600743979255|35.15665769446197|크리스피크림|051-810-3990||||월~일09:00~21:00|||||크리스피크림 롯데백부산점||||80627
크리스피크림|수원인계점|127.03361830455573|37.26511876394613|크리스피크림|031-239-1937||||월~일08:00~23:00|||||크리스피크림 수원인계점||||80627
크리스피크림|롯데몰수원점|126.99744763766462|37.26472344678832|크리스피크림|031-8066-1817||||월~일10:30~22:00|||||크리스피크림 롯데몰수원점||||80627
크리스피크림|남영역점|126.97175260303771|37.54166869685997|크리스피크림|02-749-1937||||월~금7:00~23:00;토,일8:00~22:00|||||크리스피크림 남영역점||||80627
크리스피크림|잠실롯데월드몰점|127.1058717564237|37.514082802680136|크리스피크림|02-3213-4770||||월~일10:30~22:00|||||크리스피크림 잠실롯데월드몰점||||80627
크리스피크림|강남역점|127.02877320469665|37.496564351083066|크리스피크림|02-567-1937||||월~일07:00~23:00|||||크리스피크림 강남역점||||80627
크리스피크림|SK흑석D/T점|126.96523701943887|37.508099217689164|크리스피크림|02-3280-1937||||월~일08:00~22:00|||||크리스피크림 SK흑석D/T점||||80627
크리스피크림|오목교점|126.87078751048595|37.524107556709936|크리스피크림|02-2652-1937||||월~일08:00~23:00|||||크리스피크림 오목교점||||80627
크리스피크림|롯데이천아울렛점|127.39116588671189|37.24231900991158|크리스피크림|031-887-4490||||월~목10:30~20:30;금~일10:30~21:00|||||크리스피크림 롯데이천아울렛점||||80627
크리스피크림|AK평택점|127.08530422253205|36.99066876998496|크리스피크림|031-646-6040||||월~목10:30~20:00;금~일10:30~20:30|||||크리스피크림 AK평택점||||80627
크리스피크림|청주터미널점|127.43169371376898|36.62532766050468|크리스피크림|043-238-1937||||월~일08:00~21:30|||||크리스피크림 청주터미널점||||80627
크리스피크림|대전복합터미널점|127.43680599665518|36.350381853831514|크리스피크림|042-623-1937||||월~일08:00~23:00|||||크리스피크림 대전복합터미널점||||80627
크리스피크림|롯데몰김포공항점|126.8029717367205|37.56503092398012|크리스피크림|02-6116-5706||||월~일10:30~22:00|||||크리스피크림 롯데몰김포공항점||||80627
크리스피크림|롯데관악점|126.92498133381376|37.49049647760572|크리스피크림|02-3289-8056||||월~목10:30~20:00;금~일10:30~20:30|||||크리스피크림 롯데관악점||||80627
크리스피크림|명일복합점|127.14380229564803|37.55295511365094|크리스피크림|02-3427-4546||||월~일09:00~22:00|||||크리스피크림 명일복합점||||80627
크리스피크림|롯데청주아울렛점|127.42164165798872|36.64517411393479|크리스피크림|043-238-9175||||월~목11:00~21:00;금~일11:00~22:00|||||크리스피크림 롯데청주아울렛점||||80627
크리스피크림|메세나폴리스점|126.91391123963209|37.551562492959754|크리스피크림|02-3143-5803||||월~일08:00~23:00|||||크리스피크림 메세나폴리스점||||80627
크리스피크림|현대충청점|127.4238196001096|36.64509429486496|크리스피크림|043-909-4073||||월~목11:00~21:00;금~일11:00~21:30|||||크리스피크림 현대충청점||||80627
크리스피크림|롯데상인점|128.53887689990555|35.818825896484704|크리스피크림|053-258-3020||||월~목10:30~20:00;금~일10:30~20:30|||||크리스피크림 롯데상인점||||80627
크리스피크림|롯데평촌점|126.9504714267155|37.39004672251969|크리스피크림|031-8086-9057||||월~목10:30~20:00;금~일10:30~20:30|||||크리스피크림 롯데평촌점||||80627
크리스피크림|롯데광주수완아울렛점|126.82115689804118|35.1902003476098|크리스피크림|062-616-2174||||월~목11:00~21:00;금~일11:00~22:00|||||크리스피크림 롯데광주수완아울렛점||||80627
크리스피크림|롯데중동점|126.77531512008774|37.50254228792345|크리스피크림|032-320-7352||||월~일10:30~20:00|||||크리스피크림 롯데중동점||||80627
크리스피크림|롯데파주아울렛점|126.69376208477941|37.71782080438708|크리스피크림|031-960-2542||||월~일11:00~21:00|||||크리스피크림 롯데파주아울렛점||||80627
크리스피크림|롯데구리점|127.1437984093287|37.602736810341995|크리스피크림|031-550-7812||||월~목10:30~20:00;금~일10:30~20:30|||||크리스피크림 롯데구리점||||80627
크리스피크림|롯데동래점|129.0776318915865|35.211460984913096|크리스피크림|051-668-4282||||월~목10:30~20:00;금~일10:30~21:00|||||크리스피크림 롯데동래점||||80627
크리스피크림|롯데노원점|127.06139025733997|37.655278281827556|크리스피크림|02-950-2999||||월~목10:30~20:00;금~일10:30~20:30|||||크리스피크림 롯데노원점||||80627
크리스피크림|롯데안산점|126.83450294618332|37.318003256741115|크리스피크림|031-412-7964||||월~목10:30~20:00;금~일10:30~20:30|||||크리스피크림 롯데안산점||||80627
크리스피크림|롯데마산점|128.5734006990504|35.20148145822304|크리스피크림|055-240-5201||||월~일10:00~21:00|||||크리스피크림 롯데마산점||||80627
크리스피크림|천안역사점|127.14682058953194|36.81232126675158|크리스피크림|041-522-1937||||월~일7:00~22:00|||||크리스피크림 천안역사점||||80627
크리스피크림|롯데대구점|128.59611678607956|35.87590043375457|크리스피크림|053-660-1880||||월~일09:00~21:00|||||크리스피크림 롯데대구점||||80627
크리스피크림|롯데센텀시티점|129.13107212142384|35.16985412313389|크리스피크림|051-730-3261||||월~목10:30~20:00;금~일10:30~21:00|||||크리스피크림 롯데센텀시티점||||80627
크리스피크림|대구롯데이시아폴리스점|128.63735976064265|35.921548116379675|크리스피크림|053-945-2577||||월~일11:00~21:00|||||크리스피크림 대구롯데이시아폴리스점||||80627
크리스피크림|동탄메타폴리스점|127.06930990160446|37.20485928564906|크리스피크림|031-8015-5940||||일~목10:30~21:30;금,토10:3022:00|||||크리스피크림 동탄메타폴리스점||||80627
크리스피크림|롯데전주점|127.12183934936746|35.83446356391313|크리스피크림|063-289-3011||||월~목10:30~20:00;금~일10:30~20:30|||||크리스피크림 롯데전주점||||80627
크리스피크림|롯데청량리점|127.048327694|37.5806068672|크리스피크림|02-3707-1930||||월~목10:30~20:00;금~일10:30~20:30|||||크리스피크림 롯데청량리점||||80627
크리스피크림|인천구월점|126.701006582|37.4462412497|크리스피크림|032-431-1937||||월~일09:00~23:00|||||크리스피크림 인천구월점||||80627
크리스피크림|롯데김해아울렛점|128.829596475|35.1850619387|크리스피크림|055-900-2440||||월~일11:00~21:00;[동절기]월~목11:00~20:00|||||크리스피크림 롯데김해아울렛점||||80627
크리스피크림|롯데포항점|129.36948441007453|36.0496234374712|크리스피크림|054-230-1091||||월~금10:30~20:00;토~일10:30~20:30|||||크리스피크림 롯데포항점||||80627
크리스피크림|롯데일산점|126.772124556|37.6604728332|크리스피크림|031-909-3107||||월~목10:30~20:00;금~일10:30~20:30|||||크리스피크림 롯데일산점||||80627
크리스피크림|부산롯데광복점|129.0366865733987|35.098004350190664|크리스피크림|051-678-3042||||월~일10:30~22:00|||||크리스피크림 부산롯데광복점||||80627
크리스피크림|분당수내점|127.11431591653808|37.37845072075719|크리스피크림|031-738-2093||||월~목10:30~20:00;금~일10:30~20:30|||||크리스피크림 분당수내점||||80627
크리스피크림|울산삼산점|129.33765009204023|35.53969869108864|크리스피크림|052-269-1470||||월~일09:00~22:00|||||크리스피크림 울산삼산점||||80627
크리스피크림|천안터미널점|127.15784472757532|36.819332194570606|크리스피크림|041-622-1470||||월~일08:00~22:00|||||크리스피크림 천안터미널점||||80627
크리스피크림|대구동성로점|128.5947632147371|35.871344216146866|크리스피크림|053-609-2888||||월~일09:00~22:00|||||크리스피크림 대구동성로점||||80627
크리스피크림|잠실점|127.09814039543262|37.51131078364221|크리스피크림|02-2143-7086||||월~일09:00~22:00|||||크리스피크림 잠실점||||80627
크리스피크림|롯데창원점|128.681839190535|35.224569184884665|크리스피크림|055-279-2270||||월~목10:30~20:00;금~일10:30~20:30|||||크리스피크림 롯데창원점||||80627
크리스피크림|건대스타시티점|127.072960723|37.5370003762|크리스피크림|02-2024-1460||||월~일09:00~23:00|||||크리스피크림 건대스타시티점||||80627
크리스피크림|대전둔산점|127.38708088876905|36.35056769186555|크리스피크림|042-488-4381||||월~일06:00~24:00|||||크리스피크림 대전둔산점||||80627
크리스피크림|미아점|127.030517566|37.6145945978|크리스피크림|02-944-1970||||월~목10:30~20:00;금~일10:30~20:30|||||크리스피크림 미아점||||80627
크리스피크림|사당점|126.98135543727301|37.475147615074164|크리스피크림|02-523-1937||||월~일07:00~23:00|||||크리스피크림 사당점||||80627
크리스피크림|노원점|127.06038255703173|37.65357774723063|크리스피크림|02-934-5223||||월~일07:00~23:00|||||크리스피크림 노원점||||80627
크리스피크림|대치점|127.06064188555492|37.498404759827594|크리스피크림|02-2051-9530||||월~일08:00~23:00|||||크리스피크림 대치점||||80627
크리스피크림|영등포점|126.90763625871269|37.51565828003997|크리스피크림|02-2164-5223||||월~일07:00~23:00|||||크리스피크림 영등포점||||80627
크리스피크림|소공점|126.98136902|37.56499100|크리스피크림|02-772-3636||||월~일9:30~21:30|||||크리스피크림 소공점||||80627
