##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@미스터피자
미스터피자|의정부금오점|318213|572230|미스터피자|0318529152|경기도 의정부시 청사로5번길 26|경기도 의정부시 신곡동 760-5|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 의정부금오점|경기도청북부청사 인근 사랑요양원 근처;경남프라자 201호 미스터피자 의정부금오점|||80504
미스터피자|영통점|318252|517187|미스터피자|0312050312|경기도 수원시 영통구 청명남로 40|경기도 수원시 팔달구 영통동 1011-1|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 영통점|영통시네마 201;영통시네마 2층 201호 미스터피자 영통점|||80504
미스터피자|수지점|319971|524864|미스터피자|031-262-7114|경기도 용인시 수지구 풍덕천로 114|경기도 용인시수지구 풍덕천동 1080-6|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 수지점|새위치->수지구청 사거리 로얄프라자 맞은편 메디컬약국 건물2층 입니다/;미스터피자 수지점|||80504
미스터피자|안양점|304731|533619|미스터피자|0314695114|경기도 안양시 만안구 안양로304번길 13||포장할인;샐러드바;요거트바;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 안양점|매장이전 : 기존 매장 위치 맞은편 건물 2층;2층 미스터피자 안양점|||80504
미스터피자|덕소점|330558|554193|미스터피자|031-577-3888|경기도 남양주시 와부읍 덕소로 73|경기도 남양주시 와부읍 덕소리 462-50|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 덕소점|세양아르비체 상가 207호/하나은행건물2층->이렇게 안내바람;세양아르비채리버,2층 미스터피자 덕소점|||80504
미스터피자|비산점|307245|534198|미스터피자|0313875126|경기도 안양시 동안구 평촌대로 386|경기도 안양시 동안구 비산동 1030-5|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 비산점|안양종합운동장맞은편;1층 미스터피자 비산점|||80504
미스터피자|시흥은행점|293258|538484|미스터피자|0314048812|경기도 시흥시 비둘기공원6길 13-1|경기도 시흥시 대야동 541-2|포장할인;샐러드바;요거트바;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 시흥은행점|롯데마트 옆 분수대 2층(지도랑 위치 다르니 주소로 안내해주세요);월드프라자 미스터피자 시흥은행점|||80504
미스터피자|탄현점|290985|566009|미스터피자|031-921-6090|경기도 고양시 일산서구 일현로 29|경기도 고양시 일산서구 탄현동 1562-6|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 탄현점|필지예일프라자2층 201;예일프라자 2층 201호 미스터피자 탄현점|||80504
미스터피자|경기광주점|334658|534457|미스터피자|0317979223|경기 광주시 경안로 7|경기도 광주시 경안동 24-18|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 경기광주점|대명빌딩 2층 /쏘렌토 옆 블랙야크 2층 (매장이전으로 약도보고 안내하지 마세요!!);대명빌딩 2F 미스터피자 경기광주점|||80504
미스터피자|문산점|293353|584663|미스터피자|0319521100|경기도 파주시 문산읍 문향로 74|경기도 파주시 문산읍 문산리 7-20|포장할인;샐러드바;요거트바;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 문산점|2층(터미널옆 훼밀리마트 건물);2층 미스터피자 문산점|||80504
미스터피자|의정부점|316468|571336|미스터피자|0318470076|경기도 의정부시 시민로 121번길 54|경기도 의정부시 의정부동 158-7|포장할인;샐러드바;요거트바;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 의정부점|1층 미스터피자 의정부점;(도로명 : 시민로121번길 54)|||80504
미스터피자|평촌점|307462|532539|미스터피자|031-385-0111|경기도 안양시 동안구 평촌대로223번길 55|경기도 안양시 동안구 호계동 1046-5|포장할인;샐러드바;요거트바;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 평촌점|범계역2번출구에서 15m정도/ 신포우리만두 맞은편 /소방서 뒷편/킴스옆;대명빌딩 206호 미스터피자 평촌점|||80504
미스터피자|하남점|330120|549074|미스터피자|031-792-6363|경기도 하남시 하남대로 815|경기도 하남시 신장동 415-10|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 하남점|명지캐럿 108 제 2층 201호 /식사할수있는 좌석이 35석 있음;명지캐럿108 미스터피자 하남점|||80504
미스터피자|안중점(평택)|304169|486976|미스터피자|0316818434|경기도 평택시 안중읍 안현로서8길 39|경기도 평택시 안중읍 현화리 834-1|포장할인;샐러드바;요거트바;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 안중점(평택)|메트로프라자 203호;근생및위락시설 (염창수) 주건축물제1동,2층 미스터피자 안중점;2층|||80504
미스터피자|의정부호원점|316242|567767|미스터피자|0318299077|경기도 의정부시 평화로 185-1|경기도 의정부시 호원동 464-1|포장할인;샐러드바;요거트바;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 의정부호원점|태일빌딩2층/망월사쪽에있으면 신흥대학교 정문에 위치(파리바게뜨맞은편)/드실수있는자리있음;2층 미스터피자 호원점|||80504
미스터피자|미금점|321144|527900|미스터피자|031-713-2687|경기도 성남시 분당구 돌마로 52|경기도 성남시분당구 구미동 8-2|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 미금점|ND프라자 201-3호 /미금역 6번출구;MD프라자 2F 미스터피자 미금점|||80504
미스터피자|병점점|315220|512878|미스터피자|031-226-2177|경기도 화성시 효행로 1052|경기도 화성시 병점동 844-1|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 병점점|844-1/씨네샤르망 a동 206호 /위치-병점중심상가 롯데시네마건물 2층/;씨네샤르망 A-206 미스터피자 병점점|||80504
미스터피자|정왕점|288244|527636|미스터피자|0314331544|경기도 시흥시 중심상가로 194|경기도 시흥시 정왕동 1742-13|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 정왕점|명성프라자 2층 201-202호 약도로 안내하지마세요!!!;명성프라자 2층 미스터피자 정왕점|||80504
미스터피자|호평점|333389|561576|미스터피자|0315952224|경기도 남양주시 늘을1로16번길 25|경기도 남양주시 호평동 638|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 호평점|성보빌딩2층 이마트 옆 르노삼성자동차 2층 (변경된 매장 위치입니다);성보빌딩,2층 미스터피자 호평점|||80504
미스터피자|상현점|319161|523463|미스터피자|0318960707|경기도 용인시 수지구 만현로 82-4|경기도 용인시 수지구 상현동 66-2|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 상현점|헤르메스상가 201 상현2동 동사무소 2층;헤르메스상가 미스터피자 상현점|||80504
미스터피자|송탄점|316715|496589|미스터피자|0316117710|경기도 평택시 관광특구로 21|경기도 평택시 서정동 818-37|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 송탄점|/새단장오픈 이전한곳-롯데시네마옆;2층 미스터피자 송탄점;(2,3층)|||80504
미스터피자|구리토평점|324190|554243|미스터피자|031-552-2077|경기도 구리시 장자대로 80|경기도 구리시 수택동 874-3|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 구리토평점|2층 (장자목공원옆);2층 미스터피자 토평점|||80504
미스터피자|정자수내점|321669|530018|미스터피자|031-716-8181|분당구 느티로77번길 6-2|경기도 성남시분당구 정자동 64-2|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 정자수내점|1층 101호;1층 101호|||80504
미스터피자|안성점|335274|489874|미스터피자|031-671-0066|경기도 안성시 중앙2길 16|경기도 안성시 대천동 41|포장할인;샐러드바;요거트바;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 안성점|광신극장 옆 명동거리 위치;2층 미스터피자 안성점|||80504
미스터피자|풍동점|294365|563507|미스터피자|0319043555|경기도 고양시 일산동구 숲속마을1로 76|경기도 고양시 일산동구 풍동 1275|포장할인;샐러드바;요거트바;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 풍동점|외 1필지힘찬프라자 202호(주공4단지옆.1층에농협있음);힘찬프라자 202호 미스터피자 풍동점|||80504
미스터피자|라페스타장항점|291680|562667|미스터피자|0318142525|경기도 고양시 일산동구 중앙로1275번길 38-15|경기도 고양시 일산동구 장항동 770|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 라페스타장항점|삼희포시즌프라자 201호;삼희포시즌프라자 201 미스터피자 라페스타장항점|||80504
미스터피자|서수원점|309378|519771|미스터피자|031-293-0854|경기도 수원시 권선구 금호로 236|경기도 수원시 권선구 탑동 759-7|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 서수원점|구운중학교 앞;2층 미스터피자 서수원점;2층|||80504
미스터피자|동탄점|317085|512268|미스터피자|031-8003-2178|경기도 화성시 동탄지성로 108|경기도 화성시 반송동 42-1|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 동탄점|동탄삼성프라자 203호, 204호;동탄삼성프라자 203호,204호 미스터피자 동탄점|||80504
미스터피자|진접오남점|328470|568023|미스터피자|031-571-1445|경기도 남양주시 진접읍 해밀예당1로 30|경기도 남양주시 진접읍 금곡리 1081-3|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 진접오남점|2층 /약도보고 안내하지마세요/매장이전 현 위치 : 센터프라자 2층(롯데시네마 옆건물)/;2층 미스터피자 진접오남점|||80504
미스터피자|동두천점|316863|588268|미스터피자|031-858-1141||경기도 동두천시 지행동 693|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 동두천점|이담플라자 201호;이담 프라자 201호|||80504
미스터피자|양주점|319027|577228|미스터피자|031-862-7715|경기도 양주시 고읍남로 21|경기도 양주시 광사동 653-4|포장할인;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 양주점|105호/메가시티프라자 인근;양주프라임타워 1층 미스터피자 양주점|||80504
미스터피자|향남점|304498|503772|미스터피자|03180591566|경기도 화성시 향남읍 행정중앙2로 69-19|경기도 화성시 향남읍 행정리 486-2|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 향남점|백현프라자2층 203호 / 찾아가시는 길: 향남읍사무소에서 오산방향 큰 사거리에서 우회전 모퉁이;백현프라자 2층 미스터피자 향남점|||80504
미스터피자|아주대점|315372|519613|미스터피자|0312133331|경기도 수원시 영통구 중부대로 254|경기도 수원시영통구 매탄동 153-23|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 아주대점|2층 미스터피자 아주대점|||80504
미스터피자|판교점|320350|532552|미스터피자|031-701-1106|경기도 성남시 분당구 서판교로58번길 4-2|경기도 성남시 분당구 판교동 562-5|포장할인;샐러드바;요거트바;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 판교점|1층 (도로기준 다이소 좌측) 원마을9단지 인근|||80504
미스터피자|김포신도시점|282934|561370|미스터피자|031-996-4958|경기도 김포시 김포한강1로 97번길 10-4|경기도 김포시 장기동 1900-16|포장할인;배달||||||미스터피자 김포신도시점|미스터피자 김포신도시점|||80504
미스터피자|시흥연성점|294787|530356|미스터피자|031-317-1770|경기도 시흥시 승지로59번길 1|경기도 시흥시 능곡동 728|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 시흥연성점|건아빌딩2층201호(능곡지구 국민은행 뒷편);미스터피자 시흥연연성점|||80504
미스터피자|운정점|289568|568486|미스터피자|0319419289|경기도 파주시 와석순환로 133||포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 운정점|형성프라자 2층;2층 미스터피자 운정점|||80504
미스터피자|마석점|338957|561696|미스터피자|031-559-8997|경기도 남양주시 화도읍 마석로 51|경기도 남양주시 화도읍 마석우리 298-12|포장할인;배달|주중 11:00 22:00;주말 11:00 22:30|||||미스터피자 마석점|마석리51;1층 미스터피자 마석점|||80504
미스터피자|곤지암점|341737|527706|미스터피자|031-763-2017|경기도 광주시 곤지암읍 곤지암로 59|경기도 광주시 곤지암읍 곤지암리 445-6|포장할인;샐러드바;요거트바;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 곤지암점|농협 건너편 세시안경점 2층;2층 미스터피자 곤지암점|||80504
미스터피자|별내점|322558|561207|미스터피자|031-575-9413|경기도 남양주시 별내중앙로 83|경기도 남양주시 별내동 1058|포장할인;배달||||||미스터피자 별내점|동익미라벨 제3803동 제1층 제13호;별내동익미라벨아파트,1층 미스터피자 별내점|||80504
미스터피자|통진점|276379|565872|미스터피자|0319893309|경기도 김포시 통진읍 서암로 6|경기도 김포시 통진읍 마송리 528-2|포장할인;주차가능;배달||||||미스터피자 통진점|번길 5-17,102호,1층 미스터피자 통진점|||80504
미스터피자|전곡점|318335|603199|미스터피자|0318331577|경기도 연천군 전곡읍 전곡로 178|경기도 연천군 전곡읍 전곡리 458-2|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 21:00;주말 09:00 21:00|||||미스터피자 전곡점|2층 미스터피자 전곡점|||80504
미스터피자|삼송점|302280|561765|미스터피자|02-371-0225|경기도 고양시 덕양구 삼송로 149|경기도 고양시 덕양구 삼송동 77-7|포장할인;배달||||||미스터피자 삼송점|미스터피자 삼송점|||80504
미스터피자|용인점|329778|515125|미스터피자|0313350808|경기도 용인시 처인구 금령로90번길 1||포장할인;샐러드바;요거트바;배달|주중 11:00 21:00;주말 11:00 21:00|||||미스터피자 용인점|2층;덕윤빌딩 미스터피자 용인점|||80504
미스터피자|선부점|294415|527470|미스터피자|031-480-0119|경기도 안산시 단원구 석수로5길 12|경기도 안산시 단원구 선부동 1038-7|포장할인;배달|주중 11:00 22:30;주말 11:00 22:30|||||미스터피자 선부점|석수로5길 12/기사촌사거리;1층 미스터피자 선부점|||80504
미스터피자|봉담점|309267|513231|미스터피자|031-223-1577|경기도 화성시 봉담읍 와우안길 57|경기도 화성시 봉담읍 와우리 82-6|포장할인;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 봉담점|1층 (봉담택지개발지구 B-6)(수원대학교 정문 근처);미스터피자 봉담점|||80504
미스터피자|북수원점|312034|522193|미스터피자|031-244-4118|경기도 수원시 장안구 송원로 19||포장할인;배달|주중 11:00 21:00;주말 11:00 21:00|||||미스터피자 북수원점|송죽동 385-10|||80504
미스터피자|평택역점|319141|488368|미스터피자|0316517077||경기도 평택시 평택동 41-5|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 평택역점|1층|||80504
미스터피자|금촌점|291620|572938|미스터피자|0319436735|경기도 파주시 금빛로 44||포장할인;샐러드바;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 금촌점|1층 103-104호(금촌동 마이프라자)|||80504
미스터피자|역곡점|294887|542979|미스터피자|032-349-9717|경기도 부천시 경인로 482|경기도 부천시 괴안동 110-9|포장할인;샐러드바;요거트바;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 역곡점|괴안동|||80504
미스터피자|화정점|297223|559631|미스터피자|031-979-5394|경기도 고양시 덕양구 화신로260번길 58|경기도 고양시 덕양구 화정동 975-2|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 화정점||||80504
미스터피자|인덕원점|309397|532673|미스터피자|031-421-2221|경기도 안양시 동안구 흥안대로 420||포장할인;샐러드바;요거트바;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 인덕원점|1층|||80504
미스터피자|밀양점|467937|320620|미스터피자|055-356-8366|경상남도 밀양시 미리벌중앙로3길 24-17|경상남도 밀양시 삼문동 738-15|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 밀양점|(지도보고 안내하지 마세요)밀양성결교회 맞은편 1층 (매장입구 주차);미스터피자 밀양점|||80504
미스터피자|합성점|452820|292730|미스터피자|0552921181|경상남도 창원시 마산회원구 3·15대로 664|경상남도 창원시 마산회원구 석전동 233-8|포장할인;배달|주중 11:00 21:30;주말 11:00 22:00|||||미스터피자 합성점|서마산행복문화회관 인근;청암빌딩 1층 미스터피자 합성점|||80504
미스터피자|동김해점|482487|294295|미스터피자|0553258877|경상남도 김해시 인제로 174-1|경상남도 김해시 어방동 528-6|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 동김해점|7번지 내점가능(4~5개 정도 테이블,샐러드바 있슴);가야서 2층 미스터피자 동김해점|||80504
미스터피자|양산점|493688|304626|미스터피자|055-385-6555|경상남도 양산시 양산역4길 11|경상남도 양산시 중부동 691-14|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 양산점|이마트 맞은편 뒷쪽 상가;트윈타워 2층 미스터피자 양산점|||80504
미스터피자|진주교대점|406410|287177|미스터피자|0557474383|경상남도 진주시 진양호로 352|경상남도 진주시 신안동 439-8|포장할인;샐러드바;요거트바;주차가능;배달|주중 17:00 21:30;주말 17:00 21:30|||||미스터피자 진주교대점|진주교대 밑;1층 미스터피자 진주교대점|||80504
미스터피자|진주점|407753|288330|미스터피자|055-745-7007|경상남도 진주시 진양호로527번길 12-1|경상남도 진주시 대안동 19-8|포장할인;샐러드바;요거트바;주차가능|주중 11:00 21:00;주말 11:00 21:00|||||미스터피자 진주점|진주시내 차없는 거리;2층 미스터피자 진주점|||80504
미스터피자|진주도동점|411322|288114|미스터피자|0557577444|경상남도 진주시 도동로 242|경상남도 진주시 하대동 323-11|포장할인;샐러드바;요거트바;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 진주도동점|하대동 탑마트 맞은편 2층;2층 미스터피자 진주도동점|||80504
미스터피자|경상대점|409770|283660|미스터피자|055-757-7440|경상남도 진주시 진주대로 502|경상남도 진주시 가좌동 492-11|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 경상대점|2층 경상대학교 정문 맞은편2층;2층 미스터피자 경상대점|||80504
미스터피자|진해점|460604|283831|미스터피자|055-551-2340|경상남도 창원시 진해구 벚꽃로 63|경상남도 창원시 진해구 화천동 46-3|포장할인;샐러드바;요거트바;배달|주중 11:00 21:00;주말 11:00 21:00|||||미스터피자 진해점|시내   맥도날드옆;2층 미스터피자 진해점|||80504
미스터피자|경남대점|451194|286930|미스터피자|0552478544|경상남도 창원시 마산합포구 월영동서로 19|경상남도 창원시 마산합포구 해운동 5-90|포장할인;샐러드바;요거트바;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 경남대점|배대포 2층 /구건물에서 큰길가에 맥도날드 옆임;2층 미스터피자 경남대점|||80504
미스터피자|삼천포점|408110|259931|미스터피자|0558329595|경상남도 사천시 신항로 118|경상남도 사천시 향촌동 917-7|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 삼천포점|로터리 농협하나로 마트 옆;1층 미스터피자 삼천포점|||80504
미스터피자|사천점|408847|274434|미스터피자|055-855-0080|경상남도 사천시 정동면 진삼로 1378|경상남도 사천시 정동면 고읍리 602-18|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 사천점|602-18 제이엠 펠리스 1층;JM팰리스 1층 미스터피자 사천점|||80504
미스터피자|거제점|457028|254794|미스터피자|055-635-4506|경상남도 거제시 거제중앙로 1925|경상남도 거제시 고현동 970-18|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 21:50;주말 11:00 21:50|||||미스터피자 거제점|2층 / 하이마트건물 아님. 서울아동병원인근 ABC마트 옆건물로 안내;2층 미스터피자 거제점|||80504
미스터피자|옥포점|463663|255335|미스터피자|0556885996|경상남도 거제시 옥포대첩로 49|경상남도 거제시 옥포동 532-25|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 옥포점|매장이전(3월30일)경남은행->수협가는길사이;1층 미스터피자 옥포점|||80504
미스터피자|창원상남점|462401|291857|미스터피자|0552615757|경상남도 창원시 성산구 상남로 122||포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 창원상남점|롯데메디칼 2층 201호;롯데메디칼 2층 미스터피자 창원상남점|||80504
미스터피자|창원팔용점|456021|295321|미스터피자|055-293-3443|경상남도 창원시 의창구 팔용로 438|경상남도 창원시 의창구 팔용동 101|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 21:00;주말 11:00 21:00|||||미스터피자 창원팔용점|팔용종합상가 205;팔용종합상가 2층 미스터피자 팔용점|||80504
