##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@프로스펙스
프로스펙스|T하남이마트점|127.20536139463033|37.55275237072568|프로스펙스|031-791-2471|경기도 하남시 덕풍서로 70이마트 하남점 |||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 T하남이마트점||||91002
프로스펙스|T익산롯데마트점|126.97412711467574|35.959057163435624|프로스펙스|070-7532-1119|전라북도 익산시 무왕로 1053|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 T익산롯데마트점||||91002
프로스펙스|연수VPLUS상설점|126.668967102635|37.41942101397307|프로스펙스|032-817-7679|인천광역시 연수구 용담로 14V-PLUS 연수점 |||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 연수VPLUS상설점||||91002
프로스펙스|T서수원이마트점|126.97021697120762|37.282423375477045|프로스펙스|031-294-6882|경기도 수원시 권선구 수인로 291|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 T서수원이마트점|(구운동) 이마트 서수원점|||91002
프로스펙스|AK수원점|126.9998917705638|37.26616153720635|프로스펙스|031-240-1808|경기도 수원시 팔달구 덕영대로 924|||10:00 ~20:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 AK수원점|(매산로1가) AK백화점|||91002
프로스펙스|사천HYS(상설)|128.08743284369228|35.08386561000591|프로스펙스|055-855-3838||경남 사천시 사천읍 수석리 225-12||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 사천HYS(상설)||||91002
프로스펙스|의정부녹양HYS점|127.04323244568867|37.7591002021612|프로스펙스|031-821-8890|경기도 의정부시 평화로758번길 6G동 101호 |||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 의정부녹양HYS점||||91002
프로스펙스|롯데창원점|128.6819133316192|35.22454292040363|프로스펙스|055-279-2567|경상남도 창원시 성산구 중앙대로 124|||10:00 ~20:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 롯데창원점|(상남동)|||91002
프로스펙스|롯데영등포점|126.9074826384578|37.51548516715239|프로스펙스|02-2164-5469|서울특별시 영등포구 경인로 846|||10:00 ~20:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 롯데영등포점|(영등포동)|||91002
프로스펙스|롯데잠실점|127.09794129499537|37.511285720783654|프로스펙스|02-2143-7572|서울시 송파구 올림픽로 240|||10:00 ~20:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 롯데잠실점|(잠실동,롯데백화점 7층)|||91002
프로스펙스|신세계영등포점|126.90556662128657|37.517188349100074|프로스펙스|02-2639-1531|서울시 영등포구 영중로 9|||10:00 ~20:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 신세계영등포점|(영등포동 4가) 신세계백화점|||91002
프로스펙스|신세계의정부점|127.04587945086637|37.737991323028474|프로스펙스|031-8082-0661|경기도 의정부시 평화로 525|||10:00 ~20:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 신세계의정부점|(의정부동,신세계백화점)|||91002
프로스펙스|은평이마트상설점|126.92019203135682|37.600357547446244|프로스펙스|02-388-6794|서울특별시 은평구 은평로 111|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 은평이마트상설점|(응암동) 이마트 은평점|||91002
프로스펙스|롯데분당점|127.11429335161885|37.37846155485689|프로스펙스|031-738-2515|경기도 성남시 분당구 황새울로200번길 45|||10:00 ~20:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 롯데분당점|(수내동)|||91002
프로스펙스|롯데센텀점|129.13109368410815|35.16983932528081|프로스펙스|051-730-3561|부산광역시 해운대구 센텀남대로 59|||10:00 ~20:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 롯데센텀점|(우동)|||91002
프로스펙스|해운대NC점|129.17705117630686|35.17053564902041|프로스펙스|051-709-5745|부산광역시 해운대구 해운대로 813|||10:00 ~20:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 해운대NC점|(좌동) NC백화점|||91002
프로스펙스|롯데동래점|129.07748008976364|35.211708704101504|프로스펙스|051-668-4576|부산광역시 동래구 중앙대로 1393|||10:00 ~20:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 롯데동래점|(온천동)|||91002
프로스펙스|롯데김해상설점|128.8295964747241|35.18506193868357|프로스펙스|055-900-2743|경상남도 김해시 장유로 469|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 롯데김해상설점|롯데아울렛 김해점 2층|||91002
프로스펙스|경주대리점|129.21181156231387|35.84337848477835|프로스펙스|054-749-8787|경북 경주시 중앙로 40|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 경주대리점||||91002
프로스펙스|T춘천롯데마트점|127.71808075226231|37.868579460606085|프로스펙스|033-257-1318|강원도 춘천시 방송길 84|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 T춘천롯데마트점|(온의동) 롯데마트 춘천점|||91002
프로스펙스|T창원뉴코아점|128.64107299256474|35.234710657646076|프로스펙스|055-270-3500|경남 창원시 의창구 창원대로397번길 6|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 T창원뉴코아점|(팔용동) 뉴코아아울렛B1호|||91002
프로스펙스|연수이마트점|126.68101565712544|37.40411163865108|프로스펙스|032-817-6197|인천광역시 연수구 경원대로 184|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 연수이마트점|(동춘동) 이마트 연수점|||91002
프로스펙스|광명소하이마트점|126.88455432846256|37.446613513566504|프로스펙스|02-897-5356|경기도 광명시 소하로 97|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 광명소하이마트점|(소하동) 이마트 광명소하점|||91002
프로스펙스|수원이마트점|127.02088394086097|37.250441900801995|프로스펙스|031-207-1286|경기도 수원시 권선구 경수대로 270|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 수원이마트점|(권선동)？이마트 수원점|||91002
프로스펙스|서수원이마트점|126.97021697120762|37.282423375477045|프로스펙스|031-294-6882|경기도 수원시 권선구 수인로 291|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 서수원이마트점|(구운동) 이마트 서수원점|||91002
프로스펙스|수지이마트점|127.08335525544135|37.31982321597895|프로스펙스|031-264-9669|경기도 용인시 수지구 수지로 203|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 수지이마트점|(신봉동) 이마트 수지점|||91002
프로스펙스|안산롯데마트점|126.84732003433407|37.31742941035781|프로스펙스|031-486-7188|경기도 안산시 상록구 충장로 431|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 안산롯데마트점|(성포동)？롯데마트 안산점|||91002
프로스펙스|T오산이마트점|127.07270439936244|37.14066242526072|프로스펙스|031-372-2384|경기도 오산시 경기대로 181|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 T오산이마트점|(원동) 이마트 오산점|||91002
프로스펙스|T강릉이마트점|128.92264792204014|37.77060009961374|프로스펙스|033-561-7402|강원도 강릉시 경강로 2398-10|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 T강릉이마트점|(송정동)|||91002
프로스펙스|목포직영점|126.38441017314327|34.790652095645484|프로스펙스|061-247-0700|전라남도 목포시 영산로75번길 16-2|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 목포직영점|(명륜동)|||91002
프로스펙스|롯데파주직영점|126.68850117702301|37.721735247168375|프로스펙스|031-960-2908|경기도 파주시 회동길 390|||10:00 ~20:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 롯데파주직영점|롯데아울렛 파주점 B-1 1층|||91002
프로스펙스|천안HYS(상설)|127.14694600900724|36.87789272846881|프로스펙스|041-581-8688|충남 천안시 서북구 직산읍 삼은1길 10-8직산패션아울렛내 |||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 천안HYS(상설)||||91002
프로스펙스|마산이마트점|128.56995405922768|35.19788519745271|프로스펙스|055-248-2462|경상남도 창원시 마산합포구 서성로 3이마트지하1F |||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 마산이마트점||||91002
프로스펙스|합성동점|128.58674898007274|35.23899684338447|프로스펙스|055-296-6303|경상남도 창원시 마산회원구 3·15대로 765합성동 |||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 합성동점||||91002
프로스펙스|언양점|129.1258046956782|35.564786071878835|프로스펙스|052-263-1828||울산 울주군 언양읍 남부리 143-2||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 언양점||||91002
프로스펙스|만수동대리점|126.7348237840487|37.46143731538326|프로스펙스|032-463-8500|인천광역시 남동구 만수로 63|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 만수동대리점|(만수동)|||91002
프로스펙스|롯데상인점|128.53926041375155|35.81897598407854|프로스펙스|053-258-3552|대구광역시 달서구 월배로 232|||10:00 ~20:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 롯데상인점|(상인동)|||91002
프로스펙스|롯데대전점|127.38956247212369|36.340628674750626|프로스펙스|042-601-3233|대전광역시 서구 계룡로 598|||10:00 ~20:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 롯데대전점|(괴정동)|||91002
프로스펙스|롯데울산점|129.3354349433254|35.54740062285394|프로스펙스|052-960-5321|울산광역시 남구 삼산로 288|||10:00 ~20:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 롯데울산점|(삼산동)|||91002
프로스펙스|진주도동대리점|128.1171048217624|35.1909232394325|프로스펙스|055-753-4437|경상남도 진주시 대신로 342|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 진주도동대리점|(하대동)|||91002
프로스펙스|신탄진대리점|127.42839884730657|36.451404134649906|프로스펙스|042-932-0336|대전 대덕구 신탄진로 829|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 신탄진대리점|(신탄진동)|||91002
프로스펙스|예천점|128.45381165970213|36.655567021226865|프로스펙스|054-652-0777|경상북도 예천군 예천읍 시장로 88|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 예천점||||91002
프로스펙스|마산상설(신발)|128.58758513791165|35.22553588693367|프로스펙스|055-298-6301|경상남도 창원시 마산회원구 합포로 318|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 마산상설(신발)|(양덕동)|||91002
프로스펙스|마산상설점|128.58758513791165|35.22553588693367|프로스펙스|055-298-6301|경상남도 창원시 마산회원구 합포로 318|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 마산상설점|(양덕동)|||91002
프로스펙스|엑스코(대구)NC점|128.61040498701257|35.90523457467712|프로스펙스|053-662-9332|대구광역시 북구 유통단지로14길 22|||10:00 ~20:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 엑스코(대구)NC점|(산격동) NC아울렛2층|||91002
프로스펙스|T괴정뉴코아점|128.99405602362384|35.09897639495301|프로스펙스|051-209-5277|부산 사하구 사하로 190|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 T괴정뉴코아점|(뉴코아아울렛괴정점2F)|||91002
프로스펙스|롯데부여직영점|126.9019604555344|36.30718024051038|프로스펙스|041-435-2714|충청남도 부여군 규암면 백제문로 387|||10:00 ~20:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 롯데부여직영점|롯데아울렛 부여점 2층|||91002
프로스펙스|롯데부여상설점|126.9019604555344|36.30718024051038|프로스펙스|041-435-2714|충청남도 부여군 규암면 백제문로 387|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 롯데부여상설점|롯데아울렛 부여점 2층|||91002
프로스펙스|롯데김해직영점|128.8295964747241|35.18506193868357|프로스펙스|055-900-2743|경상남도 김해시 장유로 469|||10:00 ~20:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 롯데김해직영점|롯데아울렛 김해점 2층|||91002
프로스펙스|삼산롯데마트점|126.73204467492937|37.50788330620443|프로스펙스|032-363-2117|인천광역시 부평구 길주로 623롯데마트 삼산점 |||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 삼산롯데마트점||||91002
프로스펙스|김포홈플러스점|126.69866081697957|37.62387956700002|프로스펙스|031-981-8197|경기도 김포시 중봉로 14|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 김포홈플러스점|(감정동) 홈플러스 김포점|||91002
프로스펙스|부천이마트점|126.7828464334134|37.484035304394695|프로스펙스|032-664-1622|경기도 부천시 소사구 부천로 1|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 부천이마트점|(심곡본동) 이마트 부천점|||91002
프로스펙스|풍무홈플러스점|126.72368761723374|37.60994671829129|프로스펙스|031-987-8197|경기도 김포시 풍무로 167|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 풍무홈플러스점|(풍무동) 홈플러스 풍무점|||91002
프로스펙스|안산고잔NC점|126.83101581132867|37.31346072505183|프로스펙스|031-436-4308|경기도 안산시 단원구 광덕대로 194NC백화점 고잔점 |||10:00 ~20:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 안산고잔NC점||||91002
프로스펙스|대전유성홈플러스점|127.35417203135363|36.35840184368841|프로스펙스|042-822-3351|대전광역시 유성구 한밭대로 502홈플러스3F |||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 대전유성홈플러스점||||91002
프로스펙스|롯데포항점|129.36948441007453|36.0496234374712|프로스펙스|054-230-1554|경북 포항시 북구 학산로 62|||10:00 ~20:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 롯데포항점|(학산동)|||91002
프로스펙스|상주점|128.15909227083395|36.41668943535035|프로스펙스|054-535-3483|경상북도 상주시 상산로 289|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 상주점|(서성동)|||91002
프로스펙스|금촌점|126.77477166936553|37.76699078475078|프로스펙스|031-941-2343|경기도 파주시 문화로 103-2|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 금촌점||||91002
프로스펙스|이리중앙점|126.94841688672281|35.9407572753199|프로스펙스|063-855-3043|전라북도 익산시 익산대로16길 7-4|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 이리중앙점|(창인동1가)|||91002
프로스펙스|삼천포점|128.07520884387873|34.931145508181764|프로스펙스|055-832-5387|경상남도 사천시 중앙로 53|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 삼천포점|(선구동)|||91002
프로스펙스|응암동점|126.91708880471062|37.58848394505189|프로스펙스|02-305-2667|서울특별시 은평구 응암로 184-1|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 응암동점|(응암동)|||91002
프로스펙스|전주평화HYS점|127.12382057155902|35.79317656984099|프로스펙스|063-288-6780|전북 전주시 완산구 장승배기로 100B-101호 |||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 전주평화HYS점||||91002
프로스펙스|방학홈플러스점|127.04374441515345|37.66484375756252|프로스펙스|02-3494-6558|서울특별시 도봉구 도봉로 678홈플러스 방학점 |||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 방학홈플러스점||||91002
프로스펙스|목포하당점|126.42474806737579|34.801669802102786|프로스펙스|061-284-0304||||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 목포하당점||||91002
프로스펙스|연수V.PLUS(신발)|126.668967102635|37.41942101397307|프로스펙스|032-817-7679|인천광역시 연수구 용담로 14V-PLUS 연수점 |||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 연수V.PLUS(신발)||||91002
프로스펙스|서인천점|126.6718477749264|37.50270743050266|프로스펙스|032-573-3244|인천광역시 서구 가정로 201|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 서인천점|(석남동) (석남동)|||91002
프로스펙스|신림동점|126.92900614563244|37.486422805852946|프로스펙스|02-883-0700|서울특별시 관악구 신림로 361|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 신림동점|(신림동)|||91002
프로스펙스|부평아이즈빌점|126.70348794941367|37.52184545824195|프로스펙스|032-270-2465|인천광역시 부평구 마장로 489아이즈빌아울렛 1142호 |||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 부평아이즈빌점||||91002
프로스펙스|창녕중앙점|128.4995718778121|35.54049694857716|프로스펙스|055-532-0808|경상남도 창녕군 창녕읍 종로 35|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 창녕중앙점||||91002
프로스펙스|소래정은패션아울렛점|126.77762028713651|37.44214303518947|프로스펙스|031-311-3703|경기도 시흥시 수인로 3433|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 소래정은패션아울렛점|정은패션타운 (신천동)|||91002
프로스펙스|동인천점|126.63029174705405|37.47447699286992|프로스펙스|032-762-8778|인천광역시 중구 우현로 83|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 동인천점|(인형동)|||91002
프로스펙스|고양HYS(상설)|126.75574794979383|37.69300136825044|프로스펙스|031-921-7477|경기도 고양시 일산서구 탄중로 101번지13 (덕이동) A동 |||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 고양HYS(상설)||||91002
프로스펙스|속초점|128.58630705632035|38.201590908138044|프로스펙스|033-633-5592|강원도 속초시 중앙로 94|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 속초점|(청학동)|||91002
프로스펙스|동해대리점|129.11466192253076|37.52284323991906|프로스펙스|033-533-1888|강원도 동해시 중앙로 248|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 동해대리점|(천곡동)|||91002
프로스펙스|점촌점|128.1990434732963|36.595098227281454|프로스펙스|054-553-3333|경상북도 문경시 중앙로 109|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 점촌점|(점촌동)|||91002
프로스펙스|전주송천HYS점|127.11621453350665|35.86926841116956|프로스펙스|063-251-8879|북전주시 덕진구 동부대로 1193|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 전주송천HYS점|101 (송천동2가)|||91002
프로스펙스|문정HYS(상설)|127.12540639447978|37.491333119998|프로스펙스|02-448-9189|서울특별시 송파구 동남로 133|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 문정HYS(상설)||||91002
프로스펙스|서청주점|127.44112150863992|36.63021330546194|프로스펙스|043-234-6951|충청북도 청주시 흥덕구 복대로 154|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 서청주점|(복대동)|||91002
프로스펙스|창원대동(백)|128.6884857628898|35.21946946712193|프로스펙스|055-212-8928||경남 창원시 성산구 상남동 44-1대동백화점3F ||10:00 ~20:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 창원대동(백)||||91002
프로스펙스|용호동점|129.1121195138011|35.118845676594944|프로스펙스|051-621-1441|부산광역시 남구 용호로 149|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 용호동점|(용호동)|||91002
프로스펙스|원주HYS(상설)|127.94782982084256|37.350593532473674|프로스펙스|033-745-2574|강원도 원주시 원일로 61|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 원주HYS(상설)|(일산동)|||91002
프로스펙스|인천HYS(상설)|126.72221246945816|37.496064661234996|프로스펙스|032-522-4133|인천광역시 부평구 부평대로 51|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 인천HYS(상설)||||91002
