##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@하이마트
롯데하이마트|광교롯데마트점|127.05051|37.290672|하이마트|0312167373||경기 수원시 영통구 이의동 1332||10:00~22:00|||||롯데하이마트 광교롯데마트점|지하1층|||90501
롯데하이마트|광교아울렛점|127.055923|37.286246|하이마트|0312116358||경기 수원시 영통구 이의동 이의동 1338||None|||||롯데하이마트 광교아울렛점||||90501
롯데하이마트|광교점|127.066565|37.2692|하이마트|0312162266||경기 수원시 영통구 원천동 603-5||10:30~20:30|||||롯데하이마트 광교점||||90501
롯데하이마트|광명롯데아울렛점|126.884378|37.423177|하이마트|02-6226-2400||경기 광명시 일직동 500||11:00~21:00|||||롯데하이마트 광명롯데아울렛점|롯데몰 4층|||90501
롯데하이마트|광복롯데몰점|129.036152|35.097998|하이마트|0514684499||부산 중구 중앙동7가 20-1||10:30~20:30|||||롯데하이마트 광복롯데몰점|롯데몰광복점 6층|||90501
롯데하이마트|광산점|126.808982|35.171796|하이마트|0629564400||광주 광산구 월곡2동 316-3||10:30~20:30|||||롯데하이마트 광산점||||90501
롯데하이마트|광양LF스퀘어점|127.56585|34.96177|하이마트|0618187550||전남 광양시 광양읍 덕례리 707||10:30~20:30|||||롯데하이마트 광양LF스퀘어점||||90501
롯데하이마트|광양점|127.582313|34.975331|하이마트|0617610097||전남 광양시 광양읍 칠성리 1000-3||10:30~20:30|||||롯데하이마트 광양점||||90501
롯데하이마트|광주송정점|126.80277|35.14349|하이마트|0629449570||광주 광산구 신촌동 1097-10||10:30~20:30|||||롯데하이마트 광주송정점||||90501
롯데하이마트|광천점|126.884019|35.164199|하이마트|062-365-8080||광주 서구 광천동 85-1||10:30~20:30|||||롯데하이마트 광천점||||90501
롯데하이마트|광평점|128.364061|36.108701|하이마트|054-457-9990||경북 구미시 광평동 78-29||10:30~20:30|||||롯데하이마트 광평점||||90501
롯데하이마트|괴정점|128.997326|35.101596|하이마트|0512938855||부산 사하구 괴정동 271-1||10:30~20:30|||||롯데하이마트 괴정점||||90501
롯데하이마트|교대역점|127.013081|37.494017|하이마트|02-534-7777||서울 서초구 서초동 1715-4||10:30~20:30|||||롯데하이마트 교대역점|외 2필지|||90501
롯데하이마트|교동점|128.881263|37.755241|하이마트|033-648-0071||강원 강릉시 교동 1742||10:30~20:30|||||롯데하이마트 교동점||||90501
롯데하이마트|구로롯데마트점|126.87274|37.49815|하이마트|0220682700||서울 구로구 구로동 636-89||10:00~22:00|||||롯데하이마트 구로롯데마트점|지하1층|||90501
롯데하이마트|구로점|126.890775|37.496592|하이마트|02-861-6677||서울 구로구 구로5동 104-11||10:30~20:30|||||롯데하이마트 구로점||||90501
롯데하이마트|구리롯데마트점|127.140912|37.612764|하이마트|031-566-8700||경기 구리시 인창동 430||10:00~22:00|||||롯데하이마트 구리롯데마트점||||90501
롯데하이마트|구리역점|127.144952|37.602161|하이마트|031-565-1300||경기 구리시 수택동 534||10:30~20:30|||||롯데하이마트 구리역점||||90501
롯데하이마트|구리점|127.139536|37.611258|하이마트|031-555-1101||경기 구리시 인창동 701-4||10:30~20:30|||||롯데하이마트 구리점||||90501
롯데하이마트|구미롯데마트점|128.365207|36.113763|하이마트|0544634989||경북 구미시 신평동 465||10:00~22:00|||||롯데하이마트 구미롯데마트점||||90501
롯데하이마트|구성점|127.108193|37.298779|하이마트|031-287-9922||경기 용인시 기흥구 마북동 512-1||10:30~20:30|||||롯데하이마트 구성점||||90501
롯데하이마트|구월점|126.706707|37.45022|하이마트|032-435-4352||인천 남동구 구월동 1145-8||10:30~20:30|||||롯데하이마트 구월점||||90501
롯데하이마트|구포점|128.996135|35.199084|하이마트|0513410130||부산 북구 구포동 920-2||10:30~20:30|||||롯데하이마트 구포점|12번지|||90501
롯데하이마트|군산롯데마트점|126.716394|35.964824|하이마트|0634665400||전북 군산시 수송동 833||10:00~22:00|||||롯데하이마트 군산롯데마트점|롯데마트|||90501
롯데하이마트|권선롯데마트점|127.034718|37.250257|하이마트|031-267-2200||경기 수원시 권선구 권선동 1296-5||10:00~22:00|||||롯데하이마트 권선롯데마트점||||90501
롯데하이마트|금사점|129.108928|35.214606|하이마트|0515214411||부산 금정구 금사동 105-15||10:30~20:30|||||롯데하이마트 금사점|16|||90501
롯데하이마트|금오점|127.068228|37.753549|하이마트|031-841-8200||경기 의정부시 금오동 445-4||10:30~20:30|||||롯데하이마트 금오점||||90501
롯데하이마트|금정롯데마트점|129.091352|35.239004|하이마트|0515832020||부산 금정구 부곡3동 223-1||10:00~22:00|||||롯데하이마트 금정롯데마트점||||90501
롯데하이마트|금천점|126.898064|37.462231|하이마트|02-892-8877||서울 금천구 독산동 1055-21||10:30~20:30|||||롯데하이마트 금천점||||90501
롯데하이마트|금촌점|126.776619|37.750769|하이마트|0319422871||경기 파주시 금촌2동 796-5||10:30~20:30|||||롯데하이마트 금촌점|하이마트|||90501
롯데하이마트|기장점|129.213039|35.245551|하이마트|0517222322||부산 기장군 기장읍 동부리 124-4||10:30~20:30|||||롯데하이마트 기장점||||90501
롯데하이마트|길동점|127.142369|37.54297|하이마트|02-489-5545||서울 강동구 길동 336-1||10:30~20:30|||||롯데하이마트 길동점||||90501
롯데하이마트|김량장점|127.208865|37.239174|하이마트|031-323-2266||경기 용인시 처인구 김량장동 171번지외 4필지 ||10:30~20:30|||||롯데하이마트 김량장점||||90501
롯데하이마트|김제점|126.89236|35.802028|하이마트|063-548-8282||전북 김제시 요촌동 70-6||10:30~20:30|||||롯데하이마트 김제점||||90501
롯데하이마트|김천롯데마트점|128.117778|36.136004|하이마트|0544325200||경북 김천시 신음동 470||10:00~22:00|||||롯데하이마트 김천롯데마트점|롯데마트1층|||90501
롯데하이마트|김천점|128.11841|36.127874|하이마트|054-431-2111||경북 김천시 성내동 4-6||10:30~20:30|||||롯데하이마트 김천점||||90501
롯데하이마트|김포공항롯데마트점|126.80253|37.566814|하이마트|0226670070||서울 강서구 방화동 886||10:00~22:00|||||롯데하이마트 김포공항롯데마트점|롯데몰|||90501
롯데하이마트|김포롯데마트점|126.669817|37.656793|하이마트|031-989-9595||경기 김포시 운양동 1077-2||10:00~22:00|||||롯데하이마트 김포롯데마트점||||90501
롯데하이마트|김포한강롯데마트점|126.6645|37.66097|하이마트|0319899595||경기 김포시 장기동 2031||10:00~22:00|||||롯데하이마트 김포한강롯데마트점|김포한강롯데마트점 2층|||90501
롯데하이마트|김해내동점|128.867097|35.239803|하이마트|0553355866||경남 김해시 내동 1128-2||10:30~20:30|||||롯데하이마트 김해내동점||||90501
롯데하이마트|김해롯데마트점|128.881877|35.225877|하이마트|0553325900||경남 김해시 부원동 959||10:00~22:00|||||롯데하이마트 김해롯데마트점||||90501
롯데하이마트|나운점|126.69073|35.963456|하이마트|0634684004||전북 군산시 나운3동 849-12||10:30~20:30|||||롯데하이마트 나운점||||90501
롯데하이마트|나주점|126.718169|35.036889|하이마트|061-332-3450||전남 나주시 성북동 52-3||10:30~20:30|||||롯데하이마트 나주점||||90501
롯데하이마트|난곡점|126.907107|37.480137|하이마트|02-837-6100||서울 금천구 독산동 900-2||10:30~20:30|||||롯데하이마트 난곡점||||90501
롯데하이마트|남악롯데아울렛모바일점|126.76788|37.50566|하이마트|0618012347||전남 무안군 삼향읍 2622||10:30~20:30|||||롯데하이마트 남악롯데아울렛모바일점||||90501
롯데하이마트|남악롯데아울렛점|126.467571|34.810393|하이마트|0618012347||전남 무안군 삼향면 남악리 2622||10:30~22:00|||||롯데하이마트 남악롯데아울렛점||||90501
롯데하이마트|남양점|126.811405|37.207301|하이마트|0313669300||경기 화성시 남양읍 남양리 508-1||10:30~20:30|||||롯데하이마트 남양점||||90501
롯데하이마트|남원롯데마트점|127.39245|35.423349|하이마트|063-636-4700||전북 남원시 향교동 2-6||10:00~22:00|||||롯데하이마트 남원롯데마트점||||90501
롯데하이마트|남원점|127.376032|35.408853|하이마트|063-626-8255||전북 남원시 왕정동 44-1||10:30~20:30|||||롯데하이마트 남원점||||90501
롯데하이마트|남천점|129.109571|35.143238|하이마트|0517538277||부산 수영구 남천동 12-14||10:30~20:30|||||롯데하이마트 남천점|20,21,24|||90501
롯데하이마트|남춘천점|127.722727|37.867231|하이마트|0332643600||강원 춘천시 퇴계동 1160-5||10:30~20:30|||||롯데하이마트 남춘천점||||90501
롯데하이마트|내서점|128.516887|35.249769|하이마트|0552317400||경남 창원시 마산회원구 내서읍 중리 634-4||10:30~20:30|||||롯데하이마트 내서점|하이마트|||90501
롯데하이마트|노서점|129.207349|35.840886|하이마트|054-773-8999||경북 경주시 노서동 117-11||10:30~20:30|||||롯데하이마트 노서점||||90501
롯데하이마트|노은롯데마트점|127.321669|36.384196|하이마트|042-826-2200||대전 유성구 하기동 519||10:00~22:00|||||롯데하이마트 노은롯데마트점||||90501
롯데하이마트|논산점|127.089016|36.199312|하이마트|0417335512||충남 논산시 취암동 565-20||10:30~20:30|||||롯데하이마트 논산점|해송빌딩|||90501
롯데하이마트|논현신도시점|126.726255|37.398433|하이마트|0324389200||인천 남동구 논현동 746-4||10:30~20:30|||||롯데하이마트 논현신도시점|에코타워|||90501
롯데하이마트|다대점|128.970349|35.05396|하이마트|0512626644||부산 사하구 다대동 590-10||10:30~20:30|||||롯데하이마트 다대점||||90501
롯데하이마트|다산점|127.16411|37.61388|하이마트|0315232960||경기 남양주시 다산동 3008-52||10:30~20:30|||||롯데하이마트 다산점||||90501
롯데하이마트|단계점|127.936807|37.356864|하이마트|033-734-3400||강원 원주시 학성동 978-13||10:30~20:30|||||롯데하이마트 단계점||||90501
롯데하이마트|단구점|127.954649|37.327983|하이마트|033-766-4123||강원 원주시 단구동 648-9||10:30~20:30|||||롯데하이마트 단구점||||90501
롯데하이마트|당동점|126.946386|37.354922|하이마트|0314298800||경기 군포시 당동 745-4||10:30~20:30|||||롯데하이마트 당동점|하이마트|||90501
롯데하이마트|당진롯데마트점|126.645929|36.905753|하이마트|041-357-6657||충남 당진시 원당동 824||10:00~22:00|||||롯데하이마트 당진롯데마트점||||90501
롯데하이마트|당진점|126.633259|36.900147|하이마트|0413572214||충남 당진시 읍내동 310-1||10:30~20:30|||||롯데하이마트 당진점||||90501
롯데하이마트|대구율하롯데마트점|128.693411|35.868589|하이마트|053-965-9977||대구 동구 율하동 1117||10:00~22:00|||||롯데하이마트 대구율하롯데마트점|롯데마트 대구 율하점|||90501
롯데하이마트|대덕롯데마트점|127.386862|36.426834|하이마트|0429366900||대전 유성구 관평동 887||10:00~22:00|||||롯데하이마트 대덕롯데마트점||||90501
롯데하이마트|대방점|126.922689|37.505212|하이마트|02-835-5151||서울 동작구 대방동 384-8||10:30~20:30|||||롯데하이마트 대방점|9|||90501
롯데하이마트|대연점|129.086729|35.134584|하이마트|0516111400||부산 남구 대연동 1764-1||10:30~20:30|||||롯데하이마트 대연점||||90501
롯데하이마트|대잠점|129.344517|36.013595|하이마트|054-273-1116||경북 포항시 남구 대잠동 940-8||10:30~20:30|||||롯데하이마트 대잠점||||90501
롯데하이마트|대전시청점|127.387076|36.349698|하이마트|042-477-0700||대전 서구 둔산동 1421||10:30~20:30|||||롯데하이마트 대전시청점||||90501
롯데하이마트|대전터미널점|127.43832|36.35003|하이마트|0427211280||대전 동구 용전동 68-9||10:30~20:30|||||롯데하이마트 대전터미널점||||90501
롯데하이마트|대치점|127.06387|37.49424|하이마트|025588100||서울 강남구 대치동 509||10:30~20:30|||||롯데하이마트 대치점|하이마트 빌딩 B1층|||90501
롯데하이마트|덕계점|129.153284|35.374427|하이마트|0553668080||경남 양산시 덕계동 717||10:30~20:30|||||롯데하이마트 덕계점||||90501
롯데하이마트|덕소롯데마트점|127.214605|37.584659|하이마트|0315766161||경기 남양주시 와부읍 덕소리 501-3||10:00~22:00|||||롯데하이마트 덕소롯데마트점|롯데마트|||90501
롯데하이마트|덕천점|129.009864|35.211616|하이마트|0513356100||부산 북구 덕천동 381-2||10:30~20:30|||||롯데하이마트 덕천점||||90501
롯데하이마트|도계점|128.637434|35.254078|하이마트|0552762288||경남 창원시 의창구 도계동 404-8||10:30~20:30|||||롯데하이마트 도계점||||90501
롯데하이마트|도동점|128.117472|35.185673|하이마트|055-762-6200||경남 진주시 상대2동 197-18||10:30~20:30|||||롯데하이마트 도동점||||90501
롯데하이마트|도화점|126.670079|37.463618|하이마트|0328689070||인천 남구 도화동 552-5||10:30~20:30|||||롯데하이마트 도화점|송월빌딩|||90501
롯데하이마트|독산점|126.897314|37.467873|하이마트|02-808-7009||서울 금천구 독산동 292-33||10:30~20:30|||||롯데하이마트 독산점||||90501
롯데하이마트|동광양점|127.698502|34.933439|하이마트|061-795-8180||전남 광양시 중동 1768-3||10:30~20:30|||||롯데하이마트 동광양점|1768-4|||90501
롯데하이마트|동광주점|126.929808|35.178889|하이마트|062-266-5500||광주 북구 두암동 575-10||10:30~20:30|||||롯데하이마트 동광주점||||90501
롯데하이마트|동구일산점|129.428634|35.498945|하이마트|0522015757||울산 동구 일산동 951-1||10:30~20:30|||||롯데하이마트 동구일산점||||90501
롯데하이마트|동김해점|128.904977|35.228699|하이마트|0553279511||경남 김해시 어방동 1115-5||10:30~20:30|||||롯데하이마트 동김해점|6|||90501
롯데하이마트|동두천롯데마트점|127.052866|37.880568|하이마트|0318664114||경기 동두천시 송내동 551||10:00~22:00|||||롯데하이마트 동두천롯데마트점||||90501
롯데하이마트|동두천점|127.0575|37.89601|하이마트|0318597400||경기 동두천시 생연동 745-10||10:30~20:30|||||롯데하이마트 동두천점||||90501
롯데하이마트|동래롯데마트점|129.077381|35.211926|하이마트|0515582300||부산 동래구 온천동 502-3||10:00~22:00|||||롯데하이마트 동래롯데마트점||||90501
롯데하이마트|동부산롯데마트점|129.209978|35.192662|하이마트|0519012400||부산 기장군 기장읍 당사리 64||10:00~22:00|||||롯데하이마트 동부산롯데마트점||||90501
롯데하이마트|동수원점|127.030222|37.274721|하이마트|031-226-4700||경기 수원시 팔달구 인계동 944-6||10:30~20:30|||||롯데하이마트 동수원점||||90501
롯데하이마트|동인천점|126.628726|37.465668|하이마트|032-772-9550||인천 중구 신생동 38-9||10:30~20:30|||||롯데하이마트 동인천점||||90501
롯데하이마트|동탄2신도시점|127.110517|37.206524|하이마트|0313769560||경기 화성시 영천동 678-5||10:30~20:30|||||롯데하이마트 동탄2신도시점||||90501
롯데하이마트|동탄점|127.078739|37.215635|하이마트|03180030777||경기 화성시 석우동 42-6||10:30~20:30|||||롯데하이마트 동탄점||||90501
롯데하이마트|동해점|129.116426|37.518781|하이마트|0335317979||강원 동해시 천곡동 894||10:30~20:30|||||롯데하이마트 동해점||||90501
롯데하이마트|두정점|127.134421|36.826684|하이마트|0416228833||충남 천안시 서북구 성정동 1247||10:30~20:30|||||롯데하이마트 두정점|두정하이마트|||90501
롯데하이마트|둔산점|127.37892|36.355442|하이마트|042-485-5544||대전 서구 둔산동 962||10:30~20:30|||||롯데하이마트 둔산점||||90501
롯데하이마트|둔촌점|127.139582|37.533345|하이마트|02-482-5858||서울 강동구 둔촌동 435-5||10:30~20:30|||||롯데하이마트 둔촌점||||90501
롯데하이마트|들안길네거리점|128.617188|35.840984|하이마트|0537823355||대구 수성구 황금동 885-3||10:30~20:30|||||롯데하이마트 들안길네거리점||||90501
롯데하이마트|마산롯데마트점|128.560721|35.181326|하이마트|055-223-7200||경남 창원시 마산합포구 창포동3가 8-1||10:00~22:00|||||롯데하이마트 마산롯데마트점||||90501
롯데하이마트|마산역점|128.579219|35.233431|하이마트|055-256-0202||경남 창원시 마산회원구 석전동 232-8||10:30~20:30|||||롯데하이마트 마산역점||||90501
롯데하이마트|마석롯데마트점|127.309383|37.656173|하이마트|0315592400||경기 남양주시 화도읍 마석우리 255-24||10:00~22:00|||||롯데하이마트 마석롯데마트점||||90501
롯데하이마트|마석점|127.309383|37.656173|하이마트|031-594-0200||경기 남양주시 화도읍 마석우리 255||10:30~20:30|||||롯데하이마트 마석점||||90501
롯데하이마트|만수점|126.727635|37.459115|하이마트|032-468-6262||인천 남동구 만수동 874||10:30~20:30|||||롯데하이마트 만수점||||90501
롯데하이마트|만촌점|128.63925|35.87302|하이마트|0537568710||대구 수성구 만촌동 1329-15||10:30~20:30|||||롯데하이마트 만촌점||||90501
롯데하이마트|먹골역점|127.078019|37.610578|하이마트|02-977-7999||서울 중랑구 묵동 180-17||10:30~20:30|||||롯데하이마트 먹골역점||||90501
롯데하이마트|면목점|127.079511|37.585964|하이마트|02-496-2277||서울 중랑구 면목동 175-17||10:30~20:30|||||롯데하이마트 면목점||||90501
롯데하이마트|명곡로터리점|128.650001|35.241238|하이마트|055-274-5522||경남 창원시 의창구 명서동 202-1||10:30~20:30|||||롯데하이마트 명곡로터리점||||90501
롯데하이마트|모란점|127.130123|37.429824|하이마트|031-751-5556||경기 성남시 중원구 성남동 4127||10:30~20:30|||||롯데하이마트 모란점||||90501
롯데하이마트|모현점|126.941019|35.950286|하이마트|0638410025||전북 익산시 모현동1가 374-14||10:30~20:30|||||롯데하이마트 모현점||||90501
롯데하이마트|목동점|126.864304|37.53076|하이마트|02-2645-3300||서울 양천구 목동 807-1||10:30~20:30|||||롯데하이마트 목동점||||90501
롯데하이마트|목포롯데마트점|126.429384|34.797269|하이마트|061-283-9449||전남 목포시 상동 1134||10:00~22:00|||||롯데하이마트 목포롯데마트점||||90501
롯데하이마트|목포점|126.425884|34.810645|하이마트|0612812121||전남 목포시 옥암동 957-7||10:30~20:30|||||롯데하이마트 목포점||||90501
롯데하이마트|무실점|127.9262|37.33158|하이마트|0337478528||강원 원주시 무실동 1857-26||10:30~20:30|||||롯데하이마트 무실점||||90501
롯데하이마트|문경점|128.191262|36.586188|하이마트|054-556-1110||경북 문경시 모전동 861-5||10:30~20:30|||||롯데하이마트 문경점||||90501
롯데하이마트|문산점|126.784211|37.865859|하이마트|031-952-2399||경기 파주시 문산읍 당동리 899-1||10:30~20:30|||||롯데하이마트 문산점||||90501
롯데하이마트|미아사거리점|127.030785|37.609939|하이마트|029897400||서울 강북구 미아동 42-56||10:30~20:30|||||롯데하이마트 미아사거리점||||90501
롯데하이마트|미아점|127.027491|37.622049|하이마트|02-988-9366||서울 강북구 미아동 317-6||10:30~20:30|||||롯데하이마트 미아점||||90501
롯데하이마트|민락점|127.093159|37.745175|하이마트|0318538148||경기 의정부시 민락동 790||10:30~20:30|||||롯데하이마트 민락점||||90501
롯데하이마트|밀양점|128.746258|35.498524|하이마트|055-355-2020||경남 밀양시 내이동 1572-1||10:30~20:30|||||롯데하이마트 밀양점||||90501
롯데하이마트|발산점|126.839228|37.558773|하이마트|02-2659-6699||서울 강서구 등촌3동 673-4||10:30~20:30|||||롯데하이마트 발산점||||90501
롯데하이마트|발안점|126.911753|37.136943|하이마트|031-8059-8822||경기 화성시 향남읍 장짐리 268||10:30~20:30|||||롯데하이마트 발안점|외 2필지|||90501
롯데하이마트|방축점|126.990454|36.784836|하이마트|041-542-1515||충남 아산시 방축동 134-5||10:30~20:30|||||롯데하이마트 방축점||||90501
롯데하이마트|백석점|126.786793|37.644447|하이마트|031-909-5533||경기 고양시 일산동구 백석동 1296||10:30~20:30|||||롯데하이마트 백석점||||90501
롯데하이마트|범서점|129.25344|35.555992|하이마트|0522471545||울산 울주군 범서읍 굴화리 327-9||10:30~20:30|||||롯데하이마트 범서점||||90501
롯데하이마트|범어네거리점|128.625331|35.857255|하이마트|053-746-0111||대구 수성구 범어동 588-2||10:30~20:30|||||롯데하이마트 범어네거리점||||90501
롯데하이마트|별내점|127.12585|37.65721|하이마트|0315726906||경기 남양주시 별내동 931-7||10:30~20:30|||||롯데하이마트 별내점||||90501
롯데하이마트|병점|127.034605|37.211274|하이마트|0312255454||경기 화성시 진안동 484-2||10:30~20:30|||||롯데하이마트 병점|하이마트|||90501
롯데하이마트|보령점|126.602491|36.347424|하이마트|041-935-0463||충남 보령시 동대동 1271||10:30~20:30|||||롯데하이마트 보령점||||90501
롯데하이마트|복산점|129.33499|35.563128|하이마트|0522458100||울산 중구 복산동 30-4||10:30~20:30|||||롯데하이마트 복산점||||90501
롯데하이마트|복현점|128.614841|35.896733|하이마트|053-954-0111||대구 북구 복현동 401-1||10:30~20:30|||||롯데하이마트 복현점||||90501
롯데하이마트|봉담점|126.975036|37.220777|하이마트|0312671500||경기 화성시 봉담읍 와우리 125||10:30~20:30|||||롯데하이마트 봉담점||||90501
롯데하이마트|봉선점|126.904248|35.128174|하이마트|062-676-0990||광주 남구 주월동 1119-3||10:30~20:30|||||롯데하이마트 봉선점||||90501
롯데하이마트|봉천점|126.947791|37.48147|하이마트|028748522||서울 관악구 청룡동 883-12||10:30~20:30|||||롯데하이마트 봉천점||||90501
롯데하이마트|부곡점|129.092784|35.237639|하이마트|0515189228||부산 금정구 부곡동 222-1||10:30~20:30|||||롯데하이마트 부곡점||||90501
롯데하이마트|부산교대역점|129.080271|35.192674|하이마트|0515038800||부산 연제구 거제1동 1470-1||10:30~20:30|||||롯데하이마트 부산교대역점||||90501
롯데하이마트|부산롯데마트점|129.04935|35.16324|하이마트|0518174200||부산 부산진구 부암동 257||10:00~22:00|||||롯데하이마트 부산롯데마트점|롯데키즈마트 부산점|||90501
롯데하이마트|부산충무점|129.02525|35.099714|하이마트|0512429007||부산 중구 부평동 2가 57-1||10:30~20:30|||||롯데하이마트 부산충무점||||90501
롯데하이마트|부송점|126.986026|35.959543|하이마트|0638362144||전북 익산시 어양동 145-1||10:30~20:30|||||롯데하이마트 부송점||||90501
롯데하이마트|부안점|126.739157|35.720234|하이마트|0635824411||전북 부안군 부안읍 봉덕리 798-3||10:30~20:30|||||롯데하이마트 부안점||||90501
롯데하이마트|부여점|126.911562|36.275519|하이마트|041-834-0805||충남 부여군 부여읍 동남리 523-11||10:30~20:30|||||롯데하이마트 부여점||||90501
롯데하이마트|부천중동점|126.770888|37.504237|하이마트|032-668-7200||경기 부천시 원미구 중3동 1056-4||10:30~20:30|||||롯데하이마트 부천중동점||||90501
롯데하이마트|부천점|126.77497|37.48424|하이마트|032-614-7755||경기 부천시 소사구 심곡본동 527||10:30~20:30|||||롯데하이마트 부천점|KCC 엠파이어타워 1층|||90501
