##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@성당
천주교|갈곶동성당|||성당|031-377-0011|경기도 오산시 경기대로 52-14||||수원교구||||천주교 갈곶동성당||||180201
천주교|갈마동성당|||성당|042-537-4500|대전광역시 서구 신갈마로195번길 13||||대전교구||||천주교 갈마동성당||||180201
천주교|갈말성당|||성당|033-452-7708|강원도 철원군 갈말읍 명성로 139||||춘천교구||||천주교 갈말성당|35|||180201
천주교|갈매동성당|||성당|031-527-1784|경기도 구리시 갈매중앙로55번길 56-9||||의정부교구||||천주교 갈매동성당|301호|||180201
천주교|갈매못성지성당|||성당|041-932-1311|충청남도 보령시 오천면 오천해안로 610||||대전교구||||천주교 갈매못성지성당||||180201
천주교|갈밭성당|||성당||||||대구대교구||||천주교 갈밭성당||||180201
천주교|갈산동성당|||성당|032-513-4601|인천광역시 부평구 장제로 372||||인천교구||||천주교 갈산동성당|(삼산동)|||180201
천주교|갈전성당|||성당||경북 안동시 풍천면 검무로 20||||안동교구||||천주교 갈전성당||||180201
천주교|갈현동성당|||성당|02-358-8571~2|서울특별시 은평구 통일로83길 24-9||||서울대교구||||천주교 갈현동성당|(갈현동)|||180201
천주교|감곡성당|||성당|043-881-2809|충북 음성군 감곡면 성당길 10||||청주교구||||천주교 감곡성당||||180201
천주교|감골성당|||성당|031-418-8300|경기도 안산시 상록구 장화2길 44||||수원교구||||천주교 감골성당||||180201
천주교|감삼성당|||성당|053-525-7100|대구시 달서구 달구벌대로 304길 42||||대구대교구||||천주교 감삼성당|(감삼동)|||180201
천주교|강경성당|||성당|041-745-1298|충청남도 논산시 강경읍 옥녀봉로27번길 13-3||||대전교구||||천주교 강경성당||||180201
천주교|강구성당|||성당||경상북도 영덕군 강구면 강산로 17||||안동교구||||천주교 강구성당||||180201
천주교|강서동성당|||성당|043-237-6050|충북 청주시 흥덕구 가로수로1154번길 33-9||||청주교구||||천주교 강서동성당||||180201
천주교|강일동성당|||성당|02-442-1244|서울특별시 강동구 고덕로 476||||서울대교구||||천주교 강일동성당|(강일동)|||180201
천주교|강진성당|||성당|061-432-8884|전라남도 강진군 강진읍 평동2길 21||||광주대교구||||천주교 강진성당||||180201
천주교|강철성당|||성당|053-320-6165|대구시 북구 호국로 780||||군종교구||||천주교 강철성당|사서함 1호|||180201
천주교|강촌성당|||성당|033-261-1004|강원도 춘천시 남산면 한치로 28||||춘천교구||||천주교 강촌성당||||180201
천주교|강화성당|||성당|032-933-2282|인천광역시 강화군 강화읍 북문길 41||||인천교구||||천주교 강화성당||||180201
천주교|개금성당|||성당||부산광역시 부산진구 개금본동로 86||||부산교구||||천주교 개금성당|(개금동)|||180201
천주교|개봉동(지)성당|||성당|02-2615-8811|서울특별시 구로구 개봉로18길 11||||서울대교구||||천주교 개봉동(지)성당|(개봉동)|||180201
천주교|개신동성당|||성당|043-233-8922|충북 청주시 서원구 성봉로 165||||청주교구||||천주교 개신동성당||||180201
천주교|개운동성당|||성당||경상북도 상주시 낙양1길 21-13||||안동교구||||천주교 개운동성당||||180201
천주교|개포동성당|||성당|02-574-4744,-574-7345|서울특별시 강남구 선릉로4길 25||||서울대교구||||천주교 개포동성당|(개포동)|||180201
천주교|거두리성당|||성당|033-264-9101|강원도 춘천시 동내면 외솔길 49-3||||춘천교구||||천주교 거두리성당||||180201
천주교|거여동성당|||성당|02-409-5901|서울특별시 송파구 양산로 9||||서울대교구||||천주교 거여동성당|(거여동)|||180201
천주교|거제성당|||성당|055-633-4040|경상남도 거제시 거제면 동상2길 11||||마산교구||||천주교 거제성당||||180201
천주교|거제동성당|||성당|051-853-0133|부산광역시 연제구 거제시장로22번길 22||||부산교구||||천주교 거제동성당||||180201
천주교|거진성당|||성당|033-682-5484|강원도 고성군 거진읍 거탄진로 129||||춘천교구||||천주교 거진성당|15|||180201
천주교|거창성당|||성당|055-944-0781|경상남도 거창군 거창읍 창남1길 58||||마산교구||||천주교 거창성당||||180201
천주교|건천성당|||성당|054-751-1013|경북 경주시 건천읍 내서로 1149||||대구대교구||||천주교 건천성당||||180201
천주교|검단동성당|||성당|032-568-3333|인천광역시 서구 완정로202번길 32||||인천교구||||천주교 검단동성당|(마전동)|||180201
천주교|검암동성당|||성당|032-568-8339|인천광역시 서구 도요지로227번길 17||||인천교구||||천주교 검암동성당|(검암동)|||180201
천주교|결전성당|||성당|031-771-7852|경기도 양평군 양평읍 샘뜰길 1||||군종교구||||천주교 결전성당||||180201
천주교|경동성당|||성당|061-244-0601|전라남도 목포시 해안로165번길 33||||광주대교구||||천주교 경동성당|(경동2가)|||180201
천주교|경산성당|||성당|053-813-0516|경북 경산시 중앙로 14||||대구대교구||||천주교 경산성당|(사정동)|||180201
천주교|경화동성당|||성당|055-547-3552|경상남도 창원시 진해구 충장로 319||||마산교구||||천주교 경화동성당||||180201
천주교|계룡성당|||성당|042-841-7114|충청남도 계룡시 엄사면 번영3길 73-6||||대전교구||||천주교 계룡성당||||180201
천주교|계림동성당|||성당||경상북도 상주시 복룡냉림길 57||||안동교구||||천주교 계림동성당||||180201
천주교|계림동성당|||성당|062-223-8866|광주광역시 동구 계림로 51-27||||광주대교구||||천주교 계림동성당|(계림동)|||180201
천주교|계명성당|||성당|043-843-4300|충북 충주시 연수동 연수동산로4길 9||||청주교구||||천주교 계명성당||||180201
천주교|계산/주교좌성당|||성당|053-254-2300~1|대구시 중구 서성로 10||||대구대교구||||천주교 계산/주교좌성당|(계산동2가)|||180201
천주교|계산동성당|||성당|032-546-0321|인천광역시 계양구 계수로 20||||인천교구||||천주교 계산동성당|(계산동)|||180201
천주교|고강동성당|||성당|032-683-2913|경기도 부천시 오정구 고강로72번길 51-6||||인천교구||||천주교 고강동성당|(고강동)|||180201
천주교|고금성당|||성당|061-555-2020|전라남도 완도군 고금면 고금로 639||||광주대교구||||천주교 고금성당||||180201
천주교|고덕동성당|||성당|02-429-3420~1|서울특별시 강동구 고덕로83길 68||||서울대교구||||천주교 고덕동성당|(고덕동)|||180201
천주교|고등동성당|||성당|031-244-9933|경기도 수원시 팔달구 고화로 22||||수원교구||||천주교 고등동성당||||180201
천주교|고령성당|||성당|054-956-9900|경북 고령군 대가야읍 주산길 10-9||||대구대교구||||천주교 고령성당||||180201
천주교|고산성당|||성당|053-795-2261|대구시 수성구 달구벌대로 3094-1||||대구대교구||||천주교 고산성당|(시지동)|||180201
천주교|고산성당|||성당|063-261-6012|전라북도 완주군 고산면 읍내7길 20||||전주교구||||천주교 고산성당||||180201
천주교|고산성당|||성당|064-773-2004|제주특별자치도 제주시 한경면 칠전로 1||||제주교구||||천주교 고산성당||||180201
천주교|고색동성당|||성당|031-295-3134|경기도 수원시 권선구 고색로 18||||수원교구||||천주교 고색동성당||||180201
천주교|고성성당|||성당|053-352-1412|대구시 북구 옥산로 112||||대구대교구||||천주교 고성성당|(고성동3가)|||180201
천주교|고성성당|||성당|055-673-5301|경상남도 고성군 고성읍 중앙로 22||||마산교구||||천주교 고성성당||||180201
천주교|고아성당|||성당|054-481-1224|경북 구미시 고아읍 관심1길 21||||대구대교구||||천주교 고아성당||||180201
천주교|고양동성당|||성당|031-962-2543|경기도 고양시 덕양구 푸른마을로 36||||의정부교구||||천주교 고양동성당|(고양동)|||180201
천주교|고읍동성당|||성당|031-821-0972|경기도 양주시 고읍로 56||||의정부교구||||천주교 고읍동성당||||180201
천주교|고잔성당|||성당|031-483-4466|경기도 안산시 단원구 예술대학로 89||||수원교구||||천주교 고잔성당|3층 (고잔동,안산 스포츠 문화센터)|||180201
천주교|고잔성당|||성당|032-442-9174|인천광역시 남동구 논현고잔로128번길 37-5||||인천교구||||천주교 고잔성당|(고잔동)|||180201
천주교|고창성당|||성당|063-564-2044|전라북도 고창군 고창읍 남정2길 35||||전주교구||||천주교 고창성당||||180201
천주교|고척동성당|||성당|02-2617-0561|서울특별시 구로구 고척로52나길 42||||서울대교구||||천주교 고척동성당|(고척동)|||180201
천주교|고촌성당|||성당|031-986-9031|경기도 김포시 고촌읍 은행영사정로51번길 73-18||||인천교구||||천주교 고촌성당||||180201
천주교|고한성당|||성당||강원도 정선군 고한읍 고한9길 28||||원주교구||||천주교 고한성당||||180201
천주교|고현성당|||성당|055-636-1004|경상남도 거제시 거제중앙로19길 18||||마산교구||||천주교 고현성당||||180201
천주교|고흥성당|||성당|061-834-1004|전라남도 고흥군 고흥읍 신계학림길 20||||광주대교구||||천주교 고흥성당||||180201
천주교|곡성성당|||성당|061-362-1004|전라남도 곡성군 곡성읍 읍내11길 20||||광주대교구||||천주교 곡성성당||||180201
천주교|곤지암성당|||성당|031-769-7997|경기도 광주시 곤지암읍 경충대로543번길 19||||수원교구||||천주교 곤지암성당||||180201
천주교|공검성당|||성당||경상북도 상주시 공검면 양정2길 39-8||||안동교구||||천주교 공검성당||||180201
천주교|공군중앙성당|||성당|02-827-7066|서울시 영등포구 여의대방로45길 8||||군종교구||||천주교 공군중앙성당||||180201
천주교|공덕동성당|||성당|02-718-1040~1|서울특별시 마포구 마포대로14길 15-1||||서울대교구||||천주교 공덕동성당|(공덕동)|||180201
천주교|공도성당|||성당|031-651-6668|경기도 안성시 공도읍 만가대길 1||||수원교구||||천주교 공도성당|A,B동|||180201
천주교|공릉동성당|||성당|02-971-8340|서울특별시 노원구 동일로192길 57||||서울대교구||||천주교 공릉동성당|(공릉동)|||180201
천주교|공세리성당|||성당|041-533-8181|충청남도 아산시 인주면 공세리성당길 10||||대전교구||||천주교 공세리성당||||180201
천주교|공주교동성당|||성당|041-856-0100|충청남도 공주시 무령로 191||||대전교구||||천주교 공주교동성당||||180201
천주교|공주신관동성당|||성당|041-881-9035|충청남도 공주시 신금2길 13-5||||대전교구||||천주교 공주신관동성당||||180201
천주교|공주중동성당|||성당|041-856-1033|충청남도 공주시 성당길 6||||대전교구||||천주교 공주중동성당||||180201
천주교|공항동성당|||성당|02-2665-7011~2|서울특별시 강서구 송정로 9||||서울대교구||||천주교 공항동성당|(공항동)|||180201
천주교|공항청사성당|||성당||인천광역시 중구 공항로 272||||인천교구||||천주교 공항청사성당|제1교통센터 지하1층 (공항철도 일반열차 개찰구 부근) -제1터미널 종교실|||180201
천주교|과천성당|||성당|02-502-5643|경기도 과천시 중앙로 275||||수원교구||||천주교 과천성당||||180201
천주교|과훈단성당|||성당|033-462-6162|강원도 인제군 남면 응봉길 32||||군종교구||||천주교 과훈단성당||||180201
천주교|관산동성당|||성당|031-962-4806|경기도 고양시 덕양구 통일로966번길 38||||의정부교구||||천주교 관산동성당||||180201
천주교|관설동성당|||성당|033-764-0729|강원도 원주시 갈촌길 11||||원주교구||||천주교 관설동성당||||180201
천주교|관악성당|||성당|031-472-5051|경기도 안양시 만안구 경수대로1140번길 24||||수원교구||||천주교 관악성당||||180201
천주교|관저1동성당|||성당||대전광역시 서구 관저북로51번길 15-26||||대전교구||||천주교 관저1동성당||||180201
천주교|관저2동성당|||성당||대전광역시 서구 구봉산북로280번길 9-9||||대전교구||||천주교 관저2동성당||||180201
천주교|관저동성당|||성당|042-543-0236|대전광역시 서구 구봉로 11||||대전교구||||천주교 관저동성당||||180201
천주교|관평동성당|||성당|042-936-5004|대전광역시 유성구 테크노5로 46||||대전교구||||천주교 관평동성당||||180201
천주교|광교1동성당|||성당|031-213-1497|경기도 수원시 영통구 에듀타운로106번길 16||||수원교구||||천주교 광교1동성당|하이니티교육연구시설 303호 (이의동)|||180201
천주교|광교2동성당|||성당|031-263-0651|경기도 용인시 수지구 법조로 225||||수원교구||||천주교 광교2동성당||||180201
천주교|광남동성당|||성당|031-798-3520|경기도 광주시 옥토골길 33-47||||수원교구||||천주교 광남동성당||||180201
천주교|광릉성당|||성당|031-528-4044|경기도 남양주시 진접읍 해밀예당3로 146||||의정부교구||||천주교 광릉성당||||180201
천주교|광명성당|||성당|02-2688-0742|경기도 광명시 오리로995번길 9||||수원교구||||천주교 광명성당||||180201
천주교|광문성당|||성당|02-2611-1321|경기도 광명시 원광명안로 21||||수원교구||||천주교 광문성당||||180201
천주교|광북성당|||성당|02-2689-1998|경기도 광명시 연서일로 43||||수원교구||||천주교 광북성당||||180201
천주교|광성대성당|||성당|053-981-1064|대구시 동구 둔산로 311-1||||군종교구||||천주교 광성대성당|사서함 304-101호|||180201
천주교|광안성당|||성당|051-756-3351|부산광역시 수영구 광일로29번길 51||||부산교구||||천주교 광안성당||||180201
천주교|광양성당|||성당|064-753-4498|제주특별자치도 제주시 동광로5길 19-18||||제주교구||||천주교 광양성당|(이도1동)|||180201
천주교|광양성당|||성당|061-761-5400|전라남도 광양시 광양읍 매천로 877||||광주대교구||||천주교 광양성당||||180201
천주교|광영동성당|||성당|061-792-5004|전라남도 광양시 가야로 417||||광주대교구||||천주교 광영동성당|(광영동)|||180201
천주교|광장동성당|||성당|02-3436-8571(내선-2번-|서울특별시 광진구 광장로3길 6||||서울대교구||||천주교 광장동성당|(광장동)|||180201
천주교|광적성당|||성당|031-878-1555|경기도 양주시 광적면 광적로65번길 122||||의정부교구||||천주교 광적성당||||180201
천주교|광주성당|||성당|031-761-1950~1|경기도 광주시 경안안길 44||||수원교구||||천주교 광주성당||||180201
천주교|광천성당|||성당|041-641-0596|충청남도 홍성군 광천읍 광천로 385-1||||대전교구||||천주교 광천성당||||180201
천주교|광천동성당|||성당|062-368-1146|광주광역시 서구 죽봉대로119번길 28-13||||광주대교구||||천주교 광천동성당|(광천동)|||180201
천주교|광탄성당|||성당|031-949-4210|경기도 파주시 광탄면 심궁로 76-38||||의정부교구||||천주교 광탄성당||||180201
천주교|광혜원성당|||성당|043-535-0501|충북 진천군 광혜원면 실원길 15-28||||청주교구||||천주교 광혜원성당||||180201
천주교|괴산성당|||성당|043-832-2221|충북 괴산군 괴산읍 읍내로4길 30||||청주교구||||천주교 괴산성당||||180201
천주교|괴정성당|||성당|051-207-3977|부산광역시 사하구 승학로229번길 11||||부산교구||||천주교 괴정성당||||180201
천주교|괴정동성당|||성당|042-535-7991|대전광역시 서구 도솔로 336||||대전교구||||천주교 괴정동성당||||180201
천주교|교동성당|||성당|033-633-2086|강원도 속초시 수복로 75||||춘천교구||||천주교 교동성당||||180201
천주교|교리성당|||성당|051-723-0984|부산광역시 기장군 기장읍 차성로451번길 51-11||||부산교구||||천주교 교리성당||||180201
천주교|교하/(8지구장)성당|||성당|031-948-9064~5|경기 파주시 책향기숲길 62||||의정부교구||||천주교 교하/(8지구장)성당|(동패동)|||180201
천주교|교현동성당|||성당|043-843-1332|충북 충주시 봉현로 251||||청주교구||||천주교 교현동성당||||180201
천주교|구곡성당|||성당||강원도 원주시 시청로 333-29||||원주교구||||천주교 구곡성당|(단구동)|||180201
천주교|구담성당|||성당||경상북도 예천군 지보면 지풍로 983-42||||안동교구||||천주교 구담성당||||180201
천주교|구례성당|||성당|061-782-2314|전라남도 구례군 구례읍 학교길 99||||광주대교구||||천주교 구례성당||||180201
천주교|구로1동성당|||성당|02-866-2883|서울특별시 구로구 구일로8길 16||||서울대교구||||천주교 구로1동성당|(구로동)|||180201
천주교|구로2동성당|||성당|02-861-4761|서울특별시 구로구 구로동로49길 4||||서울대교구||||천주교 구로2동성당|(구로동)|||180201
천주교|구로3동성당|||성당|02-857-8541~3|서울특별시 구로구 디지털로27길 82||||서울대교구||||천주교 구로3동성당|(구로동)|||180201
천주교|구룡성당|||성당|043-241-3371|청주시 청원구 오창읍 구룡택지1로 60||||청주교구||||천주교 구룡성당||||180201
천주교|구룡포성당|||성당|054-276-2439|경북 포항시 남구 구룡포읍 후동길 2||||대구대교구||||천주교 구룡포성당||||180201
천주교|구리성당|||성당|031-552-0081~2|경기도 구리시 안골로64번길 42||||의정부교구||||천주교 구리성당||||180201
천주교|구봉성당|||성당|051-468-0403|부산광역시 동구 구봉로 35||||부산교구||||천주교 구봉성당||||180201
천주교|구산성당|||성당|031-792-4631|하남시 미사대로 298-19||||수원교구||||천주교 구산성당||||180201
천주교|구성성당|||성당|031-286-3550,3555|경기도 용인시 기흥구 구교동로118번길 8||||수원교구||||천주교 구성성당||||180201
천주교|구암성당|||성당|053-321-9004|대구시 북구 학정로 280||||대구대교구||||천주교 구암성당|(구암동)|||180201
천주교|구암동성당|||성당|055-296-0207|경상남도 창원시 마산회원구 구암서2길 90||||마산교구||||천주교 구암동성당||||180201
천주교|구월1동성당|||성당|032-465-7540|인천광역시 남동구 용천로17번길 8||||인천교구||||천주교 구월1동성당|(구월동)|||180201
천주교|구월동성당|||성당|032-464-2345|인천광역시 남동구 인주대로 670||||인천교구||||천주교 구월동성당|5층 (구월동)|||180201
천주교|구의동(지)성당|||성당|02-3436-3090(내선-0-|서울특별시 광진구 자양로33길 8||||서울대교구||||천주교 구의동(지)성당|(구의동)|||180201
천주교|구파발성당|||성당|02-389-1501|서울특별시 은평구 진관2로 29-16||||서울대교구||||천주교 구파발성당|(진관동)|||180201
천주교|구평성당|||성당||경북 구미시 인동54길 33||||대구대교구||||천주교 구평성당|(구평동)|||180201
천주교|구포성당|||성당|051-332-6370|부산광역시 북구 가람로52번길 44||||부산교구||||천주교 구포성당||||180201
천주교|국군중앙/주교좌성당|||성당|02-798-2457|서울시 용산구 한강대로40길 46||||군종교구||||천주교 국군중앙/주교좌성당||||180201
천주교|국방대성당|||성당||충남 논산시 양촌면 황산벌로1098번길 46||||군종교구||||천주교 국방대성당||||180201
천주교|국우성당|||성당|053-325-0904|대구시 북구 구암로 362||||대구대교구||||천주교 국우성당|(구암동)|||180201
천주교|국제(외국인)성당|||성당|02-793-2070|서울특별시 용산구 한남대로 90||||서울대교구||||천주교 국제(외국인)성당|(한남동)|||180201
천주교|군위성당|||성당|054-382-8980|경북 군위군 군위읍 동서4길 14||||대구대교구||||천주교 군위성당||||180201
천주교|군자성당|||성당|031-495-8935|경기도 시흥시 군자로534번길 27||||수원교구||||천주교 군자성당||||180201
천주교|군포성당|||성당|031-456-4333~4|경기도 군포시 금당로146번길 17||||수원교구||||천주교 군포성당||||180201
천주교|궁동성당|||성당|042-825-7433|대전광역시 유성구 궁동로 61||||대전교구||||천주교 궁동성당||||180201
천주교|궁리성당|||성당|031-667-4151|경기도 평택시 고덕면 궁2길 44||||수원교구||||천주교 궁리성당||||180201
천주교|권선2동성당|||성당|031-234-3284|경기도 수원시 권선구 동수원로25번길 1||||수원교구||||천주교 권선2동성당||||180201
천주교|권선동성당|||성당|031-237-8845|경기도 수원시 권선구 권선로 830||||수원교구||||천주교 권선동성당||||180201
천주교|규암성당|||성당|041-835-7261|충청남도 부여군 규암면 충절로2291번길 11||||대전교구||||천주교 규암성당||||180201
천주교|금곡성당|||성당|031-592-2388|경기도 남양주시 경춘로1015번길 29||||의정부교구||||천주교 금곡성당||||180201
천주교|금곡성당|||성당|051-362-4700~1|부산광역시 북구 효열로 150||||부산교구||||천주교 금곡성당||||180201
천주교|금당성당|||성당|061-724-8234|전라남도 순천시 해룡면 동명초등길 59||||광주대교구||||천주교 금당성당||||180201
천주교|금마성당|||성당|063-836-6244|전라북도 익산시 금마면 금마1길 5-11||||전주교구||||천주교 금마성당||||180201
천주교|금사리성당|||성당|041-832-5355|충청남도 부여군 구룡면 성충로1342번길 21||||대전교구||||천주교 금사리성당||||180201
천주교|금산성당|||성당|041-752-7620|충청남도 금산군 금산읍 뒷담말2길 20||||대전교구||||천주교 금산성당||||180201
천주교|금산성당|||성당|055-756-7030|경상남도 진주시 금산면 금산순환로 48||||마산교구||||천주교 금산성당||||180201
천주교|금상동성당|||성당|063-245-6446|전라북도 전주시 덕진구 전진로 107-13||||전주교구||||천주교 금상동성당||||180201
천주교|금악성당|||성당|064-796-4188|제주특별자치도 제주시 한림읍 금악북로 320||||제주교구||||천주교 금악성당||||180201
천주교|금암성당|||성당||전라남도 나주시 노안면 금산로 82||||광주대교구||||천주교 금암성당||||180201
천주교|금암동성당|||성당|063-251-1911|전라북도 전주시 덕진구 거북바우로 17||||전주교구||||천주교 금암동성당||||180201
천주교|금왕성당|||성당|043-878-2373|충북 음성군 금왕읍 무극로265번길 15||||청주교구||||천주교 금왕성당||||180201
천주교|금정성당|||성당|051-581-4008|부산광역시 금정구 수림로45번길 36||||부산교구||||천주교 금정성당||||180201
천주교|금정성당|||성당|031-455-2010|경기도 군포시 당산로192번길 28||||수원교구||||천주교 금정성당||||180201
천주교|금천동성당|||성당|043-255-1006|충북 청주시 상당구 중고개로273번길 30||||청주교구||||천주교 금천동성당||||180201
천주교|금촌성당|||성당|031-941-3650|경기도 파주시 금정28길 13-17||||의정부교구||||천주교 금촌성당||||180201
천주교|금촌/2동성당|||성당|031-949-2608|경기도 파주시 한마음1길 12||||의정부교구||||천주교 금촌/2동성당||||180201
천주교|금호성당|||성당|054-333-2017|경북 영천시 금호읍 거여로 16||||대구대교구||||천주교 금호성당||||180201
천주교|금호1가동(선)성당|||성당|02-2295-4179|서울특별시 성동구 난계로 61-9||||서울대교구||||천주교 금호1가동(선)성당|(금호동1가)|||180201
천주교|금호2동성당|||성당|062-384-9004|광주광역시 서구 화개중앙로 114번길 20-1||||광주대교구||||천주교 금호2동성당||||180201
천주교|금호동성당|||성당|062-374-9006|광주광역시 서구 금화로73번길 33||||광주대교구||||천주교 금호동성당|(금호동)|||180201
천주교|금호동성당|||성당|02-2237-9671|서울특별시 성동구 무수막18길 36||||서울대교구||||천주교 금호동성당|(금호동2가)|||180201
천주교|기계성당|||성당|054-243-1446|경북 포항시 북구 기계면 기계로98번길 9||||대구대교구||||천주교 기계성당||||180201
천주교|기린성당|||성당|033-463-5104|강원도 인제군 기린면 기린로42번길 9-5||||춘천교구||||천주교 기린성당||||180201
천주교|기산성당|||성당|031-226-2800|경기도 화성시 기산로 63||||수원교구||||천주교 기산성당||||180201
천주교|기안성바오로성당|||성당|031-223-6691|경기도 화성시 기배로43번길 40||||수원교구||||천주교 기안성바오로성당||||180201
천주교|기장성당|||성당|051-721-2273|부산광역시 기장군 기장읍 차성남로 88||||부산교구||||천주교 기장성당||||180201
천주교|기지시성당|||성당|041-355-8014|충청남도 당진시 송악읍 틀모시로 868||||대전교구||||천주교 기지시성당||||180201
천주교|기흥성바오로성당|||성당|031-285-0362|경기도 용인시 기흥구 고매로43번길 12-15||||수원교구||||천주교 기흥성바오로성당||||180201
천주교|길동성당|||성당|02-488-3561~2|서울특별시 강동구 명일로 296||||서울대교구||||천주교 길동성당|(길동)|||180201
천주교|길음동(지)성당|||성당|02-918-9540|서울특별시 성북구 길음로9길 74||||서울대교구||||천주교 길음동(지)성당|(길음동)|||180201
천주교|길천성당|||성당|051-727-7936|부산광역시 기장군 장안읍 고무로 271-30||||부산교구||||천주교 길천성당||||180201
천주교|김기량성당|||성당|064-722-8866|제주특별자치도 제주시 구남동2길 55||||제주교구||||천주교 김기량성당||||180201
천주교|김녕성당|||성당|064-783-4320|제주특별자치도 제주시 구좌읍 김녕로8길 5-2||||제주교구||||천주교 김녕성당||||180201
천주교|김천/황금성당|||성당|054-433-3880|경북 김천시 학사대길 64||||대구대교구||||천주교 김천/황금성당|(황금동)|||180201
천주교|김포성당|||성당|031-983-8811,-8815|경기도 김포시 북변로 29-12||||인천교구||||천주교 김포성당|(북변동)|||180201
천주교|김해성당|||성당|055-334-3264|경상남도 김해시 호계로 482||||부산교구||||천주교 김해성당||||180201
천주교|김화성당|||성당|033-458-2179|강원도 철원군 서면 와수1로 95||||춘천교구||||천주교 김화성당||||180201
천주교|꽃동네/가평준본당성당|||성당||경기도 가평군 조종면 운악청계로 829||||춘천교구||||천주교 꽃동네/가평준본당성당||||180201
