##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@말자싸롱
말자싸롱|전남무안읍점|126.4726868|34.9883749|말자싸롱|061-454-8838|전남 무안군 무안읍 창포로 19-10|||PM05:00~AM03:00|||||말자싸롱 전남무안읍점|(교촌리)|||80217
말자싸롱|수원곡반정점|127.0289136|37.2378245|말자싸롱|031-225-0089|경기 수원시 권선구 곡선로50번길 22-5|||AM05:00~AM03:00|||||말자싸롱 수원곡반정점|(곡반정동)|||80217
말자싸롱|오산수청점|127.06454|37.1707057|말자싸롱|031-373-0121|경기 오산시 내삼미로79번길 31|||AM05:00~AM03:00|||||말자싸롱 오산수청점|(수청동)|||80217
말자싸롱|세종중앙점|127.2435964|36.5109407|말자싸롱|044-868-4418|세종특별자치시 아름서1길 23|||AM05:00~AM03:00|||||말자싸롱 세종중앙점|(아름동)|||80217
말자싸롱|창원도계점|128.6383549|35.2565495|말자싸롱|055-607-9333|경상남도 창원시 의창구 태복산로23번길 38|||AM05:00~AM01:00|||||말자싸롱 창원도계점|(도계동)|||80217
말자싸롱|제주노형점|126.4795846|33.4890735|말자싸롱|070-8761-6674|제주특별자치도 제주시 월랑로4길 25|||AM05:00~AM03:00|||||말자싸롱 제주노형점|(노형동)|||80217
말자싸롱|양산증산점|129.0056342|35.3103533|말자싸롱|055-372-0488|경상남도 양산시 물금읍 증산역로 139|||AM05:00~AM03:00|||||말자싸롱 양산증산점||||80217
말자싸롱|김해/무계점|128.8168342|35.2022644|말자싸롱|055-323-2533|경상남도 김해시 무계로 79|||AM05:00~AM03:00|||||말자싸롱 김해/무계점|(무계동,남명더라우아파트2단지)|||80217
말자싸롱|파주문산점|126.7849501|37.867438|말자싸롱|031-952-6269|경기도 파주시 문산읍 방촌로 1733|||AM05:00~AM03:00|||||말자싸롱 파주문산점|용성프라자 102호|||80217
말자싸롱|인천청라점|126.6312229|37.5246491|말자싸롱|032-567-2239|인천광역시 서구 푸른로13번길 16|||AM05:00~AM03:00|||||말자싸롱 인천청라점|102호 (경서동)|||80217
말자싸롱|대구경북대점|128.6085983|35.8937203|말자싸롱|053-944-5185|대구광역시 북구 산격로8길 31|||AM05:00~AM03:00|||||말자싸롱 대구경북대점|(산격동)|||80217
말자싸롱|칠곡약목점|128.3645146|36.0325973|말자싸롱|054-972-5565|경상북도 칠곡군 약목면 복성1길 10|||AM05:00~AM03:00|||||말자싸롱 칠곡약목점|(복성리)|||80217
말자싸롱|부산부평점|129.027068|35.1005595|말자싸롱|070-7379-6094|부산광역시 중구 중구로29번길 16|||AM05:00~AM03:00|||||말자싸롱 부산부평점|(부평동1가)|||80217
말자싸롱|영천망정점|128.9517383|35.981422|말자싸롱|054-335-8123|경상북도 영천시 망정1길 174|||AM05:00~AM03:00|||||말자싸롱 영천망정점|(망정동)|||80217
말자싸롱|용인신동백점|127.1417492|37.2836234|말자싸롱|031-282-1125|경기도 용인시 기흥구 동백죽전대로527번길 100-40|||AM05:00~AM03:00|||||말자싸롱 용인신동백점|스타우드 101호 (중동)|||80217
말자싸롱|부산양정점|129.0684894|35.17269|말자싸롱|070-7310-0014|부산광역시 부산진구 거제대로48번길 20|||AM05:00~AM03:00|||||말자싸롱 부산양정점|(양정동)|||80217
말자싸롱|대구상인점|128.5383112|35.8168696|말자싸롱|053-637-8327|대구광역시 달서구 월곡로51길 17|||AM05:00~AM03:00|||||말자싸롱 대구상인점|101호 (상인동)|||80217
말자싸롱|서산예천점|126.4459957|36.7679407|말자싸롱|041-663-7740|충청남도 서산시 동서1로 230|||AM05:00~AM03:00|||||말자싸롱 서산예천점|(예천동,이편한세상서산예천아파트) 128동 103호|||80217
말자싸롱|파주운정점|126.7348483|37.7288867|말자싸롱|031-946-8177|경기도 파주시 청암로17번길 47|||AM05:00~AM03:00|||||말자싸롱 파주운정점|(목동동),파주운정포인트프라자 106호|||80217
말자싸롱|대구용산점|128.524176|35.8536472|말자싸롱|053-521-5353|대구광역시 달서구 장산로 55|||AM05:00~AM03:00|||||말자싸롱 대구용산점|용산신우빌딩 107호 (용산동)|||80217
말자싸롱|세종고운점|127.2280028|36.51482|말자싸롱|044-867-2202|세종특별자치시 마음로 181|||AM05:00~AM03:00|||||말자싸롱 세종고운점|(고운동,가락마을 10단지) 1019동 B 112호|||80217
말자싸롱|천안신불당점|127.1036468|36.8107893|말자싸롱|041-565-7942|충청남도 천안시 서북구 불당30길 46|||AM05:00~AM03:00|||||말자싸롱 천안신불당점|(불당동)|||80217
말자싸롱|남양주오남점|127.2104812|37.6814271|말자싸롱|031-527-1233|경기도 남양주시 오남읍 진건오남로 538-4|||AM05:00~AM03:00|||||말자싸롱 남양주오남점|102~103호 (오남리)|||80217
말자싸롱|평택합정점|127.1138998|36.9884968|말자싸롱|031-656-0334|경기도 평택시 평택5로20번길 24|||AM05:00~AM03:00|||||말자싸롱 평택합정점|(합정동)|||80217
말자싸롱|인천부평점|126.7251291|37.4915558|말자싸롱|032-258-0101|인천광역시 부평구 경원대로1403번길 4|||AM05:00~AM03:00|||||말자싸롱 인천부평점|(부평동)|||80217
말자싸롱|무안남악점|126.4612499|34.8122803|말자싸롱|061-284-1925|전라남도 무안군 삼향읍 대죽서로15번길 34|||AM05:00~AM03:00|||||말자싸롱 무안남악점|107호|||80217
말자싸롱|수원신동점|127.0429596|37.2470657|말자싸롱|031-202-4600|경기도 수원시 영통구 권선로 882번길 71-21|||AM05:00~AM03:00|||||말자싸롱 수원신동점|1층 101-012호 (신동)|||80217
말자싸롱|원주혁신도시점|127.9810642|37.3244646|말자싸롱|033-732-0054|강원도 원주시 양지로 20|||AM05:00~AM03:00|||||말자싸롱 원주혁신도시점|207호 (반곡동)|||80217
말자싸롱|세종나성로데오점|127.2570356|36.4903561|말자싸롱|044-868-5253|세종특별자치시 한누리대로 292|||AM05:00~AM03:00|||||말자싸롱 세종나성로데오점|행복의아침 115호 (나성동)|||80217
말자싸롱|충남서천점|126.6866624|36.0812186|말자싸롱|010-7530-1148|충청남도 서천군 서천읍 서천로 147|||AM05:00~AM03:00|||||말자싸롱 충남서천점|(사곡리278)|||80217
말자싸롱|청주내덕점|127.4798827|36.6564263|말자싸롱|043-221-1536|충청북도 청주시 청원구 향군로 137|||AM05:00~AM03:00|||||말자싸롱 청주내덕점|(내덕동)|||80217
말자싸롱|천안성거점|127.1975139|36.8677432|말자싸롱|041-523-2228|충청남도 천안시 서북구 성거길 20|||PM06:00~AM02:00|||||말자싸롱 천안성거점|자이에뜨상가 103호|||80217
말자싸롱|칠곡태전점|128.5439554|35.9254829|말자싸롱|053-323-7797|대구광역시 북구 영송로 4|||AM05:00~AM03:00|||||말자싸롱 칠곡태전점|104호|||80217
말자싸롱|송도캠퍼스타운점|126.6650678|37.3880369|말자싸롱|032-812-8005|인천광역시 연수구 송도과학로27번길 55|||AM05:00~AM03:00|||||말자싸롱 송도캠퍼스타운점|캠퍼스타운 302동 1층 D동 120호|||80217
말자싸롱|창원대방점|128.7080111|35.2081267|말자싸롱|055-286-3303|경상남도 창원시 성산구 가양로 124번길 17-13|||AM05:00~AM03:00|||||말자싸롱 창원대방점|1층 101호 (대방동)|||80217
말자싸롱|아산탕정점|127.0586550|36.7982983|말자싸롱|041-541-6606|충청남도 아산시 탕정면 탕정면로 8번길 15-16|||AM05:00~AM03:00|||||말자싸롱 아산탕정점|(1층)|||80217
말자싸롱|경북영양점|129.1137873|36.6649665|말자싸롱|054-683-6633|경북 영양군 영양읍 중앙로 129-1|||AM05:00~AM03:00|||||말자싸롱 경북영양점||||80217
말자싸롱|서울종암점|127.0339009|37.5992486|말자싸롱|02-925-5750|서울특별시 성북구 종암로21길 11|||AM05:00~AM03:00|||||말자싸롱 서울종암점||||80217
말자싸롱|서산테크노밸리점|126.4609841|36.8390916|말자싸롱|041-669-6880|충남 서산시 성연면 성연2로 19-26|||AM05:00~AM03:00|||||말자싸롱 서산테크노밸리점|101호|||80217
말자싸롱|부산신호점|128.8797082|35.0840525|말자싸롱|051-971-3590|부산광역시 강서구 신호산단4로 64번길 20|||AM05:00~AM03:00|||||말자싸롱 부산신호점|102호|||80217
말자싸롱|정읍상동점|126.8682493|35.5595712|말자싸롱|063-536-9157|전라북도 정읍시 중앙로 289|||AM05:00~AM03:00|||||말자싸롱 정읍상동점|1층 (상동)|||80217
말자싸롱|오창산업단지점|127.4513239|36.7326657|말자싸롱|043-241-9988|충청북도 청주시 청원구 오창읍 주성1길 16|||AM05:00~AM03:00|||||말자싸롱 오창산업단지점|(103호)|||80217
말자싸롱|안양인덕원점|126.9744959|37.4020940|말자싸롱|031-421-4846|경기도 안양시 동안구 인덕원로 30|||AM05:00~AM03:00|||||말자싸롱 안양인덕원점|(관양동)|||80217
말자싸롱|안산원곡점|126.8017203|37.3269865|말자싸롱|031-414-8445|경기도 안산시 단원구 라성안길 7|||AM05:00~AM03:00|||||말자싸롱 안산원곡점|2동 144,147,148호 (원곡동,군자상가)|||80217
말자싸롱|포항양덕점|129.3989695|36.0805602|말자싸롱|054-256-4883|경상북도 포항시 북구 천마로46번길 18|||AM05:00~AM03:00|||||말자싸롱 포항양덕점|1층 (양덕동)|||80217
말자싸롱|전주혁신도시점|127.0594962|35.8369631|말자싸롱|063-227-0814|전라북도 전주시 완산구 오공로 33-8|||AM05:00~AM03:00|||||말자싸롱 전주혁신도시점|(중동) 106호|||80217
말자싸롱|내포신도시점|126.6747652|36.6559476|말자싸롱|041-631-1593|충청남도 홍성군 홍북면 충남대로 36|||AM05:00~AM03:00|||||말자싸롱 내포신도시점|114호 (빌앤더스오피스텔)|||80217
말자싸롱|전북무주점|127.6618508|36.0073899|말자싸롱|063-322-1661|전라북도 무주군 무주읍 주계로 8길 10|||AM05:00~AM03:00|||||말자싸롱 전북무주점||||80217
말자싸롱|대구지산점|128.6390936|35.8227403|말자싸롱|053-782-0997|대구광역시 수성구 지범로31길 9|||AM05:00~AM03:00|||||말자싸롱 대구지산점|(지산동)|||80217
말자싸롱|충남태안점|126.3058721|36.7476637|말자싸롱|041-673-1018|충청남도 태안군 태안읍 동문 6길 4|||AM05:00~AM03:00|||||말자싸롱 충남태안점||||80217
말자싸롱|아산음봉점|127.0730096|36.8389992|말자싸롱|041-534-1983|충청남도 아산시 음봉면 음봉로 567|||AM05:00~AM03:00|||||말자싸롱 아산음봉점|(더샵레이크사이드아파트) 101호|||80217
말자싸롱|평택포승점|126.8434931|36.9876896|말자싸롱|031-8029-9070|경기도 평택시 포승읍 여술로 7|||AM05:00~AM03:00|||||말자싸롱 평택포승점|(스마트빌듀오2차) 120호|||80217
말자싸롱|대구시지광장점|128.7082013|35.8387559|말자싸롱|053-295-9069|대구광역시 수성구 신매로19길 10|||AM05:00~AM03:00|||||말자싸롱 대구시지광장점|(신매동)|||80217
말자싸롱|동해효가점|129.1095691|37.4866066|말자싸롱|033-535-3977|강원도 동해시 청운1길 55-1|||AM05:00~AM03:00|||||말자싸롱 동해효가점|다동 3,4호 (나안동)|||80217
말자싸롱|익산모현점|126.9397940|35.9508972|말자싸롱|063-861-5738|전북 익산시 선화로 3길 17|||AM05:00~AM03:00|||||말자싸롱 익산모현점|1층 (모현동1가)|||80217
말자싸롱|대구사수점|128.5153189|35.8960599|말자싸롱|053-311-7840|대구광역시 북구 한강로 6길 14|||AM05:00~AM03:00|||||말자싸롱 대구사수점|1동 1층 106호|||80217
말자싸롱|전주송천점|127.1226588|35.8667698|말자싸롱|063-278-3337|전라북도 전주시 덕진구 붓내3길 9|||AM05:00~AM03:00|||||말자싸롱 전주송천점|(송천동 2가) 1층|||80217
말자싸롱|천안차암점|127.1023366|36.8407709|말자싸롱|041-621-1030|충청남도 천안시 서북구 밤개울2길 1-3|||AM05:00~AM03:00|||||말자싸롱 천안차암점|1층 102호 (차암동 466)|||80217
말자싸롱|구미신평점|128.3621236|36.1240804|말자싸롱|054-463-1001|경상북도 구미시 야은로 757|||AM05:00~AM03:00|||||말자싸롱 구미신평점|1층 (신평동)|||80217
말자싸롱|창원상남점|128.6848359|35.2206942|말자싸롱|055-267-0434|경상남도 창원시 성산구 마디미로37번길 11|||AM05:00~AM03:00|||||말자싸롱 창원상남점|넥스타운 101호|||80217
말자싸롱|천안안서점|127.1790705|36.8313387|말자싸롱|041-557-5119|충청남도 천안시 동남구 각원사길 59-6|||AM05:00~AM03:00|||||말자싸롱 천안안서점|1층 (안서동 252-1)|||80217
말자싸롱|수원북문점|127.0137338|37.2915543|말자싸롱|031-244-0339|경기도 수원시 장안구 정조로934번길 21|||AM05:00~AM03:00|||||말자싸롱 수원북문점||||80217
말자싸롱|목포산정점|126.3760053|34.8083284|말자싸롱|061-273-5747|전라남도 목포시 원산중앙로 32|||AM05:00~AM03:00|||||말자싸롱 목포산정점|제1층 제103호|||80217
말자싸롱|인천구월광장점|126.7022326|37.4451451|말자싸롱|032-423-4689|인천광역시 남동구 성말로 16|||AM05:00~AM03:00|||||말자싸롱 인천구월광장점|105호 (구월동 신현파크프라자)|||80217
말자싸롱|대구이곡점|128.5046384|35.8537333|말자싸롱|070-8196-1004|대구광역시 달서구 이곡서로 21|||AM05:00~AM03:00|||||말자싸롱 대구이곡점|서강상가 103호|||80217
말자싸롱|삼척교동점|129.1768933|37.4482027|말자싸롱|033-576-0070|강원도 삼척시 청석로 71|||AM05:00~AM03:00|||||말자싸롱 삼척교동점||||80217
말자싸롱|정읍수성점|126.8561802|35.5811434|말자싸롱|063-537-1670|전라북도 정읍시 수성 2로 45|||AM05:00~AM03:00|||||말자싸롱 정읍수성점|(수성동)|||80217
말자싸롱|오산운암점|127.0759724|37.1480756|말자싸롱|031-835-7116|경기도 오산시 운암로 19|||AM05:00~AM03:00|||||말자싸롱 오산운암점|(원동,108호)|||80217
말자싸롱|대전둔산을지점|127.3799811|36.3547365|말자싸롱|042-482-8187|대전광역시 서구 대덕대로 248|||AM05:00~AM03:00|||||말자싸롱 대전둔산을지점|넥서스밸리A동 104호 (둔산동)|||80217
말자싸롱|군산산북점|126.6788542|35.9689648|말자싸롱|063-471-7832|전라북도 군산시 칠성로 157|||AM05:00~AM03:00|||||말자싸롱 군산산북점|101 (산북동,101호~102호)|||80217
말자싸롱|인천연수역점|126.6776575|37.4164788|말자싸롱|032-221-3171|인천광역시 연수구 먼우금로 218|||AM05:00~AM03:00|||||말자싸롱 인천연수역점|(연수동,연수푸르지오3단지 씨동 109,110호)|||80217
말자싸롱|천안목천부영점|127.17915|36.7605083|말자싸롱|041-551-9007|충청남도 천안시 동남구 목천읍 삼성5길 62|||AM05:00~AM03:00|||||말자싸롱 천안목천부영점|107 (제일아이조움프라자1층)|||80217
말자싸롱|인천마전점|126.6680185|37.5967828|말자싸롱|032-563-9492|인천광역시 서구 완정로 57-1|||AM05;00~AM03:00|||||말자싸롱 인천마전점|102 (마전동,우림프라자 1층)|||80217
말자싸롱|당진신평점|126.7549060|36.8815091|말자싸롱|041-362-5503|충청남도 당진시 신평면 거산 3거리길 43|||AM05:00~AM03:00|||||말자싸롱 당진신평점||||80217
말자싸롱|안성한경대점|127.2652575|37.0134055|말자싸롱|031-672-2999|경기도 안성시 비룡1길 27|||AM05:00~AM03:00|||||말자싸롱 안성한경대점|(당왕동)|||80217
말자싸롱|독산씨티렉스점|126.8990831|37.4643950|말자싸롱|02-893-3979|서울특별시 금천구 시흥대로 399|||AM05:00~AM03:00|||||말자싸롱 독산씨티렉스점|114호 (독산동,시티렉스)|||80217
말자싸롱|세종아름점|127.2505495|36.5117186|말자싸롱|044-866-5306|세종특별자치시 보듬3로 92|||AM05:00~AM03:00|||||말자싸롱 세종아름점|(아름동,해피라움2차 1층 131호)|||80217
말자싸롱|서산동문점|126.4626830|36.7794047|말자싸롱|041-667-5506|충청남도 서산시 율지16로 27|||AM05:00~AM03:00|||||말자싸롱 서산동문점|(동문동)|||80217
말자싸롱|유성온천점|127.3433797|36.3561374|말자싸롱|042-826-0826|대전광역시 유성구 온천로 45|||AM05:00~AM03:00|||||말자싸롱 유성온천점|113 ( 봉명동,1층)|||80217
말자싸롱|강릉대학로점|128.8937857|37.7557976|말자싸롱|033-655-6911|강원도 강릉시 토성로 159|||AM05:00~AM03:00|||||말자싸롱 강릉대학로점|(임당동)|||80217
말자싸롱|세종첫마을점|127.2604320|36.4820971|말자싸롱|044-867-4888|세종특별자치시 한누리대로 193|||AM05:00~AM03:00|||||말자싸롱 세종첫마을점|(나성동,참미르빌딩 1층 105호)|||80217
말자싸롱|인천계산1호점|126.7290373|37.5372852|말자싸롱|032-544-6121|인천광역시 계양구 계산로 149|||AM05:00~AM03:00|||||말자싸롱 인천계산1호점|1층 3호 (계산동 영동프라자)|||80217
말자싸롱|충주칠금점|127.9183804|36.9826459|말자싸롱|043-857-8550|충청북도 충주시 계명대로 35|||AM05:00~AM03:00|||||말자싸롱 충주칠금점|(칠금동)|||80217
말자싸롱|대전가오점|127.455077|36.3064472|말자싸롱|042-273-6649|대전광역시 동구 은어송로51번길 12|||AM05:00~AM03:00|||||말자싸롱 대전가오점|(가오동,프리존빌딩109호)|||80217
말자싸롱|천안쌍용용암점|127.1205523|36.8019945|말자싸롱|041-573-8550|충청남도 천안시 서북구 쌍용9길 10|||AM05:00~AM03:00|||||말자싸롱 천안쌍용용암점|102 (쌍용동,다래하우스)|||80217
말자싸롱|용인김량장점|127.1989351|37.2334616|말자싸롱|031-334-9900|경기도 용인시 처인구 중부대로 1391|||AM05:00~AM03:00|||||말자싸롱 용인김량장점|1층 (김량장동)|||80217
말자싸롱|논산시청점|127.1009956|36.1866756|말자싸롱|041-736-6766|충청남도 논산시 시민로 210번길 38|||AM05:00~AM03:00|||||말자싸롱 논산시청점|(내동)|||80217
말자싸롱|구의역점|127.0848961|37.5403714|말자싸롱|02-457-1002|서울특별시 광진구 아차산로 51길 73|||AM05:00~AM03:00|||||말자싸롱 구의역점|(구의동,1층)|||80217
말자싸롱|창원봉곡점|128.6515351|35.2434896|말자싸롱|055-546-9012|경상남도 창원시 의창구 지귀로 12번길 25|||AM05:00~AM03:00|||||말자싸롱 창원봉곡점|(봉곡동,청학상가 105호,107호)|||80217
말자싸롱|주문진점|128.8246279|37.8854618|말자싸롱|033-662-2201|강원도 강릉시 주문진읍 연주로 372-1|||AM05:00~AM03:00|||||말자싸롱 주문진점||||80217
말자싸롱|여주터미널점|127.6364324|37.2914121|말자싸롱|031-884-5082|경기도 여주시 세종로 67번길 10|||AM05:00~AM03:00|||||말자싸롱 여주터미널점|1층-101 (홍문동)|||80217
말자싸롱|서산호수공원점|126.4486694|36.7738494|말자싸롱|041-668-8881|충청남도 서산시 호수공원4로 40|||AM05:00~AM03:00|||||말자싸롱 서산호수공원점|(예천동)|||80217
말자싸롱|제천청전점|128.2111586|37.1469250|말자싸롱|043-643-5820|충청북도 제천시 내제로 27길 2|||AM05:00~AM03:00|||||말자싸롱 제천청전점|(청전동)|||80217
말자싸롱|속초점|128.5750637|38.1956410|말자싸롱|033-363-3620|강원도 속초시 수복로 29|||AM05:00~AM03:00|||||말자싸롱 속초점|(교동)|||80217
말자싸롱|강릉포남점|128.9168354|37.7708573|말자싸롱|033-653-6614|강원도 강릉시 하평3길 16-1|||AM05:00~AM03:00|||||말자싸롱 강릉포남점|(포남동)|||80217
말자싸롱|광혜원점|127.4387633|36.9920837|말자싸롱|043-534-0907|충청북도 진천군 광혜원면 화랑5길 16|||AM05:00~AM03:00|||||말자싸롱 광혜원점|1층 102호|||80217
말자싸롱|음성금왕점|127.5845135|36.9907235|말자싸롱|043-883-0434|충청북도 음성군 금왕읍 무극로 204-1|||AM05:00~AM03:00|||||말자싸롱 음성금왕점||||80217
말자싸롱|대전덕암점|127.4230543|36.4385091|말자싸롱|042-933-8433|대전광역시 대덕구 덕암로 201|||AM05:00~AM03:00|||||말자싸롱 대전덕암점|(덕암동,1층)|||80217
말자싸롱|남양주별내1호점|127.1142942|37.6508633|말자싸롱|031-573-8381|경기도 남양주시 별내5로5번길 4-79|||AM05:00~AM03:00|||||말자싸롱 남양주별내1호점|(별내동 1층)|||80217
말자싸롱|평택안중점|126.9206886|36.9787301|말자싸롱|031-684-5368|경기도 평택시 안중읍 현화중앙길 1|||AM05:00~AM03:00|||||말자싸롱 평택안중점|(세연프라자114호)|||80217
말자싸롱|동해평릉점|129.1131582|37.5317572|말자싸롱|033-535-8445|강원도 동해시 하평로 72|||AM05:00~AM03:00|||||말자싸롱 동해평릉점|106호 (평릉동)|||80217
말자싸롱|원주단관점|127.9569749|37.3227157|말자싸롱|033-763-3579|강원도 원주시 단구로 377|||AM05:00~AM03:00|||||말자싸롱 원주단관점|(단구동)|||80217
말자싸롱|청주용정점|127.5180812|36.6289551|말자싸롱|043-291-2915|충청북도 청주시 상당구 용정로38번길 21|||AM05:00~AM03:00|||||말자싸롱 청주용정점|102 (용정동)|||80217
말자싸롱|청주서원대점|127.4848641|36.6224212|말자싸롱|043-288-2718|충청북도 청주시 서원구 서원남로 28-2|||AM05:00~AM03:00|||||말자싸롱 청주서원대점|(모충동,1층)|||80217
말자싸롱|안산한대앞역점|126.8446999|37.3012250|말자싸롱|031-501-0927|경기도 안산시 상록구 광덕1로 376|||AM05:00~AM03:00|||||말자싸롱 안산한대앞역점|117 (이동,한대프라자)|||80217
말자싸롱|당진터미널점|126.6462379|36.9010192|말자싸롱|041-354-5055|충청남도 당진시 밤절로 132-99|||AM05:00~AM03:00|||||말자싸롱 당진터미널점|(수청동)|||80217
말자싸롱|진주평거점|128.0662305|35.1726269|말자싸롱|055-745-5553|경상남도 진주시 신평공원길 39번길 11|||AM05:00~AM03:00|||||말자싸롱 진주평거점|(평거동,1층)|||80217
말자싸롱|대구침산점|128.5859651|35.8900007|말자싸롱|053-341-7276|대구광역시 북구 침산남로19길 9|||AM05:00~AM03:00|||||말자싸롱 대구침산점|102-113 (청구타운)|||80217
말자싸롱|원주문막점|127.8292126|37.3230874|말자싸롱|033-734-3006|강원도 원주시 문막읍 왕건로 41|||AM05:00~AM03:00|||||말자싸롱 원주문막점|4호|||80217
말자싸롱|아산장재점|127.0930743|36.7834392|말자싸롱|041-547-5892|충청남도 아산시 배방읍 새아산로 20-10|||AM05:00~AM03:00|||||말자싸롱 아산장재점|1층 101호|||80217
말자싸롱|김해삼계점|128.8694828|35.2624409|말자싸롱|055-312-1255|경상남도 김해시 해반천로 168번길 18-17|||AM05:00~AM03:00|||||말자싸롱 김해삼계점|(삼계동)|||80217
말자싸롱|동두천지행점|127.0525960|37.8921043|말자싸롱|031-867-2718|경기도 동두천시 지행로 50|||AM05:00~AM03:00|||||말자싸롱 동두천지행점|202 (지행동,성지에스앤비타워)|||80217
말자싸롱|용인둔전점|127.2304750|37.2779083|말자싸롱|031-335-9435|경기도 용인시 처인구 포곡읍 포곡로 83|||AM05:00~AM03:00|||||말자싸롱 용인둔전점||||80217
말자싸롱|청주수곡점|127.4799507|36.6172925|말자싸롱|043-286-0246|충청북도 청주시 서원구 구룡산로 326번길 29|||AM05:00~AM03:00|||||말자싸롱 청주수곡점|(수곡동,1층)|||80217
말자싸롱|안성공도점|127.1695458|36.9996066|말자싸롱|031-652-0618|경기도 안성시 공도읍 공도로 77|||AM05:00~AM03:00|||||말자싸롱 안성공도점|(다동좌호)|||80217
말자싸롱|아산모종점|127.0112238|36.7833357|말자싸롱|041-545-9668|충청남도 아산시 삼동로 36|||AM05:00~AM03:00|||||말자싸롱 아산모종점|(모종동)|||80217
말자싸롱|대전월평점|127.3784226|36.3616922|말자싸롱|042-544-0092|대전광역시 서구 월평북로 90|||AM05:00~AM03:00|||||말자싸롱 대전월평점|(월평동,1층)|||80217
말자싸롱|대전한남대점|127.4276831|36.3510737|말자싸롱|042-623-3374|대전광역시 동구 한남로7번길 3|||AM05:00~AM03:00|||||말자싸롱 대전한남대점|1층 (홍도동)|||80217
말자싸롱|기흥구청점|127.1126181|37.2803972|말자싸롱|031-275-3382|경기도 용인시 기흥구 구갈로 72번길 10-1|||AM05:00~AM03:00|||||말자싸롱 기흥구청점||||80217
말자싸롱|대전복수점|127.3849508|36.3504395|말자싸롱|042-585-9263|대전광역시 광역시 서구 복수남로 40-3|||AM05:00~AM03:00|||||말자싸롱 대전복수점|101 (복수동)|||80217
말자싸롱|천안백석점|127.1258824|36.8307121|말자싸롱|041-556-6233|충청남도 천안시 서북구 한들3로 78-23|||AM05:00~AM03:00|||||말자싸롱 천안백석점|101 (백석동)|||80217
말자싸롱|대전시청점|127.3882922|36.3509828|말자싸롱|042-488-8802|대전광역시 서구 둔산로 130|||AM05:00~AM03:00|||||말자싸롱 대전시청점|(둔산동,대덕프라자 125호)|||80217
말자싸롱|천안성정현대점|127.1373786|36.8246391|말자싸롱|041-577-4062|충청남도 천안시 서북구 쌍용대로 308-1|||AM05:00~AM03:00|||||말자싸롱 천안성정현대점|(성정동,1층)|||80217
말자싸롱|당진송악점|126.7833083|36.9419545|말자싸롱|070-8871-0579|충청남도 당진시 송악읍 신복운로 7길 16-1|||AM05:00~AM03:00|||||말자싸롱 당진송악점|(1층)|||80217
