##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@밀레
밀레|롯데팩토리아울렛인천점|||밀레|032-728-2702|인천광역시 중구 서해대로209번길 2||||||||밀레 롯데팩토리아울렛인천점|롯데팩토리아울렛인천점 2층|||91001
밀레|강릉경포점|||밀레|033-655-5500||강원 강릉시 죽헌동 326|||||||밀레 강릉경포점||||91001
밀레|리컴퍼니점|||밀레|||경기 광주시 장지동 388-15|||||||밀레 리컴퍼니점|리컴퍼니 물류센터|||91001
밀레|현대아울렛김포점|||밀레|031-8048-2805|김포시 고촌읍 아라육로 152번길 100||||||||밀레 현대아울렛김포점|김포현대프리미엄아울렛 타워죤 3층,밀레|||91001
밀레|NC수원점|||밀레|031-8065-3828||경기 수원시 권선구 권선동 1189|||||||밀레 NC수원점|NC수원점 3F|||91001
밀레|덕평직영점|||밀레|031-633-2774|경기도 이천시 덕이로154번길 287-76||||||||밀레 덕평직영점|덕평휴게소내 밀레|||91001
밀레|인천만수점|||밀레|032-220-9400|인천광역시 남동구 백범로 153||||||||밀레 인천만수점|산성빌딩|||91001
밀레|나파피리청담동점|||밀레|02-512-0762|서울특별시 강남구 선릉로158길 7||||||||밀레 나파피리청담동점||||91001
밀레|나파피리더릿지354점|||밀레|033-336-0354||강원도 평창군 대관령면 횡계리 354|||||||밀레 나파피리더릿지354점||||91001
밀레|더릿지354점|||밀레|033-336-0354|강원도 평창군 올림픽로 169||||||||밀레 더릿지354점||||91001
밀레|롯데아울렛동부산점|||밀레|051-901-2591||부산 기장군 기장읍 당사리 64|||||||밀레 롯데아울렛동부산점|롯데몰 2층 동부산점|||91001
밀레|롯데아울렛구리점|||밀레|031-8034-2429|경기 구리시 인창동 동구릉로 136번길 47||||||||밀레 롯데아울렛구리점|롯데아울렛구리점 4층|||91001
밀레|롯데아울렛광명점|||밀레|02-6226-2416|경기도 광명시 일직로 17||||||||밀레 롯데아울렛광명점|롯데아울렛광명점4F|||91001
밀레|롯데수원점|||밀레|031-8066-0572|경기도 수원시 권선구 세화로 124||||||||밀레 롯데수원점|롯데백화점수원점 5층|||91001
밀레|롯데분당점|||밀레|031-738-2549|경기도 성남시 분당구 황새울로200번길 45||||||||밀레 롯데분당점|롯데백화점 4F|||91001
밀레|부산녹산점|||밀레|051-971-7033|부산광역시 강서구 낙동남로 674||||||||밀레 부산녹산점||||91001
밀레|익산팔봉점|||밀레|063-838-1313|전라북도 익산시 무왕로 1516||||||||밀레 익산팔봉점||||91001
밀레|롯데아울렛고양터미널점|||밀레|031-936-3706|경기도 고양시 일산동구 중앙로 1036||||||||밀레 롯데아울렛고양터미널점|롯데백화점 3층|||91001
밀레|구미인동점|||밀레|054-476-4499|경상북도 구미시 수출대로 486||||||||밀레 구미인동점||||91001
밀레|곤지암모다점|||밀레|031-761-8671|경기도 광주시 경충대로 907||||||||밀레 곤지암모다점|모다아울렛 2F|||91001
밀레|AK수원점|||밀레|031-240-1424|경기도 수원시 팔달구 매산로 1||||||||밀레 AK수원점|ak플라자 4층밀레|||91001
밀레|군산나운점|||밀레|063-463-0615|전라북도 군산시 공단대로 448||||||||밀레 군산나운점|밀레|||91001
밀레|경주모다점|||밀레|054-620-2999|경상북도 경주시 산업로 4930||||||||밀레 경주모다점|경주모다아울렛|||91001
밀레|나파피리인터넷쇼핑몰점|||밀레||서울특별시 마포구 월드컵북로 402||||||||밀레 나파피리인터넷쇼핑몰점|KGIT 센터 KGIT빌딩 8층 (주)밀레 나파피리사업부|||91001
밀레|군산수송점|||밀레|063-467-4807|전라북도 군산시 월명로 269||||||||밀레 군산수송점|1001안경.콘텍트|||91001
밀레|롯데부평점|||밀레|032-452-2459|인천광역시 부평구 부평문화로 35||||||||밀레 롯데부평점|롯데백화점 부평점 4F|||91001
밀레|롯데안산점|||밀레|031-412-7862|경기도 안산시 단원구 고잔1길 12||||||||밀레 롯데안산점|롯데백화점안산점 4|||91001
밀레|울산달동점|||밀레|052-260-0022|울산광역시 남구 삼산로 151||||||||밀레 울산달동점|밀레|||91001
밀레|롯데아울렛/이천점|||밀레|031-887-4719|경기 이천시 호법면 단천리 프리미엄 아울렛로 177-74||||||||밀레 롯데아울렛/이천점|1층|||91001
밀레|군산영동점|||밀레|063-446-6828|전라북도 군산시 죽성로 10||||||||밀레 군산영동점|밀레|||91001
밀레|수색직영점|||밀레|02-306-3520|서울 은평구 증산동 수색로 194||||||||밀레 수색직영점|1층|||91001
밀레|더릿지354삼청점|||밀레|02-736-1599|서울특별시 종로구 삼청로 61||||||||밀레 더릿지354삼청점|1층|||91001
밀레|평택장당점|||밀레|031-664-1016|경기도 평택시 경기대로 989||||||||밀레 평택장당점|평택프리미엄 아울렛 밀레|||91001
밀레|LF광양점|||밀레|061-815-4801||전라남도 광양시 광양읍 덕례리 739|||||||밀레 LF광양점|광양LF스퀘어 A동 3F|||91001
밀레|충남당진점|||밀레|041-358-7033|충남 당진시 서해로 6271-8||||||||밀레 충남당진점|당진패션타운 D동 103호|||91001
밀레|경기양주점|||밀레|031-894-2670|경기 양주시 회정동 브이플러스 3층 (평화로 1593) ||||||||밀레 경기양주점||||91001
밀레|퍼스트빌리지점|||밀레|041-536-0777|충청남도 아산시 해위안길 127||||||||밀레 퍼스트빌리지점|1동 1층|||91001
밀레|롯데아울렛부여점|||밀레|041-435-2707||충남 부여군 규암면 합정리 롯데아울렛부여점 |||||||밀레 롯데아울렛부여점||||91001
밀레|강원속초점|||밀레|033-635-2823|강원 속초시 금호동 중앙로 109-1||||||||밀레 강원속초점||||91001
밀레|아이파크용산점|||밀레|02-2012-4651|서울특별시 용산구 한강대로23길 55||||||||밀레 아이파크용산점|현대아이파크몰 6층|||91001
밀레|신세계사이먼부산점|||밀레|051-940-1316||부산 기장군 장안읍 좌동리 산32|||||||밀레 신세계사이먼부산점|316호|||91001
밀레|AK원주점|||밀레|033-811-5935|강원도 원주시 봉화로 1||||||||밀레 AK원주점|(단계동) AK프라자 5층 밀레|||91001
밀레|AK구로점|||밀레|02-6923-2522|서울특별시 구로구 구로중앙로 152||||||||밀레 AK구로점|애경백화점 AK플라자 구로점5층|||91001
밀레|전주평화점|||밀레|063-229-7783|전라북도 전주시 완산구 장승배기로 116||||||||밀레 전주평화점|205호,308-7호 (장승배기로 116)|||91001
밀레|롯데아울렛율하점|||밀레|053-960-2754|대구광역시 동구 안심로 80||||||||밀레 롯데아울렛율하점|(율하동) 롯데아울렛율하점 2층|||91001
밀레|롯데아울렛수완점|||밀레|062-616-2221||광주 광산구 장덕동 1678|||||||밀레 롯데아울렛수완점|1679번지 롯데아울렛수완점 A관 2층|||91001
밀레|롯데전주점|||밀레|063-289-3480|전라북도 전주시 완산구 온고을로 2||||||||밀레 롯데전주점|롯데백화점 4층|||91001
밀레|경북영덕점|||밀레|054-733-1235|경상북도 영덕군 영덕로 112||||||||밀레 경북영덕점||||91001
밀레|현대무역점|||밀레|02-3467-8857|서울특별시 강남구 테헤란로 517||||||||밀레 현대무역점|(삼성동) 무역센터현대백화점|||91001
밀레|신세계사이먼파주점|||밀레|031-8071-7164|경기도 파주시 탄현면 필승로 200||||||||밀레 신세계사이먼파주점|신세계사이먼파주점 (주)밀레|||91001
밀레|AK분당점|||밀레|010-2176-2334||경기 성남시 분당구 서현동 삼성플라자 263|||||||밀레 AK분당점|(황새울로 360번길 42)|||91001
밀레|NC송파점|||밀레|02-2157-5510|서울특별시 송파구 충민로 66||||||||밀레 NC송파점|가든파이브라이프 NC백화점 송파점 영관5층|||91001
밀레|롯데아울렛월드컵점|||밀레|062-606-2957|광주광역시 서구 금화로 240||||||||밀레 롯데아울렛월드컵점|월드컵경기장 롯데아울렛 광주월드컵점 2층|||91001
밀레|신세계센텀점|||밀레|051-745-1569|부산광역시 해운대구 센텀남대로 35||||||||밀레 신세계센텀점|(우동)|||91001
밀레|세이브존화정점|||밀레|070-8800-8831|경기도 고양시 덕양구 화정로 52||||||||밀레 세이브존화정점|(화정동) 지하2층 세이브존 화정점|||91001
밀레|롯데중동점|||밀레|032-320-7694|경기도 부천시 원미구 길주로 300||||||||밀레 롯데중동점|(중동) 롯데백화점중동점|||91001
밀레|현대울산점|||밀레|052-228-0970|울산광역시 남구 삼산로 261||||||||밀레 현대울산점|현대백화점 (울산점) 9층|||91001
밀레|현대울산동구점|||밀레|052-250-4456|울산광역시 동구 방어진순환도로 899||||||||밀레 현대울산동구점|현대백화점주차장 현대백화점 울산동구점 4층|||91001
밀레|롯데관악점|||밀레|02-3289-8532|서울특별시 관악구 봉천로 209||||||||밀레 롯데관악점|보라매 롯데캐슬 롯데백화점 관악점 5층|||91001
밀레|신세계광주점|||밀레|062-360-1253|광주 서구 죽봉대로 61||||||||밀레 신세계광주점|지하1층 밀레 광주점 6층|||91001
밀레|신세계영등포점|||밀레|02-2639-1989|서울특별시 영등포구 영중로 9||||||||밀레 신세계영등포점|(영등포동4가) 신세계백화점|||91001
밀레|동광주점|||밀레|062-264-9300|광주 북구 동문대로 209||||||||밀레 동광주점|(각화동 503-20)|||91001
밀레|롯데아울렛서울역점|||밀레|02-6965-2808|서울특별시 용산구 한강대로 405||||||||밀레 롯데아울렛서울역점|서울역 (철도역) 롯데아울렛 서울역점 4층 밀레|||91001
밀레|대구동명점|||밀레|054-977-8003|경상북도 칠곡군 경북대로 222||||||||밀레 대구동명점|경상북도 칠곡군 경북대로 222|||91001
밀레|롯데구리점|||밀레|031-550-7452|경기도 구리시 경춘로 261||||||||밀레 롯데구리점|롯데백화점 구리점 4층 밀레|||91001
밀레|롯데아울렛청주점|||밀레|043-717-2960|충청북도 청주시 흥덕구 2순환로 1004||||||||밀레 롯데아울렛청주점|(비하동) 롯데아울렛청주점|||91001
밀레|마리오아울렛점|||밀레|02-2067-3916|서울특별시 금천구 디지털로9길 23||||||||밀레 마리오아울렛점|(가산동)|||91001
밀레|롯데강남점|||밀레|02-531-2675|서울특별시 강남구 도곡로 401||||||||밀레 롯데강남점|롯데백화점 강남점 6층 밀레|||91001
밀레|현대충청점|||밀레|043-909-4415|충청북도 청주시 흥덕구 직지대로 308||||||||밀레 현대충청점|(복대동)|||91001
밀레|신세계경기점|||밀레|031-695-1763|경기도 용인시 수지구 포은대로 536||||||||밀레 신세계경기점|(죽전동)|||91001
밀레|롯데창원점|||밀레|055-279-3573|경상남도 창원시 성산구 중앙대로 124||||||||밀레 롯데창원점|롯데백화점창원점 4층 밀레|||91001
밀레|롯데영플청주점|||밀레|043-219-9252|충청북도 청주시 상당구 상당로 55||||||||밀레 롯데영플청주점|롯데백화점 청주영플라자점 5층 밀레|||91001
밀레|신세계의정부점|||밀레|031-8082-0627|경기도 의정부시 평화로 525||||||||밀레 신세계의정부점|의정부민자역사 신세계백화점 의정부점 6층 밀레|||91001
밀레|신세계강남점|||밀레|02-3479-1610|서울특별시 서초구 신반포로 176||||||||밀레 신세계강남점|신세계강남 밀레|||91001
밀레|롯데평촌점|||밀레|031-8086-9482|경기도 안양시 동안구 시민대로 180||||||||밀레 롯데평촌점|(호계동)|||91001
밀레|신세계마산점|||밀레|055-240-1594|경상남도 창원시 마산합포구 합포로 251||||||||밀레 신세계마산점|신세계백화점 마산점 6층 밀레|||91001
밀레|롯데광주점|||밀레|062-221-1686|광주광역시 동구 독립로 268||||||||밀레 롯데광주점|(대인동) 16층|||91001
밀레|세이대전점|||밀레|042-242-5156|대전광역시 중구 계백로 1700||||||||밀레 세이대전점|(문화동)|||91001
밀레|신세계스타일대전점|||밀레|042-615-1426|대전광역시 동구 동서대로 1689||||||||밀레 신세계스타일대전점|(용전동) 2층|||91001
밀레|롯데김포공항점|||밀레|02-6116-3448|서울특별시 강서구 하늘길 38||||||||밀레 롯데김포공항점|국제선청사 롯데백화점 김포공항점 4층 밀레|||91001
밀레|롯데아울렛파주점|||밀레|031-960-2718|경기도 파주시 회동길 390||||||||밀레 롯데아울렛파주점|284 롯데프리미엄아울렛 파주 B동 2층|||91001
밀레|김해진영점|||밀레|055-342-9988|경상남도 김해시 진산대로 230||||||||밀레 김해진영점|경상남도 김해시 진산대로 230|||91001
밀레|청주가경점|||밀레|043-235-5799|충청북도 청주시 흥덕구 가경로 9-8||||||||밀레 청주가경점|(가경동)|||91001
밀레|울산동구점|||밀레|052-233-3642|울산광역시 동구 방어진순환도로 575||||||||밀레 울산동구점|밀레|||91001
밀레|전주고사점|||밀레|063-255-0789|전라북도 전주시 완산구 문화광장로 7||||||||밀레 전주고사점|고사동 4-1번지 밀레|||91001
밀레|전남여수점|||밀레|061-666-1921|전라남도 여수시 진남상가길 27-1||||||||밀레 전남여수점|교동257|||91001
밀레|충북제천점|||밀레|043-653-9911|충청북도 제천시 의림대로 173||||||||밀레 충북제천점||||91001
밀레|영천점|||밀레|054-332-7300|경상북도 영천시 최무선로 104||||||||밀레 영천점|밀레|||91001
밀레|롯데아울렛이시아점|||밀레|053-945-2625|대구광역시 동구 팔공로49길 16||||||||밀레 롯데아울렛이시아점|(봉무동) 롯데몰이시아폴리스점 2층|||91001
밀레|북한산성점|||밀레|02-351-4770|서울특별시 은평구 대서문길 15-11||||||||밀레 북한산성점|(진관동)|||91001
밀레|거제고현점|||밀레|055-632-3320|경상남도 거제시 서문로 70||||||||밀레 거제고현점|옥재철정형외과 경상남도 거제시 서문로 70|||91001
밀레|롯데대전점|||밀레|042-601-2625|대전광역시 서구 계룡로 598||||||||밀레 롯데대전점|(괴정동) 롯데백화점 대전점 6층 밀레|||91001
밀레|인천계양점|||밀레|032-541-4040|인천광역시 계양구 계산천동로 1||||||||밀레 인천계양점|(계산동)|||91001
밀레|갤러리아천안점|||밀레|041-412-9592|충청남도 천안시 서북구 공원로 227||||||||밀레 갤러리아천안점|갤러리아백화점 센터시티점 5층|||91001
