##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@카파
카파|평택장당점|127.06907890000002|37.0337354|카파|031-611-8988||경기도 평택시 장당동 154-2|||||||카파 평택장당점||||91001
카파|롯데청주아울렛점|127.42137350000007|36.6446247|카파|043-717-2944||충청북도 청주시 흥덕구 비하동 332-1|||||||카파 롯데청주아울렛점|롯데청주아울렛 3층|||91001
카파|서대전모다아울렛점|127.32322010000007|36.3129987|카파|042-543-0068||대전 유성구 대정동 303-2|||||||카파 서대전모다아울렛점|대전모다아울렛 2층|||91001
카파|광주아울렛점|126.83347839999999|35.1408411|카파|062-382-0123|광주광역시 서구 상무대로 627||||||||카파 광주아울렛점|1층 140호|||91001
카파|대구모다아울렛점|128.49139260000004|35.8358511|카파|053-581-6636||대구광역시 달서구 호림동 16|||||||카파 대구모다아울렛점|대구모다아울렛 2층|||91001
카파|곤지암모다아울렛점|127.31257490000007|37.3632655|카파|031-764-7769||경기 광주시 초월읍 산이리 77-6|||||||카파 곤지암모다아울렛점|모다아울렛 2층|||91001
카파|진주모다아울렛점|128.1002615|35.1205292|카파|055-923-1036||경남 진주시 정촌면 예하리 1276-1|||||||카파 진주모다아울렛점|모다아울렛 1층|||91001
카파|롯데광명아울렛점|126.88293450000003|37.4241619|카파|02-6226-2380||경기도 광명시 일직동 500|||||||카파 롯데광명아울렛점|롯데광명아울렛 3층|||91001
카파|롯데동부산아울렛점|129.21235350000006|35.1924478|카파|051-901-2626|부산광역시 기장군 기장읍 기장해안로 147||||||||카파 롯데동부산아울렛점|롯데아울렛동부산점 2층|||91001
카파|롯데구리아울렛점|127.1405509|37.6118493|카파|031-8034-2520||경기도 구리시 인창동 419-7|||||||카파 롯데구리아울렛점|롯데 구리 아울렛 5층|||91001
카파|뉴코아인천점|126.70074309999995|37.4442249|카파|032-430-5715||인천광역시 남동구 구월동 1465-1|||||||카파 뉴코아인천점|뉴코아인천점 5층|||91001
카파|뉴코아엑스코점|128.61036869999998|35.9052073|카파|053-381-8548||대구광역시 북구 산격2동 1668|||||||카파 뉴코아엑스코점|NC 아울렛 엑스코점 2층|||91001
카파|원주모다아울렛점|127.88591359999998|37.34272989999999|카파|070-7769-3454||원주시 흥업면 사제리 산140|||||||카파 원주모다아울렛점||||91001
카파|안산한양대점|126.84466420000001|37.3049425|카파|031-409-5886||경기도 안산시 상록구 사동 1530|||||||카파 안산한양대점|b동 140호|||91001
카파|뉴코아괴정점|128.99406610000005|35.0989365|카파|051-209-5452||부산광역시 사하구 괴정3동 961-1|||||||카파 뉴코아괴정점|뉴코아아울렛괴정점|||91001
카파|화정세이브존점|126.83241099999998|37.634859|카파|031-971-0085|경기도 고양시 덕양구 화정로 52||||||||카파 화정세이브존점|세이브존 화정점 지하1층 카파|||91001
카파|오산모다아울렛점|127.0460051|37.1927852|카파|031-8043-3154||경기도 오산시 외삼미동 559|||||||카파 오산모다아울렛점||||91001
카파|간석홈플러스점|126.68938019999996|37.4694211|카파|032-505-6100||인천시 남동구 간석동 616-4|||||||카파 간석홈플러스점|간석홈플러스 1F 카파|||91001
카파|유성홈플러스점|127.33039880000001|36.3653176|카파|042-824-0406|대전광역시 유성구 한밭대로 502||||||||카파 유성홈플러스점|유성홈플러스 3F 카파|||91001
카파|울산모다아울렛점|129.35609339999996|35.5781014|카파|052-935-3028|울산광역시 북구 진장유통로 77-2||||||||카파 울산모다아울렛점||||91001
카파|창원대동점|128.6846402|35.2236469|카파|055-212-8925|경상남도 창원시 성산구 원이대로 730||||||||카파 창원대동점|대동백화점 카파|||91001
카파|고흥점|127.28437209999993|34.607363|카파|061-834-1625||전라남도 고흥군 고흥읍 남계리 631-20|||||||카파 고흥점|카파|||91001
카파|2001중계점|127.06786680000004|37.6412281|카파|02-3399-8528||서울시 노원구 중계3동 509|||||||카파 2001중계점|2001아울렛중계점 지하1층 카파|||91001
카파|롯데구리점|127.14377880000006|37.6026812|카파|031-550-7544||경기도 구리시 인창동 677|||||||카파 롯데구리점|롯데백화점 구리점 5층 카파|||91001
카파|2001철산점|126.86711939999998|37.4752118|카파|02-2060-7815||경기도 광명시 철산동 261|||||||카파 2001철산점|2001아울렛철산점 1층 카파|||91001
카파|김천모다아울렛점|128.29229740000005|36.1663493|카파|070-7826-9909||경상북도 김천시 아포읍 송천리 1층 카파 |||||||카파 김천모다아울렛점||||91001
카파|행담도모다아울렛점|126.8093267|36.9409957|카파|041-970-2311||충청남도 당진시 신평면 매산리 516-4|||||||카파 행담도모다아울렛점||||91001
카파|홍성점|126.66402820000007|36.6011489|카파|041-631-5511|충청남도 홍성군 홍성읍 아문길 29번길 카파 ||||||||카파 홍성점||||91001
카파|봉담점|126.94075559999999|37.2003756|카파|031-298-2970||경기도 화성시 봉담읍 왕림리 산54|||||||카파 봉담점|트레보아울렛 d동 108호 카파|||91001
카파|대전용전점|127.4355577|36.3560624|카파|070-7761-5789||대전광역시 동구 용전동 49-5|||||||카파 대전용전점|카파|||91001
카파|서평택점|126.94693129999996|36.9942141|카파|031-683-0723||경기도 평택시 안중읍 금곡리 371-1|||||||카파 서평택점||||91001
카파|고창점|126.69552220000003|35.4343605|카파|063-563-3533||전라북도 고창군 고창읍 616-88|||||||카파 고창점||||91001
카파|나주점|126.71883219999995|35.03304809999999|카파|061-334-5152||전라남도 나주시 중앙동 29|||||||카파 나주점|카파|||91001
카파|양평점|127.49172729999998|37.4887253|카파|031-774-5066|경기도 양평군 양평읍 양근로 206||||||||카파 양평점||||91001
카파|의정부홈플러스점|127.07055790000004|37.7512909|카파|031-851-5890|경기도 의정부시 청사로 38||||||||카파 의정부홈플러스점|홈플러스의정부점 3층 카파|||91001
카파|인천모다아울렛점|126.64346890000001|37.5131942|카파|032-288-7714||인천광역시 서구 원창동 381-69|||||||카파 인천모다아울렛점|모다아울렛 인천점 1층 카파|||91001
카파|양산모다아울렛점|129.0281781|35.3389564|카파|055-911-7116|경상남도 양산시 중부로 2||||||||카파 양산모다아울렛점|모다아울렛 양산점 1층 카파|||91001
카파|롯데본점영플라자점|126.97872770000003|37.5643593|카파|02-2118-5306||서울특별시 중구 소공동 118|||||||카파 롯데본점영플라자점|롯데영플라자 명동점 4층|||91001
카파|롯데센트럴스퀘어점|129.06112589999998|35.1514547|카파|051-900-2082||부산광역시 부산진구 부전2동 537-9|||||||카파 롯데센트럴스퀘어점||||91001
카파|서창점|129.1669688|35.414205|카파|055-382-0501||경상남도 양산시 삼호동 1005-10|||||||카파 서창점||||91001
카파|현대신촌점|126.93579769999996|37.5560736|카파|02-3145-1571||서울시 서대문구 창천동 30-33|||||||카파 현대신촌점|현대백화점 신촌점 7층 카파|||91001
카파|진천점|127.44401059999995|36.8576081|카파|043-533-2513||충북 진천군 진천읍 읍내리 47|||||||카파 진천점|1층|||91001
카파|뉴코아울산점|129.3307588|35.5375769|카파|052-228-3797|울산광역시 남구 삼산로 217||||||||카파 뉴코아울산점|뉴코아울산|||91001
카파|마리오아울렛점|126.88598869999998|37.4803077|카파|02-2067-2128|서울시 금천구 디지털로 9길 23||||||||카파 마리오아울렛점|마리오아울렛 2관 3층|||91001
카파|이마트청주점|127.48903189999998|36.6424341|카파|043-287-7570||충북 청주시 서원구 미평동 123-1|||||||카파 이마트청주점|이마트 청주점 1층|||91001
카파|향남홈플러스점|126.9218482|37.1306958|카파|031-366-1735||경기도 화성시 향남읍 행정리 487-1|||||||카파 향남홈플러스점|1층|||91001
카파|롯데남악아울렛점|126.46175319999997|34.8048793|카파|061-801-2223|전라남도 무안군 남악로 162번길 ||||||||카파 롯데남악아울렛점||||91001
카파|뉴코아해운대점|129.1770927|35.1705843|카파|051-709-5911|부산광역시 해운대구 해운대로 813||||||||카파 뉴코아해운대점|5층|||91001
카파|안동홈플러스점|128.70663620000005|36.5673961|카파|054-854-5888|경상북도 안동시 경동로 656||||||||카파 안동홈플러스점|홈플러스 안동점 3층 카파|||91001
카파|진접홈플러스점|127.18879190000007|37.7215024|카파|031-575-1347||경기도 남양주시 진접읍 장현리 216-1|||||||카파 진접홈플러스점|홈플러스 진접점 1층 카파|||91001
카파|순천모다아울렛점|127.54434990000004|34.9253367|카파|061-902-8028||전라남도 순천시 해룡면 남가리 99|||||||카파 순천모다아울렛점|순천모다아울렛 지하1층|||91001
카파|이마트포항점|129.3980639|35.9920307|카파|054-281-2660||경상북도 포항시 남구 인덕동 161-176|||||||카파 이마트포항점|지하2층|||91001
카파|논산점|127.08494180000002|36.2052719|카파|041-733-4845|충청남도 논산시 해월로 167번길 3||||||||카파 논산점|카파|||91001
카파|이마트은평점|126.92011309999998|37.6003074|카파|02-351-9979||서울특별시 은평구 응암동 90-1|||||||카파 이마트은평점|이마트 은평점 6층 카파|||91001
카파|대백아울렛점|128.62644309999996|35.8709983|카파|053-770-1662||대구 동구 신천동 395-5|||||||카파 대백아울렛점|대백아울렛 4층|||91001
카파|롯데마트삼산점|126.73202300000003|37.5078154|카파|032-511-9560||인천광역시 부평구 삼산동 465-1|||||||카파 롯데마트삼산점|롯데마트 삼산점 1층|||91001
카파|현대가산아울렛점|126.88914399999999|37.477356|카파|02-2136-9911|현대가산아울렛 서울시 금천구 디지털로 10길 9||||||||카파 현대가산아울렛점|5층|||91001
카파|이마트서산점|126.4785316|36.7885297|카파|070-4203-6078|충천남도 서산시 서해로 3685||||||||카파 이마트서산점|이마트 서산점 지하1층 카파|||91001
카파|NC송파점|127.12494319999996|37.4776339|카파|02-2157-5367|서울시 송파구 충민로 66||||||||카파 NC송파점|(문정동 634) 가든파이브라이프 4층|||91001
카파|2001부평점|126.71063660000004|37.490706|카파|032-363-5738|인천광역시 부평구 경원대로 1277||||||||카파 2001부평점|2001아울렛부평점|||91001
카파|동아쇼핑점|128.59177899999997|35.8662974|카파|053-251-3992|대구광역시 중구 달구벌대로 2085||||||||카파 동아쇼핑점|동아백화점 쇼핑점 5층|||91001
카파|뉴코아일산점|126.77681540000003|37.654538|카파|031-960-5913||경기 고양시 일산동구 마두동 797-|||||||카파 뉴코아일산점|2 뉴코아아울렛 지하2층|||91001
카파|롯데마트춘천점|127.7180194|37.8687924|카파|070-8814-5318|강원도 춘천시 방송길 84||||||||카파 롯데마트춘천점|롯데마트2층|||91001
카파|롯데대구점|||카파|053-660-3540||대구 광역시 북구 칠성동 2가 302|||||||카파 롯데대구점|-155 롯데백화점 7층|||91001
카파|뉴코아평촌점|126.95075250000002|37.3891207|카파|031-380-1336|경기도 안양시 동안구 동안로 119||||||||카파 뉴코아평촌점|5층|||91001
카파|신세계하남점|127.23661100000004|37.54341910000001|카파|031-8072-1660|경기도 하남시 미사대로 750||||||||카파 신세계하남점|신세계 하남 스타필드점 3층|||91001
카파|롯데마산점|128.57341010000005|35.2014039|카파|055-240-5591|경남 창원시 마산 합포구 동서동로 18||||||||카파 롯데마산점|롯데백화점 마산점 5층|||91001
카파|신세계충청점|127.15656250000006|36.8195559|카파|041-640-5517|충남 천안시 동남구 만남로 43||||||||카파 신세계충청점|신세계 백화점 충청점 3층|||91001
카파|NC고잔점|126.83098819999998|37.3132469|카파|031-436-4543|경기도 안산시 단원구 광덕대로 194||||||||카파 NC고잔점|NC 고잔점 B관 4층|||91001
카파|롯데원흥아울렛점|126.8626855|37.6292426|카파|031-8035-2870|경기도 고양시 덕양구 권율대로 420||||||||카파 롯데원흥아울렛점|롯데아울렛 원흥점 B1|||91001
카파|남양주모다아울렛점|||카파|031-514-8442||경기도 구리시 갈매동 268-3|||||||카파 남양주모다아울렛점|모다아울렛|||91001
카파|롯데동대문피트인점|127.00699570000006|37.5657365|카파|02-6262-4021|서울시 중구 을지로 264||||||||카파 롯데동대문피트인점|롯데 피트인 지하1층|||91001
카파|롯데몰월드타워점|127.10304270000006|37.5200703|카파|02-3213-4321|서울시 송파구 올림픽로 300||||||||카파 롯데몰월드타워점|(신천동 29) 3층|||91001
카파|롯데고양아울렛점|126.78949|37.6434175|카파|031-936-3805||경기 고양시 일산동구 백석1동 1242|||||||카파 롯데고양아울렛점|롯데고양아울렛 4층|||91001
카파|뉴코아야탑점|127.12746240000001|37.4106406|카파|031-780-3227|경기 성남시 분당구 야탑로 81번길 11||||||||카파 뉴코아야탑점|뉴코아 아울렛 야탑점 신관 4층|||91001
카파|브이플러스양주점|127.05337380000003|37.8319151|카파|031-894-2443||경기 양주시 회정동 453-19|||||||카파 브이플러스양주점|LF스퀘어 양주점 3층|||91001
카파|롯데영등포점|126.90678439999999|37.51553699999999|카파|02-2630-6825|서울 영등포구 경인로 846||||||||카파 롯데영등포점|롯데백화점영등포점 8층|||91001
카파|신세계/센텀시티점|129.12974659999998|35.1687032|카파|051-745-1337|부산 해운대구 센텀남대로 35||||||||카파 신세계/센텀시티점|신세계백화점센텀시티점|||91001
카파|신세계/광주점|126.88267459999997|35.1604982|카파|062-360-1983|광주 서구 무진대로 932||||||||카파 신세계/광주점|신세계백화점 광주점 4층|||91001
카파|갤러리아진주점|128.08246499999996|35.19678|카파|010-5187-5032|경남 진주시 진주대로 1095||||||||카파 갤러리아진주점|갤러리아백화점진주점 5층|||91001
카파|삼척점|129.16423380000003|37.4430631|카파|033-573-1522||강원 삼척시 남양동 34-17|||||||카파 삼척점|카파|||91001
카파|안산원곡점|126.79066239999997|37.3296497|카파|031-495-8794|경기 안산시 단원구 다문화길 18||||||||카파 안산원곡점||||91001
카파|하단아트몰링점|128.96633599999996|35.1065693|카파|051-999-7424||부산 사하구 하단동 526-6|||||||카파 하단아트몰링점|6층 카파|||91001
카파|당진아울렛점|126.68125629999997|36.9056163|카파|041-970-2600|충남 당진시 서해로 6271-6||||||||카파 당진아울렛점|당진프리미엄 아울렛 C동 1층|||91001
카파|금천홈플러스점|126.89689739999994|37.4686308|카파|010-5226-7108|서울 금천구 시흥대로 391||||||||카파 금천홈플러스점|삼성홈플러스 1층|||91001
카파|안산홈플러스점|126.85007229999997|37.3171463|카파|010-9900-4373||경기 안산시 상록구 성포동 586|||||||카파 안산홈플러스점|홈플러스안산점|||91001
카파|이마트금정점|129.09063820000006|35.2498799|카파|||부산 금정구 구서동 368|||||||카파 이마트금정점|이마트 금정점 2층|||91001
카파|NC불광점|126.9287587|37.6097871|카파|02-350-8392|서울 은평구 불광로 20||||||||카파 NC불광점|NC백화점불광점|||91001
카파|현대동대문아울렛점|127.0076666|37.5686986|카파|02-2283-2528|서울 중구 장충단로13길 20||||||||카파 현대동대문아울렛점|현대시티타워 5층|||91001
카파|신세계스타필드고양점|126.89482229999999|37.6467805|카파||경기도 고양시 덕양구 고양대로 1955||||||||카파 신세계스타필드고양점||||91001
카파|김해진영점|128.71922199999995|35.3236855|카파|010-3585-7745||경상남도 김해시 진영읍 진영리 674-35|||||||카파 김해진영점||||91001
카파|현대대구아울렛점|128.62644309999996|35.8709983|카파|053-770-1662||대구 동구 신천동 395-5|||||||카파 현대대구아울렛점|현대대구아울렛 4층|||91001
카파|현대디큐브점|126.88873319999993|37.5084321|카파|010-9983-2472|서울시 구로구 경인로 662||||||||카파 현대디큐브점|디큐브시티 4층|||91001
카파|현대천호점|||카파|02-2225-8930|서울시 강동구 천호대로 1005||||||||카파 현대천호점|현대백화점 지하1층|||91001
카파|동광주홈플러스2점|||카파|010-4854-8167|광주광역시 북구 동문대로 200||||||||카파 동광주홈플러스2점||||91001
카파|롯데기흥아울렛점|||카파|031-8036-3184||경기도 용인시 기흥구 고매동 286|||||||카파 롯데기흥아울렛점||||91001
카파|롯데청주영플라자1점|||카파|043-219-9141||충북 청주시 상당구 남문로2가 1-2|||||||카파 롯데청주영플라자1점|4층|||91001
카파|충주성서점|||카파|010-2250-0567|충청북도 충주시 성서7길 26||||||||카파 충주성서점||||91001
카파|칠곡홈플러스점|||카파|053-311-4881||대구 북구 동천동 968|||||||카파 칠곡홈플러스점|홈플러스칠곡점 3층 카파|||91001
카파|롯데인천터미널점|||카파|010-9497-7814|인천 미추홀구 연남로 35||||||||카파 롯데인천터미널점|4층|||91001
카파|군산수송점|||카파|010-3671-4913||전북 군산시 수송동 805|||||||카파 군산수송점|101호|||91001
카파|와이즈파크광복점|||카파|010-8551-1777|부산 중구 광복로 39번길 6||||||||카파 와이즈파크광복점|와이즈파크 광복점 1층 카파|||91001
