##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@홈플러스
홈플러스|서부산점|128.978|35.164|홈플러스|051-319-8000|부산광역시 사상구 광장로 7|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 서부산점||||90403
홈플러스|서수원점|126.954692|37.27412|홈플러스|031-8019-1000||경기도 수원시 권선구 금곡동 160||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 서수원점||||90403
홈플러스|서울남현점|126.9826404|37.471482|홈플러스|02-6948-8000|서울시 관악구 과천대로 909|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 서울남현점||||90403
홈플러스|서울상봉점|127.091488|37.5985302|홈플러스|02-6922-8100|서울특별시 중랑구 망우로 353|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 서울상봉점||||90403
홈플러스|성서점|128.528|35.85|홈플러스|053-550-8000|대구광역시 달서구 달구벌대로 1467|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 성서점||||90403
홈플러스|세종점|127.258|36.507|홈플러스|044-715-8000|세종특별자치시 절재로 154|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 세종점||||90403
홈플러스|센텀시티점|129.134|35.171|홈플러스|051-709-8000|부산광역시 해운대구 센텀동로 6|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 센텀시티점||||90403
홈플러스|송탄점|127.06|37.045|홈플러스|031-8053-8000|경기도 평택시 경기대로 1103|||10:00~23:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 송탄점||||90403
홈플러스|순천점|127.521|34.961|홈플러스|061-729-8000|전라남도 순천시 신월큰길 10|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 순천점||||90403
홈플러스|순천풍덕점|127.509|34.94|홈플러스|061-746-2080|전라남도 순천시 팔마로 222|||10:00~23:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 순천풍덕점||||90403
홈플러스|시화점|126.725|37.345|홈플러스|031-310-8000|경기도 시흥시 희망공원로 269|||10:00~23:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 시화점||||90403
홈플러스|시흥점|126.901|37.452|홈플러스|02-895-2080|서울특별시 금천구 시흥대로 201|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점, 일부 임대매장 일요일 정상영업)|||||홈플러스 시흥점||||90403
홈플러스|신내점|127.094|37.616|홈플러스|02-2024-8000|서울특별시 중랑구 신내로 201|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 신내점||||90403
홈플러스|신도림점|126.889|37.51|홈플러스|02-2618-2080|서울특별시 구로구 경인로 661|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 신도림점||||90403
홈플러스|아시아드점|129.064|35.192|홈플러스|051-500-8000|부산광역시 연제구 종합운동장로 7|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점, 일부 임대매장 일요일 정상영업)|||||홈플러스 아시아드점||||90403
홈플러스|안동점|128.729567|36.562961|홈플러스|054-840-8300|경상북도 안동시 경동로 656|||10:00~24:00 (단, 매월 2,4번째 수요일 휴점)|||||홈플러스 안동점||||90403
홈플러스|안산고잔점|126.829|37.312|홈플러스|031-445-2080|경기도 안산시 단원구 광덕대로 175|||10:00~23:00 (단, 매월 10일,4번째 일요일 휴점)|||||홈플러스 안산고잔점||||90403
홈플러스|안산선부점|126.812|37.334|홈플러스|031-400-8000|경기도 안산시 단원구 삼일로 316|||10:00~23:00 (단, 매월 10일, 4번째 일요일 휴점)|||||홈플러스 안산선부점||||90403
홈플러스|안산점|126.85|37.317|홈플러스|031-412-8000|경기도 안산시 상록구 충장로 432|||10:00~24:00 (단, 매월 10일, 4번째 일요일 휴점)|||||홈플러스 안산점||||90403
홈플러스|안양점|126.952|37.37|홈플러스|031-459-2080|경기도 안양시 동안구 엘에스로 92|||10:00~23:00 (단, 매월 2,4번째 수요일 휴점)|||||홈플러스 안양점||||90403
홈플러스|야탑점|127.127|37.413|홈플러스|031-705-2080|경기도 성남시 분당구 성남대로925번길 16|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 야탑점||||90403
홈플러스|영도점|129.045|35.096|홈플러스|051-419-8000|부산광역시 영도구 대교로14번길 57|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 영도점||||90403
홈플러스|영등포점|126.895|37.518|홈플러스|02-2165-8000|서울특별시 영등포구 당산로 42|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 영등포점||||90403
홈플러스|영주점|128.621|36.809|홈플러스|054-630-8000|경상북도 영주시 대학로 29|||10:00~23:00 (단, 매월 2,4번째 월요일 휴점)|||||홈플러스 영주점||||90403
홈플러스|영통점|127.073|37.252|홈플러스|031-201-8000|경기도 수원시 영통구 봉영로 1576|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 영통점||||90403
홈플러스|오산점|127.0645675|37.1657467|홈플러스|031-8077-8800||경기도 오산시 수청동 252||10:00~24:00 (단, 매월 2,4번째 수요일 휴점)|||||홈플러스 오산점||||90403
홈플러스|오창점|127.428|36.713|홈플러스|043-249-8000|충청북도 청원군 오창읍 중심상업1로 8-11|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 오창점||||90403
홈플러스|울산남구점|129.323|35.527|홈플러스|052-270-8000|울산광역시 남구 수암로 148|||10:00~24:00 (단, 매월 2번째 수요일,4번째 일요일 휴점)|||||홈플러스 울산남구점||||90403
홈플러스|울산동구점|129.428|35.499|홈플러스|052-230-8000|울산광역시 동구 방어진 순환도로 637|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 울산동구점||||90403
홈플러스|울산북구점|129.345|35.63|홈플러스|052-293-2080|울산광역시 북구 신답로 26|||10:00~24:00 (단, 매월 2번째 수요일,4번째 일요일 휴점)|||||홈플러스 울산북구점||||90403
홈플러스|울산점|129.335|35.564|홈플러스|052-290-8000|울산광역시 중구 번영로 475|||10:00~24:00 (단, 매월 2번째 수요일,4번째 일요일 휴점)|||||홈플러스 울산점||||90403
홈플러스|원주점|127.966789|37.317587|홈플러스|033-769-8700|강원 원주시 치악로 1489|||10:00~24:00 (단, 매월 2,4번째 수요일 휴점)|||||홈플러스 원주점||||90403
홈플러스|원천점|127.064|37.27|홈플러스|031-252-2080|경기도 수원시 영통구 중부대로 437|||10:00~24:00 ( 단, 매월 2,4번째 일요일 휴점)|||||홈플러스 원천점||||90403
홈플러스|월곡점|127.04|37.602|홈플러스|02-3669-8000|서울특별시 성북구 화랑로 76|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 월곡점||||90403
홈플러스|월드컵점|126.897|37.568|홈플러스|02-312-2080||서울시 마포구 성산동 515||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 월드컵점|홈플러스월드컵점|||90403
홈플러스|유성점|127.354|36.358|홈플러스|042-841-2080|대전광역시 유성구 한밭대로 502|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 유성점||||90403
홈플러스|의정부점|127.071|37.752|홈플러스|031-850-8000|경기도 의정부시 청사로 38|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 의정부점||||90403
홈플러스|익산점|126.972|35.959|홈플러스|063-859-8000|전라북도 익산시 무왕로 1035|||10:00~23:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 익산점||||90403
홈플러스|인천논현점|126.73072814941406|37.40698278089545|홈플러스|032-455-8000|인천광역시 남동구 청능대로 596|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점) *2017년1월2일부터 오픈 시간이 09:00에서 10:00로 변경 됩니다.|||||홈플러스 인천논현점||||90403
홈플러스|인천송도점|126.6564350|37.3800986|홈플러스|032-220-8000||인천광역시 연수구 송도동 168-3||10:00~24:00 (단, 매월 2,4번째 일요일 휴점) / 쇼핑몰 연중무휴(2,4째 일요일 오전11시~21시까지 영업)|||||홈플러스 인천송도점||||90403
홈플러스|인천숭의점|126.643519|37.465286|홈플러스|032-719-2000|인천광역시 남구 석정로 51|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 인천숭의점||||90403
홈플러스|인천연수점|126.683604|37.405907|홈플러스|032-430-8000|인천광역시 연수구 청능대로 210|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 인천연수점||||90403
홈플러스|인천청라점|126.6260968|37.539602|홈플러스|032-723-8800|인천광역시 서구 중봉대로 587|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 인천청라점||||90403
홈플러스|인하점|126.651|37.447|홈플러스|032-763-2080|인천광역시 남구 소성로 6|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 인하점||||90403
홈플러스|일산점|126.769|37.659|홈플러스|031-925-2080|경기도 고양시 일산동구 중앙로 1275번길 64|||10:00~24:00 (단, 매월 2,4번째 수요일 휴점)|||||홈플러스 일산점||||90403
홈플러스|작전점|126.721|37.526|홈플러스|032-540-8000|인천광역시 계양구 계양대로 27|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 작전점||||90403
홈플러스|잠실점|127.103|37.516|홈플러스|02-3468-8000|서울특별시 송파구 올림픽로35가길 16|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 잠실점||||90403
홈플러스|장림점|128.978|35.082|홈플러스|051-466-2080|부산광역시 사하구 다대로 225|||10:00~23:00 (단, 매월 2,4번째 일요일 휴점, 일부 임대매장 일요일 정상영업)|||||홈플러스 장림점||||90403
홈플러스|전주완산점|127.15|35.823|홈플러스|063-263-2080|전라북도 전주시 완산구 기린대로 170|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 전주완산점||||90403
홈플러스|전주점|127.153|35.847|홈플러스|063-249-8000|전라북도 전주시 덕진구 백제대로 771|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 전주점||||90403
홈플러스|전주효자점|127.114075|35.806564|홈플러스|063-281-8000|전라북도 전주시 완산구 용머리로 31|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 전주효자점||||90403
홈플러스|조치원점|127.298|36.587|홈플러스|044-861-8100|세종특별자치시 조치원읍 허만석로 60|||10:00~23:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 조치원점||||90403
홈플러스|죽도점|129.365|36.031|홈플러스|054-288-8000|경상북도 포항시 북구 중흥로 328|||09:30~23:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 죽도점||||90403
홈플러스|중계점|127.069|37.64|홈플러스|02-986-2080|서울특별시 노원구 동일로 204가길 12|||10:00~24:00(매월2,4째 일요일 휴점)단, 쇼핑몰 연중무휴 운영 / 정기휴무일 쇼핑몰 영업시간 11:00~21:00|||||홈플러스 중계점||||90403
홈플러스|진접점|127.188|37.721|홈플러스|031-570-8000||경기도 남양주시 진접읍 장현리 216-1||10:00~23:00 (단, 매월 2,4번째 수요일 휴점), (쇼핑몰 영업시간 10:00~22:30)|||||홈플러스 진접점||||90403
홈플러스|진주점|128.117|35.186|홈플러스|055-771-8000|경상남도 진주시 대신로 304|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 진주점||||90403
홈플러스|진해점|128.691|35.153|홈플러스|055-540-8000|경상남도 창원시 진해구 충장로 356|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 진해점||||90403
홈플러스|창원점|128.644|35.234|홈플러스|055-270-8000|경상남도 창원시 의창구 창원대로 415|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 창원점||||90403
홈플러스|천안신방점|127.121|36.787|홈플러스|041-552-2080|충청남도 천안시 동남구 신촌1길 23|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 천안신방점||||90403
홈플러스|천안점|127.165|36.799|홈플러스|041-590-8000|충청남도 천안시 동남구 천안대로 574|||10:00~23:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 천안점|(구성동)|||90403
홈플러스|청주성안점|127.486|36.636|홈플러스|043-259-2080|충청북도 청주시 상당구 사직대로 346|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점, 1층 패션몰 10시~22시30분)|||||홈플러스 청주성안점||||90403
홈플러스|청주점|127.442|36.615|홈플러스|043-251-8000|충청북도 청주시 흥덕구 서부로 1291|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 청주점||||90403
홈플러스|춘천점|127.7346624|37.850743|홈플러스|033-269-8000|강원도 춘천시 김유정로 1840|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 춘천점||||90403
홈플러스|칠곡점|128.556|35.945|홈플러스|053-607-8000|대구광역시 북구 동암로12길 8|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 칠곡점||||90403
홈플러스|킨텍스점|126.752|37.668|홈플러스|031-960-7000|경기도 고양시 일산서구 호수로 817|||10:00~23:00 (단, 매월 2,4번째 수요일 휴점, 일부 임대매장 정상영업)|||||홈플러스 킨텍스점||||90403
홈플러스|파주문산점|126.785|37.869|홈플러스|031-960-8000|경기도 파주시 문산읍 방촌로 1759|||10:00~24:00(단, 매월 2,4번째 수요일 휴점)|||||홈플러스 파주문산점||||90403
홈플러스|파주운정점|126.7378770|37.7311220|홈플러스|031-8035-1314|경기도 파주시 청암로 17번길 17|||10:00~24:00 (단, 매월 2,4번째 수요일 휴점)|||||홈플러스 파주운정점|(목동동927번지)|||90403
홈플러스|평촌점|126.95|37.393|홈플러스|031-470-8000|경기도 안양시 동안구 동안로 162|||10:00~24:00 (단, 매월 2,4번째 수요일 휴점)|||||홈플러스 평촌점||||90403
홈플러스|평택안중점|126.916247|36.990095|홈플러스|031-8046-8200|경기도 평택시 안중읍 서동대로 1489|||10:00~24:00 (단, 매월 2,4번째 일요일 휴점)|||||홈플러스 평택안중점||||90403
홈플러스|포천송우점|127.141|37.824|홈플러스|031-540-7000|경기도 포천시 소흘읍 솔모루로 9|||10:00~23:00 (단, 매월 2,4번째 수요일 휴점)|||||홈플러스 포천송우점||||90403
