##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@감탄떡볶이
감탄떡볶이|롯데마트수완점|||감탄떡볶이|||광주광역시 광산구 장덕동 1678||am10:00~pm10:00 ()|||||감탄떡볶이 롯데마트수완점||||81026
감탄떡볶이|장수읍점|||감탄떡볶이|063-351-1235|전리북도 장수군 장수읍 장수리 싸리재로 4|||am10:00~pm10:00 (매주일요일)|||||감탄떡볶이 장수읍점||||81026
감탄떡볶이|인제원통점|128.203267805|38.1229104385|감탄떡볶이|033-461-5879||강원도 인제군 북면 원통리 645-8||am10:00~pm21:00 ()|||||감탄떡볶이 인제원통점||||81026
감탄떡볶이|장동점|||감탄떡볶이|063-212-2004||전북 전주시 덕진구 장동 1069-2||am10:00~pm10:00 (1,3주 일요일)|||||감탄떡볶이 장동점||||81026
감탄떡볶이|롯데마트송파점|||감탄떡볶이|||서울시 송파구 문정2동 150-2||am10:00~pm10:00 (2,4째주 일요일)|||||감탄떡볶이 롯데마트송파점||||81026
감탄떡볶이|롯데마트성정점|||감탄떡볶이|||충청남도 천안시 서북구 성정2동 1486||am10:00~pm10:00 (2/4주 일요일)|||||감탄떡볶이 롯데마트성정점||||81026
감탄떡볶이|롯데마트당진점|126.645940044|36.9057036609|감탄떡볶이|||충남 당진시 원당동 824||am10:00~pm10:00 (2,4째주 일요일)|||||감탄떡볶이 롯데마트당진점||||81026
감탄떡볶이|롯데마트시화점|||감탄떡볶이|||경기도 시흥시 정왕동 1366-4||am10:00~pm21:00 ()|||||감탄떡볶이 롯데마트시화점||||81026
감탄떡볶이|롯데마트권선점|127.034702787|37.2502620526|감탄떡볶이|||경기도 수원시 권선구 권선동 1296-5||am10:00~pm10:00 (2/4주 일요일)|||||감탄떡볶이 롯데마트권선점||||81026
감탄떡볶이|롯데마트오산점|||감탄떡볶이|||경기도 오산시 오산동 868||10:00 ~21:30 (2,4 수요일)|||||감탄떡볶이 롯데마트오산점||||81026
감탄떡볶이|롯데마트평택점|||감탄떡볶이|||경기도 평택시 합정동 968-1||am10:00~pm10:00 (2,4째주 일요일)|||||감탄떡볶이 롯데마트평택점||||81026
감탄떡볶이|롯데마트마석점|127.30950743|37.6508878764|감탄떡볶이|||경기도 남양주시 화도읍 마석우리 255-7||am10:00~pm10:00 (2/4주 수요일)|||||감탄떡볶이 롯데마트마석점||||81026
감탄떡볶이|롯데마트화명점|||감탄떡볶이|||부산시 북구 화명3동 2273||am10:00~pm10:00 ()|||||감탄떡볶이 롯데마트화명점||||81026
감탄떡볶이|동부산롯데점|129.21230349|35.1924897707|감탄떡볶이|||부산광역시 기장군 기장읍 당사리 64||am10:00~pm10:00 ()|||||감탄떡볶이 동부산롯데점|롯데마트 동부산점2층|||81026
감탄떡볶이|상동3호점|126.753590925|37.5125577657|감탄떡볶이|032-321-8205||경기도 부천시 원미구 상동 524-2||am11:00~pm10:00 (1,3,5 일요일)|||||감탄떡볶이 상동3호점||||81026
감탄떡볶이|용당점|||감탄떡볶이|061-752-1618||전남 순천시 용당동 355-1||am10:00~pm10:00 (연중무휴)|||||감탄떡볶이 용당점||||81026
감탄떡볶이|포미점|||감탄떡볶이|061-272-1688||전남 목포시 용해동 976-1||am10:00~pm10:00 (매주일요일)|||||감탄떡볶이 포미점||||81026
감탄떡볶이|시흥생금점|126.762582025|37.3518964725|감탄떡볶이|031-433-2521||경기도 시흥시 죽율동 82-14||AM11:00~PM10:00 (매주 일요일)|||||감탄떡볶이 시흥생금점|시흥6차푸르지오아파트 1단지 상가동 102호|||81026
감탄떡볶이|아주점|128.686589964|34.8636815115|감탄떡볶이|055-682-3939||경남 거제시 아주동 1200||pm11:00~pm21:00 (매주일요일)|||||감탄떡볶이 아주점|석호해와루아파트|||81026
감탄떡볶이|간석래미안점|126.710599843|37.4588576497|감탄떡볶이|032-463-5889||인천광역시 남동구 간석동 939-1간석래미안아파트 상가1동 102-1호 ||AM10:00~PM10:00 (매주 일요일)|||||감탄떡볶이 간석래미안점||||81026
감탄떡볶이|남지점|128.479212541|35.3888756737|감탄떡볶이|055-521-2419||경남 창녕군 남지읍 남지리 662-25||am11:00~pm10:00 (연중무휴)|||||감탄떡볶이 남지점||||81026
감탄떡볶이|서울여대점|||감탄떡볶이|02-3296-5889|서울시 노원구 공릉동 화랑로 623|||AM09:00~PM07:00 / 방학:AM09:00~PM03:00 (학기중 매주일요일)|||||감탄떡볶이 서울여대점|서울여자대학교 50주념기념관 106호|||81026
감탄떡볶이|원광대점|||감탄떡볶이|063-851-5889||전북 익산시 신동 763-18||am10:00~pm10:00 (매주일요일)|||||감탄떡볶이 원광대점||||81026
감탄떡볶이|거두점|127.751330166|37.8547462864|감탄떡볶이|033-264-8045||강원도 춘천시 동내면 거두리 931-1||am11:00~pm10:00 (토요일)|||||감탄떡볶이 거두점||||81026
감탄떡볶이|송천센트럴점|||감탄떡볶이|063)252-8316||전북 전주시 덕진구 송천동1가 382-1||am 10:00 ~ pm 10:00 (매주일요일)|||||감탄떡볶이 송천센트럴점||||81026
감탄떡볶이|수원화서역점|||감탄떡볶이|031-258-5511||경기 수원시 팔달구 화서동 644-2||am 10:00 ~ pm 10:00 (일요일 휴무)|||||감탄떡볶이 수원화서역점|1층 3호|||81026
감탄떡볶이|사가정역점|127.088832047|37.5821546682|감탄떡볶이|02-493-8845||서울시 중랑구 면목동 459-15||am 11:30 ~ pm 11:00 (매주 일요일)|||||감탄떡볶이 사가정역점||||81026
감탄떡볶이|가경충대부고점|127.44190411|36.622374167|감탄떡볶이|043-231-5889||충북 청주시 흥덕구 가경동 1516||am 10:30 ~ pm 10:30 (일요일)|||||감탄떡볶이 가경충대부고점|태암수정@상가 106호|||81026
감탄떡볶이|남악부영점|||감탄떡볶이|061-281-1688||전남 무안군 삼향읍 남악리 1605||am 10:00 ~ pm 10:00 (연중무휴)|||||감탄떡볶이 남악부영점||||81026
감탄떡볶이|화서3호점|127.002846013|37.2789418667|감탄떡볶이|031-256-9188||경기 수원시 팔달구 화서동 71-101||am 10:00 ~ pm 10:00 (매주 일요일 휴무)|||||감탄떡볶이 화서3호점||||81026
감탄떡볶이|충장로점|||감탄떡볶이|062)228-5665||광주광역시 동구 황금동 13-8||am 10:00 ~ pm 10:00 (연중무휴)|||||감탄떡볶이 충장로점||||81026
감탄떡볶이|수원금곡점|126.941410371|37.2738275146|감탄떡볶이|031-298-5889||경기 수원시 권선구 금곡동 567-1||am 10:00 ~ pm 10:00 (연중무휴)|||||감탄떡볶이 수원금곡점|센타프라자|||81026
감탄떡볶이|하남풍산점|||감탄떡볶이|031-796-5889||경기 하남시 덕풍동 743||am 10:00 ~ pm 10:00 (매주 화요일)|||||감탄떡볶이 하남풍산점|트윈럭스오피스텔 108호|||81026
감탄떡볶이|강릉포남점|128.913003529|37.7701409418|감탄떡볶이|033-653-5889||강원도 강릉시 포남동 1186-1||am 10:00 ~ pm 10:00 (1,3째 화요일)|||||감탄떡볶이 강릉포남점||||81026
감탄떡볶이|남양휴튼점|||감탄떡볶이|062-952-5966||광주광역시 광산구 신창동 1121||am 10:00 ~ pm 10:00 (매주 일요일)|||||감탄떡볶이 남양휴튼점|남양휴튼 상가 109호|||81026
감탄떡볶이|도계점|129.044837537|37.2318050556|감탄떡볶이|033-541-7881||강원도 삼척시 도계읍 전두리 50-8||am 10:00 ~ pm 10:00 (매주 일요일 휴무)|||||감탄떡볶이 도계점||||81026
감탄떡볶이|가양역점|126.855581066|37.5605083174|감탄떡볶이|02-3665-5887||서울 강서구 등촌동 628||AM 11:30 ~ PM 11:00 (연중무휴)|||||감탄떡볶이 가양역점|노블리움 오피스텔 102호|||81026
감탄떡볶이|서판교점|127.075958368|37.3910454488|감탄떡볶이|031-8016-5889||경기도 성남시 분당구 운중동 929||am 10:00 ~ pm 10:00 (연중무휴)|||||감탄떡볶이 서판교점||||81026
감탄떡볶이|해운대달맞이점|129.183592666|35.1674441047|감탄떡볶이|051-703-7386||부산시 해운대구 좌동 1328||am 10:00 ~ pm 10:00 (연중무휴)|||||감탄떡볶이 해운대달맞이점|영남@ 제상가 108동 101호|||81026
감탄떡볶이|청북점|126.913438456|37.01772193|감탄떡볶이|031-682-7033||경기도 평택시 청북면 옥길리 1104||AM 10:00 ~ PM 10:00 (매주일요일)|||||감탄떡볶이 청북점|1동 103호|||81026
감탄떡볶이|가능점|127.036028906|37.7504713599|감탄떡볶이|070-8956-5221||경기도 의정부시 가능동 604||am 10:00 ~pm 11:00 (1ㆍ3째주 화요일)|||||감탄떡볶이 가능점||||81026
감탄떡볶이|신시가지문학점|||감탄떡볶이|063-242-9228||전북 전주시 완산구 효자동3가 1616-7||am 10:00 ~ pm 10:00 (일요일)|||||감탄떡볶이 신시가지문학점||||81026
감탄떡볶이|부안점|||감탄떡볶이|063-583-1771||전북 부안군 부안읍 봉덕리 786-5||AM 10:00 ~ PM 10:00 (매주일요일)|||||감탄떡볶이 부안점||||81026
감탄떡볶이|역삼역점|127.035194243|37.5016046435|감탄떡볶이|02-567-0091||서울시 강남구 역삼동 644-9||AM 10:00 ~ PM 10:00 (명절 / 매주 토,일 휴무)|||||감탄떡볶이 역삼역점||||81026
감탄떡볶이|공주신관점|127.146706946|36.4718326139|감탄떡볶이|041-852-5889||충남 공주시 신관동 5-7||AM 10:00 ~ PM 10:00 (연중무휴)|||||감탄떡볶이 공주신관점|아이투빌@ 상가동 101호|||81026
감탄떡볶이|거창점|||감탄떡볶이|055-945-2887||경남 거창군 거창읍 상림리 61-12||AM10:00~PM10:00 (1.3주 일요일)|||||감탄떡볶이 거창점||||81026
감탄떡볶이|화천점|127.705923477|38.1046025674|감탄떡볶이|033-441-5889||강원도 화천군 화천읍 하리 47-2||AM10:00~PM10:00 (연중무휴)|||||감탄떡볶이 화천점||||81026
감탄떡볶이|제기점|127.035723363|37.5771839733|감탄떡볶이|02-959-5889||서울 동대문구 용두동 790||AM 11:00 ~ PM 10:00 (매월 둘째주 토요일)|||||감탄떡볶이 제기점|롯데캐슬피렌체 130호|||81026
감탄떡볶이|탄금점|127.918946337|36.9816316693|감탄떡볶이|043-855-5889||충북 충주시 칠금동 1010||AM 10:00 ~ PM 10:00 (일요일)|||||감탄떡볶이 탄금점||||81026
감탄떡볶이|강남구청역점|127.043435771|37.5161513246|감탄떡볶이|02-543-5889||서울 강남구 삼성동 7-3||AM 10:00 ~ PM 10:00 (일요일)|||||감탄떡볶이 강남구청역점|래미안2차상가동 106호|||81026
감탄떡볶이|충남서천점|126.686679093|36.0812646393|감탄떡볶이|041-952-5886||충남 서천군 서천읍 사곡리 278||AM10:00~PM10:00 (일요일)|||||감탄떡볶이 충남서천점||||81026
감탄떡볶이|군산수송점|||감탄떡볶이|063-467-1548||전북 군산시 수송동 841-3||AM 10:00 ~ PM 10:00 (매주 일요일)|||||감탄떡볶이 군산수송점||||81026
감탄떡볶이|김해삼계점|||감탄떡볶이|055-312-5879||경남 김해시 삼계동 1428-2||AM10:00 PM10:00 (연중무휴)|||||감탄떡볶이 김해삼계점|부영아파트 상가동 106호|||81026
감탄떡볶이|분당푸른마을점|127.123325162|37.3697377696|감탄떡볶이|031)714-4566||경기 성남시 분당구 수내동 79-1||AM 10:00 ~ PM 10:00 (1,3,5주 일요일 )|||||감탄떡볶이 분당푸른마을점||||81026
감탄떡볶이|행신역점|126.834988179|37.6152147775|감탄떡볶이|031-978-0792||경기도 고양시 덕양구 행신동 757||AM11:00~PM11:00 (2,4째 화요일)|||||감탄떡볶이 행신역점|진일 프라자 2차 103-1호|||81026
감탄떡볶이|의왕점|||감탄떡볶이|031)462-1183||경기도 의왕시 삼동 200-54||AM10:00 PM10:00 (매주 일요일)|||||감탄떡볶이 의왕점||||81026
감탄떡볶이|신장사거리점|||감탄떡볶이|031-794-8388||경기 하남시 신장동 427-14||AM11:00~PM10:00 (1,3주일요일)|||||감탄떡볶이 신장사거리점||||81026
감탄떡볶이|휴앤락점|128.868578572|35.2421643683|감탄떡볶이|055-320-9619||경남 김해시 내동 1131-4||AM10:30~PM10:00 (연중무휴)|||||감탄떡볶이 휴앤락점|휴앤락 119호|||81026
감탄떡볶이|롯데마트율하점|||감탄떡볶이|053-607-2728||대구 동구 율하동 1117||AM10:00~PM10:00 (매월 2회 휴무(롯데마트 홈페이지에서 휴무 확인))|||||감탄떡볶이 롯데마트율하점|푸드코트|||81026
감탄떡볶이|한대역점|||감탄떡볶이|031-417-3506||경기 안산시 상록구 이동 716-8||AM10:00~PM10:00 (2,4 화요일)|||||감탄떡볶이 한대역점|코로스프라자 110호 (한대역앞 뚜레주르건물)|||81026
감탄떡볶이|진주금산점|||감탄떡볶이|055-761-4988||경남 진주시 금산면 장사리 963-2||AM10:00~PM10:00 (매주 일요일)|||||감탄떡볶이 진주금산점|청솔빌딩 101호|||81026
