##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@아이더
아이더|천안쌍용점|127.1322874|36.8032617|아이더|041-577-9166|충청남도 천안시 동남구 쌍용대로 66||||||||아이더 천안쌍용점|(쌍용동) 천안로데오 의류타운 내|||91001
아이더|예산점|126.7803945|36.6711135|아이더|041-333-2566|충청남도 예산군 오가면 충서로 381||||||||아이더 예산점||||91001
아이더|온양점|127.0063593|36.7811055|아이더|041-541-5947|충청남도 아산시 온천대로 1373-2||||||||아이더 온양점|(방축동)|||91001
아이더|퍼스트빌리지점|127.0276784|36.8970782|아이더|041-536-0658|충청남도 아산시 둔포면 해위안길 127||||||||아이더 퍼스트빌리지점||||91001
아이더|서산점|126.458751|36.779367|아이더|041-667-0710||충청남도 서산시 동문동 277-33|||||||아이더 서산점||||91001
아이더|롯데아울렛부여점|126.9017623|36.3070739|아이더|041-435-2706|충청남도 부여군 규암면 백제문로 387||||||||아이더 롯데아울렛부여점|롯데아울렛 부여점|||91001
아이더|보령점|126.5910375|36.343702|아이더|041-936-6681|충청남도 보령시 남대천로 117||||||||아이더 보령점|(궁촌동)|||91001
아이더|당진프리미엄아울렛점|126.6831163|36.9031819|아이더|041-970-5251|충청남도 당진시 서해로 6279-5||||||||아이더 당진프리미엄아울렛점|(시곡동)|||91001
아이더|공주세종아울렛점|127.1616533|36.4833293|아이더|041-852-1932|충청남도 공주시 장기로 204-1||||||||아이더 공주세종아울렛점|(송선동)|||91001
아이더|계룡점|127.227768|36.23656|아이더|041-736-0093|충청남도 논산시 연산면 계백로 2569||||||||아이더 계룡점||||91001
아이더|공주점|127.1247569|36.4550562|아이더|041-852-5002|충청남도 공주시 웅진로 164-2||||||||아이더 공주점|(중동)|||91001
아이더|신제주점|126.4917541|33.4860307|아이더|064-748-1260|제주특별자치도 제주시 노연로 109||||||||아이더 신제주점|(연동)|||91001
아이더|정읍점|126.852365|35.5666157|아이더|063-536-5520|전라북도 정읍시 중앙로 126||||||||아이더 정읍점|(수성동)|||91001
아이더|전주중앙점|127.145019|35.8208627|아이더|063-231-2226|전라북도 전주시 완산구 전주객사5길 64||||||||아이더 전주중앙점|(고사동)|||91001
아이더|전주평화점|127.1265468|35.7938403|아이더|063-283-2533|전라북도 전주시 완산구 장승배기로 124||||||||아이더 전주평화점|(평화동2가)|||91001
아이더|서전주점|127.0882822|35.8222252|아이더|063-237-1268|전라북도 전주시 완산구 유연로 16-5||||||||아이더 서전주점|(효자동3가)|||91001
아이더|롯데전주점|127.12178844|35.83450256|아이더|063-289-3463|전라북도 전주시 완산구 온고을로 2||||||||아이더 롯데전주점|(서신동) 롯데백화점 4층|||91001
아이더|전주송천점|127.1129|35.870205|아이더|063-274-9055|전라북도 전주시 덕진구 동부대로 1220||||||||아이더 전주송천점|(송천동2가)|||91001
아이더|전주인후점|127.156466|35.8361503|아이더|063-247-0398|전라북도 전주시 덕진구 견훤로 277||||||||아이더 전주인후점|(인후동1가)|||91001
아이더|아이더익산모현점|126.939627|35.9503862|아이더|063-842-8808|전라북도 익산시 선화로3길 16-3||||||||아이더 아이더익산모현점|(모현동1가)|||91001
아이더|아이더익산팔봉점|127.0221395|35.9700287|아이더|063-836-3332|전라북도 익산시 무왕로 1520||||||||아이더 아이더익산팔봉점|(석왕동)|||91001
아이더|익산영등점|126.9794315|35.9588535|아이더|063-835-0522|전라북도 익산시 무왕로 1103||||||||아이더 익산영등점|(영등동,무왕빌딩)|||91001
아이더|남원점|127.3822974|35.4064084|아이더|063-625-4360|전라북도 남원시 남문로 465||||||||아이더 남원점|(하정동)|||91001
아이더|군산점|126.71609|35.968088|아이더|063-462-3545|전라북도 군산시 월명로 268||||||||아이더 군산점|(수송동)|||91001
아이더|영광점|126.5021338|35.2742982|아이더|061-353-1111|전라남도 영광군 영광읍 옥당로 136||||||||아이더 영광점||||91001
아이더|해남점|126.6026188|34.5711017|아이더|061-535-6700|전라남도 해남군 해남읍 중앙1로 83||||||||아이더 해남점||||91001
아이더|여수중앙점|127.7351731|34.7416012|아이더|061-662-7250|전라남도 여수시 진남상가길 16||||||||아이더 여수중앙점|(중앙동)|||91001
아이더|NC/순천점|127.5199699|34.973378|아이더|061-720-5621|전라남도 순천시 비봉2길 4-12||||||||아이더 NC/순천점|(조례동) NC백화점 7층|||91001
아이더|담양점|126.9803182|35.3036715|아이더|061-382-1388|전라남도 담양군 담양읍 죽향대로 1097||||||||아이더 담양점||||91001
아이더|목포하당점|126.4222369|34.8051713|아이더|061-282-9099|전라남도 목포시 백년대로 319||||||||아이더 목포하당점|(상동)|||91001
아이더|고흥점|127.2834887|34.6074101|아이더|061-834-8008|전라남도 고흥군 고흥읍 봉황길 45||||||||아이더 고흥점||||91001
아이더|롯데/부평점|126.7194444|37.493398|아이더|032-452-2432|인천광역시 부평구 부평문화로 35||||||||아이더 롯데/부평점|(부평동)|||91001
아이더|인천연수상설점|126.6689664|37.4194299|아이더|032-717-0510|인천광역시 연수구 청능대로23번길 11||||||||아이더 인천연수상설점|(청학동)|||91001
아이더|인천부평역점|126.7223681|37.4952126|아이더|032-524-3500|인천광역시 부평구 부평대로 43||||||||아이더 인천부평역점|(부평동)|||91001
아이더|인천부평아이즈빌점|126.7034855|37.5218546|아이더|032-507-1321|인천광역시 부평구 마장로 489||||||||아이더 인천부평아이즈빌점|(청천동)|||91001
아이더|인천만수점|126.7268957|37.4596267|아이더|032-466-8884|인천광역시 남동구 백범로 200||||||||아이더 인천만수점|(만수동)|||91001
아이더|인천송림상설점|126.6618333|37.4822605|아이더|032-575-0050|인천광역시 동구 방축로 145||||||||아이더 인천송림상설점|(송림동) 나-101|||91001
아이더|인천구월점|126.6913165|37.4503669|아이더|032-446-7888|인천광역시 남구 인주대로 499||||||||아이더 인천구월점|(주안동)|||91001
아이더|울산언양점|129.1173768|35.5528299|아이더|052-264-1962|울산광역시 울주군 삼남면 반구대로 671||||||||아이더 울산언양점||||91001
아이더|인천작전역점|126.7228406|37.5284998|아이더|032-552-1626|인천광역시 계양구 계양대로 52||||||||아이더 인천작전역점|(작전동)|||91001
아이더|신세계인천점|126.7013152|37.4414548|아이더|032-430-1918|인천광역시 남구 연남로 35||||||||아이더 신세계인천점|(관교동) 신세계백화점 신관 4층|||91001
아이더|울산호계점|129.3517714|35.6264782|아이더|052-296-5452|울산광역시 북구 호계로 257||||||||아이더 울산호계점|(호계동)|||91001
아이더|현대동구점|129.4317335|35.5215591|아이더|052-250-4482|울산광역시 동구 방어진순환도로 899||||||||아이더 현대동구점|(서부동)|||91001
아이더|진장모다점|129.3571737|35.5773242|아이더|070-7826-7109|울산광역시 북구 진장유통로 78-6||||||||아이더 진장모다점|(진장동) 모다아울렛 울산점 1층|||91001
아이더|롯데울산점|129.3383349|35.5384501|아이더|052-960-5363|울산광역시 남구 삼산로 288||||||||아이더 롯데울산점|(삼산동) 롯데백화점 울산점 5층|||91001
아이더|현대울산점|129.3357802|35.5396481|아이더|052-228-0966|울산광역시 남구 삼산로 261||||||||아이더 현대울산점|(삼산동)|||91001
아이더|중랑점|127.0736969|37.592942|아이더|02-434-3388|서울특별시 중랑구 망우로 188||||||||아이더 중랑점|(상봉동)|||91001
아이더|롯데아울렛서울역점|126.9707819|37.5551238|아이더|02-6965-2811|서울특별시 중구 한강대로 405||||||||아이더 롯데아울렛서울역점|(봉래동2가) 롯데아울렛 서울역점 4층|||91001
아이더|신세계/본점|126.9811845|37.5609396|아이더|02-310-5260|서울특별시 중구 소공로 63||||||||아이더 신세계/본점|(충무로1가)|||91001
아이더|롯데본점|126.9810855|37.5648353|아이더|02-772-3684|서울특별시 중구 남대문로 81||||||||아이더 롯데본점|(소공동) 롯데백화점 6층|||91001
아이더|아이더/종로점|127.0023409|37.5702472|아이더|02-2269-4254|서울특별시 종로구 동호로 402||||||||아이더 아이더/종로점|(종로5가)|||91001
아이더|NC불광점|126.9290202|37.6097493|아이더|02-350-7373|서울특별시 은평구 불광로 20||||||||아이더 NC불광점|(대조동) NC백화점 불광점 5층|||91001
아이더|북한산성점|126.9502694|37.6549784|아이더|02-385-5300|서울특별시 은평구 대서문길 53||||||||아이더 북한산성점|(진관동)|||91001
아이더|화곡점|126.8298796|37.5392213|아이더|02-2605-6666|서울특별시 양천구 화곡로 72||||||||아이더 화곡점|(신월동)|||91001
아이더|롯데/영등포점|126.9073756|37.5159139|아이더|02-2630-6809|서울특별시 영등포구 경인로 846||||||||아이더 롯데/영등포점|(영등포동) 롯데백화점 영등포점|||91001
아이더|롯데잠실점|127.0979455|37.5112959|아이더|02-2143-7571|서울특별시 송파구 올림픽로 240||||||||아이더 롯데잠실점|(잠실동)|||91001
아이더|문정점|127.1254898|37.4908039|아이더|02-401-3577|서울특별시 송파구 동남로 130||||||||아이더 문정점|(문정동)|||91001
아이더|본점|127.058298|37.547706|아이더|02-3408-9800|성동구 성수이로 144||||||||아이더 본점|EM빌딩 1층|||91001
아이더|현대미아점|127.0287147|37.6083792|아이더|02-2117-1531|서울특별시 성북구 동소문로 315||||||||아이더 현대미아점|(길음동) 현대백화점 5층|||91001
아이더|청계산점|127.0564262|37.4442523|아이더|02-3462-8849|서울특별시 서초구 원터2길 4||||||||아이더 청계산점|(원지동)|||91001
아이더|현대/신촌점|126.935897|37.5561695|아이더|02-3145-2765|서울특별시 서대문구 신촌로 83||||||||아이더 현대/신촌점|(창천동) 현대백화점 7층|||91001
아이더|롯데청량리점|127.0470125|37.5809872|아이더|02-3707-1571|서울특별시 동대문구 왕산로 214||||||||아이더 롯데청량리점|(전농동) 롯데백화점 5층|||91001
아이더|2001아울렛중계점|127.0679886|37.6413104|아이더|02-3399-8512|서울특별시 노원구 동일로204가길 46||||||||아이더 2001아울렛중계점|(중계동)|||91001
아이더|도봉산점|127.0373309|37.686203|아이더|02-956-9434|서울특별시 도봉구 도봉산길 65-19||||||||아이더 도봉산점|(도봉동)|||91001
아이더|장안아트몰링점|127.0724027|37.5719217|아이더|02-2115-1155|서울특별시 동대문구 답십리로 288||||||||아이더 장안아트몰링점|(장안동)|||91001
아이더|구로마리오점|126.8863559|37.4786773|아이더|02-867-6363|서울특별시 금천구 디지털로9길 23||||||||아이더 구로마리오점|(가산동)|||91001
아이더|롯데노원점|127.0610966|37.6551448|아이더|02-950-2678|서울특별시 노원구 동일로 1414||||||||아이더 롯데노원점|(상계동)|||91001
아이더|현대아울렛가산점|126.8890713|37.4775955|아이더|02-2136-9908|서울특별시 금천구 디지털로10길 9||||||||아이더 현대아울렛가산점|(가산동) 현대아울렛 가산점 4층|||91001
아이더|W몰구로상설점|126.8876991|37.4773347|아이더|02-2081-0547|서울특별시 금천구 디지털로 188||||||||아이더 W몰구로상설점|(가산동) W몰 아울렛 5층|||91001
아이더|롯데스타시티점|127.0711401|7.5387831|아이더|02-2218-3777|서울특별시 광진구 능동로 92||||||||아이더 롯데스타시티점|(자양동)|||91001
아이더|AK구로점|126.8828402|37.5011776|아이더|02-864-7755|서울특별시 구로구 구로중앙로 152||||||||아이더 AK구로점|(구로동)|||91001
아이더|엔터식스/테크노마트점|127.0958645|37.5357104|아이더|02-3424-1531|서울특별시 광진구 광나루로56길 85||||||||아이더 엔터식스/테크노마트점|(구의동)|||91001
아이더|신림점|126.9288381|37.4880014|아이더|02-888-1990|서울특별시 관악구 신림로 376||||||||아이더 신림점|(신림동)|||91001
아이더|롯데관악점|126.9250476|37.490532|아이더|02-3289-8523|서울특별시 관악구 봉천로 209||||||||아이더 롯데관악점|(봉천동) 롯데백화점 4층|||91001
아이더|롯데김포공항점|126.8030028|37.5650603|아이더|02-6116-3445|서울특별시 강서구 하늘길 38||||||||아이더 롯데김포공항점|(방화동) 롯데김포공항점 4층|||91001
아이더|롯데미아점|127.0304958|37.614218|아이더|02-944-2523|서울특별시 강북구 도봉로 62||||||||아이더 롯데미아점|(미아동)|||91001
아이더|길동점|127.1397584|37.5362341|아이더|02-487-0321|서울특별시 강동구 양재대로 1462||||||||아이더 길동점|(길동)|||91001
아이더|롯데강남점|127.0533023|37.4969431|아이더|02-531-2730|서울특별시 강남구 도곡로 401||||||||아이더 롯데강남점|(대치동) 롯데백화점 강남점 6층|||91001
아이더|현대천호점|127.1244877|37.5388874|아이더|02-2225-7732|서울특별시 강동구 천호대로 1005||||||||아이더 현대천호점|(천호동)|||91001
아이더|롯데센텀시티점|129.1310688|35.1698571|아이더|051-730-3550|부산광역시 해운대구 센텀남대로 59||||||||아이더 롯데센텀시티점|(우동)|||91001
아이더|신세계/센텀점|129.1296487|35.1689315|아이더|051-745-1394|부산광역시 해운대구 센텀남대로 35||||||||아이더 신세계/센텀점|(우동) 신세계백화점 3층|||91001
아이더|롯데광복점|129.0361027|35.098017|아이더|051-678-3712|부산광역시 중구 중앙대로 2||||||||아이더 롯데광복점|(중앙동7가)|||91001
아이더|부산남포점|129.0331431|35.0979505|아이더|070-7773-4116|부산광역시 중구 구덕로22번길 3||||||||아이더 부산남포점|(남포동2가)|||91001
아이더|부산연산점|129.0842089|35.187691|아이더|051-853-4005|부산광역시 연제구 반송로 30||||||||아이더 부산연산점|(연산동)|||91001
아이더|부산하단점|128.9720393|35.103855|아이더|051-206-4900|부산광역시 사하구 낙동대로 423||||||||아이더 부산하단점|(하단동)|||91001
아이더|부산애플아울렛점|128.9832782|35.1634865|아이더|051-559-6205|부산광역시 사상구 사상로 201||||||||아이더 부산애플아울렛점|(괘법동)|||91001
아이더|뉴코아덕천점|129.0075237|35.2111627|아이더|051-366-2230|부산광역시 북구 만덕대로 23||||||||아이더 뉴코아덕천점|(덕천동)|||91001
아이더|NC/서면점|129.0631333|35.1570657|아이더|051-794-7309|부산광역시 부산진구 동천로 92||||||||아이더 NC/서면점|(전포동)|||91001
아이더|부산덕천점|129.0045071|35.2067599|아이더|051-334-8959|부산광역시 북구 낙동대로1780번길 73||||||||아이더 부산덕천점|(구포동)|||91001
아이더|롯데/부산본점|129.0560043|35.1566793|아이더|051-810-3423|부산광역시 부산진구 가야대로 772||||||||아이더 롯데/부산본점|(부전동) 롯데백화점 부산본점|||91001
아이더|부산안락점|129.1038776|35.1968998|아이더|051-527-3493|부산광역시 동래구 충렬대로 415||||||||아이더 부산안락점|(안락동)|||91001
아이더|부산대연점|129.090624|35.1352543|아이더|051-627-8879|부산광역시 남구 수영로219번길 5||||||||아이더 부산대연점|(대연동)|||91001
아이더|롯데동래점|129.0773722|35.2119846|아이더|051-668-4552|부산광역시 동래구 중앙대로 1393||||||||아이더 롯데동래점|(온천동) 롯데백화점 동래점 5층|||91001
아이더|현대/부산점|129.0585611|35.1413361|아이더|051-667-0689|부산광역시 동구 범일로 125||||||||아이더 현대/부산점|(범일동)|||91001
아이더|롯데아울렛/동부산|129.2125579|35.1926265|아이더|051-901-2613|부산광역시 기장군 기장읍 기장해안로 147||||||||아이더 롯데아울렛/동부산|롯데몰 동부산점 2층|||91001
아이더|대전유성점|127.3364279|36.3622592|아이더|042-826-4975|대전광역시 유성구 유성대로 783||||||||아이더 대전유성점|(장대동)|||91001
아이더|대전도마점|127.3831379|36.314236|아이더|042-587-1122|대전광역시 서구 바탕들1길 67||||||||아이더 대전도마점|(도마동)|||91001
아이더|갤러리아타임월드점|127.3785449|36.3523436|아이더|042-720-6882|대전광역시 서구 대덕대로 211||||||||아이더 갤러리아타임월드점|(둔산동)|||91001
아이더|롯데대전점|127.3895496|36.3406236|아이더|042-601-2612|대전광역시 서구 계룡로 598||||||||아이더 롯데대전점|(괴정동)|||91001
아이더|아이더/대전패션아일랜드점|127.45802|36.3069376|아이더|042-280-9227|대전광역시 동구 은어송로 72||||||||아이더 아이더/대전패션아일랜드점|(가오동)|||91001
아이더|아이더동성로점|128.595615|35.8717795|아이더|070-4113-2308|대구광역시 중구 동성로 55-1||||||||아이더 아이더동성로점|(동성로2가)|||91001
