##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@아식스
아식스|AK수원직영점|127.000314|37.265678|아식스|031-240-1072|경기도 수원시 팔달구 덕영대로 924||||||||아식스 AK수원직영점|(매산로1가)|||91002
아식스|롯데수원점|126.994553|37.263201|아식스|031-8066-0542|경기도 수원시 권선구 세화로 124||||||||아식스 롯데수원점||||91002
아식스|롯데평촌점|126.950439|37.390217|아식스|031-8086-9596|경기도 안양시 동안구 시민대로 180||||||||아식스 롯데평촌점||||91002
아식스|롯데본점직영점|126.981369|37.56499|아식스|02-772-3798|||||||||아식스 롯데본점직영점||||91002
아식스|방학홈플러스점|127.043599|37.664818|아식스|02-956-5873|서울특별시 도봉구 도봉로 678||||||||아식스 방학홈플러스점||||91002
아식스|롯데관악점|126.953582|37.479409|아식스|02-3289-8548|서울특별시 관악구 봉천로 209||||||||아식스 롯데관악점|(봉천동)|||91002
아식스|서수원이마트점|126.970118|37.282509|아식스|031 293-2584|경기도 수원시 권선구 수인로 291||||||||아식스 서수원이마트점|(구운동)|||91002
아식스|산본점|126.940413|37.370438|아식스|031-391-4357|경기도 군포시 산본천로 204||||||||아식스 산본점|(산본동)|||91002
아식스|신림점|126.939503|37.467769|아식스|02-881-8220|서울특별시 관악구 신림로 330||||||||아식스 신림점|(신림동)포도몰5층|||91002
아식스|산본이마트점|126.931409|37.361051|아식스|031 391-8222|경기도 군포시 산본로 347||||||||아식스 산본이마트점||||91002
아식스|장암롯데마트점|127.053035|37.70772|아식스|031-826-8110|경기도 의정부시 장곡로 22||||||||아식스 장암롯데마트점|(장암동)|||91002
아식스|롯데안양점|126.922903|37.401646|아식스|031-463-2518|경기도 안양시 만안구 만안로 244||||||||아식스 롯데안양점|(안양동)|||91002
아식스|2001안양점|126.922405|37.39688|아식스|031-467-7527|경기도 안양시 만안구 안양로 275||||||||아식스 2001안양점|(안양동)|||91002
아식스|현대신촌점|126.935798|37.556074|아식스|02-3145-1656|||||||||아식스 현대신촌점||||91002
아식스|신세계의정부점|127.046157|37.737801|아식스|031-8082-0683|경기도 의정부시 평화로 525||||||||아식스 신세계의정부점||||91002
아식스|롯데영등포직영점|126.906682|37.515471|아식스|02-2630-6835|서울특별시 영등포구 경인로 846||||||||아식스 롯데영등포직영점|(영등포동)|||91002
아식스|소하이마트점|126.884465|37.446547|아식스|02-899-4792|경기도 광명시 소하로 97||||||||아식스 소하이마트점||||91002
아식스|(주)원신더블유몰점|126.887755|37.477324|아식스|02-2081-0612|서울특별시 금천구 디지털로 188||||||||아식스 (주)원신더블유몰점||||91002
아식스|광명롯데아울렛점|126.88033|37.417391|아식스|02-6226-2383|경기도 광명시 일직로 17||||||||아식스 광명롯데아울렛점||||91002
아식스|마리오상설점|126.885155|37.478599|아식스|02-2067-2102|||||||||아식스 마리오상설점||||91002
아식스|AK구로점|126.882795|37.501206|아식스|02-867-3557|서울특별시 구로구 구로중앙로 152||||||||아식스 AK구로점|(AK플라자)|||91002
아식스|진주홈플러스점|128.117722|35.187568|아식스|055-753-5425|경상남도 진주시 대신로 304||||||||아식스 진주홈플러스점|(상대동)|||91002
아식스|진주중앙점|128.083269|35.195323|아식스|055-741-3361|경상남도 진주시 촉석로 194||||||||아식스 진주중앙점|(대안동)|||91002
아식스|진주점|128.082992|35.192815|아식스|055-742-7575|경상남도 진주시 진양호로 525-1||||||||아식스 진주점||||91002
아식스|마산호계점|128.521854|35.257894|아식스|055-231-6881|경상남도 창원시 마산회원구 내서읍 호원로 273||||||||아식스 마산호계점||||91002
아식스|거창중앙점|127.911952|35.68686|아식스|055-944-2913|경상남도 거창군 거창읍 중앙로 123-2||||||||아식스 거창중앙점||||91002
아식스|진주모다점|128.097351|35.11442|아식스|055-923-1037|경상남도 진주시 정촌면 강주길 49||||||||아식스 진주모다점||||91002
아식스|신세계마산점|128.586606|35.21958|아식스|055-240-1532|경상남도 창원시 마산합포구 합포로 251||||||||아식스 신세계마산점|(산호동)|||91002
아식스|롯데마산점|128.573424|35.201492|아식스|055-240-6178|||||||||아식스 롯데마산점||||91002
아식스|창원뉴코아점|128.642199|35.234504|아식스|055-270-3405|경상남도 창원시 의창구 창원대로397번길 6||||||||아식스 창원뉴코아점|(팔용동)|||91002
아식스|대구모다점|128.491393|35.835851|아식스|053-593-1180|||||||||아식스 대구모다점||||91002
아식스|밀양점|128.751726|35.492213|아식스|055-354-0524|경상남도 밀양시 석정로 26-1||||||||아식스 밀양점|(내일동)|||91002
아식스|상인점|128.538931|35.817278|아식스|053-634-3634|대구광역시 달서구 월곡로 255||||||||아식스 상인점|(상인동)|||91002
아식스|롯데상인점|128.538904|35.818798|아식스|053-258-3548|||||||||아식스 롯데상인점||||91002
아식스|창원점|128.676652|35.222436|아식스|055-261-1222|경상남도 창원시 성산구 용지로 74||||||||아식스 창원점|(중앙동)전원상가 102호|||91002
아식스|창원이마트점|128.680192|35.226638|아식스|055-284-4248|경상남도 창원시 성산구 원이대로 608||||||||아식스 창원이마트점||||91002
아식스|창원롯데마트점|128.680232|35.22543|아식스|055-274-4988|경상남도 창원시 성산구 중앙대로 123||||||||아식스 창원롯데마트점|(중앙동)|||91002
아식스|롯데창원점|128.68285|35.22418|아식스|055-279-3491|경상남도 창원시 성산구 상남로 121||||||||아식스 롯데창원점||||91002
아식스|대동아식스점|128.689564|35.218902|아식스|055-212-8926|경상남도 창원시 성산구 동산로 115||||||||아식스 대동아식스점|(상남동)|||91002
아식스|성서홈플러스점|128.527427|35.849461|아식스|053-523-5262|대구광역시 달서구 달구벌대로 1467||||||||아식스 성서홈플러스점||||91002
아식스|송현점|128.555568|35.835109|아식스|053-621-4585|대구광역시 달서구 월배로 469||||||||아식스 송현점|(송현동)|||91002
아식스|진해롯데마트점|128.698448|35.159599|아식스|055-552-0777|경상남도 창원시 진해구 진해대로 757||||||||아식스 진해롯데마트점|(석동)|||91002
아식스|동아쇼핑점|128.591847|35.866314|아식스|053-251-3960|대구광역시 중구 달구벌대로 2085||||||||아식스 동아쇼핑점|(덕산동)|||91002
아식스|롯데대구점|128.596312|35.875894|아식스|053 660-3535|경상남도 북구 태평로 161||||||||아식스 롯데대구점|(칠성동2가)|||91002
아식스|칠성이마트점|128.589813|35.885198|아식스|053 356-6626|경상남도 북구 침산로 93||||||||아식스 칠성이마트점|(칠성동2가)|||91002
아식스|만촌이마트점|128.637215|35.871123|아식스|053 752-5528|경상남도 수성구 동원로 136||||||||아식스 만촌이마트점|(만촌동)|||91002
아식스|하동점|127.749708|35.070254|아식스|055-884-3006|경상남도 하동군 하동읍 중앙로 23-1||||||||아식스 하동점||||91002
아식스|NC대구점|128.610369|35.905207|아식스|053-383-9393|대구광역시 북구 유통단지로14길 22||||||||아식스 NC대구점|(산격동)|||91002
아식스|경산점|128.733036|35.821791|아식스|053-815-1796|대구광역시 경산시 중앙로 54||||||||아식스 경산점|(중방동)|||91002
아식스|경산이마트점|128.720196|35.834866|아식스|053-816-1114|대구광역시 경산시 옥산로 227||||||||아식스 경산이마트점||||91002
아식스|칠곡홈플러스점|128.55596|35.944848|아식스|053-324-1894|대구광역시 북구 동암로12길 8||||||||아식스 칠곡홈플러스점|(동천동)|||91002
아식스|김해롯데아울렛점|128.829923|35.185119|아식스|055-900-2537|경상남도 김해시 장유로 469||||||||아식스 김해롯데아울렛점||||91002
아식스|대구롯데아울렛점|128.637362|35.921539|아식스|053-945-2665|대구광역시 동구 팔공로49길 16||||||||아식스 대구롯데아울렛점|(봉무동)|||91002
아식스|김해홈플러스점|128.870119|35.241891|아식스|055-327-5513|경상남도 김해시 김해대로 2078||||||||아식스 김해홈플러스점|(내동)|||91002
아식스|신세계김해점|128.872823|35.229471|아식스|055-272-1512|||||||||아식스 신세계김해점||||91002
아식스|안동점|128.729984|36.565492|아식스|054-858-5894|경상북도 안동시 남문로 25-1||||||||아식스 안동점|(서부동)|||91002
아식스|예천점|128.453618|36.655792|아식스|054-654-2702|경상북도 예천군 예천읍 시장로 85||||||||아식스 예천점||||91002
아식스|구미인동점|128.417957|36.109246|아식스|054-475-9610|경상북도 구미시 삼일로 46||||||||아식스 구미인동점||||91002
아식스|포항양덕점|129.372676|36.090623|아식스|054-256-7979|경상북도 포항시 북구 장량로 166||||||||아식스 포항양덕점|(양덕동)|||91002
아식스|구미롯데마트점|128.365376|36.11376|아식스|054-462-8811|경상북도 구미시 구미대로22길 11||||||||아식스 구미롯데마트점|(신평동)|||91002
아식스|포항롯데마트점|129.324312|36.028379|아식스|054-222-2633|경상북도 포항시 남구 지곡로 247||||||||아식스 포항롯데마트점|(지곡동)|||91002
아식스|롯데포항점|129.369455|36.049626|아식스|054-230-1579|||||||||아식스 롯데포항점||||91002
아식스|신세계광주점|126.880348|35.159762|아식스|062-360-1960|||||||||아식스 신세계광주점||||91002
아식스|롯데광주월드컵점|126.875573|35.132973|아식스|062-606-2946|광주광역시 서구 금화로 240||||||||아식스 롯데광주월드컵점|(풍암동)|||91002
아식스|광주수완롯데마트점|126.830957|35.191687|아식스|062-975-2830|광주광역시 광산구 장신로 98||||||||아식스 광주수완롯데마트점||||91002
아식스|수완롯데아울렛점|126.830957|35.191687|아식스|062-616-2281|광주광역시 광산구 장신로 98||||||||아식스 수완롯데아울렛점||||91002
아식스|광주용봉점|126.896365|35.175714|아식스|062-523-8811|광주광역시 북구 설죽로175번길 4||||||||아식스 광주용봉점|(용봉동)|||91002
아식스|첨단롯데마트점|126.852051|35.216356|아식스|062-971-9075|광주광역시 광산구 첨단강변로99번길 22||||||||아식스 첨단롯데마트점|(쌍암동)|||91002
아식스|봉선이마트점|126.916069|35.122355|아식스|062-654-5921|광주광역시 남구 봉선로 198||||||||아식스 봉선이마트점|(봉선동)|||91002
아식스|나주점|126.720081|35.032866|아식스|061-332-7540|전라남도 나주시 나주로 176||||||||아식스 나주점|(중앙동)|||91002
아식스|고창점|126.700408|35.434903|아식스|063-564-6171|전라북도 고창군 고창읍 중앙로 228||||||||아식스 고창점||||91002
아식스|남원점|127.380538|35.406537|아식스|063-636-4718|전라북도 남원시 남문로 449||||||||아식스 남원점|(하정동)|||91002
아식스|목포하당점|126.42694|34.803277|아식스|061-287-5557|전라남도 목포시 비파로 52||||||||아식스 목포하당점|(상동) 1F|||91002
아식스|목포롯데마트점|126.429476|34.797225|아식스|061-283-0270|전라남도 목포시 원형서로 15||||||||아식스 목포롯데마트점||||91002
아식스|목포중앙점|126.384625|34.790577|아식스|061-245-1211|전라남도 목포시 영산로87번길 9||||||||아식스 목포중앙점||||91002
아식스|순천중앙점|127.4844|34.955478|아식스|061-752-9400|전라남도 순천시 중앙7길 2-1||||||||아식스 순천중앙점||||91002
아식스|롯데대구점|128.596312|35.875894|아식스|053 660-3535|대구광역시 북구 태평로 161||||||||아식스 롯데대구점|(칠성동2가)|||91002
아식스|칠성이마트점|128.589813|35.885198|아식스|053 356-6626|대구광역시 북구 침산로 93||||||||아식스 칠성이마트점|(칠성동2가)|||91002
아식스|만촌이마트점|128.637215|35.871123|아식스|053 752-5528|대구광역시 수성구 동원로 136||||||||아식스 만촌이마트점|(만촌동)|||91002
아식스|김천구미모다점|128.281791|36.156742|아식스|054-910-5078|경상북도 김천시 아포읍 아포대로 1417||||||||아식스 김천구미모다점||||91002
아식스|롯데대전점|127.389287|36.340842|아식스|042-601-2729|대전광역시 서구 계룡로 598||||||||아식스 롯데대전점|(괴정동)|||91002
아식스|대전세이브존점|127.39734|36.354084|아식스|042-479-9137|대전광역시 서구 둔산로 201||||||||아식스 대전세이브존점|(둔산동)|||91002
아식스|SAY/D.S점|127.408969|36.320982|아식스|070-4120-0804|||||||||아식스 SAY/D.S점||||91002
아식스|서대전점|127.382005|36.314185|아식스|042-525-2818|대전광역시 서구 계백로 1449-1||||||||아식스 서대전점||||91002
아식스|대전터미널이마트점|127.436622|36.350284|아식스|042-623-8372|대전광역시 동구 동서대로 1689||||||||아식스 대전터미널이마트점|(용전동)|||91002
아식스|유성모다점|127.319141|36.312636|아식스|042-823-5801|대전광역시 유성구 대정로 5||||||||아식스 유성모다점|(대정동)|||91002
아식스|패션아일랜드대전점|127.457984|36.306963|아식스|042-280-9236|대전광역시 동구 은어송로 72||||||||아식스 패션아일랜드대전점||||91002
아식스|대덕롯데마트점|127.386908|36.426825|아식스|070-4107-5479|대전광역시 유성구 테크노중앙로 14||||||||아식스 대덕롯데마트점|(관평동)|||91002
아식스|청원상설점|127.44601|36.561721|아식스|043-260-6722|충청북도 청원군 남이면 청남로 1324-1||||||||아식스 청원상설점||||91002
아식스|아시아드홈플러스점|129.064287|35.191325|아식스|051-506-6197|부산광역시 연제구 종합운동장로 7||||||||아식스 아시아드홈플러스점|(거제동)|||91002
아식스|롯데부산직영점|129.056647|35.156853|아식스|051-810-2558|||||||||아식스 롯데부산직영점||||91002
아식스|롯데동래점|129.077606|35.211483|아식스|051-668-4534|||||||||아식스 롯데동래점||||91002
아식스|현대부산점|129.058622|35.141283|아식스|051-667-0634|||||||||아식스 현대부산점||||91002
아식스|신세계센텀시티직영점|129.129747|35.168703|아식스|051-745-2750|부산광역시 해운대구 센텀남대로 35||||||||아식스 신세계센텀시티직영점||||91002
아식스|롯데센텀시티점|129.131102|35.169843|아식스|051-730-3518|부산광역시 해운대구 센텀남대로 59||||||||아식스 롯데센텀시티점||||91002
아식스|가야홈플러스점|129.02732|35.152466|아식스|051-895-0406|부산광역시 부산진구 가야대로 506||||||||아식스 가야홈플러스점|(가야동)|||91002
아식스|부산대점|129.086908|35.231641|아식스|051-512-0069|부산광역시 금정구 금정로 80||||||||아식스 부산대점|(장전동)|||91002
아식스|덕천뉴코아점|129.007605|35.211104|아식스|051-366-2189|부산광역시 북구 만덕대로 23||||||||아식스 덕천뉴코아점|(덕천동)|||91002
아식스|용호점|129.111621|35.119124|아식스|051-625-1589|부산광역시 남구 용호로 148-1||||||||아식스 용호점|(용호동)|||91002
아식스|사상애플점|128.983805|35.163167|아식스|051-559-6303|||||||||아식스 사상애플점||||91002
아식스|광복직영점|129.031855|35.098948|아식스|051-257-7009|부산광역시 중구 광복로 64||||||||아식스 광복직영점||||91002
아식스|롯데광복점|129.036748|35.096715|아식스|051-678-3773|부산광역시 중구 중앙대로 2||||||||아식스 롯데광복점|(중앙동7가)|||91002
아식스|코오롱점|129.027454|35.097234|아식스|051-245-2112|부산광역시 중구 구덕로 73||||||||아식스 코오롱점|(남포동6가)|||91002
아식스|동부산롯데아울렛점|129.212201|35.192276|아식스|051-901-2612|부산광역시 기장군 기장읍 기장해안로 147||||||||아식스 동부산롯데아울렛점||||91002
아식스|사하롯데마트점|128.971577|35.08484|아식스|051-262-6812|부산광역시 사하구 을숙도대로 610||||||||아식스 사하롯데마트점|(장림동)|||91002
아식스|덕계상설점|129.152718|35.373943|아식스|055-388-8907|경상남도 양산시 웅상대로 825||||||||아식스 덕계상설점||||91002
아식스|울산대점|129.261252|35.545297|아식스|052-277-4234|울산광역시 남구 대학로 120||||||||아식스 울산대점||||91002
아식스|롯데울산점|129.338244|35.538373|아식스|052-960-5959|울산광역시 남구 삼산로 288||||||||아식스 롯데울산점|(삼산동)|||91002
아식스|현대울산점|129.335854|35.539587|아식스|052-228-0923|울산광역시 남구 삼산로 261||||||||아식스 현대울산점|(삼산동)|||91002
아식스|울산세이브존점|129.33183|35.544405|아식스|052-256-3536|||||||||아식스 울산세이브존점||||91002
아식스|울산이마트점|129.348397|35.538018|아식스|052-258-1655|울산광역시 남구 남중로 48||||||||아식스 울산이마트점|(삼산동)|||91002
아식스|거제옥포점|128.691353|34.893511|아식스|055-688-3486|경상남도 거제시 옥포대첩로 34||||||||아식스 거제옥포점||||91002
아식스|울산중앙점|129.322132|35.554346|아식스|052-245-6167||울산광역시 중구 젊음의거리 89|||||||아식스 울산중앙점|(옥교동)|||91002
아식스|울산진장롯데마트점|129.359324|35.576099|아식스|052 288-2090|부산광역시 북구 진장유통로 64||||||||아식스 울산진장롯데마트점|(진장동)|||91002
아식스|강서홈플러스점|126.854349|37.559093|아식스|02-2668-2335|서울특별시 강서구 화곡로 398||||||||아식스 강서홈플러스점|(등촌동)|||91002
아식스|신정점|126.853368|37.520919|아식스|02-2647-5780|서울특별시 양천구 신월로 292||||||||아식스 신정점|(신정동)|||91002
아식스|화정세이브존점|126.831365|37.634316|아식스|070-4402-6633|서울특별시 고양시 덕양구 화정로 52||||||||아식스 화정세이브존점|(화정동)|||91002
아식스|Hibbett/Sporting/Goods점|-97.0725759|36.7392713|아식스|580-763-0711|||||||||아식스 Hibbett/Sporting/Goods점|East Prospect,Suite A|||91002
아식스|Academy점|-97.049476|36.1461185|아식스|405-742-6010|||||||||아식스 Academy점|N. Perkins Rd|||91002
아식스|Hibbett/Sporting/Goods점|-97.057174|36.1299861|아식스|405-624-9668|||||||||아식스 Hibbett/Sporting/Goods점|North Main Street|||91002
아식스|Brown's/Shoe/Fit점|-97.050822|36.121353|아식스|405-372-7170|||||||||아식스 Brown's/Shoe/Fit점|S. Perkins Rd.|||91002
아식스|울산진장롯데마트점|129.359324|35.576099|아식스|052 288-2090|울산광역시 북구 진장유통로 64||||||||아식스 울산진장롯데마트점|(진장동)|||91002
아식스|포항이마트점|129.398064|35.992031|아식스|070-8806-1306|울산광역시 포항시 남구 냉천로 10||||||||아식스 포항이마트점|(인덕동)|||91002
아식스|롯데인천점|126.701233|37.447201|아식스|032-450-2663|||||||||아식스 롯데인천점||||91002
아식스|신세계인천점|126.701426|37.440941|아식스|032-430-1871|||||||||아식스 신세계인천점||||91002
아식스|주안상설점|126.678802|37.451053|아식스|032 862-7225|인천광역시 남구 인주대로 382||||||||아식스 주안상설점||||91002
아식스|2001부평점|126.710107|37.490625|아식스|032-363-5735|||||||||아식스 2001부평점||||91002
아식스|롯데부평점|126.719596|37.493454|아식스|032-452-2566|인천광역시 부평구 부평문화로 35||||||||아식스 롯데부평점|(부평동)|||91002
아식스|LF스퀘어연수점|126.669166|37.419741|아식스|032-818-2002|인천광역시 연수구 용담로 14||||||||아식스 LF스퀘어연수점||||91002
아식스|연수이마트점|126.681106|37.404158|아식스|032 815-0422|인천광역시 연수구 경원대로 184||||||||아식스 연수이마트점|(동춘동)|||91002
아식스|삼산롯데마트점|126.732043|37.507846|아식스|032-363-2232|인천광역시 부평구 길주로 623||||||||아식스 삼산롯데마트점|(삼산동)|||91002
아식스|경기신천점|126.778471|37.441516|아식스|031-404-2225|경기도 시흥시 수인로3427번길 9-2||||||||아식스 경기신천점|(신천동)|||91002
아식스|부천상동점|126.749513|37.506363|아식스|032-321-9045|경기도 부천시 원미구 길주로 63||||||||아식스 부천상동점|(상동)스타팰리스 111-112호|||91002
아식스|부천뉴코아점|126.75644|37.50417|아식스|032-624-8457|경기도 부천시 원미구 송내대로 239||||||||아식스 부천뉴코아점|(상동)|||91002
아식스|부천이마트점|126.782639|37.483996|아식스|032-668-4815|경기도 부천시 소사구 부천로 1||||||||아식스 부천이마트점|(심곡본동)|||91002
아식스|작전홈플러스점|126.721251|37.526136|아식스|032-548-8727|인천광역시 계양구 계양대로 27||||||||아식스 작전홈플러스점||||91002
아식스|롯데중동점|126.775357|37.502518|아식스|032-320-7548|경기도 부천시 원미구 길주로 300||||||||아식스 롯데중동점|(중동)|||91002
아식스|부평상설점|126.743618|37.530199|아식스|032-552-5450|인천광역시 계양구 서운로 51||||||||아식스 부평상설점||||91002
아식스|역곡상설점|126.808134|37.482436|아식스|032-351-7786|경기도 부천시 소사구 경인로 470||||||||아식스 역곡상설점||||91002
아식스|계양롯데마트점|126.73601|37.540698|아식스|032-553-2457|인천광역시 계양구 장제로 822||||||||아식스 계양롯데마트점|(계산동)|||91002
아식스|시화이마트점|126.736899|37.345879|아식스|031-433-1085|경기도 시흥시 정왕대로 210||||||||아식스 시화이마트점|(정왕동)|||91002
아식스|롯데김포공항점|126.802512|37.566773|아식스|02-6116-3463|서울특별시 강서구 하늘길 38||||||||아식스 롯데김포공항점|(방화동,스카이시티)|||91002
아식스|김포홈플러스점|126.698745|37.624003|아식스|031-984-8711|경기도 김포시 중봉로 14||||||||아식스 김포홈플러스점|(감정동)|||91002
아식스|해남점|126.598784|34.571317|아식스|061-535-1142|전라남도 해남군 해남읍 중앙2로 11||||||||아식스 해남점||||91002
아식스|광양LF상설점|127.56757|34.962085|아식스|061-815-4825|전라남도 광양시 광양읍 순광로 440||||||||아식스 광양LF상설점||||91002
아식스|여천점|127.661817|34.766209|아식스|061-681-2898|전라남도 여수시 쌍봉로 52||||||||아식스 여천점||||91002
아식스|완도점|126.755856|34.314047|아식스|061-555-5008|전라남도 완도군 완도읍 청해진남로18번길 9||||||||아식스 완도점||||91002
