##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@쉐보레지정서비스센터
쉐보레서비스센터|논현지정서비스|126.724302|37.404884|쉐보레지정서비스센터|032-433-8285|인천 남동구 논고개로 152-29||||||||쉐보레서비스센터 논현지정서비스|(논현동)|||160407
쉐보레서비스센터|인천서구지정서비스|126.68184940000003|37.5510787|쉐보레지정서비스센터|032-566-1990|인천 서구 심곡로 203||||||||쉐보레서비스센터 인천서구지정서비스|(연희동)|||160407
쉐보레서비스센터|수빈지정서비스|127.06032140000002|37.8895339|쉐보레지정서비스센터|031-867-1300|경기 동두천시 행선로 13||||||||쉐보레서비스센터 수빈지정서비스|(지행동)|||160407
쉐보레서비스센터|의정부지정서비스|127.03584909999995|37.7345833|쉐보레지정서비스센터|031-877-8255|경기 의정부시 의정로22번길 12||||||||쉐보레서비스센터 의정부지정서비스|(의정부동)|||160407
쉐보레서비스센터|평택지정서비스|127.09953380000002|36.9893421|쉐보레지정서비스센터|031-651-9799|경기 평택시 조개터로 1번길 63||||||||쉐보레서비스센터 평택지정서비스|(합정동)|||160407
쉐보레서비스센터|코리아지정서비스|127.26786909999998|37.0195353|쉐보레지정서비스센터|031-675-7445-6|경기 안성시 안성맞춤대로 1200||||||||쉐보레서비스센터 코리아지정서비스|(당왕동)|||160407
쉐보레서비스센터|OK지정서비스|126.94914540000002|37.3552035|쉐보레지정서비스센터|031-451-7585|경기 군포시 공단로 111||||||||쉐보레서비스센터 OK지정서비스|(당동)|||160407
쉐보레서비스센터|동호지정서비스|127.05795609999996|37.0625447|쉐보레지정서비스센터|031-667-1472|경기 평택시 송탄로 211||||||||쉐보레서비스센터 동호지정서비스||||160407
쉐보레서비스센터|광주초월지정서비스|127.2906514|37.3854451|쉐보레지정서비스센터|031-765-5352|경기 광주시 초월읍 무들로8번길 5||||||||쉐보레서비스센터 광주초월지정서비스||||160407
쉐보레서비스센터|상록수지정서비스|126.85812369999996|37.2997866|쉐보레지정서비스센터|031-408-8225|경기 안산시 상록구 감골로 203||||||||쉐보레서비스센터 상록수지정서비스|(사동)|||160407
쉐보레서비스센터|안양지정서비스|126.93681449999997|37.3966732|쉐보레지정서비스센터|031-445-8200|경기 안양시 동안구 경수대로 897||||||||쉐보레서비스센터 안양지정서비스|(비산동)|||160407
쉐보레서비스센터|칠용지정서비스|127.09917829999995|37.0293829|쉐보레지정서비스센터|031-668-7575|경기 평택시 삼남로 27-6||||||||쉐보레서비스센터 칠용지정서비스|(칠원동)|||160407
쉐보레서비스센터|가평지정서비스|127.51122169999996|37.8333916|쉐보레지정서비스센터|031-581-2121|경기 가평군 가평읍 가화로 159-1||||||||쉐보레서비스센터 가평지정서비스||||160407
쉐보레서비스센터|부발지정서비스|127.47452120000003|37.262073|쉐보레지정서비스센터|031-638-8255|경기 이천시 부발읍 경충대로 2278||||||||쉐보레서비스센터 부발지정서비스||||160407
쉐보레서비스센터|연천전곡지정서비스|127.0722323|38.0203657|쉐보레지정서비스센터|031-835-8255|경기 연천군 전곡읍 전곡로 83||||||||쉐보레서비스센터 연천전곡지정서비스||||160407
쉐보레서비스센터|과천지정서비스|126.996664|37.448131|쉐보레지정서비스센터|02-3678-8255|경기 과천시 중앙로 379||||||||쉐보레서비스센터 과천지정서비스|(과천동)|||160407
쉐보레서비스센터|천현지정서비스|127.21578099999999|37.536257|쉐보레지정서비스센터|031-794-8295|경기 하남시 천현로 30||||||||쉐보레서비스센터 천현지정서비스||||160407
쉐보레서비스센터|명지지정서비스|127.20234860000005|37.2269953|쉐보레지정서비스센터|031-336-8244|경기 용인시 처인구 명지로 254||||||||쉐보레서비스센터 명지지정서비스||||160407
쉐보레서비스센터|동탄지정서비스|127.05609290000007|37.2180066|쉐보레지정서비스센터|031-613-8148|경기 화성시 여울로4길 26||||||||쉐보레서비스센터 동탄지정서비스|(능동)|||160407
쉐보레서비스센터|진접지정서비스|127.17903739999997|37.7133221|쉐보레지정서비스센터|031-572-8253|경기 남양주시 진접읍 장현로 26||||||||쉐보레서비스센터 진접지정서비스||||160407
쉐보레서비스센터|오남지정서비스|127.20978609999997|37.6817555|쉐보레지정서비스센터|031-527-8253|경기 남양주시 오남읍 진건오남로 533||||||||쉐보레서비스센터 오남지정서비스|1층|||160407
쉐보레서비스센터|봉담지정서비스|126.97721180000008|37.2155162|쉐보레지정서비스센터|031-224-8581|경기 화성시 봉담읍 와우로119번길 15||||||||쉐보레서비스센터 봉담지정서비스||||160407
쉐보레서비스센터|시화지정서비스|126.729697|37.342612|쉐보레지정서비스센터|031-432-8255|경기 시흥시 군자천로 277||||||||쉐보레서비스센터 시화지정서비스|(정황동),시화공단2가203-1호|||160407
쉐보레서비스센터|발안지정서비스|126.8941423|37.1357471|쉐보레지정서비스센터|031-8059-1255|경기 화성시 팔탄면 터넉골로 213-11||||||||쉐보레서비스센터 발안지정서비스||||160407
쉐보레서비스센터|신김포지정서비스|126.72792340000001|37.614245|쉐보레지정서비스센터|031-985-1472||경기 김포시 사우동 494-2|||||||쉐보레서비스센터 신김포지정서비스||||160407
쉐보레서비스센터|한국지정서비스|127.05822760000001|37.7486227|쉐보레지정서비스센터|031-841-8251|경기 의정부시 호국로 1407||||||||쉐보레서비스센터 한국지정서비스|(금오동,제 1호)|||160407
쉐보레서비스센터|양평지정서비스|127.506058|37.490076|쉐보레지정서비스센터|031-774-1982|경기 양평군 양평읍 시민로 128번길 3||||||||쉐보레서비스센터 양평지정서비스||||160407
쉐보레서비스센터|오포지정서비스|127.15689299999997|37.3615969|쉐보레지정서비스센터|031-717-7782|경기 광주시 오포읍 머루숯길 26||||||||쉐보레서비스센터 오포지정서비스||||160407
쉐보레서비스센터|행신지정서비스|126.83323199999995|37.6135944|쉐보레지정서비스센터|031-974-5151|경기 고양시 덕양구 무원로6번길 25||||||||쉐보레서비스센터 행신지정서비스|(행신동)|||160407
쉐보레서비스센터|공도지정서비스|127.16968229999997|37.0079807|쉐보레지정서비스센터|031-692-8581|경기 안성시 공도읍 용머리큰길 2||||||||쉐보레서비스센터 공도지정서비스||||160407
쉐보레서비스센터|화성남양지정서비스|126.826444|37.213406|쉐보레지정서비스센터|031-357-7380|경기 화성시 남양읍 남양성지로 225||||||||쉐보레서비스센터 화성남양지정서비스||||160407
쉐보레서비스센터|포천제일지정서비스|127.187696|37.880797|쉐보레지정서비스센터|031-533-8256|경기 포천시 호국로 1364||||||||쉐보레서비스센터 포천제일지정서비스||||160407
쉐보레서비스센터|단원지정서비스|126.82031059999997|37.3140417|쉐보레지정서비스센터|031-401-8233|경기 안산시 단원구 화정천서로 183||||||||쉐보레서비스센터 단원지정서비스|(초지동)|||160407
쉐보레서비스센터|북안산지정서비스|126.84719949999999|37.334416|쉐보레지정서비스센터|031-402-8155|경기 안산시 상록구 안산천서로 183||||||||쉐보레서비스센터 북안산지정서비스||||160407
쉐보레서비스센터|문산지정서비스|126.79435820000003|37.8495171|쉐보레지정서비스센터|031-954-8255|경기 파주시 파주읍 충현로 42-26||||||||쉐보레서비스센터 문산지정서비스||||160407
쉐보레서비스센터|태백지정서비스|128.97867280000003|37.1410456|쉐보레지정서비스센터|033-553-8286|강원 태백시 버들치길 34||||||||쉐보레서비스센터 태백지정서비스|(소도동)|||160407
쉐보레서비스센터|강원영동지정서비스|128.60023209999997|38.1894406|쉐보레지정서비스센터|033-632-1198|강원 속초시 동해대로 3974||||||||쉐보레서비스센터 강원영동지정서비스|(조양동)|||160407
쉐보레서비스센터|인제지정서비스|128.163616|38.058883|쉐보레지정서비스센터|033-461-9701-2|강원 인제군 인제읍 인제로 49||||||||쉐보레서비스센터 인제지정서비스||||160407
쉐보레서비스센터|화천지정서비스|127.71332660000007|38.1157236|쉐보레지정서비스센터|033-442-1237|강원 화천군 화천읍 산수화로 127||||||||쉐보레서비스센터 화천지정서비스||||160407
쉐보레서비스센터|평화지정서비스|127.981834|38.102627|쉐보레지정서비스센터|033-481-2621|강원 양구군 양구읍 박수근로 349||||||||쉐보레서비스센터 평화지정서비스||||160407
쉐보레서비스센터|철원지정서비스|127.32351940000001|38.1816246|쉐보레지정서비스센터|033-452-5380|강원 철원군 갈말읍 두루미로 53||||||||쉐보레서비스센터 철원지정서비스||||160407
쉐보레서비스센터|동송지정서비스|127.225901|38.19486|쉐보레지정서비스센터|033-455-4979|강원 철원군 동송읍 금학로 57||||||||쉐보레서비스센터 동송지정서비스||||160407
쉐보레서비스센터|양양지정서비스|128.62899719999996|38.0832672|쉐보레지정서비스센터|033-671-8275|강원 양양군 양양읍 동해대로 2661-19||||||||쉐보레서비스센터 양양지정서비스||||160407
쉐보레서비스센터|영월지정서비스|128.474029|37.17864|쉐보레지정서비스센터|033-373-9220|강원 영월군 영월읍 덕포우회길 54||||||||쉐보레서비스센터 영월지정서비스||||160407
쉐보레서비스센터|동해발한지정서비스|129.101536|37.5428013|쉐보레지정서비스센터|033-535-1810|강원 동해시 발한로 115||||||||쉐보레서비스센터 동해발한지정서비스||||160407
쉐보레서비스센터|홍천지정서비스|127.87470059999998|37.6826255|쉐보레지정서비스센터|033-433-8255|강원 홍천군 홍천읍 연봉서로 18||||||||쉐보레서비스센터 홍천지정서비스||||160407
쉐보레서비스센터|원주만종지정서비스|127.91177360000006|37.3615768|쉐보레지정서비스센터|033-745-9889|강원 원주시 호저면 원문로 428||||||||쉐보레서비스센터 원주만종지정서비스||||160407
쉐보레서비스센터|충북영동지정서비스|127.78029200000003|36.1719239|쉐보레지정서비스센터|043-743-8255|충북 영동군 영동읍 영동천2길 57||||||||쉐보레서비스센터 충북영동지정서비스||||160407
쉐보레서비스센터|산남지정서비스|127.480665|36.607302|쉐보레지정서비스센터|043-273-1472|충북 청주시 서원구 청남로1945번길 22||||||||쉐보레서비스센터 산남지정서비스|(미평동)|||160407
쉐보레서비스센터|가경지정서비스|127.430312|36.624022|쉐보레지정서비스센터|043-268-8500|충북 청주시 흥덕구 서현동로 20-8||||||||쉐보레서비스센터 가경지정서비스|(강서동)|||160407
쉐보레서비스센터|공주송선지정서비스|127.169433|36.484279|쉐보레지정서비스센터|041-881-5588|충남 공주시 장척로 30||||||||쉐보레서비스센터 공주송선지정서비스|(송선동)|||160407
쉐보레서비스센터|태안지정서비스|126.30418600000007|36.745038|쉐보레지정서비스센터|041-675-4682|충남 태안군 태안읍 정주내1길 9||||||||쉐보레서비스센터 태안지정서비스||||160407
쉐보레서비스센터|보령지정서비스|126.59396459999994|36.34396479999999|쉐보레지정서비스센터|041-934-7288|충남 보령시 천변남길 60||||||||쉐보레서비스센터 보령지정서비스|(궁촌동)|||160407
쉐보레서비스센터|정읍지정서비스|126.86984|35.56258|쉐보레지정서비스센터|063-536-8255|전북 정읍시 상동 중앙로 72||||||||쉐보레서비스센터 정읍지정서비스|(상동)|||160407
쉐보레서비스센터|남원지정서비스|127.384183|35.429274|쉐보레지정서비스센터|063-635-8255|전북 남원시 히어실길 8-15호 (용정동) ||||||||쉐보레서비스센터 남원지정서비스||||160407
쉐보레서비스센터|삼례지정서비스|127.0703264|35.9117871|쉐보레지정서비스센터|063-252-8255|전북 완주군 삼례읍 삼례로 393-4||||||||쉐보레서비스센터 삼례지정서비스||||160407
쉐보레서비스센터|무주지정서비스|127.659501|36.003178|쉐보레지정서비스센터|063-322-6488|전북 무주군 무주읍 한풍루로 304||||||||쉐보레서비스센터 무주지정서비스||||160407
쉐보레서비스센터|임실지정서비스|127.2912083|35.6172257|쉐보레지정서비스센터|063-642-3651|전북 임실군 임실읍 수정로 51||||||||쉐보레서비스센터 임실지정서비스|(이도리)|||160407
쉐보레서비스센터|금당지정서비스|127.536431|34.959886|쉐보레지정서비스센터|061-725-0202|전남 순천시 비례골길 80||||||||쉐보레서비스센터 금당지정서비스|(조례동)|||160407
쉐보레서비스센터|장성지정서비스|126.791608|35.308164|쉐보레지정서비스센터|061-394-5055|전남 장성군 장성읍 영천월산길 5||||||||쉐보레서비스센터 장성지정서비스||||160407
쉐보레서비스센터|무안지정서비스|126.47727090000001|34.9862647|쉐보레지정서비스센터|061-454-0750|전남 무안군 무안읍 무안로 478||||||||쉐보레서비스센터 무안지정서비스||||160407
쉐보레서비스센터|보성지정서비스|127.342709|34.840428|쉐보레지정서비스센터|061-858-0301|전남 보성군 벌교읍 채동선로 194||||||||쉐보레서비스센터 보성지정서비스|(벌교리)|||160407
쉐보레서비스센터|강진지정서비스|126.76594560000001|34.6345993|쉐보레지정서비스센터|061-432-1300|전남 강진군 강진읍 삼일로 10||||||||쉐보레서비스센터 강진지정서비스||||160407
쉐보레서비스센터|함평지정서비스|126.52666679999993|35.0576253|쉐보레지정서비스센터|061-324-5109|전남 함평군 함평읍 함장로 1202-22||||||||쉐보레서비스센터 함평지정서비스||||160407
쉐보레서비스센터|해남지정서비스|126.588352|34.57658|쉐보레지정서비스센터|061-536-8250|전남 해남군 해남읍 중앙1로 380||||||||쉐보레서비스센터 해남지정서비스||||160407
쉐보레서비스센터|남악지정서비스|126.456594|34.816017|쉐보레지정서비스센터|061-283-8255|전남 무안군 삼향읍 오룡3길 41-10||||||||쉐보레서비스센터 남악지정서비스||||160407
쉐보레서비스센터|옥과지정서비스|127.123825|35.267203|쉐보레지정서비스센터|061-363--8255|전남 곡성군 오산면 오산로 1001||||||||쉐보레서비스센터 옥과지정서비스||||160407
쉐보레서비스센터|진도지정서비스|126.271477|34.48209|쉐보레지정서비스센터|061-543-8822|전남 진도군 진도읍 동외1길 32||||||||쉐보레서비스센터 진도지정서비스||||160407
쉐보레서비스센터|동광양지정서비스|127.75811380000004|34.9460981|쉐보레지정서비스센터|061-792-1002|전남 광양시 김시식지1길 1-18||||||||쉐보레서비스센터 동광양지정서비스|(태인동)|||160407
쉐보레서비스센터|안국지정서비스|128.113287|36.128342|쉐보레지정서비스센터|054-437-8255|경북 김천시 평화장미길 87||||||||쉐보레서비스센터 안국지정서비스|(평화동)|||160407
쉐보레서비스센터|남구미지정서비스|128.364847|36.087064|쉐보레지정서비스센터|054-465-6801|경북 구미시 왕산로3길 5||||||||쉐보레서비스센터 남구미지정서비스|(임은동)|||160407
쉐보레서비스센터|행복지정서비스|128.16335909999998|36.424738|쉐보레지정서비스센터|054-535-7100|경북 상주시 영남제일로 1613-4||||||||쉐보레서비스센터 행복지정서비스|(냉림동)|||160407
쉐보레서비스센터|영천지정서비스|128.95212070000002|35.9760664|쉐보레지정서비스센터|054-332-8558|경북 영천시 망정3길 7||||||||쉐보레서비스센터 영천지정서비스||||160407
쉐보레서비스센터|안동지정서비스|128.755992|36.554855|쉐보레지정서비스센터|054-821-2002|경북 안동시 관광단지로 74||||||||쉐보레서비스센터 안동지정서비스|(용상동)|||160407
쉐보레서비스센터|포항상도지정서비스|129.35159010000007|36.0125131|쉐보레지정서비스센터|054-282-1614|경북 포항시 남구 중섬로 65||||||||쉐보레서비스센터 포항상도지정서비스||||160407
쉐보레서비스센터|서안동지정서비스|128.697971|36.583798|쉐보레지정서비스센터|054-852-5050|경북 안동시 경북대로 617||||||||쉐보레서비스센터 서안동지정서비스|(송현동)|||160407
쉐보레서비스센터|울진지정서비스|129.41360464485527|37.06524569182071|쉐보레지정서비스센터|054-783-1128|경북 울진군 죽변면 죽변북로 112||||||||쉐보레서비스센터 울진지정서비스||||160407
쉐보레서비스센터|진해지정서비스|128.680787|35.153525|쉐보레지정서비스센터|055-542-3355-6|경남 창원시 진해구 충장로 261||||||||쉐보레서비스센터 진해지정서비스||||160407
쉐보레서비스센터|합동공업사|129.367189|35.560822|쉐보레지정서비스센터|052-287-8255|울산 북구 염포로 248-6||||||||쉐보레서비스센터 합동공업사|(진장동)|||160407
쉐보레서비스센터|경상자동차정비|128.109288|35.170704|쉐보레지정서비스센터|055-758-0018|경남 진주시 큰들로 58||||||||쉐보레서비스센터 경상자동차정비|(상평동)|||160407
쉐보레서비스센터|하동지정서비스|127.736379|35.081128|쉐보레지정서비스센터|055-882-6600|경남 하동군 하동읍 섬진강대로 2334||||||||쉐보레서비스센터 하동지정서비스||||160407
쉐보레서비스센터|경남고성지정서비스|128.335968|34.972119|쉐보레지정서비스센터|055-673-3604|경남 고성군 고성읍 남해안대로 2556||||||||쉐보레서비스센터 경남고성지정서비스||||160407
쉐보레서비스센터|조은종합자동차정비|128.484854|35.548194|쉐보레지정서비스센터|055-532-1100|경남 창녕군 창녕읍 우포2로 1161-10||||||||쉐보레서비스센터 조은종합자동차정비||||160407
쉐보레서비스센터|함안제일정비|128.417284|35.277643|쉐보레지정서비스센터|055-582-1005|경남 함안군 가야읍 검암천북길 65||||||||쉐보레서비스센터 함안제일정비|(검암리)|||160407
쉐보레서비스센터|창신지정서비스|128.48533080000004|35.1245734|쉐보레지정서비스센터|055-271-0034|경남 창원시 마산합포구 진동면 덕곡덕기길 37||||||||쉐보레서비스센터 창신지정서비스||||160407
쉐보레서비스센터|신합천지정서비스|128.16437480000002|35.5703993|쉐보레지정서비스센터|055-931-7288|경남 합천군 합천읍 대야로 920-1||||||||쉐보레서비스센터 신합천지정서비스||||160407
쉐보레서비스센터|금산지정서비스|128.13955869999995|35.2138748|쉐보레지정서비스센터|055-753-8259|경남 진주시 금산면 금산로 26||||||||쉐보레서비스센터 금산지정서비스||||160407
쉐보레서비스센터|통영무전지정서비스|128.4231843|34.8600263|쉐보레지정서비스센터|055-643-2900|경남 통영시 무전대로 24||||||||쉐보레서비스센터 통영무전지정서비스|(무전동)|||160407
쉐보레서비스센터|동김해지정서비스|128.89542189999997|35.2351982|쉐보레지정서비스센터|055-321-8255|경남 김해시 분성로453번길 1||||||||쉐보레서비스센터 동김해지정서비스|(삼정동)|||160407
쉐보레서비스센터|함안지정서비스|128.3984008|35.2758943|쉐보레지정서비스센터|055-585-8225|경남 함안군 가야읍 성내북길 22||||||||쉐보레서비스센터 함안지정서비스||||160407
쉐보레서비스센터|거창지정서비스|127.920993|35.695139|쉐보레지정서비스센터|055-943-8255|경남 거창군 거창읍 가조가야로 12||||||||쉐보레서비스센터 거창지정서비스||||160407
쉐보레서비스센터|상동지정서비스|128.6287982|34.876904|쉐보레지정서비스센터|055-633-8528|경남 거제시 계룡로2길 34||||||||쉐보레서비스센터 상동지정서비스||||160407
쉐보레서비스센터|옥포지정서비스|128.688689|34.86622|쉐보레지정서비스센터|055-688-5052|경남 거제시 아주1로 39||||||||쉐보레서비스센터 옥포지정서비스|(아주동)|||160407
쉐보레서비스센터|대도정비|128.25632569999993|35.3197333|쉐보레지정서비스센터|055-573-8275|경남 의령군 의령읍 의병로 107||||||||쉐보레서비스센터 대도정비|(서동리)|||160407
쉐보레서비스센터|남해지정서비스|127.89906719999999|34.8360497|쉐보레지정서비스센터|055-863-4646|경남 남해군 남해읍 남해대로 2773||||||||쉐보레서비스센터 남해지정서비스||||160407
쉐보레서비스센터|서귀포동부지정서비스|126.614332|33.260876|쉐보레지정서비스센터|064-767-1255|제주 서귀포시 일주동로 8174||||||||쉐보레서비스센터 서귀포동부지정서비스||||160407
쉐보레서비스센터|연동지정서비스|126.47811509999997|33.4938664|쉐보레지정서비스센터|064-746-8255|제주 제주시 일주서로 7783||||||||쉐보레서비스센터 연동지정서비스|(노형동)|||160407
쉐보레서비스센터|도원자동차공업사|126.58203070000002|33.2927579|쉐보레지정서비스센터|064-732-1792|제주 서귀포시 토평공단로139번길 11-1||||||||쉐보레서비스센터 도원자동차공업사||||160407
