##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@중한자동차서비스
신원CK모터스/동풍소콘정비|카젠/백석점|937390.7185333101|1961106.790413123|중한자동차서비스|031-908-2777|경기도 고양시 일산동구 강송로74번길 7-8||||||||신원CK모터스 동풍소콘정비 카젠/백석점|(백석동)|||160429
신원CK모터스/동풍소콘정비|현가리모터스|962766.2724002372|2011968.4758891389|중한자동차서비스|031-834-1588|경기도 연천군 연천읍 연천로335번길 4||||||||신원CK모터스 동풍소콘정비 현가리모터스|(현가리)|||160429
신원CK모터스/동풍소콘정비|대전공업사|993200.8125959199|1826011.6819318337|중한자동차서비스|042-932-9733|대전광역시 대덕구 벚꽃길 86||||||||신원CK모터스 동풍소콘정비 대전공업사|(상서동)|||160429
신원CK모터스/동풍소콘정비|에이스모터스|948031.7970651048|1684814.4581968917|중한자동차서비스|062-523-8297|광주광역시 동구 무등로 439||||||||신원CK모터스 동풍소콘정비 에이스모터스|(산수동)|||160429
신원CK모터스/동풍소콘정비|우리자동차1급공업사|1003239.0047924044|1662841.6676055416|중한자동차서비스|061-723-3788|전라남도 순천시 순광로 146||||||||신원CK모터스 동풍소콘정비 우리자동차1급공업사|(조례동)|||160429
신원CK모터스/동풍소콘정비|레이디카/대구읍내3호점|1095032.7564472868|1771694.928209967|중한자동차서비스|053-322-3466|대구광역시 북구 대천로 40||||||||신원CK모터스 동풍소콘정비 레이디카/대구읍내3호점|(읍내동)|||160429
신원CK모터스/동풍소콘정비|우리모터스|1139616.635718167|1706724.4229769316|중한자동차서비스|055-383-7879|경상남도 양산시 북안남6길 23||||||||신원CK모터스 동풍소콘정비 우리모터스||||160429
신원CK모터스/동풍소콘정비|애니카랜드/수암점|1164830.603280723|1727502.0169297727|중한자동차서비스|052-267-4422|울산광역시 남구 수암로 91||||||||신원CK모터스 동풍소콘정비 애니카랜드/수암점||||160429
신원CK모터스/동풍소콘정비|현승자동차종합정비|1134254.3105950481|1677068.048906946|중한자동차서비스|051-263-7788|부산광역시 사하구 장평로 153||||||||신원CK모터스 동풍소콘정비 현승자동차종합정비||||160429
신원CK모터스/동풍소콘정비|이천정비|997391.0465101469|1924557.303858181|중한자동차서비스|031-632-8255|경기도 이천시 백사면 이여로 260||||||||신원CK모터스 동풍소콘정비 이천정비||||160429
신원CK모터스/동풍소콘정비|한국지엠목포서비스|901024.9504640573|1646136.6232833434|중한자동차서비스|061-282-8255|전라남도 목포시 삼각로43번길 16||||||||신원CK모터스 동풍소콘정비 한국지엠목포서비스||||160429
신원CK모터스/동풍소콘정비|신나라카독크|984367.1688980311|2020590.7320001125|중한자동차서비스|033-452-8811|강원도 철원군 갈말읍 태봉로 1524||||||||신원CK모터스 동풍소콘정비 신나라카독크||||160429
신원CK모터스/동풍소콘정비|부가소니코|958474.0874455348|1960678.6886557075|중한자동차서비스|02-900-0700|서울특별시 도봉구 우이천로 298-1||||||||신원CK모터스 동풍소콘정비 부가소니코||||160429
신원CK모터스/동풍소콘정비|최신자동차정비|1172670.4253741575|1779214.1812296193|중한자동차서비스|054-272-0433|경상북도 포항시 남구 동해안로 5922||||||||신원CK모터스 동풍소콘정비 최신자동차정비||||160429
신원CK모터스/동풍소콘정비|DK모터스|1007983.9481169232|1887926.3013672703|중한자동차서비스|043-883-5944|충청북도 음성군 금왕읍 무극로244번길 24||||||||신원CK모터스 동풍소콘정비 DK모터스||||160429
신원CK모터스/동풍소콘정비|청지기자동차공업사|947803.8831801801|1942119.09872959|중한자동차서비스|02-851-2261|서울특별시 금천구 문성로 54||||||||신원CK모터스 동풍소콘정비 청지기자동차공업사||||160429
신원CK모터스/동풍소콘정비|호수카|963844.81247914|1944529.3961444404|중한자동차서비스|02-425-5211|서울특별시 송파구 백제고분로28길 41||||||||신원CK모터스 동풍소콘정비 호수카||||160429
신원CK모터스/동풍소콘정비|정한공업사|960692.66124435|1972349.9384127501|중한자동차서비스|031-846-8223|경기도 의정부시 천보로 581||||||||신원CK모터스 동풍소콘정비 정한공업사||||160429
신원CK모터스/동풍소콘정비|카123텍|928528.0886605268|1934592.7974246135|중한자동차서비스|032-822-2002|인천광역시 남동구 남동서로 202||||||||신원CK모터스 동풍소콘정비 카123텍||||160429
신원CK모터스/동풍소콘정비|우리공업사|1022453.850348819|1660099.952131034|중한자동차서비스|061-791-6666|전라남도 광양시 삼봉산로 11||||||||신원CK모터스 동풍소콘정비 우리공업사||||160429
신원CK모터스/동풍소콘정비|동부자동차공업사|1022076.8329208605|1988152.2370192744|중한자동차서비스|033-251-7795|강원도 춘천시 동면 공단로70번길 20-3||||||||신원CK모터스 동풍소콘정비 동부자동차공업사||||160429
신원CK모터스/동풍소콘정비|동신자동차공업|919248.6453552863|1815376.0647797156|중한자동차서비스|041-931-0303|충청남도 보령시 보령남로 142||||||||신원CK모터스 동풍소콘정비 동신자동차공업||||160429
신원CK모터스/동풍소콘정비|제일카마스타|1091140.65915061|1758110.1331558665|중한자동차서비스|053-639-4902|대구광역시 달서구 달서대로 80||||||||신원CK모터스 동풍소콘정비 제일카마스타||||160429
신원CK모터스/동풍소콘정비|드림모터스|995205.8779693935|1845338.046219145|중한자동차서비스|043-234-5454|충청북도 청주시 서원구 2순환로1502번길 32||||||||신원CK모터스 동풍소콘정비 드림모터스||||160429
신원CK모터스/동풍소콘정비|평택렉카견인정비|943884.6681510212|1887667.7073669867|중한자동차서비스|031-682-8209|경기도 평택시 포승읍 포승향남로 110-3||||||||신원CK모터스 동풍소콘정비 평택렉카견인정비||||160429
신원CK모터스/동풍소콘정비|한국지엠서대구서비스센터|1093697.3619675548|1763799.546671085|중한자동차서비스|053-566-9988|대구광역시 서구 와룡로 376||||||||신원CK모터스 동풍소콘정비 한국지엠서대구서비스센터||||160429
신원CK모터스/동풍소콘정비|동부자동차정비공업사|938914.7554604567|1854219.6963165565|중한자동차서비스|041-335-9911|충청남도 예산군 예산읍 예산산업단지로 8-7||||||||신원CK모터스 동풍소콘정비 동부자동차정비공업사|(주교리)|||160429
신원CK모터스/동풍소콘정비|경성모터스|943300.3522073184|1951045.5794175966|중한자동차서비스|02-3663-8888|서울특별시 강서구 양천로60길 44||||||||신원CK모터스 동풍소콘정비 경성모터스|(등촌동)|||160429
신원CK모터스/동풍소콘정비|유진자동차정비|1038981.2997612101|1930136.0843171068|중한자동차서비스|033-747-8297|강원도 원주시 상지대길 8||||||||신원CK모터스 동풍소콘정비 유진자동차정비|(우산동)|||160429
신원CK모터스/동풍소콘정비|삼진자동차공업|976703.6778349269|1933614.7786826068|중한자동차서비스|031-766-0187|경기도 광주시 장지9길 52||||||||신원CK모터스 동풍소콘정비 삼진자동차공업|(장지동)|||160429
신원CK모터스/동풍소콘정비|모터피아자동차정비|1155672.1517411452|1762955.857345425|중한자동차서비스|054-775-8487|경상북도 경주시 양정로 203||||||||신원CK모터스 동풍소콘정비 모터피아자동차정비|(동천동)|||160429
신원CK모터스/동풍소콘정비|신라1급자동차정비|1150375.5969856957|1761621.702237977|중한자동차서비스|054-773-5555|경상북도 경주시 태종로 293||||||||신원CK모터스 동풍소콘정비 신라1급자동차정비|(충효동)|||160429
신원CK모터스/동풍소콘정비|영남정비|1172499.602681196|1779471.7597356508|중한자동차서비스|054-292-3000|경상북도 포항시 남구 청림서길10번길 17||||||||신원CK모터스 동풍소콘정비 영남정비|(청림동)|||160429
신원CK모터스/동풍소콘정비|뉴월드모터스|960508.4719064082|1954261.3961953353|중한자동차서비스|02-965-4711|서울특별시 동대문구 왕산로 300||||||||신원CK모터스 동풍소콘정비 뉴월드모터스|(전농동)|||160429
신원CK모터스/동풍소콘정비|경안종합정비|1083817.8219334623|1777089.4784442177|중한자동차서비스|054-977-2225|경상북도 칠곡군 왜관읍 현대로 75||||||||신원CK모터스 동풍소콘정비 경안종합정비|(백옥동)|||160429
신원CK모터스/동풍소콘정비|삼성1급자동차정비|1052367.019067526|1792146.722293431|중한자동차서비스|054-437-8282|경상북도 김천시 백옥1길 5||||||||신원CK모터스 동풍소콘정비 삼성1급자동차정비|(백옥동)|||160429
신원CK모터스/동풍소콘정비|원스톱모터스|1156181.765943447|1696186.4126500434|중한자동차서비스|051-722-8297|부산광역시 기장군 기장읍 차성동로 125||||||||신원CK모터스 동풍소콘정비 원스톱모터스|(동부리)|||160429
신원CK모터스/동풍소콘정비|흥화자동차공업사|914454.3635661681|1478509.5936860938|중한자동차서비스|064-762-4531|제주특별자치도 서귀포시 토평공단로 151||||||||신원CK모터스 동풍소콘정비 흥화자동차공업사|(토평동)|||160429
신원CK모터스/북기은상정비|A1자동차정비공업사|1167891.424447687|1732816.5075113827|중한자동차서비스|052-289-9881|울산광역시 북구 안기번득길 133||||||||신원CK모터스 북기은상정비 A1자동차정비공업사||||160429
신원CK모터스/북기은상정비|에이원모터스|960373.66010676|1950236.335786967|중한자동차서비스|02-463-0027|서울특별시 성동구 광나루로 192||||||||신원CK모터스 북기은상정비 에이원모터스||||160429
신원CK모터스/북기은상정비|동해카센터|1101181.9386541669|1762296.5996057533|중한자동차서비스|053-767-7531|대구광역시 수성구 청솔로 59||||||||신원CK모터스 북기은상정비 동해카센터||||160429
신원CK모터스/북기은상정비|오토월드|948434.8545353101|1956688.1355260499|중한자동차서비스|02-357-4412|서울특별시 은평구 연서로 104||||||||신원CK모터스 북기은상정비 오토월드||||160429
신원CK모터스/북기은상정비|아트카라운지|947698.8208409282|1953497.9484479195|중한자동차서비스|02-373-5544|서울특별시 서대문구 거북골로 214||||||||신원CK모터스 북기은상정비 아트카라운지||||160429
신원CK모터스/북기은상정비|신동아자동차공업사|927342.4671305914|1938281.5554445414|중한자동차서비스|032-863-1000|인천광역시 미추홀구 미추홀대로 488||||||||신원CK모터스 북기은상정비 신동아자동차공업사||||160429
신원CK모터스/북기은상정비|아트샵모터스주식회사|927476.8881857097|1942873.5003158222|중한자동차서비스|032-581-9035|인천광역시 서구 백범로 700||||||||신원CK모터스 북기은상정비 아트샵모터스주식회사||||160429
신원CK모터스/북기은상정비|검단연안자동차|921893.1902406628|1955156.484683752|중한자동차서비스|032-516-2277|인천광역시 서구 검단천로 363||||||||신원CK모터스 북기은상정비 검단연안자동차||||160429
신원CK모터스/북기은상정비|오토메인라인|925981.1395994416|1942830.552924246|중한자동차서비스|032-576-9554|인천광역시 동구 방축로157번길 17||||||||신원CK모터스 북기은상정비 오토메인라인||||160429
신원CK모터스/북기은상정비|광림자동차|925429.2883030358|1944783.7599903448|중한자동차서비스|032-582-2141|인천광역시 서구 건지로 129||||||||신원CK모터스 북기은상정비 광림자동차||||160429
신원CK모터스/북기은상정비|현대1급/이조자동차정비|949564.4088219053|1906315.7675449746|중한자동차서비스|1544-3642|경기도 화성시 팔탄면 삼천병마로 518-66||||||||신원CK모터스 북기은상정비 현대1급/이조자동차정비||||160429
신원CK모터스/북기은상정비|건우자동차정비공업사|954724.9628653489|1924361.8482252276|중한자동차서비스|031-268-4971|경기도 수원시 장안구 경수대로 1188||||||||신원CK모터스 북기은상정비 건우자동차정비공업사||||160429
신원CK모터스/북기은상정비|경동모터스|942262.5846519934|1920250.7992677633|중한자동차서비스|031-408-5201|경기도 안산시 상록구 선진3길 14||||||||신원CK모터스 북기은상정비 경동모터스||||160429
신원CK모터스/북기은상정비|김포현대자동차정비센타|922429.9135197899|1965232.271668627|중한자동차서비스|031-997-1441|경기도 김포시 통진읍 김포대로2004번길 36||||||||신원CK모터스 북기은상정비 김포현대자동차정비센타||||160429
신원CK모터스/북기은상정비|서천제일자동차공업사|962239.065344901|1915972.8525247732|중한자동차서비스|031-211-2640|경기도 용인시 기흥구 서그내로53번길 3-4||||||||신원CK모터스 북기은상정비 서천제일자동차공업사||||160429
신원CK모터스/북기은상정비|우리자동차|975384.08064468|1916844.9708763137|중한자동차서비스|031-333-9800|경기도 용인시 처인구 고림로 209||||||||신원CK모터스 북기은상정비 우리자동차||||160429
신원CK모터스/북기은상정비|블루모터스|968010.50512173|1957115.2488993104|중한자동차서비스|031-555-1119|경기도 구리시 동구릉로159번길 1||||||||신원CK모터스 북기은상정비 블루모터스||||160429
신원CK모터스/북기은상정비|거성모터스|937197.2307355776|1945115.5488201184|중한자동차서비스|032-612-8606|경기도 부천시 부천로208번길 46||||||||신원CK모터스 북기은상정비 거성모터스||||160429
신원CK모터스/북기은상정비|자이자동차세상|964941.1088437368|1977353.349003137|중한자동차서비스|031-859-9244|경기도 양주시 삼숭로 14-35||||||||신원CK모터스 북기은상정비 자이자동차세상||||160429
신원CK모터스/북기은상정비|남성공업사|968583.2304915234|1937706.395160227|중한자동차서비스|031-752-5940|경기도 성남시 중원구 광명로 152||||||||신원CK모터스 북기은상정비 남성공업사||||160429
신원CK모터스/북기은상정비|하이퍼모터스|934251.5551771533|1944816.7634827169|중한자동차서비스|032-322-8733|경기도 부천시 조마루로105번길 8-12||||||||신원CK모터스 북기은상정비 하이퍼모터스||||160429
신원CK모터스/북기은상정비|대한자동차공업사|969059.1002176867|1979439.921084107|중한자동차서비스|031-544-5080|경기도 포천시 소흘읍 소흘로 169||||||||신원CK모터스 북기은상정비 대한자동차공업사||||160429
신원CK모터스/북기은상정비|카젠/백석점|937390.7185333101|1961106.790413123|중한자동차서비스|031-908-2777|경기도 고양시 일산동구 강송로74번길 7-8||||||||신원CK모터스 북기은상정비 카젠/백석점||||160429
신원CK모터스/북기은상정비|B&D/서비스|957360.8285737201|1902669.8832439538|중한자동차서비스|031-611-8940|경기도 평택시 서탄면 서탄로 500||||||||신원CK모터스 북기은상정비 B&D/서비스||||160429
신원CK모터스/북기은상정비|현대모터스|958256.5831854637|1985868.0837998064|중한자동차서비스|031-867-9853|경기도 양주시 은현면 화합로863번길 105||||||||신원CK모터스 북기은상정비 현대모터스||||160429
신원CK모터스/북기은상정비|현가리모터스|962766.2724002372|2011968.4758891389|중한자동차서비스|031-834-1588|경기도 연천군 연천읍 연천로335번길 4||||||||신원CK모터스 북기은상정비 현가리모터스||||160429
신원CK모터스/북기은상정비|대화자동차공업사|991863.5522807126|1819611.092744601|중한자동차서비스|042-635-0051|대전광역시 대덕구 대화로52번안길 34||||||||신원CK모터스 북기은상정비 대화자동차공업사||||160429
신원CK모터스/북기은상정비|대전공업사|993200.8125959199|1826011.6819318337|중한자동차서비스|042-932-9733|대전광역시 대덕구 벚꽃길 86||||||||신원CK모터스 북기은상정비 대전공업사||||160429
신원CK모터스/북기은상정비|군산디젤센터|930022.6691579213|1775317.9941403624|중한자동차서비스|063-443-3689|전라북도 군산시 미장서로 144||||||||신원CK모터스 북기은상정비 군산디젤센터||||160429
신원CK모터스/북기은상정비|스마일자동차마을|953401.2870038301|1773494.8543002633|중한자동차서비스|063-835-6788|전라북도 익산시 부송1로 9||||||||신원CK모터스 북기은상정비 스마일자동차마을||||160429
신원CK모터스/북기은상정비|에이스모터스|948031.7970651048|1684814.4581968917|중한자동차서비스|062-523-8297|광주광역시 동구 무등로 439||||||||신원CK모터스 북기은상정비 에이스모터스||||160429
신원CK모터스/북기은상정비|우리자동차1급공업사|1003254.5135175022|1662810.8076023501|중한자동차서비스|061-723-3788|전라남도 순천시 순광로 146||||||||신원CK모터스 북기은상정비 우리자동차1급공업사||||160429
신원CK모터스/북기은상정비|선명자동차공업사|1121448.0033059912|1976747.0831268625|중한자동차서비스|033-643-8788|강원도 강릉시 율곡로3173번길 3||||||||신원CK모터스 북기은상정비 선명자동차공업사||||160429
신원CK모터스/북기은상정비|삼성모터스|1143314.68656659|1945526.79325295|중한자동차서비스|033-533-8005|강원도 동해시 용정로 96||||||||신원CK모터스 북기은상정비 삼성모터스||||160429
신원CK모터스/북기은상정비|하나자동차공업사|1141667.3641620956|1949832.5996175073|중한자동차서비스|033-535-1901|강원도 동해시 부곡복개로 10-4||||||||신원CK모터스 북기은상정비 하나자동차공업사||||160429
신원CK모터스/북기은상정비|세기카부분정비|1099097.4178854048|1871334.084344333|중한자동차서비스|054-634-7162|경상북도 영주시 신재로12번길 85||||||||신원CK모터스 북기은상정비 세기카부분정비||||160429
신원CK모터스/북기은상정비|한국정비|1131040.12012634|1776835.0880577764|중한자동차서비스|054-336-9349|경상북도 영천시 망정로 38||||||||신원CK모터스 북기은상정비 한국정비||||160429
신원CK모터스/북기은상정비|애니카랜드/경산점|1111144.2591753788|1759812.1521221907|중한자동차서비스|053-812-1831|경상북도 경산시 강변서로 233||||||||신원CK모터스 북기은상정비 애니카랜드/경산점||||160429
신원CK모터스/북기은상정비|혁신자동차정비검사소|1109790.309855319|1763973.4710635133|중한자동차서비스|053-965-3355|대구광역시 동구 안심로 285||||||||신원CK모터스 북기은상정비 혁신자동차정비검사소||||160429
신원CK모터스/북기은상정비|레디카/대구읍내3호점|1095032.7564472868|1771694.928209967|중한자동차서비스|053-322-3466|대구광역시 북구 대천로 40||||||||신원CK모터스 북기은상정비 레디카/대구읍내3호점||||160429
신원CK모터스/북기은상정비|DI자동차정비|1110039.8489504673|1682996.1782793202|중한자동차서비스|055-542-9993|경상남도 창원시 진해구 진해대로1046번길 4||||||||신원CK모터스 북기은상정비 DI자동차정비||||160429
신원CK모터스/북기은상정비|코리언모터스/전하점|1124709.819341675|1692816.1608575475|중한자동차서비스|055-335-8507|경상남도 김해시 전하로 210||||||||신원CK모터스 북기은상정비 코리언모터스/전하점||||160429
신원CK모터스/북기은상정비|거제서비스센타|1103303.7523603302|1656594.906939237|중한자동차서비스|055-687-7133|경상남도 거제시 연초면 연하해안로 206||||||||신원CK모터스 북기은상정비 거제서비스센타||||160429
신원CK모터스/북기은상정비|수남카|1074930.9241808834|1664300.54755898|중한자동차서비스|055-673-2832|경상남도 고성군 고성읍 남포로 88||||||||신원CK모터스 북기은상정비 수남카||||160429
신원CK모터스/북기은상정비|퍼팩트자동차정비|1053610.47356538|1660757.63249672|중한자동차서비스|055-835-6235|경상남도 사천시 주공1길 65||||||||신원CK모터스 북기은상정비 퍼팩트자동차정비||||160429
신원CK모터스/북기은상정비|우리모터스|1139616.635718167|1706724.4229769316|중한자동차서비스|055-383-7879|경상남도 양산시 북안남6길 23||||||||신원CK모터스 북기은상정비 우리모터스||||160429
신원CK모터스/북기은상정비|친절한모터스|1151021.3040543436|1712662.2729064622|중한자동차서비스|055-386-8113|경상남도 양산시 덕명로 338||||||||신원CK모터스 북기은상정비 친절한모터스||||160429
신원CK모터스/북기은상정비|애니카랜드/수암점|1164830.603280723|1727502.0169297727|중한자동차서비스|052-267-4422|울산광역시 남구 수암로 91||||||||신원CK모터스 북기은상정비 애니카랜드/수암점||||160429
신원CK모터스/북기은상정비|명성자동차정비공업사|1174330.8415873167|1723187.6485707136|중한자동차서비스|052-233-2602|울산광역시 동구 화진길 26||||||||신원CK모터스 북기은상정비 명성자동차정비공업사||||160429
신원CK모터스/북기은상정비|윤오토자동차정비|1141135.6729426333|1687419.7994971336|중한자동차서비스|051-805-9155|부산광역시 부산진구 새싹로 180||||||||신원CK모터스 북기은상정비 윤오토자동차정비||||160429
신원CK모터스/북기은상정비|현승종합정비|1134254.3105950481|1677068.048906946|중한자동차서비스|051-263-7788|부산광역시 사하구 장평로 153||||||||신원CK모터스 북기은상정비 현승종합정비||||160429
신원CK모터스/북기은상정비|OK카정비|1144284.3049967028|1691274.8565904596|중한자동차서비스|051-555-4131|부산광역시 동래구 동래로 120-1||||||||신원CK모터스 북기은상정비 OK카정비||||160429
신원CK모터스/북기은상정비|금광모터스|1147914.2205006666|1691801.0072784035|중한자동차서비스|051-902-7701|부산광역시 해운대구 선수촌로207번길 11-3||||||||신원CK모터스 북기은상정비 금광모터스||||160429
신원CK모터스/북기은상정비|에이원오토서비스코리아|1134939.5385782393|1687513.9389591678|중한자동차서비스|051-302-0017|부산광역시 사상구 삼덕로 46||||||||신원CK모터스 북기은상정비 에이원오토서비스코리아||||160429
신원CK모터스/북기은상정비|대성카클리닉|1135293.9656687202|1688195.7722491133|중한자동차서비스|051-305-9701|부산광역시 사상구 사상로 398||||||||신원CK모터스 북기은상정비 대성카클리닉||||160429
신원CK모터스/북기은상정비|흥화자동차공업사|914434.1261337283|1478492.1367401844|중한자동차서비스|064-762-4531|제주특별자치도 서귀포시 토평공단로 151||||||||신원CK모터스 북기은상정비 흥화자동차공업사||||160429
신원CK모터스/북기은상정비|수완현대정비서비스|938739.2472003733|1690993.9559775244|중한자동차서비스|062-952-9990|광주광역시 광산구 임방울대로 611-7||||||||신원CK모터스 북기은상정비 수완현대정비서비스||||160429
신원CK모터스/북기은상정비|경성모터스|943300.3522073184|1951045.5794175966|중한자동차서비스|02-3663-8888|서울특별시 강서구 양천로60길 44||||||||신원CK모터스 북기은상정비 경성모터스||||160429
