##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@대구은행
대구은행|범어푸른숲지점|||대구은행|053-746-3990|대구광역시 수성구 동대구로50길 37||||||||대구은행 범어푸른숲지점|(범어1동 903 유림노르웨이숲 상가201~203호)|||40202
대구은행|법원지점|||대구은행|053-759-6457|대구광역시 수성구 동대구로 364||||||||대구은행 법원지점|(범어동 176-1 대구지방법원 신관 지하2층)|||40202
대구은행|복현지점|||대구은행|053-955-2331|대구광역시 북구 동북로 174||||||||대구은행 복현지점|(산격3동 1261-1)|||40202
대구은행|본리동지점|||대구은행|053-622-0801|대구광역시 달서구 구마로 180||||||||대구은행 본리동지점|(본동 225-3)|||40202
대구은행|본점영업부|||대구은행|053-755-8760|대구광역시 수성구 달구벌대로 2310||||||||대구은행 본점영업부|(수성동2가 118)|||40202
대구은행|봉곡지점|||대구은행|054-442-2940|경상북도 구미시 봉곡남로 85||||||||대구은행 봉곡지점|(봉곡동 302-2)|||40202
대구은행|봉덕동지점|||대구은행|053-471-6381|대구광역시 남구 대봉로 60||||||||대구은행 봉덕동지점|(봉덕동 948-43)|||40202
대구은행|봉산점|||대구은행|053-424-1814|대구광역시 중구 대봉로 252||||||||대구은행 봉산점|(대봉동 55-150)|||40202
대구은행|부산영업부|||대구은행|051-633-6011|부산광역시 부산진구 범일로 181||||||||대구은행 부산영업부|(범천1동 877-2 사학연금 부산회관 1층)|||40202
대구은행|부천지점|||대구은행|032-329-9491|경기도 부천시 길주로 394||||||||대구은행 부천지점|(춘의동) 5층 (춘의동 166-2)|||40202
대구은행|북구청지점|||대구은행|053-355-6915|대구광역시 북구 옥산로 65||||||||대구은행 북구청지점|동측별관1층 (침산동 447-16 동측별관1층)|||40202
대구은행|북비산지점|||대구은행|053-555-1101|대구광역시 서구 달서로 183||||||||대구은행 북비산지점|(비산동 527-4)|||40202
대구은행|북삼지점|||대구은행|054-972-1313|경상북도 칠곡군 금오대로 266||||||||대구은행 북삼지점|(북삼읍 1088-5)|||40202
대구은행|북성로지점|||대구은행|053-253-4083|대구광역시 중구 서성로 81||||||||대구은행 북성로지점|(수창동 101-11)|||40202
대구은행|사동점|||대구은행|053-818-2347|경상북도 경산시 백자로 76||||||||대구은행 사동점|(사동 36)|||40202
대구은행|사상공단영업부|||대구은행|051-321-0234|부산광역시 사상구 대동로 290||||||||대구은행 사상공단영업부|(감전동 140-9 LS산전㈜빌딩 1층)|||40202
대구은행|사월동점|||대구은행|053-793-4121|대구광역시 수성구 달구벌대로 649길 22-7||||||||대구은행 사월동점|(신매동 246-8)|||40202
대구은행|삼덕동지점|||대구은행|053-424-7235|대구광역시 중구 달구벌대로 2195||||||||대구은행 삼덕동지점|(삼덕동2가 273-1 경일빌딩)|||40202
대구은행|삼익뉴타운점|||대구은행|053-558-3654|대구광역시 서구 국채보상로 34길 70||||||||대구은행 삼익뉴타운점|(중리동 116-6)|||40202
대구은행|상대동지점|||대구은행|054-282-3256|경상북도 포항시 남구 상공로 10||||||||대구은행 상대동지점|(남구 대도동 640-7 매일신문사 동부본부 1층)|||40202
대구은행|상동점|||대구은행|053-766-8617|대구광역시 수성구 수성로 71||||||||대구은행 상동점|(상동 555 수성동일하이빌 상가 102~105호)|||40202
대구은행|상모사곡지점|||대구은행|054-462-8801|경상북도 구미시 상사동로6길 4||||||||대구은행 상모사곡지점|(임은동 803-2)|||40202
대구은행|상수도사업본부출장소|||대구은행|053-475-3537|대구광역시 남구 명덕로54길 6-3||||||||대구은행 상수도사업본부출장소|(이천동 439 본부내)|||40202
대구은행|상인남점|||대구은행|053-642-0301|대구광역시 달서구 상화북로 117||||||||대구은행 상인남점|(상인동 1473-1)|||40202
대구은행|상인역지점|||대구은행|053-631-2301|대구광역시 달서구 월곡로 266||||||||대구은행 상인역지점|(상인동 1511 월곡빌딩)|||40202
대구은행|상인지점|||대구은행|053-637-9501|대구광역시 달서구 상인서로 51||||||||대구은행 상인지점|(상인동 1523)|||40202
대구은행|상주시청출장소|||대구은행|054-536-9081|경상북도 상주시 상산로 223||||||||대구은행 상주시청출장소|(남성동 140-3 상주시청1층)|||40202
대구은행|상주지점|||대구은행|054-532-2201~4|경상북도 상주시 상산로 255||||||||대구은행 상주지점|(남성동 84-15)|||40202
대구은행|서구청출장소|||대구은행|053-557-5122|대구광역시 서구 국채보상로 257||||||||대구은행 서구청출장소|(평리동 1230-9 서구청내)|||40202
대구은행|서대구지점|||대구은행|053-565-7071|대구광역시 서구 서대구로 78||||||||대구은행 서대구지점|(평리동 1362-3 유성빌딩)|||40202
대구은행|서문시장점|||대구은행|053-573-5101|대구광역시 서구 큰장로 97-2||||||||대구은행 서문시장점|(내당동 1015-19)|||40202
대구은행|서부산지점|||대구은행|051-315-7260~1|부산광역시 사하구 다대로 302||||||||대구은행 서부산지점|(장림동) 경남빌딩 2층 (장림동 368-3 경남빌딩 2층)|||40202
대구은행|서부지원지점|||대구은행|053-522-3641|대구광역시 달서구 장산남로 30||||||||대구은행 서부지원지점|(용산동 230 대구지방법원 서부지원내)|||40202
대구은행|서부차량등록출장소|||대구은행|053-593-3496|대구광역시 달서구 성서로 400||||||||대구은행 서부차량등록출장소|(이곡동 1252-3 서부차량등록사업소 서부민원분소)|||40202
대구은행|서울영업부|||대구은행|02-777-8381|서울특별시 중구 을지로 29||||||||대구은행 서울영업부|(을지로1가 87 부영을지빌딩 5층)|||40202
대구은행|서재점|||대구은행|053-585-2334|대구광역시 달성군 다사읍 서재로20길 1||||||||대구은행 서재점|(서재리 423-1)|||40202
대구은행|선산지점|||대구은행|054-482-5000|경상북도 구미시 선산읍 선산중앙로 97||||||||대구은행 선산지점|(선산읍 525-1)|||40202
대구은행|성당뉴타운지점|||대구은행|053-554-4261|대구광역시 달서구 당산로 39||||||||대구은행 성당뉴타운지점|성당 래미안 e-편한세상 (본리동 76-4)|||40202
대구은행|성당동지점|||대구은행|053-559-7751|대구광역시 달서구 당산로 88||||||||대구은행 성당동지점|(성당동 705-8)|||40202
대구은행|성당로점|||대구은행|053-652-2381|대구광역시 달서구 성당로 285||||||||대구은행 성당로점|(두류동 776-12)|||40202
대구은행|성당시장지점|||대구은행|053-622-3601|대구광역시 남구 대경길 7||||||||대구은행 성당시장지점|(대명동 3023-37)|||40202
대구은행|성명지점|||대구은행|053-621-5731|대구광역시 남구 대명로 23||||||||대구은행 성명지점|(대명동) (대명동 1591-9)|||40202
대구은행|성북교지점|||대구은행|053-943-3496|대구광역시 북구 연암로 117||||||||대구은행 성북교지점|(산격1동 793-22)|||40202
대구은행|성서3단지영업부|||대구은행|053-591-8691|대구광역시 달서구 성서공단북로 132||||||||대구은행 성서3단지영업부|(호산동 707-3 근로자종합복지관 1층)|||40202
대구은행|성서공단영업부|||대구은행|053-585-9541|대구광역시 달서구 성서공단로 124||||||||대구은행 성서공단영업부|(월암동 1-119)|||40202
대구은행|성서비즈니스센터영업부|||대구은행|053-584-7861|대구광역시 달서구 성서공단로 217||||||||대구은행 성서비즈니스센터영업부|(갈산동 971-2 대구비즈니스센터 1층)|||40202
대구은행|성서영업부|||대구은행|053-583-1351|대구광역시 달서구 달구벌대로 1276||||||||대구은행 성서영업부|(이곡동 892-3)|||40202
대구은행|성서홈플러스출장소|||대구은행|053-522-0127|대구광역시 달서구 달구벌대로 1467||||||||대구은행 성서홈플러스출장소|(용산동 230-11 홈플러스 성서점 1층)|||40202
대구은행|성주지점|||대구은행|054-933-7901~3|경상북도 성주군 성주읍 성주로 3263-3||||||||대구은행 성주지점|(성산리 2101-4)|||40202
대구은행|세천지점|||대구은행|053-585-4263|대구광역시 달성군 다사읍 세천로 3길 7||||||||대구은행 세천지점|(다사읍 세천리 1684-2)|||40202
대구은행|센텀시티지점|||대구은행|051-743-7012~4|부산광역시 해운대구 센텀중앙로 60||||||||대구은행 센텀시티지점|(우동 1459 퍼스트인센텀빌딩 202,203호)|||40202
대구은행|송정점|||대구은행|054-452-8111|경상북도 구미시 박정희로 599||||||||대구은행 송정점|푸르지오캐슬A단지아파트 상가 203호 (송정동 3 푸르지오캐슬상가 203호)|||40202
대구은행|송현역지점|||대구은행|053-651-0680|대구광역시 달서구 월배로 410||||||||대구은행 송현역지점|(송현동 220-3)|||40202
대구은행|수성구청지점|||대구은행|053-744-4340|대구광역시 수성구 달구벌대로 2450||||||||대구은행 수성구청지점|(범어동 238-3 수성구청내)|||40202
대구은행|수성뉴타운점|||대구은행|053-742-3164|대구광역시 수성구 명덕로 477||||||||대구은행 수성뉴타운점|(범어동 818 범어쌍용예가 103~104호)|||40202
대구은행|시지지점|||대구은행|053-793-2100|대구광역시 수성구 달구벌대로 3196||||||||대구은행 시지지점|(신매동 567-10)|||40202
대구은행|시청영업부|||대구은행|053-426-2161|대구광역시 중구 공평로 88||||||||대구은행 시청영업부|(동인1가 2-1 시청내)|||40202
대구은행|신매점|||대구은행|053-791-0252|대구광역시 수성구 고산로 50||||||||대구은행 신매점|(신매동 581 태성맨션 상가)|||40202
대구은행|신암동지점|||대구은행|053-943-6101|대구광역시 동구 아양로 2||||||||대구은행 신암동지점|(신암동 164-1)|||40202
대구은행|신용보증기금점|||대구은행|053-961-4158|대구광역시 동구 첨단로 7||||||||대구은행 신용보증기금점|신용보증기금 (신서동 1157)|||40202
대구은행|신월성점|||대구은행|053-638-0541|대구광역시 달서구 조암로 16||||||||대구은행 신월성점|(월성동) (월성동 1818)|||40202
대구은행|신천4동지점|||대구은행|053-742-8590|대구광역시 동구 동부로30길 23-1||||||||대구은행 신천4동지점|(신천동 377-8)|||40202
대구은행|신천동지점|||대구은행|053-753-1992|대구광역시 동구 송라로 58||||||||대구은행 신천동지점|(신천동 268-4)|||40202
대구은행|신천역점|||대구은행|053-741-2914|대구광역시 동구 동부로 26||||||||대구은행 신천역점|(신천동 615-9 신천휴먼시아5단지 상가2층)|||40202
대구은행|신평지점|||대구은행|053-557-9501|대구광역시 서구 국채보상로 286||||||||대구은행 신평지점|(평리동 1186-4)|||40202
대구은행|안동지점|||대구은행|054-854-6141|경상북도 안동시 남문로 20||||||||대구은행 안동지점|(남문동 145-3)|||40202
대구은행|안심지점|||대구은행|053-962-6231|대구광역시 동구 안심로41길 36||||||||대구은행 안심지점|(서호동 80-7)|||40202
대구은행|양덕지점|||대구은행|054-273-5776|경상북도 포항시 북구 천마로72번길 22||||||||대구은행 양덕지점|(북구 양덕동 1570)|||40202
대구은행|양산지점|||대구은행|055-367-9782|경상남도 양산시 양산대로 931||||||||대구은행 양산지점|(신기동) (신기동 649-7)|||40202
대구은행|여의도지점|||대구은행|02-761-5955|서울특별시 영등포구 국제금융로6길 17||||||||대구은행 여의도지점|(여의도동 34-2 부국증권빌딩 11층)|||40202
대구은행|영남대지점|||대구은행|053-811-0125|경상북도 경산시 대학로 292||||||||대구은행 영남대지점|(대동 214-1 영남대학교내)|||40202
대구은행|영대병원점|||대구은행|053-625-8810|대구광역시 남구 현충로 170||||||||대구은행 영대병원점|(대명동 317-1 영의관)|||40202
대구은행|영일대점|||대구은행|054-252-2321|경상북도 포항시 북구 용두산길 6||||||||대구은행 영일대점|(북구 두호동 1083-3 포의빌딩)|||40202
대구은행|영주지점|||대구은행|054-635-3001|경상북도 영주시 번영로 149||||||||대구은행 영주지점|(하망3동 344-34)|||40202
대구은행|영진전문대점|||대구은행|053-951-3212|대구광역시 북구 복현로 35||||||||대구은행 영진전문대점|(복현동 218 영진전문대학내)|||40202
대구은행|영천공단지점|||대구은행|054-331-5295|경상북도 영천시 하이브리드로 700-130||||||||대구은행 영천공단지점|(봉동) (봉동 621-3)|||40202
대구은행|영천시청지점|||대구은행|054-334-4655|경상북도 영천시 시청로 28||||||||대구은행 영천시청지점|(문외동 27 청내)|||40202
대구은행|영천영업부|||대구은행|054-334-4526|경상북도 영천시 시장로 45||||||||대구은행 영천영업부|(완산동 1072-5)|||40202
대구은행|옥동지점|||대구은행|054-841-0391|경상북도 안동시 경북대로 389||||||||대구은행 옥동지점|(옥동 765-8 세영빌딩 1층)|||40202
대구은행|옥산점|||대구은행|053-813-4187|경상북도 경산시 성암로 37||||||||대구은행 옥산점|(옥산동 849-3)|||40202
대구은행|옥포점|||대구은행|053-611-6176|대구광역시 달성군 옥포면 돌미상업로2길 1||||||||대구은행 옥포점|(옥포면 교항리 2921)|||40202
대구은행|와룡지점|||대구은행|053-584-6071|대구광역시 달서구 성지로 27||||||||대구은행 와룡지점|(용산동 414-5)|||40202
대구은행|왜관공단영업부|||대구은행|054-977-2011|경상북도 칠곡군 왜관읍 공단로 200||||||||대구은행 왜관공단영업부|(왜관읍 986-5)|||40202
