##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@농협생명
압량농협||468942|360491|농협생명|053-817-3211|경북 경산시 압량면 대학로 75길 2||||||||압량농협||||40625
경산농협|북부지점|468403|360079|농협생명|053-817-4152|경상북도 경산시 대학로 309||||||||경산농협 북부지점||||40625
압량농협|남부지점|468711|360237|농협생명|053-817-8061|경북 경산시 압량면 대학로 342||||||||압량농협 남부지점||||40625
하양농협||474266|368504|농협생명|053-850-2200|경북 경산시 하양읍 대학로 1523||||||||하양농협||||40625
하양농협|동부지점|474585|368922|농협생명|053-851-0163|경상북도 경산시 하양읍 하양로 169||||||||하양농협 동부지점||||40625
용성농협||479311|355117|농협생명|053-852-1921|경상북도 경산시 용성면 원효로 1418-1||||||||용성농협||||40625
와촌농협||475620|372259|농협생명|053-852-4310|경상북도 경산시 와촌면 금송로 429||||||||와촌농협||||40625
와촌농협|동부지점|476831|370418|농협생명|053-852-4313|경상북도 경산시 와촌면 계당길 67-3||||||||와촌농협 동부지점||||40625
진량농협|북부지점|474636|366925|농협생명|053-852-4914|경상북도 경산시 진량읍 문천길 4||||||||진량농협 북부지점||||40625
자인농협|남산지점|475731|355256|농협생명|053-852-5911|경상북도 경산시 남산면 산양길 7||||||||자인농협 남산지점||||40625
자인농협|하남지점|472934|355884|농협생명|053-852-5915|경상북도 경산시 남산면 상대로 804||||||||자인농협 하남지점||||40625
진량농협|서부지점|472434|364163|농협생명|053-853-1764|경북 경산시 진량읍 대학로 940||||||||진량농협 서부지점||||40625
진량농협|공단지점|473901|364091|농협생명|053-853-4912|경상북도 경산시 진량읍 공단2로 1||||||||진량농협 공단지점||||40625
하양농협|북부지점|473950|368677|농협생명|053-853-6207|경북 경산시 하양읍 금송로 25||||||||하양농협 북부지점||||40625
하양농협|서부지점|473761|368083|농협생명|053-853-6209|경상북도 경산시 하양읍 하양로 50||||||||하양농협 서부지점||||40625
하양농협|강남지점|471529|365219|농협생명|053-853-6211|경상북도 경산시 하양읍 화성로 158||||||||하양농협 강남지점||||40625
자인농협|동부지점|474820|357641|농협생명|053-856-6601|경상북도 경산시 자인면 설총로 891||||||||자인농협 동부지점||||40625
경산축산농협|자인지점|474561|358180|농협생명|053-857-1131|경상북도 경산시 자인면 금학로 1||||||||경산축산농협 자인지점||||40625
자인농협||479311|355117|농협생명|053-857-2301|경상북도 경산시 자인면 금학로 10||||||||자인농협||||40625
진량농협|중앙지점|474098|365215|농협생명|053-857-4915|경상북도 경산시 진량읍 봉황길 2||||||||진량농협 중앙지점||||40625
진량농협||473750|364206|농협생명|053-859-5500|경상북도 경산시 진량읍 다문로 33||||||||진량농협||||40625
농협생명|경북총국|455073|364459|농협생명|053-940-4474|대구광역시 북구 신암로 67||||||||농협생명 경북총국|별관 3층|||40625
동대구농협|신암지점|457458|365315|농협생명|053-941-0085|대구광역시 동구 아양로 193||||||||동대구농협 신암지점||||40625
북대구농협|대현지점|455090|364916|농협생명|053-941-3840|대구광역시 북구 대현로 84||||||||북대구농협 대현지점||||40625
북대구농협|대도지점|454805|366043|농협생명|053-941-3922|대구광역시 북구 산격로 25||||||||북대구농협 대도지점||||40625
북대구농협|무태지점|454254|369228|농협생명|053-943-1830|대구광역시 북구 호국로 221||||||||북대구농협 무태지점||||40625
북대구농협||455262|366762|농협생명|053-951-0101|대구광역시 북구 동북로 160||||||||북대구농협||||40625
북대구농협|성북지점|453949|366462|농협생명|053-952-0150|대구광역시 북구 연암로 136-1||||||||북대구농협 성북지점||||40625
대구축산농협|평화지점|456274|365147|농협생명|053-956-9901|대구광역시 동구 평화로 68||||||||대구축산농협 평화지점||||40625
북대구농협|복현지점|456062|366186|농협생명|053-957-7072|대구광역시 북구 동북로 260||||||||북대구농협 복현지점||||40625
대구축산농협||456374|365960|농협생명|053-957-9901|대구광역시 동구 동북로 296||||||||대구축산농협||||40625
반야월농협|동호지점|465638|363252|농협생명|053-961-5500|대구광역시 동구 금강로 9||||||||반야월농협 동호지점||||40625
반야월농협||463867|363818|농협생명|053-962-2881|대구광역시 동구 반야월로 150||||||||반야월농협||||40625
반야월농협|동부지점|466356|363802|농협생명|053-962-2885|대구광역시 동구 반야월로 401-2||||||||반야월농협 동부지점||||40625
반야월농협|율하지점|462996|362821|농협생명|053-964-0014|대구광역시 동구 안심로22길 40-1||||||||반야월농협 율하지점|1층|||40625
반야월농협|서호지점|464160|363268|농협생명|053-964-2816|대구광역시 동구 안심로41길 12||||||||반야월농협 서호지점||||40625
대구축산농협|반야월지점|464011|363522|농협생명|053-964-3555|대구광역시 동구 율하동로24길 39||||||||대구축산농협 반야월지점||||40625
대구경북원예농협|동부지점|463550|362902|농협생명|053-965-6680|대구광역시 동구 율하동로 52||||||||대구경북원예농협 동부지점||||40625
반야월농협|신서혁신지점|464744|364517|농협생명|053-965-9931|대구광역시 동구 이노밸리로 162||||||||반야월농협 신서혁신지점|108호|||40625
동촌농협|강촌지점|460487|364148|농협생명|053-981-3500|대구광역시 동구 화랑로80길 12-2||||||||동촌농협 강촌지점||||40625
반야월농협|용계지점|461208|364411|농협생명|053-981-4761|대구광역시 동구 동촌로 332||||||||반야월농협 용계지점||||40625
공산농협||462661|373111|농협생명|053-981-8030|대구광역시 동구 팔공산로 1667||||||||공산농협||||40625
공산농협|서부지점|457814|371447|농협생명|053-981-8056|대구광역시 동구 파계로6길 55||||||||공산농협 서부지점||||40625
동촌농협||458202|365851|농협생명|053-982-0411|대구광역시 동구 아양로 295||||||||동촌농협||||40625
동촌농협|불로지점|458094|368105|농협생명|053-982-0415|대구광역시 동구 팔공로 140||||||||동촌농협 불로지점||||40625
동촌농협|방촌지점|460289|364854|농협생명|053-983-7676|대구광역시 동구 동촌로 227||||||||동촌농협 방촌지점||||40625
대구축산농협|불로지점|458031|368438|농협생명|053-983-9901|대구광역시 동구 팔공로 171||||||||대구축산농협 불로지점||||40625
동촌농협|공항지점|457766|366573|농협생명|053-985-2131|대구광역시 동구 해동로 6||||||||동촌농협 공항지점||||40625
동촌농협|이시아폴리스지점|457862|369396|농협생명|053-986-0307|대구광역시 동구 팔공로51길 17||||||||동촌농협 이시아폴리스지점|101호|||40625
신포항농협||520627|400451|농협생명|054-232-4816|경상북도 포항시 북구 청하면 청하로 197||||||||신포항농협||||40625
경북대구낙농농협|우현지점|522978|384811|농협생명|054-232-9771|경상북도 포항시 북구 우창동로 39||||||||경북대구낙농농협 우현지점||||40625
포항농협|장량지점|525213|387035|농협생명|054-242-0150|경상북도 포항시 북구 새천년대로 1289||||||||포항농협 장량지점||||40625
포항농협|오거리지점|523351|382221|농협생명|054-242-1599|경상북도 포항시 북구 중앙로 218||||||||포항농협 오거리지점||||40625
신포항농협|신광지점|513876|392699|농협생명|054-243-0011|경상북도 포항시 북구 신광면 토성길 42||||||||신포항농협 신광지점||||40625
서포항농협||508788|386263|농협생명|054-243-2010|경상북도 포항시 북구 기계면 기계로 102||||||||서포항농협||||40625
서포항농협|기동지점|509168|386164|농협생명|054-243-2012|경상북도 포항시 북구 기계면 기계로57번길 6||||||||서포항농협 기동지점||||40625
서포항농협|죽장지점|498696|396090|농협생명|054-243-3211|경상북도 포항시 북구 죽장면 새마을로 3604||||||||서포항농협 죽장지점||||40625
서포항농협|기북지점|505198|392701|농협생명|054-243-5010|경북 포항시 북구 기북면 용기길 1||||||||서포항농협 기북지점||||40625
신포항농협|송라지점|522231|404014|농협생명|054-243-5513|경상북도 포항시 북구 송라면 보경로 52||||||||신포항농협 송라지점||||40625
포항농협|법원로지점|525097|388469|농협생명|054-251-2233|경상북도 포항시 북구 법원로 151||||||||포항농협 법원로지점||||40625
포항축산농협|창포I지점|523858|386252|농협생명|054-253-6111|경상북도 포항시 북구 대곡로 57-22||||||||포항축산농협 창포I지점||||40625
대구경북능금농협|양덕지점|526497|387877|농협생명|054-254-8200|경상북도 포항시 북구 양덕로50번길 4||||||||대구경북능금농협 양덕지점||||40625
포항농협|창포지점|523657|385566|농협생명|054-255-0015|경상북도 포항시 북구 새천년대로 1049||||||||포항농협 창포지점||||40625
포항농협|영일대지점|524433|385381|농협생명|054-256-1236|경상북도 포항시 북구 삼호로 251||||||||포항농협 영일대지점||||40625
흥해농협||521522|390988|농협생명|054-261-5001|경상북도 포항시 북구 흥해읍 흥해로 77||||||||흥해농협||||40625
흥해농협|남부지점|521194|390278|농협생명|054-261-5580|경상북도 포항시 북구 흥해읍 동해대로 1486||||||||흥해농협 남부지점||||40625
흥해농협|중앙지점|521338|390919|농협생명|054-261-8646|경상북도 포항시 북구 흥해읍 한동로33번길 4||||||||흥해농협 중앙지점||||40625
흥해농협|달전지점|521147|387198|농협생명|054-261-9530|경상북도 포항시 북구 흥해읍 소티재로 323||||||||흥해농협 달전지점||||40625
포항축산농협|흥해지점|521518|390859|농협생명|054-262-5111|경상북도 포항시 북구 흥해읍 한동로 53||||||||포항축산농협 흥해지점||||40625
농협생명|포항중앙지점|523029|381883|농협생명|054-272-1024|경상북도 포항시 북구 중흥로 301||||||||농협생명 포항중앙지점|3층|||40625
대구경북능금농협|포항지점|523045|381908|농협생명|054-273-2305|경상북도 포항시 북구 중흥로 303||||||||대구경북능금농협 포항지점||||40625
포항농협||524607|386696|농협생명|054-273-5300|경상북도 포항시 북구 새천년대로 1220||||||||포항농협||||40625
포항농협|송도지점|524139|382329|농협생명|054-273-5636|경상북도 포항시 남구 송도로 40||||||||포항농협 송도지점||||40625
포항농협|이동지점|520942|380599|농협생명|054-273-7016|경상북도 포항시 남구 대이로 55||||||||포항농협 이동지점||||40625
포항농협|서부지점|522167|381509|농협생명|054-273-7017|경상북도 포항시 북구 새천년대로 581||||||||포항농협 서부지점||||40625
포항축산농협||522714|381383|농협생명|054-274-6111|경상북도 포항시 북구 중흥로 241||||||||포항축산농협||||40625
포항축산농협|송도동지점|524028|382349|농협생명|054-275-6111|경상북도 포항시 남구 송도로 28||||||||포항축산농협 송도동지점||||40625
장기농협||534965|367119|농협생명|054-276-1411|경상북도 포항시 남구 장기면 읍내길 87||||||||장기농협||||40625
구룡포농협||540386|377821|농협생명|054-276-4551|경상북도 포항시 남구 구룡포읍 구룡포길 76-5||||||||구룡포농협||||40625
포항축산농협|이동E지점|520854|520854|농협생명|054-276-6101|경상북도 포항시 남구 대이로 175||||||||포항축산농협 이동E지점||||40625
구룡포농협|창주지점|540200|377615|농협생명|054-276-8031|경상북도 포항시 남구 구룡포읍 호미로 193||||||||구룡포농협 창주지점||||40625
포항농협|남부지점|521979|379969|농협생명|054-277-7770|경상북도 포항시 남구 중섬로 60-1||||||||포항농협 남부지점||||40625
남포항농협|유강지점|519027|379046|농협생명|054-278-7116|경상북도 포항시 남구 연일읍 유강길17번길 11||||||||남포항농협 유강지점||||40625
포항축산농협|상도동지점|522485|379951|농협생명|054-282-6111|경상북도 포항시 남구 상공로 40||||||||포항축산농협 상도동지점||||40625
포항농협|오광장지점|522506|380921|농협생명|054-283-5120|경상북도 포항시 북구 중흥로 192||||||||포항농협 오광장지점||||40625
포항축산농협|해도동지점|522740|379544|농협생명|054-283-7222|경상북도 포항시 남구 중앙로 144||||||||포항축산농협 해도동지점||||40625
경북대구낙농농협|효자지점|520805|379269|농협생명|054-283-9051|경상북도 포항시 남구 효성로 38||||||||경북대구낙농농협 효자지점|1층|||40625
장기농협|양포지점|537233|365478|농협생명|054-284-8076|경상북도 포항시 남구 장기면 동해안로 3280||||||||장기농협 양포지점||||40625
구룡포농협|호미곶지점|540922|387476|농협생명|054-284-9181|경상북도 포항시 남구 호미곶면 해맞이로 169||||||||구룡포농협 호미곶지점||||40625
남포항농협||521529|378118|농협생명|054-285-2030|경상북도 포항시 남구 연일읍 철강로25번길 45||||||||남포항농협||||40625
남포항농협|중앙지점|521736|378159|농협생명|054-285-2034|경상북도 포항시 남구 연일읍 철강로41번길 51-5||||||||남포항농협 중앙지점||||40625
남포항농협|대송지점|523113|376589|농협생명|054-285-2037|경상북도 포항시 남구 대송면 제내길53번길 3||||||||남포항농협 대송지점||||40625
동해농협|동부지점|530060|377444|농협생명|054-286-4500|경상북도 포항시 남구 동해면 일월로 147||||||||동해농협 동부지점||||40625
동해농협||530047|377523|농협생명|054-286-6161|경상북도 포항시 남구 동해면 일월로 63-1||||||||동해농협||||40625
오천농협|구정지점|527637|376130|농협생명|054-292-0741|경상북도 포항시 남구 오천읍 정몽주로 663||||||||오천농협 구정지점||||40625
오천농협||527689|374568|농협생명|054-292-1311|경상북도 포항시 남구 오천읍 정몽주로 493||||||||오천농협||||40625
오천농협|세계지점|527954|375098|농협생명|054-292-4051|경상북도 포항시 남구 오천읍 정몽주로 556||||||||오천농협 세계지점||||40625
오천농협|원동지점|526671|375343|농협생명|054-292-7901|경상북도 포항시 남구 오천읍 원동로 79||||||||오천농협 원동지점||||40625
오천농협|문덕지점|526712|374625|농협생명|054-293-9971|경북 포항시 남구 오천읍 원동로 3||||||||오천농협 문덕지점||||40625
영천축산농협|서문지점|483176|483176|농협생명|054-331-6551|경상북도 영천시 장수로 35||||||||영천축산농협 서문지점||||40625
영천축산농협|영남지점|484772|484772|농협생명|054-331-7801|경상북도 영천시 시장로 68||||||||영천축산농협 영남지점||||40625
신녕농협||471130|382851|농협생명|054-332-0701|경상북도 영천시 신녕면 치산효령로 3||||||||신녕농협||||40625
영천축산농협||484986|375071|농협생명|054-333-1801|경상북도 영천시 호국로 17||||||||영천축산농협||||40625
영천축산농협|동부로지점|485723|485723|농협생명|054-333-2801|경상북도 영천시 동부로 33||||||||영천축산농협 동부로지점||||40625
북안농협||491251|369069|농협생명|054-333-7136|경상북도 영천시 북안면 운북로 2019||||||||북안농협||||40625
영천농협||484642|374163|농협생명|054-334-3831|경상북도 영천시 시장로 55||||||||영천농협||||40625
영천농협|동부지점|485182|375175|농협생명|054-334-3834|경상북도 영천시 호국로 41||||||||영천농협 동부지점||||40625
영천농협|남부지점|484419|373877|농협생명|054-334-4535|경상북도 영천시 구읍1길 9||||||||영천농협 남부지점||||40625
대구경북능금농협|영천지점|484942|374275|농협생명|054-334-4551|경상북도 영천시 역전로 17||||||||대구경북능금농협 영천지점||||40625
고경농협|단포지점|488558|376096|농협생명|054-335-2701|경상북도 영천시 고경면 호국로 393||||||||고경농협 단포지점||||40625
금호농협|대창지점|481118|364406|농협생명|054-335-4901|경상북도 영천시 대창면 금창로 671||||||||금호농협 대창지점||||40625
화산농협||477308|380182|농협생명|054-335-5701|경상북도 영천시 화산면 장수로 926-3||||||||화산농협||||40625
금호농협|청통지점|474617|376403|농협생명|054-335-6232|경상북도 영천시 청통면 새학길 7||||||||금호농협 청통지점||||40625
임고농협||488054|379956|농협생명|054-335-7701|경상북도 영천시 임고면 포은로 440||||||||임고농협||||40625
임고농협|북부지점|488766|382875|농협생명|054-335-7705|경상북도 영천시 임고면 포은로 757||||||||임고농협 북부지점||||40625
고경농협||494697|378488|농협생명|054-336-0003|경상북도 영천시 고경면 호국로 1087||||||||고경농협||||40625
영천농협|공판장(간)|486198|375012|농협생명|054-336-3821|경상북도 영천시 장천2길 25||||||||영천농협 공판장(간)||||40625
금호농협|거여지소|482443|370162|농협생명|054-336-5611|경상북도 영천시 금호읍 관지길 2||||||||금호농협 거여지소||||40625
임고농협|보현지점|493924|393220|농협생명|054-336-7704|경상북도 영천시 자양면 별빛로 1125||||||||임고농협 보현지점||||40625
금호농협|경제사업장(간)|479429|369800|농협생명|054-337-2231|경상북도 영천시 금호읍 금창로 86||||||||금호농협 경제사업장(간)||||40625
영천농협|화북지점|483187|390447|농협생명|054-337-6015|경상북도 영천시 화북면 화북길 57||||||||영천농협 화북지점||||40625
영천농협|화남지점|480485|384705|농협생명|054-337-9201|경상북도 영천시 화남면 천문로 1587||||||||영천농협 화남지점||||40625
금호농협||479083|370512|농협생명|054-338-1131|경상북도 영천시 금호읍 금호로 116||||||||금호농협||||40625
청도농협|유천지점|470151|330383|농협생명|054-372-1035|경북 청도군 청도읍 유천길 54-1||||||||청도농협 유천지점||||40625
산서농협||456000|338081|농협생명|054-372-2661|경상북도 청도군 풍각면 헐티로 229||||||||산서농협||||40625
산동농협||480907|343936|농협생명|054-372-3661|경북 청도군 금천면 금천로 35||||||||산동농협||||40625
서청도농협||460531|340483|농협생명|054-372-4661|경북 청도군 이서면 학산길 15||||||||서청도농협||||40625
매전농협||477880|341358|농협생명|054-372-5661|경상북도 청도군 매전면 청려로 3723||||||||매전농협||||40625
산서농협|각남지점|460081|338403|농협생명|054-372-6661|경상북도 청도군 각남면 각남로 103||||||||산서농협 각남지점||||40625
서청도농협|각북지점|453614|343436|농협생명|054-372-7661|경북 청도군 각북면 헐티로 821||||||||서청도농협 각북지점||||40625
산동농협|운문지점|482867|346637|농협생명|054-372-8661|경상북도 청도군 운문면 청려로 4713||||||||산동농협 운문지점||||40625
청도농협|화양지점|464248|339104|농협생명|054-373-3211|경상북도 청도군 화양읍 도주관로 168||||||||청도농협 화양지점||||40625
청도농협|범곡지점|466768|338928|농협생명|054-373-3213|경상북도 청도군 화양읍 청화로 76||||||||청도농협 범곡지점||||40625
청도농협|남성현지소|465101|345292|농협생명|054-373-3214|경상북도 청도군 화양읍 다로길 47||||||||청도농협 남성현지소||||40625
청도농협||467714|338441|농협생명|054-373-3713|경북 청도군 청도읍 중앙로 11||||||||청도농협||||40625
청도축산농협||467474|338467|농협생명|054-373-5001|경상북도 청도군 청도읍 고수서4길 1||||||||청도축산농협||||40625
청도축산농협|풍각지점|456123|338175|농협생명|054-373-5008|경상북도 청도군 풍각면 헐티로 216||||||||청도축산농협 풍각지점||||40625
청도축산농협|경제사업장(간)|464791|339249|농협생명|054-373-5010|경상북도 청도군 화양읍 청려로 1790||||||||청도축산농협 경제사업장(간)||||40625
청도축산농협|금천지점|480684|344181|농협생명|054-373-7101|경상북도 청도군 금천면 금천로 68||||||||청도축산농협 금천지점||||40625
군위농협|고로지점|471729|391803|농협생명|054-382-1188|경상북도 군위군 고로면 삼국유사로 452||||||||군위농협 고로지점||||40625
군위농협|부계지점|460184|388916|농협생명|054-382-2080|경상북도 군위군 부계면 부흥로 8||||||||군위농협 부계지점||||40625
군위농협|산성지점|462811|391929|농협생명|054-382-3014|경상북도 군위군 산성면 산성가음로 700||||||||군위농협 산성지점||||40625
군위농협|소보지점|442909|406151|농협생명|054-382-4081|경상북도 군위군 소보면 송원3길 18||||||||군위농협 소보지점||||40625
팔공농협|우보지점|459895|399657|농협생명|054-382-6181|경상북도 군위군 우보면 이화길 125||||||||팔공농협 우보지점||||40625
팔공농협||464500|397413|농협생명|054-382-7181|경상북도 군위군 의흥면 읍내길 42||||||||팔공농협||||40625
팔공농협|효령지점|452908|395290|농협생명|054-382-8091|경상북도 군위군 효령면 치산효령로 2396||||||||팔공농협 효령지점||||40625
군위농협||451275|404514|농협생명|054-383-2981|경상북도 군위군 군위읍 중앙길 128||||||||군위농협||||40625
농협생명|군위축협|451212|404420|농협생명|054-383-3340|경상북도 군위군 군위읍 중앙길 119||||||||농협생명 군위축협||||40625
군위농협|서부지점|451101|404071|농협생명|054-383-4130|경상북도 군위군 군위읍 중앙길 81||||||||군위농협 서부지점||||40625
김천농협||410779|391493|농협생명|054-420-2300|경상북도 김천시 자산로 147||||||||김천농협||||40625
아포농협||422915|395530|농협생명|054-420-8888|경상북도 김천시 아포읍 국사길 49||||||||아포농협||||40625
새김천농협||410927|397845|농협생명|054-430-3017|경북 김천시 어모면 어모문화3길 2||||||||새김천농협||||40625
감문농협||417156|401559|농협생명|054-430-5009|경상북도 김천시 감문면 감문로 1142||||||||감문농협||||40625
감문농협|배시내지점|420836|399038|농협생명|054-430-5591|경상북도 김천시 감문면 감문로 1611||||||||감문농협 배시내지점||||40625
직지농협|봉계지점|405879|393811|농협생명|054-430-6250|경상북도 김천시 봉산면 봉계1길 6-2||||||||직지농협 봉계지점||||40625
김천농협|대곡지점|408282|391466|농협생명|054-430-8111|경상북도 김천시 문지왈1길 11||||||||김천농협 대곡지점||||40625
김천농협|김산지점|408357|393021|농협생명|054-430-8911|경상북도 김천시 문당길 16||||||||김천농협 김산지점||||40625
김천농협|감천지점|411462|385151|농협생명|054-431-0009|경상북도 김천시 감천면 금감로 1558||||||||김천농협 감천지점||||40625
조마농협|신왕지점|412220|380713|농협생명|054-431-1010|경북 김천시 조마면 신왕5길 40-7||||||||조마농협 신왕지점||||40625
김천혁신농협|천년나무지점|416209|391862|농협생명|054-431-3006|경상북도 김천시 용전3로 12||||||||김천혁신농협 천년나무지점||||40625
김천혁신농협||417015|392081|농협생명|054-431-3009|경상북도 김천시 혁신로 238||||||||김천혁신농협||||40625
농소농협||415728|389589|농협생명|054-431-6015|경상북도 김천시 농소면 농남로 40||||||||농소농협||||40625
김천혁신농협|남면지점|417180|389720|농협생명|054-432-3009|경상북도 김천시 남면 옥산길 25||||||||김천혁신농협 남면지점||||40625
김천혁신농협|율곡1지점|417180|389720|농협생명|054-432-3009|경상북도 김천시 남면 옥산길 25||||||||김천혁신농협 율곡1지점||||40625
김천농협|황금지점|411389|390700|농협생명|054-432-6042|경상북도 김천시 양금로 252||||||||김천농협 황금지점||||40625
김천농협|평화지점|410057|391670|농협생명|054-432-6047|경상북도 김천시 김천로 110||||||||김천농협 평화지점||||40625
김천농협|부곡지점|409801|391714|농협생명|054-432-6048|경상북도 김천시 김천로 28||||||||김천농협 부곡지점||||40625
김천축산농협||410872|391916|농협생명|054-433-2113|경상북도 김천시 자산로 192||||||||김천축산농협||||40625
김천축산농협|지좌지점|413145|413145|농협생명|054-433-2140|경상북도 김천시 체육공원길 2||||||||김천축산농협 지좌지점||||40625
김천축산농협|부곡동지점|409161|391613|농협생명|054-433-2154|경상북도 김천시 부곡길 206||||||||김천축산농협 부곡동지점||||40625
김천축산농협|이노시티지점|417063|391491|농협생명|054-433-2511|경상북도 김천시 용전1로 67||||||||김천축산농협 이노시티지점||||40625
김천축산농협|덕곡지점|413915|390709|농협생명|054-433-3901|경상북도 김천시 영남대로 2050||||||||김천축산농협 덕곡지점||||40625
김천농협|성내지점|411185|391106|농협생명|054-433-6044|경상북도 김천시 자산로 92||||||||김천농협 성내지점||||40625
대구경북능금농협|김천지점|411740|390906|농협생명|054-433-7555|경상북도 김천시 용머리3길 23||||||||대구경북능금농협 김천지점||||40625
대산농협|지례지점|402661|376135|농협생명|054-434-1791|경상북도 김천시 지례면 상부길 111||||||||대산농협 지례지점||||40625
감문농협|도명지소|412859|401144|농협생명|054-434-5609|경북 김천시 감문면 문화로 255||||||||감문농협 도명지소||||40625
대산농협||397415|368600|농협생명|054-435-1014|경상북도 김천시 대덕면 남김천대로 722||||||||대산농협||||40625
구성농협||404352|381307|농협생명|054-435-2224|경상북도 김천시 구성면 남김천대로 2381-16||||||||구성농협||||40625
김천농협|양천지점|410775|388746|농협생명|054-435-3049|경상북도 김천시 양금로 43||||||||김천농협 양천지점||||40625
김천농협|경제동부간이지점|413683|390786|농협생명|054-435-7400|경상북도 김천시 영남대로 2018||||||||김천농협 경제동부간이지점||||40625
김천농협|신음지점|410836|392730|농협생명|054-435-8500|경상북도 김천시 신음새동네길 5-2||||||||김천농협 신음지점||||40625
김천농협|지좌지점|412091|390763|농협생명|054-436-3143|경상북도 김천시 황산3길 42||||||||김천농협 지좌지점||||40625
새김천농협|개령지점|417424|396101|농협생명|054-436-5009|경상북도 김천시 개령면 김선로 217||||||||새김천농협 개령지점||||40625
직지농협||403376|392610|농협생명|054-436-7250|경상북도 김천시 봉산면 황악로 1736||||||||직지농협||||40625
직지농협|대항지점|402205|391455|농협생명|054-436-7254|경북 김천시 대항면 대성향천길 1612-2||||||||직지농협 대항지점||||40625
직지농협|대룡지점|404885|392253|농협생명|054-436-7257|경상북도 김천시 대항면 대룡로 6||||||||직지농협 대룡지점||||40625
대산농협|증산지점|403509|366831|농협생명|054-437-0016|경상북도 김천시 증산면 증산1로 24||||||||대산농협 증산지점||||40625
대산농협|부항지점|396506|376601|농협생명|054-437-2049|경상북도 김천시 부항면 사등3길 4||||||||대산농협 부항지점||||40625
조마농협||409187|381771|농협생명|054-437-7009|경상북도 김천시 조마면 강곡1길 43-18||||||||조마농협||||40625
농소농협|해오름지점|417824|392208|농협생명|054-437-8665|경상북도 김천시 해오름1로 31||||||||농소농협 해오름지점|(이지더원아파트 상가동)|||40625
고아농협|원호지점|429911|394646|농협생명|054-441-2288|경상북도 구미시 고아읍 문장로 206||||||||고아농협 원호지점||||40625
농협생명|구미칠곡축협|428138|393269|농협생명|054-442-0304|경상북도 구미시 봉곡로 20||||||||농협생명 구미칠곡축협||||40625
구미농협|봉곡지점|428109|394421|농협생명|054-444-6691|경상북도 구미시 봉곡로 123||||||||구미농협 봉곡지점||||40625
구미칠곡축협|원평지점|429735|392323|농협생명|054-451-3001|경상북도 구미시 구미중앙로5길 5||||||||구미칠곡축협 원평지점||||40625
구미농협|원평지점|430220|391989|농협생명|054-452-2395|경상북도 구미시 구미중앙로 102||||||||구미농협 원평지점||||40625
구미칠곡축협|금오지점|430821|391742|농협생명|054-452-3420|경상북도 구미시 금오시장로1길 2||||||||구미칠곡축협 금오지점||||40625
고아농협|문성지점|431589|395769|농협생명|054-453-1708|경상북도 구미시 고아읍 들성로 261||||||||고아농협 문성지점||||40625
구미칠곡축협|봉곡1지점|428641|394584|농협생명|054-453-9851|경상북도 구미시 봉곡남로 131||||||||구미칠곡축협 봉곡1지점||||40625
구미농협||430418|390227|농협생명|054-455-6671|경상북도 구미시 형곡동로 107||||||||구미농협||||40625
구미칠곡축협|형곡지점|430479|389672|농협생명|054-456-1580|경상북도 구미시 형곡동로 52||||||||구미칠곡축협 형곡지점||||40625
고아농협|항곡지점|431575|398540|농협생명|054-456-2183|경북 구미시 고아읍 선산대로 650||||||||고아농협 항곡지점||||40625
구미농협|도량지점|428768|393218|농협생명|054-456-8171|경상북도 구미시 도봉로 82||||||||구미농협 도량지점||||40625
구미농협|공판장(간)|431722|395203|농협생명|054-456-8611|경상북도 구미시 고아읍 선산대로 309||||||||구미농협 공판장(간)||||40625
농협생명|구미지점|430728|390798|농협생명|054-457-7301|경상북도 구미시 송정동 신시로 102||||||||농협생명 구미지점|대희빌딩 2층|||40625
구미농협|파머스마켓지점|432054|391372|농협생명|054-458-5501|경상북도 구미시 산업로 310||||||||구미농협 파머스마켓지점||||40625
구미칠곡축협|신평지점|431191|391088|농협생명|054-461-4337|경상북도 구미시 신비로 3||||||||구미칠곡축협 신평지점||||40625
구미농협|예스지점|432906|390831|농협생명|054-462-1171|경상북도 구미시 구미대로 342||||||||구미농협 예스지점||||40625
구미농협|임오지점|432951|387378|농협생명|054-462-8235|경상북도 구미시 왕산로 27||||||||구미농협 임오지점||||40625
구미농협|비산지점|434027|391121|농협생명|054-463-1781|경상북도 구미시 비산로 37||||||||구미농협 비산지점||||40625
구미칠곡축협|사곡지점|432260|388379|농협생명|054-463-2714|경상북도 구미시 사곡로 1||||||||구미칠곡축협 사곡지점||||40625
구미농협|신평지점|432694|391386|농협생명|054-463-3107|경상북도 구미시 칠성로2길 31-2||||||||구미농협 신평지점||||40625
구미농협|상모지점|432458|387734|농협생명|054-465-4471|경상북도 구미시 상사동로 51||||||||구미농협 상모지점||||40625
인동농협||438652|388658|농협생명|054-471-0841|경상북도 구미시 인동남길 106||||||||인동농협||||40625
인동농협|서부지점|438034|389611|농협생명|054-471-0846|경상북도 구미시 인동가산로 37||||||||인동농협 서부지점||||40625
인동농협|시장지점|438059|389855|농협생명|054-471-1294|경상북도 구미시 인동중앙로5길 16-1||||||||인동농협 시장지점||||40625
