##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@ABC마트
ABC마트|ST/용인죽전점|||ABC마트|031-263-0900||경기도 용인시 수지구 죽전동 1003-70|교환/환불;상품권사용;포인트사용||||||ABC마트 ST/용인죽전점|제3동 1층 ABC-MART ST 용인죽전점|||91007
ABC마트|ST/거제고현점|||ABC마트|055-632-5934||경남 거제시 고현동 970-20|교환/환불;상품권사용;포인트사용||||||ABC마트 ST/거제고현점|21번지 ABC-MART ST 거제고현점|||91007
ABC마트|ST/창원시티세븐점|||ABC마트|055-600-5443||경상남도 창원시 의창구 두대동 333|교환/환불;상품권사용;포인트사용||||||ABC마트 ST/창원시티세븐점|창원더시티세븐 1층 E-114호 ABC-MART ST 창원시티세븐점|||91007
ABC마트|ST/창원경남대점|||ABC마트|055-247-5989|경남 창원시 마산합포구 월영동서로 13||교환/환불;상품권사용;포인트사용||||||ABC마트 ST/창원경남대점|(해운동,성심약국) ABC-MART ST 창원경남대점|||91007
ABC마트|ST/여수신기점|||ABC마트|061-683-5005||전남 여수시 신기동 108-10|교환/환불;상품권사용;포인트사용||||||ABC마트 ST/여수신기점|1층 ABC-MART ST 여수신기점|||91007
ABC마트|ST/김해아이스퀘어점|||ABC마트|055-338-9300||경남 김해시 부원동 900-4|교환/환불;상품권사용;포인트사용||||||ABC마트 ST/김해아이스퀘어점|아이스퀘어몰 B109,110,129,130 호 ABC-MART ST 김해아이스퀘어점|||91007
ABC마트|ST/진주대안점|||ABC마트|055-746-5989||경상남도 진주시 대안동 18-5|교환/환불;상품권사용;포인트사용||||||ABC마트 ST/진주대안점|ABC-MART ST 진주대안점|||91007
ABC마트|GS/진주대안점|||ABC마트|055-790-9545||경남 진주시 대안동 14-7|의류판매;교환/환불;상품권사용;포인트사용||||||ABC마트 GS/진주대안점|1F,B1F GS 진주대안점|||91007
ABC마트|ST/순천중앙로점|||ABC마트|061-751-5989||전라남도 순천시 남내동 40-1외 2필지 1층 ABC-MART ST 순천중앙로점 |교환/환불;상품권사용;포인트사용||||||ABC마트 ST/순천중앙로점||||91007
ABC마트|ST/강남점|||ABC마트|02-6956-7107|서울 강남구 테헤란로1길 28||교환/환불;상품권사용;포인트사용||||||ABC마트 ST/강남점|(역삼동) 1~3층 (역삼동) ST 강남점|||91007
ABC마트|ST/대구성서점|||ABC마트|053-592-0012||대구광역시 달서구 호림동 18-3|교환/환불;상품권사용;포인트사용||||||ABC마트 ST/대구성서점|ABC-MART ST 대구성서점|||91007
ABC마트|ST/세종파이낸스점|||ABC마트|044-417-7885||세종특별자치시 어진동 667|교환/환불;상품권사용;포인트사용||||||ABC마트 ST/세종파이낸스점|세종파이낸스센터 1차 ST 세종파이낸스점|||91007
ABC마트|MS/하단아트몰링점|||ABC마트|051-923-0306|부산 사하구 낙동남로 1413||교환/환불;포인트사용||||||ABC마트 MS/하단아트몰링점|(하단동,아트몰링) 1층 MS 하단아트몰링점|||91007
ABC마트|GS/명동중앙점|||ABC마트|02-776-7711||서울 중구 명동2가 51-2|교환/환불;상품권사용;포인트사용||||||ABC마트 GS/명동중앙점|ABC-MART GS 명동중앙점|||91007
ABC마트|ST/광주충장로점|||ABC마트|062-225-4600||광주광역시 동구 충장로2가 11|교환/환불;상품권사용;포인트사용||||||ABC마트 ST/광주충장로점|ABC-MART ST 광주충장로점|||91007
ABC마트|MS/광주충장로점|||ABC마트|062-226-7906||광주광역시 동구 충장로3가 8|교환/환불;상품권사용;포인트사용||||||ABC마트 MS/광주충장로점|ABC-MART MS 광주충장로점|||91007
ABC마트|GS/원주일산점|||ABC마트|033-812-2330||강원 원주시 일산동 52-45|의류판매;교환/환불;상품권사용;포인트사용||||||ABC마트 GS/원주일산점|지하1층~지상2층 GS 원주일산점|||91007
ABC마트|MS/기흥롯데아울렛점|||ABC마트|031-8036-3379||경기 용인시 기흥구 고매동 336-4|교환/환불;포인트사용||||||ABC마트 MS/기흥롯데아울렛점|지하1층 MS 기흥롯데아울렛점|||91007
ABC마트|ST/용인블루키라붐아울렛점|||ABC마트|031-679-0026||경기 용인시 기흥구 중동 833|교환/환불;포인트사용||||||ABC마트 ST/용인블루키라붐아울렛점|쥬네브썬월드 블루키쇼핑몰 1층 ABC-MART ST 용인블루키라붐아울렛점|||91007
ABC마트|ST/정읍점|||ABC마트|063-700-8022|전북 정읍시 중앙로 122||교환/환불;상품권사용||||||ABC마트 ST/정읍점|(수성동,노스페이스) ABC-MART ST 정읍점|||91007
ABC마트|ST/서전주점|||ABC마트|063-714-4227||전북 전주시 완산구 효자동3가 1045-3|교환/환불;상품권사용;포인트사용||||||ABC마트 ST/서전주점|B동 ST서전주점|||91007
ABC마트|ST/천호로데오점|||ABC마트|02-483-8300||서울특별시 강동구 천호동 454-49|교환/환불;상품권사용;포인트사용||||||ABC마트 ST/천호로데오점|ABC-MART ST 천호로데오점|||91007
ABC마트|ST/대전탄방로데오타운점|||ABC마트|042-716-5118||대전 서구 탄방동 746|교환/환불;포인트사용||||||ABC마트 ST/대전탄방로데오타운점|로데오타운 1층 ABC-MART ST 대전탄방로데오타운점|||91007
ABC마트|ST/대구이시아폴리스점|||ABC마트|053-945-2680||대구광역시 동구 봉무동 1545|교환/환불;포인트사용||||||ABC마트 ST/대구이시아폴리스점|이시아폴리스 2층 211,212호 ABC-MART ST 대구이시아폴리스점|||91007
ABC마트|GS/전주객사점|||ABC마트|063-714-2140||전북 전주시 완산구 고사동 120-2|의류판매;교환/환불;상품권사용;포인트사용||||||ABC마트 GS/전주객사점|ABC-MART GS전주객사점|||91007
ABC마트|MS/전주객사점|||ABC마트|063-231-5989||전북 전주시 완산구 고사동 48-7|의류판매;교환/환불;상품권사용;포인트사용||||||ABC마트 MS/전주객사점|ABC-MART MS전주객사점|||91007
ABC마트|ST/산본롯데피트인점|||ABC마트|031-8033-1215|경기 군포시 번영로 485||교환/환불;포인트사용||||||ABC마트 ST/산본롯데피트인점|(산본동,롯데 피트인 산본) 롯데피트인 산본점 1F|||91007
ABC마트|ST/진주롯데몰점|||ABC마트|055-791-2101||경남 진주시 충무공동 35|교환/환불;포인트사용||||||ABC마트 ST/진주롯데몰점|1층 ST 진주롯데몰점|||91007
ABC마트|ST/구로AK몰점|||ABC마트|02-6923-2460|서울 구로구 구로중앙로 152||교환/환불;포인트사용||||||ABC마트 ST/구로AK몰점|(구로동,애경백화점) 4층 ST 구로AK몰점|||91007
ABC마트|ST/울산무거점|||ABC마트|052-716-5155||울산 남구 무거동 856-4|교환/환불;상품권사용;포인트사용||||||ABC마트 ST/울산무거점|1층 ST 울산무거점|||91007
ABC마트|GS/의정부역점|||ABC마트|031-928-4078||경기 의정부시 의정부동 195-8|의류판매;교환/환불;상품권사용;포인트사용||||||ABC마트 GS/의정부역점|1,2층 GS 의정부역점|||91007
ABC마트|MS/광양LF스퀘어점|||ABC마트|061-815-4817||전남 광양시 광양읍 덕례리 739|교환/환불;포인트사용||||||ABC마트 MS/광양LF스퀘어점|LF스퀘어몰 3층 MS 광양LF스퀘어점|||91007
ABC마트|ST/송도NC큐브점|||ABC마트|032-723-6704||인천광역시 연수구 송도동 17-1|교환/환불;포인트사용||||||ABC마트 ST/송도NC큐브점|커넬워크 ABC-MART ST 송도NC큐브점|||91007
ABC마트|GS/천호현대점|||ABC마트|02-2225-8932|서울 강동구 천호대로 1005||의류판매;교환/환불;포인트사용||||||ABC마트 GS/천호현대점|(천호동,현대백화점) B1F GS 천호현대점|||91007
ABC마트|ST/여수이마트점|||ABC마트|061-805-9215|전남 여수시 좌수영로 277||교환/환불;포인트사용||||||ABC마트 ST/여수이마트점|(오림동,이마트) 이마트 3층 ABC-MART ST 여수이마트점|||91007
ABC마트|ST/이마트경산점|||ABC마트|053-719-3140|경북 경산시 옥산로 227||교환/환불;포인트사용||||||ABC마트 ST/이마트경산점|(중산동,경산이마트) 이마트 2층 ABC-MART ST 이마트경산점|||91007
ABC마트|MS/사당파스텔시티점|||ABC마트|02-2039-9120||서울 서초구 방배동 444-3|교환/환불;상품권사용;포인트사용||||||ABC마트 MS/사당파스텔시티점|파스텔시티 1층 107호 MS 사당파스텔시티점|||91007
ABC마트|ST/위례스타필드시티점|||ABC마트|031-8097-1276|경기 하남시 위례대로 200||교환/환불;포인트사용||||||ABC마트 ST/위례스타필드시티점|(학암동,스타필드시티 위례점) (학암동 90-33) 2층 ST 위례스타필드시티점|||91007
ABC마트|ST/의왕이마트점|||ABC마트|031-360-1223||경기 의왕시 오전동 324-4|교환/환불;포인트사용||||||ABC마트 ST/의왕이마트점|이마트의왕점 B1층 ST의왕이마트점|||91007
ABC마트|ST/천안신부점|||ABC마트|041-568-9009||충남 천안시 동남구 신부동 454-5|교환/환불;상품권사용;포인트사용||||||ABC마트 ST/천안신부점|ABC-MART ST 천안신부점|||91007
ABC마트|ST/사상롯데마트점|||ABC마트|051-714-6163|부산 사상구 낙동대로 736||교환/환불;포인트사용||||||ABC마트 ST/사상롯데마트점|(엄궁동) 롯데마트 3F ABC-MART ST 사상롯데마트점|||91007
ABC마트|ST/금천롯데마트점|||ABC마트|02-6956-9990||서울 금천구 독산동 441-6|교환/환불;포인트사용||||||ABC마트 ST/금천롯데마트점|롯데마트 지하1층 ST 금천롯데마트점|||91007
ABC마트|GS/울산업스퀘어점|||ABC마트|052-990-5123||울산 남구 삼산동 1569-1|의류판매;교환/환불;상품권사용;포인트사용||||||ABC마트 GS/울산업스퀘어점|업스퀘어 4층|||91007
ABC마트|ST/율하롯데아울렛점|||ABC마트|053-960-2729|대구 동구 안심로 80||교환/환불;포인트사용||||||ABC마트 ST/율하롯데아울렛점|(율하동,롯데쇼핑프라자) 롯데아울렛 율하점 2F|||91007
ABC마트|ST/평택뉴코아아울렛점|||ABC마트|031-650-6224||경기 평택시 비전동 830-1|교환/환불;포인트사용||||||ABC마트 ST/평택뉴코아아울렛점|뉴코아아울렛 3층 ABC-MART ST 평택뉴코아아울렛점|||91007
ABC마트|GS/안산중앙역점|||ABC마트|031-483-5400||경기 안산시 단원구 고잔동 539-2|의류판매;교환/환불;상품권사용;포인트사용||||||ABC마트 GS/안산중앙역점|조이월드쇼핑몰 1층 ABC-MART GS 안산중앙역점|||91007
ABC마트|ST/오산모다아울렛점|||ABC마트|031-8043-1155||경기도 오산시 외삼미동 562-10|교환/환불;포인트사용||||||ABC마트 ST/오산모다아울렛점|ABC-MART ST 오산모다아울렛점|||91007
ABC마트|KM/잠실롯데월드몰점|||ABC마트|02-3213-4466|서울 송파구 올림픽로 300||교환/환불;포인트사용||||||ABC마트 KM/잠실롯데월드몰점|(신천동,롯데월드타워앤드롯데월드몰) 롯데월드몰 4F|||91007
ABC마트|ST/대구신매점|||ABC마트|053-719-4570||대구 수성구 신매동 226-1|교환/환불;상품권사용;포인트사용||||||ABC마트 ST/대구신매점|ABC-MART ST 대구신매점|||91007
ABC마트|GS/제주칠성점|||ABC마트|064-723-5989||제주특별자치도 제주시 일도1동 1355-4|의류판매;교환/환불;포인트사용||||||ABC마트 GS/제주칠성점|ABC-MART GS 제주칠성점|||91007
ABC마트|ST/중랑점|||ABC마트|02-432-5989||서울특별시 중랑구 상봉동 130-1|교환/환불;상품권사용;포인트사용||||||ABC마트 ST/중랑점|1층 ABC-MART ST 중랑점|||91007
ABC마트|GS/충청신세계점|||ABC마트|041-640-5140||충남 천안시 동남구 신부동 354-1|의류판매;교환/환불;포인트사용||||||ABC마트 GS/충청신세계점|신세계백화점 충청점 1층 ABC-MART GS 충청신세계점|||91007
ABC마트|GS/대구동성로점|||ABC마트|053-428-0075||대구광역시 중구 공평동 53-10|의류판매;교환/환불;포인트사용||||||ABC마트 GS/대구동성로점|1층 ABC-MART GS 대구동성로점|||91007
ABC마트|GS/대전은행점|||ABC마트|042-716-0965||대전 중구 은행동 48-4|의류판매;교환/환불;포인트사용||||||ABC마트 GS/대전은행점|ABC-MART GS 대전은행점|||91007
ABC마트|GS/건대스타시티점|||ABC마트|02-2024-1370||서울특별시 광진구 자양동 227-7|의류판매;교환/환불;포인트사용||||||ABC마트 GS/건대스타시티점|스타시티1층 ABC-MART GS 건대스타시티점|||91007
ABC마트|PS/현대천호점|||ABC마트|02-2225-7924||서울특별시 강동구 천호동 455-8|||||||ABC마트 PS/현대천호점|현대백화점 7층 Premier Stage|||91007
ABC마트|PS/현대킨텍스점|||ABC마트|031-822-3531||경기 고양시 일산서구 대화동 2602|||||||ABC마트 PS/현대킨텍스점|현대백화점 킨텍스점 4층 Premier stage|||91007
ABC마트|PS/롯데잠실점|||ABC마트|02-2143-7755||서울 송파구 잠실동 40-1|||||||ABC마트 PS/롯데잠실점|롯데백화점잠실점 7층 Premier Stage|||91007
ABC마트|GS/가로수길점|||ABC마트|02-2088-0350||서울 강남구 신사동 536-9|의류판매;교환/환불;포인트사용||||||ABC마트 GS/가로수길점|ABC-MART GS 가로수길점|||91007
ABC마트|GS/부산서면태화점|||ABC마트|051-819-5100||부산광역시 부산진구 부전동 192-2|의류판매;교환/환불;포인트사용||||||ABC마트 GS/부산서면태화점|쥬디스태화 1,2층 ABC-MART GS 부산서면태화점|||91007
ABC마트|GS/대학로점|||ABC마트|02-743-5100||서울 종로구 동숭동 1-35|의류판매;교환/환불;포인트사용||||||ABC마트 GS/대학로점|에이비씨마트빌딩 ABC-MART GS 대학로점|||91007
ABC마트|GS/강남본점|||ABC마트|02-553-7293||서울특별시 강남구 역삼동 815-2|의류판매;교환/환불;포인트사용||||||ABC마트 GS/강남본점|ABC-MART GS 강남본점|||91007
ABC마트|GS/홍대점|||ABC마트|02-2138-1361||서울 마포구 동교동 162-1|의류판매;교환/환불;포인트사용||||||ABC마트 GS/홍대점|B1 ~ 2층|||91007
ABC마트|GS/신촌점|||ABC마트|02-2138-0788||서울 서대문구 창천동 18-5|의류판매;교환/환불;포인트사용||||||ABC마트 GS/신촌점|신촌빌딩 1층 GS 신촌점|||91007
ABC마트|GS/명동점|||ABC마트|02-2088-0981||서울 중구 충무로1가 24-11|의류판매;교환/환불;포인트사용||||||ABC마트 GS/명동점|ABC-MART GS명동점|||91007
ABC마트|GS/부산대학로점|||ABC마트|051-583-4100||부산광역시 금정구 장전동 421-3|의류판매;교환/환불;포인트사용||||||ABC마트 GS/부산대학로점|ABC-MART GS 부산대학로점|||91007
ABC마트|GS/청주성안점|||ABC마트|043-716-0587||충북 청주시 상당구 북문로1가 87|의류판매;교환/환불;포인트사용||||||ABC마트 GS/청주성안점|86~1,ABC-MART GS 청주성안점|||91007
ABC마트|GS/코엑스몰점|||ABC마트|02-2039-0220|서울 강남구 영동대로 513||의류판매;교환/환불;포인트사용||||||ABC마트 GS/코엑스몰점|(삼성동,코엑스) 코엑스몰 K110호 ABC-MART GS 코엑스몰점|||91007
ABC마트|KM/상봉엔터식스점|||ABC마트|02-2039-6960||서울 중랑구 상봉동 73-12|교환/환불;포인트사용||||||ABC마트 KM/상봉엔터식스점|상봉동 73-10 이노시티 AB동 3층 KM 상봉엔터식스점|||91007
ABC마트|ST/안성점|||ABC마트|031-8057-2130|경기 안성시 중앙로 400||교환/환불;상품권사용;포인트사용||||||ABC마트 ST/안성점|(서인동) 1,2층 ABC-MART ST 안성중앙점|||91007
ABC마트|KM/동탄센터포인트몰점|||ABC마트|031-831-8293||경기 화성시 반송동 98|교환/환불;포인트사용||||||ABC마트 KM/동탄센터포인트몰점|96번지 동탄메타폴리스점 A블럭 B1F|||91007
ABC마트|ST/원주무실점|||ABC마트|033-812-2865||강원 원주시 무실동 630-1|교환/환불;상품권사용;포인트사용||||||ABC마트 ST/원주무실점|ABC마트 ST 원주무실점|||91007
ABC마트|GS/잠실롯데월드몰점|||ABC마트|02-3213-4431|서울 송파구 올림픽로 300||교환/환불;포인트사용||||||ABC마트 GS/잠실롯데월드몰점|(신천동,롯데월드타워앤드롯데월드몰) (신천동,롯데월드몰4층) ABC-MART GS 잠실롯데월드몰점|||91007
ABC마트|ST/청주성안점|||ABC마트|043-224-9300||충청북도 청주시 상당구 북문로1가 165-2|교환/환불;상품권사용;포인트사용||||||ABC마트 ST/청주성안점|ABC-MART ST 청주성안점|||91007
ABC마트|ST/미아점|||ABC마트|02-982-5200||서울특별시 강북구 미아동 60-5|교환/환불;상품권사용;포인트사용||||||ABC마트 ST/미아점|ABC-MART ST 미아점|||91007
ABC마트|ST/대구칠곡점|||ABC마트|053-326-5989||대구 북구 동천동 899-1|교환/환불;상품권사용;포인트사용||||||ABC마트 ST/대구칠곡점|ABC-MART ST 대구칠곡점|||91007
ABC마트|KM/인천스퀘어원점|||ABC마트|032-456-4374|인천 연수구 청능대로 210||교환/환불;상품권사용;포인트사용||||||ABC마트 KM/인천스퀘어원점|(동춘동,스퀘어원) 3층|||91007
ABC마트|ST/성남신흥점|||ABC마트|031-743-7788||경기도 성남시 수정구 신흥동 4181|교환/환불;상품권사용;포인트사용||||||ABC마트 ST/성남신흥점|ABC-MART ST 성남신흥점|||91007
ABC마트|KM/대구칠곡점|||ABC마트|053-721-6022||대구 북구 동천동 899-1|교환/환불;상품권사용;포인트사용||||||ABC마트 KM/대구칠곡점|1층 104호|||91007
ABC마트|PS/신세계대구점|||ABC마트|053-661-6683|대구 동구 동부로30길 12||||||||ABC마트 PS/신세계대구점|(신천동) (신천동) 6층|||91007
ABC마트|MS/평택AK점|||ABC마트|031-646-6331||경기 평택시 평택동 185-568|교환/환불;포인트사용||||||ABC마트 MS/평택AK점|평택역사 3층 14,15호 ABC-MART MS 평택AK점|||91007
ABC마트|ST/안산한양대점|||ABC마트|031-417-8756||경기도 안산시 상록구 사동 1530외 1필지 안산의류상설할인매장 제1층 제105 ~107호 ABC-MART ST 안산한양대점 |교환/환불;상품권사용;포인트사용||||||ABC마트 ST/안산한양대점||||91007
ABC마트|MS/명동점|||ABC마트|02-753-6900||서울특별시 중구 명동1가 59-1|교환/환불;상품권사용;포인트사용||||||ABC마트 MS/명동점|ABC-MART MS 명동점|||91007
ABC마트|PS/갤러리아센터시티점|||ABC마트|041-412-9413||충남 천안시 서북구 불당동 1299|||||||ABC마트 PS/갤러리아센터시티점|갤러리아센타시티점 4층 Premier stage PS 갤러리아센터시티점|||91007
ABC마트|PS/신세계김해점|||ABC마트|055-272-1552|경남 김해시 김해대로 2232||||||||ABC마트 PS/신세계김해점|(외동) 신세계백화점 3층 ABCMART PS 신세계김해점|||91007
ABC마트|PS/신세계센텀시티점|||ABC마트|051-745-1629||부산 해운대구 우동 1495|||||||ABC마트 PS/신세계센텀시티점|신세계센텀시티 3층 Premier stage PS 신세계센텀시티점|||91007
ABC마트|PS/신세계영등포점|||ABC마트|02-2639-1630||서울특별시 영등포구 영등포동4가 434-5|||||||ABC마트 PS/신세계영등포점|신세계백화점 영등포점 B관 3층 PS 신세계영등포점|||91007
ABC마트|PS/신세계의정부점|||ABC마트|031-8082-0675|경기 의정부시 평화로 525||||||||ABC마트 PS/신세계의정부점|(의정부동,의정부민자역사) 신세계백화점 의정부점 6층 PS 신세계의정부점|||91007
ABC마트|PS/현대목동점|||ABC마트|02-2163-2240||서울특별시 양천구 목1동 916|||||||ABC마트 PS/현대목동점|U-PLEX지하1층 PS 현대목동점|||91007
ABC마트|PS/신세계강남점|||ABC마트|02-3479-1552||서울 서초구 반포동 19-3|||||||ABC마트 PS/신세계강남점|신세계백화점 강남점 8층 Premier stage|||91007
ABC마트|PS/현대신촌점|||ABC마트|02-3145-2695||서울 서대문구 창천동 30-1|||||||ABC마트 PS/현대신촌점|현대유플렉스 6층 PS 현대신촌점|||91007
ABC마트|PS/현대충청점|||ABC마트|043-909-4987||충청북도 청주시 흥덕구 복대동 3380|||||||ABC마트 PS/현대충청점|현대백화점 2층 Premier stage|||91007
ABC마트|PS/현대대구점|||ABC마트|053-245-2577||대구 중구 계산동2가 200|||||||ABC마트 PS/현대대구점|대백화점 대구점 5층 Premier stage 현대대구점|||91007
ABC마트|ST/서수원이마트점|||ABC마트|031-548-2405|경기 수원시 권선구 수인로 291||교환/환불;포인트사용||||||ABC마트 ST/서수원이마트점|(구운동,서수원버스터미널) 이마트 서수원점 2층|||91007
ABC마트|ST/시화이마트점|||ABC마트|031-362-5301|경기 시흥시 정왕대로 210||교환/환불;포인트사용||||||ABC마트 ST/시화이마트점|(정왕동,E MART시화점) 5층 ST 시화이마트점|||91007
ABC마트|ST/구로W-MALL점|||ABC마트|02-2081-0663||서울 금천구 가산동 60-27|교환/환불;포인트사용||||||ABC마트 ST/구로W-MALL점|W-MALL 6층 ABC-MART ST 구로W-MALL점|||91007
ABC마트|ST/월드컵홈플러스점|||ABC마트|02-2039-1213||서울 마포구 성산동 515|교환/환불;포인트사용||||||ABC마트 ST/월드컵홈플러스점|홈플러스월드컵점 2층 ABC-MART ST 월드컵홈플러스점 2층|||91007
ABC마트|ST/양주LF스퀘어점|||ABC마트|031-894-2755||경기도 양주시 회정동 453-19|교환/환불;포인트사용||||||ABC마트 ST/양주LF스퀘어점|ABC마트 ST 양주LF스퀘어점|||91007
ABC마트|ST/동대문현대아울렛점|||ABC마트|02-2283-2141||서울 중구 을지로6가 17-2|교환/환불;포인트사용||||||ABC마트 ST/동대문현대아울렛점|지하1층 ABC-MART ST 동대문현대아울렛점|||91007
ABC마트|ST/신도림디큐브점|||ABC마트|02-2210-9098||서울 구로구 신도림동 692|교환/환불;포인트사용||||||ABC마트 ST/신도림디큐브점|디큐브시티 지하1층 ABC-MART ST 신도림디큐브점|||91007
ABC마트|ST/부산금정이마트점|||ABC마트|051-717-3990|부산 금정구 중앙대로1841번길 24||교환/환불;포인트사용||||||ABC마트 ST/부산금정이마트점|(구서동,(주)이마트금정점) 2층 ST 부산금정이마트점|||91007
ABC마트|ST/문정점|||ABC마트|02-2043-3200||서울 송파구 가락동 108-3|교환/환불;상품권사용;포인트사용||||||ABC마트 ST/문정점|ST 문정점 1층 ABC MART|||91007
ABC마트|ST/홍대와이즈파크점|||ABC마트|02-326-5989||서울 마포구 동교동 166-15|교환/환불;상품권사용;포인트사용||||||ABC마트 ST/홍대와이즈파크점|와이즈파크 지하1층 ABC-MART ST 홍대와이즈파크점|||91007
ABC마트|DS/화성봉담점|||ABC마트|031-548-2486||경기 화성시 봉담읍 왕림리 49|교환/환불;상품권사용;포인트사용||||||ABC마트 DS/화성봉담점|산49-1 A동 1,2층 ABC-MART DS 화성봉담점|||91007
ABC마트|ST/군산롯데아울렛점|||ABC마트|063-447-0320||전북 군산시 조촌동 450-21|교환/환불;포인트사용||||||ABC마트 ST/군산롯데아울렛점|3층|||91007
ABC마트|ST/전북대점|||ABC마트|063-277-5989||전북 전주시 덕진구 덕진동1가 1262-10|교환/환불;상품권사용;포인트사용||||||ABC마트 ST/전북대점|14번지 ABC-MART ST 전북대점|||91007
ABC마트|ST/남양주해피몰점|||ABC마트|031-521-9933||경기도 남양주시 삼패동 350-11외 1필지 ABC-MART ST 남양주해피몰점 |교환/환불;상품권사용;포인트사용||||||ABC마트 ST/남양주해피몰점||||91007
ABC마트|ST/수원영통점|||ABC마트|031-273-5989||경기도 수원시 영통구 영통동 995-2|교환/환불;상품권사용;포인트사용||||||ABC마트 ST/수원영통점|미네시티 제1층 제101호 ABC-MART ST 수원영통점|||91007
ABC마트|DS/대전중동점|||ABC마트|042-716-5014||대전 동구 중동 26-14|교환/환불;상품권사용;포인트사용||||||ABC마트 DS/대전중동점|DS 대전중동점|||91007
ABC마트|ST/의정부점|||ABC마트|031-856-2299||경기도 의정부시 의정부동 158-4|교환/환불;상품권사용;포인트사용||||||ABC마트 ST/의정부점|ABC-MART ST 의정부점|||91007
ABC마트|ST/연신내점|||ABC마트|02-386-0066||서울특별시 은평구 불광동 308-1|교환/환불;상품권사용;포인트사용||||||ABC마트 ST/연신내점|ABC-MART ST 연신내점|||91007
ABC마트|ST/포항이마트점|||ABC마트|054-726-2730|경북 포항시 남구 냉천로 10||교환/환불;포인트사용||||||ABC마트 ST/포항이마트점|(인덕동,이마트포항점) ABC-MART ST 포항이마트점|||91007
ABC마트|ST/아산퍼스트빌리지점|||ABC마트|041-536-0646||충청남도 아산시 둔포면 신항리 17-3|교환/환불;상품권사용;포인트사용||||||ABC마트 ST/아산퍼스트빌리지점|아산퍼스트빌리지 3층 ABC-MART ST 아산퍼스트빌리지점|||91007
ABC마트|ST/구로현대아울렛점|||ABC마트|02-2136-9788||서울 금천구 가산동 60-8|교환/환불;포인트사용||||||ABC마트 ST/구로현대아울렛점|현대아울렛 지하1층 ABC-MART ST 구로현대아울렛점|||91007
