##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@유안타증권
유안타증권|금융센터압구정본부점|127.0296685|37.5268066|유안타증권|02-540-0451|서울 강남구 논현로176길 14|서울 강남구 신사동 612-1|||||||금융센터압구정본부점|압구정증권빌딩 5층;압구정증권빌딩 5층|||40506
유안타증권|금융센터역삼지점|127.0309218|37.4918731|유안타증권|02-564-3456|서울 강남구 강남대로 320|서울 강남구 역삼동 832-7|||||||금융센터역삼지점|황화빌딩 3층;황화빌딩 3층|||40506
유안타증권|금융센터원주지점|127.9474699|37.3317104|유안타증권|033-744-1700|강원 원주시 서원대로 380|강원 원주시 단구동 1510-1|||||||금융센터원주지점|동보노빌리티 3층;동보노빌리티 3층|||40506
유안타증권|금융센터은평지점|126.9218761|37.6185747|유안타증권|02-354-0012|서울 은평구 통일로 842|서울 은평구 불광동 308-1|||||||금융센터은평지점|범서쇼핑 3층;범서쇼핑 3층|||40506
유안타증권|금융센터인천본부점|126.7009937|37.4461961|유안타증권|032-455-1300|인천 남동구 예술로 138|인천 남동구 구월동 1456|||||||금융센터인천본부점|이토타워 3층;이토타워 3층|||40506
유안타증권|금융센터일산본부점|126.7779285|37.6507965|유안타증권|031-902-7300|경기 고양시 일산동구 중앙로 1165|경기 고양시 일산동구 장항동 896-1|||||||금융센터일산본부점|동양생명빌딩 3층;동양생명빌딩 3층|||40506
유안타증권|금융센터제주본부점|126.4794018|33.4854508|유안타증권|064-749-2911|제주 제주시 1100로 3351|제주 제주시 노형동 977-1|||||||금융센터제주본부점|세기빌딩1층;세기빌딩 1층|||40506
유안타증권|금융센터제천본부점|128.2126427|37.1425338|유안타증권|043-643-8900|충북 제천시 의림대로 167|충북 제천시 의림동 7-4|||||||금융센터제천본부점|유안타증권빌딩 2층;유안타증권빌딩 2층|||40506
유안타증권|금융센터종로지점|126.979788|37.5704377|유안타증권|02-2075-5500|서울 종로구 종로 19|서울 종로구 종로1가 24|||||||금융센터종로지점|르메이에르종로타운1 5층;르메이에르종로타운 5층|||40506
유안타증권|금융센터창원지점|128.679620|35.219448|유안타증권|055-274-9300|경남 창원시 성산구 상남로 60|경남 창원시 성산구 상남동 28-4|||||||금융센터창원지점|2층 (오션타워);오션타워 2층|||40506
유안타증권|금융센터천안본부점|127.1262843|36.8002576|유안타증권|041-577-2300|충남 천안시 서북구 불당대로 273|충남 천안시 쌍용동 1296|||||||금융센터천안본부점|쌍용빌딩 2층;쌍용빌딩 2층|||40506
유안타증권|금융센터청담지점|127.041343|37.517856|유안타증권|02-3448-7744|서울 강남구 선릉로 704|서울 강남구 청담동 41|||||||금융센터청담지점|청담벤처플라자 3층;청담벤쳐플라자 3층|||40506
유안타증권|금융센터청주본부점|127.4909353|36.6334813|유안타증권|043-257-6400|충북 청주시 상당구 상당로 58|충북 청주시 상당구 문화동 100-3|||||||금융센터청주본부점|경산매디컬타워 2층;경산메디컬타워 2층|||40506
유안타증권|금융센터춘천지점|127.7205411|37.8665531|유안타증권|033-242-0060|강원 춘천시 방송길 108|강원 춘천시 온의동 589-5|||||||금융센터춘천지점|춘천우체국 1층;춘천우체국 1층|||40506
유안타증권|금융센터충주지점|127.9321931|36.9722335|유안타증권|043-848-5252|충북 충주시 중앙로 80|충북 충주시 성서동 228|||||||금융센터충주지점|네오메디클리닉센타 2층;네오메디클리닉센터 2층|||40506
유안타증권|금융센터침산지점|128.591743|35.887385|유안타증권|053-355-8121|대구광역시 북구 침산로 124|대구 북구 침산동 245-8|||||||금융센터침산지점|P&A 빌딩 6층;P&A 빌딩 6층|||40506
유안타증권|금융센터포항본부점|129.3629132|36.0293775|유안타증권|054-275-9001|경북 포항시 북구 중흥로 301|경북 포항시 북구 죽도동 67-4|||||||금융센터포항본부점|신아빌딩 1층;신아빌딩 1층|||40506
유안타증권|김해지점|128.8669497|35.2343371|유안타증권|055-321-5353|경남 김해시 내외중앙로 50|경남 김해시 외동 1256-1|||||||김해지점|정우센타빌딩 4층;센터빌딩 4층|||40506
유안타증권|논산지점|127.0890142|36.1993065|유안타증권|041-736-8822|충남 논산시 중앙로 395|충남 논산시 취암동 565-20|||||||논산지점|해송빌딩 2층;해송빌딩 2층|||40506
유안타증권|대구서지점|128.5295854|35.8497958|유안타증권|053-524-3500|대구 달서구 달구벌대로 1487|대구 달서구 용산동 268-5|||||||대구서지점|드림피아 3층;드림피아 3층|||40506
유안타증권|대전영업부|127.4228218|36.3316163|유안타증권|042-255-9600|대전 중구 대종로 540|대전 중구 선화동 83-11|||||||대전영업부|유안타증권빌딩 1층;유안타증권빌딩 1층|||40506
유안타증권|명동지점|126.9836951|37.5641416|유안타증권|02-752-8822|서울 중구 명동3길 6|서울 중구 명동1가 54-8|||||||명동지점|개양빌딩 7층;개양빌딩 7층|||40506
유안타증권|반포PIB센터|127.01144|37.5018928|유안타증권|02-563-7500|서울 서초구 서초중앙로 227|서울 서초구 반포동 52-7|||||||반포PIB센터|진일빌딩 4층;진일빌딩 4층|||40506
유안타증권|반포지점|127.0012252|37.5057697|유안타증권|02-3477-4800|서울 서초구 반포대로 300-3|서울 서초구 잠원동 76-7|||||||반포지점|상화빌딩 1층;상화빌딩 1층|||40506
유안타증권|부산중앙지점|129.0373718|35.1008275|유안타증권|051-257-8800|부산 중구 대교로 119|부산 중구 중앙동6가 2|||||||부산중앙지점|CJ대한통운빌딩 2층;CJ대한통운빌딩 2층|||40506
유안타증권|삼척지점|129.1682342|37.4409809|유안타증권|033-572-9944|강원 삼척시 중앙로 200|강원 삼척시 남양동 333|||||||삼척지점|유안타증권빌딩 2층;유안타증권빌딩 2층|||40506
유안타증권|상봉지점|127.0975780|37.5989682|유안타증권|02-2207-9100|서울 중랑구 망우로 410|서울 중랑구 망우동 470-10|||||||상봉지점|삼부빌딩 3층;삼부빌딩 3층|||40506
유안타증권|영업부|126.9241484|37.5238010|유안타증권|02-3770-4000|서울 영등포구 국제금융로2길 32|서울 영등포구 여의도동 23-8|||||||영업부|유안타증권빌딩 2층;유안타증권빌딩 2층|||40506
유안타증권|이천지점|127.4465549|37.2803522|유안타증권|031-634-7200|경기 이천시 이섭대천로 1233|경기 이천시 창전동 165|||||||이천지점|화창빌딩 6층;화창빌딩 6층|||40506
유안타증권|전주지점|127.1460216|35.8201734|유안타증권|063-284-8211|전북 전주시 완산구 팔달로 199|전북 전주시 완산구 고사동1가 30-2|||||||전주지점|3층;3층|||40506
유안타증권|진해지점|128.66692|35.1525392|유안타증권|055-543-7601|경남 창원시 진해구 충장로 135|경남 창원시 진해구 여좌동 793-1|||||||진해지점|유안타증권빌딩 1.2층;유안타증권빌딩 1,2층|||40506
유안타증권|태백지점|128.9924263|37.1726333|유안타증권|033-553-0073|강원 태백시 황지로 154|강원 태백시 황지동 38-208|||||||태백지점|황지빌딩 2층;황지빌딩 2층|||40506
유안타증권|평촌지점|126.9522026|37.3919439|유안타증권|031-386-8600|경기 안양시 동안구 시민대로 193|경기 안양시 동안구 비산동 1113|||||||평촌지점|신용보증기금빌딩 5층;신용보증기금빌딩 5층|||40506
유안타증권|해남지점|126.6017418|34.5710229|유안타증권|061-536-2900|전남 해남군 해남읍 중앙1로 99|전남 해남군 해남읍 해리 600-5|||||||해남지점|삼성생명빌딩 3층;삼성생명빌딩 3층|||40506
