##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@블랙야크
블랙야크|경기/남양주모다점|127.11596|37.633013|블랙야크|031-514-8246||경기 구리시 갈매동 268-3|||||||블랙야크 경기/남양주모다점|2층|||91001
블랙야크|경기/덕소점|127.197042|37.594021|블랙야크|031-576-3377|경기 남양주시 경강로 358||||||||블랙야크 경기/덕소점|(삼패동)|||91001
블랙야크|경기/마석점|127.299168|37.652135|블랙야크|031-592-1010|경기 남양주시 화도읍 경춘로 1898||||||||블랙야크 경기/마석점||||91001
블랙야크|경기/벽제점|126.905233|37.703638|블랙야크|031-968-9399|경기 고양시 덕양구 호국로 1708||||||||블랙야크 경기/벽제점|(벽제동)|||91001
블랙야크|경기/봉담점|126.940784|37.200377|블랙야크|031-297-4222||경기 화성시 봉담읍 왕림리 산54|||||||블랙야크 경기/봉담점|트레보D동 201호 .|||91001
블랙야크|경기/부천남부점|126.777896|37.483317|블랙야크|032-613-5080|경기 부천시 경인로 198||||||||블랙야크 경기/부천남부점|(심곡본동)|||91001
블랙야크|경기/부천시청점|126.7626|37.5046|블랙야크|032-328-6284|경기 부천시 길주로 227||||||||블랙야크 경기/부천시청점|(중동)|||91001
블랙야크|경기/북수원점|127.003775|37.304486|블랙야크|031-243-1181|경기 수원시 장안구 경수대로 979||||||||블랙야크 경기/북수원점|(송죽동)|||91001
블랙야크|경기/서수원점|126.967648|37.28542|블랙야크|031-267-0506|경기 수원시 권선구 수인로331번길 12||||||||블랙야크 경기/서수원점|(구운동)|||91001
블랙야크|경기/성남남한산성점|127.169041|37.461991|블랙야크|031-744-1667|경기 성남시 중원구 산성대로 590||||||||블랙야크 경기/성남남한산성점|(은행동)|||91001
블랙야크|경기/수원영통점|127.075697|37.266116|블랙야크|031-205-6661|경기 용인시 기흥구 중부대로56번길 13||||||||블랙야크 경기/수원영통점|(영덕동)|||91001
블랙야크|경기/시흥신천점|126.779927|37.44147|블랙야크|031-311-1030|경기 시흥시 수인로3413번길 3||||||||블랙야크 경기/시흥신천점||||91001
블랙야크|경기/아우트로(장암점)점|127.054065|37.6996965|블랙야크|031-872_-0811|경기 의정부시 동일로 117||||||||블랙야크 경기/아우트로(장암점)점|(장암동)|||91001
블랙야크|경기/아우트로(진접점)점|127.160454|37.6849534|블랙야크|031-577_-4488|경기 남양주시 진접읍 금강로 943||||||||블랙야크 경기/아우트로(진접점)점||||91001
블랙야크|경기/아우트로(화성남양점)점|126.840743|37.2216725|블랙야크|031-356-5811|경기 화성시 남양읍 화성로 1450-1||||||||블랙야크 경기/아우트로(화성남양점)점||||91001
블랙야크|경기/안산한대역점|126.844038|37.3045511|블랙야크|031-419-2580|경기 안산시 상록구 삼리로 36||||||||블랙야크 경기/안산한대역점|(사동) 블랙야크|||91001
블랙야크|경기/안성점|127.1898|37.0072|블랙야크|031-692-1113|경기 안성시 공도읍 서동대로 4391||||||||블랙야크 경기/안성점|가동 103호|||91001
블랙야크|경기/안양인덕원점|126.9756|37.396|블랙야크|031-423-8942|경기 안양시 동안구 흥안대로 467||직영상설점||||||블랙야크 경기/안양인덕원점|(평촌동)|||91001
블랙야크|경기/안중점|126.957998|37.000222|블랙야크|031-681-2077|경기 평택시 안중읍 서동대로 1906||||||||블랙야크 경기/안중점||||91001
블랙야크|경기/여주375점|127.616422|37.241799|블랙야크|031-884-8668|경기 여주시 명품로 316-3||||||||블랙야크 경기/여주375점|(상거동)|||91001
블랙야크|경기/오산점|127.073837|37.145505|블랙야크|031-376-0820|경기 오산시 경기대로 234||||||||블랙야크 경기/오산점|(원동)|||91001
블랙야크|경기/용인블루키점|127.151592|37.2779916|블랙야크|031-679-0996|경기 용인시 기흥구 동백죽전대로 444||||||||블랙야크 경기/용인블루키점|(중동) 1층|||91001
블랙야크|경기/용인처인점|127.209008|37.2364588|블랙야크|031-337-0373|경기 용인시 처인구 백옥대로 1130||||||||블랙야크 경기/용인처인점|(김량장동) 블랙야크|||91001
블랙야크|경기/이천부발점|127.47858|37.284079|블랙야크|031-634-6990|경기 이천시 부발읍 중부대로 1536||||||||블랙야크 경기/이천부발점||||91001
블랙야크|경기/일산덕이점|126.755327|37.692163|블랙야크|031-919-6955|경기 고양시 일산서구 탄중로 93||||||||블랙야크 경기/일산덕이점|(덕이동)|||91001
블랙야크|경기/죽전점|127.108514|37.3293429|블랙야크|031-264-9186|경기 용인시 수지구 용구대로 2729||||||||블랙야크 경기/죽전점|(죽전동) C동 1층 104호|||91001
블랙야크|경기/판교점|127.099092|37.4097046|블랙야크|031-707-2211|경기 성남시 수정구 대왕판교로 775||||||||블랙야크 경기/판교점|(금토동)|||91001
블랙야크|경기/평택장당점|127.068946|37.0378347|블랙야크|031-612-9145|경기 평택시 경기대로 989||||||||블랙야크 경기/평택장당점|(장당동) 평택 프리미엄 아울렛 C동 블랙야크|||91001
블랙야크|경기/평택점|127.092721|36.993601|블랙야크|031-656-5100|경기 평택시 소사2길 4||||||||블랙야크 경기/평택점|(소사동)|||91001
블랙야크|경기/포천점|127.134177|37.810436|블랙야크|031-544-4429|경기 포천시 소흘읍 호국로287번길 6||||||||블랙야크 경기/포천점||||91001
블랙야크|경기/하남검단산점|127.227917|37.533878|블랙야크|031-794-3650|경기 하남시 검단산로218번길 10||||||||블랙야크 경기/하남검단산점|(창우동)|||91001
블랙야크|경기/LF양주점|127.052293|37.8313932|블랙야크|031-894-2712|경기 양주시 평화로 1593||||||||블랙야크 경기/LF양주점|(회정동) 3층|||91001
블랙야크|롯데구리점|127.144188|37.602728|블랙야크|031-550-7513||경기 구리시 인창동 677|||||||블랙야크 롯데구리점|롯데백화점 구리점 5층 블랙야크|||91001
블랙야크|롯데분당점|127.114544|37.37841|블랙야크|031-738-2529||경기 성남시 분당구 수내동 롯데백화점 분당점 4층 블랙야크 |||||||블랙야크 롯데분당점||||91001
블랙야크|롯데아울렛고양점|126.8635|37.6296|블랙야크|031-8035-2859|경기 고양시 덕양구 권율대로 420||||||||블랙야크 롯데아울렛고양점|(도내동) 롯데아울렛고양 (원흥) 블랙야크|||91001
블랙야크|롯데아울렛기흥점|127.120912|37.2253689|블랙야크|031-8036-3151|경기 용인시 기흥구 신고매로 124||||||||블랙야크 롯데아울렛기흥점|(고매동) 롯데아울렛 기흥 블랙야크|||91001
블랙야크|롯데아울렛이천점|127.398717|37.23697|블랙야크|031-887-4721||경기 이천시 호법면 단천리 산48-1|||||||블랙야크 롯데아울렛이천점|롯데아울렛이천점 1층 블랙야크|||91001
블랙야크|롯데아울렛파주점|126.691272|37.718007|블랙야크|031-960-2717||경기 파주시 교하읍 문발리 출판문화정보산업단지 104-1|||||||블랙야크 롯데아울렛파주점||||91001
블랙야크|롯데안산점|126.834517|37.317962|블랙야크|031-412-7949||경기 안산시 단원구 고잔동 536-2|||||||블랙야크 롯데안산점|롯데백화점 안산점 5층 블랙야크|||91001
블랙야크|롯데일산점|126.772362|37.660499|블랙야크|031-909-3765||경기 고양시 일산동구 장항동 784-1|||||||블랙야크 롯데일산점|롯데백화점 일산점 7층 블랙야크|||91001
블랙야크|롯데중동점|126.775416|37.502684|블랙야크|032-320-7466||경기 부천시 원미구 중동 1140|||||||블랙야크 롯데중동점|롯데백화점 부천점 4층 블랙야크|||91001
블랙야크|롯데평촌점|126.950584|37.390302|블랙야크|031-8086-9486||경기 안양시 동안구 호계동 1039|||||||블랙야크 롯데평촌점|롯데백화점 평촌점 4층 블랙야크|||91001
블랙야크|마모트/쇼핑몰점|127.325195|37.2929298|블랙야크|02-2286-9707|경기 광주시 도척면 도척로 694-13||||||||블랙야크 마모트/쇼핑몰점||||91001
블랙야크|마모트갤러리아수원점|127.032281|37.2603832|블랙야크|--|경기 수원시 팔달구 효원로 282||||||||블랙야크 마모트갤러리아수원점|(인계동) 1층 (인계동)|||91001
블랙야크|마모트롯데수원점|126.994401|37.2630873|블랙야크|031-8066-0567|경기도 수원시 권선구 세화로 124||||||||블랙야크 마모트롯데수원점|롯데백화점 수원점 5층|||91001
블랙야크|마모트롯데아울렛광명점|126.882873|37.4243218|블랙야크|02-6226-2442|경기 광명시 일직로 17||||||||블랙야크 마모트롯데아울렛광명점|(일직동) 4층|||91001
블랙야크|마모트모다구리남양주점|127.115914|37.6333324|블랙야크|031-514-8207|경기 구리시 경춘북로 230||||||||블랙야크 마모트모다구리남양주점|(갈매동) 모다 구리 남양주점|||91001
블랙야크|마모트세이브존화정점|126.831379|37.6343572|블랙야크|031-972-2288|경기 고양시 덕양구 화정로 52||||||||블랙야크 마모트세이브존화정점|(화정동) 지하2층|||91001
블랙야크|마모트신세계의정부점|127.046542|37.7380306|블랙야크|031-8082-0735|경기 의정부시 평화로 525||||||||블랙야크 마모트신세계의정부점||||91001
블랙야크|마모트아우트로화성남양점|126.840588|37.2216787|블랙야크|031-356-5811|경기 화성시 남양읍 화성로 1450-1||||||||블랙야크 마모트아우트로화성남양점|아우트로화성남양점|||91001
블랙야크|마모트웹뜰점|127.325195|37.2929298|블랙야크|070-7515-3841|경기 광주시 도척면 도척로 694-13||온라인||||||블랙야크 마모트웹뜰점|웹뜰물류창고|||91001
블랙야크|마모트현대아울렛김포점|126.78529|37.5966958|블랙야크|031-8048-2822|경기 김포시 고촌읍 아라육로152번길 100||||||||블랙야크 마모트현대아울렛김포점||||91001
블랙야크|마모트현대중동점|126.762169|37.504294|블랙야크|032-623-2616||경기 부천시 원미구 중동 1164|||||||블랙야크 마모트현대중동점|현대백화점 중동점|||91001
블랙야크|세이브존부천상동점|126.754135|37.5063924|블랙야크|032-327-8848|경기 부천시 길주로 105||||||||블랙야크 세이브존부천상동점|(상동) 세이브존부천상돈점 블랙야크|||91001
블랙야크|세이브존성남점|127.153485|37.4439242|블랙야크|070-8809-3311|경기 성남시 수정구 산성대로 337||||||||블랙야크 세이브존성남점|(신흥동) 세이브존성남|||91001
블랙야크|세이브존화정점|126.831378|37.634281|블랙야크|031-979-1811||경기 고양시 덕양구 화정동 970|||||||블랙야크 세이브존화정점|세이브존 화정점 1층 블랙야크|||91001
블랙야크|신세계경기점|127.108158|37.325082|블랙야크|031-695-1717||경기 용인시 수지구 죽전동 1285|||||||블랙야크 신세계경기점|신세계백화점 경기점 6층 블랙야크|||91001
블랙야크|신세계아울렛시흥점|126.736364|37.379822|블랙야크|031-8072-3418|경기 시흥시 서해안로 699||||||||블랙야크 신세계아울렛시흥점|(정왕동) 신세계아울렛시흥점 블랙야크|||91001
블랙야크|신세계아울렛파주점|126.696529|37.769333|블랙야크|031-8071-7243||경기 파주시 탄현면 법흥리 1790-8|||||||블랙야크 신세계아울렛파주점|신세계아울렛파주 1층 블랙야크|||91001
블랙야크|신세계의정부점|127.045909|37.738076|블랙야크|031-8082-0628||경기 의정부시 의정부동 신세계백화점 의정부점 6층 블랙야크 |||||||블랙야크 신세계의정부점||||91001
블랙야크|신세계하남점|127.223589|37.545437|블랙야크|031-8072-1937|경기 하남시 미사대로 750||||||||블랙야크 신세계하남점|(신장동) 신세계백화점 하남점|||91001
블랙야크|온라인/인터넷쇼핑몰점|127.211858|37.3496888|블랙야크|02-2286-9707|경기 광주시 오포읍 오포로 577||||||||블랙야크 온라인/인터넷쇼핑몰점||||91001
블랙야크|현대중동점|126.762165|37.504226|블랙야크|032-623-2628||경기 부천시 원미구 중동 1164|||||||블랙야크 현대중동점|현대백화점 중동점 블랙야크|||91001
블랙야크|현대킨텍스점|126.751197|37.6682829|블랙야크|031-822-3685|경기 고양시 일산서구 호수로 817||||||||블랙야크 현대킨텍스점|(대화동) 현대백화점 킨텍스점 블랙야크|||91001
블랙야크|힐크릭/경기/곤지암점|127.301605|37.371251|블랙야크|031-766-7912|경기 광주시 초월읍 경충대로 1037||||||||블랙야크 힐크릭/경기/곤지암점||||91001
블랙야크|힐크릭/경기/김포장기점|126.667612|37.6556321|블랙야크|031-982-9500|경기 김포시 김포대로 1473||||||||블랙야크 힐크릭/경기/김포장기점|(장기동)|||91001
블랙야크|힐크릭/경기/덕소삼패점|127.197038|37.5940622|블랙야크|031-577-0060|경기 남양주시 경강로 354||||||||블랙야크 힐크릭/경기/덕소삼패점|(삼패동)|||91001
블랙야크|힐크릭/경기/벽제점|126.907858|37.7127647|블랙야크|031-965-9165|경기 고양시 덕양구 호국로 1817||||||||블랙야크 힐크릭/경기/벽제점|(고양동) 1층|||91001
블랙야크|힐크릭/경기/안산한대점|126.844666|37.3049919|블랙야크|031-416-1226|경기 안산시 상록구 삼리로 45||||||||블랙야크 힐크릭/경기/안산한대점|(사동) 1층 102호|||91001
블랙야크|힐크릭/경기/일산덕이점|126.757579|37.6930694|블랙야크|031-919-2885|경기 고양시 일산서구 탄중로 111||||||||블랙야크 힐크릭/경기/일산덕이점|(덕이동) 3C동 101호 (양우로데오타운)|||91001
블랙야크|힐크릭/경기/죽전점|127.108618|37.3297239|블랙야크|031-264-0473|경기 용인시 수지구 용구대로 2729-1||||||||블랙야크 힐크릭/경기/죽전점|(죽전동)|||91001
블랙야크|힐크릭/경기/평촌점|126.974334|37.3953431|블랙야크|031-421-4246|경기 안양시 동안구 흥안대로 457-16||||||||블랙야크 힐크릭/경기/평촌점|(평촌동) 1층 101호,102-1호 (플러스아울렛)|||91001
블랙야크|힐크릭/경기/평택장당점|127.069037|37.0341185|블랙야크|031-612-9146|경기 평택시 경기대로 989||||||||블랙야크 힐크릭/경기/평택장당점|(장당동) 평택 프리미엄 아울렛 C동 109호|||91001
블랙야크|AK분당점|127.123205|37.385258|블랙야크|031-702-1812||경기 성남시 분당구 서현동 AK백화점 분당점 4층 블랙야크 |||||||블랙야크 AK분당점||||91001
블랙야크|AK수원점|127.000635|37.265668|블랙야크|031-240-1904||경기 수원시 팔달구 매산로1가 AK백화점 수원점 4층 블랙야크 |||||||블랙야크 AK수원점||||91001
블랙야크|AK평택점|127.086622|36.991684|블랙야크|031-646-6559||경기 평택시 평택동 AK백화점 평택점 4층 블랙야크 |||||||블랙야크 AK평택점||||91001
블랙야크|Enter6동탄점|127.068998|37.204585|블랙야크|031-371-6950||경기 화성시 반송동 96|||||||블랙야크 Enter6동탄점|Enter6 동탄점 1층 블랙야크|||91001
블랙야크|NAU/AK분당점|127.122704|37.3851026|블랙야크|031-1661-1114|경기 성남시 분당구 황새울로360번길 42||||||||블랙야크 NAU/AK분당점|(서현동) NAU 매장|||91001
블랙야크|NAU롯데일산점|126.772124|37.6604728|블랙야크|031-909_-3644|경기 고양시 일산동구 중앙로 1283||||||||블랙야크 NAU롯데일산점|(장항동) 6층 나우|||91001
블랙야크|NAU신세계스타필드/고양점|126.894814|37.6468887|블랙야크|031-5173-2071|경기 고양시 덕양구 고양대로 1955||||||||블랙야크 NAU신세계스타필드/고양점|(동산동) 경기 고양시 덕양구 고양대로 1955 스타필드 2층 NAU매장|||91001
블랙야크|NAU신세계스타필드/위례점|127.148402|37.4801339|블랙야크|031-8097-1387|경기 하남시 위례대로 200||||||||블랙야크 NAU신세계스타필드/위례점|(학암동) 스타필드 위례 3층 나우|||91001
블랙야크|NAU신세계스타필드/하남점|127.223757|37.5454226|블랙야크|031-8072-8794|경기 하남시 미사대로 750||||||||블랙야크 NAU신세계스타필드/하남점|(신장동) 스타필드 1층 SHOW&TELL NAU|||91001
블랙야크|NAU신세계의정부점|127.046542|37.7380306|블랙야크|031-8082-0731|경기 의정부시 평화로 525||||||||블랙야크 NAU신세계의정부점|신세계백화점 의정부점 NAU 7층|||91001
블랙야크|NAU아우트로/화성남양점|126.840588|37.2216787|블랙야크|02-2027-0811|경기 화성시 남양읍 화성로 1450-1||||||||블랙야크 NAU아우트로/화성남양점|(주)아우트로 화성남양점|||91001
블랙야크|NC수원터미널점|127.020442|37.2513754|블랙야크|031-8065-3683|경기 수원시 권선구 경수대로 270||||||||블랙야크 NC수원터미널점|(권선동) NC수원터미널 블랙야크|||91001
블랙야크|NC야탑점|127.127498|37.4103153|블랙야크|031-780-3288|경기 성남시 분당구 야탑로81번길 11||||||||블랙야크 NC야탑점|(야탑동) NC백화점 야탑점|||91001
블랙야크|NC평택점|127.112504|36.9956621|블랙야크|031-657-5965|경기 평택시 경기대로 279||||||||블랙야크 NC평택점|(비전동) NC백화점 평택점 블랙야크|||91001
블랙야크|마모트진주모다점|128.098461|35.1321128|블랙야크|055-923-1789|경남 진주시 정촌면 삼일로95번길 46||신||||||블랙야크 마모트진주모다점|모다아울렛별관|||91001
블랙야크|갤러리아진주점|128.082536|35.196819|블랙야크|055-791-1420||경남 진주시 평안동 195|||||||블랙야크 갤러리아진주점|갤러리아백화점 진주점 4층 블랙야크|||91001
블랙야크|경남/거제옥포점|128.691779|34.893937|블랙야크|055-687-0330|경남 거제시 옥포대첩로 37||||||||블랙야크 경남/거제옥포점|(옥포동)|||91001
블랙야크|경남/거창점|127.90737|35.688702|블랙야크|055-943-1810|경남 거창군 거창읍 거열로 122-1||||||||블랙야크 경남/거창점||||91001
블랙야크|경남/동마산점|128.58512|35.242097|블랙야크|055-293-0648|경남 창원시 마산회원구 3.15대로 791||||||||블랙야크 경남/동마산점|(합성동)|||91001
블랙야크|경남/서창점|129.168955|35.414258|블랙야크|055-383-1811|경남 양산시 삼호1길 46||||||||블랙야크 경남/서창점|(삼호동)|||91001
블랙야크|경남/신마산점|128.561037|35.180472|블랙야크|055-247-8246|경남 창원시 마산합포구 해안대로 19||||||||블랙야크 경남/신마산점|(해운동)|||91001
블랙야크|경남/양산모다점|129.027422|35.3390288|블랙야크|055-911-7100|경남 양산시 중부로 2||||||||블랙야크 경남/양산모다점|(중부동)|||91001
블랙야크|경남/진영점|128.719965|35.323407|블랙야크|055-346-1811|경남 김해시 진영읍 진산대로 228||||||||블랙야크 경남/진영점||||91001
블랙야크|경남/진주시청점|128.106335|35.17926|블랙야크|055-757-0740|경남 진주시 동진로 138||||||||블랙야크 경남/진주시청점|(상대동)|||91001
블랙야크|경남/진주정촌점|128.100518|35.12052|블랙야크|055-759-0087|경남 진주시 정촌면 삼일로95번길 50-19||||||||블랙야크 경남/진주정촌점||||91001
블랙야크|경남/진해점|128.696566|35.157358|블랙야크|055-541-1811|경남 창원시 진해구 해원로 29||||||||블랙야크 경남/진해점|(석동)|||91001
블랙야크|경남/통영점|128.42827|34.8585072|블랙야크|055-648-0087|경남 통영시 중앙로 315||||||||블랙야크 경남/통영점|(무전동) 1층|||91001
블랙야크|경남/함양점|127.72734|35.518958|블랙야크|055-963-1471|경남 함양군 함양읍 함양로 1124||||||||블랙야크 경남/함양점||||91001
블랙야크|롯데마산점|128.573412|35.20151|블랙야크|055-240_-5465|경남 창원시 마산합포구 동서동로 18||||||||블랙야크 롯데마산점|(신포동2가) 롯데백화점 마산점 블랙야크|||91001
블랙야크|롯데아울렛김해점|128.829671|35.185075|블랙야크|055-900-2738||경남 김해시 장유면 장유리 김해관광유통단지 롯데아울렛김해점 |||||||블랙야크 롯데아울렛김해점||||91001
블랙야크|롯데아울렛진주점|128.1397|35.180506|블랙야크|055-791-2352|경남 진주시 동진로 440||||||||블랙야크 롯데아울렛진주점|(충무공동) 롯데아울렛진주점 블랙야크|||91001
블랙야크|신세계김해점|127.156735|36.820222|블랙야크|055-272-1861|경남 김해시 분성로 174||||||||블랙야크 신세계김해점|(외동) 신세계백화점 김해점|||91001
블랙야크|신세계마산점|128.586486|35.219576|블랙야크|055-240-1576||경남 창원시 마산합포구 산호동 10-3|||||||블랙야크 신세계마산점|신세계백화점 마산점 블랙야크|||91001
블랙야크|힐크릭/경남/삼천포점|128.081536|34.938396|블랙야크|055-835-5489|경남 사천시 벌리로 18||||||||블랙야크 힐크릭/경남/삼천포점|(벌리동)|||91001
블랙야크|힐크릭/경남/진주정촌점|128.100456|35.131997|블랙야크|055-754-3674|경남 진주시 정촌면 삼일로95번길 50-26||||||||블랙야크 힐크릭/경남/진주정촌점||||91001
블랙야크|NAU신세계마산점|128.586591|35.2197069|블랙야크|055-240-1410|경남 창원시 마산합포구 합포로 251||||||||블랙야크 NAU신세계마산점|(산호동) 신세계백화점 5층|||91001
블랙야크|경북/안동하우스점|128.73443|36.5606379|블랙야크|054-857-9115|경북 안동시 육사로 273||힐크릭M||||||블랙야크 경북/안동하우스점|(운흥동)|||91001
블랙야크|경북/경주모다점|129.244234|35.916429|블랙야크|054-620-7783|경북 경주시 천북면 산업로 4930||||||||블랙야크 경북/경주모다점||||91001
블랙야크|경북/구미금오산점|128.332181|36.108228|블랙야크|054-454-8980|경북 구미시 형곡로 145||||||||블랙야크 경북/구미금오산점|(형곡동)|||91001
블랙야크|경북/구미봉곡점|128.312914|36.13649|블랙야크|054-453-8980|경북 구미시 송선로 408||||||||블랙야크 경북/구미봉곡점|(선기동)|||91001
블랙야크|경북/김천점|128.155206|36.1163048|블랙야크|054-435-4633|경북 김천시 아포대로 9||||||||블랙야크 경북/김천점|(덕곡동)|||91001
블랙야크|경북/남경주점|129.32116|35.731168|블랙야크|054-774-2570|경북 경주시 외동읍 산업로 2468-7||||||||블랙야크 경북/남경주점||||91001
블랙야크|경북/문경점|128.189114|36.585673|블랙야크|054-556-3588|경북 문경시 당교로 236-1||||||||블랙야크 경북/문경점|(모전동)|||91001
블랙야크|경북/상주점|128.159643|36.41728|블랙야크|054-533-7747|경북 상주시 상산로 296||||||||블랙야크 경북/상주점|(서성동)|||91001
블랙야크|경북/안동점|128.70104|36.564851|블랙야크|054-841-6008|경북 안동시 경북대로 398||||||||블랙야크 경북/안동점|(옥동)|||91001
블랙야크|경북/안동하우스오브야크점|128.73443|36.5606379|블랙야크|054-857-9115|경북 안동시 육사로 273||직영점||||||블랙야크 경북/안동하우스오브야크점|(운흥동)|||91001
블랙야크|경북/영주점|128.624316|36.822927|블랙야크|054-637-1122|경북 영주시 중앙로83번길 3||||||||블랙야크 경북/영주점|(영주동)|||91001
블랙야크|경북/영천점|128.915886|35.960426|블랙야크|054-338-0054|경북 영천시 최무선로 126||||||||블랙야크 경북/영천점|(오수동)|||91001
블랙야크|경북/왜관점|128.399443|35.995313|블랙야크|054-977-0333|경북 칠곡군 왜관읍 중앙로 228||||||||블랙야크 경북/왜관점||||91001
블랙야크|경북/포항오광장점|129.358382|36.019561|블랙야크|054-282-8228|경북 포항시 북구 포스코대로 309||||||||블랙야크 경북/포항오광장점|(죽도동)|||91001
블랙야크|경북/포항중앙점|129.366528|36.039236|블랙야크|054-242-2200|경북 포항시 북구 중앙로 296-1||||||||블랙야크 경북/포항중앙점|(상원동)|||91001
블랙야크|경북/포항학산점|129.372949|36.051692|블랙야크|054-247-0606|경북 포항시 북구 해안로 1||||||||블랙야크 경북/포항학산점|(항구동)|||91001
블랙야크|대구/동명점|128.555919|35.980386|블랙야크|054-977-7766|경북 칠곡군 동명면 경북대로 214||||||||블랙야크 대구/동명점||||91001
블랙야크|롯데포항점|129.369764|36.049571|블랙야크|054-230-1590||경북 포항시 북구 학산동 27-9|||||||블랙야크 롯데포항점|롯데백화점 포항점 5층 블랙야크|||91001
블랙야크|칠곡휴게소(상행)-서울점|128.430814|36.011807|블랙야크|054-972-1810||경북 칠곡군 왜관읍 158|||||||블랙야크 칠곡휴게소(상행)-서울점|칠곡휴게소 (상행) 블랙야크|||91001
블랙야크|칠곡휴게소(하행)-부산점|128.428262|36.019383|블랙야크|054-973-1611||경북 칠곡군 왜관읍 아곡리 159|||||||블랙야크 칠곡휴게소(하행)-부산점|칠곡휴게소 블랙야크|||91001
