##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@쉐보레부품대리점
쉐보레부품대리점|부산종합상사|128.97789020000005|35.0843336|쉐보레부품대리점|051-262-9945|부산 사하구 다대로 199||||||||쉐보레부품대리점 부산종합상사|(장림동)|||160409
쉐보레부품대리점|동아상사|127.59827159999997|37.0011053|쉐보레부품대리점|043-877-5866|충북 음성군 금왕읍 음성로 1258||||||||쉐보레부품대리점 동아상사||||160409
쉐보레부품대리점|영진상사|128.5802354|35.8754727|쉐보레부품대리점|053-562-4488|대구 중구 달성로 21길 49||||||||쉐보레부품대리점 영진상사|(달성동)|||160409
쉐보레부품대리점|승리상사|129.36564509999994|36.0418465|쉐보레부품대리점|054-281-3433|경북 포항시 북구 칠성천길 37||||||||쉐보레부품대리점 승리상사|(용흥동)|||160409
쉐보레부품대리점|고성지엠부품|128.33468560000006|34.9707133|쉐보레부품대리점|055-674-0045|경남 고성군 고성읍 남해안대로 2541||||||||쉐보레부품대리점 고성지엠부품||||160409
쉐보레부품대리점|동부센타|127.06037289999995|37.5480403|쉐보레부품대리점|02-463-5857|서울 성동구 광나루로 278||||||||쉐보레부품대리점 동부센타|(성수동2가)|||160409
쉐보레부품대리점|시흥GM|126.73152660000005|37.3453124|쉐보레부품대리점|031-498-8133|경기 시흥시 서촌상가2길 38||||||||쉐보레부품대리점 시흥GM|청송코아 1층 116호 (정왕동)|||160409
쉐보레부품대리점|화성상사|126.93200090000005|37.389171|쉐보레부품대리점|031-447-2450|경기 안양시 만안구 수리산로 56||||||||쉐보레부품대리점 화성상사|(안양동)|||160409
쉐보레부품대리점|대진상사|126.84616749999998|35.5773709|쉐보레부품대리점|063-535-2722|전북 정읍시 충정로 365||||||||쉐보레부품대리점 대진상사|(연지동)|||160409
쉐보레부품대리점|역동센타|126.78760839999995|37.6613142|쉐보레부품대리점|031-906-7474|경기 고양시 일산동구 일산로286번길 26-10||||||||쉐보레부품대리점 역동센타|(마두동)|||160409
쉐보레부품대리점|마송지엠|126.55834460000005|37.7266146|쉐보레부품대리점|031-981-9860|경기 김포시 월곶면 용강로 83||||||||쉐보레부품대리점 마송지엠||||160409
쉐보레부품대리점|GM/AUTO/부품|128.53689770000005|35.8539748|쉐보레부품대리점|053-565-8665|대구 달서구 와룡로 237||||||||쉐보레부품대리점 GM/AUTO/부품|(죽전동)|||160409
쉐보레부품대리점|진수상사|127.06199130000005|37.5661261|쉐보레부품대리점|02-2214-7567|서울 동대문구 한천로 42||||||||쉐보레부품대리점 진수상사|장안위더스빌 111호 (장안동)|||160409
쉐보레부품대리점|충주쉐보레부품|127.92847610000001|37.0025908|쉐보레부품대리점|043-854-7800|충북 충주시 목행산단2로 105||||||||쉐보레부품대리점 충주쉐보레부품|(목행동)|||160409
쉐보레부품대리점|가나상사|126.77112699999998|37.4912395|쉐보레부품대리점|032-657-9800|경기 부천시 원미구 심중로 92||||||||쉐보레부품대리점 가나상사|(심곡동)|||160409
쉐보레부품대리점|신반도상사|126.46189670000001|36.7681923|쉐보레부품대리점|041-664-2726|충남 서산시 동서1로 74||||||||쉐보레부품대리점 신반도상사|(석림동)|||160409
쉐보레부품대리점|대한상사|128.5676949|38.1956893|쉐보레부품대리점|033-632-1223|강원 속초시 도리원길 84||||||||쉐보레부품대리점 대한상사|(노학동)|||160409
쉐보레부품대리점|대림상사|126.73701310000001|37.3520262|쉐보레부품대리점|031-433-0086|경기 시흥시 역전로 301번길 18-1||||||||쉐보레부품대리점 대림상사|초원빌딩 101호 (정왕동)|||160409
쉐보레부품대리점|동아모터스|126.98969280000006|35.0679734|쉐보레부품대리점|061-371-8252|전남 화순군 화순읍 서양로 469||||||||쉐보레부품대리점 동아모터스||||160409
쉐보레부품대리점|영광서비스|126.49945200000002|35.2721681|쉐보레부품대리점|061-353-8250|전남 영광군 영광읍 천년로10길 3||||||||쉐보레부품대리점 영광서비스||||160409
쉐보레부품대리점|대성상사|127.9367767|37.3801035|쉐보레부품대리점|033-744-5433|강원 원주시 우두산길 54-1||||||||쉐보레부품대리점 대성상사|(우산동)|||160409
쉐보레부품대리점|덕흥상사|127.71808579999993|37.87470649999999|쉐보레부품대리점|033-255-6717|강원 춘천시 공지로 442-24||||||||쉐보레부품대리점 덕흥상사|(근화동)|||160409
쉐보레부품대리점|모범상회|127.74928790000001|37.8911685|쉐보레부품대리점|033-256-7983|강원 춘천시 춘천로 407번길 25-8||||||||쉐보레부품대리점 모범상회|(후평동)|||160409
쉐보레부품대리점|홍천GM부품|127.86738119999995|37.6909343|쉐보레부품대리점|033-435-9881|강원 홍천군 북방면 홍천로 196-4||||||||쉐보레부품대리점 홍천GM부품||||160409
쉐보레부품대리점|대신상사|127.02924009999992|37.6214255|쉐보레부품대리점|02-989-0494|서울 강북구 도봉로 32길 6||||||||쉐보레부품대리점 대신상사||||160409
쉐보레부품대리점|남대구부품상사|128.52307769999993|35.8364315|쉐보레부품대리점|053-592-1663|대구 달서구 성서공단로 368||||||||쉐보레부품대리점 남대구부품상사|(월성동)|||160409
쉐보레부품대리점|북부GM부품|127.03874169999994|37.6702453|쉐보레부품대리점|02-955-6496|서울 도봉구 시루봉로 266||||||||쉐보레부품대리점 북부GM부품|(방학동)|||160409
쉐보레부품대리점|대진상사|127.99364020000007|38.0988579|쉐보레부품대리점|033-482-0949|강원 양구군 양구읍 박수근로 349||||||||쉐보레부품대리점 대진상사||||160409
쉐보레부품대리점|명신상사|126.91097890000003|37.5985768|쉐보레부품대리점|02-373-7777|서울 은평구 은평로 33-7||||||||쉐보레부품대리점 명신상사|(신사동)|||160409
쉐보레부품대리점|창도봉센타|127.0391869|37.6517995|쉐보레부품대리점|02-907-3076|서울 도봉구 노해로 279||||||||쉐보레부품대리점 창도봉센타|(창동)|||160409
쉐보레부품대리점|현진물산|127.36502769999993|36.3071782|쉐보레부품대리점|042-586-7883|대전 서구 정림로 78-6||||||||쉐보레부품대리점 현진물산|(정림동)|||160409
쉐보레부품대리점|동우상사|127.0606305|37.5475682|쉐보레부품대리점|02-465-8200|서울 성동구 광나루로6길 9||||||||쉐보레부품대리점 동우상사|덕성빌딩 1층|||160409
쉐보레부품대리점|성원상사|127.0743668|37.85408109999999|쉐보레부품대리점|031-858-1033|경기 양주시 칠봉산로 227번길 42||||||||쉐보레부품대리점 성원상사|(봉양동)|||160409
쉐보레부품대리점|진천GM부품|127.44092939999996|36.8701931|쉐보레부품대리점|043-533-7500|충북 진천군 진천읍 진광로 146||||||||쉐보레부품대리점 진천GM부품||||160409
쉐보레부품대리점|털보부품|127.05694590000007|37.56525329999999|쉐보레부품대리점|02-2242-7799|서울 동대문구 황물로 173||||||||쉐보레부품대리점 털보부품|(답십리동)|||160409
쉐보레부품대리점|평화상사|128.9864043|35.1846516|쉐보레부품대리점|051-305-9506|부산 사상구 사상로 447||||||||쉐보레부품대리점 평화상사|(모라동)|||160409
쉐보레부품대리점|인덕상사|127.0997476|37.3310059|쉐보레부품대리점|031-263-2581|경기 용인시 수지구 신수로683번길 26||||||||쉐보레부품대리점 인덕상사|(풍덕천동)|||160409
쉐보레부품대리점|GM천안부품센타|127.1323926|36.8042138|쉐보레부품대리점|041-578-7757|충남 천안시 서북구 쌍용대로 76||||||||쉐보레부품대리점 GM천안부품센타||||160409
쉐보레부품대리점|금촌GM부품|126.77392429999998|37.7583928|쉐보레부품대리점|031-944-5590|경기 파주시 시청로 3-9||||||||쉐보레부품대리점 금촌GM부품|(금촌동)|||160409
쉐보레부품대리점|해동상사|127.1368635|37.5409653|쉐보레부품대리점|02-487-9696|서울 강동구 성안로 201||||||||쉐보레부품대리점 해동상사|(천호동)|||160409
쉐보레부품대리점|영동지엠부품|128.92226260000007|37.7667207|쉐보레부품대리점|033-652-6400|강원 강릉시 성덕포남로 21-5||||||||쉐보레부품대리점 영동지엠부품||||160409
쉐보레부품대리점|새현상사|126.89816580000001|37.4666222|쉐보레부품대리점|02-854-7875|서울 금천구 시흥대로 370||||||||쉐보레부품대리점 새현상사|(독산동)|||160409
쉐보레부품대리점|상진상사|126.83500570000001|37.5370807|쉐보레부품대리점|02-2695-4575|서울 양천구 가로공원로 171||||||||쉐보레부품대리점 상진상사|(신월동)|||160409
쉐보레부품대리점|하이상사|129.03865930000006|35.0880227|쉐보레부품대리점|051-418-4501|부산 영도구 절영로 72||||||||쉐보레부품대리점 하이상사|(남항동2가)|||160409
쉐보레부품대리점|흑룡상사|127.05775319999998|37.5641569|쉐보레부품대리점|02-2245-7762|서울 동대문구 고미술로 99||||||||쉐보레부품대리점 흑룡상사|우성빌딩 107호 (답십리동)|||160409
쉐보레부품대리점|성현상사|127.0615563|37.5653902|쉐보레부품대리점|02-2217-7803|서울 동대문구 한천로 8가길 7||||||||쉐보레부품대리점 성현상사|1층 (장안동)|||160409
쉐보레부품대리점|우진상사|127.05806669999993|37.5644261|쉐보레부품대리점|02-2241-7413|서울 동대문구 황물로 185-1||||||||쉐보레부품대리점 우진상사|(답십리동)|||160409
쉐보레부품대리점|영월GM부품|128.47768159999998|37.1710665|쉐보레부품대리점|033-372-9622|강원 영월군 영월읍 중앙로 240||||||||쉐보레부품대리점 영월GM부품||||160409
쉐보레부품대리점|대동상사|127.12481560000003|36.8692901|쉐보레부품대리점|041-563-6444|충남 천안시 서북구 직산읍 자은가리1길 62||||||||쉐보레부품대리점 대동상사||||160409
쉐보레부품대리점|경기상사|126.72492979999993|37.5296651|쉐보레부품대리점|032-546-2024|인천 계양구 봉오대로686번길 2||||||||쉐보레부품대리점 경기상사|(작전동)|||160409
쉐보레부품대리점|영진상사|126.63474199999996|37.4403264|쉐보레부품대리점|032-831-7006|인천 남구 아암대로 253번길 21||||||||쉐보레부품대리점 영진상사|(학익동)|||160409
쉐보레부품대리점|경인상사|126.6915328|37.4659697|쉐보레부품대리점|032-439-5168|인천 남동구 석정로 503||||||||쉐보레부품대리점 경인상사|(간석동)|||160409
쉐보레부품대리점|정품상사|126.72600119999993|37.5078395|쉐보레부품대리점|032-525-1333|인천 부평구 주부토로 144-1||||||||쉐보레부품대리점 정품상사|(갈산동)|||160409
쉐보레부품대리점|은영상사|126.67201369999998|37.5087093|쉐보레부품대리점|032-575-5160|인천 서구 가정로 263||||||||쉐보레부품대리점 은영상사||||160409
쉐보레부품대리점|쉐보레군산점|126.73274930000002|35.9685619|쉐보레부품대리점|063-452-7733|전북 군산시 번영로 109||||||||쉐보레부품대리점 쉐보레군산점|(경장동)|||160409
쉐보레부품대리점|GM부품세기상사|127.38825739999993|35.416758|쉐보레부품대리점|063-625-2422|전북 남원시 충정로 131||||||||쉐보레부품대리점 GM부품세기상사|(향교동)|||160409
쉐보레부품대리점|상봉사|126.40385200000003|34.7879522|쉐보레부품대리점|061-243-2271|전남 목포시 삼학로 182||||||||쉐보레부품대리점 상봉사|(산정동)|||160409
쉐보레부품대리점|한국지엠욱일상사|127.51881019999996|34.9568444|쉐보레부품대리점|061-743-1311|전남 순천시 남신월3길 10||||||||쉐보레부품대리점 한국지엠욱일상사|(조례동)|||160409
쉐보레부품대리점|흥안상사|127.69607389999999|34.7693075|쉐보레부품대리점|061-665-6232|전남 여수시 좌수영로 498||||||||쉐보레부품대리점 흥안상사|(둔덕동)|||160409
쉐보레부품대리점|GM부품(부안)|126.72894120000001|35.7233991|쉐보레부품대리점|063-581-1297|전북 부안군 부안읍 오리정로 61||||||||쉐보레부품대리점 GM부품(부안)||||160409
쉐보레부품대리점|서귀포지엠부품|126.58239359999993|33.293551|쉐보레부품대리점|064-732-2989|제주 서귀포시 토평공단로 137||||||||쉐보레부품대리점 서귀포지엠부품|(토평동)|||160409
쉐보레부품대리점|지엠부품상사|126.97815969999999|35.9282318|쉐보레부품대리점|063-853-0232|전북 익산시 하나로 69-1||||||||쉐보레부품대리점 지엠부품상사|(금강동)|||160409
쉐보레부품대리점|승원상사|127.08193879999999|35.8641665|쉐보레부품대리점|063-211-8060|전북 전주시 덕진구 기린대로 945-5||||||||쉐보레부품대리점 승원상사||||160409
쉐보레부품대리점|우성센타|127.12990289999993|35.8319261|쉐보레부품대리점|063-252-1617|전북 전주시 덕진구 숲정이로 20||||||||쉐보레부품대리점 우성센타|(진북동)|||160409
쉐보레부품대리점|GM쉐보레공주부품센터|127.16950359999998|36.4838197|쉐보레부품대리점|041-858-2177|충남 공주시 장척로 30||||||||쉐보레부품대리점 GM쉐보레공주부품센터|(송선동)|||160409
쉐보레부품대리점|세광자동차부품|127.23037999999997|37.3933041|쉐보레부품대리점|031-761-8893|경기 광주시 장지9길 21||||||||쉐보레부품대리점 세광자동차부품|(장지동)|||160409
쉐보레부품대리점|대천모터스|126.5994981|36.3371244|쉐보레부품대리점|041-935-3858|충남 보령시 진등1길 72||||||||쉐보레부품대리점 대천모터스||||160409
쉐보레부품대리점|대동상사|126.90438560000007|37.4996364|쉐보레부품대리점|02-852-0982|서울 영등포구 대방천로6가길 18||||||||쉐보레부품대리점 대동상사|(신길동)|||160409
쉐보레부품대리점|GM쉐보레부품|126.54586889999996|33.5021253|쉐보레부품대리점|064-752-2809|제주 제주시 연삼로 533||||||||쉐보레부품대리점 GM쉐보레부품|(일도2동)|||160409
쉐보레부품대리점|삼일사|126.8345931|37.6183805|쉐보레부품대리점|031-971-4748|경기 고양시 덕양구 용현로53번길 40||||||||쉐보레부품대리점 삼일사|(행신동)|||160409
쉐보레부품대리점|영광상사|127.57969950000006|34.963806|쉐보레부품대리점|061-763-6999|전남 광양시 광양읍 회암3길 6||||||||쉐보레부품대리점 영광상사||||160409
쉐보레부품대리점|한국지엠목포부품대리점|126.41864209999994|34.8041634|쉐보레부품대리점|061-287-8255|전남 목포시 삼각로 43번길 4||||||||쉐보레부품대리점 한국지엠목포부품대리점|(상동)|||160409
쉐보레부품대리점|지엠쉐보레밀양부품|128.736404|35.471063|쉐보레부품대리점|055-355-0633|경남 밀양시 부북면 사포산단2길 37||||||||쉐보레부품대리점 지엠쉐보레밀양부품||||160409
쉐보레부품대리점|GM세종부품센터|127.29216470000006|36.5783332|쉐보레부품대리점|044-862-7797||세종 연서면 세종로 2141|||||||쉐보레부품대리점 GM세종부품센터||||160409
쉐보레부품대리점|동양상사|128.64139449999993|34.8941291|쉐보레부품대리점|055-635-2535|경남 거제시 수양로 454-17||||||||쉐보레부품대리점 동양상사|(수월동)|||160409
쉐보레부품대리점|국제상사|128.68929179999998|34.8958348|쉐보레부품대리점|055-688-1178|경남 거제시 옥포중앙로 32||||||||쉐보레부품대리점 국제상사|(옥포동)|||160409
쉐보레부품대리점|남일부속|127.92213579999998|35.683064|쉐보레부품대리점|055-944-5671|경남 거창군 거창읍 거함대로5길 73||||||||쉐보레부품대리점 남일부속||||160409
쉐보레부품대리점|한일상사|129.15523529999996|35.3817877|쉐보레부품대리점|055-365-4925|경남 양산시 웅상대로 922||||||||쉐보레부품대리점 한일상사|(평산동)|||160409
쉐보레부품대리점|지엠상사|128.59874089999994|35.2161292|쉐보레부품대리점|055-292-0127|경남 창원시 마산회원구 봉암공단5길 25||||||||쉐보레부품대리점 지엠상사|(봉암동)|||160409
쉐보레부품대리점|GM영천하양부품|128.85137510000004|35.9250237|쉐보레부품대리점|053-854-2272|경북 경산시 와촌면 하양로 436||||||||쉐보레부품대리점 GM영천하양부품||||160409
쉐보레부품대리점|대경상사|129.20874890000005|35.839507|쉐보레부품대리점|054-771-0400|경북 경주시 태종로 735||||||||쉐보레부품대리점 대경상사||||160409
쉐보레부품대리점|한국상회|128.12324709999996|35.183819|쉐보레부품대리점|055-752-3002|경남 진주시 도동로 154||||||||쉐보레부품대리점 한국상회|(상대동)|||160409
쉐보레부품대리점|동부상사|128.70988190000003|35.13648999999999|쉐보레부품대리점|055-542-7448|경남 창원시 진해구 천자로413번길 15||||||||쉐보레부품대리점 동부상사|(풍호동)|||160409
쉐보레부품대리점|입석|128.63819620000004|35.2279985|쉐보레부품대리점|055-273-3388|경남 창원시 차상로8번길 33||||||||쉐보레부품대리점 입석|(팔용동)|||160409
쉐보레부품대리점|GM쉐보레경주부품|129.2220585|35.8624716|쉐보레부품대리점|054-742-9955|경북 경주시 양정로 343||||||||쉐보레부품대리점 GM쉐보레경주부품|(용강동)|||160409
쉐보레부품대리점|대윤상사|128.35080029999995|36.1236851|쉐보레부품대리점|054-451-2773|경북 구미시 산업로 280-1||||||||쉐보레부품대리점 대윤상사|(원평동)|||160409
쉐보레부품대리점|로얄상사|128.70872110000005|36.548571|쉐보레부품대리점|054-852-4567|경북 안동시 강남로 62||||||||쉐보레부품대리점 로얄상사|1층 101호 (수상동)|||160409
쉐보레부품대리점|한국지엠영덕부품|129.3726186|36.4066682|쉐보레부품대리점|054-733-8201|경북 영덕군 영덕읍 우곡길 30||||||||쉐보레부품대리점 한국지엠영덕부품||||160409
쉐보레부품대리점|쉐보레동우상사|129.40028529999995|37.0032716|쉐보레부품대리점|054-782-5400|경북 울진군 울진북로 631||||||||쉐보레부품대리점 쉐보레동우상사||||160409
쉐보레부품대리점|화신상사|126.7156698|35.0356872|쉐보레부품대리점|061-337-8255|전남 나주시 영산로 5366||||||||쉐보레부품대리점 화신상사|(과원동)|||160409
쉐보레부품대리점|세진상사|126.88133489999996|35.1085504|쉐보레부품대리점|062-674-1919|광주 남구 송암로24번길 20||||||||쉐보레부품대리점 세진상사|(송하동)|||160409
쉐보레부품대리점|광주쉐보레대명상사|126.90166440000007|35.1627999|쉐보레부품대리점|062-521-9939|광주 북구 경양로87번길 3||||||||쉐보레부품대리점 광주쉐보레대명상사|(신안동)|||160409
쉐보레부품대리점|정신상회|128.55679710000004|35.8902715|쉐보레부품대리점|053-353-2706|대구 서구 팔달로 62||||||||쉐보레부품대리점 정신상회|(비산동)|||160409
쉐보레부품대리점|국민상사|128.61321450000003|35.262245|쉐보레부품대리점|055-265-8804|경남 창원시 의창구 의창대로139번길 2||||||||쉐보레부품대리점 국민상사|(동정동)|||160409
쉐보레부품대리점|쉐보레논산부품|127.07370409999999|36.188425|쉐보레부품대리점|041-733-3329|충남 논산시 계백로 786||||||||쉐보레부품대리점 쉐보레논산부품|(등화동)|||160409
쉐보레부품대리점|GM동대전부품|127.41341820000002|36.3912545|쉐보레부품대리점|042-673-5757|대전 대덕구 갑천도시고속도로 1079||||||||쉐보레부품대리점 GM동대전부품|(신대동)|||160409
쉐보레부품대리점|경일상사|129.06563789999996|35.159827|쉐보레부품대리점|051-808-9843|부산 부산진구 전포대로 260||||||||쉐보레부품대리점 경일상사|(전포동)|||160409
쉐보레부품대리점|대일상사|127.43400799999995|36.3200124|쉐보레부품대리점|042-271-7979|대전 중구 충무로 158||||||||쉐보레부품대리점 대일상사|(문창동)|||160409
쉐보레부품대리점|재영상사|129.0652007|35.1591006|쉐보레부품대리점|051-805-7602|부산 진구 전포대로 249-1||||||||쉐보레부품대리점 재영상사|(전포동)|||160409
쉐보레부품대리점|보원상사|128.91659170000003|37.7685778|쉐보레부품대리점|033-653-0921|강원 강릉시 경강로2334번길 3||||||||쉐보레부품대리점 보원상사|(포남동)|||160409
쉐보레부품대리점|태광상사|128.97905579999997|35.0846869|쉐보레부품대리점|051-264-1600|부산 사하구 을숙도대로 670||||||||쉐보레부품대리점 태광상사|(장림동)|||160409
쉐보레부품대리점|삼익상사|129.07990040000004|35.1908703|쉐보레부품대리점|051-868-1797|부산 연제구 중앙대로 1159||||||||쉐보레부품대리점 삼익상사|남일아파트 상가 (연산동)|||160409
쉐보레부품대리점|GM부품청주상사|127.4771998|36.654622|쉐보레부품대리점|043-222-1500|충북 청주시 상당구 교서로222번길 2||||||||쉐보레부품대리점 GM부품청주상사|(우암동)|||160409
쉐보레부품대리점|신흥상사|128.9746364|37.1793638|쉐보레부품대리점|033-553-8386|강원 태백시 외솔배기길 62||||||||쉐보레부품대리점 신흥상사|(화전동)|||160409
쉐보레부품대리점|쉐보레일산점|126.74837909999997|37.6708909|쉐보레부품대리점|031-915-4271|경기 고양시 일산서구 호수로856번길 8-3||||||||쉐보레부품대리점 쉐보레일산점|1층 상가 (대화동)|||160409
쉐보레부품대리점|원당센타|126.83500759999992|37.660085|쉐보레부품대리점|031-966-7474|경기 고양시 덕양구 마상로114번길 18-4||||||||쉐보레부품대리점 원당센타|103,104호 (주교동)|||160409
쉐보레부품대리점|하나상사|126.85227359999999|37.4802079|쉐보레부품대리점|02-2681-1508|경기 광명시 오리로 1000-1||||||||쉐보레부품대리점 하나상사|(광명동)|||160409
쉐보레부품대리점|마석센타|127.30045940000002|37.6699885|쉐보레부품대리점|031-594-7657|경기 남양주시 화도읍 묵현로 200||||||||쉐보레부품대리점 마석센타||||160409
쉐보레부품대리점|거성상사|126.7808612|37.51792349999999|쉐보레부품대리점|032-678-8866|경기 부천시 오정구 수도로 139번길 17||||||||쉐보레부품대리점 거성상사|(내동)|||160409
쉐보레부품대리점|쉐보레분당센타|127.11116199999992|37.3698002|쉐보레부품대리점|031-714-8200|경기 성남시 분당구 황새울로108번길 9-1||||||||쉐보레부품대리점 쉐보레분당센타|(정자동)|||160409
쉐보레부품대리점|형제상사|128.61922549999997|35.8395427|쉐보레부품대리점|053-766-4680|대구 수성구 청수로20길 13||||||||쉐보레부품대리점 형제상사|(두산동)|||160409
쉐보레부품대리점|나이스상사|126.97245840000005|37.2741097|쉐보레부품대리점|031-294-3434|경기 수원시 권선구 탑동로57번길 20-7||||||||쉐보레부품대리점 나이스상사|(탑동)|||160409
쉐보레부품대리점|메인상사|127.28919339999993|37.0218276|쉐보레부품대리점|031-675-1441|경기 안성시 보개원삼로 212||||||||쉐보레부품대리점 메인상사||||160409
쉐보레부품대리점|정품상사|126.9499055|37.4068505|쉐보레부품대리점|031-388-9321|경기 안양시 동안구 평촌대로 405||||||||쉐보레부품대리점 정품상사|(비산동)|||160409
쉐보레부품대리점|휘문센타|127.05586300000004|37.5030659|쉐보레부품대리점|02-569-4801|서울 강남구 삼성로 75길 28||||||||쉐보레부품대리점 휘문센타|(대치동)|||160409
쉐보레부품대리점|대성상사|127.50877660000003|34.9409827|쉐보레부품대리점|061-744-2547|전남 순천시 팔마로 208||||||||쉐보레부품대리점 대성상사|(풍덕동)|||160409
쉐보레부품대리점|연안상사|129.07976639325761|35.19096815665734|쉐보레부품대리점|051-852-9618|부산 연제구 중앙대로 1159||||||||쉐보레부품대리점 연안상사|A상가동 109호 (연산동)|||160409
쉐보레부품대리점|대운상사|127.0924205|35.8496496|쉐보레부품대리점|063-212-4153|전북 전주시 덕진구 신행로 49-2||||||||쉐보레부품대리점 대운상사|(팔복동3가)|||160409
쉐보레부품대리점|지엠부품상사|126.54689929999995|33.5026738|쉐보레부품대리점|064-753-5323|제주 제주시 연삼로 545||||||||쉐보레부품대리점 지엠부품상사|(일도이동)|||160409
쉐보레부품대리점|노원자동차부품|127.07199200000002|37.6244148|쉐보레부품대리점|02-971-7100|서울 노원구 동일로173가길 38||||||||쉐보레부품대리점 노원자동차부품|(공릉동)|||160409
쉐보레부품대리점|성신상사|127.33412429999998|36.3641561|쉐보레부품대리점|042-823-6353|대전 유성구 장대로80번길 61||||||||쉐보레부품대리점 성신상사|102호 (장대동)|||160409
쉐보레부품대리점|만능상사|127.07325850000006|37.6084333|쉐보레부품대리점|02-975-8501|서울 중랑구 중랑천로 266||||||||쉐보레부품대리점 만능상사|(묵동)|||160409
쉐보레부품대리점|상운상사|128.64812010000003|35.240917|쉐보레부품대리점|055-238-9491|경남 창원시 의창구 창이대로 95번길 15||||||||쉐보레부품대리점 상운상사|(명서동)|||160409
쉐보레부품대리점|동보모터스|126.65709949999996|36.60092180000001|쉐보레부품대리점|041-632-2444|충남 홍성군 홍성읍 조양로 65번길 57-11||||||||쉐보레부품대리점 동보모터스||||160409
쉐보레부품대리점|강서상사|126.86733670000001|37.5522091|쉐보레부품대리점|02-3664-4600|서울 강서구 공항대로59다길 73||||||||쉐보레부품대리점 강서상사|(염창동)|||160409
쉐보레부품대리점|한양상사|127.20084859999997|37.6721741|쉐보레부품대리점|031-571-6507|경기 남양주시 진건읍 진건오남로390번길 5||||||||쉐보레부품대리점 한양상사||||160409
