##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@교촌치킨
교촌치킨|별내1호점|||교촌치킨|031-527-1998|경기 남양주시 별내면 별내5로 5번길 47|경기 남양주시 별내동 1078-3|||||||교촌치킨 별내1호점||||80607
교촌치킨|별내2호점|||교촌치킨|031-572-1991|경기 남양주시 덕송2로6번길 16-48|경기 남양주시 별내동 846-7|||||||교촌치킨 별내2호점||||80607
교촌치킨|오남점|||교촌치킨|031-574-9981|경기 남양주시 오남읍 진건오남로 647|경기 남양주시 오남읍 오남리 205-19|||||||교촌치킨 오남점||||80607
교촌치킨|진건점|||교촌치킨|031-528-9994|경기 남양주시 진건읍 사릉로 390|경기 남양주시 진건읍 사능리 353-4|||||||교촌치킨 진건점||||80607
교촌치킨|진접장현리점|||교촌치킨|031-571-2772|경기 남양주시 진접읍 봉현로 14|경기 남양주시 진접읍 장현리 672-1|||||||교촌치킨 진접장현리점||||80607
교촌치킨|진접지구점|||교촌치킨|031-527-0401|경기 남양주시 진접읍 해밀예당2로 119|경기 남양주시 진접읍 금곡리 1041-1|||||||교촌치킨 진접지구점||||80607
교촌치킨|창현점|||교촌치킨|031-559-9911|경기 남양주시 화도읍 창현로 19|경기 남양주시 화도읍 창현리 462-3|||||||교촌치킨 창현점||||80607
교촌치킨|퇴계원점|||교촌치킨|031-573-9952|경기 남양주시 퇴계원면 퇴계원로 33|경기 남양주시 퇴계원면 퇴계원리 290-14|||||||교촌치킨 퇴계원점||||80607
교촌치킨|평내점|||교촌치킨|031-593-9929|경기 남양주시 경춘로 1298|경기 남양주시 평내동 203-2|||||||교촌치킨 평내점|혜림빌딩|||80607
교촌치킨|호평점|||교촌치킨|031-511-7892|경기 남양주시 호평로 64-1|경기 남양주시 호평동 650-1|||||||교촌치킨 호평점||||80607
교촌치킨|송내(동두천)|||교촌치킨|031-863-7797|경기 동두천시 중앙로 134-12|경기 동두천시 지행동 694|||||||교촌치킨 송내(동두천)|예일복합타워 114호;예일 복합타워 114호|||80607
교촌치킨|괴안점|||교촌치킨|032-344-9291|경기 부천시 소사구 범안로 2|경기 부천시 소사구 괴안동 39-2|||||||교촌치킨 괴안점||||80607
교촌치킨|소사범박점|||교촌치킨|032-346-3333|경기 부천시 소사구 소사로 222|경기 부천시 소사구 소사본동 139-9|||||||교촌치킨 소사범박점||||80607
교촌치킨|송내(부천)|||교촌치킨|032-655-9992|경기 부천시 소사구 경인로 67|경기 부천시 소사구 송내1동 366-13|||||||교촌치킨 송내(부천)||||80607
교촌치킨|심곡1호점|||교촌치킨|032-611-9239,611-9278|경기 부천시 소사구 성주로 257-1|경기 부천시 소사구 심곡본동 678-17|||||||교촌치킨 심곡1호점||||80607
교촌치킨|고강1호점|||교촌치킨|032-675-8228,675-8220|경기 부천시 오정구 원종로 111|경기 부천시 오정구 고강1동 305-4|||||||교촌치킨 고강1호점||||80607
교촌치킨|원종도당점|||교촌치킨|032-675-9492~3|경기 부천시 오정구 소사로 740|경기 부천시 오정구 원종1동 281-15|||||||교촌치킨 원종도당점||||80607
교촌치킨|복사골점|||교촌치킨|032-264-4343|경기 부천시 원미구 중동로 169|경기 부천시 원미구 중동 716-4|||||||교촌치킨 복사골점||||80607
교촌치킨|상동1호점|||교촌치킨|032-224-9292|경기 부천시 원미구 소향로 25|경기 부천시 원미구 상2동 546-6|||||||교촌치킨 상동1호점|110호;110호|||80607
교촌치킨|상동역점|||교촌치킨|032-328-1771|경기 부천시 원미구 도약로 25|경기 부천시 원미구 상동 523-3|||||||교촌치킨 상동역점|대동프라자 1층 107호;대동프라자 1층 107호|||80607
교촌치킨|송내로데오점|||교촌치킨|032-324-3020|경기 부천시 원미구 상일로 86|경기 부천시 원미구 상동 400-2|||||||교촌치킨 송내로데오점||||80607
교촌치킨|신중동점|||교촌치킨|032-327-9959|경기 부천시 원미구 중동로 262번길 40|경기 부천시 원미구 중동 1141-1|||||||교촌치킨 신중동점||||80607
교촌치킨|역곡2동점|||교촌치킨|032-344-9220|경기 부천시 원미구 부일로 696|경기 부천시 원미구 역곡동 48-5|||||||교촌치킨 역곡2동점||||80607
교촌치킨|중동2호점|||교촌치킨|032-328-1600|경기 부천시 원미구 길주로 199|경기 부천시 원미구 중4동 1033-3|||||||교촌치킨 중동2호점||||80607
교촌치킨|중동꿈마을점|||교촌치킨|032-611-0920|경기 부천시 원미구 부흥로 373번길 78|경기 부천시 원미구 심곡동 93-1|||||||교촌치킨 중동꿈마을점|114,115호|||80607
교촌치킨|동판교점|||교촌치킨|031-8061-0771|경기 성남시 분당구 판교역로 192번길 12|경기 성남시 분당구 삼평동 664|||||||교촌치킨 동판교점||||80607
교촌치킨|무지개마을점|||교촌치킨|031-713-9971|경기 성남시 분당구 미금로 22번길 8|경기 성남시 분당구 구미동 212-2|||||||교촌치킨 무지개마을점||||80607
교촌치킨|미금점|||교촌치킨|031-717-8884|경기 성남시 분당구 미금일로 74번길 20|경기 성남시 분당구 구미동 47-1|||||||교촌치킨 미금점||||80607
교촌치킨|서판교점|||교촌치킨|031-702-1990|경기 성남시 분당구 운중로 243번길 14|경기 성남시 분당구 판교동 612-3|||||||교촌치킨 서판교점||||80607
교촌치킨|서현점|||교촌치킨|031-702-5757|경기 성남시 분당구 중앙공원로 39번길 7|경기 성남시 분당구 서현동 89-7|||||||교촌치킨 서현점|1층 121호;삼성한신근린상가|||80607
교촌치킨|수내1호점|||교촌치킨|031-712-1991|경기 성남시 분당구 내정로 165번길 38|경기 성남시 분당구 수내동 32|||||||교촌치킨 수내1호점|(양지마을청구아파트);양지마을청구아파트|||80607
교촌치킨|아름마을점|||교촌치킨|031-701-9972|경기 성남시 분당구 판교로 445|경기 성남시 분당구 야탑동 533-8|||||||교촌치킨 아름마을점|미라보상가 1층 7호;미라보상가 1층 7호|||80607
교촌치킨|야탑1호점|||교촌치킨|031-709-9960|경기 성남시 분당구 벌말로 40번길 3|경기 성남시 분당구 야탑동 272-4|||||||교촌치킨 야탑1호점||||80607
교촌치킨|정자점|||교촌치킨|031-718-5436|경기 성남시 분당구 성남대로 349|경기 성남시 분당구 정자동 17-5|||||||교촌치킨 정자점|시그마타워|||80607
교촌치킨|효자(분당)|||교촌치킨|031-702-0203|경기 성남시 분당구 돌마로 478|경기 성남시 분당구 서현동 298-3|||||||교촌치킨 효자(분당)|효자촌프라자 119호;효자촌프라자 119호|||80607
교촌치킨|수진1호점|||교촌치킨|031-752-9999|경기 성남시 수정구 제일로 148|경기 성남시 수정구 수진동 88|||||||교촌치킨 수진1호점|102호;102호|||80607
교촌치킨|신흥1호점|||교촌치킨|031-745-5898|경기 성남시 수정구 수정로 273|경기 성남시 수정구 신흥동 34|||||||교촌치킨 신흥1호점||||80607
교촌치킨|태평1동점|||교촌치킨|031-757-8787|경기 성남시 수정구 성남대로 1233|경기 성남시 수정구 태평동 6974-1|||||||교촌치킨 태평1동점||||80607
교촌치킨|금광1호점|||교촌치킨|031-732-9997|경기 성남시 중원구 자혜로 82-1|경기 성남시 중원구 금광동 2706|||||||교촌치킨 금광1호점||||80607
교촌치킨|상대원1호점|||교촌치킨|031-744-2004|경기 성남시 중원구 희망로 321|경기 성남시 중원구 상대원동 5027|||||||교촌치킨 상대원1호점||||80607
교촌치킨|은행1호(성남)|||교촌치킨|031-745-5494|경기 성남시 중원구 산성대로 572|경기 성남시 중원구 은행동 663-3|||||||교촌치킨 은행1호(성남)||||80607
교촌치킨|고색점|||교촌치킨|031-292-0050|경기 수원시 권선구 매송고색로 737|경기 수원시 권선구 고색동 31-4|||||||교촌치킨 고색점||||80607
교촌치킨|곡반정점|||교촌치킨|031-236-4991|경기 수원시 권선구 동수원로 58번길 18|경기 수원시 권선구 곡반정동 584-4|||||||교촌치킨 곡반정점||||80607
교촌치킨|권선1호점|||교촌치킨|031-232-0292|경기 수원시 권선구 권광로 54|경기 수원시 권선구 권선동 1260-5|||||||교촌치킨 권선1호점||||80607
교촌치킨|금곡1호점|||교촌치킨|031-295-2339|경기 수원시 권선구 금곡로118번길 10|경기 수원시 권선구 금곡동 1088-1|||||||교촌치킨 금곡1호점|114호,115호|||80607
교촌치킨|매교점|||교촌치킨|031-238-3690|경기 수원시 권선구 효원로 94번길 9|경기 수원시 권선구 세류동 97-5|||||||교촌치킨 매교점||||80607
교촌치킨|탑동(수원)|||교촌치킨|031-291-0128|경기 수원시 권선구 탑동로 56|경기 수원시 권선구 탑동 766-2|||||||교촌치킨 탑동(수원)||||80607
교촌치킨|호매실점|||교촌치킨|031-292-9252|경기 수원시 권선구 금호로 73-5|경기 수원시 권선구 금곡동 1137-3|||||||교촌치킨 호매실점|1층|||80607
교촌치킨|광교1호점|||교촌치킨|031-212-1998|경기 수원시 영통구 센트럴타운로 85|경기 수원시 영통구 이의동 1332|||||||교촌치킨 광교1호점|CB 4~5호|||80607
교촌치킨|매탄1호점|||교촌치킨|031-222-3120|경기 수원시 영통구 매탄로 45|경기 수원시 영통구 매탄동 1170-4|||||||교촌치킨 매탄1호점|(매탄동 1층)|||80607
교촌치킨|매탄2호점|||교촌치킨|031-211-2616|경기 수원시 영통구 매영로 53|경기 수원시 영통구 매탄2동 199-69|||||||교촌치킨 매탄2호점|(매탄동)|||80607
교촌치킨|매탄3호점|||교촌치킨|031-216-5425|경기 수원시 영통구 매탄로 184|경기 수원시 영통구 매탄4동 208-21|||||||교촌치킨 매탄3호점||||80607
교촌치킨|신영통1호점|||교촌치킨|031-273-7333|경기 수원시 영통구 영통로 161|경기 수원시 영통구 망포동 369-3|||||||교촌치킨 신영통1호점||||80607
교촌치킨|영통1호점|||교촌치킨|031-203-0960|경기 수원시 영통구 영통동 반달로 38|경기 수원시 영통구 영통동 1005-1|||||||교촌치킨 영통1호점||||80607
교촌치킨|영통2호점|||교촌치킨|031-205-9245|경기 수원시 영통구 봉영로 1767|경기 수원시 영통구 영통동 945-4|||||||교촌치킨 영통2호점|한솔프라자 109호;한솔프라자 109호|||80607
교촌치킨|연무1호점|||교촌치킨|031-253-9244|경기 수원시 장안구 월드컵로 420-2|경기 수원시 장안구 연무동 249-13|||||||교촌치킨 연무1호점||||80607
교촌치킨|율전1호점|||교촌치킨|031-292-9898|경기 수원시 장안구 율전로 107|경기 수원시 장안구 율전동 305-6|||||||교촌치킨 율전1호점||||80607
교촌치킨|정자1호점|||교촌치킨|031-245-4599|경기 수원시 장안구 장안로 111|경기 수원시 장안구 정자동 41-2|||||||교촌치킨 정자1호점||||80607
교촌치킨|정자2호점|||교촌치킨|031-251-2332|경기 수원시 장안구 정자로 28|경기 수원시 장안구 천천동 502-6|||||||교촌치킨 정자2호점|(천천동),1층;1층|||80607
교촌치킨|조원1호점|||교촌치킨|031-248-5425|경기 수원시 장안구 조원로 100-1|경기 수원시 장안구 조원동 729-12|||||||교촌치킨 조원1호점||||80607
교촌치킨|파장점|||교촌치킨|031-245-9252|경기 수원시 장안구 경수대로 998|경기 수원시 장안구 송죽동 216-1|||||||교촌치킨 파장점||||80607
교촌치킨|아주대점|||교촌치킨|031-212-0404|경기 수원시 팔달구 중부대로239번길 5|경기 수원시 팔달구 우만동 85-3|||||||교촌치킨 아주대점|(우만동,우만동R타워);우만동R타워|||80607
교촌치킨|우만1호점|||교촌치킨|031-242-9985|경기 수원시 팔달구 월드컵로 371|경기 수원시 팔달구 우만1동 466-4|||||||교촌치킨 우만1호점||||80607
교촌치킨|화서1호점|||교촌치킨|031-292-5225~6||경기 수원시 팔달구 화서동 703|||||||교촌치킨 화서1호점|106호 (경기 수원시 팔달구 수성로 101번길 20,꽃뫼양지마을 (대우아파트) 상가 105,106호;꽃뫼양지마을|||80607
교촌치킨|화서2호점|||교촌치킨|031-257-9959|경기 수원시 팔달구 화양로 25|경기 수원시 팔달구 화서동 185-3|||||||교촌치킨 화서2호점|(화서동)|||80607
교촌치킨|거모점|||교촌치킨|031-491-9202|경기 시흥시 군자로 507|경기 시흥시 거모동 1757-1|||||||교촌치킨 거모점||||80607
교촌치킨|능곡점|||교촌치킨|031-318-1991|경기 시흥시 승지로 69|경기 시흥시 능곡동 545|||||||교촌치킨 능곡점||||80607
교촌치킨|목감신도시1호점|||교촌치킨|031-486-1991|경기 시흥시 남왕길 48|경기 시흥시 목감동 410-2|||||||교촌치킨 목감신도시1호점||||80607
교촌치킨|배곧신도시1호점|||교촌치킨|031-433-1992|경기 시흥시 배곧4로 18|경기 시흥시 정왕동 2475|||||||교촌치킨 배곧신도시1호점|에이플러스 115,116호;에이플러스 115,116호|||80607
교촌치킨|신천1호(시흥)|||교촌치킨|031-316-9797|경기 시흥시 대골안길 92|경기 시흥시 신천동 707-50|||||||교촌치킨 신천1호(시흥)||||80607
교촌치킨|은행1호(시흥)|||교촌치킨|031-404-9945|경기 시흥시 은행로 166|경기 시흥시 대야동 580-4|||||||교촌치킨 은행1호(시흥)||||80607
교촌치킨|장곡점|||교촌치킨|031-404-5220|경기도 시흥시 장곡로 19|경기 시흥시 장곡동 823-5|||||||교촌치킨 장곡점|동서빌딩;동서빌딩|||80607
교촌치킨|정왕1호점|||교촌치킨|031-432-5001|경기 시흥시 봉우재로 16|경기 시흥시 정왕동 1593-2|||||||교촌치킨 정왕1호점||||80607
교촌치킨|정왕2호점|||교촌치킨|031-432-5844|경기 시흥시 옥구상가2길 12|경기 시흥시 정왕동 1859-3|||||||교촌치킨 정왕2호점||||80607
교촌치킨|정왕3호점|||교촌치킨|031-488-9677|경기 시흥시 정왕대로 174|경기 시흥시 정왕동 1726-1|||||||교촌치킨 정왕3호점|광개토빌딩 104호;광개토빌딩 104호|||80607
교촌치킨|고잔1호점|||교촌치킨|031-402-9959|경기 안산시 단원구 민속공원로 90|경기 안산시 단원구 고잔동 756-1|||||||교촌치킨 고잔1호점||||80607
교촌치킨|고잔2호점|||교촌치킨|031-482-4241|경기 안산시 단원구 삼일로 455-1|경기 안산시 단원구 와동 685-6|||||||교촌치킨 고잔2호점||||80607
교촌치킨|선부1호점|||교촌치킨|031-414-0277~8|경기 안산시 단원구 석수로 31-1|경기 안산시 단원구 선부동 1064-5|||||||교촌치킨 선부1호점||||80607
교촌치킨|원곡1호점|||교촌치킨|031-494-9515~6|경기 안산시 단원구 원곡로 58|경기 안산시 단원구 원곡동 754-6|||||||교촌치킨 원곡1호점||||80607
교촌치킨|중앙(안산)|||교촌치킨|031-405-1991|경기 안산시 단원구 고잔1길 66|경기 안산시 단원구 고잔동 540-7|||||||교촌치킨 중앙(안산)|1층|||80607
교촌치킨|반월점|||교촌치킨|031-418-1000|경기 안산시 상록구 건건3길 5|경기 안산시 상록구 건건동 650-1|||||||교촌치킨 반월점||||80607
교촌치킨|본오1호점|||교촌치킨|031-419-4991|경기 안산시 상록구 샘골로 157|경기 안산시 상록구 본오동 879-10|||||||교촌치킨 본오1호점||||80607
교촌치킨|부곡(안산)|||교촌치킨|031-501-9924~5|경기 안산시 상록구 부곡로 107|경기 안산시 상록구 부곡동 670-2|||||||교촌치킨 부곡(안산)||||80607
교촌치킨|사동1호점|||교촌치킨|031-438-9200|경기 안산시 상록구 용신로 262|경기 안산시 상록구 사동 1201|||||||교촌치킨 사동1호점|101호|||80607
교촌치킨|사동2호점|||교촌치킨|031-502-9935~6|경기 안산시 상록구 항가울로 54-1|경기 안산시 상록구 사동 1376-7|||||||교촌치킨 사동2호점|102/103호|||80607
교촌치킨|월피점|||교촌치킨|031-413-9988|경기 안산시 상록구 충장로 584|경기 안산시 상록구 월피동 442-26|||||||교촌치킨 월피점|1층;1층|||80607
교촌치킨|일동점|||교촌치킨|031-501-9953~4|경기 안산시 상록구 구룡로 19-1|경기 안산시 상록구 일동 89-3|||||||교촌치킨 일동점||||80607
교촌치킨|공도1호점|||교촌치킨|031-655-8295|경기 안성시 공도읍 공도로 68|경기 안성시 공도읍 만정리 417-98|||||||교촌치킨 공도1호점||||80607
교촌치킨|안성1호점|||교촌치킨|031-674-4565|경기 안성시 안성맞춤대로 1092|경기 안성시 연지동 94|||||||교촌치킨 안성1호점||||80607
교촌치킨|안성2호점|||교촌치킨|031-675-8886|경기 안성시 장기로 68-1|경기 안성시 인지동 397-1|||||||교촌치킨 안성2호점||||80607
교촌치킨|진사리점|||교촌치킨|031-653-8882|경기 안성시 공도읍 진건중길 39|경기 안성시 공도읍 진사리 348|||||||교촌치킨 진사리점|서지프라자 106호;서지프라자 106호|||80607
교촌치킨|관양점|||교촌치킨|031-422-2829|경기 안양시 동안구 관악대로 419-1|경기 안양시 동안구 관양동 1437-20|||||||교촌치킨 관양점|1층;1층|||80607
교촌치킨|비산1호점|||교촌치킨|031-388-9987|경기 안양시 동안구 경수대로 899|경기 안양시 동안구 비산동 566-7|||||||교촌치킨 비산1호점||||80607
교촌치킨|평촌1호점|||교촌치킨|031-381-5585|경기 안양시 동안구 평촌대로 122|경기 안양시 동안구 평촌동 922-2|||||||교촌치킨 평촌1호점||||80607
교촌치킨|평촌3호점|||교촌치킨|031-382-0555|경기 안양시 동안구 관악대로 272|경기 안양시 동안구 비산동 1059|||||||교촌치킨 평촌3호점|1층 A동 103호;층 A동 103호|||80607
교촌치킨|호계1호(안양)|||교촌치킨|031-455-9989|경기 안양시 동안구 귀인로 104|경기 안양시 동안구 호계2동 927-2|||||||교촌치킨 호계1호(안양)||||80607
교촌치킨|박달사거리점|||교촌치킨|031-464-1991|경기 안양시 만안구 박달로 508|경기 안양시 만안구 박달동 85-15|||||||교촌치킨 박달사거리점||||80607
교촌치킨|석수1호점|||교촌치킨|031-473-9922|경기 안양시 만안구 경수대로 1207|경기 안양시 만안구 석수1동 177-6|||||||교촌치킨 석수1호점||||80607
교촌치킨|안양1번가점|||교촌치킨|031-444-1991|경기 안양시 만안구 장내로 143번길 34|경기 안양시 만안구 안양동 674-241|||||||교촌치킨 안양1번가점||||80607
교촌치킨|안양1호점|||교촌치킨|031-444-9242~3|경기 안양시 만안구 병목안로 87|경기 안양시 만안구 안양동 765-8|||||||교촌치킨 안양1호점||||80607
교촌치킨|안양2호점|||교촌치킨|031-443-0064~5|경기 안양시 만안구 냉천로 126|경기 안양시 만안구 안양 5동 448-22|||||||교촌치킨 안양2호점|진명빌딩 103호;진명빌딩 103호|||80607
교촌치킨|고읍1호점|||교촌치킨|031-845-1212|경기 양주시 고읍남로 23|경기 양주시 광사동 657|||||||교촌치킨 고읍1호점|103호|||80607
교촌치킨|덕정1호점|||교촌치킨|031-858-7447|경기 양주시 고암길 358|경기 양주시 덕정동 240-27|||||||교촌치킨 덕정1호점||||80607
교촌치킨|백석(양주)|||교촌치킨|031-829-9282|경기 양주시 백석읍 호명로 38|경기 양주시 백석읍 복지리 168-3|||||||교촌치킨 백석(양주)||||80607
교촌치킨|옥정점|||교촌치킨|031-866-1991|경기 양주시 옥정동로7다길 62|경기 양주시 옥정동 966-1|||||||교촌치킨 옥정점|101호,201호;(101호,102호)|||80607
교촌치킨|양평점|||교촌치킨|031-775-1481|경기 양평군 양평읍 시민로 44|경기 양평군 양평읍 양근리 183-4|||||||교촌치킨 양평점||||80607
교촌치킨|여주1호점|||교촌치킨|031-885-1655~6|경기도 여주시 우암로 38|경기 여주군 하동 405-4|||||||교촌치킨 여주1호점||||80607
교촌치킨|전곡점|||교촌치킨|031-833-1991|경기 연천군 전곡읍 온골로 43번길 3|경기 연천군 전곡읍 전곡리 302-11|||||||교촌치킨 전곡점||||80607
교촌치킨|세마1호점|||교촌치킨|031-372-1994|경기 오산시 수청로 62|경기 오산시 내삼미동 856-8|||||||교촌치킨 세마1호점||||80607
교촌치킨|운암2호점|||교촌치킨|031-378-9229|경기 오산시 운암로 117|경기 오산시 오산동 919-3|||||||교촌치킨 운암2호점|102호;102호|||80607
교촌치킨|원동점|||교촌치킨|031-378-2277~8|경기 오산시 오산로 199|경기 오산시 오산동 881-7|||||||교촌치킨 원동점|동양프라자 101호,102호|||80607
교촌치킨|구갈2지구점|||교촌치킨|031-281-9282|경기 용인시 기흥구 구갈로 92|경기 용인시 기흥구 구갈리 345-3|||||||교촌치킨 구갈2지구점||||80607
교촌치킨|구성1호점|||교촌치킨|031-283-9936|경기 용인시 기흥구 구성로 19|경기 용인시 기흥구 마북동 370-9|||||||교촌치킨 구성1호점||||80607
교촌치킨|동백1호점|||교촌치킨|031-274-0033|경기 용인시 기흥구 평촌1로 1번길 7|경기 용인시 기흥구 동백동 614-5|||||||교촌치킨 동백1호점||||80607
교촌치킨|보라점|||교촌치킨|031-281-1992|경기 용인시 기흥구 한보라2로 14번길 4-16|경기 용인시 기흥구 보라동 581-2|||||||교촌치킨 보라점||||80607
교촌치킨|흥덕점|||교촌치킨|031-215-9253|경기 용인시 기흥구 흥덕1로 52|경기 용인시 기흥구 영덕동 1007-6|||||||교촌치킨 흥덕점||||80607
교촌치킨|상현1호점|||교촌치킨|031-276-1566|경기 용인시 수지구 만현로 20|경기 용인시 수지구 상현동 3-4|||||||교촌치킨 상현1호점||||80607
교촌치킨|상현역점|||교촌치킨|031-213-1996|경기 용인시 수지구 광교호수로360번길 2|경기 용인시 수지구 상현동 1160|||||||교촌치킨 상현역점||||80607
교촌치킨|성복점|||교촌치킨|031-264-1991|경기 용인시 수지구 성복2로 100|경기 용인시 수지구 성복동 162-3|||||||교촌치킨 성복점||||80607
교촌치킨|수지1지구점|||교촌치킨|031-265-5568~9|경기 용인시 수지구 수지로342번길 17|경기 용인시 수지구 풍덕천동 29-10|||||||교촌치킨 수지1지구점|(풍덕천동,에덴프라자)|||80607
교촌치킨|수지2지구점|||교촌치킨|031-261-2335|경기 용인시 수지구 정평로 102|경기 용인시 수지구 풍덕천동 697|||||||교촌치킨 수지2지구점|(풍덕천동)|||80607
교촌치킨|죽전점|||교촌치킨|031-265-6222~1|경기 용인시 수지구 탄천상로 7|경기 용인시 수지구 죽전동 1151|||||||교촌치킨 죽전점|(101호)|||80607
교촌치킨|둔전점|||교촌치킨|031-333-9245|경기 용인시 처인구 포곡읍 포곡로 79|경기 용인시 처인구 포곡읍 둔전리 400-2|||||||교촌치킨 둔전점||||80607
교촌치킨|용인1호점|||교촌치킨|031-339-0725|경기 용인시 처인구 중부대로 1355|경기 용인시 처인구 김량장동 293-24|||||||교촌치킨 용인1호점||||80607
교촌치킨|용인2호점|||교촌치킨|031-335-5478|경기 용인시 처인구 금령로 141|경기 용인시 처인구 마평동 657-14|||||||교촌치킨 용인2호점||||80607
교촌치킨|내손갈뫼점|||교촌치킨|031-426-0394~5|경기 의왕시 계원대학로 28|경기 의왕시 내손1동 755-4|||||||교촌치킨 내손갈뫼점|명성프라자|||80607
교촌치킨|오전고천점|||교촌치킨|031-477-1150~1|경기 의왕시 경수대로 292|경기 의왕시 오전동 276-1|||||||교촌치킨 오전고천점|114호;114호|||80607
교촌치킨|인덕원점|||교촌치킨|031-422-9114|경기 의왕시 포일세거리로 3|경기 의왕시 포일동 662|||||||교촌치킨 인덕원점|파레사타워 102호|||80607
교촌치킨|포일내손점|||교촌치킨|031-462-1991|경기 의왕시 내손순환로 186-1|경기 의왕시 내손동 652-21|||||||교촌치킨 포일내손점||||80607
교촌치킨|금오점|||교촌치킨|031-853-0092|경기 의정부시 부용로 105|경기 의정부시 금오동 473-4|||||||교촌치킨 금오점||||80607
교촌치킨|녹양점|||교촌치킨|031-829-9989|경기 의정부시 서부로 743|경기 의정부시 가능동 92-51|||||||교촌치킨 녹양점||||80607
교촌치킨|민락(의정부)|||교촌치킨|031-872-1991|경기 의정부시 오목로 225번길 89-41|경기 의정부시 민락동 834-3|||||||교촌치킨 민락(의정부)||||80607
교촌치킨|신곡점|||교촌치킨|031-821-7795~6|경기 의정부시 능곡로 26번길 23|경기 의정부시 신곡동 484|||||||교촌치킨 신곡점||||80607
교촌치킨|신곡2호점|||교촌치킨|031-855-9992|경기 의정부시 신곡로 61|경기 의정부시 신곡1동 707-2|||||||교촌치킨 신곡2호점||||80607
교촌치킨|용현1호점|||교촌치킨|031-853-9981~2|경기 의정부시 충의로 37|경기 의정부시 용현동 18-15|||||||교촌치킨 용현1호점||||80607
교촌치킨|의정부역점|||교촌치킨|031-855-1992|경기도 의정부시 의정부동 평화로 512|경기 의정부시 의정부동 140-3|||||||교촌치킨 의정부역점|미래프라자 1층;미래프라자 1층|||80607
교촌치킨|장암점|||교촌치킨|031-840-9290|경기도 의정부시 동일로 468|경기 의정부시 신곡1동 336|||||||교촌치킨 장암점||||80607
교촌치킨|호원1호점|||교촌치킨|031-826-0468|경기 의정부시 평화로 156|경기 의정부시 호원동 466-15|||||||교촌치킨 호원1호점||||80607
교촌치킨|이천1호점|||교촌치킨|031-635-9014|경기 이천시 영창로 247|경기 이천시 창전동 458-17|||||||교촌치킨 이천1호점||||80607
교촌치킨|이천하이닉스점|||교촌치킨|031-637-3392,0305|경기 이천시 부발읍 향교로 84|경기 이천시 부발읍 아미리 1003-2번 |||||||교촌치킨 이천하이닉스점||||80607
교촌치킨|증포점|||교촌치킨|031-637-8292|경기 이천시 이섭대천로 1358|경기 이천시 증포동 153-5|||||||교촌치킨 증포점||||80607
교촌치킨|가람마을점|||교촌치킨|031-946-4472|경기 파주시 가람로 47|경기 파주시 와동동 1557-1|||||||교촌치킨 가람마을점||||80607
교촌치킨|교하신도시점|||교촌치킨|031-945-9285|경기 파주시 순못길 7|경기 파주시 다율동 1001-6|||||||교촌치킨 교하신도시점||||80607
교촌치킨|금촌1호점|||교촌치킨|031-941-4043|경기 파주시 황골로 75|경기 파주시 금촌동 790-10|||||||교촌치킨 금촌1호점|1층;1층|||80607
교촌치킨|금촌로데오점|||교촌치킨|031-946-9222|경기 파주시 금빛로 27|경기 파주시 금촌동 986-2|||||||교촌치킨 금촌로데오점||||80607
교촌치킨|문산점|||교촌치킨|031-953-5848|경기 파주시 문산읍 문향로 30|경기 파주시 문산읍 문산리 17-345|||||||교촌치킨 문산점|1층 5호;1층 5호|||80607
교촌치킨|봉일천점|||교촌치킨|031-944-8279|경기 파주시 조리읍 고봉로 1032|경기 파주시 조리읍 봉일천리 142-3|||||||교촌치킨 봉일천점||||80607
교촌치킨|운정1호점|||교촌치킨|031-944-2228|경기 파주시 와석순환로 135|경기 파주시 동패동 1758|||||||교촌치킨 운정1호점||||80607
교촌치킨|비전1호점|||교촌치킨|031-658-1255|경기 평택시 평택5로 176|경기 평택시 비전동 272-7|||||||교촌치킨 비전1호점||||80607
교촌치킨|비전2호점|||교촌치킨|031-618-3678|경기 평택시 평택2로 117|경기 평택시 비전1동 793-7|||||||교촌치킨 비전2호점||||80607
교촌치킨|세교점|||교촌치킨|031-651-9982|경기 평택시 세교3로 5|경기 평택시 세교동 558|||||||교촌치킨 세교점|우성꿈그린@상가 105,106호;우성꿈그린@상가 105,106호|||80607
교촌치킨|송탄1호점|||교촌치킨|031-667-7771|경기 평택시 서정로 251|경기 평택시 서정동 843-10|||||||교촌치킨 송탄1호점||||80607
교촌치킨|송탄2호점|||교촌치킨|031-668-9949|경기 평택시 지산천로 63|경기 평택시 지산동 995|||||||교촌치킨 송탄2호점||||80607
교촌치킨|안중1호점|||교촌치킨|031-682-1714|경기 평택시 안중읍 안현로서8길 57|경기 평택시 안중읍 현화리 831|||||||교촌치킨 안중1호점||||80607
교촌치킨|팽성1호점|||교촌치킨|031-691-3424|경기 평택시 팽성읍 안정로 73|경기 평택시 팽성읍 안정리 26-49|||||||교촌치킨 팽성1호점||||80607
교촌치킨|포승1호점|||교촌치킨|031-684-5552|경기 평택시 포승읍 여술로 33-1|경기 평택시 도곡리 1142-16|||||||교촌치킨 포승1호점||||80607
