##NAME|TYPE|SUBNAME|TELNUM|NEWADDR|OT|OFFDAY|COST|FEAT|WEBSITE|SOURCE2|XCOORD|YCOORD@@박물관
가회민화박물관|사립||02-741-0466|서울 종로구 북촌로 52|10:00~18:00|매주 월요일, 설ㆍ추석 연휴|소인(19세 미만) : 1,000원(단체 : 1,000원) / 대인(19세 이상) : 2,000원(단체 : 1,000원) / ※단체 30명 이상|아트샵|http://www.gahoemuseum.org|한국박물관협회||
간송박물관|사립||02-406-2524|서울 성북구 성북로 102-11|||||http://kansong.org|한국박물관협회||
강릉커피박물관|사립||033-655-6644|강원 강릉시 왕산면 왕산로 2171-19|09:30~18:30|연중무휴|성인 : 5,000원(단체 : 4,000원) / 경로 : 4,000원(단체 : 3,500원) / 어린이, 청소년 : 4,000원(단체 : 3,500원) / ※단체 20명 이상|아트샵; 카페|http://www.coffeemuseum.kr|한국박물관협회|128.7846215|37.6522741
거제박물관|사립||055-687-6790|경남 거제시 거제대로 3791|09:30~18:00 매주 월요일, 설·추석 당일||성인 : 3,000원(단체 : 2,400원) / 학생, 경로우대, 장애인, 국가유공자 : 2,000원(단체 : 1,600원) / ※단체 20명 이상|아트샵; 카페|http://www.geojemuseum.or.kr|한국박물관협회|128.6861950|34.8940635
건국대학교박물관|대학||02-450-3880|서울 광진구 능동로 120|09:30~17:00|주말, 공휴일|무료||http://museum.konkuk.ac.kr|한국박물관협회|127.0755788|37.5423736
경기여고경운박물관|사립||02-3463-1336|서울 강남구 삼성로 29|10:00~16:00|주말, 공휴일|무료|아트샵; 카페; 강당; 소극장; 하늘공원|http://www.kwmuseum.org|한국박물관협회|127.0660782|37.4878684
경희대학교중앙박물관|대학||02-961-0141|서울 동대문구 경희대로 26|10:00~17:00|매주 토요일, 공휴일, 특별한 사정이 있을 때|무료||http://museum.khu.ac.kr|한국박물관협회|127.0527938|37.5969969
경희대학교혜정박물관|대학||031-201-2011~4|경기 용인시 기흥구 덕영대로 1732 중앙도서관 4층|10:00~16:00|주말, 공휴일|무료|아트샵|http://oldmaps.khu.ac.kr|한국박물관협회|127.0795809|37.2408684
공주기독교박물관|사립||041-853-7007~9|충남 공주시 제민1길 18|화~토요일 : 10:00~17:00 / 일요일 : 13:00~15:00|월요일, 공휴일|성인 및 청소년(중고생) : 2,000원 초등학생 : 1,000원 영·유아 : 무료|휴게실|http://gongjucm.or.kr|한국박물관협회||
관문사성보박물관|사립||02-3460-5300|서울 서초구 바우뫼로 7길 111|10:00~17:00|매주 월요일|무료|초우다실|http://www.gwanmunsa.org|한국박물관협회|127.0222310|37.4737010
교과서박물관|사립||041-861-3141~5|세종 연동면 청연로 492-14|09:30~17:30|매주 월요일|무료|휴게실|http://www.textbookmuseum.com|한국박물관협회|127.3346125|36.5504167
국제성서박물관|사립||032-874-0385|인천 미추홀구 경인로 349번길 16|10:00~17:00 화~토요일|주일, 월요일, 1월 1일, 설날 연휴, 추석 연휴, 성탄절, 그 외 박물관이 지정한 날|성인 4,000원 , 어린이, 65세 이상, 국가유공자 3,000원, 미취학아동 장애인 무료, 단체 20인 이상, 20% 할인|뮤지움 샵; 카페|http://www.biblemuseum.or.kr|한국박물관협회|126.6783993|37.4592463
귀족호도박물관|사립||061-862-9944|전남 장흥군 장흥읍 남부관광로 56-90|10:00~17:00|연중무휴|무료|아트샵|http://www.hodonamu.com|한국박물관협회||
규남박물관|사립||070-4233-9060|전남 화순군 이서면 백아로 3109|10:00~17:00|매주 월~목요일(금, 토, 일요일만 개관)|무료|아트샵; 카페|http://www.gyunammuseum.org|한국박물관협회||
그리스신화박물관|사립||064-773-5800|제주 제주시 한림읍 광산로 942|09:00~18:00 / 7, 8월 09:00~19:00|연중무휴|1개관 : 성인 : 9,000원(단체 : 8,000원) / 청소년, 소인 : 8,000원(단체 : 6,000원) / 경로, 유공자, 장애인 성인 : 7,000원(단체 : 6,000원) / 소인 : 6,000원(단체 : 6,000원)  2개관 : 성인 : 12,000원(단체 : 8,000원) / 청소년, 소인 : 11,000원(단체 : 6,000원) / 경로, 유공자, 장애인 성인 : 7,000원(단체 : 6,000원) / 소인 : 6,000원(단체 : 6,000원) / ※단체 30명 이상|아트샵; 레스토랑; 카페; 미로공원|http://www.greekmythology.co.kr|한국박물관협회|126.3573148|33.3472694
금산사성보박물관|사립||063-548-7844|전북 김제시 금산면 모악15길 1|10:00~16:00|매주 화|무료||http://www.geumsansa.org|한국박물관협회|127.0533852|35.7231867
기생충박물관|사립||02--2601-3284|서울시 강서구 화곡로 333|월~금: 10:00~16:00 토: 10:00~14:00|매주 일요일, 공휴일, 창립기념일(11/7)|무료|시청각실|http://www.parasite.or.kr/|한국박물관협회||
김달진미술자료박물관|사립||02-730-6216|서울 종로구 홍지문 1길 4|주중 : 10:00~17:00 / 토요일 : 10:00~14:00|매주 일요일, 공휴일|무료||http://www.daljinmuseum.com|한국박물관협회|126.9566102|37.6001030
김포다도박물관|사립||031-998-1000|경기 김포시 월곶면 애기봉로 275번길 187-51|하절기 10:00~18:00 / 동절기 10:00~17:00|매주 월요일|일반 : 3,000원(단체 : 2,000원) / 초·중·고등학생 : 2,000원(단체 : 1,500원) / 유아 : 1,500원(단체 : 1,000원) / 48개월 이하 : 무료 / ※단체 20명 이상||http://kimpodadomuseum.modoo.at|한국박물관협회|126.5757930|37.7370191
김해한림박물관|사립||055-345-1016|경남 김해시 한림면 김해대로 1029-20|09:00 ~ 18:00|매주 월요일 휴관|대인 : 2,000원 / 청소년(중고생) : 1,500원 / 소인(초등학교 이하) : 1,000원※ 24개월 미만 무료입장·단체 요금 상단 동일 / 만 65세 이상 경로, 장애인 입장료 1,000원|ART 전시관|http://traditional-art.co.kr|한국박물관협회||
꼭두박물관|사립||02-766-3315|서울 종로구 성균관로 4길 21|10:00~18:00|매주 월요일, 1월 1일, 설ㆍ추석 당일|일반 : 3,000원(단체 : 1,500원) / 어린이(5~19세) : 1,500원(단체 : 1,000원) / 국가유공자, 경로우대증, 장애인복지카드, 동숭아트센터 공연티켓 소지자 할인 / ※단체 20명 이상|아트샵; 카페; 공연장|http://www.kokdumuseum.com|한국박물관협회|127.0037808|37.5836715
나로우주센터/우주과학관|사립||061-830-8770|전남 고흥군 봉래면 하반로 490|10:00~17:30|매주 월요일, 1월 1일|성인 : 3,000원(단체 : 1,500원) / 학생 : 1,500원(단체 : 800원) / ※단체 30명 이상|아트샵; 카페; 매점 및 식당 운영|http://kari.re.kr/narospacecenter|한국박물관협회|127.5178631|34.4535690
나야나교육박물관|사립||061-382-0080|전남 담양군 담양읍 향교리 352-5||||||한국박물관협회||
남가람박물관|사립||055-756-8280|경상남도 진주시 내동면 칠봉산길 190|화요일 ~ 일요일 : 10:00-18:00|매주 월요일, 설/추석 연휴|어른 : 2,000원(개인) 1,600원(단체)장애인·유공자·군인 : 1,000원(개인) 800원(단체) - 증명서 제시노인 : 1,000원(개인) 800원(단체) - 만65세 이상어린이·청소년 : 1,000원(개인) 800원(단체) - 만4세~만18세유아 : 무료 - 만3세 이하※ 단체는 15인 이상일 경우에 적용※ 특별기획전의 경우는 별도의 관람료를 부과할 수 있음||http://www.namgaram.or.kr|한국박물관협회||
넥슨컴퓨터박물관|사립||064-745-1994|제주 제주시 1100로 3198-8|10:00~18:00|매주 월요일, 설·추석 당일|성인 : 8,000원 / 청소년 : 7,000원 / 어린이 : 6,000원 / ※단체 20명 이상 20% 할인||http://www.nexoncomputermuseum.org|한국박물관협회|126.4857453|33.4722728
농협농업박물관|사립||02-2080-5727|서울 중구 새문안로 16|하절기(3~10월) 09:30~18:00 / 동절기(11~2월) 09:30~17:30|매주 월요일, 1월 1일, 설·추석 연휴|무료||http://www.agrimuseum.or.kr|한국박물관협회|126.9683226|37.5668447
다문화박물관|사립||02-323-6848|서울 은평구 불광로 135|10:00~18:00|설ㆍ추석 당일|어린이(24개월 이상) : 5,000원(단체 : 4,500원) / 초·중·고등학생 : 6,000원(단체 : 5,400원) / 일반 : 7,000원(단체 : 6,300원) / 유아(24개월 미만) : 무료 / 국가유공자, 장애인 : 50% 할인 / ※단체 30명 이상|아트샵; 카페|http://www.multiculturemuseum.com|한국박물관협회|126.9326010|37.6188030
담양우표박물관|사립||061-383-3863|전남 담양군 대전면 대치9길16|화~토 : 오전10시 ~ 오후5시 일요일 : 오후1시 ~ 오후5시(오후12시 ~ 오후1시 휴식시간)|매주 월요일, 설·추석 당일|성인 2,000원 / 청소년 (중,고등) 1,500원 / 어린이 (초등) 1,000원|카페; 교육실|https://cafe.naver.com/nsk7000|한국박물관협회||
대구대학교중앙박물관|대학||053-850-5621|경북 경산시 진량읍 대구대로 201|09:00~17:00|매주 토요일, 공휴일|무료|카페|http://museum.daegu.ac.kr|한국박물관협회|128.8512013|35.9030539
대구보건대학교/인당뮤지엄|대학||053-320-1857|대구 북구 영송로 15|10:00~17:00|공휴일, 토, 일 휴관(전시기간 중 월요일 휴관)|무료||https://museum.dhc.ac.kr|한국박물관협회|128.5431916|35.9268230
대원사티벳박물관|사립||061-852-3038|전남 보성군 문덕면 죽산길 520-1|10:00~18:00|매주 월요일|초등학생 : 2,000원(단체 : 1,000원) / 일반 : 3,000원(단체 : 2,000원) / ※단체 20명 이상|아트샵|http://www.tibetan-museum.org|한국박물관협회|127.1320512|34.9591537
대흥사/서산대사박물관|사립||061-534-5502|전남 해남군 삼산면 대흥사길 400||||||한국박물관협회||
덕소자연사박물관|사립||031-521-7166|경기 남양주시 와부읍 석실로 46-11|10:00~18:00|매주 월요일, 1월 1일, 설·추석 당일|일반 : 7,000원(단체 6,000원) / 청소년, 어린이 : 6,000원(단체 : 4,000원) / 군인, 장애인 : 3,500원(단체 : 3,000원) / 노인(65세 이상) : 무료 / 가족(3인 이상) 할인권 / ※단체 20명 이상|아트샵; 레스토랑; 3D 영상실|http://www.duksomuseum.com|한국박물관협회|127.2307003|37.5796790
덕포진교육박물관|사립||031-989-8580|경기 김포시 대곶면 신안리 덕포진로 103번길 90|하절기 10:00~18:00 / 동절기 10:00~17:00|매주 월요일, 설·추석 당일 오전|어린이 : 1,500원, 청소년 : 2,000원 / 일반 : 3,000원 / ※단체 20명 이상 관람시 할인||http://www.덕포진교육박물관.kr|한국박물관협회|126.5387479|37.6507279
도계민화박물관|사립||041-551-6886|충남 천안시 동남구 정골1길 73-9|10:00~18:00|매주 월요일, 설날 추석 당일|무료|전시실; 교육관; 휴게실||한국박물관협회||
동국대학교박물관|대학||02-2260-3722|서울 중구 필동로 1길 30|10:00~17:00|주말|무료||http://www.dgumuseum.dongguk.ac.kr|한국박물관협회|127.0023443|37.5582533
동덕여자대학교박물관|대학||02-940-4232|서울 성북구 화랑로 13길 60 동덕여자대학교 여성학센터 4층|10:00~17:00|주말, 공휴일, 박물관 규정에 정한 휴관일|무료|아트샵|http://dgumuseum.dongguk.edu|한국박물관협회|127.0418169|37.6055004
동아대학교석당박물관|대학||051-200-8493|부산 서구 구덕로 225 동아대학교부민캠퍼스|09:30~17:00|매주 월요일, 공휴일, 개교기념일(11.1)|무료|카페|http://museum.donga.ac.kr|한국박물관협회|129.0193250|35.1045990
동아방송예술대학교/DIMA아트센터|사립||031-670-6938|경기 안성시 삼죽면 동아예대길47 동아방송예술대학교 엔터테인먼트관 1층|월~토 9:00 ~ 18:00|일, 공휴일 휴관|무료|카페; 공연장|http://art.dima.ac.kr|한국박물관협회||
동양자수박물관|사립||033-644-0600|강원 강릉시 죽헌길 140-12|09:30~18:00||성인 : 4,000원(단체 : 3,000원) / 초 · 중 · 고등학생 : 3,000원(단체 : 2,000원) / 유치원 : 2,000원(단체 : 1,500원) / ※단체 30명 이상|아트샵|http://www.orientalembroidery.org|한국박물관협회|128.8805287|37.7781766
두루뫼사료관|사립||031-958-6101~2|경기 파주시 법원읍 초리골길 278|10:00~18:00|연중무휴|초등학생 : 3,000원(단체 : 2,000원) / 청소년(중·고생) : 4,000원(단체 : 3,000원) / 성인 : 5,000원(단체 : 4,000원) / 경로·군인·유공자·장애인(성인기준) :4,000원(단체 : 3,500원) / ※단체 30명 이상|카페; 휴게실|http://www.durumea.org|한국박물관협회|126.8965269|37.8571241
디자인씽킹뮤지엄|사립||033-823-2700|강원 강릉시 구정면 정등로 130|오전9시30분~오후6시(매표마감 17시30분), 단체(20인 이상)는 예약 후 관람|매주 월·화 휴관, 1월1일·설날당일·추석당일 휴관|일반 10,000 청소년/군인 9,000 어린이 8,000 (단체20인 이상시 1,000원씩 할인)|야외 교육장; 놀이터|http://scalemuseum.org|한국박물관협회|128.8741991|37.7293092
디자인코리아뮤지엄|사립||070-7010-4346|경기 성남시 분당구 양현로 322 코리아디자인센터 지하1층|10:00~18:00|매주 월요일|대인(19세 이상) : 5,000원 / 소인(19세 미만) : 4,000원|아트샵; 카페|http://www.designmuseum.or.kr|한국박물관협회||
땅끝해양자연사박물관|사립||061-535-2110|전남 해남군 송지면 중대동길 5-4|09:00~18:00|매월 2, 4째주 화요일|어린이 : 1,000원(단체 : 800원) / 청소년 : 2,000원(단체 : 1,500원) / 성인 : 3,000원(단체 : 2,500원) / ※단체 30명 이상|아트샵|http://www.tmnhm.co.kr|한국박물관협회|126.5673321|34.3248176
떡박물관|사립||02-741-5447|서울 종로구 돈화문로 71|10:00~18:00|설·추석 당일|일반 : 3,000원(단체 : 2,000원) / 학생 : 2,000원(단체 : 1,000원) / ※단체 20명 이상|아트샵; 카페; 공연장|http://www.tkmuseum.or.kr/|한국박물관협회|126.9906760|37.5749730
록봉민속교육박물관|사립||051-892-5997|부산 강서구 가덕해안로 741|10:00~18:00|매주 월요일|유아~성인 : 5,000원|카페|http://www.rogbong.com|한국박물관협회|128.8133210|35.0315686
롯데월드/민속박물관|사립||02-411-4762|서울 송파구 올림픽로 240|09:30~20:00 / 주말 및 공휴일 9:30~21:00|연중무휴|일반(20세 이상) : 5,000원(단체 : 3,500원) / 청소년(14~19세) : 3,000원(단체 : 2,500원) / 어린이(36개월 이상~13세), 만 65세 이상 : 2,000원(단체 : 1,500원) / 장애인 및 국가유공자 : 단체요금 적용 ※20명 이상|아트샵; 레스토랑; 카페|http://www.lotteworld.com/museum|한국박물관협회|127.0965917|37.5110859
롯데월드/아쿠아리움|사립||02-3213-3214|서울 송파구 올림픽로 300|평일 : 10:00-20:00 / 주말 : 10:00-22:00* 운영시간은 회사사정으로 인해 상시 변경될 수 있사오니, 방문일자의 운영시간을 확인해주세요.|연중무휴|어른 및 청소년 : 31,000원 / 어린이 : 27,000원|롯데월드; 서울스카이360|http://lotteworld.com/aquarium|한국박물관협회||
만봉불화박물관|사립||033-372-5009|강원 영월군 김삿갓면 예밀리 망경대산길 135-3|10:00~18:00|연중무휴|어른 : 5,000원(단체 : 3,000원) / 청소년, 군인 : 3,000원(단체 : 2,000원) / 초등학생, 노인 : 2,000원(단체 : 1,000원) / ※단체 10명 이상||http://www.shinwon.or.kr|한국박물관협회||
만해문학박물관|사립||033-462-2303|강원 인제군 북면 만해로 91 동국대학교 만해마을|08:30~17:30|연중 무휴|무료|레스토랑; 카페; 서원보전|http://manhae2003.dongguk.edu/|한국박물관협회|128.3170375|38.1871321
명인박물관|사립||02-766-0272|서울 종로구 북촌로 6길 1|하절기 10:00~18:00 / 동절기 10:00~17:00|매주 일, 월요일, 설·추석 연휴|7세이하 어린이 : 무료 / 학생 : 2,000원 / 성인 : 3,000원||http://www.myeonginmuseum.com|한국박물관협회|126.9851681|37.5801351
목아박물관|사립||031-885-9952|경기 여주시 강천면 이문안길 21|하절기 09:00~18:00 / 동절기 09:00~17:00|매주 월요일|일반 : 5,000원(단체 : 3,000원) / 경로, 어린이, 청소년 : 3,000원(단체 : 2,000원) / ※단체 20명 이상 / ※여주시민 : 평일 무료, 주말 및 공휴일 1,000원 / 국가유공자, 장애 3급 이상 : 무료|아트샵; 카페|http://www.moka.or.kr|한국박물관협회|127.6878915|37.2882091
목인박물관/목석원|사립||02-722-5055|서울 종로구 창의문로5길 46-1|10:30 - 19:00 (입장마감 18:00) 동절기 10:30 - 18:00 (입장마감 17:00)|매주 월요일 및 설/추석 연휴 휴관* 박물관 사정에 따라 변동될 수 있습니다.|일반 12,000원 / 19세 미만 7,000원 / 36개월 이상-초등학생 5,000원|정원|http://www.mokinmuseum.com|한국박물관협회||
뮤지엄김치간|사립||02-6002-6456|서울 종로구 인사동길35-4, 인사동마루 본관 4,5,6층|10:00 - 18:00(마지막 입장 17:30)|매주 월요일, 1월 1일, 설 연휴, 추석 연휴, 크리스마스|세부내용 뮤지엄김치간 홈페이지 확인|북카페|https://www.kimchikan.com|한국박물관협회|126.9851243|37.5734918
뮤지엄산|사립||033-730-9000|강원 원주시 지정면 오크밸리 2길 260|10:30~18:00|매주 월요일, 1월 1일, 설·추석 당일|뮤지엄(대인) : 12,000원(단체 : 9,600원) / 뮤지엄(소인) : 7,000원(단체 : 5,600원) / 제임스터렐관(대인) : 28,000원(단체 : 22,400원) / 제임스터렐관(소인) : 18,000원(단체 : 14,400원)|아트샵; 레스토랑; 카페|http://www.museumsan.org|한국박물관협회|127.8237167|37.4154428
미리벌민속박물관|사립||055-391-2882|경남 밀양시 초동면 초동중앙로 439|09:00~18:00|연중무휴|성인 : 4,000원(단체 : 3,500원) / 초·중·고생 : 3,000원(단체 : 2,500원) / 유치부 : 2,500원(단체 : 2,000원) / ※단체 30명 이상||http://www.miribeol.org|한국박물관협회|128.6744441|35.4189650
박물관/수|사립||053-744-5500|대구 수성구 국채보상로 186길 79|월~토 10:00~18:00|매주 일요일, 공휴일, 설·추석 연휴|초·중·고등학생 : 1,500원 / 일반 : 3,000원 / 미취학아동, 65세 이상 : 무료|아트샵; 문화 교육실 및 체험장|http://www.museumsoo.org|한국박물관협회|128.6341752|35.8648182
박물관은/살아있다|사립||064-805-0888|제주 서귀포시 중문관광로 42|09:00~23:00(야간개장)|연중무휴|성인: 10,000원·8,000원(대학생 포함) / 청소년·군경 : 9,000원·7,000원(중,고교생 포함) / 어린이 : 8,000원·6,000원(36개월 이상부터 초등학생까지) / 경로·장애인·국가유공자: 8,000원·6,000원(신분증 소지자·본인에 한함)|아트샵; 카페|http://www.alivemuseum.com/branch/jeju|한국박물관협회|126.4089300|33.2548060
박물관휴르|사립||053-759-3902|대구 수성구 국채보상로186길 47|화-일요일 :  10:00~19:00|매주 월요일, 설날 및 추석 당일(※단, 월요일이 공휴일일 경우 공휴일 다음날인 화요일 휴관)|일반 : 5,000원(단체 : 3,000원) / 학생:3,000원(단체 : 2,000원) / ※ 6세이하,국가유공자, 경로우대증, 장애인복지카드 소지자 무료 / ※단체 20명 이상|아트샵|https://museumhyur.modoo.at/?link=4jh2gu4x|한국박물관협회||
박을복자수박물관|사립||02-990-7000|서울 강북구 우이동 삼양로 149가길 53|12:00~17:00|주말, 공휴일|성인 : 6,000원(단체 : 3,000원) / 유아 및 학생 : 4,000원(단체 : 2,000원) / ※단체 20명 이상||http://www.embromuseum.com|한국박물관협회|127.0084926|37.6538122
배다골민속박물관|사립||031-970-6330|경기 고양시 덕양구 배다골길 131|10:00~18:00||대인 : 9,000원(단체 : 8,000원) / 소인, 경로 : 7,000원(단체 : 6,000원) / ※단체 20명 이상|아트샵; 레스토랑; 카페|http://www.baedagol.com|한국박물관협회|126.8475608|37.6310310
배재대학교박물관|대학||042-520-5259|대전 서구 배재로 155-40|09:30~16:30|주말, 공휴일|무료||http://museum.pcu.ac.kr|한국박물관협회|127.3661135|36.3211313
배재학당역사박물관|사립||02-319-5578|서울 중구 서소문로11길 19|10:00~17:00|매주 월요일, 공휴일|무료||http://appenzeller.pcu.ac.kr|한국박물관협회|126.9726101|37.5640020
범어사성보박물관|사립||051-508-6139|부산 금정구 범어사로 250|09:00~17:00|매주 월요일, 설, 추석|무료|아트샵|http://www.beomeomuseum.org|한국박물관협회|129.0697097|35.2843049
범패민속문화박물관|사립||032-884-8904|인천 미추홀구 경인로70번길 11-13|09:00~18:00|매주 월요일|초등학생 : 3,000원(단체 : 2,500원) / 청소년, 군인 : 3,500원(단체 : 3,000원) / 일반 : 4,000원(단체 : 3,000원) / 노인 : 무료 ※단체 10명 이상|아트샵|http://www.nunghwa.org|한국박물관협회|126.6512218|37.4648096
벽봉한국장신구박물관|사립||031-949-0848|경기 파주시 탄현면 헤이리마을길 48-38|하절기(3월~10월) 11:00~19:00 / 동절기(11월~2월) 11:00~18:30|매주 월, 화|어른 5,000원 / 청소년, 어린이 3,000원 / 단체 관람 시 30% 할인(20명 이상)||http://www.bkjm.co.kr|한국박물관협회||
본태박물관|사립||064-792-8108|제주 서귀포시 안덕면 산록남로 762번길 69|10:00~18:00|연중무휴|성인 20,000원 / 학생(초,중,고) 10,000원 / 미취학 아동 : 8,000원성인(도민) 16,000원 / 학생(초,중,고 / 도민) 11,000원 / 미취학 아동(도민) 8,000원 성인(단체) 15,000원 / 학생(초,중,고 / 단체) 10,000원 / 미취학 아동(단체) 8,000원 *경로, 도민, 학생, 미취학 아동은 매표소에서 증빙 이후 금액 적용*국가유공자, 장애인, 각종 제휴 할인은 증빙서류 제시 후 금액 적용(중복할인 불가)|아트샵; 카페; 조각공원; 뮤직홀|http://www.bontemuseum.com|한국박물관협회|126.3924437|33.3038132
부산여자대학교차박물관|대학||051-850-3112|부산 부산진구 진남로 506|10:00~17:00|주말, 공휴일|무료|||한국박물관협회|129.0716380|35.1687260
부산포민속박물관|사립||051-803-4300|부산 부산진구 중앙대로 702번길 21|하절기 10:00~18:00 / 동절기 10:00~17:00|매주 월요일, 1월 1일, 설·추석 연휴|무료||http://www.pusanpo.or.kr|한국박물관협회|129.0603685|35.1555722
부천로보파크전시관|사립||070-7094-5479|경기 부천시 원미구 평천로 655|10:00~18:00|매주 월요일, 1월 1일, 설·추석 전일, 당일|어린이 : 3,000원(단체 : 2,000원) / 청소년 : 4,000원(단체 : 3,000원) / 일반 : 5,000원(단체 : 4,000원) / ※단체 20명 이상|아트샵|http://www.robopark.org|한국박물관협회|126.7647448|37.5175815
북촌동양문화박물관|사립||02-723-0190|서울 종로구 북촌로 11길 76|10:00~18:00|매주 월요일|18세 이하, 65세 이상, 장애인, 유공자 : 3,000원(단체 : 2,000원) / 성인 : 5,000원(단체 : 4,000원) / ※단체 20명 이상|아트샵; 카페; 공연장|http://www.dymuseum.com|한국박물관협회|126.9835917|37.5838638
북촌박물관|사립||02-766-8402|서울 종로구 북촌로 39|10:00~18:00|매주 일요일, 1월 1일, 설ㆍ추석 연휴|개인 기획전시 일반 : 3,000원 / 학생 : 2,000원||http://bukchonmuseum.modoo.at|한국박물관협회|126.9847664|37.5802792
북촌생활사박물관|사립||02-736-3957|서울 종로구 북촌로 5 나길 90|하절기 10:00~18:00 / 동절기 11:00~18:00|연중무휴|5세 이상~고등학생, 70세 이상, 장애인, 국가유공자 : 3,000원(단체 : 2,400원) / 일반 : 5,000원(단체 : 4,000원) / ※단체 20명 이상||http://www.bomulgun.com|한국박물관협회||
불교중앙박물관|사립||02-2011-1960|서울 종로구 우정국로 55|하절기(3~10월) 10:00~18:00 / 동절기(11~2월) 10:00~17:00|매주 월요일, 설·추석 연휴|무료|아트샵; 카페|http://museum.buddhism.or.kr/|한국박물관협회|126.9820174|37.5744939
불교천태중앙박물관|사립||043-423-9101~3|충북 단양군 영춘면 백자길 6|10:00~17:00|매주 월요일, 1월 1일, 설ㆍ추석 연휴|무료||http://www.bmoc.net|한국박물관협회|128.4851072|37.0435077
브이센터/더/라이브/뮤지엄|사립||070-4278-8891|서울특별시 강동구 아리수로61길 103|오전 10시 -오후 6시 (5시 입장마감)|매주 월요일|대인(만14세-성인) : 10,000원 / 소인(24개월-만13세) : 25,000원 / 24개월 미만 : 무료 (증빙서류지참)|스테이지28 레스토랑; 카페; 그린하우스|http://www.tkvcenter.com|한국박물관협회||
